map_order,relative_time_min,point_index,row,column,distance_nm,normalization_valid,normalization_denominator_pN,normalized_force
2,0.0,2,0,2,110.0,True,446.9379716919815,0.0451524403907693
2,0.0,2,0,2,115.0,True,446.9379716919815,0.07688681195485911
2,0.0,2,0,2,120.0,True,446.9379716919815,0.031340788519547434
2,0.0,2,0,2,125.0,True,446.9379716919815,0.04146632990217899
2,0.0,2,0,2,130.0,True,446.9379716919815,0.02464830396208278
2,0.0,2,0,2,135.0,True,446.9379716919815,0.001624688117996384
2,0.0,2,0,2,140.0,True,446.9379716919815,-0.0013593028268764984
2,0.0,2,0,2,145.0,True,446.9379716919815,0.003499982674433822
2,0.0,2,0,2,150.0,True,446.9379716919815,-0.004786138251633155
2,0.0,2,0,2,155.0,True,446.9379716919815,0.013066977928470907
2,0.0,2,0,2,160.0,True,446.9379716919815,-0.012852350275941839
2,0.0,2,0,2,165.0,True,446.9379716919815,-0.025779376711336652
2,0.0,2,0,2,170.0,True,446.9379716919815,-0.02222451210747271
2,0.0,2,0,2,175.0,True,446.9379716919815,-0.014417447432328258
2,0.0,2,0,2,180.0,True,446.9379716919815,-0.030000976953458082
2,0.0,2,0,2,185.0,True,446.9379716919815,-0.03993186329544361
2,0.0,2,0,2,190.0,True,446.9379716919815,-0.03676111392035564
2,0.0,2,0,2,195.0,True,446.9379716919815,0.008467258465675701
2,0.0,2,0,2,200.0,True,446.9379716919815,0.0
2,0.0,3,0,3,20.0,True,338.6890529061768,1.0
2,0.0,3,0,3,25.0,True,338.6890529061768,0.8215954810431924
2,0.0,3,0,3,30.0,True,338.6890529061768,0.6898970236630738
2,0.0,3,0,3,35.0,True,338.6890529061768,0.561868183326437
2,0.0,3,0,3,40.0,True,338.6890529061768,0.44888289982356194
2,0.0,3,0,3,45.0,True,338.6890529061768,0.35162535151263696
2,0.0,3,0,3,50.0,True,338.6890529061768,0.33624404350374587
2,0.0,3,0,3,55.0,True,338.6890529061768,0.28308466410714667
2,0.0,3,0,3,60.0,True,338.6890529061768,0.2231681768646153
2,0.0,3,0,3,65.0,True,338.6890529061768,0.1858388780127149
2,0.0,3,0,3,70.0,True,338.6890529061768,0.12456991413690138
2,0.0,3,0,3,75.0,True,338.6890529061768,0.17459560114888686
2,0.0,3,0,3,80.0,True,338.6890529061768,0.08956297073624965
2,0.0,3,0,3,85.0,True,338.6890529061768,0.04884816890886756
2,0.0,3,0,3,90.0,True,338.6890529061768,0.006854630869146804
2,0.0,3,0,3,95.0,True,338.6890529061768,0.028310047781520277
2,0.0,3,0,3,100.0,True,338.6890529061768,0.011475381706911827
2,0.0,3,0,3,105.0,True,338.6890529061768,-0.007332479843391045
2,0.0,3,0,3,110.0,True,338.6890529061768,-0.029734449708026252
2,0.0,3,0,3,115.0,True,338.6890529061768,-0.03909317498802309
2,0.0,3,0,3,120.0,True,338.6890529061768,-0.05439493011867292
2,0.0,3,0,3,125.0,True,338.6890529061768,-0.07699743952708205
2,0.0,3,0,3,130.0,True,338.6890529061768,-0.01801434734336679
2,0.0,3,0,3,135.0,True,338.6890529061768,-0.05378567357314124
2,0.0,3,0,3,140.0,True,338.6890529061768,-0.04928481815680339
2,0.0,3,0,3,145.0,True,338.6890529061768,-0.025909528816059027
2,0.0,3,0,3,150.0,True,338.6890529061768,-0.04401168128324422
2,0.0,3,0,3,155.0,True,338.6890529061768,-0.051500705471220015
2,0.0,3,0,3,160.0,True,338.6890529061768,-0.032031033756673384
2,0.0,3,0,3,165.0,True,338.6890529061768,-0.04561562021892497
2,0.0,3,0,3,170.0,True,338.6890529061768,-0.04234377948760319
2,0.0,3,0,3,175.0,True,338.6890529061768,-0.0032741031781959307
2,0.0,3,0,3,180.0,True,338.6890529061768,-0.01616194152758497
2,0.0,3,0,3,185.0,True,338.6890529061768,-0.031587567653197375
2,0.0,3,0,3,190.0,True,338.6890529061768,-0.03183576063564516
2,0.0,3,0,3,195.0,True,338.6890529061768,-0.04168160710982638
2,0.0,3,0,3,200.0,True,338.6890529061768,0.0
2,0.0,4,0,4,20.0,True,396.71882374325804,1.0
2,0.0,4,0,4,25.0,True,396.71882374325804,0.7494650251230361
2,0.0,4,0,4,30.0,True,396.71882374325804,0.6288965860949035
2,0.0,4,0,4,35.0,True,396.71882374325804,0.509996596521338
2,0.0,4,0,4,40.0,True,396.71882374325804,0.3981601151689557
2,0.0,4,0,4,45.0,True,396.71882374325804,0.3556701086126281
2,0.0,4,0,4,50.0,True,396.71882374325804,0.24022178040109132
2,0.0,4,0,4,55.0,True,396.71882374325804,0.22677789271851803
2,0.0,4,0,4,60.0,True,396.71882374325804,0.15425061288910344
2,0.0,4,0,4,65.0,True,396.71882374325804,0.08395521807679528
2,0.0,4,0,4,70.0,True,396.71882374325804,0.08327246644536701
2,0.0,4,0,4,75.0,True,396.71882374325804,0.04323083874289397
2,0.0,4,0,4,80.0,True,396.71882374325804,0.05297139129189567
2,0.0,4,0,4,85.0,True,396.71882374325804,0.042193984951783545
2,0.0,4,0,4,90.0,True,396.71882374325804,0.02625937493298412
2,0.0,4,0,4,95.0,True,396.71882374325804,-0.009619057302479032
2,0.0,4,0,4,100.0,True,396.71882374325804,0.01517395029056966
2,0.0,4,0,4,105.0,True,396.71882374325804,-0.002699522869263841
2,0.0,4,0,4,110.0,True,396.71882374325804,-0.031987686843696295
2,0.0,4,0,4,115.0,True,396.71882374325804,-0.0399107395172416
2,0.0,4,0,4,120.0,True,396.71882374325804,-0.012728576156697738
2,0.0,4,0,4,125.0,True,396.71882374325804,-0.01662160807585767
2,0.0,4,0,4,130.0,True,396.71882374325804,-0.0417406640981155
2,0.0,4,0,4,135.0,True,396.71882374325804,-0.01789161931247576
2,0.0,4,0,4,140.0,True,396.71882374325804,-0.054519574477828875
2,0.0,4,0,4,145.0,True,396.71882374325804,-0.04230663819083066
2,0.0,4,0,4,150.0,True,396.71882374325804,-0.014268703643807144
2,0.0,4,0,4,155.0,True,396.71882374325804,-0.02403226922593576
2,0.0,4,0,4,160.0,True,396.71882374325804,-0.043776426413291256
2,0.0,4,0,4,165.0,True,396.71882374325804,-0.00917148891083658
2,0.0,4,0,4,170.0,True,396.71882374325804,-0.017198498690735527
2,0.0,4,0,4,175.0,True,396.71882374325804,-0.03792194819179249
2,0.0,4,0,4,180.0,True,396.71882374325804,-0.02623921507203663
2,0.0,4,0,4,185.0,True,396.71882374325804,-0.02136066789255919
2,0.0,4,0,4,190.0,True,396.71882374325804,-0.030720563705685697
2,0.0,4,0,4,195.0,True,396.71882374325804,-0.036791942768938685
2,0.0,4,0,4,200.0,True,396.71882374325804,0.0
2,0.0,5,0,5,20.0,True,372.35802541201707,1.0
2,0.0,5,0,5,25.0,True,372.35802541201707,0.8371735130809138
2,0.0,5,0,5,30.0,True,372.35802541201707,0.7080846036976742
2,0.0,5,0,5,35.0,True,372.35802541201707,0.5922303265744675
2,0.0,5,0,5,40.0,True,372.35802541201707,0.48842576616817446
2,0.0,5,0,5,45.0,True,372.35802541201707,0.45326969287968516
2,0.0,5,0,5,50.0,True,372.35802541201707,0.36503421946792286
2,0.0,5,0,5,55.0,True,372.35802541201707,0.34009347878911683
2,0.0,5,0,5,60.0,True,372.35802541201707,0.27730588812340384
2,0.0,5,0,5,65.0,True,372.35802541201707,0.24559734898018626
2,0.0,5,0,5,70.0,True,372.35802541201707,0.23311109663068
2,0.0,5,0,5,75.0,True,372.35802541201707,0.16765736507474144
2,0.0,5,0,5,80.0,True,372.35802541201707,0.18164635307710267
2,0.0,5,0,5,85.0,True,372.35802541201707,0.19684181244512872
2,0.0,5,0,5,90.0,True,372.35802541201707,0.1416541311966956
2,0.0,5,0,5,95.0,True,372.35802541201707,0.14691248956662672
2,0.0,5,0,5,100.0,True,372.35802541201707,0.11234702149724307
2,0.0,5,0,5,105.0,True,372.35802541201707,0.13589488197872032
2,0.0,5,0,5,110.0,True,372.35802541201707,0.10509572647599236
2,0.0,5,0,5,115.0,True,372.35802541201707,0.0875469449832769
2,0.0,5,0,5,120.0,True,372.35802541201707,0.09525760704463114
2,0.0,5,0,5,125.0,True,372.35802541201707,0.05624040188516809
2,0.0,5,0,5,130.0,True,372.35802541201707,0.04281442827386981
2,0.0,5,0,5,135.0,True,372.35802541201707,0.07472290194350738
2,0.0,5,0,5,140.0,True,372.35802541201707,0.023166152690615584
2,0.0,5,0,5,145.0,True,372.35802541201707,0.03422233386231754
2,0.0,5,0,5,150.0,True,372.35802541201707,0.01774863806109079
2,0.0,5,0,5,155.0,True,372.35802541201707,0.024806397251926467
2,0.0,5,0,5,160.0,True,372.35802541201707,0.018920559365253737
2,0.0,5,0,5,165.0,True,372.35802541201707,0.0007083546234932769
2,0.0,5,0,5,170.0,True,372.35802541201707,0.035726753700879674
2,0.0,5,0,5,175.0,True,372.35802541201707,-0.023277083504854156
2,0.0,5,0,5,180.0,True,372.35802541201707,-0.012320089173571754
2,0.0,5,0,5,185.0,True,372.35802541201707,-0.03178011092845024
2,0.0,5,0,5,190.0,True,372.35802541201707,-0.007463576019265038
2,0.0,5,0,5,195.0,True,372.35802541201707,-0.017360600919412866
2,0.0,5,0,5,200.0,True,372.35802541201707,0.0
2,0.0,6,0,6,20.0,True,336.27190085780217,1.0
2,0.0,6,0,6,25.0,True,336.27190085780217,0.8253950050163635
2,0.0,6,0,6,30.0,True,336.27190085780217,0.7131946254508468
2,0.0,6,0,6,35.0,True,336.27190085780217,0.5777201910333878
2,0.0,6,0,6,40.0,True,336.27190085780217,0.506822334097444
2,0.0,6,0,6,45.0,True,336.27190085780217,0.44320528082319544
2,0.0,6,0,6,50.0,True,336.27190085780217,0.37819165060435433
2,0.0,6,0,6,55.0,True,336.27190085780217,0.3303749666596275
2,0.0,6,0,6,60.0,True,336.27190085780217,0.2995689232914661
2,0.0,6,0,6,65.0,True,336.27190085780217,0.23900649347459926
2,0.0,6,0,6,70.0,True,336.27190085780217,0.20122070537738349
2,0.0,6,0,6,75.0,True,336.27190085780217,0.19697787994768798
2,0.0,6,0,6,80.0,True,336.27190085780217,0.1490425352835614
2,0.0,6,0,6,85.0,True,336.27190085780217,0.13621432225665736
2,0.0,6,0,6,90.0,True,336.27190085780217,0.09691984915896198
2,0.0,6,0,6,95.0,True,336.27190085780217,0.09251725820772477
2,0.0,6,0,6,100.0,True,336.27190085780217,0.0789221610828635
2,0.0,6,0,6,105.0,True,336.27190085780217,0.0790776855686697
2,0.0,6,0,6,110.0,True,336.27190085780217,0.0636165106884738
2,0.0,6,0,6,115.0,True,336.27190085780217,0.06156872079567342
2,0.0,6,0,6,120.0,True,336.27190085780217,0.04929708477586501
2,0.0,6,0,6,125.0,True,336.27190085780217,0.05545821826873698
2,0.0,6,0,6,130.0,True,336.27190085780217,0.025928566002531753
2,0.0,6,0,6,135.0,True,336.27190085780217,0.019249471929458306
2,0.0,6,0,6,140.0,True,336.27190085780217,0.03213352415866541
2,0.0,6,0,6,145.0,True,336.27190085780217,-0.00595863603333693
2,0.0,6,0,6,150.0,True,336.27190085780217,-0.008189406296875023
2,0.0,6,0,6,155.0,True,336.27190085780217,-0.02452143425906299
2,0.0,6,0,6,160.0,True,336.27190085780217,0.02705226264637003
2,0.0,6,0,6,165.0,True,336.27190085780217,-0.01687243415903214
2,0.0,6,0,6,170.0,True,336.27190085780217,0.02655252059554019
2,0.0,6,0,6,175.0,True,336.27190085780217,-0.004670687169640788
2,0.0,6,0,6,180.0,True,336.27190085780217,-0.025496935861808626
2,0.0,6,0,6,185.0,True,336.27190085780217,0.004820538875170008
2,0.0,6,0,6,190.0,True,336.27190085780217,0.0012946620214784087
2,0.0,6,0,6,195.0,True,336.27190085780217,-0.037950010094918114
2,0.0,6,0,6,200.0,True,336.27190085780217,0.0
2,0.0,7,0,7,20.0,True,351.87586516717795,1.0
2,0.0,7,0,7,25.0,True,351.87586516717795,0.8490632077310285
2,0.0,7,0,7,30.0,True,351.87586516717795,0.6716558923541419
2,0.0,7,0,7,35.0,True,351.87586516717795,0.5706514573441093
2,0.0,7,0,7,40.0,True,351.87586516717795,0.5224066387564799
2,0.0,7,0,7,45.0,True,351.87586516717795,0.4314604118199505
2,0.0,7,0,7,50.0,True,351.87586516717795,0.3665888292831865
2,0.0,7,0,7,55.0,True,351.87586516717795,0.35465465781719596
2,0.0,7,0,7,60.0,True,351.87586516717795,0.29754662040456176
2,0.0,7,0,7,65.0,True,351.87586516717795,0.28765882899105993
2,0.0,7,0,7,70.0,True,351.87586516717795,0.24966633078053233
2,0.0,7,0,7,75.0,True,351.87586516717795,0.2384368666983089
2,0.0,7,0,7,80.0,True,351.87586516717795,0.21531381459508275
2,0.0,7,0,7,85.0,True,351.87586516717795,0.18956601594295747
2,0.0,7,0,7,90.0,True,351.87586516717795,0.1560572034905309
2,0.0,7,0,7,95.0,True,351.87586516717795,0.1853062001256852
2,0.0,7,0,7,100.0,True,351.87586516717795,0.166758157071814
2,0.0,7,0,7,105.0,True,351.87586516717795,0.16763316452569965
2,0.0,7,0,7,110.0,True,351.87586516717795,0.1279831139459922
2,0.0,7,0,7,115.0,True,351.87586516717795,0.1264664441912265
2,0.0,7,0,7,120.0,True,351.87586516717795,0.10165114349052937
2,0.0,7,0,7,125.0,True,351.87586516717795,0.08690952548357338
2,0.0,7,0,7,130.0,True,351.87586516717795,0.0824700172841103
2,0.0,7,0,7,135.0,True,351.87586516717795,0.10475080842943713
2,0.0,7,0,7,140.0,True,351.87586516717795,0.11403044731166674
2,0.0,7,0,7,145.0,True,351.87586516717795,0.0744253185357358
2,0.0,7,0,7,150.0,True,351.87586516717795,0.07365174155021369
2,0.0,7,0,7,155.0,True,351.87586516717795,0.050104143829074625
2,0.0,7,0,7,160.0,True,351.87586516717795,0.07244446721867133
2,0.0,7,0,7,165.0,True,351.87586516717795,0.05509706686937006
2,0.0,7,0,7,170.0,True,351.87586516717795,0.036199334511052436
2,0.0,7,0,7,175.0,True,351.87586516717795,0.01725972929798164
2,0.0,7,0,7,180.0,True,351.87586516717795,0.04589134370339815
2,0.0,7,0,7,185.0,True,351.87586516717795,0.002499728635973893
2,0.0,7,0,7,190.0,True,351.87586516717795,0.02612974293396965
2,0.0,7,0,7,195.0,True,351.87586516717795,-0.0030452470008679026
2,0.0,7,0,7,200.0,True,351.87586516717795,0.0
2,0.0,8,1,7,20.0,True,487.669509529374,1.0
2,0.0,8,1,7,25.0,True,487.669509529374,0.7963569529455988
2,0.0,8,1,7,30.0,True,487.669509529374,0.6543124248382446
2,0.0,8,1,7,35.0,True,487.669509529374,0.5817997762701765
2,0.0,8,1,7,40.0,True,487.669509529374,0.48955478566301686
2,0.0,8,1,7,45.0,True,487.669509529374,0.4197735647934126
2,0.0,8,1,7,50.0,True,487.669509529374,0.38452173702156195
2,0.0,8,1,7,55.0,True,487.669509529374,0.36886517489562104
2,0.0,8,1,7,60.0,True,487.669509529374,0.269684992884417
2,0.0,8,1,7,65.0,True,487.669509529374,0.23322156382459736
2,0.0,8,1,7,70.0,True,487.669509529374,0.18021169043603086
2,0.0,8,1,7,75.0,True,487.669509529374,0.19806459195329607
2,0.0,8,1,7,80.0,True,487.669509529374,0.17757787517743534
2,0.0,8,1,7,85.0,True,487.669509529374,0.16050415485034428
2,0.0,8,1,7,90.0,True,487.669509529374,0.1442512747203211
2,0.0,8,1,7,95.0,True,487.669509529374,0.1523127838462129
2,0.0,8,1,7,100.0,True,487.669509529374,0.13909558772671896
2,0.0,8,1,7,105.0,True,487.669509529374,0.13417815672454142
2,0.0,8,1,7,110.0,True,487.669509529374,0.12568414719623652
2,0.0,8,1,7,115.0,True,487.669509529374,0.10243531820593817
2,0.0,8,1,7,120.0,True,487.669509529374,0.09481795964836257
2,0.0,8,1,7,125.0,True,487.669509529374,0.11456651058028468
2,0.0,8,1,7,130.0,True,487.669509529374,0.09943911308815384
2,0.0,8,1,7,135.0,True,487.669509529374,0.08572957249563667
2,0.0,8,1,7,140.0,True,487.669509529374,0.07527214078701965
2,0.0,8,1,7,145.0,True,487.669509529374,0.06610252103662607
2,0.0,8,1,7,150.0,True,487.669509529374,0.07823175820886877
2,0.0,8,1,7,155.0,True,487.669509529374,0.0975183068659123
2,0.0,8,1,7,160.0,True,487.669509529374,0.06543279208035511
2,0.0,8,1,7,165.0,True,487.669509529374,0.06398505376804456
2,0.0,8,1,7,170.0,True,487.669509529374,0.07418719226016555
2,0.0,8,1,7,175.0,True,487.669509529374,0.011761041248456816
2,0.0,8,1,7,180.0,True,487.669509529374,0.058988345141312244
2,0.0,8,1,7,185.0,True,487.669509529374,0.03934753069199554
2,0.0,8,1,7,190.0,True,487.669509529374,-0.0026326674097326285
2,0.0,8,1,7,195.0,True,487.669509529374,0.004035888659680937
2,0.0,8,1,7,200.0,True,487.669509529374,0.0
2,0.0,9,1,6,20.0,True,511.5041582936524,1.0
2,0.0,9,1,6,25.0,True,511.5041582936524,0.8328243281642904
2,0.0,9,1,6,30.0,True,511.5041582936524,0.6834970433734775
2,0.0,9,1,6,35.0,True,511.5041582936524,0.591426477924476
2,0.0,9,1,6,40.0,True,511.5041582936524,0.48409014166046516
2,0.0,9,1,6,45.0,True,511.5041582936524,0.4502757871335587
2,0.0,9,1,6,50.0,True,511.5041582936524,0.3806767795092237
2,0.0,9,1,6,55.0,True,511.5041582936524,0.31175678523596595
2,0.0,9,1,6,60.0,True,511.5041582936524,0.2862118644261806
2,0.0,9,1,6,65.0,True,511.5041582936524,0.2503521114546307
2,0.0,9,1,6,70.0,True,511.5041582936524,0.21672603024117565
2,0.0,9,1,6,75.0,True,511.5041582936524,0.19628465651500396
2,0.0,9,1,6,80.0,True,511.5041582936524,0.19520724986475982
2,0.0,9,1,6,85.0,True,511.5041582936524,0.16048558724748388
2,0.0,9,1,6,90.0,True,511.5041582936524,0.14337464564645663
2,0.0,9,1,6,95.0,True,511.5041582936524,0.14125685706459432
2,0.0,9,1,6,100.0,True,511.5041582936524,0.13343745791379
2,0.0,9,1,6,105.0,True,511.5041582936524,0.10255174368739847
2,0.0,9,1,6,110.0,True,511.5041582936524,0.08914486461561887
2,0.0,9,1,6,115.0,True,511.5041582936524,0.12072760970756254
2,0.0,9,1,6,120.0,True,511.5041582936524,0.0975696235140128
2,0.0,9,1,6,125.0,True,511.5041582936524,0.08347152901972633
2,0.0,9,1,6,130.0,True,511.5041582936524,0.07169415437075904
2,0.0,9,1,6,135.0,True,511.5041582936524,0.06480758375891255
2,0.0,9,1,6,140.0,True,511.5041582936524,0.07178960805836712
2,0.0,9,1,6,145.0,True,511.5041582936524,0.06290433272110175
2,0.0,9,1,6,150.0,True,511.5041582936524,0.07158021277476195
2,0.0,9,1,6,155.0,True,511.5041582936524,0.02448983956690978
2,0.0,9,1,6,160.0,True,511.5041582936524,0.04070704253764486
2,0.0,9,1,6,165.0,True,511.5041582936524,0.003181193085018949
2,0.0,9,1,6,170.0,True,511.5041582936524,0.016090043705903827
2,0.0,9,1,6,175.0,True,511.5041582936524,0.002306238623396374
2,0.0,9,1,6,180.0,True,511.5041582936524,0.01208556904261432
2,0.0,9,1,6,185.0,True,511.5041582936524,-0.0025892580594277987
2,0.0,9,1,6,190.0,True,511.5041582936524,0.0032217523036787367
2,0.0,9,1,6,195.0,True,511.5041582936524,-0.04456688452442701
2,0.0,9,1,6,200.0,True,511.5041582936524,0.0
2,0.0,10,1,5,20.0,True,353.9149496417669,1.0
2,0.0,10,1,5,25.0,True,353.9149496417669,0.8490061546273528
2,0.0,10,1,5,30.0,True,353.9149496417669,0.7013708989114524
2,0.0,10,1,5,35.0,True,353.9149496417669,0.6361458603856042
2,0.0,10,1,5,40.0,True,353.9149496417669,0.5691899505504195
2,0.0,10,1,5,45.0,True,353.9149496417669,0.523606946458883
2,0.0,10,1,5,50.0,True,353.9149496417669,0.45637018248093986
2,0.0,10,1,5,55.0,True,353.9149496417669,0.3782767193637497
2,0.0,10,1,5,60.0,True,353.9149496417669,0.3572872093879499
2,0.0,10,1,5,65.0,True,353.9149496417669,0.28230024463915454
2,0.0,10,1,5,70.0,True,353.9149496417669,0.25722565840050104
2,0.0,10,1,5,75.0,True,353.9149496417669,0.23187525116575433
2,0.0,10,1,5,80.0,True,353.9149496417669,0.2398984593209802
2,0.0,10,1,5,85.0,True,353.9149496417669,0.22781817107379718
2,0.0,10,1,5,90.0,True,353.9149496417669,0.19314512984995333
2,0.0,10,1,5,95.0,True,353.9149496417669,0.18015520647127448
2,0.0,10,1,5,100.0,True,353.9149496417669,0.170903179774009
2,0.0,10,1,5,105.0,True,353.9149496417669,0.1300409354510599
2,0.0,10,1,5,110.0,True,353.9149496417669,0.18006515479832286
2,0.0,10,1,5,115.0,True,353.9149496417669,0.13233893822895124
2,0.0,10,1,5,120.0,True,353.9149496417669,0.10468175570443254
2,0.0,10,1,5,125.0,True,353.9149496417669,0.1101821391796913
2,0.0,10,1,5,130.0,True,353.9149496417669,0.05352736462231017
2,0.0,10,1,5,135.0,True,353.9149496417669,0.08257246160506307
2,0.0,10,1,5,140.0,True,353.9149496417669,0.0561602846747666
2,0.0,10,1,5,145.0,True,353.9149496417669,0.024689464026738696
2,0.0,10,1,5,150.0,True,353.9149496417669,0.05422071261727565
2,0.0,10,1,5,155.0,True,353.9149496417669,0.03903779069800349
2,0.0,10,1,5,160.0,True,353.9149496417669,0.029045937544214216
