map_order,relative_time_min,point_index,row,column,best_discrete_contact_offset_nm,best_offset_at_search_boundary,lambda_D_nm_with_profiled_contact_offset,zeta_magnitude_mV_with_profiled_contact_offset,baseline_pN_with_profiled_contact_offset,rmse_pN_with_profiled_contact_offset,rss_improvement_vs_zero_offset_pN2,zero_offset_lambda_D_nm,zero_offset_zeta_magnitude_mV
4,53.33301666666667,43,5,4,-10.0,True,18.453731477822707,13.0,113.7589655351998,12.799642641907916,193.0961533091595,19.047850843082976,17.5
4,53.33301666666667,44,5,3,-10.0,True,290.6427338681724,56.5,0.38260472953899693,10.26302075827961,1437.9452230282932,154.21399040142273,37.0
4,53.33301666666667,45,5,2,-10.0,True,108.82887575664789,26.5,15.065227879993031,8.924475654872184,1069.8023536864866,74.40510361088685,22.0
4,53.33301666666667,46,5,1,-10.0,True,112.33263014172888,31.0,64.56066513908797,8.852137829871243,1070.785700471973,81.82538926404725,26.5
4,53.33301666666667,47,5,0,-10.0,True,40.750112830372316,17.5,66.76707132980721,10.463053593584197,673.4119324388007,35.89894424582464,19.0
4,53.33301666666667,48,6,0,0.0,False,12.616612944575133,28.0,161.1865173483397,9.656718265020908,0.0,12.616612944575133,28.0
4,53.33301666666667,49,6,1,-2.0,False,9.48607856330461,13.0,135.77468467229804,9.379052735612763,10.25438156364089,9.48607856330461,14.5
4,53.33301666666667,50,6,2,10.0,True,6.283238071370499,29.5,108.63052992161235,11.845878490346482,159.19745699809664,5.7134464487980745,13.0
4,53.33301666666667,51,6,3,10.0,True,8.096135972076024,37.0,157.50244564185527,12.832643195265803,179.87097419747988,8.096135972076024,19.0
4,53.33301666666667,52,6,4,10.0,True,11.114646149663537,37.0,102.5098630512611,14.036975558298355,87.70573883760426,10.767970476385223,23.5
4,53.33301666666667,53,6,5,10.0,True,11.841840586928083,35.5,48.36762475179021,16.137970212409268,41.82086551815337,11.114646149663537,23.5
4,53.33301666666667,54,6,6,10.0,True,11.841840586928083,37.0,-64.9029504064744,17.921356661856166,163.2017516428241,11.114646149663537,25.0
4,53.33301666666667,55,6,7,10.0,True,16.25687467927739,56.5,-89.489929338381,12.822825035643373,854.4082075735168,15.258557842693115,41.5
4,53.33301666666667,56,7,7,10.0,True,25.333899557064026,31.0,-23.917837603145934,12.822081144717638,725.5964613640699,25.333899557064026,26.5
4,53.33301666666667,57,7,6,10.0,True,17.320508075688775,62.5,-52.2945431886708,18.65991501228046,1294.7347723898565,16.25687467927739,46.0
4,53.33301666666667,58,7,5,10.0,True,15.749808336458166,40.0,-152.9354287696913,9.927622704630423,14.285032156379202,14.7826298876199,29.5
4,53.33301666666667,59,7,4,-5.0,False,13.02280581041226,25.0,-106.43698859009558,22.93887521685555,104.03514811191053,13.874844806111179,29.5
4,53.33301666666667,60,7,3,-2.0,False,13.44207608814922,23.5,-125.01269957967327,21.7484712451412,52.660450647043035,13.44207608814922,25.0
4,53.33301666666667,61,7,2,-10.0,True,11.114646149663537,19.0,-49.60068403160321,23.722256028567674,141.45456206879317,11.841840586928083,28.0
4,53.33301666666667,62,7,1,10.0,True,9.190199357757056,37.0,-72.88326039660167,21.998691173906117,345.0909177888461,8.62583929892546,22.0
