map_order,relative_time_min,point_index,row,column,window,far_baseline_150_200nm_pN,positive_fit_bins,log_force_slope_per_nm,log_force_intercept,log_linear_r2,apparent_local_decay_length_nm,fit_status
5,78.6563,44,5,3,20_60nm,-23.50741923195302,6,-0.022979702365778062,4.599348436771595,0.9639382951166746,43.51666458000886,negative_log_slope
5,78.6563,45,5,2,20_60nm,29.37314611025001,7,-0.029745754023827273,4.753295619787946,0.8949394594342533,33.61824343733122,negative_log_slope
5,78.6563,46,5,1,20_60nm,-7.640713073543294,9,-0.03509825692261969,5.237279420145492,0.9429330794715519,28.491443384344606,negative_log_slope
5,78.6563,47,5,0,20_60nm,47.31301375486084,8,-0.04179333335340502,5.743286750166442,0.9775687095631,23.927261114685106,negative_log_slope
5,78.6563,48,6,0,20_60nm,45.12576899165419,8,-0.0635860758075716,6.873334574540575,0.9256712822445488,15.726713550090217,negative_log_slope
5,78.6563,49,6,1,20_60nm,101.78781851354975,5,-0.06008152582022951,5.796268445336372,0.9903329730132212,16.644051334383704,negative_log_slope
5,78.6563,50,6,2,20_60nm,40.27103414922199,3,nan,nan,nan,nan,insufficient_positive_signal
5,78.6563,51,6,3,20_60nm,73.42853845678319,5,-0.07723225047032452,6.332988785712061,0.9723317465916628,12.947958837276623,negative_log_slope
5,78.6563,52,6,4,20_60nm,63.055415924115216,6,-0.07676136097225707,7.027606334178246,0.9754836582812181,13.027387572784411,negative_log_slope
5,78.6563,53,6,5,20_60nm,-49.54410427637703,6,-0.0714620353117117,6.624166272603291,0.9743852881767291,13.99344415028315,negative_log_slope
5,78.6563,54,6,6,20_60nm,-41.713516499610066,6,-0.07366357587661468,6.900130746721997,0.9877514782806394,13.575230201626162,negative_log_slope
5,78.6563,55,6,7,20_60nm,10.362881743790998,9,-0.07063481638277426,8.085021756616513,0.9960227048953506,14.15732426599569,negative_log_slope
5,78.6563,56,7,7,20_60nm,27.73743600206574,9,-0.039909926665723405,6.138251249768237,0.9154134135443649,25.056422888866113,negative_log_slope
5,78.6563,57,7,6,20_60nm,-88.3310220010301,9,-0.06542909834174392,7.6532689896199155,0.9910696314184261,15.283719711020344,negative_log_slope
5,78.6563,58,7,5,20_60nm,-190.84303685620947,6,-0.08677730844375468,7.436783534695524,0.9942992423409188,11.523749905750499,negative_log_slope
5,78.6563,59,7,4,20_60nm,-23.05173312510834,9,-0.06927180996823575,7.331102391412373,0.9866906284079834,14.435886697035132,negative_log_slope
5,78.6563,60,7,3,20_60nm,-74.81097916550553,5,-0.08700918437347002,6.891203701453893,0.9903537923493386,11.493039581979005,negative_log_slope
5,78.6563,61,7,2,20_60nm,-15.933816207772031,4,nan,nan,nan,nan,insufficient_positive_signal
5,78.6563,62,7,1,20_60nm,54.17108884487689,4,nan,nan,nan,nan,insufficient_positive_signal
5,78.6563,63,7,0,20_60nm,73.94020733001916,6,-0.07314114140530839,6.596578536940767,0.9266196931068569,13.67219571347054,negative_log_slope
2,0.0,0,0,0,30_80nm,-39.67526965666011,11,-0.03374789610860489,7.087162262824811,0.9980299640442262,29.631476782489692,negative_log_slope
2,0.0,1,0,1,30_80nm,-43.92530893071031,11,-0.034192412295306056,7.0046461857065,0.9935114301732703,29.246254735214464,negative_log_slope
2,0.0,2,0,2,30_80nm,24.458683350854756,11,-0.03273083836439023,6.6662159722714875,0.9927621359886416,30.552226889732154,negative_log_slope
2,0.0,3,0,3,30_80nm,-7.132402498178115,10,-0.03142802368031886,6.3739381727906625,0.9477405573303601,31.81873636636684,negative_log_slope
2,0.0,4,0,4,30_80nm,-92.68012938724802,7,-0.041959623271475906,6.825333500151597,0.9827391230770666,23.832435137228664,negative_log_slope
2,0.0,5,0,5,30_80nm,-93.26929572194058,11,-0.0283088675261425,6.377057300571137,0.9825691437216493,35.324620424201925,negative_log_slope
2,0.0,6,0,6,30_80nm,-49.28495221847881,10,-0.02873613355399786,6.308286944090747,0.9922817609534162,34.799392831360116,negative_log_slope
2,0.0,7,0,7,30_80nm,55.45308091224646,11,-0.025140363056498985,6.103661714770498,0.9850009988946575,39.77667298410363,negative_log_slope
2,0.0,8,1,7,30_80nm,84.29992102256583,11,-0.034649464450566214,6.746011437430971,0.9677455667634826,28.860474926724553,negative_log_slope
2,0.0,9,1,6,30_80nm,5.303351606085039,11,-0.026710911446029873,6.606205403629389,0.9855950766863698,37.43788384086134,negative_log_slope
2,0.0,10,1,5,30_80nm,-75.45523089914744,11,-0.025096562812470198,6.2700776853550755,0.9807068519832514,39.84609396403524,negative_log_slope
2,0.0,11,1,4,30_80nm,-166.73787338273172,9,-0.03107743329213222,6.23302412323342,0.9897659714249218,32.17768953439173,negative_log_slope
2,0.0,12,1,3,30_80nm,-110.71835922873913,10,-0.030726066748685617,6.177377185348059,0.9943349787420619,32.54565604440007,negative_log_slope
2,0.0,13,1,2,30_80nm,-147.40858908229552,10,-0.03193686212280293,6.020218429752785,0.976713231961322,31.311779978722445,negative_log_slope
2,0.0,14,1,1,30_80nm,-113.54236032317708,11,-0.02871753905963273,6.385154764600985,0.9513852294463085,34.8219253022856,negative_log_slope
2,0.0,15,1,0,30_80nm,-81.52579442978035,11,-0.035753331625046694,7.043010690549706,0.9950114759390576,27.969421437062902,negative_log_slope
2,0.0,16,2,0,30_80nm,-35.90837445939802,11,-0.022188180003790525,6.170791588838379,0.9827628988262304,45.06904125661342,negative_log_slope
2,0.0,17,2,1,30_80nm,-47.7975156764276,11,-0.02686898896675633,6.057455758213287,0.9691326821550172,37.21762665641236,negative_log_slope
2,0.0,18,2,2,30_80nm,-72.98633892149446,11,-0.028108508130549284,5.8289752695260555,0.9173968198242249,35.5764167687422,negative_log_slope
2,0.0,19,2,3,30_80nm,-90.04708993831004,10,-0.03139172634904394,6.0392467352066355,0.9687851789116982,31.855527436784495,negative_log_slope
2,0.0,20,2,4,30_80nm,-101.17047057067948,11,-0.02522740865461697,5.8535710841755595,0.9814834654686515,39.63942605801432,negative_log_slope
2,0.0,21,2,5,30_80nm,25.78474381663947,11,-0.021956002555482083,6.174498426051295,0.9835109531132579,45.5456314268972,negative_log_slope
