map_order,relative_time_min,point_index,row,column,best_lambda_D_nm,lambda_profile_low_nm,lambda_profile_high_nm,best_zeta_magnitude_mV,zeta_profile_low_mV,zeta_profile_high_mV,profile_grid_points,profile_log_lambda_zeta_correlation,profile_lambda_hits_grid_boundary,profile_zeta_hits_grid_boundary,profile_status
4,53.33301666666667,25,3,6,17.320508075688775,17.320508075688775,17.878143222611804,35.5,35.5,35.5,2,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,26,3,5,17.878143222611804,15.749808336458166,19.047850843082976,22.0,22.0,23.5,8,-0.8017837257372739,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,27,3,4,13.44207608814922,10.106721224330608,16.25687467927739,13.0,13.0,14.5,18,-0.6925290220043673,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,28,3,3,14.7826298876199,12.616612944575133,17.878143222611804,14.5,14.5,14.5,12,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,29,3,2,11.114646149663537,7.3619428061166206,14.321546547664008,11.5,10.0,14.5,43,-0.8079038289193765,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,30,3,1,10.432107924894561,8.356791719157386,13.874844806111179,14.5,13.0,16.0,23,-0.8479298098345258,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,31,3,0,12.223089594559632,9.791483623609768,14.7826298876199,16.0,14.5,17.5,19,-0.8448798094364199,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,32,4,0,39.47908066151966,33.694429468953636,46.2568393186441,20.5,19.0,22.0,11,0.7826237921249266,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,33,4,1,27.860403281929248,19.66109792896721,34.77922432862523,17.5,16.0,17.5,30,0.41701871035280613,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,34,4,2,26.9914125884324,21.62186346530268,32.64347032328333,14.5,14.5,14.5,14,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,35,4,3,35.89894424582464,30.638870628004046,44.81404746557166,16.0,16.0,17.5,12,0.5384615384615388,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,36,4,4,30.638870628004046,23.77817258228512,34.77922432862523,19.0,17.5,19.0,18,0.6029370507699279,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,37,4,5,20.94745836293309,19.047850843082976,22.317981094042864,23.5,23.5,23.5,6,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,38,4,6,14.321546547664008,13.874844806111179,16.25687467927739,29.5,28.0,29.5,6,-0.8783100656536799,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,39,4,7,13.874844806111179,13.44207608814922,13.874844806111179,40.0,40.0,40.0,2,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,40,5,7,13.44207608814922,13.02280581041226,13.874844806111179,37.0,37.0,37.0,3,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,41,5,6,10.767970476385223,9.791483623609768,12.616612944575133,26.5,25.0,28.0,11,-0.8620371160596526,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,42,5,5,12.223089594559632,11.841840586928083,14.321546547664008,28.0,26.5,28.0,8,-0.8017837257372737,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,43,5,4,19.047850843082976,15.258557842693115,25.333899557064026,17.5,16.0,17.5,21,-0.04422975894716923,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,44,5,3,154.21399040142273,63.50293557344233,300.0,37.0,20.5,62.5,143,0.9815902167132565,True,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,45,5,2,74.40510361088685,47.74608197116491,180.68940955959303,22.0,17.5,41.5,66,0.9765152929910024,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,46,5,1,81.82538926404725,50.86994977074026,300.0,26.5,20.5,65.5,110,0.9807609225877572,True,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,47,5,0,35.89894424582464,31.625291525678737,47.74608197116491,19.0,19.0,20.5,15,0.8139142743514401,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,48,6,0,12.616612944575133,12.223089594559632,13.02280581041226,28.0,28.0,28.0,3,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,49,6,1,9.48607856330461,5.7134464487980745,16.780266063679814,14.5,11.5,22.0,80,-0.8914980642046199,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,50,6,2,5.7134464487980745,2.0726265123950225,15.258557842693115,13.0,5.5,250.0,1401,-0.7063271140260775,False,True,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,51,6,3,8.096135972076024,6.283238071370499,10.432107924894561,19.0,16.0,23.5,31,-0.9304403690619709,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,52,6,4,10.767970476385223,9.48607856330461,12.616612944575133,23.5,22.0,25.0,14,-0.8506574460100031,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,53,6,5,11.114646149663537,9.791483623609768,12.616612944575133,23.5,22.0,25.0,13,-0.8258808678742909,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,54,6,6,11.114646149663537,9.791483623609768,13.02280581041226,25.0,23.5,26.5,13,-0.8711218562085612,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,55,6,7,15.258557842693115,14.7826298876199,15.258557842693115,41.5,41.5,41.5,2,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,56,7,7,25.333899557064026,23.036510285681896,27.860403281929248,26.5,26.5,26.5,7,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,57,7,6,16.25687467927739,15.749808336458166,16.780266063679814,46.0,46.0,46.0,3,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,58,7,5,14.7826298876199,13.874844806111179,15.749808336458166,29.5,29.5,29.5,5,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,59,7,4,13.874844806111179,12.223089594559632,14.7826298876199,29.5,29.5,31.0,8,-0.7644707871564388,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,60,7,3,13.44207608814922,12.616612944575133,14.7826298876199,25.0,25.0,25.0,6,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,61,7,2,11.841840586928083,10.767970476385223,13.44207608814922,28.0,26.5,29.5,10,-0.8654173547640411,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,62,7,1,8.62583929892546,6.909853976110125,11.114646149663537,22.0,19.0,26.5,33,-0.8896938569441463,False,False,diagnostic_correlated_distance_bins_not_formal_CI
4,53.33301666666667,63,7,0,8.62583929892546,6.909853976110125,11.114646149663537,23.5,20.5,28.0,36,-0.8794482759676349,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,0,0,0,11.841840586928083,11.841840586928083,12.223089594559632,35.5,35.5,35.5,2,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,1,0,1,11.114646149663537,10.767970476385223,11.841840586928083,19.0,19.0,19.0,4,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,2,0,2,11.841840586928083,11.472483074052871,12.616612944575133,22.0,22.0,22.0,4,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,3,0,3,11.841840586928083,10.767970476385223,14.7826298876199,16.0,14.5,16.0,12,-0.8108023500144046,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,4,0,4,5.7134464487980745,2.670639863248044,8.903548887106776,17.5,11.5,130.0,210,-0.8552560693361922,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,5,0,5,4.576839342049609,2.208231591499254,8.903548887106776,19.0,8.5,250.0,807,-0.7555472510296171,False,True,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,6,0,6,8.903548887106776,5.033279205156815,13.44207608814922,11.5,10.0,20.5,68,-0.8974337564303091,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,7,0,7,10.767970476385223,10.432107924894561,11.472483074052871,22.0,22.0,22.0,4,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,8,1,7,17.878143222611804,14.7826298876199,22.317981094042864,13.0,13.0,13.0,14,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,9,1,6,10.106721224330608,8.903548887106776,11.472483074052871,19.0,17.5,20.5,9,-0.9036961141150641,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,10,1,5,8.62583929892546,6.087258302025683,11.472483074052871,13.0,11.5,17.5,34,-0.8970712400164734,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,11,1,4,8.903548887106776,7.3619428061166206,11.841840586928083,14.5,13.0,16.0,22,-0.8401555134954896,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,12,1,3,12.616612944575133,10.106721224330608,14.7826298876199,13.0,13.0,14.5,12,-0.7042381820123421,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,13,1,2,11.114646149663537,6.909853976110125,13.874844806111179,11.5,11.5,16.0,34,-0.8397283460526024,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,14,1,1,10.767970476385223,7.598961145324,12.616612944575133,11.5,11.5,14.5,24,-0.7937868692064662,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,15,1,0,13.02280581041226,11.841840586928083,14.7826298876199,16.0,16.0,16.0,8,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,16,2,0,10.432107924894561,7.1323172791695315,14.7826298876199,11.5,10.0,14.5,40,-0.8544522371747916,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,17,2,1,8.356791719157386,4.434083662829019,14.7826298876199,10.0,7.0,20.5,97,-0.8911014211334686,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,18,2,2,10.432107924894561,7.3619428061166206,15.258557842693115,11.5,10.0,14.5,36,-0.8570607385322899,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,19,2,3,14.7826298876199,9.48607856330461,20.94745836293309,10.0,10.0,11.5,38,-0.5300758926770449,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,20,2,4,8.62583929892546,6.909853976110125,10.767970476385223,16.0,14.5,19.0,22,-0.8885809632611424,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,21,2,5,6.485527425110586,3.9062204037525987,9.190199357757056,16.0,11.5,35.5,67,-0.9431053788828792,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,22,2,6,11.841840586928083,11.472483074052871,11.841840586928083,29.5,29.5,29.5,2,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,23,2,7,14.321546547664008,13.44207608814922,15.258557842693115,22.0,22.0,22.0,5,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,24,3,7,15.258557842693115,14.321546547664008,16.25687467927739,26.5,26.5,26.5,5,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,25,3,6,13.02280581041226,13.02280581041226,13.02280581041226,37.0,37.0,37.0,1,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,26,3,5,11.114646149663537,10.432107924894561,13.874844806111179,19.0,17.5,19.0,11,-0.8170571691028824,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,27,3,4,16.25687467927739,9.48607856330461,23.77817258228512,8.5,8.5,10.0,46,-0.46528811908781614,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,28,3,3,8.096135972076024,3.441197551278927,14.7826298876199,11.5,8.5,43.0,117,-0.8963976292645216,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,29,3,2,10.432107924894561,1.0,300.0,5.5,1.0,250.0,5471,-0.4233404946953928,True,True,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,30,3,1,12.616612944575133,8.903548887106776,16.780266063679814,10.0,8.5,11.5,34,-0.6752689744998307,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,31,3,0,8.096135972076024,3.2298773854272795,15.749808336458166,10.0,7.0,41.5,203,-0.8590190175063999,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,32,4,0,12.616612944575133,8.62583929892546,16.780266063679814,11.5,10.0,13.0,36,-0.7550284681818967,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,33,4,1,14.321546547664008,8.62583929892546,18.453731477822707,10.0,10.0,13.0,35,-0.724864760882075,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,34,4,2,7.1323172791695315,2.670639863248044,15.258557842693115,10.0,7.0,74.5,212,-0.8308470574571737,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,35,4,3,8.096135972076024,4.434083662829019,10.767970476385223,11.5,10.0,23.5,56,-0.9307206809724562,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,36,4,4,14.321546547664008,10.432107924894561,17.878143222611804,11.5,11.5,13.0,22,-0.6933157255384952,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,37,4,5,12.616612944575133,10.767970476385223,13.874844806111179,19.0,19.0,20.5,9,-0.8215838362577488,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,38,4,6,13.874844806111179,13.02280581041226,14.321546547664008,23.5,23.5,23.5,4,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,39,4,7,13.44207608814922,13.44207608814922,13.44207608814922,32.5,32.5,32.5,1,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,40,5,7,11.841840586928083,11.841840586928083,12.223089594559632,32.5,32.5,32.5,2,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,41,5,6,11.472483074052871,10.767970476385223,12.223089594559632,19.0,19.0,19.0,5,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,42,5,5,11.114646149663537,10.767970476385223,12.616612944575133,25.0,23.5,25.0,5,-0.9244734516419038,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,43,5,4,13.874844806111179,10.106721224330608,17.320508075688775,11.5,11.5,13.0,21,-0.744508033189567,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,44,5,3,23.036510285681896,13.02280581041226,59.603289976967076,8.5,7.0,10.0,73,0.6013889254797137,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,45,5,2,32.64347032328333,17.878143222611804,55.943117337777736,10.0,8.5,11.5,61,0.682173415956791,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,46,5,1,23.036510285681896,17.878143222611804,28.75737120051241,11.5,11.5,11.5,16,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,47,5,0,19.66109792896721,15.749808336458166,24.54371275602257,14.5,14.5,14.5,15,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,48,6,0,11.114646149663537,10.767970476385223,12.616612944575133,23.5,22.0,23.5,6,-0.8280786712108226,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,49,6,1,12.616612944575133,8.096135972076024,21.62186346530268,11.5,10.0,14.5,51,-0.779586732573745,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,50,6,2,5.362589971320985,2.0726265123950225,19.66109792896721,13.0,5.5,250.0,1228,-0.6925749303255044,False,True,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,51,6,3,8.62583929892546,6.694329500821696,10.767970476385223,16.0,14.5,20.5,21,-0.9309810836074462,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,52,6,4,10.432107924894561,10.106721224330608,11.841840586928083,22.0,20.5,22.0,6,-0.8280786712108259,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,53,6,5,10.106721224330608,8.62583929892546,12.223089594559632,19.0,17.5,20.5,14,-0.9072767633979885,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,54,6,6,11.472483074052871,9.791483623609768,11.841840586928083,20.5,20.5,22.0,8,-0.8017837257372732,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,55,6,7,11.841840586928083,11.472483074052871,12.616612944575133,41.5,40.0,41.5,4,-0.8944271909999134,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,56,7,7,17.878143222611804,15.258557842693115,20.94745836293309,19.0,19.0,19.0,11,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,57,7,6,12.616612944575133,12.223089594559632,13.44207608814922,34.0,32.5,34.0,4,-0.7745966692414834,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,58,7,5,10.767970476385223,9.791483623609768,11.472483074052871,23.5,23.5,25.0,5,-0.8137334712067349,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,59,7,4,11.841840586928083,11.472483074052871,12.223089594559632,28.0,28.0,28.0,3,nan,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,60,7,3,9.791483623609768,7.843610308975431,11.114646149663537,19.0,17.5,22.0,15,-0.9162243202819613,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,61,7,2,10.106721224330608,8.903548887106776,10.432107924894561,23.5,23.5,25.0,6,-0.8783100656536792,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,62,7,1,8.62583929892546,7.3619428061166206,9.791483623609768,20.5,19.0,23.5,13,-0.9013448999361087,False,False,diagnostic_correlated_distance_bins_not_formal_CI
5,78.6563,63,7,0,11.114646149663537,9.190199357757056,11.841840586928083,17.5,17.5,19.0,9,-0.866025403784438,False,False,diagnostic_correlated_distance_bins_not_formal_CI
