map_order,relative_time_min,point_index,row,column,rmse_pN,mean_residual_pN,median_residual_pN,lag1_residual_Pearson_rho,Durbin_Watson,residual_sign_runs,runs_test_z,runs_test_p_naive_correlated_bins
4,53.33301666666667,0,0,0,18.68698468165515,-5.761157316973786e-15,-5.5935921012717245,0.8572643328992517,0.2768899433830645,6,-4.404804692438003,1.0587922671481614e-05
4,53.33301666666667,1,0,1,19.798927792290332,-1.593920191029414e-14,-1.601765286035942,0.9114861602620687,0.17367267578275655,6,-4.500612321293013,6.77579882394268e-06
4,53.33301666666667,2,0,2,17.759996947037692,-1.1522314633947571e-15,-1.006324427880351,0.8025791526987062,0.38281069505945475,10,-3.148623861354499,0.001640411890005108
4,53.33301666666667,3,0,3,16.784461561499402,-9.601928861622975e-15,-2.006830851937835,0.849339359035167,0.2961203257269624,8,-3.7934101584090874,0.00014859240887383818
4,53.33301666666667,4,0,4,17.03019617245335,-1.190639178841249e-14,-3.4263914106479945,0.8043100697393172,0.3754231158319127,4,-5.152792006943095,2.5663655673628154e-07
4,53.33301666666667,5,0,5,21.744688829144312,-9.217851707158057e-15,-6.100578693865643,0.9219258848424563,0.15420763167921825,4,-5.152792006943095,2.5663655673628154e-07
4,53.33301666666667,6,0,6,14.917320185712192,-8.833774552693137e-15,-4.258769644839461,0.8270728598881962,0.32967012561663467,8,-3.8200883159373027,0.00013340389842214498
4,53.33301666666667,7,0,7,13.00645809078666,7.393485223449691e-15,-2.9760126701795215,0.7369937204446546,0.4889334925885599,8,-3.7934101584090874,0.00014859240887383818
4,53.33301666666667,8,1,7,12.007835382980893,-7.393485223449691e-15,-2.7088851237112976,0.6125655592448104,0.7113320352947867,10,-3.1137192341420836,0.0018474520055344445
4,53.33301666666667,9,1,6,13.75832754415849,-6.529311625903624e-15,0.39614612189250664,0.7240354740073427,0.5143905978758561,10,-3.1657613722922795,0.001546776282088043
4,53.33301666666667,10,1,5,20.58726381352138,1.190639178841249e-14,-6.429226314900951,0.8501148240124882,0.2909605892349363,6,-4.473101082676091,7.70933108502308e-06
4,53.33301666666667,11,1,4,20.54529963004029,-1.0178044593320354e-14,-3.9875995311087706,0.9113678522463187,0.17375162893350257,4,-5.1630172251029105,2.430007692604888e-07
4,53.33301666666667,12,1,3,18.528720779727315,1.0562121747785274e-15,-4.230405887987116,0.8303665612003759,0.3326314225308766,4,-5.16803779579338,2.365644775139772e-07
4,53.33301666666667,13,1,2,14.445620889069193,1.632327906475906e-15,0.044697780789331176,0.8604443353938217,0.2694283039825503,4,-5.16803779579338,2.365644775139772e-07
4,53.33301666666667,14,1,1,22.84084274956085,-7.297465934833461e-15,-1.6279999306605646,0.8987991375102963,0.19772074615790136,6,-4.500612321293013,6.77579882394268e-06
4,53.33301666666667,15,1,0,18.732143738596793,5.761157316973786e-16,-4.6748028557108,0.8506014821508285,0.28882158758597914,8,-3.8200883159373027,0.00013340389842214498
4,53.33301666666667,16,2,0,21.410189927027236,-4.2248486991141094e-15,-4.3263640248672175,0.9172960734151141,0.16312707060432682,6,-4.4445609774433485,8.80715268080962e-06
4,53.33301666666667,17,2,1,15.15044280467757,2.1124243495570547e-15,-3.4305919718180355,0.8361514390568973,0.32058339780280154,4,-5.16803779579338,2.365644775139772e-07
4,53.33301666666667,18,2,2,12.785355916049776,4.512906564962798e-15,-1.6645028777727617,0.7505297114798642,0.48866038619489005,7,-4.133255620542589,3.5766055975310964e-05
