map_order,relative_time_min,distance_nm,valid_pixels,normalized_force_median,normalized_force_q25,normalized_force_q75
5,78.6563,85.0,60,-0.021730073210263337,-0.12050442161183875,0.042206853006738286
5,78.6563,90.0,60,-0.0084946422686391,-0.09597653947852702,0.025990940322716587
5,78.6563,95.0,60,-0.01155891210335293,-0.10524834781538953,0.04938208757822061
5,78.6563,100.0,60,-0.02159180212059062,-0.09432515692691389,0.026916743039257115
5,78.6563,105.0,60,-0.00920407740779946,-0.10578303585181456,0.01806971238236317
5,78.6563,110.0,60,-0.021834644475753475,-0.09535177550089675,0.027543069874205475
5,78.6563,115.0,60,-0.024633522804584612,-0.08685361113996158,0.021853167214175673
5,78.6563,120.0,60,-0.014832838221988257,-0.09188722811214317,0.03616656534546889
5,78.6563,125.0,60,-0.01765323640056214,-0.09440985165400473,0.021666736292142545
5,78.6563,130.0,60,-0.011640111162159605,-0.08863545618320695,0.04532092939280924
5,78.6563,135.0,60,-0.01070181815846882,-0.09611005633021227,0.03406173383009088
5,78.6563,140.0,60,-0.016022082074871824,-0.09475877215688627,0.033290089486613425
5,78.6563,145.0,60,-0.011865171337055159,-0.050065897084833416,0.03954280707777056
5,78.6563,150.0,60,-0.015036025341608073,-0.08718290176587694,0.02610701437041845
5,78.6563,155.0,60,-0.006539510090638995,-0.053769785898653624,0.04939969855566216
5,78.6563,160.0,60,-0.01861211218301352,-0.08987565464024147,0.026662298800915876
5,78.6563,165.0,60,-0.019682012785143185,-0.06633533359261358,0.011519662763243007
5,78.6563,170.0,60,-0.005337053127920021,-0.07694158556444367,0.024142574053768566
5,78.6563,175.0,60,-0.017185764677788155,-0.058782950877690886,0.024179436060597165
5,78.6563,180.0,60,-0.0009988781350460491,-0.05974610284774969,0.03629825365165129
5,78.6563,185.0,60,-0.002555204965491339,-0.027519538590814456,0.02900870434544203
5,78.6563,190.0,60,-0.003448941143787113,-0.0533941947063603,0.027517429897213654
5,78.6563,195.0,60,-0.003070462167618501,-0.048162350774987685,0.02951829730703663
5,78.6563,200.0,60,0.0,0.0,0.0
