map_order,relative_time_min,distance_nm,residual_mean_pN,residual_median_pN,residual_q25_pN,residual_q75_pN,residual_std_pN,one_sample_t_p_naive_pixels,exact_physical_row_signflip_p,exact_row_signflip_BH_q_across_distance_tests
5,78.6563,90.0,-1.6304903074612371,-2.0146398981464806,-8.282758265960217,3.9510557865546136,9.802398747500893,0.18808847401070378,0.1640625,0.25831117021276595
5,78.6563,95.0,-1.8207890728994234,-2.4811067574757004,-7.437227360894319,3.6922185660054243,9.158732128034263,0.11674420464485125,0.0390625,0.13444767441860464
5,78.6563,100.0,-3.3574076999849423,-3.1934557095266456,-8.429657430568698,3.1617700731523897,8.793630783674132,0.0033030326159178515,0.0546875,0.1371822033898305
5,78.6563,105.0,-1.7214913246229708,-2.1124097784074056,-6.496564430919335,2.674953056643525,7.365926268071466,0.06617671112909228,0.0859375,0.18169642857142856
5,78.6563,110.0,-2.163216374537343,-1.6222426377008308,-7.698323252149573,3.6875534456783576,7.71377844661791,0.028389901484690214,0.171875,0.25956632653061223
5,78.6563,115.0,-1.0216312168680457,-0.37429882649839463,-7.737736251931003,4.571162495947056,8.38858508129894,0.3336308409052706,0.453125,0.5683262711864406
5,78.6563,120.0,-1.444671792439363,-1.7610030070759102,-5.882671950766513,4.81027402654872,7.235110105439854,0.11518044374050189,0.375,0.47844827586206895
5,78.6563,125.0,-0.9458990704737269,-1.7722459426270376,-5.431441698602543,4.700684305426986,7.823497372797082,0.33712308415346415,0.578125,0.6790674603174603
5,78.6563,130.0,-0.29508971806498485,-0.3063134216149699,-4.987911218500388,4.4925491260596795,7.51805649755865,0.7545536216424227,0.84375,0.8856382978723404
5,78.6563,135.0,-0.6790039619352202,-0.10474399999777351,-4.557328933068437,4.131584576352951,6.1814063186677775,0.3828656678856428,0.9609375,0.9609375
5,78.6563,140.0,-0.2117449013674386,-0.9985934945261548,-5.291056675116121,5.4392740996661795,7.111085955258739,0.8124883364810289,0.640625,0.7237595419847328
5,78.6563,145.0,1.6080241403390272,2.5850659901349005,-3.878939462918818,5.319085707566678,6.8696336163339735,0.06576330877434822,0.109375,0.19984567901234568
5,78.6563,150.0,0.1093472145939973,-0.40267888956184095,-4.611817749537219,5.647971934908487,6.581013884225468,0.8946767888570144,0.953125,0.9596088435374149
5,78.6563,155.0,1.769838973252208,0.11904372070243863,-3.9045178195559362,7.763709871884505,7.6925957306685655,0.07039602332221669,0.6171875,0.7080910852713178
5,78.6563,160.0,0.7495379438254417,0.9928904459366503,-5.529941926410755,6.1678056243800725,7.8645333622728275,0.44863754626296926,0.2265625,0.32241586538461536
5,78.6563,165.0,1.1242482626430241,2.43853510750246,-4.983468091366606,6.782235133473084,8.005544988099645,0.2655010691212054,0.6328125,0.7204326923076924
5,78.6563,170.0,2.2169147006730237,3.10543051716326,-4.519838577144869,7.773389267092313,8.51848904484931,0.04141211509025943,0.234375,0.33035714285714285
5,78.6563,175.0,2.828276855123237,2.7822216429764515,-4.673421355561269,10.202927866243062,9.06923060390748,0.015235431132425497,0.078125,0.16757246376811594
5,78.6563,180.0,3.3635429756878246,4.255236515539545,-2.724464398693018,9.926893659826407,8.963580997377504,0.003842142014865048,0.0390625,0.13444767441860464
5,78.6563,185.0,4.926968459781913,5.19064900499989,-1.4795055609421155,11.772993215604853,9.64309057923193,0.0001257492312610438,0.03125,0.13444767441860464
5,78.6563,190.0,4.6939839681915645,4.240359789026616,-3.3427228190990785,12.059525226945755,10.850032272500775,0.0009716904785026105,0.0625,0.14453125
5,78.6563,195.0,5.2468368358320046,4.700276916152697,-3.038664288962332,12.975466761422782,12.142875664392015,0.0009846630139677198,0.046875,0.1371822033898305
5,78.6563,200.0,5.860178053530059,5.295937851936088,-1.2400901935973252,12.828473497483607,11.820410339911668,0.00018940942578522023,0.0234375,0.13444767441860464
