metric,dataset,lag_grid_units,pairs,semivariance,semivariance_over_sample_variance
fitted_baseline_pN,map2,3.605551,120,8280.789845932832,1.0837904482304999
fitted_baseline_pN,map2,4.0,64,7849.3307384368245,1.0273210451655375
fitted_baseline_pN,map2,4.123106,112,8042.340189922688,1.0525821378668971
fitted_baseline_pN,map2,4.242641,50,8135.864657806762,1.0648226278267268
fitted_baseline_pN,map2,4.472136,96,7629.633591105191,0.9985670646622815
fitted_baseline_pN,map2,5.0,128,7486.709118764615,0.9798610981031638
fitted_baseline_pN,map2,5.09902,84,6180.207546526495,0.8088660661153312
fitted_baseline_pN,map2,5.385165,72,6119.506193532564,0.8009214681007103
fitted_baseline_pN,map2,5.656854,32,9917.653768320375,1.2980233314630156
fitted_baseline_pN,map2,5.830952,60,7525.149540320542,0.9848921836014548
fitted_baseline_pN,map2,6.0,32,6321.1713035497605,0.827315414094321
fitted_baseline_pN,map2,6.082763,56,7031.190170081021,0.9202427410676021
fitted_baseline_pN,map2,6.324555,48,6751.474503897053,0.883633531937689
fitted_baseline_pN,map2,6.403124,48,9980.29580186414,1.3062219259057684
fitted_baseline_pN,map2,6.708204,40,7453.9978756066075,0.9755798479393517
fitted_baseline_pN,map2,7.0,16,9028.9487381614,1.1817095448676749
fitted_baseline_pN,map2,7.071068,46,9699.92146653773,1.269526510104945
fitted_baseline_pN,map2,7.211103,32,9880.551402138972,1.2931673707609208
fitted_baseline_pN,map2,7.28011,24,6609.665437784093,0.8650735498363198
fitted_baseline_pN,map2,7.615773,20,5050.779284689232,0.6610464033881084
fitted_baseline_pN,map2,7.81025,24,11749.999561757917,1.5378408978704428
fitted_baseline_pN,map2,8.062258,16,6941.166811432936,0.9084604765692047
fitted_baseline_pN,map2,8.485281,8,12943.778114115783,1.694082731852421
fitted_baseline_pN,map2,8.602325,12,10617.16859143333,1.3895758883797726
fitted_baseline_pN,map2,9.219544,8,13065.016085636846,1.7099503674212557
fitted_baseline_pN,map2,9.899495,2,14254.15009977497,1.865584323863452
fitted_baseline_pN,map3,1.0,112,4937.713762169394,0.45840968580133773
fitted_baseline_pN,map3,1.414214,98,7565.037786989567,0.7023263724962284
fitted_baseline_pN,map3,2.0,96,9521.17565829539,0.8839311779103494
fitted_baseline_pN,map3,2.236068,168,10210.9803034044,0.9479715710678895
fitted_baseline_pN,map3,2.828427,72,10638.664868146487,0.9876771425912102
fitted_baseline_pN,map3,3.0,80,12645.714682996273,1.1740085338642228
fitted_baseline_pN,map3,3.162278,140,11731.587957574706,1.0891424267614491
fitted_baseline_pN,map3,3.605551,120,11258.581645610055,1.0452292545336406
fitted_baseline_pN,map3,4.0,64,12309.576677576693,1.1428020028921684
fitted_baseline_pN,map3,4.123106,112,10689.016409718222,0.992351701600352
fitted_baseline_pN,map3,4.242641,50,11517.728573594506,1.0692880533129245
fitted_baseline_pN,map3,4.472136,96,11113.57294300603,1.0317668715359745
fitted_baseline_pN,map3,5.0,128,11669.98532720322,1.0834233341219597
fitted_baseline_pN,map3,5.09902,84,9230.396899056783,0.8569357289879094
fitted_baseline_pN,map3,5.385165,72,10825.60283242819,1.005032173198142
fitted_baseline_pN,map3,5.656854,32,14016.485180454547,1.301268740371113
fitted_baseline_pN,map3,5.830952,60,12797.441070830415,1.1880945763375035
fitted_baseline_pN,map3,6.0,32,10638.663568408632,0.9876770219255641
fitted_baseline_pN,map3,6.082763,56,8526.934546721197,0.7916273754786638
fitted_baseline_pN,map3,6.324555,48,9501.078294546296,0.8820653698369365
fitted_baseline_pN,map3,6.403124,48,14635.42340985495,1.3587300054293812
fitted_baseline_pN,map3,6.708204,40,11760.81536644724,1.0918558540606773
fitted_baseline_pN,map3,7.0,16,14542.519087204557,1.350104912237053
fitted_baseline_pN,map3,7.071068,46,13623.802749260109,1.264812712627524
fitted_baseline_pN,map3,7.211103,32,14693.10994611447,1.364085533966555
fitted_baseline_pN,map3,7.28011,24,10224.955311914671,0.9492689891785436
fitted_baseline_pN,map3,7.615773,20,6746.861775337619,0.6263681808114236
fitted_baseline_pN,map3,7.81025,24,15462.375221357346,1.4355029287583978
fitted_baseline_pN,map3,8.062258,16,8281.872889073056,0.7688762313469143
fitted_baseline_pN,map3,8.485281,8,18009.46987891235,1.671971245456258
fitted_baseline_pN,map3,8.602325,12,12594.347067011471,1.1692396440828088
fitted_baseline_pN,map3,9.219544,8,17922.667124459716,1.6639126123900432
fitted_baseline_pN,map3,9.899495,2,14227.080955182211,1.3208201253994714
fitted_baseline_pN,map4,1.0,112,3642.3462448074174,0.5699435745147184
fitted_baseline_pN,map4,1.414214,98,5470.0160470320725,0.8559319430278841
fitted_baseline_pN,map4,2.0,96,5809.031189140443,0.9089800304202664
fitted_baseline_pN,map4,2.236068,168,6741.4765858445135,1.0548863300190328
fitted_baseline_pN,map4,2.828427,72,6632.69296988616,1.0378641913312765
fitted_baseline_pN,map4,3.0,80,6535.862776845796,1.0227124889303718
fitted_baseline_pN,map4,3.162278,140,7133.701146604642,1.1162604699681888
fitted_baseline_pN,map4,3.605551,120,6557.067535347877,1.0260305468647668
fitted_baseline_pN,map4,4.0,64,5983.0481164723205,0.9362096848582515
fitted_baseline_pN,map4,4.123106,112,6325.320956853689,0.989767527247444
fitted_baseline_pN,map4,4.242641,50,6078.425014896941,0.9511339800132635
fitted_baseline_pN,map4,4.472136,96,6686.278674541619,1.046249124009701
fitted_baseline_pN,map4,5.0,128,6440.020733596143,1.0077154092879914
fitted_baseline_pN,map4,5.09902,84,6554.015034155417,1.0255529005006077
fitted_baseline_pN,map4,5.385165,72,6646.861148438238,1.0400811860334815
fitted_baseline_pN,map4,5.656854,32,8587.605391725938,1.34376310886417
fitted_baseline_pN,map4,5.830952,60,7210.48713098455,1.1282757138436184
fitted_baseline_pN,map4,6.0,32,6497.078798044384,1.0166436865633555
fitted_baseline_pN,map4,6.082763,56,6146.247804093443,0.961746689599377
fitted_baseline_pN,map4,6.324555,48,5768.829779647888,0.9026894326882741
fitted_baseline_pN,map4,6.403124,48,9227.489051295588,1.443890212576126
fitted_baseline_pN,map4,6.708204,40,7158.297320322893,1.1201092065314273
fitted_baseline_pN,map4,7.0,16,6471.406248444771,1.0126265218837018
fitted_baseline_pN,map4,7.071068,46,7133.302854969529,1.1161981464703776
fitted_baseline_pN,map4,7.211103,32,9207.594078005213,1.440777105960258
fitted_baseline_pN,map4,7.28011,24,4748.653976439137,0.7430553383889931
fitted_baseline_pN,map4,7.615773,20,4094.4147344831167,0.6406819155767614
fitted_baseline_pN,map4,7.81025,24,7943.027914615249,1.2429015304571536
fitted_baseline_pN,map4,8.062258,16,4400.273966125401,0.6885418641000642
fitted_baseline_pN,map4,8.485281,8,7218.108763511488,1.1294683243737769
fitted_baseline_pN,map4,8.602325,12,2670.4888918565407,0.4178702084944263
fitted_baseline_pN,map4,9.219544,8,3536.391722134342,0.553364123982144
fitted_baseline_pN,map4,9.899495,2,2942.4241197824545,0.46042182918713853
fitted_baseline_pN,map5,1.0,112,2641.7046518030816,0.8220891613200608
fitted_baseline_pN,map5,1.414214,98,2901.9047208619636,0.9030625041962361
fitted_baseline_pN,map5,2.0,96,2889.2690791487307,0.8991303371041721
fitted_baseline_pN,map5,2.236068,168,3072.3123796645173,0.9560927660053633
fitted_baseline_pN,map5,2.828427,72,3194.5062265759075,0.9941190597688588
fitted_baseline_pN,map5,3.0,80,2676.505389122919,0.8329190279128527
fitted_baseline_pN,map5,3.162278,140,3079.2779655514737,0.9582604317419559
fitted_baseline_pN,map5,3.605551,120,2952.971914400789,0.9189544345369909
fitted_baseline_pN,map5,4.0,64,3468.188238959108,1.0792879358106695
fitted_baseline_pN,map5,4.123106,112,3111.5623316727506,0.9683072125015972
fitted_baseline_pN,map5,4.242641,50,2521.253157767476,0.7846050816202759
fitted_baseline_pN,map5,4.472136,96,3461.680529173998,1.0772627595004778
fitted_baseline_pN,map5,5.0,128,3429.6644235347585,1.0672994604557748
fitted_baseline_pN,map5,5.09902,84,3611.5039144936454,1.1238872680728094
fitted_baseline_pN,map5,5.385165,72,3601.190544197816,1.1206777836472532
fitted_baseline_pN,map5,5.656854,32,3825.017350379724,1.190331895528928
fitted_baseline_pN,map5,5.830952,60,3014.671373895765,0.938155088506959
fitted_baseline_pN,map5,6.0,32,2661.5251606544816,0.8282572336999398
fitted_baseline_pN,map5,6.082763,56,3508.0564575562635,1.091694784686637
fitted_baseline_pN,map5,6.324555,48,3989.557047071013,1.2415360682453873
fitted_baseline_pN,map5,6.403124,48,3167.6653244140193,0.9857662657756773
fitted_baseline_pN,map5,6.708204,40,2686.667484658082,0.8360814361669525
fitted_baseline_pN,map5,7.0,16,4345.29427993453,1.3522402392114636
fitted_baseline_pN,map5,7.071068,46,3943.2606265412146,1.22712878562222
fitted_baseline_pN,map5,7.211103,32,3608.8963881315335,1.1230758150745777
fitted_baseline_pN,map5,7.28011,24,4897.315091809012,1.5240271670027163
fitted_baseline_pN,map5,7.615773,20,5011.749536603991,1.5596387622215158
fitted_baseline_pN,map5,7.81025,24,3514.0404114150065,1.0935569700016206
fitted_baseline_pN,map5,8.062258,16,4831.592222920434,1.5035744422337753
fitted_baseline_pN,map5,8.485281,8,1306.7188967551958,0.40664630740659735
fitted_baseline_pN,map5,8.602325,12,3369.499095123838,1.048576222663041
fitted_baseline_pN,map5,9.219544,8,1297.0527509646458,0.4036382369621111
fitted_baseline_pN,map5,9.899495,2,691.7209412206573,0.21526111484396257
fitted_baseline_pN,map5_minus_map2,1.0,112,7028.982704446048,0.5740713322445005
fitted_baseline_pN,map5_minus_map2,1.414214,98,11202.94683274176,0.9149674830282879
fitted_baseline_pN,map5_minus_map2,2.0,96,10992.45092556808,0.8977758536070384
fitted_baseline_pN,map5_minus_map2,2.236068,168,14086.490917968415,1.150472400908474
fitted_baseline_pN,map5_minus_map2,2.828427,72,14287.592004614875,1.1668967362043805
fitted_baseline_pN,map5_minus_map2,3.0,80,11645.200273422548,0.9510872221934937
fitted_baseline_pN,map5_minus_map2,3.162278,140,14047.147796771344,1.1472591680766486
fitted_baseline_pN,map5_minus_map2,3.605551,120,12444.362995804124,1.0163564692536042
fitted_baseline_pN,map5_minus_map2,4.0,64,11576.987061945865,0.9455161102935703
fitted_baseline_pN,map5_minus_map2,4.123106,112,13433.912421430055,1.09717498609695
fitted_baseline_pN,map5_minus_map2,4.242641,50,11963.187918424443,0.9770579207539073
fitted_baseline_pN,map5_minus_map2,4.472136,96,13014.096103951111,1.0628877324776353
fitted_baseline_pN,map5_minus_map2,5.0,128,12164.156659944478,0.9934714471538132
fitted_baseline_pN,map5_minus_map2,5.09902,84,9976.914546069747,0.8148349293175811
fitted_baseline_pN,map5_minus_map2,5.385165,72,10378.841542957809,0.8476611256920029
fitted_baseline_pN,map5_minus_map2,5.656854,32,18409.94700286378,1.503577864233423
fitted_baseline_pN,map5_minus_map2,5.830952,60,12428.9298911544,1.0150960161667966
fitted_baseline_pN,map5_minus_map2,6.0,32,11143.249596252728,0.9100918881486908
fitted_baseline_pN,map5_minus_map2,6.082763,56,12868.800844468435,1.0510211727367398
fitted_baseline_pN,map5_minus_map2,6.324555,48,11500.856118754402,0.9392983411197595
fitted_baseline_pN,map5_minus_map2,6.403124,48,15790.691976563268,1.28965797202977
fitted_baseline_pN,map5_minus_map2,6.708204,40,11171.11267326229,0.9123675223922056
fitted_baseline_pN,map5_minus_map2,7.0,16,11731.988944016346,0.9581754296690927
fitted_baseline_pN,map5_minus_map2,7.071068,46,13128.976304894315,1.0722702324462674
fitted_baseline_pN,map5_minus_map2,7.211103,32,14094.728721734047,1.1511451991185926
fitted_baseline_pN,map5_minus_map2,7.28011,24,9869.610326673319,0.806071175190629
fitted_baseline_pN,map5_minus_map2,7.615773,20,6769.933687609427,0.5529142714769498
fitted_baseline_pN,map5_minus_map2,7.81025,24,15236.21496932835,1.244372705636818
fitted_baseline_pN,map5_minus_map2,8.062258,16,9710.353057352728,0.793064309672143
fitted_baseline_pN,map5_minus_map2,8.485281,8,17377.763444745688,1.4192773309635207
fitted_baseline_pN,map5_minus_map2,8.602325,12,13653.861123067749,1.1151386444930265
fitted_baseline_pN,map5_minus_map2,9.219544,8,12035.69238082681,0.9829795078562159
fitted_baseline_pN,map5_minus_map2,9.899495,2,8726.17379615646,0.7126843850942981
fit_RMSE_pN,map2,1.0,112,5.942256471854772,0.5490671942726015
fit_RMSE_pN,map2,1.414214,98,8.017459900847845,0.7408169327261586
fit_RMSE_pN,map2,2.0,96,9.492176646824477,0.8770814292007563
fit_RMSE_pN,map2,2.236068,168,10.583921552803954,0.9779591538877979
fit_RMSE_pN,map2,2.828427,72,11.359582099708057,1.0496305403743615
fit_RMSE_pN,map2,3.0,80,10.46468446556057,0.9669415929231956
fit_RMSE_pN,map2,3.162278,140,10.412552159103916,0.9621245441517917
fit_RMSE_pN,map2,3.605551,120,11.75203395278837,1.0858932696723165
fit_RMSE_pN,map2,4.0,64,10.271561413618043,0.949096935294955
fit_RMSE_pN,map2,4.123106,112,10.109908739354792,0.9341601548438275
fit_RMSE_pN,map2,4.242641,50,11.479277189801678,1.0606904210101424
fit_RMSE_pN,map2,4.472136,96,11.655678082460902,1.0769899435329984
fit_RMSE_pN,map2,5.0,128,11.391732455056658,1.0526012477966573
fit_RMSE_pN,map2,5.09902,84,10.106202729925476,0.933817717890973
fit_RMSE_pN,map2,5.385165,72,11.38330063269811,1.0518221435848243
fit_RMSE_pN,map2,5.656854,32,12.737960717104762,1.1769933500551641
fit_RMSE_pN,map2,5.830952,60,12.403911332744615,1.1461270353668205
fit_RMSE_pN,map2,6.0,32,9.71226072714516,0.8974172980845888
fit_RMSE_pN,map2,6.082763,56,10.854091055582106,1.0029229385327447
fit_RMSE_pN,map2,6.324555,48,14.620583133186074,1.350948515532871
fit_RMSE_pN,map2,6.403124,48,11.103081772384988,1.0259297937437937
fit_RMSE_pN,map2,6.708204,40,13.931170761881756,1.287246499606465
fit_RMSE_pN,map2,7.0,16,14.264112919243688,1.318010506017774
fit_RMSE_pN,map2,7.071068,46,13.313336649686848,1.2301583473000943
fit_RMSE_pN,map2,7.211103,32,12.474848652603153,1.152681675909252
fit_RMSE_pN,map2,7.28011,24,18.211453459030107,1.6827465629827678
fit_RMSE_pN,map2,7.615773,20,18.205057038594127,1.6821555308321352
fit_RMSE_pN,map2,7.81025,24,8.837472536089477,0.8165864722996785
fit_RMSE_pN,map2,8.062258,16,11.790317558886205,1.0894306922467774
fit_RMSE_pN,map2,8.485281,8,10.187240740029111,0.9413056667951961
fit_RMSE_pN,map2,8.602325,12,6.910457532724244,0.6385294116139923
fit_RMSE_pN,map2,9.219544,8,8.312094907467943,0.7680413410272179
fit_RMSE_pN,map2,9.899495,2,5.01464102848032,0.4633551064032994
fit_RMSE_pN,map3,1.0,112,15.367295674936083,0.5639301160555826
fit_RMSE_pN,map3,1.414214,98,16.692770536785183,0.6125707623008714
fit_RMSE_pN,map3,2.0,96,23.163630369577163,0.8500304177715121
fit_RMSE_pN,map3,2.236068,168,23.107368032557083,0.8479657717260117
fit_RMSE_pN,map3,2.828427,72,25.745297053202805,0.9447692464704591
fit_RMSE_pN,map3,3.0,80,26.755895358776648,0.9818549401281497
fit_RMSE_pN,map3,3.162278,140,29.091406864883215,1.067560668874942
fit_RMSE_pN,map3,3.605551,120,34.08319313791545,1.2507431019992685
fit_RMSE_pN,map3,4.0,64,28.24238508634836,1.036404311879496
fit_RMSE_pN,map3,4.123106,112,29.66308323593299,1.0885393452205883
fit_RMSE_pN,map3,4.242641,50,32.594190055592364,1.1961014982464944
fit_RMSE_pN,map3,4.472136,96,34.532557836136824,1.267233335009659
fit_RMSE_pN,map3,5.0,128,31.650308959580915,1.1614641106881516
fit_RMSE_pN,map3,5.09902,84,28.090742065640512,1.0308395028151225
fit_RMSE_pN,map3,5.385165,72,27.03346277569163,0.9920407678069527
fit_RMSE_pN,map3,5.656854,32,32.894890701474004,1.207136240709776
fit_RMSE_pN,map3,5.830952,60,32.9482536503541,1.2090944885753454
fit_RMSE_pN,map3,6.0,32,27.901454693374426,1.0238932676369987
fit_RMSE_pN,map3,6.082763,56,25.197606964162713,0.924670789200673
fit_RMSE_pN,map3,6.324555,48,29.22643793926852,1.0725158731646214
fit_RMSE_pN,map3,6.403124,48,28.823552899511412,1.0577312934940524
fit_RMSE_pN,map3,6.708204,40,29.565187805954945,1.084946899135304
fit_RMSE_pN,map3,7.0,16,26.98014313541062,0.9900841092270861
fit_RMSE_pN,map3,7.071068,46,26.537692877762627,0.9738476138526133
fit_RMSE_pN,map3,7.211103,32,26.175336411184094,0.9605503019134407
fit_RMSE_pN,map3,7.28011,24,37.36350409031858,1.3711199187936645
fit_RMSE_pN,map3,7.615773,20,33.991958900134534,1.2473951001524668
fit_RMSE_pN,map3,7.81025,24,17.709120121839685,0.6498675093392999
fit_RMSE_pN,map3,8.062258,16,25.23554770254104,0.9260630917534132
fit_RMSE_pN,map3,8.485281,8,11.37365878595317,0.4173765413780812
fit_RMSE_pN,map3,8.602325,12,30.326030182983285,1.112867356908326
fit_RMSE_pN,map3,9.219544,8,22.83320176967142,0.8379047554146117
fit_RMSE_pN,map3,9.899495,2,24.873122642635188,0.9127632626606792
fit_RMSE_pN,map4,1.0,112,11.095637824401487,0.4831092709111479
fit_RMSE_pN,map4,1.414214,98,14.817967849953387,0.6451812647157992
fit_RMSE_pN,map4,2.0,96,16.464936463499985,0.7168910500112615
fit_RMSE_pN,map4,2.236068,168,19.303734992800376,0.8404936683968277
fit_RMSE_pN,map4,2.828427,72,23.046653778382524,1.0034621064622409
fit_RMSE_pN,map4,3.0,80,23.771811825643162,1.0350358276896041
fit_RMSE_pN,map4,3.162278,140,26.11758920251502,1.1371720740411344
fit_RMSE_pN,map4,3.605551,120,29.67080762527734,1.2918808694051682
fit_RMSE_pN,map4,4.0,64,23.19982214225608,1.010131128808561
fit_RMSE_pN,map4,4.123106,112,24.36364868596865,1.060804681956043
fit_RMSE_pN,map4,4.242641,50,35.40367629564874,1.541492658056163
fit_RMSE_pN,map4,4.472136,96,28.052350174908288,1.2214124735163827
fit_RMSE_pN,map4,5.0,128,29.71947820504259,1.2940000092579043
fit_RMSE_pN,map4,5.09902,84,19.50369223979437,0.8491999006421
fit_RMSE_pN,map4,5.385165,72,22.974158707468423,1.0003056370993946
fit_RMSE_pN,map4,5.656854,32,33.91746473192792,1.4767823100498636
fit_RMSE_pN,map4,5.830952,60,25.950140208017782,1.1298812663447568
fit_RMSE_pN,map4,6.0,32,19.820996340977764,0.8630154699140807
fit_RMSE_pN,map4,6.082763,56,17.95253703870886,0.7816618762287197
fit_RMSE_pN,map4,6.324555,48,18.619974472539457,0.8107224148962298
fit_RMSE_pN,map4,6.403124,48,27.99109575216421,1.2187454272428557
fit_RMSE_pN,map4,6.708204,40,21.00044269246081,0.9143691168122051
fit_RMSE_pN,map4,7.0,16,20.74301018325835,0.9031603847142523
fit_RMSE_pN,map4,7.071068,46,21.407396835032895,0.9320880909012749
fit_RMSE_pN,map4,7.211103,32,22.743557317265363,0.9902651444972392
fit_RMSE_pN,map4,7.28011,24,20.485278783281377,0.8919386387719004
fit_RMSE_pN,map4,7.615773,20,25.61496481399457,1.1152875726070426
fit_RMSE_pN,map4,7.81025,24,21.43038632786563,0.9330890641933748
fit_RMSE_pN,map4,8.062258,16,26.478102583317543,1.152868995598018
fit_RMSE_pN,map4,8.485281,8,28.237041635236963,1.2294540262558453
fit_RMSE_pN,map4,8.602325,12,21.593896820572315,0.9402083876759895
fit_RMSE_pN,map4,9.219544,8,35.793742439461184,1.5584763207645769
fit_RMSE_pN,map4,9.899495,2,57.417671017406015,2.4999923052311277
fit_RMSE_pN,map5,1.0,112,3.060776800126637,0.7974841040801822
fit_RMSE_pN,map5,1.414214,98,2.816148038950113,0.733746183552611
fit_RMSE_pN,map5,2.0,96,3.736409415433297,0.9735198969818043
fit_RMSE_pN,map5,2.236068,168,3.856040083475192,1.0046896170737616
fit_RMSE_pN,map5,2.828427,72,4.240585786265775,1.1048828377147257
fit_RMSE_pN,map5,3.0,80,4.0854551940073875,1.064463627343852
fit_RMSE_pN,map5,3.162278,140,3.7437395524254393,0.9754297610828787
fit_RMSE_pN,map5,3.605551,120,3.997631825668948,1.0415812857716777
fit_RMSE_pN,map5,4.0,64,2.931441421972419,0.7637858258624041
fit_RMSE_pN,map5,4.123106,112,3.321186458179234,0.8653337306316216
fit_RMSE_pN,map5,4.242641,50,4.395914267591084,1.145353607998506
fit_RMSE_pN,map5,4.472136,96,3.502287445335885,0.9125195164375918
fit_RMSE_pN,map5,5.0,128,3.9033936544286405,1.017027570009515
fit_RMSE_pN,map5,5.09902,84,3.1867596515291337,0.8303088828670672
fit_RMSE_pN,map5,5.385165,72,4.090902142371426,1.0658828274422996
fit_RMSE_pN,map5,5.656854,32,3.5544367248683075,0.9261069892205207
fit_RMSE_pN,map5,5.830952,60,4.7097998870586775,1.2271363737377163
fit_RMSE_pN,map5,6.0,32,3.6440596244784262,0.9494581979063963
fit_RMSE_pN,map5,6.082763,56,4.07779731019138,1.0624683689460797
fit_RMSE_pN,map5,6.324555,48,4.872111992025501,1.2694267242152424
fit_RMSE_pN,map5,6.403124,48,2.867934366224025,0.7472390892776969
fit_RMSE_pN,map5,6.708204,40,4.887652745376296,1.2734758609449042
fit_RMSE_pN,map5,7.0,16,4.9816443582595955,1.2979653360311596
fit_RMSE_pN,map5,7.071068,46,5.242905976370947,1.366036940416507
fit_RMSE_pN,map5,7.211103,32,3.9430825621873815,1.0273684981832358
fit_RMSE_pN,map5,7.28011,24,5.903855917952008,1.5382471688728296
fit_RMSE_pN,map5,7.615773,20,6.370583336409524,1.6598528008623459
fit_RMSE_pN,map5,7.81025,24,2.644575030859673,0.6890429086729514
fit_RMSE_pN,map5,8.062258,16,5.809445419704519,1.5136485533816424
fit_RMSE_pN,map5,8.485281,8,3.3059085216923005,0.8613530707249691
fit_RMSE_pN,map5,8.602325,12,4.998445034685578,1.3023427451865612
fit_RMSE_pN,map5,9.219544,8,3.842500164966883,1.0011617970182545
fit_RMSE_pN,map5,9.899495,2,0.3243070197238016,0.0844980571796837
fit_RMSE_pN,map5_minus_map2,1.0,112,8.596411160110902,0.702375420616003
fit_RMSE_pN,map5_minus_map2,1.414214,98,8.858492994478956,0.7237889890484023
fit_RMSE_pN,map5_minus_map2,2.0,96,11.798934732769927,0.9640397127820873
fit_RMSE_pN,map5_minus_map2,2.236068,168,11.044529319215785,0.9024005229165756
fit_RMSE_pN,map5_minus_map2,2.828427,72,10.925443346647828,0.8926705253031523
fit_RMSE_pN,map5_minus_map2,3.0,80,13.332903696107042,1.089373654559472
fit_RMSE_pN,map5_minus_map2,3.162278,140,11.302574851003897,0.923484302595329
fit_RMSE_pN,map5_minus_map2,3.605551,120,11.7037420612503,0.956261933025762
fit_RMSE_pN,map5_minus_map2,4.0,64,11.426011517679553,0.9335697765286899
fit_RMSE_pN,map5_minus_map2,4.123106,112,11.253396363706441,0.9194661419865053
fit_RMSE_pN,map5_minus_map2,4.242641,50,13.416158892796787,1.096176075093377
fit_RMSE_pN,map5_minus_map2,4.472136,96,12.164314271467958,0.9938932880005859
fit_RMSE_pN,map5_minus_map2,5.0,128,14.04418511561832,1.14748937016458
fit_RMSE_pN,map5_minus_map2,5.09902,84,11.769807710258878,0.9616598702749699
fit_RMSE_pN,map5_minus_map2,5.385165,72,10.942066963328513,0.8940287688237082
fit_RMSE_pN,map5_minus_map2,5.656854,32,17.643320793523102,1.441559114914879
fit_RMSE_pN,map5_minus_map2,5.830952,60,14.190204437538723,1.159419974778725
fit_RMSE_pN,map5_minus_map2,6.0,32,11.966839653596224,0.9777584946309706
fit_RMSE_pN,map5_minus_map2,6.082763,56,13.319098366515929,1.0882456810368357
fit_RMSE_pN,map5_minus_map2,6.324555,48,15.972185753905753,1.305017928773867
fit_RMSE_pN,map5_minus_map2,6.403124,48,12.46846312283624,1.018743969689817
fit_RMSE_pN,map5_minus_map2,6.708204,40,15.113324501447426,1.234844105976119
fit_RMSE_pN,map5_minus_map2,7.0,16,16.115840716095445,1.316755351823122
fit_RMSE_pN,map5_minus_map2,7.071068,46,15.914441278309665,1.3002998784643085
fit_RMSE_pN,map5_minus_map2,7.211103,32,15.347076519898277,1.2539429681898173
fit_RMSE_pN,map5_minus_map2,7.28011,24,17.78173462118439,1.4528683076247138
fit_RMSE_pN,map5_minus_map2,7.615773,20,20.664293123078245,1.6883896435064438
fit_RMSE_pN,map5_minus_map2,7.81025,24,10.231740109720487,0.8359910466527571
fit_RMSE_pN,map5_minus_map2,8.062258,16,15.596371886294367,1.2743118098574389
fit_RMSE_pN,map5_minus_map2,8.485281,8,12.070631629176276,0.9862388861742323
fit_RMSE_pN,map5_minus_map2,8.602325,12,7.265770141528456,0.5936545221261157
fit_RMSE_pN,map5_minus_map2,9.219544,8,10.490299644462311,0.85711682328048
fit_RMSE_pN,map5_minus_map2,9.899495,2,6.016337065426764,0.49156877192019466
contact_height_nm,map2,1.0,112,420.8696854568454,0.16840643407927455
contact_height_nm,map2,1.414214,98,868.4882665728819,0.3475161482691924
contact_height_nm,map2,2.0,96,1308.8696374383906,0.523729971371943
contact_height_nm,map2,2.236068,168,1809.4049472138272,0.7240137398703741
contact_height_nm,map2,2.828427,72,2783.1709041459626,1.1136556126432426
contact_height_nm,map2,3.0,80,2075.6371152361885,0.8305436506791615
contact_height_nm,map2,3.162278,140,2608.393951006309,1.0437205128853688
contact_height_nm,map2,3.605551,120,3578.63922345749,1.4319536219970765
contact_height_nm,map2,4.0,64,2403.7923029716,0.9618513853551531
contact_height_nm,map2,4.123106,112,2911.1959354701926,1.1648834386027147
contact_height_nm,map2,4.242641,50,4292.481917928677,1.7175900240081692
contact_height_nm,map2,4.472136,96,3803.681482864749,1.5220018381872766
contact_height_nm,map2,5.0,128,3590.188118926262,1.4365747871003294
contact_height_nm,map2,5.09902,84,2582.511374111931,1.0333638808204257
contact_height_nm,map2,5.385165,72,3341.644550585998,1.3371227773598602
contact_height_nm,map2,5.656854,32,4549.572986368244,1.8204622230893206
contact_height_nm,map2,5.830952,60,3900.3886923109244,1.560698177827205
contact_height_nm,map2,6.0,32,1432.8115582736136,0.5733239850109602
contact_height_nm,map2,6.082763,56,1715.6051994541012,0.6864807894498559
contact_height_nm,map2,6.324555,48,2335.570613858711,0.9345532173298285
contact_height_nm,map2,6.403124,48,3971.987524578777,1.589347673010924
contact_height_nm,map2,6.708204,40,2748.4170765281947,1.0997492459412526
contact_height_nm,map2,7.0,16,828.2172398731475,0.3314021342701753
contact_height_nm,map2,7.071068,46,1957.48147126773,0.7832649528906301
contact_height_nm,map2,7.211103,32,2863.599561595113,1.145838266483213
contact_height_nm,map2,7.28011,24,1404.8607768878592,0.5621397833790588
contact_height_nm,map2,7.615773,20,1756.9284681219838,0.7030158466453009
contact_height_nm,map2,7.81025,24,2569.977616863739,1.0283486339715298
contact_height_nm,map2,8.062258,16,1911.1751972224233,0.7647360002077993
contact_height_nm,map2,8.485281,8,1820.3258862781668,0.7283836350378678
contact_height_nm,map2,8.602325,12,1761.7699867239796,0.7049531277360157
contact_height_nm,map2,9.219544,8,1316.9906204835806,0.5269794945453077
contact_height_nm,map2,9.899495,2,1025.428793228376,0.41031419566927085
contact_height_nm,map3,1.0,112,457.17823112782105,0.13860940821734283
contact_height_nm,map3,1.414214,98,936.6392031167647,0.2839746007523276
contact_height_nm,map3,2.0,96,1423.9736601592085,0.4317269128603102
contact_height_nm,map3,2.236068,168,1937.6458009554826,0.587464405605455
contact_height_nm,map3,2.828427,72,2976.1392471069676,0.9023196463144143
contact_height_nm,map3,3.0,80,2391.83574541193,0.7251678112642748
