metric,dataset,lag_grid_units,pairs,semivariance,semivariance_over_sample_variance
apparent_zeta_magnitude_mV,map3,6.082763,56,90.50223214285714,0.8872039781399241
apparent_zeta_magnitude_mV,map3,6.324555,48,104.765625,1.0270296883462162
apparent_zeta_magnitude_mV,map3,6.403124,48,136.5,1.3381254820868822
apparent_zeta_magnitude_mV,map3,6.708204,40,92.953125,0.9112303677810053
apparent_zeta_magnitude_mV,map3,7.0,16,120.8671875,1.1848751907833193
apparent_zeta_magnitude_mV,map3,7.071068,46,138.9375,1.3620205799812908
apparent_zeta_magnitude_mV,map3,7.211103,32,93.97265625,0.921224951996455
apparent_zeta_magnitude_mV,map3,7.28011,24,115.171875,1.129043375510807
apparent_zeta_magnitude_mV,map3,7.615773,20,103.95,1.0190340209738564
apparent_zeta_magnitude_mV,map3,7.81025,24,110.296875,1.0812531797219898
apparent_zeta_magnitude_mV,map3,8.062258,16,87.5390625,0.8581556791886169
apparent_zeta_magnitude_mV,map3,8.485281,8,87.328125,0.8560878341785239
apparent_zeta_magnitude_mV,map3,8.602325,12,58.125,0.5698061805589746
apparent_zeta_magnitude_mV,map3,9.219544,8,36.703125,0.3598050317561912
apparent_zeta_magnitude_mV,map3,9.899495,2,50.0625,0.49076854906208456
apparent_zeta_magnitude_mV,map4,1.0,112,29.912946428571427,0.4830930064888248
apparent_zeta_magnitude_mV,map4,1.414214,98,33.16454081632653,0.5356061386342569
apparent_zeta_magnitude_mV,map4,2.0,96,36.5859375,0.5908615717375632
apparent_zeta_magnitude_mV,map4,2.236068,168,41.00892857142857,0.6622927180966114
apparent_zeta_magnitude_mV,map4,2.828427,72,52.265625,0.8440879596250902
apparent_zeta_magnitude_mV,map4,3.0,80,55.3359375,0.893673395818313
apparent_zeta_magnitude_mV,map4,3.162278,140,52.32857142857143,0.8451045421773613
apparent_zeta_magnitude_mV,map4,3.605551,120,59.690625,0.9640014419610671
apparent_zeta_magnitude_mV,map4,4.0,64,57.7265625,0.9322819033886085
apparent_zeta_magnitude_mV,map4,4.123106,112,60.448660714285715,0.9762436914203317
apparent_zeta_magnitude_mV,map4,4.242641,50,72.585,1.1722451333813986
apparent_zeta_magnitude_mV,map4,4.472136,96,68.5546875,1.1071557317952416
apparent_zeta_magnitude_mV,map4,5.0,128,77.361328125,1.2493826604181688
apparent_zeta_magnitude_mV,map4,5.09902,84,69.72321428571429,1.1260273972602741
apparent_zeta_magnitude_mV,map4,5.385165,72,72.296875,1.1675919250180247
apparent_zeta_magnitude_mV,map4,5.656854,32,82.40625,1.3308579668348954
apparent_zeta_magnitude_mV,map4,5.830952,60,75.975,1.2269935111751982
apparent_zeta_magnitude_mV,map4,6.0,32,86.90625,1.4035328046142754
apparent_zeta_magnitude_mV,map4,6.082763,56,85.62053571428571,1.3827685652487383
apparent_zeta_magnitude_mV,map4,6.324555,48,88.453125,1.4285147801009372
apparent_zeta_magnitude_mV,map4,6.403124,48,79.8984375,1.2903568853640952
apparent_zeta_magnitude_mV,map4,6.708204,40,82.490625,1.3322206200432587
apparent_zeta_magnitude_mV,map4,7.0,16,95.484375,1.5420692141312184
apparent_zeta_magnitude_mV,map4,7.071068,46,92.15217391304348,1.4882542866994766
apparent_zeta_magnitude_mV,map4,7.211103,32,87.75,1.4171593366979092
apparent_zeta_magnitude_mV,map4,7.28011,24,89.34375,1.442898341744773
apparent_zeta_magnitude_mV,map4,7.615773,20,87.75,1.4171593366979092
apparent_zeta_magnitude_mV,map4,7.81025,24,90.609375,1.4633381398702237
apparent_zeta_magnitude_mV,map4,8.062258,16,63.5625,1.026532083633742
apparent_zeta_magnitude_mV,map4,8.485281,8,98.296875,1.587490987743331
apparent_zeta_magnitude_mV,map4,8.602325,12,57.75,0.9326604181687095
apparent_zeta_magnitude_mV,map4,9.219544,8,7.3125,0.11809661139149244
apparent_zeta_magnitude_mV,map4,9.899495,2,77.0625,1.244556596971882
apparent_zeta_magnitude_mV,map5,1.0,112,26.869419642857142,0.43501043482974516
