model,map_order,relative_time_min,point_index,row,column,lambda_D_nm,zeta_magnitude_mV,zeta_signed_silica_mV,baseline_pN,rss_pN2,rmse_pN,r2,aic_correlated_bins_diagnostic,bic_correlated_bins_diagnostic,delta_aic_to_best_same_curve,aic_winner_tie_inclusive
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,20,2,4,30.638870628004046,22.0,-22.0,-110.0427558307812,2770.2141595395897,8.652782960442812,0.9810358306148604,165.68319390608667,170.51594764401935,2.6070739674740935,False
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,21,2,5,30.638870628004046,26.5,-26.5,34.338361997107654,8329.044090716448,15.003642882616647,0.9745452324490329,206.41368425388353,211.2464379918162,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,22,2,6,25.333899557064026,34.0,-34.0,68.95513894058531,14017.310405676288,19.463972543662308,0.9836003065553853,225.67382441954265,230.50657815747533,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,23,2,7,19.66109792896721,41.5,-41.5,199.9428773208536,7099.775600135621,13.852285985738689,0.9959839037327957,200.50532013802749,205.33807387596016,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,24,3,7,17.320508075688775,37.0,-37.0,49.698783975376955,3722.6501481746654,10.030561607750727,0.9965383334344443,176.61710789702116,181.44986163495383,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,25,3,6,21.62186346530268,32.5,-32.5,81.41947609259316,10091.63364747657,16.515049359211876,0.9853624507923157,213.51613152155844,218.3488852594911,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,26,3,5,29.683217073187816,22.0,-22.0,29.323787937237476,4727.5931313778065,11.303662562839326,0.9723382228495779,185.45938274177786,190.29213647971054,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,27,3,4,31.625291525678737,22.0,-22.0,-95.5933363142365,4310.137346498187,10.79306251969315,0.9706138964617529,182.03886406466225,186.87161780259493,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,28,3,3,35.89894424582464,20.5,-20.5,-97.70066693848432,1829.4351595501944,7.031656526122178,0.9831751073262067,150.33125129385616,155.16400503178883,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,29,3,2,34.77922432862523,20.5,-20.5,-93.00100638652133,2314.0302550631195,7.9083094429182,0.9784968728958185,159.02563858310012,163.8583923210328,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,30,3,1,32.64347032328333,20.5,-20.5,-73.8280366815388,3715.7393295246343,10.021246792912025,0.9701751073432846,176.54835635762151,181.3811100955542,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,31,3,0,28.75737120051241,23.5,-23.5,-7.2904198726086875,5051.537083546523,11.684520926637992,0.9754991192793848,187.9116076428274,192.74436138076007,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,32,4,0,22.317981094042864,22.0,-22.0,61.22951550863883,2813.1819526060976,8.719629846789923,0.9858325508003605,166.25268233103952,171.0854360689722,3.418007172679552,False
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,33,4,1,27.860403281929248,20.5,-20.5,60.73686521924572,2875.6848071648637,8.815963418960845,0.9758040872231514,167.0657436227423,171.89849736067498,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,34,4,2,37.0547136355806,20.5,-20.5,64.95808920111767,3415.5020452571553,9.607854395651051,0.9688861931824257,173.4309888327215,178.2637425706542,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,35,4,3,37.0547136355806,20.5,-20.5,74.55294232223957,4795.0062997783,11.383969644147554,0.954616573788552,185.98325837430866,190.81601211224134,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,36,4,4,28.75737120051241,19.0,-19.0,63.67269819433001,4637.094679391389,11.194949005100215,0.9511322839797568,184.74423942191493,189.5769931598476,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,37,4,5,21.62186346530268,22.0,-22.0,107.72308589236802,2971.015687647239,8.960899580274472,0.9818575604267373,168.27242599331933,173.105179731252,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,38,4,6,18.453731477822707,34.0,-34.0,82.3003834082579,2523.8635374652185,8.259087603337338,0.9969029412969774,162.2372450122662,167.06999875019886,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,39,4,7,19.047850843082976,37.0,-37.0,-51.819987444985976,3548.0391388794005,9.79249455958201,0.9970071230521694,174.83960109309876,179.67235483103144,4.743745440132841,False
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,40,5,7,20.94745836293309,34.0,-34.0,-58.9061683625149,4050.0502220025387,10.462352355511614,0.9951784680592767,179.7359659713354,184.56871970926807,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,41,5,6,18.453731477822707,34.0,-34.0,-12.413547748981046,5118.98811732634,11.762271472721975,0.9935450119213458,188.40238364333578,193.23513738126846,5.0297100653252755,False
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,42,5,5,18.453731477822707,29.5,-29.5,-53.33943191340313,3492.7173034191746,9.715851221446064,0.992696248095122,174.2581436731312,179.09089741106388,3.621874415235112,False
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,43,5,4,13.02280581041226,17.5,-17.5,-56.95971635976224,3543.706695731972,9.786514018863134,0.9474362686076923,174.7943934897426,179.62714722767527,3.1586908962992197,False
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,44,5,3,16.25687467927739,19.0,-19.0,99.4677542044322,1939.241408495819,7.239608412016941,0.9788159511511888,152.4879667465701,157.32072048450277,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,45,5,2,17.320508075688775,16.0,-16.0,87.2117735505727,1347.3256466210764,6.034418502675672,0.9748010272936127,139.01348268567145,143.84623642360413,1.3729724767078437,False
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,46,5,1,17.320508075688775,17.5,-17.5,56.78092831157579,1752.3466843207561,6.881912611902179,0.9771337649377307,148.7383490828396,153.57110282077227,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,47,5,0,18.453731477822707,28.0,-28.0,48.63777723606473,1666.854461671294,6.711938660752991,0.9960964660570634,146.8876994480868,151.72045318601948,3.268619307410063,False
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,48,6,0,19.66109792896721,37.0,-37.0,-47.578638437588744,7491.38809085662,14.229193526041112,0.9931797673069436,202.49188448540005,207.32463822333273,0.6474270413284557,False
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,49,6,1,19.047850843082976,34.0,-34.0,-111.36641097224988,4391.781322602802,10.894805757918698,0.9947563228822671,182.733174336689,187.56592807462167,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,50,6,2,18.453731477822707,25.0,-25.0,-106.80960213795706,2652.1691637409244,8.46641882195026,0.9904649290684296,164.07196328281393,168.9047170207466,0.25126538283663535,False
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,51,6,3,17.878143222611804,25.0,-25.0,-84.80794622235544,5495.117559846603,12.186742419804604,0.9785755214679811,191.02580187345717,195.85855561138985,3.7190781682560328,False
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,52,6,4,21.62186346530268,34.0,-34.0,-170.45319926206275,5136.472892233194,11.78234236822111,0.9939988620339043,188.52854809323858,193.36130183117126,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,53,6,5,23.036510285681896,34.0,-34.0,-98.91053568668511,2253.325139459277,7.803888738625464,0.9972526369551387,158.04204026118668,162.87479399911936,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,54,6,6,23.77817258228512,34.0,-34.0,-52.14863052018841,4610.085755829286,11.162298702315328,0.9948494035713329,184.5281015363079,189.36085527424058,0.025716124591184553,False
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,55,6,7,26.149526485552656,35.5,-35.5,45.92310628227244,9051.849089299267,15.641117926192528,0.9907030281620933,209.49283763024292,214.3255913681756,0.0,True
sphere_plane_nonlinear_PB_fixed_no_slip_hydrodynamics,2,0.0,56,7,7,19.66109792896721,46.0,-46.0,191.5144708913455,10349.465947295808,16.724691204110755,0.9959521056282096,214.44957456064765,219.28232829858032,0.0,True
