joint_model,held_out_point_index,held_out_row,held_out_column,map_order,training_pixels_per_map,held_out_baseline_fit_window_nm,held_out_prediction_window_nm,selected_lambda_D_nm,selected_zeta_magnitude_mV,held_out_baseline_pN,held_out_shape_RMSE_pN
map_shared_lambda_and_zeta,55,6,7,5,63,150-200,20-145,11.114646149663537,19.0,4.684381464543391,170.23556401423863
shared_lambda_map_specific_zeta,55,6,7,2,63,150-200,20-145,18.453731477822707,28.0,37.08746611873268,103.74291623173224
shared_lambda_map_specific_zeta,55,6,7,3,63,150-200,20-145,18.453731477822707,26.5,-61.22561166622962,244.134059836972
shared_lambda_map_specific_zeta,55,6,7,4,63,150-200,20-145,18.453731477822707,22.0,-86.9232050037048,172.53881899966126
shared_lambda_map_specific_zeta,55,6,7,5,63,150-200,20-145,18.453731477822707,16.0,4.626577060178811,173.78593866339423
map_specific_lambda_shared_zeta,55,6,7,2,63,150-200,20-145,22.317981094042864,28.0,36.59610945079431,94.30056215669944
map_specific_lambda_shared_zeta,55,6,7,3,63,150-200,20-145,16.25687467927739,28.0,-61.129814865184834,237.09740181889586
map_specific_lambda_shared_zeta,55,6,7,4,63,150-200,20-145,9.190199357757056,28.0,-86.81470396277267,179.45664928334796
map_specific_lambda_shared_zeta,55,6,7,5,63,150-200,20-145,6.485527425110586,28.0,4.68481462511718,175.6269496890918
all_shared_lambda_and_zeta,56,7,7,2,63,150-200,20-145,17.320508075688775,23.5,183.2424139812069,260.59401261224207
all_shared_lambda_and_zeta,56,7,7,3,63,150-200,20-145,17.320508075688775,23.5,57.11122609978668,62.70411855307787
all_shared_lambda_and_zeta,56,7,7,4,63,150-200,20-145,17.320508075688775,23.5,-33.72547659584446,45.362850172451296
all_shared_lambda_and_zeta,56,7,7,5,63,150-200,20-145,17.320508075688775,23.5,22.664483239306428,31.065392982849477
map_shared_lambda_and_zeta,56,7,7,2,63,150-200,20-145,23.036510285681896,28.0,182.50639857871556,214.85208144364597
map_shared_lambda_and_zeta,56,7,7,3,63,150-200,20-145,17.878143222611804,26.5,57.06427165781068,41.566497856362325
map_shared_lambda_and_zeta,56,7,7,4,63,150-200,20-145,13.44207608814922,23.5,-33.65816139893095,59.76467065684247
map_shared_lambda_and_zeta,56,7,7,5,63,150-200,20-145,11.472483074052871,19.0,22.737614821650244,29.361833857957784
shared_lambda_map_specific_zeta,56,7,7,2,63,150-200,20-145,17.878143222611804,28.0,183.18207483412513,221.5923456411898
shared_lambda_map_specific_zeta,56,7,7,3,63,150-200,20-145,17.878143222611804,26.5,57.06427165781068,41.566497856362325
shared_lambda_map_specific_zeta,56,7,7,4,63,150-200,20-145,17.878143222611804,22.0,-33.73602962956125,52.49732674031502
shared_lambda_map_specific_zeta,56,7,7,5,63,150-200,20-145,17.878143222611804,17.5,22.68431306007224,21.873265496736114
map_specific_lambda_shared_zeta,56,7,7,2,63,150-200,20-145,23.036510285681896,28.0,182.50639857871556,214.85208144364597
map_specific_lambda_shared_zeta,56,7,7,3,63,150-200,20-145,16.780266063679814,28.0,57.10618827506726,38.9580362899302
map_specific_lambda_shared_zeta,56,7,7,4,63,150-200,20-145,9.48607856330461,28.0,-33.6517839922589,69.53431982965148
map_specific_lambda_shared_zeta,56,7,7,5,63,150-200,20-145,6.694329500821696,28.0,22.738269721181275,37.92775971413943
all_shared_lambda_and_zeta,57,7,6,2,63,150-200,20-145,17.320508075688775,23.5,147.27083278508414,156.35289918655883
all_shared_lambda_and_zeta,57,7,6,3,63,150-200,20-145,17.320508075688775,23.5,87.76268734992863,268.642871423823
all_shared_lambda_and_zeta,57,7,6,4,63,150-200,20-145,17.320508075688775,23.5,-65.21622170970417,239.24520558108705
all_shared_lambda_and_zeta,57,7,6,5,63,150-200,20-145,17.320508075688775,23.5,-90.74743517272526,66.78254575660979
map_shared_lambda_and_zeta,57,7,6,2,63,150-200,20-145,22.317981094042864,28.0,146.68062459855128,108.89674112201085
map_shared_lambda_and_zeta,57,7,6,3,63,150-200,20-145,17.878143222611804,26.5,87.71573290795261,243.06749282587748
map_shared_lambda_and_zeta,57,7,6,4,63,150-200,20-145,14.321546547664008,22.0,-65.15356466788785,257.4529397080634
map_shared_lambda_and_zeta,57,7,6,5,63,150-200,20-145,11.114646149663537,19.0,-90.67408177915026,110.06937113499325
shared_lambda_map_specific_zeta,57,7,6,2,63,150-200,20-145,18.453731477822707,28.0,147.17198126648964,117.29778393275312
shared_lambda_map_specific_zeta,57,7,6,3,63,150-200,20-145,18.453731477822707,26.5,87.68106323181823,241.70584683124497
shared_lambda_map_specific_zeta,57,7,6,4,63,150-200,20-145,18.453731477822707,22.0,-65.25099311894928,248.9109124507187
shared_lambda_map_specific_zeta,57,7,6,5,63,150-200,20-145,18.453731477822707,16.0,-90.73188618351482,113.3490012503721
map_specific_lambda_shared_zeta,57,7,6,2,63,150-200,20-145,22.317981094042864,28.0,146.68062459855128,108.89674112201085
map_specific_lambda_shared_zeta,57,7,6,3,63,150-200,20-145,16.25687467927739,28.0,87.776860032863,235.55694434503795
map_specific_lambda_shared_zeta,57,7,6,4,63,150-200,20-145,9.190199357757056,28.0,-65.14249207801717,256.7890852076315
map_specific_lambda_shared_zeta,57,7,6,5,63,150-200,20-145,6.694329500821696,28.0,-90.67364869085041,113.08207731810342
all_shared_lambda_and_zeta,58,7,5,2,63,150-200,20-145,17.320508075688775,23.5,5.4222652369640105,153.14023826114604
all_shared_lambda_and_zeta,58,7,5,3,63,150-200,20-145,17.320508075688775,23.5,-43.88595609546366,161.63275280981588
all_shared_lambda_and_zeta,58,7,5,4,63,150-200,20-145,17.320508075688775,23.5,-142.8414804869214,42.56291183518384
all_shared_lambda_and_zeta,58,7,5,5,63,150-200,20-145,17.320508075688775,23.5,-191.97287713603745,40.386665925174086
map_shared_lambda_and_zeta,58,7,5,2,63,150-200,20-145,22.317981094042864,28.0,4.8320570504311595,105.71359220852
map_shared_lambda_and_zeta,58,7,5,3,63,150-200,20-145,17.878143222611804,26.5,-43.93291053743965,135.8489343528977
map_shared_lambda_and_zeta,58,7,5,4,63,150-200,20-145,13.44207608814922,23.5,-142.77416529000786,50.60949724686314
map_shared_lambda_and_zeta,58,7,5,5,63,150-200,20-145,11.472483074052871,19.0,-191.89974555369363,22.42604275459091
shared_lambda_map_specific_zeta,58,7,5,2,63,150-200,20-145,18.453731477822707,28.0,5.323413718369523,113.900101120551
shared_lambda_map_specific_zeta,58,7,5,3,63,150-200,20-145,18.453731477822707,26.5,-43.967580213574045,134.50932891305928
shared_lambda_map_specific_zeta,58,7,5,4,63,150-200,20-145,18.453731477822707,22.0,-142.87625189616648,52.21634597490925
shared_lambda_map_specific_zeta,58,7,5,5,63,150-200,20-145,18.453731477822707,16.0,-191.957328146827,32.175398013861404
map_specific_lambda_shared_zeta,58,7,5,2,63,150-200,20-145,22.317981094042864,28.0,4.8320570504311595,105.71359220852
map_specific_lambda_shared_zeta,58,7,5,3,63,150-200,20-145,16.25687467927739,28.0,-43.871783412529254,128.3160002081597
map_specific_lambda_shared_zeta,58,7,5,4,63,150-200,20-145,9.48607856330461,28.0,-142.76778788333579,54.063828322210476
map_specific_lambda_shared_zeta,58,7,5,5,63,150-200,20-145,6.694329500821696,28.0,-191.8990906541626,25.748859382036187
all_shared_lambda_and_zeta,59,7,4,2,63,150-200,20-145,17.320508075688775,23.5,-34.7704334555795,269.985990470134
all_shared_lambda_and_zeta,59,7,4,3,63,150-200,20-145,17.320508075688775,23.5,-162.36750190417695,160.07265568577708
all_shared_lambda_and_zeta,59,7,4,4,63,150-200,20-145,17.320508075688775,23.5,-79.6143217373875,52.54674442871907
all_shared_lambda_and_zeta,59,7,4,5,63,150-200,20-145,17.320508075688775,23.5,-28.624334919060633,23.412709229460717
map_shared_lambda_and_zeta,59,7,4,2,63,150-200,20-145,22.317981094042864,28.0,-35.360641642112355,223.12468014166936
map_shared_lambda_and_zeta,59,7,4,3,63,150-200,20-145,17.878143222611804,26.5,-162.41445634615295,134.7986697953887
map_shared_lambda_and_zeta,59,7,4,4,63,150-200,20-145,13.44207608814922,23.5,-79.54700654047399,52.69657122715258
map_shared_lambda_and_zeta,59,7,4,5,63,150-200,20-145,11.472483074052871,19.0,-28.551203336716814,54.93803917450569
shared_lambda_map_specific_zeta,59,7,4,2,63,150-200,20-145,18.453731477822707,28.0,-34.869284974173986,229.9499380118394
shared_lambda_map_specific_zeta,59,7,4,3,63,150-200,20-145,18.453731477822707,26.5,-162.44912602228737,133.9998653843412
shared_lambda_map_specific_zeta,59,7,4,4,63,150-200,20-145,18.453731477822707,22.0,-79.64909314663261,59.021188340217584
shared_lambda_map_specific_zeta,59,7,4,5,63,150-200,20-145,18.453731477822707,16.0,-28.608785929850203,60.746612719660554
map_specific_lambda_shared_zeta,59,7,4,2,63,150-200,20-145,22.317981094042864,26.5,-35.29440567811463,237.0988049012402
map_specific_lambda_shared_zeta,59,7,4,3,63,150-200,20-145,17.878143222611804,26.5,-162.41445634615295,134.7986697953887
map_specific_lambda_shared_zeta,59,7,4,4,63,150-200,20-145,10.432107924894561,26.5,-79.54088175846437,51.33856932332015
map_specific_lambda_shared_zeta,59,7,4,5,63,150-200,20-145,7.1323172791695315,26.5,-28.55054879154852,58.066301256927915
all_shared_lambda_and_zeta,60,7,3,2,63,150-200,20-145,17.320508075688775,23.5,-105.23990884177546,198.92678678746748
all_shared_lambda_and_zeta,60,7,3,3,63,150-200,20-145,17.320508075688775,23.5,-144.85838060645787,84.56368330578971
all_shared_lambda_and_zeta,60,7,3,4,63,150-200,20-145,17.320508075688775,23.5,-99.09800215544333,45.288950644380456
all_shared_lambda_and_zeta,60,7,3,5,63,150-200,20-145,17.320508075688775,23.5,-76.74805406340455,65.72883305106542
map_shared_lambda_and_zeta,60,7,3,2,63,150-200,20-145,22.317981094042864,28.0,-105.83011702830832,151.99100435854902
map_shared_lambda_and_zeta,60,7,3,3,63,150-200,20-145,17.878143222611804,26.5,-144.90533504843387,60.149885621164195
map_shared_lambda_and_zeta,60,7,3,4,63,150-200,20-145,13.44207608814922,23.5,-99.03068695852981,37.11691788401463
map_shared_lambda_and_zeta,60,7,3,5,63,150-200,20-145,11.472483074052871,19.0,-76.67492248106073,22.155839356799742
shared_lambda_map_specific_zeta,60,7,3,2,63,150-200,20-145,18.453731477822707,28.0,-105.33876036036995,158.7933925328447
shared_lambda_map_specific_zeta,60,7,3,3,63,150-200,20-145,18.453731477822707,26.5,-144.94000472456824,59.48190601959439
shared_lambda_map_specific_zeta,60,7,3,4,63,150-200,20-145,18.453731477822707,22.0,-99.13277356468843,45.328679915569644
shared_lambda_map_specific_zeta,60,7,3,5,63,150-200,20-145,18.453731477822707,17.5,-76.7437186435714,33.38045517815231
map_specific_lambda_shared_zeta,60,7,3,2,63,150-200,20-145,22.317981094042864,28.0,-105.83011702830832,151.99100435854902
map_specific_lambda_shared_zeta,60,7,3,3,63,150-200,20-145,16.780266063679814,28.0,-144.86341843117728,50.06341300949051
map_specific_lambda_shared_zeta,60,7,3,4,63,150-200,20-145,9.48607856330461,28.0,-99.02430955185777,37.64226963835608
map_specific_lambda_shared_zeta,60,7,3,5,63,150-200,20-145,6.694329500821696,28.0,-76.6742675815297,19.777946046296094
all_shared_lambda_and_zeta,61,7,2,2,63,150-200,20-145,17.320508075688775,23.5,-170.14804899938363,109.54079827397914
all_shared_lambda_and_zeta,61,7,2,3,63,150-200,20-145,17.320508075688775,23.5,-56.161453484256384,42.58491363136975
all_shared_lambda_and_zeta,61,7,2,4,63,150-200,20-145,17.320508075688775,23.5,-19.819927038177312,52.96887037961315
all_shared_lambda_and_zeta,61,7,2,5,63,150-200,20-145,17.320508075688775,23.5,-23.10772654048752,51.72121965132654
map_shared_lambda_and_zeta,61,7,2,2,63,150-200,20-145,22.317981094042864,28.0,-170.73825718591644,62.03608615916105
map_shared_lambda_and_zeta,61,7,2,3,63,150-200,20-145,17.878143222611804,26.5,-56.208407926232375,33.740212087381266
map_shared_lambda_and_zeta,61,7,2,4,63,150-200,20-145,13.44207608814922,23.5,-19.752611841263796,45.13874680565253
map_shared_lambda_and_zeta,61,7,2,5,63,150-200,20-145,11.472483074052871,19.0,-23.0345949581437,25.24357803767067
shared_lambda_map_specific_zeta,61,7,2,2,63,150-200,20-145,18.453731477822707,28.0,-170.2469005179781,71.04811272398503
shared_lambda_map_specific_zeta,61,7,2,3,63,150-200,20-145,18.453731477822707,26.5,-56.24307760236677,35.19501288881343
shared_lambda_map_specific_zeta,61,7,2,4,63,150-200,20-145,18.453731477822707,22.0,-19.854698447422425,55.11436998415992
shared_lambda_map_specific_zeta,61,7,2,5,63,150-200,20-145,18.453731477822707,16.0,-23.092177551277082,35.70151854776814
map_specific_lambda_shared_zeta,61,7,2,2,63,150-200,20-145,22.317981094042864,28.0,-170.73825718591644,62.03608615916105
map_specific_lambda_shared_zeta,61,7,2,3,63,150-200,20-145,16.780266063679814,28.0,-56.16649130897579,32.111465910724604
map_specific_lambda_shared_zeta,61,7,2,4,63,150-200,20-145,9.48607856330461,28.0,-19.746234434591752,41.831778347212655
map_specific_lambda_shared_zeta,61,7,2,5,63,150-200,20-145,6.694329500821696,28.0,-23.033940058612668,24.822616693272376
all_shared_lambda_and_zeta,62,7,1,2,63,150-200,20-145,17.878143222611804,23.5,-57.73940724729328,64.18731341910565
all_shared_lambda_and_zeta,62,7,1,3,63,150-200,20-145,17.878143222611804,23.5,-130.40899508813152,44.27279602079387
all_shared_lambda_and_zeta,62,7,1,4,63,150-200,20-145,17.878143222611804,23.5,-45.87495865927758,83.63684594200357
all_shared_lambda_and_zeta,62,7,1,5,63,150-200,20-145,17.878143222611804,23.5,52.08655587685095,69.81923846995599
map_shared_lambda_and_zeta,62,7,1,2,63,150-200,20-145,22.317981094042864,28.0,-58.307573431259804,23.161856160751473
map_shared_lambda_and_zeta,62,7,1,3,63,150-200,20-145,17.878143222611804,26.5,-130.4339075275412,50.61820150626709
map_shared_lambda_and_zeta,62,7,1,4,63,150-200,20-145,13.874844806111179,23.5,-45.788227024853775,69.61084743734418
map_shared_lambda_and_zeta,62,7,1,5,63,150-200,20-145,11.472483074052871,19.0,52.181729461761094,24.311191072145057
shared_lambda_map_specific_zeta,62,7,1,2,63,150-200,20-145,18.453731477822707,28.0,-57.81621676332144,35.49303567013293
shared_lambda_map_specific_zeta,62,7,1,3,63,150-200,20-145,18.453731477822707,26.5,-130.46857720367555,52.43732299224467
shared_lambda_map_specific_zeta,62,7,1,4,63,150-200,20-145,18.453731477822707,22.0,-45.88768806595636,75.96765016613357
shared_lambda_map_specific_zeta,62,7,1,5,63,150-200,20-145,18.453731477822707,17.5,52.11293329925042,36.31490467204128
map_specific_lambda_shared_zeta,62,7,1,2,63,150-200,20-145,22.317981094042864,28.0,-58.307573431259804,23.161856160751473
map_specific_lambda_shared_zeta,62,7,1,3,63,150-200,20-145,16.780266063679814,28.0,-130.39199091028462,54.172483365101414
map_specific_lambda_shared_zeta,62,7,1,4,63,150-200,20-145,9.791483623609768,28.0,-45.779282764406,66.42469937654016
map_specific_lambda_shared_zeta,62,7,1,5,63,150-200,20-145,6.694329500821696,28.0,52.182384361292115,21.169875337608154
all_shared_lambda_and_zeta,63,7,0,2,63,150-200,20-145,17.878143222611804,23.5,0.8778962643425775,59.76799109343226
all_shared_lambda_and_zeta,63,7,0,3,63,150-200,20-145,17.878143222611804,23.5,-67.82849526744313,38.49973723082509
all_shared_lambda_and_zeta,63,7,0,4,63,150-200,20-145,17.878143222611804,23.5,-8.692546725909912,88.10051139086157
all_shared_lambda_and_zeta,63,7,0,5,63,150-200,20-145,17.878143222611804,23.5,70.78498295287876,60.85879606830137
map_shared_lambda_and_zeta,63,7,0,2,63,150-200,20-145,22.317981094042864,28.0,0.3097300803760495,18.70605695558938
map_shared_lambda_and_zeta,63,7,0,3,63,150-200,20-145,16.780266063679814,28.0,-67.8114910895962,58.85198341157116
map_shared_lambda_and_zeta,63,7,0,4,63,150-200,20-145,13.874844806111179,23.5,-8.60581509148611,74.1780243517739
map_shared_lambda_and_zeta,63,7,0,5,63,150-200,20-145,11.472483074052871,19.0,70.8801565377889,14.401029563780252
shared_lambda_map_specific_zeta,63,7,0,2,63,150-200,20-145,18.453731477822707,28.0,0.8010867483144157,30.309358540923025
shared_lambda_map_specific_zeta,63,7,0,3,63,150-200,20-145,18.453731477822707,26.5,-67.88807738298718,54.71388717549285
shared_lambda_map_specific_zeta,63,7,0,4,63,150-200,20-145,18.453731477822707,22.0,-8.7052761325887,81.28393300109164
shared_lambda_map_specific_zeta,63,7,0,5,63,150-200,20-145,18.453731477822707,17.5,70.81136037527823,24.955514186977336
map_specific_lambda_shared_zeta,63,7,0,2,63,150-200,20-145,22.317981094042864,28.0,0.3097300803760495,18.70605695558938
map_specific_lambda_shared_zeta,63,7,0,3,63,150-200,20-145,16.780266063679814,28.0,-67.8114910895962,58.85198341157116
map_specific_lambda_shared_zeta,63,7,0,4,63,150-200,20-145,9.791483623609768,28.0,-8.596870831038334,70.10677675153542
map_specific_lambda_shared_zeta,63,7,0,5,63,150-200,20-145,6.694329500821696,28.0,70.88081143731993,15.936901786511488
