block,distance_nm,pilot_zero_speed_intercept_pN,pilot_speed_slope_pN_per_um_s,pilot_speed_slope_SE_pN_per_um_s,pilot_speed_fit_R2,theory_no_slip_hyd_slope_pN_per_um_s,observed_to_theory_slope_ratio,speed_0.05_actual_um_per_s,speed_0.05_Fsym_pN,speed_0.05_Fhistory_pN,speed_0.1_actual_um_per_s,speed_0.1_Fsym_pN,speed_0.1_Fhistory_pN,speed_0.2_actual_um_per_s,speed_0.2_Fsym_pN,speed_0.2_Fhistory_pN,claim_status
1,300.0,-0.15831898023450636,-1.656220876073125,1.4459654270100155,0.5674666197342891,1.1439366235990303,-1.447825729070861,0.0492926380222347,-0.3216102686632325,-0.14056397739191856,0.09829705588552728,-0.19855853789311345,0.43514790691444727,0.19610371858311543,-0.5240203388833764,-0.22629356373680565,two_block_descriptive_pilot
1,305.0,-0.26722032295282894,-1.0641889612685864,4.505619440095797,0.052838735310141716,1.1251835641957675,-0.9457914202908062,0.0492926380222347,-0.0652505180474342,-0.0190678706880136,0.09829705588552728,-0.7537296524243103,-0.017768709450919795,0.19610371858311543,-0.34843553402026517,-0.2695505517318398,two_block_descriptive_pilot
1,310.0,-0.5524634337381715,1.6749314587011077,3.150126517932687,0.22039933778634502,1.10703544219261,1.5129881075746905,0.0492926380222347,-0.29201808476227153,-0.6186099381934598,0.09829705588552728,-0.6548317895548461,-0.07742284990399606,0.19610371858311543,-0.13487751816809013,-0.15830891720267046,two_block_descriptive_pilot
1,315.0,-0.49492317691837473,0.9305742960968255,5.089715157621277,0.03234705677543637,1.0894634510466956,0.8541583429923985,0.0492926380222347,-0.16164310120948816,-0.30107951739505245,0.09829705588552728,-0.8348619316142889,-0.48996262300907917,0.19610371858311543,-0.16843224252953304,-0.2847206830384745,two_block_descriptive_pilot
1,320.0,-0.1654662480328886,1.1049500747806875,2.0295381125127543,0.2286382909022595,1.072440584624091,1.030313558273246,0.0492926380222347,0.0036050410136558523,-0.5657990085688346,0.09829705588552728,-0.2288794348137388,-0.1482444711457019,0.19610371858311543,0.10863971153484192,0.2866181145295408,two_block_descriptive_pilot
1,325.0,0.1523649428990194,-2.9958672316572414,4.543956330083956,0.3029839417760064,1.0559414987067972,-2.837152659807627,0.0492926380222347,0.2612820645028329,-0.007127489273897905,0.09829705588552728,-0.527272162583954,-0.32115198831080694,0.19610371858311543,-0.30657490543969645,-0.4950426467717226,two_block_descriptive_pilot
1,330.0,0.26390487272363106,-5.024284697252952,1.6217011320308952,0.9056477086250793,1.0399423850900276,-4.831310627672899,0.0492926380222347,0.10781998546069371,-0.007919006412883147,0.09829705588552728,-0.3674252066568715,-0.3141919442777936,0.19610371858311543,-0.6754937135574912,-0.014799036097977725,two_block_descriptive_pilot
1,335.0,-0.09833328205325641,0.45071439478658876,4.424740812028005,0.010269379232363263,1.0244208569543556,0.4399699515359154,0.0492926380222347,0.17374299439043522,-0.4654103598889999,0.09829705588552728,-0.42907668456292347,0.4174003767093096,0.19610371858311543,0.11524141241568231,-0.3311872223289749,two_block_descriptive_pilot
1,340.0,0.04367584574385516,-1.0219194613911975,1.4753522318802446,0.32422375190542496,1.0093558443520856,-1.0124471633164978,0.0492926380222347,0.07661396670262988,0.01468390982084572,0.09829705588552728,-0.18182877423698418,-0.20104497155132328,0.19610371858311543,-0.11498464221046034,-0.4153004745605817,two_block_descriptive_pilot
1,345.0,0.37301277496563656,-0.8041309761616302,1.4813386476922161,0.22760602504871097,0.9947274987817655,-0.8083932304540116,0.0492926380222347,0.24972576564148494,0.5857625097664854,0.09829705588552728,0.41952943012282073,-0.13851339951800695,0.19610371858311543,0.17340860984599316,0.1740606025144493,two_block_descriptive_pilot
1,350.0,-0.429291570632606,3.9768892014813266,1.147859246796215,0.9230979237234038,0.9805171059420259,4.055910067637784,0.0492926380222347,-0.298078333705053,0.1577389984455218,0.09829705588552728,0.058919105595327925,0.04626842467875514,0.19610371858311543,0.31811513696714533,0.21585989435609676,two_block_descriptive_pilot
1,355.0,0.6048430630729285,-1.1684673670162615,3.819516289404278,0.08557817592082506,0.9667070058583355,-1.208708905526948,0.0492926380222347,0.3315630930184807,0.26274368891870886,0.09829705588552728,0.8137337734901072,0.1905939520924047,0.19610371858311543,0.26763778595614807,0.4712218103391586,two_block_descriptive_pilot
1,360.0,0.887638842773015,0.7335412773918399,7.987359178569472,0.008363636126708984,0.9532805196658586,0.7694915213928414,0.0492926380222347,0.4727612139294313,-0.1375997462829544,0.09829705588552728,1.6367636718308942,0.7569020211990073,0.19610371858311543,0.8055049473884383,0.632492457017424,two_block_descriptive_pilot
1,365.0,5.736922806392996,-24.604705003659795,6.545286162461348,0.933911388990006,0.9402218824101619,-26.169041014646638,0.0492926380222347,4.154488168403567,1.1543959705770588,0.09829705588552728,3.873140472628689,1.5394811349801816,0.19610371858311543,0.7266647521075271,2.1373981873164416,two_block_descriptive_pilot
2,5.0,6783.179225453282,1558.108954746834,2661.407125365361,0.2552577816395807,68.63619741594182,22.70098014469751,0.04760964595556368,7002.26708560214,3.4370284727017406,0.09576646177135478,6713.490927322308,24.74366495954837,0.19007222001678414,7153.328488838212,-22.67623412222224,two_block_descriptive_pilot
2,10.0,4781.6364307994,647.809328681533,1905.9592306579955,0.10355922347207835,34.31809870797091,18.87660893437168,0.04760964595556368,4916.253032854529,-3.959536659891228,0.09576646177135478,4686.908156169005,-51.14253658343432,0.19007222001678414,4957.759040720286,-6.591078432158838,two_block_descriptive_pilot
2,15.0,3423.747105850621,638.4336549775927,1726.0100283863173,0.12035212772033521,22.878732471980605,27.90511475054298,0.04760964595556368,3548.119559323491,-31.480434363646964,0.09576646177135478,3342.9219229558726,-81.61011017244618,0.19007222001678414,3593.084469900076,-9.508634550380634,two_block_descriptive_pilot
2,20.0,2547.529688435887,545.4744917631698,1441.9675692617789,0.12518546250313178,17.159049353985456,31.789318890004527,0.04760964595556368,2652.01100007433,-60.052193412083625,0.09576646177135478,2481.164856445428,-102.5101503040197,0.19007222001678414,2691.300765893173,-20.29982608218677,two_block_descriptive_pilot
2,25.0,1935.0012413532754,445.7940469017879,1143.1721839153781,0.13199763255987385,13.727239483188363,32.47514166615569,0.04760964595556368,2018.4681540324714,-74.18508839271453,0.09576646177135478,1883.6665269702003,-121.61672883976706,0.19007222001678414,2051.518322514651,-22.80574939572739,two_block_descriptive_pilot
2,30.0,1499.213428057575,320.6835307772127,910.2093579850211,0.11042180677136548,11.439366235990303,28.03333018295058,0.04760964595556368,1564.0396403984157,-82.62861818043069,0.09576646177135478,1455.058702295391,-126.24009576071268,0.19007222001678414,1585.473328551525,-20.10417005227623,two_block_descriptive_pilot
2,35.0,1160.5466469370929,372.41261110867845,759.5452732155051,0.1938109544443296,9.80517105942026,37.981245696971826,0.04760964595556368,1219.632386516208,-84.66460372736049,0.09576646177135478,1133.7380744986954,-126.20762808284832,0.19007222001678414,1252.4498422012284,-21.069446007750074,two_block_descriptive_pilot
2,40.0,908.8896268163338,347.0240562066509,615.3370337222099,0.24130245270435524,8.579524676992728,40.44793496978307,0.04760964595556368,958.914854667904,-84.2528891476197,0.09576646177135478,891.5109261611904,-124.28601373680578,0.19007222001678414,991.9576908488507,-20.656372669477747,two_block_descriptive_pilot
2,45.0,718.6450924620228,273.22580074874776,506.0956059784555,0.22568228757177555,7.626244157326869,35.82704606778786,0.04760964595556368,759.208893787817,-78.64347267182902,0.09576646177135478,703.1841894208899,-119.85235338574844,0.19007222001678414,784.6488805334651,-19.9407220155866,two_block_descriptive_pilot
2,50.0,568.1039410968585,233.34245936091483,401.4847457400689,0.2524996776040368,6.8636197415941815,33.996996941255,0.04760964595556368,601.073115563818,-74.43636258010461,0.09576646177135478,557.427879084343,-112.76398147386415,0.19007222001678414,623.6184815079138,-20.304351868922083,two_block_descriptive_pilot
2,55.0,450.9262827958323,185.3203809144699,338.6817097033423,0.23041856349003242,6.239654310540166,29.700424365084217,0.04760964595556368,478.1896776371403,-66.06719140842628,0.09576646177135478,440.8169165444366,-104.62769071125496,0.19007222001678414,495.56702531867563,-17.873993025976503,two_block_descriptive_pilot
2,60.0,359.2121329182643,144.53632522815667,277.74111764066976,0.2131037668165462,5.719683117995151,25.26998825746472,0.04760964595556368,381.21575316924674,-62.74124911908891,0.09576646177135478,350.20943474091234,-93.34687939752914,0.19007222001678414,394.406606790182,-15.047553395942316,two_block_descriptive_pilot
