block,nominal_speed_um_per_s,actual_gap_speed_um_per_s,early_source,late_source,quantity,distance_nm,median_pN,q25_pN,q75_pN,paired_pixel_count
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,180.0,5.393019295127718,-0.34021667715066306,9.4585150467801,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,180.0,-0.12631144108447634,-3.9099470252389144,3.037331927936682,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,185.0,4.906993924423189,-0.8238377480145831,10.889220802961969,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,185.0,-0.18166160246868346,-4.536399450268723,3.24307056798319,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,190.0,4.435591635198495,-0.854042379863097,11.508179279140327,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,190.0,-0.6009743471203592,-3.314893291916645,3.0226714217721566,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,195.0,4.489837423668239,-2.2032308345502716,10.713433874520923,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,195.0,-0.5212896820464028,-3.774285672431272,3.8346660990179653,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,200.0,4.155038247446726,-1.7484881235016552,8.743472639401341,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,200.0,-0.027437232994566907,-3.57991275780957,3.0931081733575247,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,205.0,3.6980326541307758,-1.7914654691566416,8.917733880564715,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,205.0,0.04348100963607793,-3.652350898968986,3.255346542755545,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,210.0,4.122443070472424,-1.2357435473844076,8.346122990292166,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,210.0,-0.1888574532319507,-2.957572935378431,2.9302344805751352,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,215.0,3.223222321722785,-1.5554892147695774,7.804475708734846,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,215.0,-0.26092252678129046,-2.4668861694018145,2.2846023246095397,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,220.0,2.9509778988647453,-1.207267783523652,6.944647911525147,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,220.0,0.1991469116527228,-2.9382109921848327,3.014150281165957,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,225.0,3.5173003120128747,-1.1528632115492126,7.24118980512485,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,225.0,-0.10412051157047358,-2.464075226495818,2.576465934647171,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,230.0,3.17617258728946,-1.5191741506647234,6.067590995127123,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,230.0,0.6820553179722406,-2.60244080471008,2.2826316576077614,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,235.0,2.7436376814156946,-1.7858866025513462,6.041083691375832,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,235.0,0.357123493647263,-1.267176226472739,2.134505113880424,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,240.0,2.0798611690504316,-1.8388672136011173,5.300074488695223,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,240.0,0.7989148597912545,-1.3067071661441716,2.7346089612168205,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,245.0,2.002587134470829,-1.0328614413322352,4.181312800137455,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,245.0,0.5717997526206022,-1.3535091945487825,2.381438091633596,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,250.0,1.2854332774094632,-1.2013824297686757,4.045232505207274,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,250.0,0.2076761199498804,-1.35151977249153,1.755143872325324,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,255.0,1.197655678656833,-0.6423921572926607,3.3136185552090853,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,255.0,0.4166894144340221,-1.8476381398270396,2.192617531421691,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,260.0,1.0860686661725647,-0.7725439044250404,2.148765778101153,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,260.0,-0.07829980855918539,-1.2334131574426477,1.2970492866323409,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,265.0,0.08507701048659795,-0.6978466554429357,1.7143901321475754,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,265.0,-0.3423522676950903,-1.244931268243841,0.9258700369197289,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,270.0,0.3823443670852775,-0.6834264635029599,1.2122755139675092,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,270.0,0.06861719531881971,-1.204566935135814,1.274972844529491,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,275.0,0.3667276820008818,-0.648884152354008,1.0711719573309577,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,275.0,0.1301711424076612,-1.0717394904555788,1.1676043373734637,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,280.0,0.7084366872733986,-0.5535017077047091,1.508279666378869,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,280.0,0.17355464301678636,-1.5182923159939476,1.3340836267571479,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,285.0,0.6524161689851442,-0.9964823271992117,1.648073521283437,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,285.0,0.4718970667908088,-0.7439694620714581,1.4398576549162596,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,290.0,0.06874985609027356,-1.3976631108814295,1.3057791469663629,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,290.0,-0.24601658051278522,-1.7142273454931884,1.4325708686551342,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,295.0,-0.4352554149602209,-1.4296784124009538,1.5732324870184482,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,295.0,-0.4332140787252164,-1.7599370753858277,1.191163774925439,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,300.0,-0.19855853789311345,-1.5087801555012281,0.8850022884712354,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,300.0,0.43514790691444727,-0.6312289781630804,1.2730383298898564,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,305.0,-0.7537296524243103,-1.7692051724242694,0.8001133884375895,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,305.0,-0.017768709450919795,-1.0830912730836282,1.5233257476465645,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,310.0,-0.6548317895548461,-1.6528012034117658,0.3783688958993926,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,310.0,-0.07742284990399606,-2.0239895298975785,1.055920533509288,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,315.0,-0.8348619316142889,-1.846024919389163,0.9576432183723046,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,315.0,-0.48996262300907917,-1.767451240151428,1.1053178675572208,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,320.0,-0.2288794348137388,-1.736721552259345,0.7549434109339039,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,320.0,-0.1482444711457019,-2.1072923254416445,1.3734509026508246,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,325.0,-0.527272162583954,-1.2733058109058661,0.9760734842716738,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,325.0,-0.32115198831080694,-1.612543578398985,1.1259799727452733,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,330.0,-0.3674252066568715,-2.0417016575981806,0.765408501889987,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,330.0,-0.3141919442777936,-1.5191450613508977,1.1200702180553788,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,335.0,-0.42907668456292347,-2.0827305378871666,1.2556399797661693,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,335.0,0.4174003767093096,-1.1048764788258905,1.453065120615207,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,340.0,-0.18182877423698418,-1.8060410572717567,1.0895199640983895,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,340.0,-0.20104497155132328,-1.095624331339078,1.1118669607294298,64
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,345.0,0.41952943012282073,-1.0474899446511445,1.4128401059109064,63
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,345.0,-0.13851339951800695,-1.6269121055195286,1.540283782563376,63
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,350.0,0.058919105595327925,-0.6008695467665849,1.6778611572904456,63
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,350.0,0.04626842467875514,-0.8346693435740362,1.6562848868278086,63
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,355.0,0.8137337734901072,-0.1385159504392056,2.0196281767722795,63
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,355.0,0.1905939520924047,-1.0558744467189791,1.1792541665281013,63
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,360.0,1.6367636718308942,-0.044512759349000564,2.7272128245183853,60
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,360.0,0.7569020211990073,-0.9005974735772329,1.886206563258398,60
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_sym,365.0,3.873140472628689,1.2742298469196833,6.7123480820785275,4
1,0.1,0.09829705588552728,27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,27-08-26/0/map1-0.1-data-2026.08.27-14.40.56.507.jpk-force-map,F_history,365.0,1.5394811349801816,1.1163632385431128,2.0231599495745085,4
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_sym,5.0,6681.84371171848,6480.421394075376,6903.665639158089,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_history,5.0,-505.52418858347164,-611.1219180330024,-354.0252747498595,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_sym,10.0,4422.979522126143,4292.225653215875,4618.247441649755,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_history,10.0,-709.8475126890032,-793.4905539238675,-615.7244918140641,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_sym,15.0,2850.5933279134,2779.835250801345,2962.5449168553496,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_history,15.0,-630.738882712404,-680.3055361535901,-572.3226212016903,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_sym,20.0,1920.8265878573488,1882.5940508878102,2004.320226359136,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_history,20.0,-552.5215982745844,-580.6315153276953,-510.9943748378939,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_sym,25.0,1323.9550142557528,1289.1390739927124,1377.5268463928828,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_history,25.0,-475.68005436430985,-498.02220119732556,-448.70977243977023,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_sym,30.0,931.3202673958867,902.3119806202567,966.1137058023102,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_history,30.0,-398.30814039025813,-414.64084387318394,-380.0884416531304,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_sym,35.0,667.39678814839,645.4400453200803,690.8822714051905,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_history,35.0,-334.59588491881317,-347.44288572523214,-315.4523853908097,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_sym,40.0,480.8416924522594,462.33689267937547,497.8654237610883,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_history,40.0,-269.78155309478586,-283.7129062668574,-254.98448821275053,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_sym,45.0,345.87804821832424,332.38633086120626,362.3065148291894,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_history,45.0,-219.5397859695463,-226.23502120516304,-204.88622117431817,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_sym,50.0,254.81431328878358,238.4491555454348,264.7040872232679,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_history,50.0,-175.34832820329115,-180.8227188466539,-162.9328483950141,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_sym,55.0,189.70816741698434,175.55908623217076,198.21305042586818,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_history,55.0,-139.15108884358955,-145.62797703580134,-130.9570724677123,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_sym,60.0,138.25341827048211,127.02725148413415,148.02249513321345,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_history,60.0,-110.19081145683462,-115.34358410653952,-100.74636794488336,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_sym,65.0,103.08068818191623,92.33145241093139,111.49446047743336,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_history,65.0,-85.42069069043627,-91.03825905182524,-78.03844185187857,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_sym,70.0,78.33587888585309,68.8317158842753,85.29266491920846,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_history,70.0,-68.76581512546628,-72.97798992273886,-62.29783401648371,64
1,0.2,0.19610371858311543,27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,27-08-26/0/map1-0.2-data-2026.08.27-14.47.23.611.jpk-force-map,F_sym,75.0,58.263843710685904,50.05990309736275,66.34117670538379,64
