source,timestamp,acquisition_order,block,nominal_speed_um_per_s,physical_row_zero_based,physical_column_zero_based,point_index_in_archive,distance_nm,force_linear_drift_corrected_pN,force_far_constant_referenced_pN
27-08-26/0/map2-0.2-data-2026.08.27-15.16.41.656.jpk-force-map,2026-08-27T15:16:41.656000,9,2,0.2,3,3,28,360.0,-1.0375427327442865,-6.34773263105294
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,5.0,7820.446169107428,7859.3170217929655
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,10.0,5284.0284981028935,5320.650817965201
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,15.0,3773.0760132556893,3808.137206466199
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,20.0,2823.9002734882624,2857.76848043719
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,25.0,2126.266452685526,2159.1068479534138
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,30.0,1624.441968506631,1656.423492455594
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,35.0,1275.3867070149768,1306.564881009525
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,40.0,1019.1429923143903,1049.529983403482
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,45.0,800.2792798211672,830.002268718899
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,50.0,624.1994306869153,653.2422184246245
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,55.0,478.87682763966734,507.2313954508254
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,60.0,390.1592307125686,418.02535763787387
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,65.0,303.40003428667836,330.5924960003394
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,70.0,240.48248440365296,267.0725494442514
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,75.0,188.43885336102545,214.452401407954
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,80.0,154.3147316368684,179.7129995993685
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,85.0,119.58571580868474,144.68243814240822
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,90.0,97.89204064862805,122.29033270947166
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,95.0,72.41918766926595,96.38845626766128
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,100.0,54.28452328320225,77.61606468112063
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,105.0,43.85150633265174,66.49225514473304
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,110.0,32.6717830055972,54.82494428451856
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,115.0,23.08859967675201,44.59693029996742
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,120.0,20.199297410490665,41.028112233690216
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,125.0,10.889937879330775,31.162482167933913
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,130.0,12.11327274479566,31.938096082732155
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,135.0,6.606173948010817,25.894744074186356
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,140.0,7.722559719728101,26.392493869107643
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,145.0,4.8981889799049085,22.856280911969005
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,150.0,6.200691533229416,23.65634865862116
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,155.0,5.799808049245923,22.789082577280926
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,160.0,3.249421612671246,19.7841937309525
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,165.0,-1.6327043707230853,14.230440240043317
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,170.0,2.971394413606022,18.387616506668117
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,175.0,0.9802242828983782,15.924265719210794
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,180.0,-0.3489867081728574,13.724539167837403
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,185.0,-5.03862955118634,8.581008646860132
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,190.0,-5.248388120413994,7.874581183160854
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,195.0,-2.580595033323561,10.13844934024057
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,200.0,-2.408009352625819,9.737371705798779
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,205.0,-10.151609700243537,1.4037095919084257
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,210.0,-10.444959303197122,0.571036736117688
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,215.0,-8.17547632147961,2.124376939400689
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,220.0,-8.85613686133182,1.0637168341912107
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,225.0,-5.774326305615227,3.622770575377729
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,230.0,-5.4287955165104576,3.5464020537444405
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,235.0,-5.554676442068854,2.852201505972136
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,240.0,-5.541521978873284,2.1539253195575228
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,245.0,-1.8126554713094254,5.048871328363805
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,250.0,0.43516629347830454,6.904529483377665
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,255.0,0.8335723517548795,6.712129517713856
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,260.0,-0.10986374758525962,5.32879811901703
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,265.0,-1.2784426901258386,3.6044302014872684
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,270.0,-3.5943255478289675,0.7359509924009612
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,275.0,-1.8297160801411771,2.1610328357264597
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,280.0,-3.6763750525081282,-0.6718342381497967
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,285.0,0.9843631994592584,3.782590283358093
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,290.0,-1.321771853666276,0.6769039349975482
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,295.0,7.961508158968522,9.556179746401359
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,300.0,4.295323856198067,5.283990945406618
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,305.0,-0.04403184297670798,0.20763390766225312
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,310.0,3.6876186169079377,3.6115625691113324
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,315.0,2.3470644231765827,1.7223300982085834
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,320.0,2.655391178048111,1.5543591129435708
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,325.0,-4.020560557291497,-5.8174025784482275
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,330.0,-0.9914140929667132,-3.3713484037656416
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,335.0,0.8655925433667235,-2.0114270758070503
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,340.0,1.8992887930519848,-1.5736935450394813
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,345.0,-2.419058564869574,-6.4810855393133675
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,350.0,-1.0863704233768887,-5.661658509110188
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,355.0,-3.0391835430065446,-7.976372743398398
27-08-26/0/map2-0.2-data-2026.08.27-15.20.44.298.jpk-force-map,2026-08-27T15:20:44.298000,10,2,0.2,3,3,28,360.0,-0.6401482759988261,-6.043376860000942
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,5.0,6982.244291065339,7017.436726725753
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,10.0,4793.482422209674,4826.828422756349
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,15.0,3403.910636309887,3435.877319400248
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,20.0,2530.634411602657,2561.542838081491
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,25.0,1905.173960621039,1935.182712043611
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,30.0,1436.769946034229,1466.0101521153574
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,35.0,1120.777925747443,1149.2775611589816
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,40.0,860.8231682045005,888.7003371378365
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,45.0,673.254702024697,700.4694267361986
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,50.0,519.5974748904193,546.2012853186873
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,55.0,410.91689793491844,436.9575440809398
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,60.0,315.0291747160081,340.5365324070501
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,65.0,242.03599955369458,266.8944142138357
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,70.0,184.6483784013269,208.95871388410885
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,75.0,140.54359731014551,164.435095376793
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,80.0,106.9028863800866,130.1965000921105
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,85.0,77.13899420044328,99.9053596441591
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,90.0,56.065464482213706,78.43243498234207
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,95.0,47.39430930921554,68.91390519047195
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,100.0,37.06645768226598,58.21560226892493
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,105.0,22.72515514255049,43.433459724859816
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,110.0,13.554624535295373,33.732694212476545
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,115.0,11.107478815577771,30.835710384349127
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,120.0,10.331864380868023,29.6254196677651
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,125.0,6.574184208303363,25.177133455675836
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,130.0,3.29204183271918,21.336539876030027
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,135.0,-2.1582813020155585,15.34709067367449
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,140.0,-5.441965159690026,11.715199614261806
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,145.0,-0.6835855597776679,15.839770771747991
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,150.0,1.7786278410738392,17.897993137576353
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,155.0,1.5656142334464893,17.0684018622225
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,160.0,1.037423953972717,15.929360267513688
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,165.0,3.5081156565095046,18.120935541602446
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,170.0,-0.2095366430676154,13.938311384918276
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,175.0,-3.029259183413591,10.388852602192095
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,180.0,-1.3392166058763337,11.682619356578336
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,185.0,-2.2951721729769226,10.253437023155387
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,190.0,-1.0858215635579453,10.8764381519627
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,195.0,-0.2477215636849669,11.391484559658723
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,200.0,0.6160025169846703,11.395560198301062
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,205.0,0.1800128037369792,10.713536863545448
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,210.0,0.2836993636011544,10.465171420915123
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,215.0,-3.163347997845383,6.477009900671058
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,220.0,-3.535449674177324,5.298255680654746
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,225.0,-6.535618580397839,2.041944662714207
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,230.0,1.328737953459641,9.456426005484985
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,235.0,-3.6769748992642235,3.6319159108678285
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,240.0,-1.1228633992426786,5.815364759127065
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,245.0,2.523957125918908,8.85484683100499
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,250.0,1.4830745330601758,7.343257072350676
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,255.0,1.708485992624414,7.27503982800203
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,260.0,2.1071349709192058,7.211917131956292
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,265.0,1.0025534018429554,5.349151460773525
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,270.0,-1.8942198780207504,2.0836702558877365
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,275.0,2.6718367607810025,6.189950742393754
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,280.0,-1.32367559859575,1.5309490422053664
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,285.0,0.6703967173767555,2.9488985179068012
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,290.0,-1.0653971972784584,0.9823034671653055
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,295.0,-4.549745279248874,-3.152481638381826
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,300.0,-2.9095803100174553,-1.991048882595412
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,305.0,-3.7706818472607138,-3.5800260725436064
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,310.0,-1.0991930631343798,-1.303930999536902
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,315.0,-0.3780732083114829,-0.9598874546324971
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,320.0,3.468474656629255,2.4613129681361805
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,325.0,1.6043750843900615,-0.19645075285099162
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,330.0,0.8906394972885308,-1.3151390058033061
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,335.0,2.072095434819624,-0.6209384580310018
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,340.0,4.81088644558434,1.599141435098871
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,345.0,0.37877603713115576,-3.3194337139862613
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,350.0,-3.125361570002979,-7.465401974344669
27-08-26/0/map2-0.05-data-2026.08.27-15.24.51.168.jpk-force-map,2026-08-27T15:24:51.168000,11,2,0.05,3,3,28,355.0,-2.1900433979586036,-7.012409650123546
27-08-26/0/map2-0.1-data-2026.08.27-15.36.15.070.jpk-force-map,2026-08-27T15:36:15.070000,12,2,0.1,3,3,28,5.0,7363.803313082575,7396.60621297193
27-08-26/0/map2-0.1-data-2026.08.27-15.36.15.070.jpk-force-map,2026-08-27T15:36:15.070000,12,2,0.1,3,3,28,10.0,4798.883875308674,4829.740690229387
27-08-26/0/map2-0.1-data-2026.08.27-15.36.15.070.jpk-force-map,2026-08-27T15:36:15.070000,12,2,0.1,3,3,28,15.0,3376.1981104931956,3405.7602633955244
27-08-26/0/map2-0.1-data-2026.08.27-15.36.15.070.jpk-force-map,2026-08-27T15:36:15.070000,12,2,0.1,3,3,28,20.0,2464.9330741132976,2493.492098482262
27-08-26/0/map2-0.1-data-2026.08.27-15.36.15.070.jpk-force-map,2026-08-27T15:36:15.070000,12,2,0.1,3,3,28,25.0,1821.8586945022585,1849.5892557094312
27-08-26/0/map2-0.1-data-2026.08.27-15.36.15.070.jpk-force-map,2026-08-27T15:36:15.070000,12,2,0.1,3,3,28,30.0,1369.8647736681526,1396.8997961720343
27-08-26/0/map2-0.1-data-2026.08.27-15.36.15.070.jpk-force-map,2026-08-27T15:36:15.070000,12,2,0.1,3,3,28,35.0,1036.5795196108932,1062.933913948608
27-08-26/0/map2-0.1-data-2026.08.27-15.36.15.070.jpk-force-map,2026-08-27T15:36:15.070000,12,2,0.1,3,3,28,40.0,790.6249890137534,816.3438841246341
