acquisition_order,baseline_method,distance_nm,finite_pixel_count,force_pixel_median_pN,spatial_mad_pN,reference_subtracted_spatial_mad_pN,reference_definition
10,far_constant_referenced,190.0,64,72.57687384464055,34.034650496477504,14.802883671691474,subtract each pixel median force over 200-250 nm before spatial MAD
10,far_constant_referenced,195.0,64,70.97792928119694,35.05704537683324,14.98473932387261,subtract each pixel median force over 200-250 nm before spatial MAD
10,far_constant_referenced,200.0,64,74.89989877930715,30.759076104516364,12.496682189300783,subtract each pixel median force over 200-250 nm before spatial MAD
10,far_constant_referenced,205.0,64,73.19120255127675,31.31749407054328,10.003031629736354,subtract each pixel median force over 200-250 nm before spatial MAD
10,far_constant_referenced,210.0,64,70.23978697795033,31.58639450998093,8.444823616581488,subtract each pixel median force over 200-250 nm before spatial MAD
10,far_constant_referenced,215.0,64,67.9715755166811,35.2369595095962,9.656562866874888,subtract each pixel median force over 200-250 nm before spatial MAD
10,far_constant_referenced,220.0,64,71.077547624479,31.2759363096631,8.217527164678232,subtract each pixel median force over 200-250 nm before spatial MAD
10,far_constant_referenced,225.0,64,68.45688365852413,31.739820770683437,8.304618178587127,subtract each pixel median force over 200-250 nm before spatial MAD
10,far_constant_referenced,230.0,64,66.4723116554168,31.940490670561665,9.266502370402883,subtract each pixel median force over 200-250 nm before spatial MAD
10,far_constant_referenced,235.0,64,68.74557418761688,32.694123791434166,10.77755919768686,subtract each pixel median force over 200-250 nm before spatial MAD
10,far_constant_referenced,240.0,64,61.413664122030795,33.26779655289593,10.705630525906168,subtract each pixel median force over 200-250 nm before spatial MAD
10,far_constant_referenced,245.0,64,60.36260485691193,34.33951527180644,11.404115249969294,subtract each pixel median force over 200-250 nm before spatial MAD
10,far_constant_referenced,250.0,64,63.51070040188962,37.8726183466178,13.28826739214066,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,80.0,64,42.61227217624116,174.39134074014027,45.76178807374186,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,85.0,64,19.44428812537111,157.05751588034713,46.09324722572266,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,90.0,64,19.895582333346226,142.83568199340834,38.19942328183712,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,95.0,64,19.10088380276106,158.46153322171315,47.311072321161156,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,100.0,64,5.3128744535758825,148.82911430778879,52.72807042718865,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,105.0,64,9.3363686302958,155.7537119793015,42.92620412285103,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,110.0,64,9.187757599902762,143.23594271351183,36.97384111515992,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,115.0,64,4.678494643055735,144.563984189494,42.62799680674248,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,120.0,64,5.32236040954885,133.47885128112702,36.43676155684322,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,125.0,64,10.452662330173869,132.5221718012317,34.3045667170383,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,130.0,64,7.712225790447871,137.21831443848066,28.640209129182534,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,135.0,64,7.798699017727213,132.89490581680127,25.535507565588997,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,140.0,64,14.934697730384647,135.7194442935788,21.944330910609654,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,145.0,64,20.014891354837765,130.40142424979086,29.829219855170976,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,150.0,64,18.970676266360268,138.60123034580212,20.97338402783122,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,155.0,64,23.474907083869063,140.57040156462503,25.721442298818033,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,160.0,64,17.174868015916307,135.79005270321483,17.521453825878208,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,165.0,64,20.98237368652844,138.11549945611745,22.36922099800406,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,170.0,64,10.798663289992668,134.63737698644042,21.649868124796843,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,175.0,64,16.52716477497576,119.24563500758894,18.428566456637135,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,180.0,64,15.178995422640366,117.01312440506345,18.85186353190316,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,185.0,64,13.945990679318815,131.47660639889418,17.498315501304663,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,190.0,64,19.35078243269724,119.55002255893943,15.416071997618456,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,195.0,64,19.359167723679697,114.0400920836038,13.587165846930601,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,200.0,64,21.45187747043386,127.60456721268038,13.902648143561452,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,205.0,64,21.926440859302566,126.76008564851189,11.69865960582097,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,210.0,64,20.970273009839072,122.27091201439755,8.335837967104396,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,215.0,64,16.092572458584126,125.10809689358568,10.37062017090483,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,220.0,64,23.359201370736983,114.00422456279469,6.951715129790731,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,225.0,64,16.194430092337214,129.28013637185688,8.15423717607342,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,230.0,64,19.464409246499557,120.15758645351039,9.497212677173968,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,235.0,64,20.928201807622784,120.16009284624629,6.647101293265748,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,240.0,64,19.024920046112893,121.66248381637345,8.960684950543092,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,245.0,64,13.060097285838552,122.11090821061192,12.788995043040012,subtract each pixel median force over 200-250 nm before spatial MAD
11,linear_drift_corrected,250.0,64,14.208012992688207,126.87086295803061,11.993403438559307,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,80.0,64,128.23718110412233,36.45253557207358,25.122151833346884,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,85.0,64,120.34466452454339,37.65294929243198,25.470608342285413,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,90.0,64,118.57713267404401,38.51262635487131,22.630350339897703,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,95.0,64,112.55940525353259,41.08393769116346,29.723229268189574,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,100.0,64,111.00897591454586,36.44116381548251,29.05677961452619,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,105.0,64,103.81883880886838,33.31707416480013,27.11031394435936,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,110.0,64,105.52762857525029,37.240191509425614,20.282591096626845,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,115.0,64,101.69118430894676,41.428557387914324,24.266404036399084,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,120.0,64,101.59409150112702,35.433838823946495,25.008619174030866,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,125.0,64,99.59923027946616,38.84975733386196,25.451655414629275,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,130.0,64,101.07302052994194,36.543370944860726,23.372565477528557,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,135.0,64,103.21093306897032,35.50211559015372,17.4726577784882,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,140.0,64,103.0883354709147,38.45206943967804,21.043666708604412,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,145.0,64,101.55072088594443,38.92163977899486,15.79888313328784,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,150.0,64,102.45997601170416,36.68732074173338,16.01480782859818,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,155.0,64,95.08856158275829,36.78190047339605,16.601655186107383,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,160.0,64,93.36692588290754,38.5089282226427,17.025923405664848,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,165.0,64,98.46264578254187,31.234332322126857,19.313218187050886,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,170.0,64,94.62108808640835,29.003803870398816,15.859532501782244,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,175.0,64,95.21627261063956,32.408304397068925,20.244592788009818,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,180.0,64,89.95963556869472,33.43439740965238,16.12085177015946,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,185.0,64,93.609657902455,33.35863192568124,16.13966601785471,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,190.0,64,93.43592600612556,37.376606361889294,15.745814935852964,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,195.0,64,92.02608480794254,28.890040077809743,13.019228272743062,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,200.0,64,92.52916523637889,30.325377647785142,11.387196295038024,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,205.0,64,94.01832695578895,30.30268036125074,9.596005951683443,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,210.0,64,89.31088474907891,33.33593463914871,8.497706907404032,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,215.0,64,90.56501577313233,35.759505593042164,11.22813038269419,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,220.0,64,87.79618705998493,32.34377198973723,7.763119167486874,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,225.0,64,87.13976609562567,29.47711856859203,7.479148839231365,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,230.0,64,88.2483202668505,28.549303419899903,10.928905259010282,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,235.0,64,89.56630680484642,34.20310041934275,6.672447520920285,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,240.0,64,85.19853352825105,30.49207095784269,10.171527779253978,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,245.0,64,85.24969900597412,30.030035562936693,10.856976587225905,subtract each pixel median force over 200-250 nm before spatial MAD
11,far_constant_referenced,250.0,64,78.26126176342329,32.67711238319901,10.762304402255694,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,80.0,64,-4.646083334072069,121.26086438216349,46.1227743182218,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,85.0,64,-12.302644555282262,116.46388074249259,44.20172252777053,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,90.0,64,-15.063268917591184,108.51383109031784,38.91536458756706,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,95.0,64,-18.174973827868406,122.25465336900552,39.6760419343808,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,100.0,64,-20.848069864296868,115.47902518670759,38.067532412671696,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,105.0,64,-19.332601895386375,108.15669702962533,36.59801725046799,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,110.0,64,-24.657690515159175,112.64308259184598,35.98837566327069,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,115.0,64,-26.86730136957807,115.05488999376004,37.120824325559916,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,120.0,64,-25.258258926635605,107.68098159528995,33.84483129323038,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,125.0,64,-25.401640932988443,109.61789118863342,28.242942551496213,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,130.0,64,-18.9761788896988,110.83680757804147,34.70539863954088,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,135.0,64,-13.468080834610593,107.19706509799494,30.694589574444482,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,140.0,64,-18.266597294023303,111.11194132192753,34.66399797928225,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,145.0,64,-15.640452749125426,105.37202171459747,26.88003605030854,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,150.0,64,-11.73530154031883,103.71917322775879,28.939385283412015,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,155.0,64,-16.934077128238993,105.33723394545977,28.499188572015573,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,160.0,64,-18.830477733541315,96.9724739945972,23.215882332801208,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,165.0,64,-18.01668406390033,104.75839745995516,27.889540924074396,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,170.0,64,-20.34573298948413,91.1930175199932,23.301832962972696,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,175.0,64,-15.105099770615677,96.65993217306365,24.329204826520982,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,180.0,64,-11.980650696360826,97.69460206973656,20.956881548954705,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,185.0,64,-14.643118894354725,93.6220217833434,18.223889498578043,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,190.0,64,-15.731668426908794,90.33445621880227,20.356042604133535,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,195.0,64,-18.710591504301973,89.95993382374772,16.832965214516083,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,200.0,64,-16.90591388034234,90.10823217980376,13.557935228650352,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,205.0,64,-18.133192885963155,87.14829281608361,10.834903282169048,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,210.0,64,-17.50467593011528,80.83262297372866,9.570493135503725,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,215.0,64,-21.330393524266675,85.04903239396349,6.289293044280355,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,220.0,64,-15.966658093359598,82.95019598152541,4.9544533837732425,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,225.0,64,-23.81955845275521,88.63036107704298,5.802165255872961,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,230.0,64,-21.92532036178647,84.25736982935899,7.495426297865702,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,235.0,64,-13.89334080175287,78.7548690598694,10.625889076791037,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,240.0,64,-17.6448832016192,73.15991626183387,8.934259929748574,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,245.0,64,-21.182255357378644,72.52400235656226,8.093502894778439,subtract each pixel median force over 200-250 nm before spatial MAD
12,linear_drift_corrected,250.0,64,-18.41254847295997,76.17139867761762,13.696681601375476,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,80.0,64,83.46112102661444,71.57878224817671,28.130952211906465,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,85.0,64,79.14572922630003,66.84891735858777,29.375835972268213,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,90.0,64,82.5658031150794,70.12647949662133,26.655952173820403,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,95.0,64,76.53850360336553,66.41914816734761,26.782613202539775,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,100.0,64,79.87620138480443,69.96459375845549,25.021932450044748,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,105.0,64,77.10297636918307,61.49808984170712,25.254729873628413,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,110.0,64,75.89099996175436,62.79040214786059,24.735974375714964,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,115.0,64,75.74027849964962,60.86196487228905,23.062199730514635,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,120.0,64,77.49309364966854,52.10945665456218,21.256771578091776,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,125.0,64,70.83363078582477,56.446348768553214,21.80395646748848,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,130.0,64,66.98823801732385,55.45141251997027,22.554769762544463,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,135.0,64,67.33881975499781,57.32678159810505,20.735103801052382,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,140.0,64,66.10897752262427,64.44624085176862,23.50893410333984,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,145.0,64,69.17597531771602,58.856837579696595,21.8824955506237,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,150.0,64,74.88845592109675,63.675550096001196,20.89786784562301,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,155.0,64,67.95377205063417,55.241219929613436,22.68143079126017,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,160.0,64,66.22066231312124,60.18210948931157,18.491400753269502,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,165.0,64,62.54388801112042,59.58190262913235,19.77705642141972,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,170.0,64,62.04648224261197,58.761148408364434,19.731569395045245,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,175.0,64,65.76223085732079,62.68153838047448,21.1233614580634,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,180.0,64,63.796803036615955,54.4336865315509,16.10943378691229,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,185.0,64,64.70097591199868,54.033132584891646,13.933822598730693,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,190.0,64,60.33070827939213,52.418990321824666,15.766616929620616,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,195.0,64,58.816041769747414,62.08784947834736,12.394382606615896,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,200.0,64,55.48919443696492,56.295048933878476,12.102969787258063,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,205.0,64,59.72791596932035,58.32842071134735,11.932485891668009,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,210.0,64,54.6233411058383,57.611768912723925,7.643854403219268,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,215.0,64,57.10216975298539,54.59182791083663,6.004102574490125,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,220.0,64,55.57789997268954,55.085990829450836,6.5097297030029955,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,225.0,64,56.887655135840404,58.96482304067888,6.286177609981721,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,230.0,64,48.717890885376626,58.31889802086505,8.831001074214308,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,235.0,64,51.429848281420675,54.22538923395617,11.310460051360089,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,240.0,64,51.68654869464274,54.01135983141351,10.928905259008436,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,245.0,64,52.20378459345733,58.249927854863586,7.485713023929823,subtract each pixel median force over 200-250 nm before spatial MAD
12,far_constant_referenced,250.0,64,50.36092319135824,55.618984136432566,13.977460558990872,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,80.0,64,50.019649339347,74.94339770235558,25.107161205029556,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,85.0,64,47.017793528009065,71.48555043766254,16.161018968601887,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,90.0,64,36.41772185285581,67.40295244566106,19.254531300316142,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,95.0,64,41.74380246934605,73.12074825399874,16.543888578776002,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,100.0,64,40.36681297067311,67.72178196832098,17.486303106613903,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,105.0,64,37.32830696403952,71.78975772247709,15.994293823160488,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,110.0,64,36.45637871454743,60.76024262338124,23.472199825874075,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,115.0,64,35.65091207906909,62.29229098548668,19.400928462894683,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,120.0,64,31.65550329789497,68.02467029377348,15.039818569728373,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,125.0,64,34.948768808008765,70.62823476086925,18.014831395743265,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,130.0,64,30.12998570316357,64.57480173573532,17.100650892216432,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,135.0,64,31.416649008775913,67.6393373940886,20.955330304433478,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,140.0,64,26.983430453622447,65.68561012045804,13.878918570431088,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,145.0,64,26.736698121948194,61.380721717923684,13.072815562650282,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,150.0,64,28.736598057196463,65.90098421163508,13.729694497657444,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,155.0,64,25.449134484214987,62.57279480571114,12.311069441476022,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,160.0,64,26.655988072219948,61.40382409701685,14.180373831006237,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,165.0,64,25.27439534014659,72.33621024322177,9.730886145633397,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,170.0,64,27.266581570445055,69.27437694619044,17.80604224328876,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,175.0,64,28.06441928068179,67.98058896737196,12.221600199108016,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,180.0,64,23.678487398767913,59.5370447549468,11.689680716099586,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,185.0,64,22.870067040718467,61.18250611435926,13.152501668329812,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,190.0,64,25.205744604127858,70.64748626672774,11.630719730688423,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,195.0,64,23.382400527049747,61.84092577122332,9.77344058931899,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,200.0,64,23.213354253161622,65.20335103824893,8.56808596274038,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,205.0,64,20.374461784676733,64.7015145567097,6.9123157383313245,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,210.0,64,28.339987023313597,65.62225201286999,8.131538948938625,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,215.0,64,21.714897092216138,64.88614645199094,8.788823833574309,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,220.0,64,23.15751831492657,68.23474124519532,7.123741748848861,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,225.0,64,19.46214091095835,59.94156440952223,6.762132303155187,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,230.0,64,20.7400582151702,60.998003387215974,4.462923697658457,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,235.0,64,20.530853273851555,66.96662086909916,8.341896766896491,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,240.0,64,20.600318322066208,55.911142206655676,8.478761580648722,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,245.0,64,21.08472273822437,58.86510940088895,8.140600365927327,subtract each pixel median force over 200-250 nm before spatial MAD
13,linear_drift_corrected,250.0,64,18.623474801202534,52.67383383175059,11.39188629540782,subtract each pixel median force over 200-250 nm before spatial MAD
13,far_constant_referenced,80.0,64,126.62033953628276,19.12378136380377,18.37768318734113,subtract each pixel median force over 200-250 nm before spatial MAD
13,far_constant_referenced,85.0,64,123.95624259623995,15.878577882754215,13.33749877739066,subtract each pixel median force over 200-250 nm before spatial MAD
13,far_constant_referenced,90.0,64,115.12640938575008,17.109177607390656,10.398685551200028,subtract each pixel median force over 200-250 nm before spatial MAD
13,far_constant_referenced,95.0,64,111.55813957032764,15.549028074818509,10.55400710466094,subtract each pixel median force over 200-250 nm before spatial MAD
13,far_constant_referenced,100.0,64,111.99998355864216,18.165687757523315,11.68637519207323,subtract each pixel median force over 200-250 nm before spatial MAD
13,far_constant_referenced,105.0,64,104.28880666123013,17.00687802470576,10.48975205725008,subtract each pixel median force over 200-250 nm before spatial MAD
13,far_constant_referenced,110.0,64,104.02063221034403,13.242780365767098,11.360662196316882,subtract each pixel median force over 200-250 nm before spatial MAD
13,far_constant_referenced,115.0,64,101.64014354902818,16.677513123390685,12.511890758078609,subtract each pixel median force over 200-250 nm before spatial MAD
13,far_constant_referenced,120.0,64,102.77928476086154,16.662258327954014,10.830534941811399,subtract each pixel median force over 200-250 nm before spatial MAD
13,far_constant_referenced,125.0,64,97.083298086619,17.927065775683232,12.879300194671409,subtract each pixel median force over 200-250 nm before spatial MAD
13,far_constant_referenced,130.0,64,99.0220051185313,14.325778387963885,15.556516792567619,subtract each pixel median force over 200-250 nm before spatial MAD
13,far_constant_referenced,135.0,64,99.56100427356282,12.913276784490236,14.041808059715738,subtract each pixel median force over 200-250 nm before spatial MAD
13,far_constant_referenced,140.0,64,101.32841140626022,15.340684550563072,11.186572621809423,subtract each pixel median force over 200-250 nm before spatial MAD
13,far_constant_referenced,145.0,64,96.49590842492825,15.38607912363,9.857232766749423,subtract each pixel median force over 200-250 nm before spatial MAD
13,far_constant_referenced,150.0,64,93.89058474845467,15.867113672845427,12.784443103082364,subtract each pixel median force over 200-250 nm before spatial MAD
13,far_constant_referenced,155.0,64,92.8561441302785,12.133202018199553,10.129923791716799,subtract each pixel median force over 200-250 nm before spatial MAD
13,far_constant_referenced,160.0,64,94.03878067509646,13.121666535384197,8.009276093734995,subtract each pixel median force over 200-250 nm before spatial MAD
13,far_constant_referenced,165.0,64,89.84726483029536,17.029621537887913,8.134226736300947,subtract each pixel median force over 200-250 nm before spatial MAD
13,far_constant_referenced,170.0,64,90.91488038345337,15.090875718743346,12.587702468703071,subtract each pixel median force over 200-250 nm before spatial MAD
13,far_constant_referenced,175.0,64,92.58796967939614,18.790487196997148,9.732189670882361,subtract each pixel median force over 200-250 nm before spatial MAD
