acquisition_order,block,nominal_speed_um_per_s,source,source_sha256,approach_curves,approach_skipped_curves,retract_curves,retract_skipped_curves,instrument_failure_flag_count,valid_contact_curves,contact_fit_r2_median,contact_fit_r2_min,contact_invOLS_median_nm_per_V,contact_invOLS_mad_nm_per_V,terminal_load_median_nN,far_noise_pixel_median_pN,far_noise_pixel_p95_pN,far_noise_pixel_max_pN,far_noise_pixels_over_30pN,far_noise_pixels_over_50pN,far_slope_median_pN_per_100nm,far_slope_mad_pN_per_100nm,snap_detected_pixels,snap_detected_fraction,snap_distance_median_nm,snap_distance_p95_nm,snap_distance_max_nm,primary_dmin_nm,primary_dmax_nm,primary_r2,primary_rmse_pN,primary_force_signal_pN,primary_relative_rmse_percent,primary_lambda_D_apparent_nm,primary_potential_magnitude_apparent_mV,primary_fit_quality_pass,primary_quality_flags,common_80_250_r2,common_80_250_rmse_pN,common_80_250_force_signal_pN,common_80_250_relative_rmse_percent,common_80_250_fit_quality_pass,common_80_250_quality_flags,common_80_250_line_spatial_mad_pN,common_80_250_line_reference_subtracted_spatial_mad_pN,common_80_250_constant_spatial_mad_pN,common_80_250_constant_reference_subtracted_spatial_mad_pN,primary_window_line_spatial_mad_pN,primary_window_constant_spatial_mad_pN
22,4,4.0,raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.28.41.781.jpk-force-map,5dc5c8d087d55c2e6961de822d32e17b5d30eecf234c45d34a4533209d0a4b6c,64,0,64,0,0,61,0.9998842623874699,0.9997221688874177,81.81015407481888,0.45012648838078656,30.578886848939465,14.432075920493777,17.521296283218035,19.979101989198664,0,0,-15.95643416523842,6.283869508733382,61,0.953125,9.41190351583581,10.931677556785038,11.315316375492538,20.0,250.0,0.9988685883440467,7.728264700690155,1243.1281577495795,0.6216788391858602,12.231026576947238,51.5633325939586,True,,0.8264551145802106,2.466450133248445,22.28054635670522,11.069971506808132,False,broad_local_parameter_scale,43.69561635562075,10.645195932452713,12.992925307291761,9.84590723681143,45.552056064882464,13.806976663399881
23,4,1.0,raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.29.38.863.jpk-force-map,2c4288190a5fae713befbe26f94a08f8a334cfd2d06daa3da279f81b466804c7,64,0,64,0,0,62,0.9998196764930594,0.9995885626286944,81.89982257086484,0.3450053008474867,30.622078241196977,10.46853550960751,39.549219872564024,55.36678831099007,4,3,-19.80791630049645,10.041021851848415,61,0.953125,9.954920175711756,11.958714706146807,15.184332709049373,25.0,250.0,0.9991194396402695,4.332142545329335,782.0524409065725,0.5539452751157479,11.768911681433599,50.47316312393403,True,,0.34335296205643084,3.717443547921336,5.943133536287757,62.55022750579743,False,r2_below_0.70;weak_signal;broad_local_parameter_scale,67.66911042832972,14.072865282286195,19.910558994753796,12.675671789008423,70.22870820546541,20.981699880504266
24,4,2.0,raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.32.05.092.jpk-force-map,256c0f4d647b0f91954aa72811453e21d711b13a153deb1df41bcdac451dd998,64,0,64,0,0,60,0.9998735093373976,0.9996903747070022,81.96007937775317,0.38979102439127616,30.54901964103844,11.060279921230418,14.019253413925746,14.724097749664967,0,0,-17.738518286442144,5.871076363465123,58,0.90625,9.114590001287736,10.88033369394374,11.195667976984371,20.0,250.0,0.9994359701034801,5.33789307052755,1216.2193571777564,0.4388922967740096,11.7124728833237,51.91936908531487,True,,0.07732267103464041,3.3441773437648843,1.7485250570251023,191.25704434882883,False,parameter_boundary;r2_below_0.70;weak_signal;broad_local_parameter_scale,46.71209851316584,9.656506971004433,15.117271137499907,9.40860310116234,49.19754967397221,15.927624361382614
25,5,1.0,raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.33.27.648.jpk-force-map,ef4ace96b54261ef1f50ccb7294ef754fe7255be2731787fe7327e06eb435011,64,0,64,0,0,60,0.9998136839186649,0.9995574512437687,81.97077510614378,0.37856754774929896,30.631743597393445,17.601198152853605,53.81877282584395,62.889406257006485,9,4,-11.888449486587962,40.95475175954749,58,0.90625,9.250335786163046,11.403034741446863,11.60637459284393,20.0,250.0,0.9983074683521964,9.12151023641373,1206.9132656633299,0.7557718102800428,12.051773710162939,50.86917811786536,True,,0.516440093906458,3.6506779457135896,10.615496885648106,34.39008070031293,False,r2_below_0.70;weak_signal;broad_local_parameter_scale,177.39600445049788,26.923304064539924,69.89072356725526,24.72830075134791,194.89264533212832,69.58317764606333
26,5,4.0,raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.35.50.129.jpk-force-map,c92a583e51b79a8dc80ff3686e911b431b562cb951251477217ee4090636717e,64,0,64,0,0,63,0.9998941663518115,0.9996931783502238,82.10304265040264,0.4448738440882553,30.574301051277956,14.234814868678612,20.625947184688513,31.30368469568069,1,0,-18.522500025625913,11.459046362075082,55,0.859375,8.241739579018258,10.111617800697172,12.925042770405595,25.0,250.0,0.9988911668024869,5.030762731704312,791.7074005526208,0.6354320710142134,12.868549710445919,48.31970577681618,True,,0.6343102456468972,3.3938535826910936,16.35661623992548,20.749117867098384,False,r2_below_0.70;broad_local_parameter_scale,60.489773131505295,12.673289025311826,28.447003837216638,12.405800589861698,62.16665498442008,29.71943868265913
27,5,2.0,raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.37.03.865.jpk-force-map,6c4603b499f12b8b8c84d821eeda154113a4627a732c4cbcf6d5e0aa03460d59,64,0,64,0,0,62,0.9998772908556464,0.9995747851865031,82.13087486702757,0.27376334467011226,30.550367959880905,11.159815423380032,13.538516509072489,14.56141911958559,0,0,-20.387741996658455,9.177085825280969,58,0.90625,8.077242241090781,9.84125004116108,11.129544196292482,20.0,250.0,0.9992937548621533,6.010035895507692,1229.3582784121834,0.48887586320809134,11.597590117587048,52.27478050406834,True,,0.20053422076906602,4.170888811105849,3.240911908717834,128.6949145358268,False,parameter_boundary;r2_below_0.70;weak_signal;broad_local_parameter_scale,46.873349448752734,10.669000372560584,14.450821483836025,9.652772281342363,50.48494769297019,15.283871994252669
28,5,2.0,raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.38.22.628.jpk-force-map,6dd7c0b5a17748f2a958caa9b3ca39e1ac3f9b2962d4db3ade675957d1a04072,64,0,64,0,0,61,0.9998422719307885,0.9982678376580367,82.17357480630126,0.4375716736972792,30.567756839984966,10.945950868709573,13.40216484826141,15.308639957199652,0,0,-21.350108168925672,6.960714451755072,57,0.890625,8.016700230609995,9.453296390273799,10.072162783142673,20.0,250.0,0.9993891353662683,5.485812253214929,1207.6152568516595,0.45426821349680846,11.619763893390322,51.68106892098267,True,,0.2801163678456553,2.833316070896259,3.7318103080411316,75.92336793730273,False,r2_below_0.70;weak_signal;broad_local_parameter_scale,43.5213310361396,10.511593411146867,12.902043707852666,9.429312641624042,44.71599081099598,13.53040259959614
29,5,4.0,raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.39.43.669.jpk-force-map,60b19c8305b7f4f8ceb206ead60778485f6fcf717ddb8c23572d1ae0c377c6cc,64,0,64,0,0,63,0.9999033898624329,0.9996754693683167,82.19709436873791,0.4309346989362315,30.514413171369643,14.5140753196996,16.952091015872853,19.05605701913206,0,0,-22.651465061648008,7.1485702721018995,57,0.890625,7.63753371379152,9.014553937567214,9.388378708381541,20.0,250.0,0.9991708130123959,6.6222359243965325,1243.3919967388017,0.532594382283744,12.062303662572136,51.83281297009133,True,,0.4038201727534313,3.0368005038481214,8.727224211936099,34.79686587740846,False,r2_below_0.70;weak_signal;broad_local_parameter_scale,47.2278478992122,12.868373943195087,13.117783496550148,9.906464152002627,50.24379569090791,13.9168574171461
30,5,1.0,raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.40.42.235.jpk-force-map,720401fa2b28ebfa3d5099b15dbbeb9ddbc7b5ca49fe81038d5f80bc8a68cca1,64,0,64,0,0,62,0.9998281729100846,0.9995838328223637,82.27174111193888,0.3353744998398753,30.55127768142534,9.700714950155541,11.428311263599982,15.968785652911755,0,0,-20.27290072205097,6.908862465834545,58,0.90625,8.1250928646283,9.98727677936869,11.620970672138927,20.0,250.0,0.9990558598818886,6.7657042786822466,1197.7710609575681,0.564857884717414,11.829315398189879,50.97882703971902,True,,0.44596564453883103,2.720102594795373,4.8154275062353324,56.48725043151839,False,r2_below_0.70;weak_signal;broad_local_parameter_scale,47.31341033071247,11.301756004591542,16.478646062961467,9.52222821378659,49.14694767430157,17.200012980171348
31,6,4.0,raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.43.14.548.jpk-force-map,59d3323480a4350b03a0ae21d8c0e4e883e13c145336f0caf1d61af512f8862d,64,0,64,0,0,62,0.9998801325840638,0.9990713950661889,82.3790150249783,0.37877921674979587,30.535412095388217,14.5865872270154,16.632646671456907,18.864158751738092,0,0,-21.56424336914644,9.437157116006343,56,0.875,7.283392592689936,8.679750149167626,11.867186063129388,20.0,250.0,0.998901444873341,7.517588767433965,1219.8132153414756,0.6162901559751904,12.19717180448358,51.132132087708776,True,,0.40593594141946365,4.794630336623158,14.823869348764305,32.34398674070095,False,parameter_boundary;r2_below_0.70;weak_signal;broad_local_parameter_scale,63.959984765541634,12.489134423083955,21.021015648726106,11.11834208225368,67.6087165876522,22.604093601098334
32,6,2.0,raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.44.14.124.jpk-force-map,491a847d1339995aceb26aecca7e13e0740b58616fd04c87384ca620512522cd,64,0,64,0,0,62,0.9998601794127309,0.9995718897824384,82.38361508357505,0.40082699394191745,30.521529586880646,11.338122025898091,14.406136633170185,16.218332040318927,0,0,-21.939608521968918,10.69510278532724,57,0.890625,7.75468844554326,9.51690464905101,10.654885776776956,20.0,250.0,0.9989647789182224,7.174633506106573,1219.5720530990243,0.5882910720916644,11.603490505657238,51.94877439545438,True,,0.5780176675598443,3.1540462721313114,16.45590161716264,19.166657321539933,False,parameter_boundary;r2_below_0.70;broad_local_parameter_scale,72.00752108746809,15.964444514011383,18.911647254030612,10.234118667169788,74.25107404247518,18.991388230140128
33,6,1.0,raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.45.32.335.jpk-force-map,79557a8f4acd8af06902aa0d3940e1ff451b49bebdc59d9736e90c66a73c98ca,64,0,64,0,0,62,0.9998258853413164,0.9996508028814475,82.40537515790578,0.2510055795870728,30.551199239298782,10.180065863945629,14.001946653659072,26.696857945767803,0,0,-21.60923947249416,13.593134179183224,59,0.921875,7.7048278339871406,9.303083154241394,10.329039013294734,20.0,250.0,0.9994771872622513,5.004320307816467,1187.041830517072,0.4215791035465532,11.547209351118024,51.573421943094516,True,,0.11512955651357482,3.5298013028532385,3.110003741547496,113.49829762895581,False,parameter_boundary;r2_below_0.70;weak_signal;broad_local_parameter_scale,83.10080016872578,13.3032751670838,19.745807204115373,12.11998119549413,88.39898294486049,22.00471882067103
34,6,1.0,raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.47.50.251.jpk-force-map,15bdb693c8ab37abf198fbf61f57b9d4ff8d23088f14eb03f90ef81b2cda2fb7,64,0,64,0,0,62,0.9998240231821387,0.999103788834568,82.48218017883487,0.3560805289719053,30.515711018417,10.09043389129467,20.0510338099476,113.77269029843791,2,1,-23.852771956394292,9.78546386975442,58,0.90625,7.5439422697438685,9.184477828660686,13.75009914064232,25.0,250.0,0.9992257004841106,4.004162571320792,764.5775506161549,0.5237091473708497,11.969104781732488,49.433735869223,True,,0.23352716091977932,3.7661627033230185,2.8039943844537767,134.31420277457772,False,r2_below_0.70;weak_signal;broad_local_parameter_scale,63.560886723991885,14.682548329054146,19.160762686061585,12.439869632988536,66.2433485245763,19.51381874695143
35,6,2.0,raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.50.17.571.jpk-force-map,da7822b0073d574040b6b3ebc75b6a5cdfc2eb5eb335bcd7e07ff93daab27f8a,64,0,64,0,0,62,0.9998820063342257,0.9996089801207749,82.50043547909515,0.3545700483908101,30.524233752873393,11.166386683473172,13.199876498719956,20.429560504423193,0,0,-22.271248828626995,7.924877265548527,58,0.90625,7.478440274305761,9.116026770426897,10.155210162444265,20.0,250.0,0.9992245009879863,6.212954569044387,1207.5379637013502,0.5145142228075723,11.925662493082335,51.23552364021628,True,,0.659795650173645,2.329003953199996,10.942749870982396,21.283534583715266,False,r2_below_0.70;weak_signal;broad_local_parameter_scale,48.45415729388157,12.347484008421734,11.940020836077867,9.27787412699673,52.05204325694518,12.926543833845276
36,6,4.0,raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.51.34.172.jpk-force-map,d183fc91e52fa2cffdf3cad90dcc60c93fde35e208436997e1dd7e8fafbe5830,64,0,64,0,0,63,0.999893150006898,0.9993623261258278,82.39364280148405,0.427840831781974,30.56212045414469,14.148699623517011,16.419624974359184,18.315543456598817,0,0,-20.565832050790224,8.758434119429452,59,0.921875,6.711118407095222,8.31741961540883,8.677139732950097,20.0,250.0,0.9986573504932394,8.42619824190418,1253.0601387104384,0.6724496280422607,12.051772901443133,51.818934813978395,True,,0.7106768356703883,2.91324574517329,19.348207689139652,15.056928228078327,False,broad_local_parameter_scale,49.848013142084625,11.481083609860878,20.028945452619453,11.178806544139423,52.386241414707264,20.66132606315371
