concentration_wt_percent,source_filter,distance_nm,equilibrium_force_pN,equilibrium_sigma_pN,speed_slope_pN_per_um_s,speed_regression_r2,speed_groups,source_count,speed_1_force_pN,speed_2_force_pN,speed_4_force_pN
0,all,215.0,1.6291737299010793,30.287116604852255,-5.776765062974208,0.12423239313044787,3,8,-12.80547367391177,9.070197061944455,-21.55143914883918
0,all,220.0,0.5463530152082153,32.167548264123035,-6.017393758771835,0.684978311312338,3,8,-8.898145867598023,-4.265667326167825,-23.559622576610362
0,all,225.0,5.842890219980532,31.96573560122244,-6.995733580874343,0.24375977576583696,3,8,-11.366772089547334,6.333032832717713,-22.21338634080415
0,all,230.0,1.7186447020007392,32.340320494588795,-5.569295038880567,0.23568520680555716,3,8,-11.333161837083853,4.020267672558914,-20.615347522691525
0,all,235.0,5.318364608839241,30.043531452943494,-6.621711525170705,0.6838074911071628,3,8,-5.550994041315747,-0.4376706806542283,-21.21371923036272
0,all,240.0,-0.19605419881783562,29.62520781047311,-5.071644486856064,0.4350925080418735,3,8,-10.192434716582527,-1.4802329836319172,-20.529121024140714
0,all,245.0,4.886726498530431,29.784850897414877,-6.191663409477578,0.6034619864115734,3,8,-5.645488682896806,0.9625229559731485,-19.925850289402113
0,all,250.0,-1.0220043483228352,28.576898597901966,-4.231813640027683,0.7670677439757817,3,8,-7.28380795786678,-5.297402176880425,-17.975741209864303
0,all,255.0,8.401477268329357,28.65295615998578,-6.905121549542991,0.4234579906641447,3,8,-4.691157990367023,7.720684084552815,-19.283590259911712
0,all,260.0,12.140816801012098,32.06230661050677,-7.396160348094152,0.7521093602909119,3,8,0.2558294135006971,4.101171916112668,-17.488039452575766
0,all,265.0,7.6770905044452284,28.43895895814418,-6.439665206134158,0.8850675289463564,3,8,-0.6380874146382296,-0.7619673573978437,-18.113464595527567
0,all,270.0,7.590203567222722,26.475032691989394,-5.647194002591588,0.9972048251707402,3,8,2.249813190984187,-4.279179826911225,-15.011252549736223
0,all,275.0,12.210213942163868,27.816800186639373,-6.435306919290266,0.6352206038237287,3,8,1.1732730016976416,7.248356826301707,-13.582732286667182
0,all,280.0,8.296332601157337,27.589491487276174,-5.6450143239464055,0.620664251559855,3,8,-1.4334848021368372,4.202842857442802,-14.330169730132948
