concentration_wt_percent,source,source_type,speed_um_per_s,speed_label_um_per_s,distance_nm,force_pN,force_spread_pN,curve_count,sensitivity_used_nm_per_V,valid_contact_curves,endpoint_contact_curves,far_offset_pN
0,20-08-26/0/force-save-2026.08.20-14.59.33.875.jpk-force,force,2.0000057762358256,2.0,360.0,7.482018888147657,nan,1,66.6088141893779,1,0,0.9537477129411047
0,20-08-26/0/force-save-2026.08.20-14.59.33.875.jpk-force,force,2.0000057762358256,2.0,365.0,6.103863726081249,nan,1,66.6088141893779,1,0,0.9537477129411047
0,20-08-26/0/force-save-2026.08.20-14.59.33.875.jpk-force,force,2.0000057762358256,2.0,370.0,11.714812948722688,nan,1,66.6088141893779,1,0,0.9537477129411047
0,20-08-26/0/force-save-2026.08.20-14.59.33.875.jpk-force,force,2.0000057762358256,2.0,375.0,3.9498474496747895,nan,1,66.6088141893779,1,0,0.9537477129411047
0,20-08-26/0/force-save-2026.08.20-14.59.33.875.jpk-force,force,2.0000057762358256,2.0,380.0,14.894375446386295,nan,1,66.6088141893779,1,0,0.9537477129411047
0,20-08-26/0/force-save-2026.08.20-14.59.33.875.jpk-force,force,2.0000057762358256,2.0,385.0,16.651718989805538,nan,1,66.6088141893779,1,0,0.9537477129411047
0,20-08-26/0/force-save-2026.08.20-14.59.33.875.jpk-force,force,2.0000057762358256,2.0,390.0,11.721331446533446,nan,1,66.6088141893779,1,0,0.9537477129411047
0,20-08-26/0/force-save-2026.08.20-14.59.33.875.jpk-force,force,2.0000057762358256,2.0,395.0,11.81257249623748,nan,1,66.6088141893779,1,0,0.9537477129411047
0,20-08-26/0/force-save-2026.08.20-14.59.33.875.jpk-force,force,2.0000057762358256,2.0,400.0,16.792994574841387,nan,1,66.6088141893779,1,0,0.9537477129411047
0,20-08-26/0/force-save-2026.08.20-14.59.33.875.jpk-force,force,2.0000057762358256,2.0,405.0,12.831025440213436,nan,1,66.6088141893779,1,0,0.9537477129411047
0,20-08-26/0/force-save-2026.08.20-14.59.33.875.jpk-force,force,2.0000057762358256,2.0,410.0,10.854184380680591,nan,1,66.6088141893779,1,0,0.9537477129411047
0,20-08-26/0/force-save-2026.08.20-14.59.33.875.jpk-force,force,2.0000057762358256,2.0,415.0,17.297731014339103,nan,1,66.6088141893779,1,0,0.9537477129411047
0,20-08-26/0/force-save-2026.08.20-14.59.33.875.jpk-force,force,2.0000057762358256,2.0,420.0,11.753956755640143,nan,1,66.6088141893779,1,0,0.9537477129411047
