concentration_wt_percent,primary_included,source,timestamp,metric,valid_pixels,median,mad,robust_slope_per_acquisition,robust_change_across_map,pearson_correlation_acquisition_order,spatial_plane_column_slope_per_pixel,spatial_plane_row_slope_per_pixel,spatial_plane_r2,spatial_plane_inliers
0,True,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:06:26.277000,approach_terminal_load_nN,256,17.755671880354818,0.12468421253484367,-0.0002604407441194236,-0.06641238975045302,-0.1555386750199723,-0.00010255161044124463,-0.004313076922367921,0.02583126496746213,256
0,True,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:06:26.277000,approach_far_slope_pN_per_100nm,256,-4.016705170645557,4.121466190024336,-0.015488020192518331,-3.9494451490921745,-0.27665196955052995,-0.007469727083969341,-0.25399730533547943,0.08016342455364134,256
0,True,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:06:26.277000,approach_snap_distance_nm,45,6.581452830609954,1.322808229046124,-0.008024619928182583,-1.9018349229792721,-0.46174607166198794,-0.012356059400952107,-0.12507308081420848,0.20983310969604108,45
0,True,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:06:26.277000,approach_barrier_force_nN,45,7.235894311429823,0.8629299312050678,0.009604537173782233,2.276275310186389,0.746559924121923,0.03958106006849574,0.14767364088294707,0.6051079755179913,45
0,True,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:06:26.277000,retract_contact_invOLS_nm_per_V,256,65.95257544574947,0.2139450802556858,0.0012687436186882624,0.3235296227655069,0.06925936252518224,-0.00432131507859803,0.020383266997911174,0.21930172633018208,224
0,True,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:06:26.277000,retract_detachment_piezo_travel_nm,252,342.37465834718915,104.3493534099713,0.036259291052428345,9.246119218369229,0.02554164235525921,-1.3521683285625667,0.5368097700755423,0.004061803274353348,252
0,True,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:06:26.277000,retract_pull_off_force_nN,252,-105.48143964821918,32.177245531660255,-0.01240399843107395,-3.1630195999238575,-0.028546412331016912,0.44927920355302164,-0.18561117015854273,0.004839595420016107,252
0,True,20-08-26/0/map-data-2026.08.20-15.15.57.076.jpk-force-map,2026-08-20T15:15:57.076000,approach_contact_invOLS_nm_per_V,255,67.11680235324818,0.8672167469314811,0.003207924288734467,0.818020693627289,0.21636918086078355,0.003145058049166913,0.04979795679902793,0.07946119967454313,238
0,True,20-08-26/0/map-data-2026.08.20-15.15.57.076.jpk-force-map,2026-08-20T15:15:57.076000,approach_contact_response_ratio,255,0.9924312817944358,0.012873572940110977,-5.00493714705529e-05,-0.01276258972499099,-0.22544206906383393,2.791173898566621e-05,-0.0007949481438786245,0.07940885702109468,243
0,True,20-08-26/0/map-data-2026.08.20-15.15.57.076.jpk-force-map,2026-08-20T15:15:57.076000,approach_contact_height_um,255,7.443283683835322,0.005199544797777182,1.377508267152278e-05,0.003512646081238309,0.21423756514542897,-0.0007216205416974944,0.00021122584504116708,0.5564243173011814,254
0,True,20-08-26/0/map-data-2026.08.20-15.15.57.076.jpk-force-map,2026-08-20T15:15:57.076000,approach_terminal_load_nN,256,17.712471336296964,0.12650889420743822,-0.00014740120495806,-0.0375873072643053,-0.09883471507938289,0.002397303162489534,-0.003196475934530717,0.028903636203024385,255
0,True,20-08-26/0/map-data-2026.08.20-15.15.57.076.jpk-force-map,2026-08-20T15:15:57.076000,approach_far_slope_pN_per_100nm,256,-7.007763131496878,4.405806331390637,-0.005258058142335685,-1.3408048262955998,-0.02657339028450494,0.055679743354648016,-0.10217951278176823,0.012116588052415667,254
0,True,20-08-26/0/map-data-2026.08.20-15.15.57.076.jpk-force-map,2026-08-20T15:15:57.076000,approach_snap_distance_nm,20,5.395127589873097,0.4907125374850047,-0.0063313014273800915,-1.304248094040299,-0.5985222707859952,0.016169796012865258,-0.11721774133649132,0.38520391935911524,20
0,True,20-08-26/0/map-data-2026.08.20-15.15.57.076.jpk-force-map,2026-08-20T15:15:57.076000,approach_barrier_force_nN,20,7.1169904140568825,0.7297898719496907,0.007420739603853566,1.5286723583938346,0.5835233667133175,-0.011327417727636924,0.11906879133646081,0.34532433513886107,20
0,True,20-08-26/0/map-data-2026.08.20-15.15.57.076.jpk-force-map,2026-08-20T15:15:57.076000,retract_contact_invOLS_nm_per_V,256,65.79538374469684,0.17475393777772485,0.0010923605777984284,0.2785519473385992,0.23042251144745748,-0.0010509088857806343,0.017333494463906356,0.23340104928174799,243
0,True,20-08-26/0/map-data-2026.08.20-15.15.57.076.jpk-force-map,2026-08-20T15:15:57.076000,retract_detachment_piezo_travel_nm,252,274.1984268418312,90.6187599742679,-0.05863546965513351,-14.952044762059046,-0.04764575316335115,-1.8799726645066752,-0.9452587889277211,0.011475908031529647,252
