acquisition_order,location,location_order,instrument_scan_number,variant,distance_nm,predicted_force_pN
10,A,10,14,common_150_250nm,185.0,6.589595285755144
10,A,10,14,common_150_250nm,190.0,5.151068490853832
10,A,10,14,common_150_250nm,195.0,3.857608180721944
10,A,10,14,common_150_250nm,200.0,2.695235765997512
10,A,10,14,common_150_250nm,205.0,1.6642777823217179
10,A,10,14,common_150_250nm,210.0,0.7407978863326417
10,A,10,14,common_150_250nm,215.0,-0.08876859479917254
10,A,10,14,common_150_250nm,220.0,-0.8336178910094745
10,A,10,14,common_150_250nm,225.0,-1.4999253783046855
10,A,10,14,common_150_250nm,230.0,-2.090310216023938
10,A,10,14,common_150_250nm,235.0,-2.62031940256092
10,A,10,14,common_150_250nm,240.0,-3.0959302206237522
10,A,10,14,common_150_250nm,245.0,-3.522549281937285
10,A,10,14,common_150_250nm,250.0,-3.901395626559807
10,A,10,14,no_slip_hydrodynamic,20.0,574.2614068923767
10,A,10,14,no_slip_hydrodynamic,25.0,518.2836760394948
10,A,10,14,no_slip_hydrodynamic,30.0,465.38209048277605
10,A,10,14,no_slip_hydrodynamic,35.0,416.29294751218436
10,A,10,14,no_slip_hydrodynamic,40.0,371.1765143332495
10,A,10,14,no_slip_hydrodynamic,45.0,329.8768716519743
10,A,10,14,no_slip_hydrodynamic,50.0,292.4763364530614
10,A,10,14,no_slip_hydrodynamic,55.0,258.67582403369437
10,A,10,14,no_slip_hydrodynamic,60.0,228.36119278645495
10,A,10,14,no_slip_hydrodynamic,65.0,201.16516073605254
10,A,10,14,no_slip_hydrodynamic,70.0,176.94174819803754
10,A,10,14,no_slip_hydrodynamic,75.0,155.32260088675878
10,A,10,14,no_slip_hydrodynamic,80.0,136.16690635618517
10,A,10,14,no_slip_hydrodynamic,85.0,119.136066319568
10,A,10,14,no_slip_hydrodynamic,90.0,104.10854128813735
10,A,10,14,no_slip_hydrodynamic,95.0,90.7873732341548
10,A,10,14,no_slip_hydrodynamic,100.0,79.07362144595758
10,A,10,14,no_slip_hydrodynamic,105.0,68.71426470604467
10,A,10,14,no_slip_hydrodynamic,110.0,59.63163164195548
10,A,10,14,no_slip_hydrodynamic,115.0,51.614331366799796
10,A,10,14,no_slip_hydrodynamic,120.0,44.60293704016226
10,A,10,14,no_slip_hydrodynamic,125.0,38.4233783564726
10,A,10,14,no_slip_hydrodynamic,130.0,33.03110757603441
10,A,10,14,no_slip_hydrodynamic,135.0,28.284402615214887
10,A,10,14,no_slip_hydrodynamic,140.0,24.15046314113793
10,A,10,14,no_slip_hydrodynamic,145.0,20.514964723343677
10,A,10,14,no_slip_hydrodynamic,150.0,17.35416405510986
10,A,10,14,no_slip_hydrodynamic,155.0,14.576544315701494
10,A,10,14,no_slip_hydrodynamic,160.0,12.16521082615973
10,A,10,14,no_slip_hydrodynamic,165.0,10.047376460919018
10,A,10,14,no_slip_hydrodynamic,170.0,8.21123710113616
10,A,10,14,no_slip_hydrodynamic,175.0,6.59921684850942
10,A,10,14,no_slip_hydrodynamic,180.0,5.2032349115813235
10,A,10,14,no_slip_hydrodynamic,185.0,3.9779563089518453
10,A,10,14,no_slip_hydrodynamic,190.0,2.917980812192223
10,A,10,14,no_slip_hydrodynamic,195.0,1.9877491979253596
10,A,10,14,no_slip_hydrodynamic,200.0,1.1837600939178978
10,A,10,14,no_slip_hydrodynamic,205.0,0.4782119240699423
10,A,10,14,no_slip_hydrodynamic,210.0,-0.13107459683594325
10,A,10,14,no_slip_hydrodynamic,215.0,-0.6657772662190915
10,A,10,14,no_slip_hydrodynamic,220.0,-1.1271724466615907
10,A,10,14,no_slip_hydrodynamic,225.0,-1.532124992153228
10,A,10,14,no_slip_hydrodynamic,230.0,-1.8813084582641966
10,A,10,14,no_slip_hydrodynamic,235.0,-2.1878186528559738
10,A,10,14,no_slip_hydrodynamic,240.0,-2.451937952266511
10,A,10,14,no_slip_hydrodynamic,245.0,-2.6838194126785213
10,A,10,14,no_slip_hydrodynamic,250.0,-2.883501056894862
11,A,11,15,primary,25.0,512.0011655699319
11,A,11,15,primary,30.0,460.295798602514
11,A,11,15,primary,35.0,412.28602832377805
11,A,11,15,primary,40.0,368.13751139226724
11,A,11,15,primary,45.0,327.70488257485556
11,A,11,15,primary,50.0,291.07347352155153
11,A,11,15,primary,55.0,257.9556917186722
11,A,11,15,primary,60.0,228.24337397466311
11,A,11,15,primary,65.0,201.58029883021425
11,A,11,15,primary,70.0,177.82569040166604
11,A,11,15,primary,75.0,156.62078967807042
11,A,11,15,primary,80.0,137.82884312768982
11,A,11,15,primary,85.0,121.11921565094174
11,A,11,15,primary,90.0,106.3733754767461
11,A,11,15,primary,95.0,93.30085027608274
11,A,11,15,primary,100.0,81.80487242585137
11,A,11,15,primary,105.0,71.63766342991019
11,A,11,15,primary,110.0,62.72310164799208
11,A,11,15,primary,115.0,54.85402124756972
11,A,11,15,primary,120.0,47.972091976436985
11,A,11,15,primary,125.0,41.906642277478596
11,A,11,15,primary,130.0,36.61389520376909
11,A,11,15,primary,135.0,31.95485728062372
11,A,11,15,primary,140.0,27.897265628283385
11,A,11,15,primary,145.0,24.32898071578464
11,A,11,15,primary,150.0,21.226629848317444
11,A,11,15,primary,155.0,18.500440153115
11,A,11,15,primary,160.0,16.133768569461218
11,A,11,15,primary,165.0,14.055214993194049
11,A,11,15,primary,170.0,12.2531424820503
11,A,11,15,primary,175.0,10.67107419817011
11,A,11,15,primary,180.0,9.301037105975084
11,A,11,15,primary,185.0,8.098563942586297
11,A,11,15,primary,190.0,7.058320931541313
11,A,11,15,primary,195.0,6.145431577431252
11,A,11,15,primary,200.0,5.356432723872381
11,A,11,15,primary,205.0,4.664058292554039
11,A,11,15,primary,210.0,4.0661483334682735
11,A,11,15,primary,215.0,3.5414438956885843
11,A,11,15,primary,220.0,3.0886756960823893
11,A,11,15,primary,225.0,2.6913056845349543
11,A,11,15,primary,230.0,2.3486597540020617
11,A,11,15,primary,235.0,2.047896542307805
11,A,11,15,primary,240.0,1.7887286621905478
11,A,11,15,primary,245.0,1.5612008028814397
11,A,11,15,primary,250.0,1.3652675979543358
11,A,11,15,constant_baseline,25.0,470.3408020771954
11,A,11,15,constant_baseline,30.0,425.91002915335116
11,A,11,15,constant_baseline,35.0,384.2603531488778
11,A,11,15,constant_baseline,40.0,345.6569711561033
11,A,11,15,constant_baseline,45.0,309.83000138004894
11,A,11,15,constant_baseline,50.0,277.31105411891343
11,A,11,15,constant_baseline,55.0,247.44676257017247
11,A,11,15,constant_baseline,60.0,220.54606509557476
11,A,11,15,constant_baseline,65.0,196.15315947559
11,A,11,15,constant_baseline,70.0,174.15935451584116
11,A,11,15,constant_baseline,75.0,154.4934346949164
11,A,11,15,constant_baseline,80.0,136.70194199504675
11,A,11,15,constant_baseline,85.0,121.00190202700539
11,A,11,15,constant_baseline,90.0,106.84503067837777
11,A,11,15,constant_baseline,95.0,94.29185126731994
11,A,11,15,constant_baseline,100.0,83.10704382466655
11,A,11,15,constant_baseline,105.0,73.12819174470324
11,A,11,15,constant_baseline,110.0,64.34182515457886
11,A,11,15,constant_baseline,115.0,56.469569118785614
11,A,11,15,constant_baseline,120.0,49.580430844238855
11,A,11,15,constant_baseline,125.0,43.435837017032384
11,A,11,15,constant_baseline,130.0,38.017216492663906
11,A,11,15,constant_baseline,135.0,33.23907399375417
11,A,11,15,constant_baseline,140.0,28.99183379457035
11,A,11,15,constant_baseline,145.0,25.288106501800634
11,A,11,15,constant_baseline,150.0,21.98694790215165
11,A,11,15,constant_baseline,155.0,19.10593616364025
11,A,11,15,constant_baseline,160.0,16.55600878237115
11,A,11,15,constant_baseline,165.0,14.310820372714357
11,A,11,15,constant_baseline,170.0,12.34535537498342
11,A,11,15,constant_baseline,175.0,10.599348468208063
11,A,11,15,constant_baseline,180.0,9.08710241414266
11,A,11,15,constant_baseline,185.0,7.743028570749305
11,A,11,15,constant_baseline,190.0,6.570003062480093
11,A,11,15,constant_baseline,195.0,5.5377224846086115
11,A,11,15,constant_baseline,200.0,4.6282285212545275
11,A,11,15,constant_baseline,205.0,3.836348582529978
11,A,11,15,constant_baseline,210.0,3.1334992874462655
11,A,11,15,constant_baseline,215.0,2.5252485646608624
11,A,11,15,constant_baseline,220.0,1.9866620228286531
11,A,11,15,constant_baseline,225.0,1.515898527840212
11,A,11,15,constant_baseline,230.0,1.1035140546289273
11,A,11,15,constant_baseline,235.0,0.7395249920538247
11,A,11,15,constant_baseline,240.0,0.42398949468942737
11,A,11,15,constant_baseline,245.0,0.14418505963601702
11,A,11,15,constant_baseline,250.0,-0.09847111279438558
11,A,11,15,lower_plus_10nm,35.0,393.7764160174936
11,A,11,15,lower_plus_10nm,40.0,353.2850622096389
11,A,11,15,lower_plus_10nm,45.0,316.088297722581
11,A,11,15,lower_plus_10nm,50.0,282.0468394214418
11,A,11,15,lower_plus_10nm,55.0,251.1529819514696
11,A,11,15,lower_plus_10nm,60.0,223.27446500155796
11,A,11,15,lower_plus_10nm,65.0,198.05062221679836
11,A,11,15,lower_plus_10nm,70.0,175.55814745329025
11,A,11,15,lower_plus_10nm,75.0,155.21641873814883
11,A,11,15,lower_plus_10nm,80.0,137.26746773250983
11,A,11,15,lower_plus_10nm,85.0,121.08489210007414
11,A,11,15,lower_plus_10nm,90.0,106.81274094030282
11,A,11,15,lower_plus_10nm,95.0,94.04641198535796
11,A,11,15,lower_plus_10nm,100.0,82.76084268877958
11,A,11,15,lower_plus_10nm,105.0,72.75109772954171
11,A,11,15,lower_plus_10nm,110.0,63.87511883854915
11,A,11,15,lower_plus_10nm,115.0,56.066534971343145
11,A,11,15,lower_plus_10nm,120.0,49.11738472675147
11,A,11,15,lower_plus_10nm,125.0,43.051911127790795
11,A,11,15,lower_plus_10nm,130.0,37.64045931236267
11,A,11,15,lower_plus_10nm,135.0,32.9379218585792
11,A,11,15,lower_plus_10nm,140.0,28.754922845654292
11,A,11,15,lower_plus_10nm,145.0,25.1031014790561
11,A,11,15,lower_plus_10nm,150.0,21.878836526945094
11,A,11,15,lower_plus_10nm,155.0,19.05027027530906
11,A,11,15,lower_plus_10nm,160.0,16.57093635473528
11,A,11,15,lower_plus_10nm,165.0,14.384853443720678
11,A,11,15,lower_plus_10nm,170.0,12.482169815138953
11,A,11,15,lower_plus_10nm,175.0,10.795800379376562
11,A,11,15,lower_plus_10nm,180.0,9.338102007536087
11,A,11,15,lower_plus_10nm,185.0,8.04451508817124
11,A,11,15,lower_plus_10nm,190.0,6.924070650617513
11,A,11,15,lower_plus_10nm,195.0,5.934761694341772
11,A,11,15,lower_plus_10nm,200.0,5.0728934298463315
11,A,11,15,lower_plus_10nm,205.0,4.31710566802063
11,A,11,15,lower_plus_10nm,210.0,3.6548391372142373
11,A,11,15,lower_plus_10nm,215.0,3.0779726125593103
11,A,11,15,lower_plus_10nm,220.0,2.569543912804424
11,A,11,15,lower_plus_10nm,225.0,2.129577433864136
11,A,11,15,lower_plus_10nm,230.0,1.7398694789256544
11,A,11,15,lower_plus_10nm,235.0,1.404223217779395
11,A,11,15,lower_plus_10nm,240.0,1.1072116494223985
11,A,11,15,lower_plus_10nm,245.0,0.8498031599134315
11,A,11,15,lower_plus_10nm,250.0,0.6235609001428584
11,A,11,15,upper_200nm,25.0,520.1478632008353
11,A,11,15,upper_200nm,30.0,466.44985620951746
11,A,11,15,upper_200nm,35.0,416.6130127668425
11,A,11,15,upper_200nm,40.0,371.1229922703067
11,A,11,15,upper_200nm,45.0,329.4358052741187
11,A,11,15,upper_200nm,50.0,291.9685184793276
11,A,11,15,upper_200nm,55.0,258.1201067921036
11,A,11,15,upper_200nm,60.0,227.88868199368457
11,A,11,15,upper_200nm,65.0,200.88469438596144
11,A,11,15,upper_200nm,70.0,176.8358317794536
11,A,11,15,upper_200nm,75.0,155.5606287216893
11,A,11,15,upper_200nm,80.0,136.62837726572081
11,A,11,15,upper_200nm,85.0,120.02402360759801
11,A,11,15,upper_200nm,90.0,105.23923026573206
11,A,11,15,upper_200nm,95.0,92.37631757338873
11,A,11,15,upper_200nm,100.0,80.93616696334257
11,A,11,15,upper_200nm,105.0,71.0005454855472
11,A,11,15,upper_200nm,110.0,62.20875190792093
11,A,11,15,upper_200nm,115.0,54.55947750032344
11,A,11,15,upper_200nm,120.0,47.83416625239826
11,A,11,15,upper_200nm,125.0,41.96891166446776
11,A,11,15,upper_200nm,130.0,36.844431859818194
11,A,11,15,upper_200nm,135.0,32.3624476802256
11,A,11,15,upper_200nm,140.0,28.470621646126023
11,A,11,15,upper_200nm,145.0,25.055505269358306
11,A,11,15,upper_200nm,150.0,22.108035517656084
11,A,11,15,upper_200nm,155.0,19.512094988709837
11,A,11,15,upper_200nm,160.0,17.285034717037682
11,A,11,15,upper_200nm,165.0,15.323454536943082
11,A,11,15,upper_200nm,170.0,13.63628379624343
11,A,11,15,upper_200nm,175.0,12.157341106517318
11,A,11,15,upper_200nm,180.0,10.880414033216347
11,A,11,15,upper_200nm,185.0,9.767003351967324
11,A,11,15,upper_200nm,190.0,8.801762976547597
11,A,11,15,upper_200nm,195.0,7.964573638445103
11,A,11,15,upper_200nm,200.0,7.235688375225851
11,A,11,15,common_150_250nm,150.0,27.5661165294605
11,A,11,15,common_150_250nm,155.0,22.716709157117695
11,A,11,15,common_150_250nm,160.0,18.703233693483998
11,A,11,15,common_150_250nm,165.0,15.383309393822007
11,A,11,15,common_150_250nm,170.0,12.638390026445954
11,A,11,15,common_150_250nm,175.0,10.36987208460163
11,A,11,15,common_150_250nm,180.0,8.49581741768238
11,A,11,15,common_150_250nm,185.0,6.948196969510221
11,A,11,15,common_150_250nm,190.0,5.674435729663385
11,A,11,15,common_150_250nm,195.0,4.622595289286136
11,A,11,15,common_150_250nm,200.0,3.754247265202019
11,A,11,15,common_150_250nm,205.0,3.0375626081060636
11,A,11,15,common_150_250nm,210.0,2.4461925341902937
11,A,11,15,common_150_250nm,215.0,1.9583354886260882
11,A,11,15,common_150_250nm,220.0,1.5559601776204588
11,A,11,15,common_150_250nm,225.0,1.224159292781407
11,A,11,15,common_150_250nm,230.0,0.9506124916889545
11,A,11,15,common_150_250nm,235.0,0.7251405720745858
11,A,11,15,common_150_250nm,240.0,0.5393356553935138
11,A,11,15,common_150_250nm,245.0,0.3862546430555895
11,A,11,15,common_150_250nm,250.0,0.26016528280407275
11,A,11,15,no_slip_hydrodynamic,25.0,473.49651352090035
11,A,11,15,no_slip_hydrodynamic,30.0,425.0890558747414
11,A,11,15,no_slip_hydrodynamic,35.0,380.0097689719749
11,A,11,15,no_slip_hydrodynamic,40.0,338.69025029682456
11,A,11,15,no_slip_hydrodynamic,45.0,300.64672875968597
11,A,11,15,no_slip_hydrodynamic,50.0,266.4691363345913
11,A,11,15,no_slip_hydrodynamic,55.0,235.32444276134763
11,A,11,15,no_slip_hydrodynamic,60.0,207.65711753198732
11,A,11,15,no_slip_hydrodynamic,65.0,182.65144643089053
11,A,11,15,no_slip_hydrodynamic,70.0,160.55530218681727
11,A,11,15,no_slip_hydrodynamic,75.0,140.73966095695184
11,A,11,15,no_slip_hydrodynamic,80.0,123.28537414720587
11,A,11,15,no_slip_hydrodynamic,85.0,107.73670848109612
11,A,11,15,no_slip_hydrodynamic,90.0,94.06538272454245
11,A,11,15,no_slip_hydrodynamic,95.0,81.95902665526648
11,A,11,15,no_slip_hydrodynamic,100.0,71.32302291098598
11,A,11,15,no_slip_hydrodynamic,105.0,61.95583385605877
11,A,11,15,no_slip_hydrodynamic,110.0,53.72703732920716
11,A,11,15,no_slip_hydrodynamic,115.0,46.51670570151625
11,A,11,15,no_slip_hydrodynamic,120.0,40.179602621608716
11,A,11,15,no_slip_hydrodynamic,125.0,34.65343335358007
11,A,11,15,no_slip_hydrodynamic,130.0,29.791940970657528
11,A,11,15,no_slip_hydrodynamic,135.0,25.571847390608006
11,A,11,15,no_slip_hydrodynamic,140.0,21.854388388993282
11,A,11,15,no_slip_hydrodynamic,145.0,18.641419728637377
11,A,11,15,no_slip_hydrodynamic,150.0,15.806423998579062
11,A,11,15,no_slip_hydrodynamic,155.0,13.366386968814458
11,A,11,15,no_slip_hydrodynamic,160.0,11.211312275006314
11,A,11,15,no_slip_hydrodynamic,165.0,9.360034781576017
11,A,11,15,no_slip_hydrodynamic,170.0,7.727605184592198
11,A,11,15,no_slip_hydrodynamic,175.0,6.322687509623737
11,A,11,15,no_slip_hydrodynamic,180.0,5.08809756493951
11,A,11,15,no_slip_hydrodynamic,185.0,4.023378871086642
11,A,11,15,no_slip_hydrodynamic,190.0,3.0908843810148023
11,A,11,15,no_slip_hydrodynamic,195.0,2.284897185780759
11,A,11,15,no_slip_hydrodynamic,200.0,1.5813353153350858
11,A,11,15,no_slip_hydrodynamic,205.0,0.9717767577607028
11,A,11,15,no_slip_hydrodynamic,210.0,0.4414193020253241
11,A,11,15,no_slip_hydrodynamic,215.0,-0.019223263276930247
11,A,11,15,no_slip_hydrodynamic,220.0,-0.4187136545452277
11,A,11,15,no_slip_hydrodynamic,225.0,-0.7665909362675576
11,A,11,15,no_slip_hydrodynamic,230.0,-1.0673102407329598
11,A,11,15,no_slip_hydrodynamic,235.0,-1.3298771788085704
11,A,11,15,no_slip_hydrodynamic,240.0,-1.556115671658399
11,A,11,15,no_slip_hydrodynamic,245.0,-1.7541920463862897
11,A,11,15,no_slip_hydrodynamic,250.0,-1.924307222474888
12,A,12,16,primary,25.0,522.9670388868936
12,A,12,16,primary,30.0,471.51202717914146
12,A,12,16,primary,35.0,423.4829145097631
12,A,12,16,primary,40.0,379.16011243549593
12,A,12,16,primary,45.0,338.74243389541306
12,A,12,16,primary,50.0,301.68052842352057
12,A,12,16,primary,55.0,268.30981262053643
12,A,12,16,primary,60.0,238.08272624327628
12,A,12,16,primary,65.0,210.97946278613165
12,A,12,16,primary,70.0,186.6770133428092
12,A,12,16,primary,75.0,164.92086100561932
12,A,12,16,primary,80.0,145.58436299759666
12,A,12,16,primary,85.0,128.27399954327603
12,A,12,16,primary,90.0,113.0110717437196
12,A,12,16,primary,95.0,99.33360343355655
12,A,12,16,primary,100.0,87.36274984106609
12,A,12,16,primary,105.0,76.64039757297586
12,A,12,16,primary,110.0,67.27758805318867
12,A,12,16,primary,115.0,58.928422681443614
12,A,12,16,primary,120.0,51.62116975170518
12,A,12,16,primary,125.0,45.146584260145346
12,A,12,16,primary,130.0,39.464631813441244
12,A,12,16,primary,135.0,34.46126677926343
12,A,12,16,primary,140.0,30.057091771888853
12,A,12,16,primary,145.0,26.202135109649493
12,A,12,16,primary,150.0,22.797642174059902
12,A,12,16,primary,155.0,19.83499602174669
12,A,12,16,primary,160.0,17.209363152884997
12,A,12,16,primary,165.0,14.937334410947866
12,A,12,16,primary,170.0,12.920244126248248
12,A,12,16,primary,175.0,11.177080059217195
12,A,12,16,primary,180.0,9.633820733372593
12,A,12,16,primary,185.0,8.294648914658136
12,A,12,16,primary,190.0,7.115541398945105
12,A,12,16,primary,195.0,6.088045056285275
12,A,12,16,primary,200.0,5.188198719494728
12,A,12,16,primary,205.0,4.40068961918328
12,A,12,16,primary,210.0,3.7146228790347244
12,A,12,16,primary,215.0,3.1116010841235315
12,A,12,16,primary,220.0,2.5889464239575517
12,A,12,16,primary,225.0,2.127554214781509
12,A,12,16,primary,230.0,1.7296601014420288
12,A,12,16,primary,235.0,1.3774237641151676
12,A,12,16,primary,240.0,1.0741351260643708
12,A,12,16,primary,245.0,0.8061587424836665
12,A,12,16,primary,250.0,0.5743298856570782
12,A,12,16,constant_baseline,25.0,444.4794489603625
12,A,12,16,constant_baseline,30.0,402.4128399601972
12,A,12,16,constant_baseline,35.0,362.9124706449779
12,A,12,16,constant_baseline,40.0,326.2709041606964
12,A,12,16,constant_baseline,45.0,292.2618818340887
12,A,12,16,constant_baseline,50.0,261.33186511478675
12,A,12,16,constant_baseline,55.0,232.90806061081915
12,A,12,16,constant_baseline,60.0,207.33221210926953
12,A,12,16,constant_baseline,65.0,184.09040295737856
12,A,12,16,constant_baseline,70.0,163.17034519311514
12,A,12,16,constant_baseline,75.0,144.41905812022085
12,A,12,16,constant_baseline,80.0,127.49367503419333
12,A,12,16,constant_baseline,85.0,112.51791573033562
12,A,12,16,constant_baseline,90.0,99.01332550350604
12,A,12,16,constant_baseline,95.0,87.0761664459305
12,A,12,16,constant_baseline,100.0,76.40638514383585
12,A,12,16,constant_baseline,105.0,66.92131758756793
12,A,12,16,constant_baseline,110.0,58.540702285237266
12,A,12,16,constant_baseline,115.0,51.043197556545906
12,A,12,16,constant_baseline,120.0,44.49281947832977
12,A,12,16,constant_baseline,125.0,38.6348156459535
12,A,12,16,constant_baseline,130.0,33.494008954499556
12,A,12,16,constant_baseline,135.0,28.940457513727875
12,A,12,16,constant_baseline,140.0,24.913839612728253
12,A,12,16,constant_baseline,145.0,21.385684147757893
12,A,12,16,constant_baseline,150.0,18.24199579580094
12,A,12,16,constant_baseline,155.0,15.515093246080077
12,A,12,16,constant_baseline,160.0,13.087909645990045
12,A,12,16,constant_baseline,165.0,10.964374343107156
12,A,12,16,constant_baseline,170.0,9.094374908442798
12,A,12,16,constant_baseline,175.0,7.44413786239758
12,A,12,16,constant_baseline,180.0,6.005992585775023
12,A,12,16,constant_baseline,185.0,4.7282464483722615
12,A,12,16,constant_baseline,190.0,3.621512749032373
12,A,12,16,constant_baseline,195.0,2.6406105724242215
12,A,12,16,constant_baseline,200.0,1.7830764154643024
12,A,12,16,constant_baseline,205.0,1.0309346592430666
12,A,12,16,constant_baseline,210.0,0.3673382062172026
12,A,12,16,constant_baseline,215.0,-0.20882455359712093
12,A,12,16,constant_baseline,220.0,-0.7199660375414592
12,A,12,16,constant_baseline,225.0,-1.1627522511911708
12,A,12,16,constant_baseline,230.0,-1.5539620952591804
12,A,12,16,constant_baseline,235.0,-1.8961250603261361
12,A,12,16,constant_baseline,240.0,-2.1953391233037993
12,A,12,16,constant_baseline,245.0,-2.459511818810073
12,A,12,16,constant_baseline,250.0,-2.6882252481645352
12,A,12,16,lower_plus_10nm,35.0,410.04344069725164
12,A,12,16,lower_plus_10nm,40.0,368.61111272146763
12,A,12,16,lower_plus_10nm,45.0,330.2100401023247
12,A,12,16,lower_plus_10nm,50.0,295.40859258573215
12,A,12,16,lower_plus_10nm,55.0,263.48340371819785
12,A,12,16,lower_plus_10nm,60.0,234.75522128584686
12,A,12,16,lower_plus_10nm,65.0,208.73154561800374
12,A,12,16,lower_plus_10nm,70.0,185.28238022665207
12,A,12,16,lower_plus_10nm,75.0,164.33308777756812
12,A,12,16,lower_plus_10nm,80.0,145.38724328196918
12,A,12,16,lower_plus_10nm,85.0,128.68033665534415
12,A,12,16,lower_plus_10nm,90.0,113.62088890491471
12,A,12,16,lower_plus_10nm,95.0,100.26879421116995
12,A,12,16,lower_plus_10nm,100.0,88.37774129616608
12,A,12,16,lower_plus_10nm,105.0,77.76815493933671
12,A,12,16,lower_plus_10nm,110.0,68.43016927073593
12,A,12,16,lower_plus_10nm,115.0,60.06443843606263
12,A,12,16,lower_plus_10nm,120.0,52.74178673981184
12,A,12,16,lower_plus_10nm,125.0,46.21272341571666
12,A,12,16,lower_plus_10nm,130.0,40.453273214253606
12,A,12,16,lower_plus_10nm,135.0,35.37620094553502
12,A,12,16,lower_plus_10nm,140.0,30.861595858170013
12,A,12,16,lower_plus_10nm,145.0,26.925929852979795
12,A,12,16,lower_plus_10nm,150.0,23.417877509032305
12,A,12,16,lower_plus_10nm,155.0,20.354896359522627
12,A,12,16,lower_plus_10nm,160.0,17.64486025522317
12,A,12,16,lower_plus_10nm,165.0,15.257543587660626
12,A,12,16,lower_plus_10nm,170.0,13.168407123011391
12,A,12,16,lower_plus_10nm,175.0,11.311610037810892
12,A,12,16,lower_plus_10nm,180.0,9.704000959203977
12,A,12,16,lower_plus_10nm,185.0,8.275071157518575
12,A,12,16,lower_plus_10nm,190.0,7.0272759462192695
12,A,12,16,lower_plus_10nm,195.0,5.929683726884315
12,A,12,16,lower_plus_10nm,200.0,4.962086728963268
12,A,12,16,lower_plus_10nm,205.0,4.120001967378698
12,A,12,16,lower_plus_10nm,210.0,3.372543079275275
12,A,12,16,lower_plus_10nm,215.0,2.7252651698609545
12,A,12,16,lower_plus_10nm,220.0,2.1524292934013816
12,A,12,16,lower_plus_10nm,225.0,1.6514004565100358
12,A,12,16,lower_plus_10nm,230.0,1.212744108155543
12,A,12,16,lower_plus_10nm,235.0,0.8253100374898175
12,A,12,16,lower_plus_10nm,240.0,0.48963721867151166
12,A,12,16,lower_plus_10nm,245.0,0.1919572446042661
12,A,12,16,lower_plus_10nm,250.0,-0.06639269515066748
12,A,12,16,upper_200nm,25.0,535.0700572438072
12,A,12,16,upper_200nm,30.0,480.49422808189524
12,A,12,16,upper_200nm,35.0,429.8367883641338
12,A,12,16,upper_200nm,40.0,383.52219229216934
12,A,12,16,upper_200nm,45.0,340.9904236484155
12,A,12,16,upper_200nm,50.0,302.84529543305166
12,A,12,16,upper_200nm,55.0,268.14050708878085
12,A,12,16,upper_200nm,60.0,237.3873534590024
12,A,12,16,upper_200nm,65.0,209.60158313132513
12,A,12,16,upper_200nm,70.0,185.10152875619835
12,A,12,16,upper_200nm,75.0,163.12469452303566
12,A,12,16,upper_200nm,80.0,143.80376324620602
12,A,12,16,upper_200nm,85.0,126.57940961150129
12,A,12,16,upper_200nm,90.0,111.46170569507746
12,A,12,16,upper_200nm,95.0,98.05866886974181
12,A,12,16,upper_200nm,100.0,86.3040127039662
12,A,12,16,upper_200nm,105.0,75.93535615846669
12,A,12,16,upper_200nm,110.0,66.84304124151893
12,A,12,16,upper_200nm,115.0,58.86083680079982
12,A,12,16,upper_200nm,120.0,51.85853855754961
12,A,12,16,upper_200nm,125.0,45.73875890638013
12,A,12,16,upper_200nm,130.0,40.36595463166667
12,A,12,16,upper_200nm,135.0,35.69036983941726
12,A,12,16,upper_200nm,140.0,31.58073739575479
12,A,12,16,upper_200nm,145.0,28.019031510889018
12,A,12,16,upper_200nm,150.0,24.883871118070477
12,A,12,16,upper_200nm,155.0,22.177388436312956
12,A,12,16,upper_200nm,160.0,19.790916995281748
12,A,12,16,upper_200nm,165.0,17.738558998606095
12,A,12,16,upper_200nm,170.0,15.926760742197496
12,A,12,16,upper_200nm,175.0,14.37168714035704
12,A,12,16,upper_200nm,180.0,13.000635285301861
12,A,12,16,upper_200nm,185.0,11.821680658169958
12,A,12,16,upper_200nm,190.0,10.785510295064165
12,A,12,16,upper_200nm,195.0,9.892721451167526
12,A,12,16,upper_200nm,200.0,9.110484839266757
12,A,12,16,common_150_250nm,150.0,26.812515739935556
12,A,12,16,common_150_250nm,155.0,23.852980204581506
12,A,12,16,common_150_250nm,160.0,21.11247552408564
12,A,12,16,common_150_250nm,165.0,18.576498984243493
12,A,12,16,common_150_250nm,170.0,16.231276612291666
12,A,12,16,common_150_250nm,175.0,14.076277431992876
12,A,12,16,common_150_250nm,180.0,12.08473488812213
12,A,12,16,common_150_250nm,185.0,10.245198609399269
12,A,12,16,common_150_250nm,190.0,8.546894092606555
12,A,12,16,common_150_250nm,195.0,6.979700416626281
12,A,12,16,common_150_250nm,200.0,5.534125855249515
12,A,12,16,common_150_250nm,205.0,4.201282002286808
12,A,12,16,common_150_250nm,210.0,2.9728569241933123
12,A,12,16,common_150_250nm,215.0,1.8410877705182944
12,A,12,16,common_150_250nm,220.0,0.7987331992469127
12,A,12,16,common_150_250nm,225.0,-0.1609540890048926
12,A,12,16,common_150_250nm,230.0,-1.0442544682764172
12,A,12,16,common_150_250nm,235.0,-1.8570079629965033
12,A,12,16,common_150_250nm,240.0,-2.604640129101819
12,A,12,16,common_150_250nm,245.0,-3.2921871216452114
12,A,12,16,common_150_250nm,250.0,-3.920715647457773
