acquisition_order,location,location_order,instrument_scan_number,variant,distance_nm,predicted_force_pN
1,A,1,5,primary,150.0,30.216376086868223
1,A,1,5,primary,155.0,28.10847365602551
1,A,1,5,primary,160.0,26.05368695420413
1,A,1,5,primary,165.0,24.08796715702924
1,A,1,5,primary,170.0,22.215677711052756
1,A,1,5,primary,175.0,20.385741635265106
1,A,1,5,primary,180.0,18.685182798162835
1,A,1,5,primary,185.0,17.02276158846592
1,A,1,5,primary,190.0,15.444481453341293
1,A,1,5,primary,195.0,13.93846819323402
1,A,1,5,primary,200.0,12.475661079326848
1,A,1,5,primary,205.0,11.114992991112075
1,A,1,5,primary,210.0,9.786594108656342
1,A,1,5,primary,215.0,8.534725271513537
1,A,1,5,primary,220.0,7.336760411711584
1,A,1,5,primary,225.0,6.180501125635242
1,A,1,5,primary,230.0,5.10263771906526
1,A,1,5,primary,235.0,4.051547365921184
1,A,1,5,primary,240.0,3.0681035670532637
1,A,1,5,primary,245.0,2.123609827225536
1,A,1,5,primary,250.0,1.2177790663511097
1,A,1,5,constant_baseline,150.0,36.20658826949652
1,A,1,5,constant_baseline,155.0,33.03968593042461
1,A,1,5,constant_baseline,160.0,30.13956940255138
1,A,1,5,constant_baseline,165.0,27.485388788771246
1,A,1,5,constant_baseline,170.0,25.057677482568916
1,A,1,5,constant_baseline,175.0,22.838299649582545
1,A,1,5,constant_baseline,180.0,20.81039241895295
1,A,1,5,constant_baseline,185.0,18.958304622564057
1,A,1,5,constant_baseline,190.0,17.26753356536722
1,A,1,5,constant_baseline,195.0,15.7246610157744
1,A,1,5,constant_baseline,200.0,14.317289361268362
1,A,1,5,constant_baseline,205.0,13.03397867234828
1,A,1,5,constant_baseline,210.0,11.8641852506362
1,A,1,5,constant_baseline,215.0,10.79820209859086
1,A,1,5,constant_baseline,220.0,9.827101634014916
1,A,1,5,constant_baseline,225.0,8.942680878446302
1,A,1,5,constant_baseline,230.0,8.137409304046743
1,A,1,5,constant_baseline,235.0,7.406704606385724
1,A,1,5,constant_baseline,240.0,6.741514829885277
1,A,1,5,constant_baseline,245.0,6.136089400105802
1,A,1,5,constant_baseline,250.0,5.5851638135799915
1,A,1,5,lower_plus_10nm,160.0,24.308750233978927
1,A,1,5,lower_plus_10nm,165.0,22.768939177222983
1,A,1,5,lower_plus_10nm,170.0,21.278928162392432
1,A,1,5,lower_plus_10nm,175.0,19.78859003852388
1,A,1,5,lower_plus_10nm,180.0,18.314125447320116
1,A,1,5,lower_plus_10nm,185.0,16.905935751593013
1,A,1,5,lower_plus_10nm,190.0,15.497512869149567
1,A,1,5,lower_plus_10nm,195.0,14.100890664847121
1,A,1,5,lower_plus_10nm,200.0,12.77399161866574
1,A,1,5,lower_plus_10nm,205.0,11.446921887882084
1,A,1,5,lower_plus_10nm,210.0,10.12755706019204
1,A,1,5,lower_plus_10nm,215.0,8.880598680815183
1,A,1,5,lower_plus_10nm,220.0,7.633512510657141
1,A,1,5,lower_plus_10nm,225.0,6.390137755665904
1,A,1,5,lower_plus_10nm,230.0,5.221126772822416
1,A,1,5,lower_plus_10nm,235.0,4.052018225305268
1,A,1,5,lower_plus_10nm,240.0,2.882822559542113
1,A,1,5,lower_plus_10nm,245.0,1.7892721690867788
1,A,1,5,lower_plus_10nm,250.0,0.6956460083364249
1,A,1,5,common_150_250nm,150.0,30.216376086868223
1,A,1,5,common_150_250nm,155.0,28.10847365602551
1,A,1,5,common_150_250nm,160.0,26.05368695420413
1,A,1,5,common_150_250nm,165.0,24.08796715702924
1,A,1,5,common_150_250nm,170.0,22.215677711052756
1,A,1,5,common_150_250nm,175.0,20.385741635265106
1,A,1,5,common_150_250nm,180.0,18.685182798162835
1,A,1,5,common_150_250nm,185.0,17.02276158846592
1,A,1,5,common_150_250nm,190.0,15.444481453341293
1,A,1,5,common_150_250nm,195.0,13.93846819323402
1,A,1,5,common_150_250nm,200.0,12.475661079326848
1,A,1,5,common_150_250nm,205.0,11.114992991112075
1,A,1,5,common_150_250nm,210.0,9.786594108656342
1,A,1,5,common_150_250nm,215.0,8.534725271513537
1,A,1,5,common_150_250nm,220.0,7.336760411711584
1,A,1,5,common_150_250nm,225.0,6.180501125635242
1,A,1,5,common_150_250nm,230.0,5.10263771906526
1,A,1,5,common_150_250nm,235.0,4.051547365921184
1,A,1,5,common_150_250nm,240.0,3.0681035670532637
1,A,1,5,common_150_250nm,245.0,2.123609827225536
1,A,1,5,common_150_250nm,250.0,1.2177790663511097
1,A,1,5,no_slip_hydrodynamic,150.0,27.154372938465936
1,A,1,5,no_slip_hydrodynamic,155.0,25.22163093046247
1,A,1,5,no_slip_hydrodynamic,160.0,23.31410163804774
1,A,1,5,no_slip_hydrodynamic,165.0,21.53206385069758
1,A,1,5,no_slip_hydrodynamic,170.0,19.77337664297433
1,A,1,5,no_slip_hydrodynamic,175.0,18.111332043780468
1,A,1,5,no_slip_hydrodynamic,180.0,16.49426586221463
1,A,1,5,no_slip_hydrodynamic,185.0,14.946841211129925
1,A,1,5,no_slip_hydrodynamic,190.0,13.4637262742858
1,A,1,5,no_slip_hydrodynamic,195.0,12.025328689627894
1,A,1,5,no_slip_hydrodynamic,200.0,10.66824804393326
1,A,1,5,no_slip_hydrodynamic,205.0,9.333171100221648
1,A,1,5,no_slip_hydrodynamic,210.0,8.094124613740995
1,A,1,5,no_slip_hydrodynamic,215.0,6.873146094221902
1,A,1,5,no_slip_hydrodynamic,220.0,5.72767078547092
1,A,1,5,no_slip_hydrodynamic,225.0,4.614583162493943
1,A,1,5,no_slip_hydrodynamic,230.0,3.555396073233311
1,A,1,5,no_slip_hydrodynamic,235.0,2.542482225417647
1,A,1,5,no_slip_hydrodynamic,240.0,1.5641398744948454
1,A,1,5,no_slip_hydrodynamic,245.0,0.6439394525161184
1,A,1,5,no_slip_hydrodynamic,250.0,-0.25882569023194435
2,A,2,6,primary,25.0,549.3974553394738
2,A,2,6,primary,30.0,499.305153791363
2,A,2,6,primary,35.0,452.39863084453907
2,A,2,6,primary,40.0,409.01898898995654
2,A,2,6,primary,45.0,368.8300637596843
2,A,2,6,primary,50.0,332.2350617334834
2,A,2,6,primary,55.0,298.88123293986524
2,A,2,6,primary,60.0,268.4921081101504
2,A,2,6,primary,65.0,241.2781238299042
2,A,2,6,primary,70.0,216.54397989027433
2,A,2,6,primary,75.0,194.43896432706902
2,A,2,6,primary,80.0,174.58133516667743
2,A,2,6,primary,85.0,156.71156167403308
2,A,2,6,primary,90.0,140.89572917657713
2,A,2,6,primary,95.0,126.64796925241211
2,A,2,6,primary,100.0,114.03186296248985
2,A,2,6,primary,105.0,102.78093122335123
2,A,2,6,primary,110.0,92.72549404274892
2,A,2,6,primary,115.0,83.88435587457434
2,A,2,6,primary,120.0,75.96182775643484
2,A,2,6,primary,125.0,68.98750942829403
2,A,2,6,primary,130.0,62.79615187924135
2,A,2,6,primary,135.0,57.288013576903644
2,A,2,6,primary,140.0,52.46583313255443
2,A,2,6,primary,145.0,48.16011118168903
2,A,2,6,primary,150.0,44.38516510421563
2,A,2,6,primary,155.0,41.04410407673538
2,A,2,6,primary,160.0,38.08132746307207
2,A,2,6,primary,165.0,35.49490238525135
2,A,2,6,primary,170.0,33.191108762473526
2,A,2,6,primary,175.0,31.17709024280214
2,A,2,6,primary,180.0,29.398006485097454
2,A,2,6,primary,185.0,27.823918517878493
2,A,2,6,primary,190.0,26.452256902404503
2,A,2,6,primary,195.0,25.232454873620703
2,A,2,6,primary,200.0,24.168198079789587
2,A,2,6,primary,205.0,23.229179470349138
2,A,2,6,primary,210.0,22.399662132145195
2,A,2,6,primary,215.0,21.67759383337625
2,A,2,6,primary,220.0,21.036138270699468
2,A,2,6,primary,225.0,20.477254703517602
2,A,2,6,primary,230.0,19.984457562235587
2,A,2,6,primary,235.0,19.54961061679205
2,A,2,6,primary,240.0,19.17131706304379
2,A,2,6,primary,245.0,18.8354865865178
2,A,2,6,primary,250.0,18.543183069271993
2,A,2,6,constant_baseline,25.0,518.1037207758246
2,A,2,6,constant_baseline,30.0,471.9514783527807
2,A,2,6,constant_baseline,35.0,428.51936737332693
2,A,2,6,constant_baseline,40.0,387.90485610769747
2,A,2,6,constant_baseline,45.0,350.52607713111746
2,A,2,6,constant_baseline,50.0,315.9582971788955
2,A,2,6,constant_baseline,55.0,284.12526507897513
2,A,2,6,constant_baseline,60.0,255.41041200023145
2,A,2,6,constant_baseline,65.0,229.14155430265268
2,A,2,6,constant_baseline,70.0,205.21604037994595
2,A,2,6,constant_baseline,75.0,183.81550223041344
2,A,2,6,constant_baseline,80.0,164.37367881066305
2,A,2,6,constant_baseline,85.0,146.7993686435127
2,A,2,6,constant_baseline,90.0,131.15739692442634
2,A,2,6,constant_baseline,95.0,117.01396775839609
2,A,2,6,constant_baseline,100.0,104.30257680449637
2,A,2,6,constant_baseline,105.0,93.02352396215463
2,A,2,6,constant_baseline,110.0,82.86054438126462
2,A,2,6,constant_baseline,115.0,73.76995928211844
2,A,2,6,constant_baseline,120.0,65.71940933143743
2,A,2,6,constant_baseline,125.0,58.48523973336117
2,A,2,6,constant_baseline,130.0,52.04103825402097
2,A,2,6,constant_baseline,135.0,46.340860871986926
2,A,2,6,constant_baseline,140.0,41.22994719159912
2,A,2,6,constant_baseline,145.0,36.69375720947934
2,A,2,6,constant_baseline,150.0,32.68372672667573
2,A,2,6,constant_baseline,155.0,29.094616286232004
2,A,2,6,constant_baseline,160.0,25.919532472138517
2,A,2,6,constant_baseline,165.0,23.113113862388907
2,A,2,6,constant_baseline,170.0,20.60486403160719
2,A,2,6,constant_baseline,175.0,18.392521908436667
2,A,2,6,constant_baseline,180.0,16.4365687157861
2,A,2,6,constant_baseline,185.0,14.690419422282497
2,A,2,6,constant_baseline,190.0,13.15441759566978
2,A,2,6,constant_baseline,195.0,11.795651552552204
2,A,2,6,constant_baseline,200.0,10.5837271365645
2,A,2,6,constant_baseline,205.0,9.520293738791633
2,A,2,6,constant_baseline,210.0,8.57879205782085
2,A,2,6,constant_baseline,215.0,7.739635145406982
2,A,2,6,constant_baseline,220.0,7.004987852796449
2,A,2,6,constant_baseline,225.0,6.353906775649667
2,A,2,6,constant_baseline,230.0,5.77392588061526
2,A,2,6,constant_baseline,235.0,5.2672742336560185
2,A,2,6,constant_baseline,240.0,4.81772377768359
2,A,2,6,constant_baseline,245.0,4.417444399898625
2,A,2,6,constant_baseline,250.0,4.068494888922151
2,A,2,6,lower_plus_10nm,35.0,433.6736933861432
2,A,2,6,lower_plus_10nm,40.0,393.57323652519653
2,A,2,6,lower_plus_10nm,45.0,356.55339029119153
2,A,2,6,lower_plus_10nm,50.0,322.3133732044725
2,A,2,6,lower_plus_10nm,55.0,291.0652123850623
2,A,2,6,lower_plus_10nm,60.0,262.66431437266596
2,A,2,6,lower_plus_10nm,65.0,236.7003649631423
2,A,2,6,lower_plus_10nm,70.0,213.34766206913784
2,A,2,6,lower_plus_10nm,75.0,192.23189453578405
2,A,2,6,lower_plus_10nm,80.0,173.06587044564878
2,A,2,6,lower_plus_10nm,85.0,156.01875283271158
2,A,2,6,lower_plus_10nm,90.0,140.6280602346938
2,A,2,6,lower_plus_10nm,95.0,126.75454877534501
2,A,2,6,lower_plus_10nm,100.0,114.47867515949048
2,A,2,6,lower_plus_10nm,105.0,103.41526146479079
2,A,2,6,lower_plus_10nm,110.0,93.52046692065747
2,A,2,6,lower_plus_10nm,115.0,84.76099343205597
2,A,2,6,lower_plus_10nm,120.0,76.89066756711529
2,A,2,6,lower_plus_10nm,125.0,69.90289391392166
2,A,2,6,lower_plus_10nm,130.0,63.707271108066486
2,A,2,6,lower_plus_10nm,135.0,58.15413521384782
2,A,2,6,lower_plus_10nm,140.0,53.25778881753955
2,A,2,6,lower_plus_10nm,145.0,48.90620522859222
2,A,2,6,lower_plus_10nm,150.0,45.013619396769464
2,A,2,6,lower_plus_10nm,155.0,41.60419487597111
2,A,2,6,lower_plus_10nm,160.0,38.56491666121954
2,A,2,6,lower_plus_10nm,165.0,35.8556488867248
2,A,2,6,lower_plus_10nm,170.0,33.48842488151153
2,A,2,6,lower_plus_10nm,175.0,31.375175012225007
2,A,2,6,lower_plus_10nm,180.0,29.502208476668358
2,A,2,6,lower_plus_10nm,185.0,27.860228863589445
2,A,2,6,lower_plus_10nm,190.0,26.39603327537767
2,A,2,6,lower_plus_10nm,195.0,25.105606994911014
2,A,2,6,lower_plus_10nm,200.0,23.970061100747387
2,A,2,6,lower_plus_10nm,205.0,22.958364614802324
2,A,2,6,lower_plus_10nm,210.0,22.071654002869696
2,A,2,6,lower_plus_10nm,215.0,21.288157454284683
2,A,2,6,lower_plus_10nm,220.0,20.59061364244632
2,A,2,6,lower_plus_10nm,225.0,19.982578494676247
2,A,2,6,lower_plus_10nm,230.0,19.442956651979095
2,A,2,6,lower_plus_10nm,235.0,18.963576025846997
2,A,2,6,lower_plus_10nm,240.0,18.546552495164057
2,A,2,6,lower_plus_10nm,245.0,18.17541713528411
2,A,2,6,lower_plus_10nm,250.0,17.847367297186675
2,A,2,6,upper_200nm,25.0,576.9485329654
2,A,2,6,upper_200nm,30.0,520.7808760546045
2,A,2,6,upper_200nm,35.0,468.6951623463151
2,A,2,6,upper_200nm,40.0,420.8423321220086
2,A,2,6,upper_200nm,45.0,377.17016246775717
2,A,2,6,upper_200nm,50.0,337.50677770647775
2,A,2,6,upper_200nm,55.0,301.81477469309704
2,A,2,6,upper_200nm,60.0,269.6654907200492
2,A,2,6,upper_200nm,65.0,240.97020952255386
2,A,2,6,upper_200nm,70.0,215.26533946106795
2,A,2,6,upper_200nm,75.0,192.46027664985633
2,A,2,6,upper_200nm,80.0,172.11091938390476
2,A,2,6,upper_200nm,85.0,154.1427219728777
2,A,2,6,upper_200nm,90.0,138.15515848455718
2,A,2,6,upper_200nm,95.0,124.09360790552824
2,A,2,6,upper_200nm,100.0,111.60933740480723
2,A,2,6,upper_200nm,105.0,100.66583618198042
2,A,2,6,upper_200nm,110.0,90.96637828853393
2,A,2,6,upper_200nm,115.0,82.48896073092861
2,A,2,6,upper_200nm,120.0,74.98524714378529
2,A,2,6,upper_200nm,125.0,68.44401964996605
2,A,2,6,upper_200nm,130.0,62.6600732133021
2,A,2,6,upper_200nm,135.0,57.629754789473736
2,A,2,6,upper_200nm,140.0,53.185243130305736
2,A,2,6,upper_200nm,145.0,49.32789154340303
2,A,2,6,upper_200nm,150.0,45.92163165323257
2,A,2,6,upper_200nm,155.0,42.97089625675089
2,A,2,6,upper_200nm,160.0,40.3661663307131
2,A,2,6,upper_200nm,165.0,38.113562658500285
2,A,2,6,upper_200nm,170.0,36.12548352068647
2,A,2,6,upper_200nm,175.0,34.40877236964514
2,A,2,6,upper_200nm,180.0,32.893730519052866
2,A,2,6,upper_200nm,185.0,31.587284146653673
2,A,2,6,upper_200nm,190.0,30.43422953313173
2,A,2,6,upper_200nm,195.0,29.44117578126277
2,A,2,6,upper_200nm,200.0,28.56456775969194
2,A,2,6,common_150_250nm,150.0,46.12306284817282
2,A,2,6,common_150_250nm,155.0,43.300461269942524
2,A,2,6,common_150_250nm,160.0,40.64390509096407
2,A,2,6,common_150_250nm,165.0,38.15668696469179
2,A,2,6,common_150_250nm,170.0,35.85162389035784
2,A,2,6,common_150_250nm,175.0,33.684606874828425
2,A,2,6,common_150_250nm,180.0,31.64901293052697
2,A,2,6,common_150_250nm,185.0,29.73839784903835
2,A,2,6,common_150_250nm,190.0,27.946498056531112
2,A,2,6,common_150_250nm,195.0,26.298808784222352
2,A,2,6,common_150_250nm,200.0,24.75314609674038
2,A,2,6,common_150_250nm,205.0,23.30424466301254
2,A,2,6,common_150_250nm,210.0,21.947021587463777
2,A,2,6,common_150_250nm,215.0,20.676571911048992
2,A,2,6,common_150_250nm,220.0,19.50571725495098
2,A,2,6,common_150_250nm,225.0,18.41462584318412
2,A,2,6,common_150_250nm,230.0,17.393397914798275
2,A,2,6,common_150_250nm,235.0,16.438191942417347
2,A,2,6,common_150_250nm,240.0,15.54531759593394
2,A,2,6,common_150_250nm,245.0,14.719923107655895
2,A,2,6,common_150_250nm,250.0,13.955700759541434
2,A,2,6,no_slip_hydrodynamic,25.0,541.4304691689034
2,A,2,6,no_slip_hydrodynamic,30.0,491.85419179198055
2,A,2,6,no_slip_hydrodynamic,35.0,445.4550334909794
2,A,2,6,no_slip_hydrodynamic,40.0,402.5397882632484
2,A,2,6,no_slip_hydrodynamic,45.0,362.7506698230035
2,A,2,6,no_slip_hydrodynamic,50.0,326.6330558262754
2,A,2,6,no_slip_hydrodynamic,55.0,293.62064108734825
2,A,2,6,no_slip_hydrodynamic,60.0,263.6664052359422
2,A,2,6,no_slip_hydrodynamic,65.0,236.7424601773784
2,A,2,6,no_slip_hydrodynamic,70.0,212.27781441037672
2,A,2,6,no_slip_hydrodynamic,75.0,190.53797820478454
2,A,2,6,no_slip_hydrodynamic,80.0,170.90881706347218
2,A,2,6,no_slip_hydrodynamic,85.0,153.36063712091874
2,A,2,6,no_slip_hydrodynamic,90.0,137.73768519437192
2,A,2,6,no_slip_hydrodynamic,95.0,123.66963350607921
2,A,2,6,no_slip_hydrodynamic,100.0,111.31522105214282
2,A,2,6,no_slip_hydrodynamic,105.0,100.21521463890394
2,A,2,6,no_slip_hydrodynamic,110.0,90.3839726740959
2,A,2,6,no_slip_hydrodynamic,115.0,81.6688056915946
2,A,2,6,no_slip_hydrodynamic,120.0,73.8803964412638
2,A,2,6,no_slip_hydrodynamic,125.0,67.0663706500967
2,A,2,6,no_slip_hydrodynamic,130.0,60.972080949103976
2,A,2,6,no_slip_hydrodynamic,135.0,55.612268232882876
2,A,2,6,no_slip_hydrodynamic,140.0,50.86993572195417
2,A,2,6,no_slip_hydrodynamic,145.0,46.657146835835015
2,A,2,6,no_slip_hydrodynamic,150.0,42.977583333196094
2,A,2,6,no_slip_hydrodynamic,155.0,39.69695480632127
2,A,2,6,no_slip_hydrodynamic,160.0,36.82804224754213
2,A,2,6,no_slip_hydrodynamic,165.0,34.29064349283156
2,A,2,6,no_slip_hydrodynamic,170.0,32.04758941749374
2,A,2,6,no_slip_hydrodynamic,175.0,30.088965160802932
2,A,2,6,no_slip_hydrodynamic,180.0,28.34639444996528
2,A,2,6,no_slip_hydrodynamic,185.0,26.829648558868506
2,A,2,6,no_slip_hydrodynamic,190.0,25.48727218306093
2,A,2,6,no_slip_hydrodynamic,195.0,24.30548036009136
2,A,2,6,no_slip_hydrodynamic,200.0,23.272790860838928
2,A,2,6,no_slip_hydrodynamic,205.0,22.35530708024862
2,A,2,6,no_slip_hydrodynamic,210.0,21.559901717980487
2,A,2,6,no_slip_hydrodynamic,215.0,20.854955321652024
2,A,2,6,no_slip_hydrodynamic,220.0,20.236546935274124
2,A,2,6,no_slip_hydrodynamic,225.0,19.695405031142165
2,A,2,6,no_slip_hydrodynamic,230.0,19.21519832009084
2,A,2,6,no_slip_hydrodynamic,235.0,18.80013206568701
2,A,2,6,no_slip_hydrodynamic,240.0,18.43169009901298
2,A,2,6,no_slip_hydrodynamic,245.0,18.10951776722799
2,A,2,6,no_slip_hydrodynamic,250.0,17.827087994469057
3,A,3,7,primary,25.0,527.8212413909683
3,A,3,7,primary,30.0,478.88359395845487
3,A,3,7,primary,35.0,433.1055724891971
3,A,3,7,primary,40.0,390.75816755218557
3,A,3,7,primary,45.0,351.4620639971475
3,A,3,7,primary,50.0,315.9112906408201
3,A,3,7,primary,55.0,283.31639374118026
3,A,3,7,primary,60.0,253.87245024908313
3,A,3,7,primary,65.0,227.3002567275767
3,A,3,7,primary,70.0,203.24072816800927
3,A,3,7,primary,75.0,181.8435050315061
3,A,3,7,primary,80.0,162.48813604933602
3,A,3,7,primary,85.0,145.30909740736786
3,A,3,7,primary,90.0,129.91558620106125
3,A,3,7,primary,95.0,116.16635556204218
3,A,3,7,primary,100.0,104.00340400842644
3,A,3,7,primary,105.0,93.08107036955761
3,A,3,7,primary,110.0,83.50344375009846
3,A,3,7,primary,115.0,74.93571220742182
3,A,3,7,primary,120.0,67.36138080553918
3,A,3,7,primary,125.0,60.66898451956009
3,A,3,7,primary,130.0,54.702245501028024
3,A,3,7,primary,135.0,49.493626995156454
3,A,3,7,primary,140.0,44.84355921487086
3,A,3,7,primary,145.0,40.76821397422512
3,A,3,7,primary,150.0,37.163768511845944
3,A,3,7,primary,155.0,33.97490877536056
3,A,3,7,primary,160.0,31.18791631366591
3,A,3,7,primary,165.0,28.70660561127962
3,A,3,7,primary,170.0,26.548511078530137
3,A,3,7,primary,175.0,24.635010944526833
3,A,3,7,primary,180.0,22.9537611517286
3,A,3,7,primary,185.0,21.480616282950557
3,A,3,7,primary,190.0,20.173182219855605
3,A,3,7,primary,195.0,19.040671827966214
3,A,3,7,primary,200.0,18.034472923537635
3,A,3,7,primary,205.0,17.155947430714754
3,A,3,7,primary,210.0,16.383455399642152
3,A,3,7,primary,215.0,15.701834055519425
3,A,3,7,primary,220.0,15.109336482259511
3,A,3,7,primary,225.0,14.583475431067859
3,A,3,7,primary,230.0,14.127045662696434
3,A,3,7,primary,235.0,13.7240384491723
3,A,3,7,primary,240.0,13.370403103931416
3,A,3,7,primary,245.0,13.061758150710228
3,A,3,7,primary,250.0,12.788029969769063
3,A,3,7,constant_baseline,25.0,485.93136177489816
3,A,3,7,constant_baseline,30.0,441.5756307188444
3,A,3,7,constant_baseline,35.0,399.73995578253187
3,A,3,7,constant_baseline,40.0,360.8060804075661
3,A,3,7,constant_baseline,45.0,324.8188318602797
3,A,3,7,constant_baseline,50.0,291.5193198024259
3,A,3,7,constant_baseline,55.0,261.1559936164733
3,A,3,7,constant_baseline,60.0,233.51539730049512
3,A,3,7,constant_baseline,65.0,208.24010700223468
3,A,3,7,constant_baseline,70.0,185.5425113267358
3,A,3,7,constant_baseline,75.0,164.97910146283905
3,A,3,7,constant_baseline,80.0,146.3161835596673
3,A,3,7,constant_baseline,85.0,129.74749671122018
3,A,3,7,constant_baseline,90.0,114.75640597777132
3,A,3,7,constant_baseline,95.0,101.27869940675143
3,A,3,7,constant_baseline,100.0,89.32189273766531
3,A,3,7,constant_baseline,105.0,78.54700376394209
3,A,3,7,constant_baseline,110.0,68.94166944875153
3,A,3,7,constant_baseline,115.0,60.41214194133722
3,A,3,7,constant_baseline,120.0,52.749659672956206
3,A,3,7,constant_baseline,125.0,45.97282753478253
3,A,3,7,constant_baseline,130.0,39.94243894738431
3,A,3,7,constant_baseline,135.0,34.53854822594932
3,A,3,7,constant_baseline,140.0,29.79525171144038
3,A,3,7,constant_baseline,145.0,25.56196533270186
3,A,3,7,constant_baseline,150.0,21.7835878271487
3,A,3,7,constant_baseline,155.0,18.477224295840006
3,A,3,7,constant_baseline,160.0,15.522298621431709
3,A,3,7,constant_baseline,165.0,12.902031940771852
3,A,3,7,constant_baseline,170.0,10.601278043777274
3,A,3,7,constant_baseline,175.0,8.547937480908832
3,A,3,7,constant_baseline,180.0,6.738686219616392
3,A,3,7,constant_baseline,185.0,5.143780056096361
3,A,3,7,constant_baseline,190.0,3.7219787090976126
3,A,3,7,constant_baseline,195.0,2.476982336762804
3,A,3,7,constant_baseline,200.0,1.3746632368670095
3,A,3,7,constant_baseline,205.0,0.39287166090428727
3,A,3,7,constant_baseline,210.0,-0.4615583318888197
3,A,3,7,constant_baseline,215.0,-1.2216672652911118
3,A,3,7,constant_baseline,220.0,-1.8955568997449737
3,A,3,7,constant_baseline,225.0,-2.483335644845476
3,A,3,7,constant_baseline,230.0,-3.0065331755614526
3,A,3,7,constant_baseline,235.0,-3.4677789985194445
3,A,3,7,constant_baseline,240.0,-3.8720005552962258
3,A,3,7,constant_baseline,245.0,-4.2316229035782555
3,A,3,7,constant_baseline,250.0,-4.546878132006629
3,A,3,7,lower_plus_10nm,35.0,417.1047384872153
3,A,3,7,lower_plus_10nm,40.0,377.7407554732881
3,A,3,7,lower_plus_10nm,45.0,341.2795816001498
3,A,3,7,lower_plus_10nm,50.0,307.5679615808552
3,A,3,7,lower_plus_10nm,55.0,277.0777385961231
3,A,3,7,lower_plus_10nm,60.0,249.15133490248857
3,A,3,7,lower_plus_10nm,65.0,223.77099684952847
3,A,3,7,lower_plus_10nm,70.0,200.9801746183839
3,A,3,7,lower_plus_10nm,75.0,180.26401691194846
3,A,3,7,lower_plus_10nm,80.0,161.70329017834078
3,A,3,7,lower_plus_10nm,85.0,145.04418868938666
3,A,3,7,lower_plus_10nm,90.0,129.98643151770747
3,A,3,7,lower_plus_10nm,95.0,116.66384776864118
3,A,3,7,lower_plus_10nm,100.0,104.67716691711871
3,A,3,7,lower_plus_10nm,105.0,93.9402559912997
3,A,3,7,lower_plus_10nm,110.0,84.45219238884803
3,A,3,7,lower_plus_10nm,115.0,75.92712457525919
3,A,3,7,lower_plus_10nm,120.0,68.37019672719899
3,A,3,7,lower_plus_10nm,125.0,61.664521592866315
3,A,3,7,lower_plus_10nm,130.0,55.655836961827426
3,A,3,7,lower_plus_10nm,135.0,50.38373278548709
3,A,3,7,lower_plus_10nm,140.0,45.680711611985345
3,A,3,7,lower_plus_10nm,145.0,41.49321299048664
3,A,3,7,lower_plus_10nm,150.0,37.82361161294765
3,A,3,7,lower_plus_10nm,155.0,34.545266201102855
3,A,3,7,lower_plus_10nm,160.0,31.653178074056008
3,A,3,7,lower_plus_10nm,165.0,29.103653353318187
3,A,3,7,lower_plus_10nm,170.0,26.829497120449155
3,A,3,7,lower_plus_10nm,175.0,24.841732051168215
3,A,3,7,lower_plus_10nm,180.0,23.07768688220157
3,A,3,7,lower_plus_10nm,185.0,21.511122128223548
3,A,3,7,lower_plus_10nm,190.0,20.14519543979585
3,A,3,7,lower_plus_10nm,195.0,18.92856879254567
3,A,3,7,lower_plus_10nm,200.0,17.857374586522983
3,A,3,7,lower_plus_10nm,205.0,16.91685586948722
3,A,3,7,lower_plus_10nm,210.0,16.079881002381157
3,A,3,7,lower_plus_10nm,215.0,15.349305355537536
3,A,3,7,lower_plus_10nm,220.0,14.703068010146502
3,A,3,7,lower_plus_10nm,225.0,14.12960648082144
3,A,3,7,lower_plus_10nm,230.0,13.631157503001461
3,A,3,7,lower_plus_10nm,235.0,13.187853376522453
3,A,3,7,lower_plus_10nm,240.0,12.797690212883065
3,A,3,7,lower_plus_10nm,245.0,12.456023205887455
3,A,3,7,lower_plus_10nm,250.0,12.152323202652644
3,A,3,7,upper_200nm,25.0,551.5732891943824
3,A,3,7,upper_200nm,30.0,497.1583757496191
3,A,3,7,upper_200nm,35.0,446.713671568442
3,A,3,7,upper_200nm,40.0,400.4002515478563
3,A,3,7,upper_200nm,45.0,358.0093775744477
3,A,3,7,upper_200nm,50.0,319.68496158240305
3,A,3,7,upper_200nm,55.0,285.03420920714325
3,A,3,7,upper_200nm,60.0,254.01523491572715
3,A,3,7,upper_200nm,65.0,226.16331459938056
3,A,3,7,upper_200nm,70.0,201.40751374548347
3,A,3,7,upper_200nm,75.0,179.28512899268515
3,A,3,7,upper_200nm,80.0,159.72910637781902
3,A,3,7,upper_200nm,85.0,142.31341005575356
3,A,3,7,upper_200nm,90.0,126.98597617427848
3,A,3,7,upper_200nm,95.0,113.37119799517758
3,A,3,7,upper_200nm,100.0,101.43348613979491
3,A,3,7,upper_200nm,105.0,90.85062377476518
3,A,3,7,upper_200nm,110.0,81.60126831170844
3,A,3,7,upper_200nm,115.0,73.41420358180626
3,A,3,7,upper_200nm,120.0,66.27909271780989
3,A,3,7,upper_200nm,125.0,59.97088025607515
3,A,3,7,upper_200nm,130.0,54.48710684292871
3,A,3,7,upper_200nm,135.0,49.64312502138375
3,A,3,7,upper_200nm,140.0,45.441734466624546
3,A,3,7,upper_200nm,145.0,41.73284728512273
3,A,3,7,upper_200nm,150.0,38.522491252593596
