location,metric,unit,subset,n_maps,full_location_span_min,time_adjusted_full_span_change,HC3_se,HC3_95CI_low,HC3_95CI_high,HC3_p,HAC1_se,HAC1_95CI_low,HAC1_95CI_high,HAC1_p,HAC2_se,HAC2_95CI_low,HAC2_95CI_high,HAC2_p,gap_speed_coefficient_per_um_s,r2,rmse,design_rank,design_parameters,design_condition_number,residual_lag1_correlation,status
A,lambda_D_apparent_nm,nm,all_eligible_maps,18,68.25440833333333,-19.244576564323513,16.11782381830224,-53.598904817249064,15.109751688602035,0.25102157457293245,13.110514880814968,-47.18897754908532,8.699824420438294,0.16279377307250156,12.51684115572807,-45.923591957538335,7.434438828891313,0.1449965021263773,-0.823515305005238,0.23150479527844958,10.985276001517434,3,3,4.480985491052548,-0.12091984131446099,descriptive_model_conditioned_chronology
A,lambda_D_apparent_nm,nm,quality_pass_maps,17,68.25440833333333,-4.178957982679714,0.6547353251663515,-5.583225592205466,-2.7746903731539625,1.7029192325670095e-05,0.6449885241189354,-5.562320783069192,-2.795595182290236,1.4510128764559413e-05,0.6620624061525814,-5.59894061796602,-2.7589753473934078,1.9162956958337294e-05,-0.179197631496292,0.6719951861857254,0.8644438194745117,3,3,4.9146999118283095,0.17868332925404798,descriptive_model_conditioned_chronology
A,surface_potential_magnitude_apparent_mV,mV,all_eligible_maps,18,68.25440833333333,-0.5532416902558843,4.364851739990654,-9.856702947892785,8.750219567381016,0.9008223083651776,3.688139333981672,-8.414324597630584,7.307841217118815,0.8827586042072921,3.640020183927214,-8.311761057114309,7.20527767660254,0.8812213284701744,0.0850074497899258,0.00422301453259688,3.080054101324266,3,3,4.480985491052548,0.11633095306571327,descriptive_model_conditioned_chronology
A,surface_potential_magnitude_apparent_mV,mV,quality_pass_maps,17,68.25440833333333,-4.6595688628656795,0.8541947933672431,-6.491634484567693,-2.827503241163666,8.480849249138387e-05,0.8325774048552577,-6.445269797459658,-2.873867928271701,6.586561304592103e-05,0.860180093359379,-6.504471676314015,-2.814666049417344,9.079476043984938e-05,-0.09060957888927891,0.7541133943741855,0.7796363164229828,3,3,4.9146999118283095,0.2659136693220266,descriptive_model_conditioned_chronology
B,lambda_D_apparent_nm,nm,all_eligible_maps,17,31.497608333333336,-2.637426655643826,0.9909605809440915,-4.762825717903138,-0.5120275933845138,0.01860700297269839,0.7566770695788696,-4.260337561528576,-1.014515749759076,0.003638295713216541,0.7551200147980118,-4.256998011162235,-1.0178553001254171,0.0035866918201075872,-0.2349232656567597,0.42103085779082017,1.023171911406427,3,3,4.420167317117279,-0.407701385570644,descriptive_model_conditioned_chronology
B,lambda_D_apparent_nm,nm,quality_pass_maps,17,31.497608333333336,-2.637426655643826,0.9909605809440915,-4.762825717903138,-0.5120275933845138,0.01860700297269839,0.7566770695788696,-4.260337561528576,-1.014515749759076,0.003638295713216541,0.7551200147980118,-4.256998011162235,-1.0178553001254171,0.0035866918201075872,-0.2349232656567597,0.42103085779082017,1.023171911406427,3,3,4.420167317117279,-0.407701385570644,descriptive_model_conditioned_chronology
B,surface_potential_magnitude_apparent_mV,mV,all_eligible_maps,17,31.497608333333336,-3.3519136505725906,0.5863121211998938,-4.609428083086459,-2.0943992180587223,5.324596797107726e-05,0.5210215195830458,-4.469393669892556,-2.2344336312526254,1.5652838993303033e-05,0.5001126155526456,-4.424548530869221,-2.27927877027596,1.0067300912890216e-05,-0.03888523716997279,0.6993031867338213,0.6815784467855448,3,3,4.420167317117279,-0.11001792603370954,descriptive_model_conditioned_chronology
B,surface_potential_magnitude_apparent_mV,mV,quality_pass_maps,17,31.497608333333336,-3.3519136505725906,0.5863121211998938,-4.609428083086459,-2.0943992180587223,5.324596797107726e-05,0.5210215195830458,-4.469393669892556,-2.2344336312526254,1.5652838993303033e-05,0.5001126155526456,-4.424548530869221,-2.27927877027596,1.0067300912890216e-05,-0.03888523716997279,0.6993031867338213,0.6815784467855448,3,3,4.420167317117279,-0.11001792603370954,descriptive_model_conditioned_chronology
