location,location_order,instrument_scan_number,point_index,gap_speed_um_per_s,far_sample_count,far_distance_min_nm,far_distance_max_nm,hydro_far_line_slope_pN_per_nm,hydro_far_line_intercept_pN
A,1,5,40,1.9646059932602855,200,713.194400735429,910.2055286733724,-0.0010296820446533,1.67064849787916
A,1,5,41,1.9617890684459673,197,699.9461945861879,893.8171134603035,-0.001067207689667744,1.6996285959470305
A,1,5,42,1.963401733094533,197,701.4556730803101,895.4170857213892,-0.0010643590876552793,1.6980400729000968
A,1,5,43,1.953528864989736,199,705.0406776491145,900.8681048584921,-0.0010465857877572018,1.679601492078946
A,1,5,44,1.960133547648158,199,706.7560167462981,902.6720067762237,-0.0010456977634946494,1.6817055341883147
A,1,5,45,1.960951799452306,200,711.9306020968495,910.9812244097242,-0.0010313330380139238,1.6704519782216463
A,1,5,46,1.9652714243438512,200,709.3791088514668,908.7198183502202,-0.0010398394757776437,1.679199612802887
A,1,5,47,1.9651712079041632,200,713.842169020803,912.941471517551,-0.0010283337721900536,1.6697928794279595
A,1,5,48,1.9712765791286677,200,714.2431677743468,911.2035458135475,-0.0010307939563122563,1.674375024650835
A,1,5,49,1.9661526935397422,199,710.6997922787356,906.8549077925744,-0.0010382427043267094,1.6782274737691576
A,1,5,50,1.9620037846189746,200,712.4844071642806,909.5136527139847,-0.0010305989640251624,1.670293397752065
A,1,5,51,1.9649872463167635,200,713.8257970831144,910.8940141506496,-0.0010284893130035953,1.669836145853307
A,1,5,52,1.9618548027901868,200,713.3729538434062,912.6678461501597,-0.0010280529913294554,1.668162391108559
A,1,5,53,1.9577602442439264,200,713.7137764248671,913.1142357611208,-0.0010249749377568833,1.6639193965447938
A,1,5,54,1.968194296868663,200,712.4243955042393,911.6143148473047,-0.0010341917503189754,1.6758481113655481
A,1,5,55,1.9675985858429146,200,715.4521592443165,914.5664702856494,-0.001026088878696457,1.6689842985244603
A,1,5,56,1.9708555491267463,200,714.6571144851519,913.8629452714414,-0.0010295695250542997,1.673204010862654
A,1,5,57,1.968751662394624,196,696.9455580132047,889.6960676209509,-0.0010801929255490799,1.712961380479868
A,1,5,58,1.960687588248326,200,709.0960950205986,905.9557236420882,-0.0010384236168068707,1.676094707356995
A,1,5,59,1.9642290386640477,198,702.2143465234468,897.1634714388679,-0.001061009555878523,1.69575243396501
A,1,5,60,1.9624955798012842,200,713.8851054180367,910.6584061457283,-0.0010273304958265932,1.667836863147543
A,1,5,61,1.9617144555127584,200,715.2040901807151,914.0213471361238,-0.0010231957199697487,1.66413693108573
A,1,5,62,1.9672291901906533,200,712.4747865912555,911.7952583063666,-0.0010333272312177315,1.6747353099338191
A,1,5,63,1.9786403105285049,200,711.7886762811553,908.604860360617,-0.00104131333536799,1.686065395242993
A,2,6,0,0.9891238653608916,200,712.5979462238467,911.3747152534401,-0.0005195859219468278,0.8420766550841521
A,2,6,1,0.9866539358655657,198,701.1586951224817,897.5918102911568,-0.0005341529682955078,0.8527568459676687
A,2,6,2,0.9870782301892173,200,712.1866215903508,911.2914363521717,-0.0005187209815123223,0.8405085178689267
A,2,6,3,0.9869748508803761,200,711.6034897561035,909.6686713582343,-0.000519622775649141,0.8411975222336772
A,2,6,4,0.9873702717136006,200,712.448332716715,911.5279826347146,-0.0005187175085356107,0.8406294018621316
A,2,6,5,0.9860391859810146,200,713.2511109485511,912.412792307532,-0.0005169095724220767,0.8385924017315922
A,2,6,6,0.991982786453813,199,711.597583791279,908.8271685882906,-0.000522705421934065,0.8458071267461286
A,2,6,7,0.988121372839931,200,717.4223760709567,916.6388705960677,-0.00051251502797023,0.8358782954789028
A,2,6,8,0.9877137851854075,198,703.1710778218772,899.1013506186665,-0.0005324978767875952,0.8518819493017176
A,2,6,9,0.9885328923547299,195,689.0302636313223,882.057441019805,-0.0005541988506331257,0.86944669173377
A,2,6,10,0.9888817619430255,197,699.6792006517599,894.8331182305467,-0.0005382855931401921,0.8570043403505598
A,2,6,11,0.9885237699354283,197,699.8703664588362,895.0666059969908,-0.0005378044496313778,0.8564649299304068
A,2,6,12,0.9887073891066406,200,707.9234151240881,906.0967293726987,-0.0005252563885182564,0.8465070047460572
A,2,6,13,0.9874939035985368,200,713.6175095814526,912.9094357801307,-0.0005172303382170665,0.8394697154732574
A,2,6,14,0.9843167660739484,200,713.3002562629356,912.3503189517317,-0.0005159627956615056,0.8370915508699439
A,2,6,15,0.9838471628864297,200,715.1957395983164,914.4134473956282,-0.0005132746642948062,0.8346990046288556
A,2,6,16,0.9814483723991968,197,701.269177927966,896.543106231296,-0.0005320406938795943,0.8488008849018389
A,2,6,17,0.9843866000492302,197,701.8459607110914,897.127240808476,-0.0005328705632674704,0.8507304917736562
A,2,6,18,0.9862232225480849,197,701.779328481762,896.9427777414404,-0.0005339620852496088,0.8523957146408379
A,2,6,19,0.9899173836050048,199,706.3254533556423,903.538368437214,-0.0005286549055369712,0.8497502955308559
A,2,6,20,0.9888215880166432,200,713.8594504115769,913.0997252036025,-0.0005174417364850992,0.8402032507809135
A,2,6,21,0.988673052070111,200,715.0123496723669,914.0835885794904,-0.0005159775489022292,0.838944455341913
A,2,6,22,0.9851743076049029,200,711.7844985541061,910.742706098167,-0.0005184057705670744,0.8394443104834795
A,2,6,23,0.9857726761971223,200,714.5081401613995,913.5383336200822,-0.0005152435322988309,0.837119904797291
A,2,6,24,0.9835955189028222,199,709.6127516358415,906.8893202810395,-0.0005208786620765914,0.8407614022482987
A,2,6,25,0.9860349866551773,195,691.3312539773958,884.5881733981751,-0.0005494698336450301,0.864621037155364
A,2,6,26,0.9867128954739868,196,694.4821343369714,888.74116397747,-0.0005448680860485374,0.8612914470609646
