acquisition_order,instrument_scan_number,block,position_in_block,source,map_start_time,approach_speed_um_per_s,retract_speed_um_per_s,point_index,line_index,position_within_line,physical_row,physical_column,approach_raw_saturated,retract_raw_saturated,approach_sample_count,approach_duration_s,approach_sample_rate_Hz,approach_scanner_travel_nm,approach_negative_scanner_step_fraction,approach_largest_backward_scanner_step_nm,approach_initial_0_10nm_raw_V,approach_early_80_100nm_raw_V,approach_settled_100_300nm_raw_V,approach_terminal_last_25nm_raw_V,approach_early_80_100nm_delta_V,approach_settled_100_300nm_delta_V,approach_terminal_last_25nm_delta_V,approach_minimum_delta_V,approach_minimum_scanner_travel_nm,approach_maximum_delta_V,approach_maximum_scanner_travel_nm,approach_early_80_100nm_delta_nN_prior_D3_scale,approach_settled_100_300nm_delta_nN_prior_D3_scale,approach_terminal_last_25nm_delta_nN_prior_D3_scale,approach_minimum_delta_nN_prior_D3_scale,approach_maximum_delta_nN_prior_D3_scale,retract_sample_count,retract_duration_s,retract_sample_rate_Hz,retract_scanner_travel_nm,retract_negative_scanner_step_fraction,retract_largest_backward_scanner_step_nm,retract_initial_0_10nm_raw_V,retract_early_80_100nm_raw_V,retract_settled_100_300nm_raw_V,retract_terminal_last_25nm_raw_V,retract_early_80_100nm_delta_V,retract_settled_100_300nm_delta_V,retract_terminal_last_25nm_delta_V,retract_minimum_delta_V,retract_minimum_scanner_travel_nm,retract_maximum_delta_V,retract_maximum_scanner_travel_nm,retract_early_80_100nm_delta_nN_prior_D3_scale,retract_settled_100_300nm_delta_nN_prior_D3_scale,retract_terminal_last_25nm_delta_nN_prior_D3_scale,retract_minimum_delta_nN_prior_D3_scale,retract_maximum_delta_nN_prior_D3_scale
1,9,1,1,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.05.27.700.jpk-force-map,2026-09-12T15:05:27.199000+02:00,0.1,1.0,10,2,3,1,5,False,False,9724,4.862,2000.0,486.11921239982763,0.2769721279440502,-0.2950421221050874,-0.5740598647178308,-0.5723437813434178,-0.5707682608330169,0.7744015891239145,0.0017160833744129245,0.003291603884813865,1.3484614538417454,-0.08280378023147694,0.0,1.6003910822158898,486.11921239982763,0.037454508394018426,0.07184115129354993,29.43094816660883,-1.8072402122054803,34.929457458949805,1000,0.5,2000.0,498.47398443611615,0.0,0.13631707411087746,-0.9386589509047198,-0.9383329333865196,-0.9677677977342221,0.8090627344366824,0.00032601751820021674,-0.029108846829502266,1.7477216853414022,-1.6608006727341948,305.9592505120114,1.967169531047092,498.47398443611615,0.007115520174656095,-0.6353173535573519,38.14503275892501,-36.247931577913356,42.934608429655384
1,9,1,1,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.05.27.700.jpk-force-map,2026-09-12T15:05:27.199000+02:00,0.1,1.0,11,2,4,1,4,False,False,9757,4.8785,2000.0,487.89652033889035,0.2788027880278803,-0.26657054592743634,-0.5780433672817403,-0.5744708601533044,-0.5714788454208102,0.7570099611855624,0.0035725071284359866,0.006564521860930206,1.3350533284673027,-0.0980534089997458,0.0,1.5849350435438367,487.89652033889035,0.07797202643226574,0.14327447186360676,29.13830810501688,-2.140072146377786,34.59212050970122,1000,0.5,2000.0,498.452032372177,0.0,0.0737662294020538,-0.9351235792040019,-0.9423353443435285,-1.0809566982230505,0.7935606776471689,-0.007211765139526594,-0.1458331190190485,1.7286842568511709,-2.6856788797423414,257.0873340873135,1.9480562353758413,498.2232795563439,-0.15740092933800173,-3.182891846553457,37.72952991342264,-58.61648894498488,42.51744973921523
1,9,1,1,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.05.27.700.jpk-force-map,2026-09-12T15:05:27.199000+02:00,0.1,1.0,12,2,5,1,3,False,False,9804,4.902,2000.0,490.10705670495923,0.27899622564521065,-0.31278841678684444,-0.5794152088843892,-0.5747967608671936,-0.5727211732910522,0.7646140441950302,0.004618448017195631,0.006694035593336978,1.3440292530794196,-0.11747279036784897,401.2572290762775,1.5862569930193784,490.10146041036245,0.10080028896414717,0.14610118369468522,29.334212831291392,-2.56391133350766,34.62097281866615,1000,0.5,2000.0,498.5071176915057,0.0,0.07655867782722225,-0.9362385486594799,-0.9449603376825679,-1.0020190878440756,0.792233830733732,-0.008721789023088067,-0.0657805391845957,1.728472379393212,-2.261704755505589,278.0807219898391,1.9448826455609156,498.5071176915057,-0.1903580706198872,-1.4356981681588525,37.72490556582627,-49.36300940439756,42.44818431299259
1,9,1,1,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.05.27.700.jpk-force-map,2026-09-12T15:05:27.199000+02:00,0.1,1.0,13,2,6,1,2,False,False,9863,4.9315,2000.0,493.18595334904956,0.26992496451024134,-0.24090281591799112,-0.5817177138640522,-0.5737486563176263,-0.5719633135489283,0.7502925675110899,0.007969057546425962,0.009754400315123979,1.3320102813751422,-0.10587050413762167,407.4887771961069,1.5820979502624364,493.18595334904956,0.17392927244408316,0.2128954070232239,29.071891848932754,-2.3106847516998177,34.530199314200345,1000,0.5,2000.0,498.40208743750077,0.001001001001001001,-0.017267589237633274,-0.9343621903030541,-0.9385967553901924,-0.9596516807792512,0.8027476815544529,-0.0042345650871382645,-0.025289490476197163,1.7371098718575069,-1.4464362646644398,320.1604122420666,1.9424014132991643,498.13411496848755,-0.09242182283567435,-0.5519577005663939,37.91342381548176,-31.569304862486934,42.39402998928028
1,9,1,1,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.05.27.700.jpk-force-map,2026-09-12T15:05:27.199000+02:00,0.1,1.0,14,2,7,1,1,False,False,10000,5.0,2000.0,500.06921334015965,0.2765276527652765,-0.2745147767481626,-0.5777328430210715,-0.5750782397892055,-0.5753427403703038,0.7567188014110167,0.0026546032318660595,0.002390102650767778,1.3344516444320882,-0.013826184689673782,40.65625961390505,1.5885649627721612,499.872670562071,0.05793824502537932,0.05216536744688902,29.12517600427894,-0.30176444701807936,34.671345588292404,1000,0.5,2000.0,498.3857430659049,0.0,0.13725168949912359,-0.9316134928555504,-0.9357175124388684,-0.9519041843243733,0.8036824442065704,-0.004104019583317964,-0.020290691468822897,1.7352959370621208,-0.6908205308087745,358.0631695387042,1.9457586278340735,498.24849137640575,-0.08957259199902486,-0.44285603209660795,37.873833643446424,-15.077556111624924,42.46730313081473
1,9,1,1,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.05.27.700.jpk-force-map,2026-09-12T15:05:27.199000+02:00,0.1,1.0,15,2,8,1,0,False,False,10000,5.0,2000.0,499.8731264720186,0.26872687268726875,-0.2577030974615244,-0.5766948781981169,-0.578268460313167,-0.576975784222794,0.7510843728108209,-0.0015735821150500984,-0.0002809060246770634,1.3277792510089377,-0.01642132896515469,60.406882592308605,1.5852143560239857,499.8581954212584,-0.03434433630416349,-0.006130935836842275,28.97954717341804,-0.3584049660621735,34.59821666551059,1000,0.5,2000.0,498.4305590136819,0.0,0.032677345441925354,-0.9450985088392603,-0.940755955385591,-0.9606260845896621,0.7850808404110551,0.004342553453669296,-0.015527575750401867,1.7301793492503155,-0.881419360874677,347.071146526806,1.9537207355239976,498.39788166823996,0.09477873115434886,-0.33889828720072684,37.76216116645412,-19.23748539421915,42.64108071863639
1,9,1,1,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.05.27.700.jpk-force-map,2026-09-12T15:05:27.199000+02:00,0.1,1.0,16,3,1,2,0,False,False,10000,5.0,2000.0,500.01506263622264,0.27202720272027203,-0.3025190452351012,-0.577552636217711,-0.5781930492251717,-0.5767976270569853,0.9652857721214756,-0.0006404130074606496,0.0007550091607256837,1.5428384083391866,-0.016421098137587853,146.73712389970134,1.788940066150941,500.01506263622264,-0.013977382871493214,0.016478509942813857,33.67333719174506,-0.35839992811753246,39.04464766868828,1000,0.5,2000.0,498.4959251023088,0.0,0.09570689559132006,-0.941693109745028,-0.9595374266957539,-0.9925692909234772,1.019857143889632,-0.01784431695072597,-0.050876181178449276,1.9615502536346598,-1.7934776383070217,291.610556323152,2.1626332022620356,498.40021820671745,-0.38946249872337063,-1.1104019673028536,42.81196446249717,-39.143682795385736,47.200715673279426
1,9,1,1,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.05.27.700.jpk-force-map,2026-09-12T15:05:27.199000+02:00,0.1,1.0,17,3,2,2,1,False,False,9404,4.702,2000.0,470.10572884678345,0.27640114856960546,-0.31746149374177435,-0.591095859683046,-0.5865068018553302,-0.5825452835313749,0.6860598634341442,0.004589057827715792,0.008550576151671041,1.2771557231171902,-0.13871726690514452,0.0,1.538842143513778,470.0469050658915,0.10015883114514638,0.18662125105431873,27.874659509667477,-3.0275842742614127,33.58611640942195,1000,0.5,2000.0,498.46136712834044,0.0,0.009334756163468683,-0.9504862050188978,-0.9530173321888114,-1.0489453699464544,0.7476630243660334,-0.0025311271699135496,-0.09845916492755658,1.6981492293849312,-2.579080935042434,266.6115778208097,1.9038139494758632,498.19946965936794,-0.05524330883066048,-2.1489280032846865,37.06308534575289,-56.28992738388727,41.55183635858436
1,9,1,1,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.05.27.700.jpk-force-map,2026-09-12T15:05:27.199000+02:00,0.1,1.0,18,3,3,2,2,False,False,9791,4.8955,2000.0,489.4193849366244,0.27099080694586314,-0.25022617433154437,-0.5873160332458334,-0.5841984872517249,-0.5796975999924485,0.7028075492062118,0.003117545994108517,0.007618433253384849,1.2901235824520452,-0.15252522177914463,0.0,1.534411422272724,489.4193849366244,0.06804223754281281,0.16627669523095806,28.15769051127947,-3.3289508450490297,33.489413365508724,1000,0.5,2000.0,498.5804166132102,0.0,0.20821407272956094,-0.9400266932322654,-0.9534807254819675,-1.03763573135521,0.7371165962667766,-0.013454032249702097,-0.09760903812294464,1.6771432894990421,-2.534298587724434,267.7138199015703,1.888524796353612,498.5804166132102,-0.29364200559442627,-2.1303734959605825,36.6046186048526,-55.3125268516435,41.218141782613834
1,9,1,1,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.05.27.700.jpk-force-map,2026-09-12T15:05:27.199000+02:00,0.1,1.0,19,3,4,2,3,False,False,9833,4.9165,2000.0,491.6126651111987,0.2748169243287225,-0.2539646358948744,-0.5840132689872135,-0.581698577424441,-0.580704920370108,0.704949662399551,0.002314691562772475,0.0033083486171054943,1.2889629313867645,-0.14770833992396992,0.0,1.5321295388160543,491.60752472654616,0.05051947700214977,0.07220661472354613,28.13235863305301,-3.2238196232403245,33.43960994432515,1000,0.5,2000.0,498.5061944738639,0.0,0.05601993471697142,-0.9533589514256888,-0.9617277300105264,-0.9818034653934803,0.7266984304251666,-0.008368778584837533,-0.028444513967791463,1.6800573818508555,-1.0521705076315968,338.12953290988975,1.903969894355206,498.03373499593783,-0.18265341441275276,-0.6208179060850624,36.66822034942941,-22.964227553051153,41.555239945426024
1,9,1,1,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.05.27.700.jpk-force-map,2026-09-12T15:05:27.199000+02:00,0.1,1.0,20,3,5,2,4,False,False,10000,5.0,2000.0,500.0468053662695,0.27122712271227123,-0.2483683412980895,-0.5841743421320178,-0.5813084259963625,-0.5820447548105008,0.7008094195745624,0.002865916135655344,0.002129587321516968,1.2849837617065805,-0.013082110637297362,183.11980904702997,1.5374629015237136,500.0412090716727,0.06255027090171401,0.04647947028613308,28.045510962124045,-0.28552460211541664,33.5560136583176,1000,0.5,2000.0,498.4062932067582,0.0,0.03641580700519853,-0.9461532211755616,-0.9711320761488889,-1.9717306243511838,0.7503800539399937,-0.024978854973327358,-1.0255774031756224,1.6965332751155553,-3.39239606567569,227.42963979304156,1.898996383481153,498.4062932067582,-0.5451779017389053,-22.383817726279158,37.027816212767206,-74.04099871380252,41.44669020503612
1,9,1,1,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.05.27.700.jpk-force-map,2026-09-12T15:05:27.199000+02:00,0.1,1.0,21,3,6,2,5,False,False,10000,5.0,2000.0,500.01038955926765,0.2745274527452745,-0.2903804429000445,-0.5822098159882076,-0.5835819996606244,-0.5815447934248512,0.7190614252863401,-0.0013721836724167602,0.0006650225633564322,1.3012712412745477,-0.016114901198534315,8.015842878835057,1.5381800911171857,500.01038955926765,-0.029948699254924445,0.014514500608087443,28.400994587973244,-0.3517170035026798,33.57166673441479,1000,0.5,2000.0,498.5024560122972,0.0,0.11250717713488712,-0.9344783800008473,-0.9418097555358448,-0.9719957550346263,0.742092498848149,-0.00733137553499752,-0.03751737503377911,1.6765708788489961,-1.3340935029473209,324.1879435080726,1.8917919047057858,498.38994883516233,-0.16001149513449764,-0.8188383263167135,36.59212541261226,-29.117359360025247,41.28944830479404
1,9,1,1,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.05.27.700.jpk-force-map,2026-09-12T15:05:27.199000+02:00,0.1,1.0,22,3,7,2,6,False,False,10000,5.0,2000.0,499.97910273916506,0.27162716271627163,-0.2997265968099896,-0.5848645304622746,-0.5858750462721551,-0.5812548879061206,0.6979200396776808,-0.0010105158098805411,0.0036096425561539802,1.2827845701399552,-0.018352251621125637,82.06226313541647,1.53024599977556,499.97910273916506,-0.02205508977464866,0.0787825285383507,27.99751233908488,-0.40054846555910534,33.39850061953678,1000,0.5,2000.0,498.5099215376773,0.0,0.037350422396855265,-0.9380909871616554,-0.9483672162980723,-0.9688839074222594,0.7205597131177058,-0.010276229136416903,-0.030792920260603984,1.6586507002793613,-1.0019340525400173,340.54782743873375,1.8825258465284267,498.5099215376773,-0.2242846217075296,-0.672073226495589,36.20100719034739,-21.867787976182115,41.087211246293265
1,9,1,1,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.05.27.700.jpk-force-map,2026-09-12T15:05:27.199000+02:00,0.1,1.0,23,3,8,2,7,False,False,10000,5.0,2000.0,499.8974150744353,0.2682268226822682,-0.25396463589481755,-0.5801116684937222,-0.5835204827235224,-0.5804430395428412,0.6989576624308675,-0.0034088142298002166,-0.0003313710491189559,1.2790693309245897,-0.017265754606969996,67.85037612385845,1.5204862487105726,499.8974150744353,-0.07439933460539451,-0.007232364071475589,27.916425102618124,-0.3768350422234297,33.18548842931488,1000,0.5,2000.0,498.30497861882026,0.001001001001001001,-0.02614643545348372,-0.9330667832166489,-0.9430261083521749,-0.9572035986933703,0.7199780777081498,-0.009959325135525998,-0.024136815476721418,1.6530448609247987,-0.6764188596221997,357.0804556482575,1.8727013914372812,498.2788321833668,-0.21736800929904043,-0.5267999045716574,36.07865651654472,-14.76323134023671,40.87278685342025
1,9,1,1,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.05.27.700.jpk-force-map,2026-09-12T15:05:27.199000+02:00,0.1,1.0,24,4,1,3,7,False,False,10000,5.0,2000.0,499.9982509569326,0.27012701270127015,-0.28011107134489066,-0.5797766514814685,-0.5809873086971122,-0.5803732100322763,0.9534235434593321,-0.001210657215643729,-0.0005965585508078131,1.5332001949408007,-0.01963501325034267,28.991495884432226,1.7808687158386705,499.9982509569326,-0.02642329126993582,-0.013020234087634912,33.462977631122506,-0.42854547719932967,38.86848579769211,1000,0.5,2000.0,498.4725825130303,0.0,0.1251130871640953,-0.9370516512785746,-0.9423184855879809,-0.9578290885595793,0.975985978658212,-0.005266834309406332,-0.020777437281004674,1.9130376299367866,-0.8756557550497323,335.0931384705919,2.1384626692742192,498.3474694258662,-0.11495169336923915,-0.4534795398934552,41.75314849900737,-19.111691376300843,46.673179864601266
