branch,approach_speed_um_per_s,scanner_travel_bin_center_nm,contributing_curves,delta_V_q25,delta_V_median,delta_V_q75,delta_nN_prior_D3_scale_q25,delta_nN_prior_D3_scale_median,delta_nN_prior_D3_scale_q75
retract_far_to_contact,0.1,342.5,512,-1.1396791620319457,-0.8892237007036914,-0.13134430764492025,-24.874154354776852,-19.407819607576116,-2.8666651903647478
retract_far_to_contact,0.1,347.5,512,-1.0445765587866318,-0.8650101058599036,-0.14691234844116574,-22.79848524414102,-18.87934394908064,-3.206446650505561
retract_far_to_contact,0.1,352.5,512,-0.951267389789604,-0.8023127096282581,-0.16145370159257422,-20.761958869288367,-17.510937152269484,-3.523820061256153
retract_far_to_contact,0.1,357.5,512,-0.857837809453259,-0.753392511192589,-0.18979532208663608,-18.722804447578298,-16.443225635296923,-4.142392257993432
retract_far_to_contact,0.1,362.5,512,-0.7631873209324567,-0.6914342290016874,-0.20431038940123356,-16.65700300129768,-15.090950428276766,-4.459191965210641
retract_far_to_contact,0.1,367.5,512,-0.6626079165045777,-0.6075513660487454,-0.21399507631483994,-14.461799549310323,-13.260158613945439,-4.67056583707931
retract_far_to_contact,0.1,372.5,512,-0.5686049896931719,-0.5220502614086711,-0.2199119808452733,-12.410131510439784,-11.394047742417966,-4.799705687570278
retract_far_to_contact,0.1,377.5,512,-0.47336460881045106,-0.4329690170346513,-0.2062660293789822,-10.331455323484871,-9.44979825844534,-4.50187493449663
retract_far_to_contact,0.1,382.5,512,-0.37798357746048533,-0.33676474264371414,-0.15943113691623173,-8.249709359044438,-7.3500845403117445,-3.479676421863673
retract_far_to_contact,0.1,387.5,512,-0.280779325372412,-0.24333735725504568,-0.11357927509657248,-6.128170551518534,-5.310978024599367,-2.478933119404192
retract_far_to_contact,0.1,392.5,512,-0.1823658399688667,-0.14991287667834838,-0.07242107006035114,-3.9802395301643436,-3.271934908081912,-1.5806315805647664
retract_far_to_contact,0.1,397.5,512,-0.08747952563004119,-0.05615457772411239,-0.010189343415397956,-1.9092910495307527,-1.2256060131401547,-0.2223882907857655
retract_far_to_contact,0.1,402.5,512,0.0066710571262119656,0.03584110524307099,0.06869144792367189,0.1455996654102896,0.7822527723262525,1.4992304285533973
retract_far_to_contact,0.1,407.5,512,0.10261997295917434,0.13041672289581638,0.15818234726464428,2.23974003588738,2.846420118773538,3.452420868208684
