branch,approach_speed_um_per_s,scanner_travel_bin_center_nm,contributing_curves,delta_V_q25,delta_V_median,delta_V_q75,delta_nN_prior_D3_scale_q25,delta_nN_prior_D3_scale_median,delta_nN_prior_D3_scale_q75
retract_far_to_contact,0.1,412.5,512,0.19738214656389683,0.22505407997006538,0.2527958985078992,4.307979073473606,4.911934963667243,5.517416137124854
retract_far_to_contact,0.1,417.5,512,0.2936511548773335,0.31944544716544754,0.3498085525912389,6.409105646763184,6.972080937723882,7.634773207805351
retract_far_to_contact,0.1,422.5,512,0.3893273034431425,0.41727131858640126,0.4457072001594023,8.497292714475655,9.107186945345305,9.72781644444038
retract_far_to_contact,0.1,427.5,512,0.4857029888556673,0.5147224720441254,0.5459156250572649,10.60074757691646,11.234114517519805,11.914923054439651
retract_far_to_contact,0.1,432.5,512,0.5837922505215019,0.6149186797672735,0.6442524458122637,12.74160222838869,13.420954480641823,14.061180825667815
retract_far_to_contact,0.1,437.5,512,0.6803494268895437,0.7133034000234552,0.7440298843558858,14.84901823550242,15.568257686081324,16.23888091016646
retract_far_to_contact,0.1,442.5,512,0.7781479285574919,0.812125089378495,0.8437030952146313,16.983526882495,17.72509799386978,18.414306165390318
retract_far_to_contact,0.1,447.5,512,0.877469176740467,0.9112200535432297,0.9444985076624413,19.151270349531533,19.88790268183125,20.614224116868968
retract_far_to_contact,0.1,452.5,512,0.9766900413518701,1.0113206319083674,1.042473941441461,21.316822887280992,22.072655479116385,22.752594409127802
retract_far_to_contact,0.1,457.5,512,1.0777708901629894,1.1108555812261325,1.1420076378939383,23.52297065184736,24.245063096546858,24.924974682051516
retract_far_to_contact,0.1,462.5,512,1.1771459628848733,1.2108581941470409,1.241231010321708,25.6918888704574,26.42767774156741,27.090581954338088
retract_far_to_contact,0.1,467.5,512,1.273979089437542,1.3106700072260073,1.341078958343848,27.805327649343493,28.606128070105363,29.2698209488305
retract_far_to_contact,0.1,472.5,512,1.373669585943781,1.412011541010734,1.4422590817808485,29.981130173783285,30.817965434418305,31.478135439305298
retract_far_to_contact,0.1,477.5,512,1.4759895970892627,1.5128186046885612,1.5419873380616582,32.21432337025927,33.01813768070512,33.65476209258096
retract_far_to_contact,0.1,482.5,512,1.5734421459413444,1.613998610625987,1.6411124335670362,34.341281397719605,35.226449606684,35.8182244144126
retract_far_to_contact,0.1,487.5,512,1.67366654939084,1.7123752463552173,1.737453459386077,36.52873674881455,37.373576362664764,37.92092281125597
approach,0.3,2.5,512,-0.03255692955622294,-0.01826628364826413,-0.001064682418557554,-0.7105737457331753,-0.3986721650196519,-0.02323730721793736
approach,0.3,7.5,512,0.000916468176914445,0.006499500794499458,0.01612247818294362,0.02000244599819388,0.14185534962588237,0.3518823755530074
approach,0.3,12.5,512,0.0011413415049942519,0.0134878749082733,0.02712914585896077,0.024910435947713288,0.29438064111670365,0.5921092392405523
approach,0.3,17.5,512,0.001743562283828326,0.014773485728361152,0.029553162085202728,0.03805425142439988,0.3224398379892881,0.6450147900119859
approach,0.3,22.5,512,0.0020760318496813035,0.015015659999737085,0.030133809524961808,0.045310591256522564,0.3277254309944463,0.6576877549335544
approach,0.3,27.5,512,0.0024423920473044952,0.01609273479947594,0.029905998012250606,0.053306613653631534,0.3512332090717239,0.6527156374115751
approach,0.3,32.5,512,0.0016924777793802526,0.0163623692081461,0.031246547879047973,0.03693930268170886,0.357118135394903,0.6819739106325596
approach,0.3,37.5,512,0.0023977922679058183,0.016313720212634136,0.029574576904141392,0.05233319777141626,0.356056343037998,0.6454821807737949
approach,0.3,42.5,512,0.0023979090722164448,0.015829026819059164,0.030802643524227027,0.05233574709279426,0.3454776304597763,0.6722854423263677
approach,0.3,47.5,512,0.00245226965948131,0.016465440669397147,0.03063316742167127,0.053522198230526535,0.3593677294228923,0.6685865287418621
approach,0.3,52.5,512,0.0019471077009393933,0.016114365845442555,0.030564936322481223,0.04249674742862726,0.35170531911300035,0.667097345689657
approach,0.3,57.5,512,0.003106848665963745,0.016524016640812614,0.03009149924911049,0.06780876219262534,0.36064618374846896,0.6567643087853924
approach,0.3,62.5,512,0.002618529471902914,0.016020459351018618,0.030407138565229835,0.057150914429739894,0.3496557557665473,0.663653318720075
approach,0.3,67.5,512,0.002329233004222289,0.015982937356652488,0.03090219486508311,0.05083685234006394,0.34883681662064053,0.6744582076985662
approach,0.3,72.5,512,0.0024895726457644235,0.01685388035810939,0.031081829466372515,0.054336357398836646,0.3678456494344534,0.6783788363709067
approach,0.3,77.5,512,0.002690588693332205,0.01647743675023755,0.031155526729210223,0.0587236484554472,0.35962955079895803,0.6799873215941351
approach,0.3,82.5,512,0.0028682077249939375,0.0164723613248213,0.032279465087136264,0.06260028615936276,0.359518776714965,0.7045179238299977
approach,0.3,87.5,512,0.002998335375297062,0.01736167041364764,0.03207777671951702,0.06544039710224724,0.3789284599675156,0.7001159590008965
approach,0.3,92.5,512,0.003126854880533325,0.017273212006013172,0.031415490714302746,0.06824540935249031,0.37699780425424056,0.6856611853509712
approach,0.3,97.5,512,0.003081292160832777,0.017377115002716326,0.032137743913707384,0.06725097674337405,0.37926554702257387,0.7014247775651095
approach,0.3,102.5,512,0.0030254430138669797,0.01839599483557766,0.03226938862952505,0.06603203693251268,0.401503186417837,0.7042979993369292
approach,0.3,107.5,512,0.00339653865293027,0.01733085076188623,0.03245364256320754,0.07413141306744818,0.37825580331061315,0.7083194476002471
approach,0.3,112.5,512,0.0033686307657773834,0.01777009198269805,0.031715019378675574,0.0735223073507841,0.3878424960303205,0.6921985710288897
approach,0.3,117.5,512,0.003525678333436283,0.01786801153951928,0.031872635672086674,0.07694996100027693,0.38997964677578123,0.6956386374456043
approach,0.3,122.5,512,0.003537596544736177,0.018343674847435487,0.03137305042412877,0.07721008282875526,0.4003612725316796,0.6847349015653075
approach,0.3,127.5,512,0.0045495682369212365,0.018379658918374273,0.03271097149866611,0.0992969480735287,0.40114664561268665,0.7139357998805982
approach,0.3,132.5,512,0.004252360362964724,0.017812352894822747,0.0322745975455829,0.09281021498360482,0.38876486478670735,0.7044116869310876
approach,0.3,137.5,512,0.00453292848945655,0.01797799253197424,0.032978939360114146,0.09893377599786912,0.39238004530332715,0.7197843528504481
approach,0.3,142.5,512,0.0035812104401292677,0.01804992869171873,0.03298298092832572,0.0781619812245166,0.3939500934368598,0.7198725624052764
approach,0.3,147.5,512,0.004697847138093403,0.018234886927585403,0.03384878175904549,0.10253322052474843,0.39798691350114196,0.7387691643800118
approach,0.3,152.5,512,0.00509253377165042,0.01868756342521162,0.033301595278055554,0.11114748370681872,0.407866838878262,0.7268265041626187
approach,0.3,157.5,512,0.0045572057092771595,0.018679328721289523,0.03313126122002556,0.09946364030814223,0.4076871117206127,0.7231088652055639
approach,0.3,162.5,512,0.004423491888522285,0.0190005238900805,0.03331621945589222,0.09654525912892183,0.4146973813409424,0.7271456852698458
approach,0.3,167.5,512,0.005080440353884164,0.019505747031832915,0.03347887154468576,0.11088353789626415,0.4257241675016625,0.730695660822232
approach,0.3,172.5,512,0.005123842193831801,0.019660551678616092,0.03428315057145728,0.11183080805974951,0.42910286811074977,0.7482495139790766
approach,0.3,177.5,512,0.005869475027548671,0.01943667813981685,0.034019679675981185,0.128104674263283,0.4242166991383225,0.7424991098825595
approach,0.3,182.5,512,0.005174960070940572,0.01897477132057046,0.034018314873228706,0.1129464851799884,0.4141353166736524,0.7424693222761348
approach,0.3,187.5,512,0.005737983965020843,0.020330634371586345,0.03490790693440368,0.12523480606304377,0.44372780896312924,0.7618851815632331
approach,0.3,192.5,512,0.00655874213332925,0.01960355673698086,0.035827487807152475,0.1431483259786382,0.427858920671061,0.7819555639414386
approach,0.3,197.5,512,0.006286320412262569,0.02048994988961636,0.03477825693030091,0.1372025649564527,0.4472049619361857,0.7590554955238745
approach,0.3,202.5,512,0.005977714384295646,0.020164648493084192,0.03501303985269054,0.1304670605880323,0.4401050715295391,0.7641797680787688
approach,0.3,207.5,512,0.006238255438305321,0.020066940296444513,0.03541176944498652,0.1361535192064722,0.4379725338418191,0.772882271164729
approach,0.3,212.5,512,0.006571995946303602,0.021854665038769483,0.03481398653470502,0.14343759808318873,0.4769906563677783,0.7598353147261476
approach,0.3,217.5,512,0.006737280303676069,0.02106368710290807,0.0357631633950051,0.14704502441393144,0.45972710718367193,0.7805516465848368
approach,0.3,222.5,512,0.007322165376026146,0.022799656411260555,0.03541866089933279,0.15981047810837468,0.4976156375435037,0.7730326811264523
approach,0.3,227.5,512,0.007209722454612419,0.02137789487095426,0.036344252327249166,0.157356346562826,0.4665848727568499,0.7932342473342626
approach,0.3,232.5,512,0.007644447937330878,0.02222396133523294,0.036265065957060486,0.16684448069683477,0.4850507608137539,0.7915059591804668
approach,0.3,237.5,512,0.007397331035915722,0.022181758825263687,0.03759221113864854,0.1614510119432993,0.48412966671805896,0.8204716674234453
approach,0.3,242.5,512,0.008392082435400211,0.022324112688710374,0.03785054264444271,0.18316203437815007,0.4872366218071198,0.8261099013790171
approach,0.3,247.5,512,0.008563465646437396,0.023151055228125522,0.03861771892089297,0.18690257170407226,0.505285119185338,0.842853965632788
approach,0.3,252.5,512,0.008705384970036714,0.023428710199480923,0.03847112186274528,0.19000004271059753,0.5113450989102913,0.8396544003745969
approach,0.3,257.5,512,0.00969425652393939,0.02345501202735821,0.038903305461172946,0.21158273412786302,0.5119191514579101,0.849087056419414
approach,0.3,262.5,512,0.009800928060917438,0.024660557663870195,0.03878013253421797,0.21391090188283235,0.5382308795681817,0.8463987363206722
approach,0.3,267.5,512,0.010074900220159111,0.025138767027659548,0.040367591418567536,0.21989050211149552,0.5486680744604602,0.8810459411101076
approach,0.3,272.5,512,0.010688654034172199,0.02588250874396103,0.039971350175253065,0.23328603272589718,0.5649006659368069,0.8723977476743688
approach,0.3,277.5,512,0.01095071076316917,0.023910074670193876,0.04002695250358536,0.23900557182421392,0.5218511558290401,0.8736113005263457
approach,0.3,282.5,512,0.011374081893493919,0.02549912362275264,0.040468777324513164,0.24824589067524772,0.5565330647732831,0.8832543818071649
approach,0.3,287.5,512,0.011864971477659483,0.026774861697509908,0.04150199836286281,0.2589598386831382,0.5843767832906958,0.9058050262751133
approach,0.3,292.5,512,0.011981280760818551,0.026939248469373817,0.04298062552574562,0.2614983558014419,0.5879646193005567,0.9380769160384904
approach,0.3,297.5,512,0.012179197322563395,0.02769054909322677,0.043202012106090884,0.2658179987941511,0.6043621882893934,0.9429088057097608
approach,0.3,302.5,512,0.013428559871485501,0.02785534885176133,0.04395758303993111,0.2930860562635521,0.6079590379712898,0.9593995766744736
approach,0.3,307.5,512,0.014296673149456755,0.029187787076321386,0.04484203779721564,0.31203312873190264,0.6370402699267993,0.9787033113442275
approach,0.3,312.5,512,0.014758924124262399,0.030202058701010157,0.04630871476666591,0.3221220225899438,0.6591773325236072,1.010714381250654
approach,0.3,317.5,512,0.015601314033800814,0.031245143446261628,0.04806898145748845,0.3405076677213389,0.6819432580778124,1.0491332159822
approach,0.3,322.5,512,0.01661751640593935,0.03117207817817791,0.048662890358122976,0.3626868699936674,0.6803485665042232,1.0620956199281668
approach,0.3,327.5,512,0.018034923509343742,0.033463652221073975,0.04938469997925142,0.39362259668606236,0.7303634903155607,1.0778495307908529
approach,0.3,332.5,512,0.018841535146015553,0.03579792936384382,0.05211052603024857,0.4112273603979494,0.781310433885682,1.1373422548798755
approach,0.3,337.5,512,0.02010544608902512,0.03540315304126264,0.05417194899789579,0.4388129449505871,0.7726942131889836,1.1823339988688752
approach,0.3,342.5,512,0.021127373262927587,0.037601257215373565,0.055696615136151754,0.4611170943198447,0.8206691032600033,1.215610715795825
approach,0.3,347.5,512,0.023387652093653524,0.03900778691732054,0.05890701499535808,0.5104489820943582,0.8513674243984104,1.2856795424435596
approach,0.3,352.5,512,0.025785049451745777,0.04146016573321151,0.061588460970303016,0.56277356073156,0.90489200503047,1.3442036458024889
approach,0.3,357.5,512,0.027801437404882848,0.043088203686661,0.06492169863933431,0.6067823895812694,0.940424871383257,1.4169534784245204
approach,0.3,362.5,512,0.03041061975085449,0.04701729769010646,0.06939732627110279,0.663729297602071,1.0261796118155393,1.5146366301885892
approach,0.3,367.5,512,0.0336533959573711,0.04959329301122867,0.07439855870162193,0.7345047566839762,1.0824021938977944,1.6237914095205659
approach,0.3,372.5,512,0.03646044758715237,0.05352524176765491,0.08044099588419716,0.7957702758293108,1.1682192409586916,1.7556710824720716
approach,0.3,377.5,512,0.03995003130271303,0.058566785590728254,0.08621788819951277,0.871932450997991,1.2782538396591836,1.8817550856979348
approach,0.3,382.5,512,0.04484809563031883,0.06439512603343625,0.09241058439443646,0.9788355270420169,1.405460727908004,2.016914248167954
approach,0.3,387.5,512,0.05046709215619366,0.07200311225362824,0.10086173991483756,1.1014733636892817,1.5715094106203114,2.201365586662102
approach,0.3,392.5,512,0.0552939844189226,0.07898835489944638,0.11046514980014172,1.2068230684105061,1.7239663560187566,2.410965540559083
approach,0.3,397.5,512,0.06344765674091997,0.08751463297338395,0.12163750925809222,1.3847816647000373,1.9100572875268367,2.6548087228531556
approach,0.3,402.5,512,0.0724759597433341,0.09971948483326812,0.1372807052852713,1.5818295795213926,2.176435211379264,2.996230489210921
approach,0.3,407.5,512,0.08031338022184314,0.11203485442922664,0.15912071485933516,1.7528857971134963,2.445225248497984,3.4729012816175304
approach,0.3,412.5,512,0.09003095728267554,0.1309000327145175,0.17938185761854192,1.9649775153955302,2.85696863403297,3.9151123961018293
approach,0.3,417.5,512,0.10691647492272291,0.1555997698815473,0.21872490002358427,2.3335136667365797,3.3960546288314752,4.773796964682301
approach,0.3,422.5,512,0.12760219787592547,0.2017531495151846,0.28431083696875836,2.7849914885831533,4.403378731305088,6.205247826842745
approach,0.3,427.5,512,0.16557623118285952,0.2617929667860897,0.3680226705999149,3.6137966448220618,5.713782336093669,8.032306827684968
approach,0.3,432.5,512,0.24179240262513524,0.33668584689377534,0.4596135487601053,5.277258499652536,7.348362595112348,10.031330515004326
approach,0.3,437.5,512,0.32921532961388233,0.42110442308521134,0.5540309403731258,7.18531425122688,9.190846659533111,12.092044486970284
approach,0.3,442.5,512,0.4192164420045817,0.5146938744553271,0.649004164071938,9.149640384659444,11.233490358667348,14.164889814459729
approach,0.3,447.5,512,0.5094725201292343,0.6110014733835223,0.7472021635986322,11.119531292137909,13.335459194358599,16.30811773239619
approach,0.3,452.5,512,0.6050570176362431,0.7011944973429092,0.8402338966323875,13.205718022685918,15.303973908350528,18.33858890750148
approach,0.3,457.5,511,0.7001740754150376,0.7970937762105629,0.938593506742769,15.281702611843166,17.397030923460665,20.485344069541306
approach,0.3,462.5,511,0.796915331205559,0.8964538138537306,1.032731339057007,17.39313625841266,19.565620992815038,22.539956498739006
approach,0.3,467.5,509,0.8941782878888423,0.9894216076514584,1.1299539245550534,19.515956327552566,21.594696657254474,24.661895443500647
approach,0.3,472.5,494,0.9890905300036446,1.0723131204352088,1.214798248983595,21.58747069683553,23.40385168296176,26.51367170849754
approach,0.3,477.5,482,1.0870229380804077,1.1650807199871285,1.305881850888162,23.724901928352704,25.428557992641483,28.50162379926301
approach,0.3,482.5,458,1.18196920223183,1.2488754707737866,1.3895757307233558,25.797158848187212,27.257426708176503,30.328290948163996
approach,0.3,487.5,430,1.2777204392832517,1.3334010355424728,1.4752479182205245,27.88698476536155,29.102245859938844,32.198135801619536
retract_far_to_contact,0.3,2.5,512,-0.001297602034081885,0.00018220221033937722,0.0016457463213065127,-0.028320912026924022,0.003976668219223043,0.03591936168421136
retract_far_to_contact,0.3,7.5,512,-0.0016614335574257622,-0.00017901373075568383,0.001293584104837875,-0.03626174465095292,-0.003907077815218077,0.028233218406182644
retract_far_to_contact,0.3,12.5,512,-0.0035767524089280606,-0.0005562318624512397,0.0024494197733468948,-0.07806468212498799,-0.012140080879419746,0.05345999782363782
retract_far_to_contact,0.3,17.5,512,-0.004772743035645843,-0.001078347132411478,0.002656427603961009,-0.10416786664123744,-0.02353554747093133,0.05797806299749124
retract_far_to_contact,0.3,22.5,512,-0.005084375546741238,-0.0009300334680516498,0.002795114646360064,-0.11096942574769082,-0.020298516293111545,0.06100498760449294
retract_far_to_contact,0.3,27.5,512,-0.005685319126056243,-0.0010378521902261462,0.00223848231198559,-0.12408536560899587,-0.022651722025961517,0.04885616619461063
retract_far_to_contact,0.3,32.5,512,-0.0056970530924605745,-0.0021969639415519715,0.0012682973620439797,-0.12434146618647306,-0.04795000383845826,0.02768132067536561
retract_far_to_contact,0.3,37.5,512,-0.0061077078486940495,-0.0025912132542062483,0.0014113145071135424,-0.13330424284623302,-0.05655472223985716,0.03080275226800545
retract_far_to_contact,0.3,42.5,512,-0.006802539150311149,-0.0026138246220681616,0.0008721666656667099,-0.14846933634161605,-0.05704822837132585,0.01903553999022463
retract_far_to_contact,0.3,47.5,512,-0.007508510663085638,-0.003688585584027987,0.00047134015788352635,-0.16387757136411069,-0.08050550560592339,0.010287270515586642
retract_far_to_contact,0.3,52.5,512,-0.0077528812726654905,-0.00370077494819257,0.0006034750346490814,-0.16921110071602297,-0.0807715455019024,0.013171190332507628
retract_far_to_contact,0.3,57.5,512,-0.008124487235325273,-0.00326124171660358,0.00037334620784018613,-0.17732161495748258,-0.07117847947873687,0.008148496095190586
retract_far_to_contact,0.3,62.5,512,-0.008509543770602257,-0.004308153193566144,-0.00042711303985762394,-0.185725695696064,-0.09402792565736612,-0.009321988182546675
retract_far_to_contact,0.3,67.5,512,-0.008547612937544274,-0.004733101182088584,-0.0006110513237948118,-0.18655657719870128,-0.10330266034709525,-0.013336547208307062
retract_far_to_contact,0.3,72.5,512,-0.009377038959094669,-0.005166025236416294,-0.0016205951549450037,-0.20465927800541717,-0.11275147726855565,-0.03537042298714557
retract_far_to_contact,0.3,77.5,512,-0.009824685918712509,-0.005599801684108147,-0.0015362186408200418,-0.21442943081765978,-0.12221889816630782,-0.0335288569515603
retract_far_to_contact,0.3,82.5,512,-0.010232885698624294,-0.005666438543506985,-0.0014323281588650427,-0.22333862620472705,-0.1236732860165244,-0.03126138732481602
retract_far_to_contact,0.3,87.5,512,-0.010404493479854851,-0.006207804276334272,-0.002498175839477035,-0.2270840649045091,-0.1354889050515554,-0.0545241270584749
retract_far_to_contact,0.3,92.5,512,-0.011446561749495404,-0.00691388772657342,-0.003081519512080841,-0.24982780529284812,-0.15089958317371066,-0.06725593881535491
retract_far_to_contact,0.3,97.5,512,-0.011390316302188813,-0.00760567794452327,-0.003461071644204089,-0.24860021599871449,-0.16599830326588952,-0.0755398827836607
retract_far_to_contact,0.3,102.5,512,-0.012471828970480048,-0.00831330070871733,-0.0043555409806253775,-0.272204853114093,-0.18144257780200984,-0.09506219141312593
retract_far_to_contact,0.3,107.5,512,-0.013248766750059926,-0.008743317170018722,-0.004700550323575525,-0.2891619677979059,-0.19082793483041702,-0.10259221910537705
retract_far_to_contact,0.3,112.5,512,-0.014066142460196829,-0.008638799560155813,-0.004765936403477833,-0.3070016636150527,-0.18854677777575335,-0.10401930797242627
retract_far_to_contact,0.3,117.5,512,-0.015281523297796695,-0.009522246184994476,-0.005390915250826328,-0.3335280506557676,-0.2078285093740254,-0.11765983140684635
retract_far_to_contact,0.3,122.5,512,-0.015137965237525058,-0.010450060371137826,-0.00595409488398789,-0.330394813277186,-0.22807858856081537,-0.12995155138508233
retract_far_to_contact,0.3,127.5,512,-0.015707582317800783,-0.010835026522126562,-0.006378418525657764,-0.3428270342477214,-0.23648069661022947,-0.1392126593450273
retract_far_to_contact,0.3,132.5,512,-0.016228447503528295,-0.011330941472718181,-0.006665931641805345,-0.3541952170305987,-0.2473043261358097,-0.14548779875998955
retract_far_to_contact,0.3,137.5,512,-0.01796651650842307,-0.012404731846475198,-0.007653779072195721,-0.39212957447723784,-0.2707404197236618,-0.1670481380915348
retract_far_to_contact,0.3,142.5,512,-0.01887767217498046,-0.01317944895361911,-0.00855154534934631,-0.4120160718760056,-0.28764906695208564,-0.18664240435199939
retract_far_to_contact,0.3,147.5,512,-0.019780137044591875,-0.013551199531139951,-0.008456201744739766,-0.43171288762409304,-0.2957627374962099,-0.18456147524779815
retract_far_to_contact,0.3,152.5,512,-0.021123187079854666,-0.014228122228938656,-0.009199022931828477,-0.46102572846234535,-0.31053696539494285,-0.20077397564369925
retract_far_to_contact,0.3,157.5,512,-0.022564316582602634,-0.015358356895436215,-0.010580344455785942,-0.49247921018843394,-0.3352049881930924,-0.2309221137734113
retract_far_to_contact,0.3,162.5,512,-0.022750194652418232,-0.01666612438088963,-0.011546950883177004,-0.49653610615862764,-0.363747767053179,-0.2520188559761706
retract_far_to_contact,0.3,167.5,512,-0.02484025275310632,-0.017498197966821782,-0.011713940027278283,-0.5421528284248105,-0.3819082524779611,-0.25566349025950835
retract_far_to_contact,0.3,172.5,512,-0.026358502302161274,-0.018583721611719506,-0.01250098833239302,-0.5752894995954331,-0.40560043146876124,-0.2728412729884521
retract_far_to_contact,0.3,177.5,512,-0.028433977245574074,-0.01993329252574652,-0.012743906535987615,-0.6205879360517755,-0.4350555942431459,-0.27814310274291043
retract_far_to_contact,0.3,182.5,512,-0.03008837890537497,-0.0207844997702345,-0.014439372558989833,-0.6566962054855313,-0.4536336827900564,-0.31514762556339054
retract_far_to_contact,0.3,187.5,512,-0.03239979229953954,-0.02182018829965343,-0.014200616204236682,-0.7071441345690471,-0.4762381816722745,-0.30993663055780907
retract_far_to_contact,0.3,192.5,512,-0.034743049468977494,-0.022621442233823785,-0.01583818413798503,-0.7582870723951782,-0.4937260104401457,-0.34567749422146155
retract_far_to_contact,0.3,197.5,512,-0.03633035678582816,-0.02505420626863966,-0.016420701141983324,-0.7929309691366223,-0.5468224871738877,-0.35839126345972855
retract_far_to_contact,0.3,202.5,512,-0.03893105413292569,-0.02617088607295659,-0.017185392545770672,-0.8496926871682356,-0.5711946672951056,-0.3750810939359344
retract_far_to_contact,0.3,207.5,512,-0.04247830163385424,-0.02784334164670102,-0.018450985331804948,-0.9271134076764342,-0.6076969738027154,-0.40270338568160574
retract_far_to_contact,0.3,212.5,512,-0.04586299646870631,-0.030423336124945716,-0.019158977281053355,-1.0009863225903304,-0.6640068397933437,-0.4181557178942487
retract_far_to_contact,0.3,217.5,512,-0.04819534494981785,-0.031327967436419746,-0.020028633349298247,-1.0518911720085313,-0.683750939383311,-0.4371364626492234
retract_far_to_contact,0.3,222.5,512,-0.053626242038177785,-0.03305236616535051,-0.02149886937391389,-1.1704236300556905,-0.721386935180699,-0.4692252109852379
retract_far_to_contact,0.3,227.5,512,-0.05991387093682865,-0.03640286306185245,-0.022856356561063176,-1.3076547534814722,-0.7945134603864427,-0.49885315098159694
retract_far_to_contact,0.3,232.5,512,-0.06657148722411627,-0.03873555222220437,-0.023270372222291558,-1.4529610648380946,-0.8454257453253526,-0.5078892813293071
retract_far_to_contact,0.3,237.5,512,-0.07730706947600488,-0.04183595440262522,-0.024784233961784224,-1.6872713329540567,-0.9130938092567639,-0.5409301860281297
retract_far_to_contact,0.3,242.5,512,-0.09236874411688374,-0.04473746248046104,-0.02533505736748018,-2.0160010600034557,-0.9764208948034039,-0.5529522242227011
retract_far_to_contact,0.3,247.5,512,-0.10880086357552637,-0.046911415972755194,-0.02726771679231277,-2.37464153480311,-1.023868682328991,-0.5951336297007039
retract_far_to_contact,0.3,252.5,512,-0.13528116635398907,-0.05008278372471783,-0.02822722735781344,-2.9525893999710124,-1.093085610747192,-0.616075500629317
retract_far_to_contact,0.3,257.5,512,-0.17232458217131702,-0.054308062869135254,-0.03119429115990774,-3.7610832933098908,-1.1853047625327473,-0.6808333776288229
retract_far_to_contact,0.3,262.5,512,-0.2172910909529197,-0.05992358585728663,-0.03166913544712002,-4.74250325560421,-1.3078667872178662,-0.691197127785967
retract_far_to_contact,0.3,267.5,512,-0.28057200467310783,-0.067223748221237,-0.03390582467387959,-6.123645657805255,-1.467197036910318,-0.7400141588624064
retract_far_to_contact,0.3,272.5,512,-0.3742857080195274,-0.0751483798042028,-0.035293355598439075,-8.169001227911982,-1.6401566871051907,-0.7702978207378978
retract_far_to_contact,0.3,277.5,512,-0.5042108418958402,-0.08437001479915696,-0.03796958014257895,-11.004692133098388,-1.8414241840548908,-0.8287079633611001
retract_far_to_contact,0.3,282.5,512,-0.6729059852660881,-0.0921476996063064,-0.040090165884251405,-14.68656083341875,-2.0111766362019585,-0.8749909689807299
retract_far_to_contact,0.3,287.5,512,-0.883470801940584,-0.10824631216557273,-0.04303763784897459,-19.28225927745145,-2.3625381307676685,-0.939321242841477
retract_far_to_contact,0.3,292.5,512,-1.1643346192409043,-0.12802417291662865,-0.04577406041487182,-25.412273913977884,-2.794201336973818,-0.9990452419735366
retract_far_to_contact,0.3,297.5,512,-1.4415448505346569,-0.15165880911632013,-0.04970305916718322,-31.462546930842006,-3.310040889486092,-1.0847979034949375
retract_far_to_contact,0.3,302.5,512,-1.6494306296278576,-0.1817094769155873,-0.053475052762924274,-35.99977383609481,-3.9659140283529952,-1.1671238370132893
retract_far_to_contact,0.3,307.5,512,-1.661010669503694,-0.22003910634667928,-0.05635489294581439,-36.2525148784005,-4.802480274883749,-1.229978008268453
retract_far_to_contact,0.3,312.5,512,-1.6519008996659732,-0.2789027959811024,-0.0598320536885886,-36.053688902960225,-6.08721421636234,-1.3058690448983847
retract_far_to_contact,0.3,317.5,512,-1.5771645630597235,-0.3572572288555111,-0.06703682030315056,-34.4225252960553,-7.797344858940862,-1.4631172273967272
retract_far_to_contact,0.3,322.5,512,-1.4935279194226883,-0.4566355463733429,-0.07362241421798776,-32.59710736015663,-9.966333897092008,-1.6068516089778375
retract_far_to_contact,0.3,327.5,512,-1.4048549346212633,-0.567929462389731,-0.08105705102124158,-30.661768376580824,-12.395387737826889,-1.7691168407875744
retract_far_to_contact,0.3,332.5,512,-1.311795370179369,-0.6705209552596816,-0.08908611400136465,-28.63068976495741,-14.634506179357725,-1.9443557663951374
retract_far_to_contact,0.3,337.5,512,-1.220897945308032,-0.807127825513493,-0.0942324000044934,-26.646801095210904,-17.616029830766763,-2.0566764235241335
retract_far_to_contact,0.3,342.5,512,-1.1295979502074127,-0.8581356326356391,-0.10500414848642475,-24.65412609826337,-18.729304610129084,-2.2917760404485006
retract_far_to_contact,0.3,347.5,512,-1.0377582413206496,-0.8603222315851213,-0.11380413590990485,-22.649671536968967,-18.777028392043672,-2.4838408362121376
retract_far_to_contact,0.3,352.5,512,-0.9436026165116398,-0.7990444582624698,-0.12878467744207908,-20.594670776321454,-17.439605683158575,-2.810799786417987
retract_far_to_contact,0.3,357.5,512,-0.8483033155019447,-0.7517583896812776,-0.13691398215996775,-18.514708623647604,-16.407559991788666,-2.9882265457080814
retract_far_to_contact,0.3,362.5,512,-0.7551799599152029,-0.683766248472018,-0.1466041345419572,-16.482237733533655,-14.923592335193483,-3.1997197045732233
retract_far_to_contact,0.3,367.5,512,-0.659291684291747,-0.6026894867233034,-0.15736340860158443,-14.38942087056782,-13.154045296422176,-3.4345470600434753
retract_far_to_contact,0.3,372.5,512,-0.5638623759123781,-0.5117841108156562,-0.1780087089200324,-12.30662123214512,-11.169983090727092,-3.885142634596416
retract_far_to_contact,0.3,377.5,512,-0.46723918981284507,-0.41919073462721584,-0.1680622211344907,-10.197764524609088,-9.149079306336738,-3.668054807857217
retract_far_to_contact,0.3,382.5,512,-0.37116460505604487,-0.3262826737197926,-0.13200525387687723,-8.10088135746318,-7.121307346644211,-2.8810907226914018
retract_far_to_contact,0.3,387.5,512,-0.27397518781072666,-0.23383994311034872,-0.08869762008207935,-5.979666328927727,-5.103691488812192,-1.9358766627700734
retract_far_to_contact,0.3,392.5,512,-0.17786557497065164,-0.14039570035666038,-0.04624457529467749,-3.8820186536823855,-3.064217051395629,-1.0093145003195774
