acquisition_order,instrument_scan_number,block,position_in_block,palindrome_mate_order,source,map_start_time,map_end_time,approach_speed_um_per_s,retract_speed_um_per_s,approach_initial_raw_V_q25,approach_initial_raw_V_median,approach_initial_raw_V_q75,approach_initial_raw_V_spatial_IQR,approach_initial_raw_V_minimum,approach_initial_raw_V_maximum,approach_settled_raw_V_q25,approach_settled_raw_V_median,approach_settled_raw_V_q75,approach_settled_raw_V_spatial_IQR,approach_settled_raw_V_minimum,approach_settled_raw_V_maximum,approach_settled_delta_V_q25,approach_settled_delta_V_median,approach_settled_delta_V_q75,approach_settled_delta_V_spatial_IQR,approach_settled_delta_V_minimum,approach_settled_delta_V_maximum,approach_settled_delta_nN_prior_D3_scale_q25,approach_settled_delta_nN_prior_D3_scale_median,approach_settled_delta_nN_prior_D3_scale_q75,approach_settled_delta_nN_prior_D3_scale_spatial_IQR,approach_settled_delta_nN_prior_D3_scale_minimum,approach_settled_delta_nN_prior_D3_scale_maximum,approach_terminal_delta_V_q25,approach_terminal_delta_V_median,approach_terminal_delta_V_q75,approach_terminal_delta_V_spatial_IQR,approach_terminal_delta_V_minimum,approach_terminal_delta_V_maximum,approach_terminal_delta_nN_prior_D3_scale_q25,approach_terminal_delta_nN_prior_D3_scale_median,approach_terminal_delta_nN_prior_D3_scale_q75,approach_terminal_delta_nN_prior_D3_scale_spatial_IQR,approach_terminal_delta_nN_prior_D3_scale_minimum,approach_terminal_delta_nN_prior_D3_scale_maximum,retract_minimum_delta_V_q25,retract_minimum_delta_V_median,retract_minimum_delta_V_q75,retract_minimum_delta_V_spatial_IQR,retract_minimum_delta_V_minimum,retract_minimum_delta_V_maximum,retract_minimum_delta_nN_prior_D3_scale_q25,retract_minimum_delta_nN_prior_D3_scale_median,retract_minimum_delta_nN_prior_D3_scale_q75,retract_minimum_delta_nN_prior_D3_scale_spatial_IQR,retract_minimum_delta_nN_prior_D3_scale_minimum,retract_minimum_delta_nN_prior_D3_scale_maximum,retract_minimum_scanner_travel_nm_q25,retract_minimum_scanner_travel_nm_median,retract_minimum_scanner_travel_nm_q75,retract_minimum_scanner_travel_nm_spatial_IQR,retract_minimum_scanner_travel_nm_minimum,retract_minimum_scanner_travel_nm_maximum,retract_settled_delta_V_q25,retract_settled_delta_V_median,retract_settled_delta_V_q75,retract_settled_delta_V_spatial_IQR,retract_settled_delta_V_minimum,retract_settled_delta_V_maximum
11,19,2,3,14,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.32.03.517.jpk-force-map,2026-09-12T15:32:03.017000+02:00,2026-09-12T15:32:48.348000+02:00,2.7,1.0,-1.250438883641039,-1.2217973367917363,-1.033015412383248,0.21742347125779093,-1.300579792110995,-0.48238521700877424,-0.4906337559844419,-0.4783245930080304,-0.47084579930838993,0.019787956676051988,-0.5045360616264056,-0.45073666901672355,0.5575714723214381,0.7469363948564436,0.7622993300637108,0.20472785774227265,0.03164854799205069,0.8128836276980445,12.169318636673365,16.30231717647123,16.637622088957897,4.468303452284532,0.6907477947173044,17.7416535297373,1.2346839562673755,1.3729781725587866,1.3974200016356495,0.16273604536827402,0.6836091244253459,1.4557495395939741,26.947688727417816,29.966039678287476,30.49949668042043,3.5518079530026156,14.920163012345464,31.772572453808586,-1.4950113056659786,-0.7807694421014344,-0.227253667837031,1.2677576378289477,-2.509802156803784,-0.05309119694815334,-32.62948311959191,-17.04074292601632,-4.959942236189669,27.66954088340224,-54.7778781328102,-1.1587459626915657,317.8987512743355,345.28240664581756,360.78246436277567,42.883713088440174,269.0793499766392,377.025752173963,-0.03421236507322842,-0.024663089814468186,-0.01793462197889542,0.016277743094332997,-0.06401353747377236,-0.01012654997404061
12,20,2,4,13,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.33.10.264.jpk-force-map,2026-09-12T15:33:09.759000+02:00,2026-09-12T15:39:02.190000+02:00,0.1,1.0,-1.5409426524991343,-1.4554904888653497,-1.363240472158967,0.17770218034016727,-1.6291268105639565,-1.280444850847663,-1.5413917615984303,-1.4555013266367731,-1.3673772671709914,0.17401449442743888,-1.6292208992174844,-1.2819879164459491,1.2228994198643095e-05,0.0018124928183571587,0.003382162684254064,0.003369933690055421,-0.009452514011355606,0.008744905152436644,0.00026690484430581574,0.03955870005586429,0.07381764926815766,0.07355074442385184,-0.20630656450710788,0.19086259346162832,1.3109895643533898,1.3468006606222385,1.3658032640462119,0.054813699692822127,1.285808286118653,1.5456273504339237,28.61310258852817,29.394700397701893,29.809443166068203,1.196340577540031,28.063506682479773,33.73420745985398,-1.8695843870536384,-0.8569651880850965,-0.22491488121354236,1.644669505840096,-2.9596729231061225,-0.04937550442081906,-40.80475643683791,-18.703758983444118,-4.9088968706046545,35.895859566233256,-64.59656680722193,-1.0776488324299063,298.08766323923385,346.7933719939351,369.22116656675286,71.13350332751901,244.08037147429692,382.6849395487675,-0.04555475058736497,-0.024688888271386322,-0.01698242906442321,0.028572321522941757,-0.23106630098981884,-0.00526034332698333
13,21,2,5,12,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.39.14.852.jpk-force-map,2026-09-12T15:39:14.351000+02:00,2026-09-12T15:45:06.677000+02:00,0.1,1.0,-1.884749577109201,-1.8040400745341456,-1.7182121528225522,0.16653742428664886,-1.9601200311096036,-1.6500358167770297,-1.881869654189924,-1.8018115108548987,-1.7205887013064034,0.16128095288352062,-1.9585013402820854,-1.6467181405013782,0.000713008972509116,0.0022414483071672153,0.0037768861667898113,0.0030638771942806953,-0.009821382025345438,0.008751635305591643,0.015561831635941995,0.0489209007483527,0.08243271670041982,0.06687088506447783,-0.21435732144133518,0.19100948293191594,1.3157615328652117,1.3549540437145133,1.365503784745566,0.049742251880354305,1.2934863785643849,1.6190135383619653,28.717253550740693,29.57265268138609,29.802906857782066,1.0856533070413725,28.23108547395725,35.33590329394838,-1.7362443699902024,-0.7442321636976976,-0.28534320909006217,1.4509011609001403,-2.5302254406329237,-0.05916043237692725,-37.894533738555815,-16.243295773347818,-6.227779943207052,31.66675379534876,-55.22362806956583,-1.2912105228065738,303.4119904569489,349.55480144540536,370.75477069316594,67.34278023621704,263.4052429488277,381.05515267075566,-0.04170822819333447,-0.021468541968891475,-0.01698869269559805,0.024719535497736422,-0.12125318692134135,-0.011007204419636318
14,22,2,6,11,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.45.19.105.jpk-force-map,2026-09-12T15:45:18.604000+02:00,2026-09-12T15:46:03.931000+02:00,2.7,1.0,-1.9941178169299187,-1.9441221900790846,-1.7957587747303108,0.19835904219960798,-2.0471519494100616,-1.2576595140887143,-1.2674854848548471,-1.2572334814887327,-1.2496414759059649,0.017844008948882273,-1.2793653342816143,-1.234477509889769,0.5427721186097835,0.685126658547996,0.7296425689753383,0.18687045036555483,0.02318200419894545,0.7741719536142654,11.846314215044467,14.9532840689226,15.92486946251611,4.078555247471643,0.5059605983052018,16.89674893854083,1.2219398446285796,1.3556835825828137,1.3869279779252741,0.16498813329669448,0.7174831755455913,1.4348572280542025,26.669541148187946,29.58857528752162,30.270502217802942,3.6009610696149963,15.659483695092987,31.316585717030993,-1.46209167717107,-0.6196575905733046,-0.13039043566847786,1.331701241502592,-3.0603990511301515,-0.05640581406328016,-31.910993260547432,-13.524383939378765,-2.84584638489109,29.065146875656342,-66.79497258623229,-1.2310893909961176,315.6566915848821,353.8246260526686,365.95367137539796,50.29697979051588,235.92821152135437,378.6130596426821,-0.03480049076994374,-0.021653077484394823,-0.01744901500874524,0.017351475761198498,-0.36315172225404413,-0.010782795527745304
15,23,2,7,10,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.46.27.970.jpk-force-map,2026-09-12T15:46:27.469000+02:00,2026-09-12T15:47:36.111000+02:00,0.9,1.0,-2.0370197093974447,-1.9854847574673298,-1.9045161008894569,0.1325036085079878,-2.087333647463011,-1.827669949567638,-1.8486495862351227,-1.833127305613484,-1.821877822632908,0.02677176360221467,-1.8636850793287543,-1.8084436818792557,0.07240090949722794,0.14685717022372463,0.19651512137370356,0.12411421187647562,-0.010600497371007878,0.23341458491621037,1.5801915646587883,3.2052423541181425,4.289055749147928,2.7088641844891397,-0.23136196275953771,5.094407801148549,1.2184399237314998,1.3107137142867438,1.3326479293186464,0.11420800558714661,1.1098288198833366,1.3645899683046157,26.593153358076684,28.607082001888422,29.085808882690262,2.4926555246135784,24.222653438656224,29.782962287449127,-1.558957606267731,-0.675150336994699,-0.13544072730012513,1.423516878967606,-3.134223597294035,-0.05801402031336256,-34.02514797385584,-14.73554510301296,-2.9560719095538905,31.069076064301946,-68.4062358413907,-1.2661894189965814,308.0081411569815,351.5438168671725,369.22058528156924,61.21244412458776,235.9711696360945,383.05421520796887,-0.03883200546776516,-0.022444426691101915,-0.01655631303279137,0.022275692434973793,-0.37690841394081076,-0.008148352163738659
16,24,2,8,9,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.47.59.314.jpk-force-map,2026-09-12T15:47:58.814000+02:00,2026-09-12T15:50:18.052667+02:00,0.3,1.0,-2.158975554204501,-2.1307522961074685,-2.099044643743548,0.05993091046095289,-2.2006311147778153,-2.0196818865306163,-2.1396252132225992,-2.110104718800221,-2.0835168566329645,0.056108356589634756,-2.165030401149851,-2.0524953211347476,0.0069519464645591,0.01483936475026626,0.029676344745850458,0.022724398281291358,-0.06154816278776076,0.05399520113171974,0.15173023705836708,0.3238776855995644,0.6477033225541804,0.4959730854958133,-1.3433241147500954,1.1784763748536198,1.2746123009030215,1.317120747782794,1.339511341591822,0.06489904068880059,1.2439457072857683,1.4909904264178278,27.81914785441197,28.74691919944921,29.23560681001137,1.4164589555993992,27.149831779692523,32.54172511331048,-1.6672115802398912,-0.7815311132794669,-0.15703625015556122,1.51017533008433,-2.9679177584117635,-0.050985421019740684,-36.38785332796675,-17.05736683832528,-3.4274066384617194,32.960446689505034,-64.77651508815443,-1.1127861897792295,308.290477638757,348.57324442645256,369.27963416800094,60.98915652924393,244.52761913216113,384.5009884355698,-0.04169418942757985,-0.023139515240308883,-0.016510603612437946,0.025183585815141907,-0.20901839990490734,-0.009383388107711665
17,25,3,1,24,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.50.26.125.jpk-force-map,2026-09-12T15:50:25.623000+02:00,2026-09-12T15:51:34.257000+02:00,0.9,1.0,-2.225681570793757,-2.170376170143966,-2.099838665544132,0.12584290524962505,-2.278964663319531,-2.012662064246646,-2.042970681851906,-2.028780379190221,-2.0187187856230815,0.02425189622882451,-2.058722715162662,-1.9986917736288612,0.07804513505900479,0.15452547057472144,0.19318225080393525,0.11513711574493046,-0.01232732396097358,0.22978528030104584,1.7033800395507064,3.372607427486166,4.216313928678821,2.512933889128115,-0.26905094802286206,5.0151961368436995,1.2347998977560075,1.3144833481572986,1.3297981273110564,0.09499822955504889,1.1081488540705033,1.3560948658574823,26.950219217208662,28.689356433044992,29.023610311917977,2.073391094709315,24.18598721685336,29.59755178195836,-1.6365627895463661,-0.7738462128110395,-0.12443596881838093,1.5121268207279852,-2.4360132554221257,-0.04271928561368066,-35.718925812315085,-16.889639457829922,-2.715886715131364,33.00303909718372,-53.16739284556115,-0.9323730218827196,311.8901317207668,352.58607259667383,367.76622685223225,55.87609513146543,270.0793542518166,380.5500158473877,-0.04010790971056005,-0.023474587873662744,-0.017350621282042566,0.022757288428517486,-0.06743738886808037,-0.007271688532100695
18,26,3,2,23,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.52.06.579.jpk-force-map,2026-09-12T15:52:06.078000+02:00,2026-09-12T15:52:51.403000+02:00,2.7,1.0,-2.3174151198576665,-2.27414206361523,-2.146600901553887,0.17081421830377952,-2.375211054007732,-1.6151312512802356,-1.6046144539317182,-1.5973615764557914,-1.5912962345040493,0.013318219427668865,-1.6196690514828282,-1.5781639049656797,0.5483579858177006,0.6729166659079031,0.716001468364271,0.16764348254657047,0.03696734631455589,0.7636271274027016,11.968228985239344,14.686793944580176,15.627144582152617,3.658915596913273,0.8068336326122805,16.666602030911942,1.2486731837840737,1.364698473947381,1.3877070835372443,0.1390338997531706,0.7300763294319637,1.4378302676482768,27.253011678075307,29.785330485619653,30.287506646677702,3.034494968602395,15.934336534399621,31.381474019133506,-1.4263257514931635,-0.8449684870694405,-0.12782755788863442,1.2984981936045292,-2.540349482095333,-0.047488550244756844,-31.130381325546736,-18.441924071696235,-2.7899101007051144,28.34047122484162,-55.4445911076029,-1.0364649703400888,318.4499805933278,344.37110534967564,360.799384320676,42.349403727348204,263.5172828182651,376.0098936303836,-0.03644424098900756,-0.022603446026772223,-0.015528087464526052,0.020916153524481507,-0.07670094409591899,-0.010679482114707595
19,27,3,3,22,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.53.31.481.jpk-force-map,2026-09-12T15:53:30.979000+02:00,2026-09-12T15:59:23.258000+02:00,0.1,1.0,-2.5513400158557933,-2.4940557582856604,-2.428259180756749,0.12308083509904444,-2.6072167926031615,-2.370667349625326,-2.548855264168911,-2.4901345930700844,-2.429760444316989,0.11909481985192194,-2.606235336037213,-2.3686732052455244,0.0013284932980101583,0.0023267098920529694,0.003614446133441862,0.002285952835431704,-0.006688993540580723,0.007712836166130055,0.028995131660628688,0.0507817839632392,0.07888736938031261,0.04989223771968393,-0.14599113798822483,0.16833709319329176,1.3249560984611028,1.3524653471010817,1.3758273161516006,0.05087121769049774,1.2890415963091364,1.557725323568231,28.917930242459402,29.51833544389765,30.028223878777922,1.11029363631852,28.134075540307762,33.99825269394089,-1.8155761678033575,-1.2138140412589649,-0.39903109620475485,1.4165450715986028,-3.142144359038937,-0.07223137429725357,-39.6259959340461,-26.492190807841286,-8.709083582485178,30.916912351560924,-68.57911103014015,-1.5764913612390716,299.4760828430736,327.3310265738063,360.3899629412168,60.91388009814324,237.55471584774722,382.50100268070804,-0.042216135748447625,-0.02883033251214462,-0.01945451930305092,0.022761616445396704,-0.3552029358176785,-0.01014956042329862
20,28,3,4,21,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.59.37.465.jpk-force-map,2026-09-12T15:59:36.965000+02:00,2026-09-12T16:01:56.169667+02:00,0.3,1.0,-2.644052129188428,-2.6250869830992913,-2.6017233996463314,0.04232872954209643,-2.6727367135594706,-2.5141730148201034,-2.625556350098636,-2.604030546206827,-2.585405733811884,0.04015061628675198,-2.6459575926761936,-2.5626352847357357,0.006999136796711547,0.018234176368027155,0.029743970965573463,0.022744834168861916,-0.060125947935485424,0.05398787583279008,0.15276019324701962,0.39797140512938356,0.6491793037635069,0.49641911051648724,-1.3122834561685346,1.1783164959838979,1.2904649736424114,1.3240955614722774,1.3493199342403817,0.05885496059797024,1.2514875892185984,1.499092957919013,28.165141570706922,28.89914852686685,29.449684995935563,1.284543425228641,27.31443769824617,32.718567531720225,-1.8045544991165476,-1.1680115028406604,-0.15838707254434858,1.646167426572199,-3.199483111382239,-0.0459773972528561,-39.385441664654955,-25.492524017034796,-3.456889115393805,35.92855254926115,-69.83056233662428,-1.0034831856181459,302.2583986689855,332.06512707544607,366.78046406401864,64.52206539503317,225.55849418916068,383.1377835012285,-0.03921341186832483,-0.02665996519030267,-0.016835111017761417,0.022378300850563415,-0.8136495747481747,-0.00693610140356693
21,29,3,5,20,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-16.02.09.306.jpk-force-map,2026-09-12T16:02:08.805000+02:00,2026-09-12T16:04:28.005667+02:00,0.3,1.0,-2.7339946065102927,-2.715079333080878,-2.6937975945778607,0.04019701193243197,-2.766113350256085,-2.610785856785479,-2.7143510144004686,-2.6949913596652966,-2.6768604855860874,0.0374905288143812,-2.7310600650608974,-2.654333743837896,0.006571815872990938,0.014644564360674184,0.02967751348422365,0.02310569761123271,-0.05768724356714139,0.0513543057200605,0.14343366787938788,0.3196260548595193,0.6477288309425616,0.5042951630631738,-1.2590573282329272,1.1208373109022227,1.286043557811463,1.32547701162003,1.3482180225334994,0.06217446472203636,1.2636778488827787,1.4853646524608628,28.068641622730702,28.929299472285,29.42563513804972,1.3569935153190187,27.580497139019847,32.418939355324746,-1.8738351559578659,-1.169478916789692,-0.17747274816764114,1.6963624077902248,-3.070647945276751,-0.03990405698686894,-40.897531917317636,-25.524551171945205,-3.8734449823735626,37.02408693494407,-67.01866060603759,-0.8709290350658946,301.9997609561348,333.62815164061846,363.5763460541506,61.576585098015755,230.5958317942016,383.0425439133313,-0.04051679154421617,-0.02676089245813107,-0.016731824720009336,0.023784966824206832,-0.5235569188251272,-0.008610379958879033
22,30,3,6,19,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-16.05.09.289.jpk-force-map,2026-09-12T16:05:08.793000+02:00,2026-09-12T16:11:00.862000+02:00,0.1,1.0,-0.09775678204618221,-0.06194674535929712,-0.016817952283427876,0.08093882976275434,-0.13306455185280391,0.02341091385323396,-0.09302823762274826,-0.05804016677731524,-0.016843815399875162,0.0761844222228731,-0.12976814786702093,0.02663234337666017,0.0022551825473968324,0.0034122571759183295,0.00557361805106959,0.003318435503672758,-0.008937746288765184,0.013611006119403033,0.049220658454554846,0.07447447888812794,0.12164742528914414,0.07242676683458929,-0.19507146237034334,0.2970680507435243,1.3222850077445347,1.3514308001947497,1.3816716504417437,0.05938664269720895,1.2762237443011504,1.5536832825771487,28.85963214858088,29.49575586159707,30.155779841962108,1.2961476933812293,27.85431853503368,33.91003282042731,-2.0029525136307162,-1.1278574039777562,-0.2241949842630054,1.778757529367711,-2.9825000924947225,-0.045076346549723756,-43.71559264145096,-24.616137673959013,-4.8931847048796415,38.82240793657132,-65.0947829313479,-0.9838172348682576,292.28200624569195,338.158015883819,365.7662325490606,73.48422630336864,236.62055636664417,382.61863884474553,-0.041770022540674856,-0.024667646573122967,-0.01665424927594278,0.025115773264732077,-0.3938876865077832,-0.00724799672436216
23,31,3,7,18,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-16.11.08.194.jpk-force-map,2026-09-12T16:11:07.693000+02:00,2026-09-12T16:11:53.010000+02:00,2.7,1.0,-0.13705730072940014,-0.11849305136968594,0.050263148673057714,0.18732044940245784,-0.1758427513360853,0.5637944559161934,0.5728682423782399,0.5789463500677998,0.5821545751419782,0.009286332763738359,0.5584387335261517,0.5911296960291933,0.5338935844587702,0.6975817483482947,0.7150190050564041,0.18112542059763392,0.027335240112999926,0.7568530252352612,11.652535091696528,15.225123580002952,15.60570175439729,3.9531666627007613,0.5966073650792861,16.518753348105882,1.2144945070208624,1.3646193612751505,1.3888107236698233,0.1743162166489609,0.744457810159074,1.4232110651188818,26.507042365155364,29.78360380596626,30.311594228450236,3.804551863294872,16.248220637376985,31.06240150085426,-1.5354172353185613,-0.9137530023041829,-0.11600967036777281,1.4194075649507885,-2.5284074037813786,-0.04274012962107576,-33.51136581474855,-19.943185747935885,-2.5319778965072253,30.979387918241326,-55.18394836779136,-0.9328279543537087,314.90097525697536,344.3475348054251,363.3516679334658,48.45069267649046,269.10409448900685,376.1181950382576,-0.033779211581861486,-0.02455817729479219,-0.01620569569238766,0.017573515889473826,-0.06617490391103381,-0.005449549624397199
24,32,3,8,17,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-16.12.04.675.jpk-force-map,2026-09-12T16:12:04.175000+02:00,2026-09-12T16:13:12.785000+02:00,0.9,1.0,-0.14018304596897935,-0.12038587774342852,-0.017118011434046298,0.12306503453493305,-0.18286011238636052,0.06494049750086689,0.04516093057255466,0.052076840126129564,0.058441931140854914,0.013281000568300255,0.03926649001406722,0.06615012294509719,0.06177818802026991,0.17442045823911284,0.1889389733666747,0.1271607853464048,-0.00975565735199417,0.2281573953056228,1.348344547982133,3.80682699606031,4.123701953781976,2.7753574057998427,-0.2129228425771767,4.979666608887968,1.2214519794417515,1.3204885692615598,1.3369273722906858,0.11547539284893427,1.1245972121094239,1.38042055668607,26.6588932093945,28.820423843644683,29.179210191220978,2.520316981826479,24.544982108023685,30.1284739999079,-1.2985312582629576,-0.8081559426206125,-0.14932834062840386,1.1492029176345537,-2.3578417061165373,-0.03970300617611344,-28.34119288006253,-17.63846907899491,-3.259177072002564,25.082015808059964,-51.46125374224328,-0.8665409852826828,328.56619489844667,347.46610131376497,368.0610353204903,39.49484042204364,276.54897854589944,385.5724110039219,-0.03260235809001864,-0.02185732372737134,-0.015602015554930522,0.01700034253508812,-0.07446245622182357,-0.006342618699614472
25,33,4,1,32,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-16.13.33.010.jpk-force-map,2026-09-12T16:13:32.509000+02:00,2026-09-12T16:14:17.825000+02:00,2.7,1.0,-0.1966785872962477,-0.17610772886811996,-0.0009784686974834238,0.1957001185987643,-0.23797261071661224,0.4995343000451186,0.5145999439467787,0.5188868915957967,0.5231328499700991,0.008532906023320463,0.5063012437769305,0.5342967146954828,0.5240844780102949,0.7006966884938469,0.7139493202151244,0.18986484220482946,0.032428033218031116,0.7549394368952467,11.438445691793143,15.293108943399627,15.582355266421217,4.143909574628074,0.7077605088865591,16.476988180042127,1.2032934595898253,1.3675812669154417,1.3888931395401571,0.1855996799503319,0.7675607934606044,1.4280312035894884,26.262573051319666,29.848249103112458,30.313393002305425,4.050819950985758,16.752456559067014,31.167603800171115,-1.3881355836282943,-0.5630203079099583,-0.11640890472155546,1.2717266789067387,-2.968156292282115,-0.0432280128847618,-30.296858908051693,-12.28824261282206,-2.540691416303458,27.756167491748236,-64.78172122730975,-0.9434762876849964,320.2765382044047,346.6239102666899,364.70239233301044,44.42585412860575,241.64994974086432,378.07898393543894,-0.035068578912021156,-0.02239253776648864,-0.015298751933662244,0.019769826978358912,-0.30092693990348246,-0.010255040278199068
26,34,4,2,31,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-16.14.59.227.jpk-force-map,2026-09-12T16:14:58.727000+02:00,2026-09-12T16:20:50.801000+02:00,0.1,1.0,-0.33058957303270026,-0.30336551254687,-0.2652606757932623,0.06532889723943797,-0.3642284706549743,-0.23147695612120903,-0.32852530156944626,-0.29920488180751004,-0.2637141297046153,0.06481117186483099,-0.35684059520613576,-0.23037954068503436,0.0014912197800255739,0.0027764899208730792,0.004130717711535815,0.0026394979315102415,-0.006162428582584173,0.008734590219357463,0.032546730887945095,0.060598492239821514,0.09015529402991085,0.05760856314196575,-0.1344985543915655,0.1906374641040701,1.3271215752976875,1.358356935687643,1.3798629746214053,0.0527413993237178,1.1902294710023196,1.556826664572418,28.965193022090173,29.646922759327445,30.116304450087227,1.151111427997055,25.977443973382247,33.97863894358127,-1.773470359288715,-0.828516629072774,-0.17843550491961735,1.5950348543690978,-3.32233675653437,-0.043924358470838754,-38.707012403314025,-18.08285279193155,-3.894457703192344,34.81255470012168,-72.51191392605998,-0.9586744313111937,304.24216542748474,350.54522021395246,371.7220833757175,67.47991794823275,225.4810008959452,383.6083737483712,-0.03904991920565068,-0.02423347104403517,-0.016284291088384,0.02276562811726668,-0.890957100317203,-0.0033986772842424795
27,35,4,3,30,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-16.21.01.539.jpk-force-map,2026-09-12T16:21:01.038000+02:00,2026-09-12T16:23:20.173667+02:00,0.3,1.0,-0.36781776075520844,-0.3484166265843729,-0.3354220621686624,0.03239569858654606,-0.3848577082948747,-0.2573402783665685,-0.34009805160480505,-0.3297402847161777,-0.3169712318806749,0.023126819724130165,-0.34940746364891295,-0.30517579581701154,0.005125217425540708,0.022959718642564117,0.029857847520851452,0.024732630095310744,-0.05926071443999034,0.05547371566187423,0.111860823284157,0.5011090879639855,0.651664725194153,0.5398039019099959,-1.2933992366119569,1.210745806342806,1.2806977776931274,1.329281393382565,1.3462420718156556,0.06554429412252816,1.2482802652062472,1.5159735225000646,27.95196689159576,29.012332296204562,29.382508875158813,1.430541983563053,27.244436003728246,33.08699557969491,-1.4923640465051635,-0.7114623026636621,-0.1353077629736987,1.3570562835314648,-2.8577916143520414,-0.040858417733731334,-32.57170516314862,-15.528074675427682,-2.953169886520221,29.6185352766284,-62.37294854320329,-0.8917585082355811,319.6999802384271,351.8869574886719,370.7111230146303,51.0111427762032,248.61210494827574,386.01732212330865,-0.033181484292680336,-0.024608980217419224,-0.015238551826113458,0.017942932466566877,-0.1668184429440545,-0.008167377361149142
28,36,4,4,29,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-16.23.29.925.jpk-force-map,2026-09-12T16:23:29.423000+02:00,2026-09-12T16:24:38.026000+02:00,0.9,1.0,-0.3833727403265401,-0.3680925102193291,-0.25858036192540734,0.12479237840113278,-0.4202015970536036,-0.1865204952914035,-0.2019014315725688,-0.19711260639099049,-0.1923140023246886,0.009587429247880197,-0.2084677861487589,-0.1874190486071255,0.0594833302466556,0.17326424017553832,0.18372764196288383,0.12424431171622823,-0.01060209369659093,0.22394157452933755,1.2982579548558983,3.781591870650227,4.009961643306635,2.711703688450737,-0.23139680348513503,4.88765389143648,1.2101410142872613,1.3241473586220747,1.340162084828164,0.13002107054090262,1.111164415995875,1.367805276725937,26.412024877913673,28.90027902950489,29.249809656080117,2.8377847781664443,24.251803593336323,29.853138246293163,-1.519495897635398,-0.6346423168980242,-0.13159644921749766,1.3878994484179004,-2.6563084941553403,-0.04131748370527222,-33.1638734464934,-13.85143422509305,-2.87216832546144,30.291705121031956,-57.9754633573556,-0.9017778875622809,317.5647146045857,353.2896157300338,369.25501503087264,51.69030042628697,257.5173141559366,386.0439244687064,-0.03213161655422876,-0.023386361684122975,-0.015109830694388121,0.01702178585984064,-0.11624196772223572,-0.008317173327836436
29,37,4,5,28,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-16.24.53.504.jpk-force-map,2026-09-12T16:24:53.003000+02:00,2026-09-12T16:26:01.606000+02:00,0.9,1.0,-0.40727938943220976,-0.39675038394740647,-0.281213215523253,0.12606617390895675,-0.4442332274672568,-0.20820706224038146,-0.22628807061250628,-0.22177898341249555,-0.21794409139056986,0.008343979221936415,-0.2333018232438896,-0.21222474675157493,0.05775606494526021,0.1745030903364746,0.18429609725742355,0.12654003231216332,-0.01127466960538899,0.22029343660955952,1.260559394462851,3.808630489194966,4.0223685076341,2.761809113171249,-0.2460761602094605,4.808031179407347,1.2069790659686603,1.3264900581899806,1.340185549979918,0.13320648401125768,1.1129077119936848,1.381419570052377,26.34301353405574,28.951409797356312,29.25032179653695,2.9073082624812123,24.289852032914943,30.150278042224247,-1.4889524964124847,-0.6221418986819107,-0.12986180091028085,1.359090695502204,-2.956315480524701,-0.03418374384546241,-32.4972461167596,-13.57860539522088,-2.834308626712509,29.66293749004709,-64.52328868844096,-0.7460799049095461,319.17021003074683,353.73382018900605,366.77298999032786,47.60277995958103,249.03741193995072,383.56495972368344,-0.03159569056502565,-0.021337544543630016,-0.015971290993481185,0.015624399571544462,-0.15867715187901815,-0.00446170775611654
