acquisition_order,instrument_scan_number,block,position_in_block,map_start_time,approach_speed_um_per_s,branch,physical_row,physical_column,scanner_travel_bin_center_nm,delta_V,delta_nN_prior_D3_scale
1,9,1,1,2026-09-12T15:05:27.199000+02:00,0.1,retract_far_to_contact,3,3,407.5,0.1324493668108248,2.8907837433572086
1,9,1,1,2026-09-12T15:05:27.199000+02:00,0.1,retract_far_to_contact,3,3,412.5,0.2425284693248378,5.293323579469535
1,9,1,1,2026-09-12T15:05:27.199000+02:00,0.1,retract_far_to_contact,3,3,417.5,0.33182466144156153,7.2422644217720755
1,9,1,1,2026-09-12T15:05:27.199000+02:00,0.1,retract_far_to_contact,3,3,422.5,0.43965730557778393,9.595774009458065
1,9,1,1,2026-09-12T15:05:27.199000+02:00,0.1,retract_far_to_contact,3,3,427.5,0.5413995254270147,11.816356577990165
1,9,1,1,2026-09-12T15:05:27.199000+02:00,0.1,retract_far_to_contact,3,3,432.5,0.6344090239258633,13.846342471560353
1,9,1,1,2026-09-12T15:05:27.199000+02:00,0.1,retract_far_to_contact,3,3,437.5,0.7388875265929765,16.126645989143572
1,9,1,1,2026-09-12T15:05:27.199000+02:00,0.1,retract_far_to_contact,3,3,442.5,0.8390672162398174,18.313125435733042
1,9,1,1,2026-09-12T15:05:27.199000+02:00,0.1,retract_far_to_contact,3,3,447.5,0.9377583044699365,20.467115298722284
1,9,1,1,2026-09-12T15:05:27.199000+02:00,0.1,retract_far_to_contact,3,3,452.5,1.0446102762977267,22.799221148247522
1,9,1,1,2026-09-12T15:05:27.199000+02:00,0.1,retract_far_to_contact,3,3,457.5,1.1352279673590786,24.777004466418227
1,9,1,1,2026-09-12T15:05:27.199000+02:00,0.1,retract_far_to_contact,3,3,462.5,1.238940180906294,27.04058328245058
1,9,1,1,2026-09-12T15:05:27.199000+02:00,0.1,retract_far_to_contact,3,3,467.5,1.3365741678738474,29.171501301319402
1,9,1,1,2026-09-12T15:05:27.199000+02:00,0.1,retract_far_to_contact,3,3,472.5,1.4352147910795248,31.32438973607401
1,9,1,1,2026-09-12T15:05:27.199000+02:00,0.1,retract_far_to_contact,3,3,477.5,1.5358792909242516,33.52145044456309
1,9,1,1,2026-09-12T15:05:27.199000+02:00,0.1,retract_far_to_contact,3,3,482.5,1.6281780935931058,35.53592499216548
1,9,1,1,2026-09-12T15:05:27.199000+02:00,0.1,retract_far_to_contact,3,3,487.5,1.732628001452476,37.81560441159437
2,10,1,2,2026-09-12T15:11:29.531000+02:00,0.3,approach,3,3,2.5,-0.039612560704665456,-0.8645669607568006
2,10,1,2,2026-09-12T15:11:29.531000+02:00,0.3,approach,3,3,7.5,0.028535735353590774,0.6228088653887169
2,10,1,2,2026-09-12T15:11:29.531000+02:00,0.3,approach,3,3,12.5,0.04586735646771828,1.001081482080846
2,10,1,2,2026-09-12T15:11:29.531000+02:00,0.3,approach,3,3,17.5,0.053215704781519324,1.1614634178918544
2,10,1,2,2026-09-12T15:11:29.531000+02:00,0.3,approach,3,3,22.5,0.055167246179428475,1.2040569333113884
2,10,1,2,2026-09-12T15:11:29.531000+02:00,0.3,approach,3,3,27.5,0.05263953970719293,1.148888283178437
2,10,1,2,2026-09-12T15:11:29.531000+02:00,0.3,approach,3,3,32.5,0.0513179323014189,1.1200434400832733
2,10,1,2,2026-09-12T15:11:29.531000+02:00,0.3,approach,3,3,37.5,0.0509221992959098,1.1114063392304656
2,10,1,2,2026-09-12T15:11:29.531000+02:00,0.3,approach,3,3,42.5,0.0548414567077401,1.1969463903832458
2,10,1,2,2026-09-12T15:11:29.531000+02:00,0.3,approach,3,3,47.5,0.05388812773229115,1.1761394362191284
2,10,1,2,2026-09-12T15:11:29.531000+02:00,0.3,approach,3,3,52.5,0.053665888063317735,1.1712889273970284
2,10,1,2,2026-09-12T15:11:29.531000+02:00,0.3,approach,3,3,57.5,0.056192359747123194,1.226430627561051
2,10,1,2,2026-09-12T15:11:29.531000+02:00,0.3,approach,3,3,62.5,0.055789662979837285,1.2176415385951875
2,10,1,2,2026-09-12T15:11:29.531000+02:00,0.3,approach,3,3,67.5,0.05406207159974047,1.1799358613466062
