test,preprocessing,baseline_method,distance_nm,block,contrast,pixel_mean_difference_pN,pixel_paired_t_p,pixel_holm_p_across_37_distances,tile_mean_difference_pN,tile_paired_t_p,tile_holm_p_across_37_distances,experimental_block_count,experimental_mean_of_block_median_differences_pN,experimental_paired_t_p,experimental_holm_p,interpretation
map3_5_no_refresh,palindrome_mean,far_constant_referenced,50.0,5,0.2_minus_0.05_um_per_s,-3.209006702057393,0.1125230641430414,1.0,-3.209006702057394,0.18639683077284325,1.0,3,5.2016214863280545,0.2532435207401099,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,palindrome_mean,far_constant_referenced,100.0,3,0.2_minus_0.05_um_per_s,-3.987136350130081,1.2251080337304422e-05,0.0002940259280953061,-3.987136350130081,0.002316020417340188,0.05569538178701043,3,-1.3445498120244253,0.5816634123628122,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,palindrome_mean,far_constant_referenced,100.0,4,0.2_minus_0.05_um_per_s,0.8649460825575649,0.585764704205701,1.0,0.8649460825575649,0.6119439457087951,1.0,3,-1.3445498120244253,0.5816634123628122,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,palindrome_mean,far_constant_referenced,100.0,5,0.2_minus_0.05_um_per_s,1.4737798417360635,0.41097509685532263,1.0,1.4737798417360632,0.28188425512238524,1.0,3,-1.3445498120244253,0.5816634123628122,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,palindrome_mean,far_constant_referenced,200.0,3,0.2_minus_0.05_um_per_s,-2.1151020710275286,1.0315657370909937e-06,3.30101035869118e-05,-2.1151020710275286,0.00021103222586811273,0.007597160131252058,3,-1.1338874091471416,0.37925050852101194,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,palindrome_mean,far_constant_referenced,200.0,4,0.2_minus_0.05_um_per_s,-1.1031978946391585,0.3711089131625488,1.0,-1.103197894639159,0.41657905153611974,1.0,3,-1.1338874091471416,0.37925050852101194,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,palindrome_mean,far_constant_referenced,200.0,5,0.2_minus_0.05_um_per_s,0.562629304236512,0.7544170006602371,1.0,0.5626293042365121,0.7151126364066587,1.0,3,-1.1338874091471416,0.37925050852101194,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,linear_drift_corrected,20.0,3,0.2_minus_0.05_um_per_s,86.64459728850144,4.983362591789629e-05,0.0010963397701937185,86.64459728850144,0.004275544391679337,0.08551088783358674,3,-8.326667302719747,0.8824210100331047,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,linear_drift_corrected,20.0,4,0.2_minus_0.05_um_per_s,-80.6833846442459,7.657316575749562e-08,2.8332071330273377e-06,-80.6833846442459,0.0006594841585651347,0.02374142970834485,3,-8.326667302719747,0.8824210100331047,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
map3_5_no_refresh,linear_center_aligned,linear_drift_corrected,20.0,5,0.2_minus_0.05_um_per_s,2.968988254641603,0.8883277309460471,1.0,0.7649645551757303,0.9725481841212958,1.0,3,-8.326667302719747,0.8824210100331047,1.0,pixel/tile tests are conditional within measured area; block test is the experimental-unit inference
