block,baseline_method,preprocessing,distance_nm,low_nominal_speed_um_per_s,high_nominal_speed_um_per_s,low_actual_gap_speed_um_per_s,high_actual_gap_speed_um_per_s,low_force_mean_pN,high_force_mean_pN,low_force_median_pN,high_force_median_pN,pair_center_difference_high_minus_low_min,claim_status,sample_count,mean_difference_pN,median_difference_pN,difference_sd_pN,mean_95CI_low_pN,mean_95CI_high_pN,paired_t_statistic,paired_t_df,paired_t_p_two_sided,cohen_dz,fraction_high_greater_than_low,tile_size_pixels,minimum_complete_pixels_per_retained_tile,maximum_complete_pixels_per_retained_tile,paired_t_p_two_sided_holm_across_37_distances,paired_t_p_two_sided_bh_across_37_distances,paired_t_p_two_sided_holm_across_all_contrasts_and_distances,paired_t_p_two_sided_bh_across_all_contrasts_and_distances
1,linear_drift_corrected,palindrome_mean,20.0,0.05,0.1,0.049361446369162454,0.0984606522711514,1691.2419208334181,1711.430557169919,1723.6148487913408,1736.8598111511014,-0.905958334604899,conditional same-area 2x2 spatial-tile paired comparison; not independent map replication,16,20.188636336501116,17.020089152902415,32.431732116042156,2.906986166391178,37.47028650661105,2.489985581314657,15,0.024994780919745368,0.6224963953286643,0.8125,2,4,4,0.5748799611541434,0.061653792935371904,1.0,0.059030227278547565
1,linear_drift_corrected,palindrome_mean,25.0,0.05,0.1,0.049361446369162454,0.0984606522711514,1160.63116243275,1185.9127518875175,1184.298021712565,1207.6254583033237,-0.905958334604899,conditional same-area 2x2 spatial-tile paired comparison; not independent map replication,16,25.281589454767435,25.73832585916682,25.919991861776005,11.46980073609648,39.09337817343839,3.9014810790970937,15,0.0014169418803215159,0.9753702697742734,0.875,2,4,4,0.038257430768680926,0.004766077233808736,0.10201981538314914,0.0039320137178922064
1,linear_drift_corrected,palindrome_mean,30.0,0.05,0.1,0.049361446369162454,0.0984606522711514,799.7274910275473,830.6012070556594,810.4174224443518,846.2668508579005,-0.905958334604899,conditional same-area 2x2 spatial-tile paired comparison; not independent map replication,16,30.87371602811197,32.0271294003969,24.26252602580976,17.94512851015361,43.802303546070334,5.08994257156397,15,0.00013310546424627695,1.2724856428909925,0.9375,2,4,4,0.0038600584631420316,0.0005472113530124718,0.010382226211209603,0.0004345501920981395
1,linear_drift_corrected,palindrome_mean,35.0,0.05,0.1,0.049361446369162454,0.0984606522711514,556.5516434392505,586.780698596038,563.314496838888,601.2250253988744,-0.905958334604899,conditional same-area 2x2 spatial-tile paired comparison; not independent map replication,16,30.229055156787336,33.4607188468468,20.745231426456378,19.174701632676477,41.28340868089819,5.828627222396033,15,3.3219435772017194e-05,1.4571568055990083,0.9375,2,4,4,0.0010630219447045502,0.00019435950392566683,0.002757213169077427,0.0001271502541618589
1,linear_drift_corrected,palindrome_mean,40.0,0.05,0.1,0.049361446369162454,0.0984606522711514,387.5451732629059,414.6462845083621,394.0508879941898,422.0012620038709,-0.905958334604899,conditional same-area 2x2 spatial-tile paired comparison; not independent map replication,16,27.101111245456142,28.0376055690652,16.16405118033254,18.487896359776784,35.7143261311355,6.706514584272331,15,7.026816593102266e-06,1.6766286460680828,1.0,2,4,4,0.00023188494757237478,5.1998442788956765e-05,0.0006113330435998972,3.1199065673374064e-05
1,linear_drift_corrected,palindrome_mean,45.0,0.05,0.1,0.049361446369162454,0.0984606522711514,269.7711495752769,294.8224344687361,274.8787359890585,302.372123201795,-0.905958334604899,conditional same-area 2x2 spatial-tile paired comparison; not independent map replication,16,25.051284893459197,25.271875555972485,13.687275794536946,17.757850450406472,32.34471933651192,7.321043360128101,15,2.521735065764866e-06,1.8302608400320253,1.0,2,4,4,8.826072730177031e-05,3.1101399144433345e-05,0.00022947789098460281,1.3329171061900007e-05
1,linear_drift_corrected,palindrome_mean,50.0,0.05,0.1,0.049361446369162454,0.0984606522711514,187.5435861192173,211.1314369770575,188.44828782801437,219.25172054156556,-0.905958334604899,conditional same-area 2x2 spatial-tile paired comparison; not independent map replication,16,23.58785085784021,24.255858442545595,11.500292322696566,17.45977764658747,29.71592406909295,8.2042613164843,15,6.303822009000658e-07,2.051065329121075,1.0,2,4,4,2.3324141433302436e-05,2.3324141433302436e-05,6.051669128640632e-05,4.373276518744206e-06
1,linear_drift_corrected,palindrome_mean,55.0,0.05,0.1,0.049361446369162454,0.0984606522711514,131.1731187746874,151.55021232577405,129.26327703783898,154.84233324370854,-0.905958334604899,conditional same-area 2x2 spatial-tile paired comparison; not independent map replication,16,20.377093551086666,20.679351719844036,10.888423880345924,14.575062018181516,26.179125083991817,7.485782616478847,15,1.9324240902179016e-06,1.8714456541197118,1.0,2,4,4,6.956726724784445e-05,3.1101399144433345e-05,0.00017778301630004694,1.0724953700709354e-05
1,linear_drift_corrected,palindrome_mean,60.0,0.05,0.1,0.049361446369162454,0.0984606522711514,92.26041805432966,109.74756691731022,91.01894400391662,112.75241868850253,-0.905958334604899,conditional same-area 2x2 spatial-tile paired comparison; not independent map replication,16,17.487148862980558,17.042940239816993,10.031305656207511,12.141843392408017,22.8324543335531,6.973030017148074,15,4.477437027542305e-06,1.7432575042870184,1.0,2,4,4,0.00015223285893643836,4.141629250476632e-05,0.0003984918954512651,2.160850043726938e-05
1,linear_drift_corrected,palindrome_mean,65.0,0.05,0.1,0.049361446369162454,0.0984606522711514,65.19699285415736,79.80168978132276,63.88754450545463,83.65206208616814,-0.905958334604899,conditional same-area 2x2 spatial-tile paired comparison; not independent map replication,16,14.604696927165408,16.86607876599506,10.11890213176455,9.212714589588206,19.99667926474261,5.77323379038102,15,3.677071695890994e-05,1.443308447595255,0.9375,2,4,4,0.0011398922257262081,0.00019435950392566683,0.003015198790630615,0.000132220117845233
