test,blocks_planned,blocks_included,baseline_method,preprocessing,distance_nm,low_nominal_speed_um_per_s,high_nominal_speed_um_per_s,block_summary,low_block_values_pN,high_block_values_pN,block_differences_high_minus_low_pN,sample_count,mean_difference_pN,median_difference_pN,difference_sd_pN,mean_95CI_low_pN,mean_95CI_high_pN,paired_t_statistic,paired_t_df,paired_t_p_two_sided,cohen_dz,fraction_high_greater_than_low,exact_sign_nonzero_block_count,exact_sign_p_two_sided,fit_status,claim_status,paired_t_p_two_sided_holm_across_valid_contrasts_and_37_distances,paired_t_p_two_sided_bh_across_valid_contrasts_and_37_distances
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,150.0,0.05,0.1,spatial_median_of_F_sym_pN,8.48611040067;5.03137640575,8.65889803765;5.68502504732,0.172787636987;0.653648641569,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,155.0,0.05,0.1,spatial_median_of_F_sym_pN,7.55139910909;4.65174591596,8.04015005032;5.14470987572,0.488750941231;0.492963959756,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,160.0,0.05,0.1,spatial_median_of_F_sym_pN,5.95515648083;4.5089951683,6.24776429639;4.4544167524,0.29260781556;-0.0545784158933,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,165.0,0.05,0.1,spatial_median_of_F_sym_pN,5.01434762381;4.49109968523,5.8649021073;4.25750807274,0.850554483488;-0.233591612483,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,170.0,0.05,0.1,spatial_median_of_F_sym_pN,4.30246781893;3.52014840107,4.91558405378;3.72283294467,0.613116234849;0.2026845436,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,175.0,0.05,0.1,spatial_median_of_F_sym_pN,4.14198268878;3.62399782793,5.01600806219;3.6142715337,0.874025373408;-0.00972629422998,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,180.0,0.05,0.1,spatial_median_of_F_sym_pN,3.60021968574;3.75649549421,3.92411354264;3.13123024938,0.323893856897;-0.62526524483,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,185.0,0.05,0.1,spatial_median_of_F_sym_pN,3.40775337243;3.56422815974,4.02280436526;3.07740903832,0.615050992839;-0.486819121421,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,190.0,0.05,0.1,spatial_median_of_F_sym_pN,3.07013616768;3.16373821582,3.21419283481;2.8639393308,0.14405666713;-0.299798885018,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,195.0,0.05,0.1,spatial_median_of_F_sym_pN,3.07409432237;2.52579586302,2.43764555918;2.46245752623,-0.636448763188;-0.0633383367896,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,200.0,0.05,0.1,spatial_median_of_F_sym_pN,2.40390582661;2.14969449442,1.90432325593;2.38233930166,-0.499582570683;0.232644807244,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,20.0,0.1,0.2,spatial_median_of_F_sym_pN,2542.49561931;1742.45609951,2423.0032233;1717.34980285,-119.49239601;-25.1062966596,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,25.0,0.1,0.2,spatial_median_of_F_sym_pN,1929.90056213;1206.14691589,1835.92393585;1184.31318714,-93.9766262791;-21.8337287513,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,30.0,0.1,0.2,spatial_median_of_F_sym_pN,1492.29937912;843.91855411,1414.69964179;830.700685932,-77.5997373314;-13.2178681778,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,35.0,0.1,0.2,spatial_median_of_F_sym_pN,1163.96824985;595.207141062,1110.0117984;587.872755488,-53.9564514496;-7.33438557352,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,40.0,0.1,0.2,spatial_median_of_F_sym_pN,916.45879327;426.569150873,873.293267613;425.49356699,-43.1655256569;-1.07558388331,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,45.0,0.1,0.2,spatial_median_of_F_sym_pN,723.900511911;303.333276109,690.738979799;306.701523606,-33.1615321122;3.3682474976,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,50.0,0.1,0.2,spatial_median_of_F_sym_pN,572.385089111;218.056770394,550.066612108;223.724501171,-22.3184770035;5.66773077627,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,55.0,0.1,0.2,spatial_median_of_F_sym_pN,449.459582575;157.753025719,436.991271615;164.578370049,-12.4683109599;6.82534432966,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,60.0,0.1,0.2,spatial_median_of_F_sym_pN,359.458432775;115.366317384,348.911049341;119.256806123,-10.5473834333;3.89048873966,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,65.0,0.1,0.2,spatial_median_of_F_sym_pN,283.715229926;83.8797389534,278.197300354;87.1573832922,-5.51792957175;3.27764433883,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,70.0,0.1,0.2,spatial_median_of_F_sym_pN,226.778877246;62.2207779514,221.597272546;65.2934840295,-5.1816047001;3.07270607814,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,75.0,0.1,0.2,spatial_median_of_F_sym_pN,179.02823006;46.0838667505,176.711908385;48.1265170964,-2.31632167412;2.04265034597,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,80.0,0.1,0.2,spatial_median_of_F_sym_pN,142.620934396;34.9268579202,142.415300674;38.1810958003,-0.205633721439;3.25423788013,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,85.0,0.1,0.2,spatial_median_of_F_sym_pN,114.059193961;27.2430262599,112.723175517;28.8859301227,-1.33601844407;1.64290386288,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,90.0,0.1,0.2,spatial_median_of_F_sym_pN,91.4468991469;21.0846869266,90.4556151319;22.3080391641,-0.991284015004;1.22335223754,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,95.0,0.1,0.2,spatial_median_of_F_sym_pN,73.9854625693;16.9395107748,71.9627419691;17.9172154916,-2.02272060017;0.977704716821,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,100.0,0.1,0.2,spatial_median_of_F_sym_pN,59.5563767619;14.1699039068,58.1509089565;14.6888441453,-1.40546780539;0.518940238507,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,105.0,0.1,0.2,spatial_median_of_F_sym_pN,47.4358351187;11.5994060145,47.8151401273;12.2955049167,0.379305008576;0.696098902196,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,110.0,0.1,0.2,spatial_median_of_F_sym_pN,38.5300919644;10.6036371372,38.0557907661;10.258727476,-0.474301198257;-0.344909661246,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,115.0,0.1,0.2,spatial_median_of_F_sym_pN,32.3389208221;8.59128379157,31.3685786368;8.80024983369,-0.970342185319;0.20896604212,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,120.0,0.1,0.2,spatial_median_of_F_sym_pN,25.4610747318;8.68274941619,26.0238575177;8.33211556837,0.56278278595;-0.350633847823,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,125.0,0.1,0.2,spatial_median_of_F_sym_pN,21.3632038597;7.12168086666,21.7794507353;6.73137307193,0.416246875627;-0.390307794729,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,130.0,0.1,0.2,spatial_median_of_F_sym_pN,17.6303431677;6.44062052212,17.2659103427;6.10836751142,-0.364432824991;-0.332253010692,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,135.0,0.1,0.2,spatial_median_of_F_sym_pN,15.3440695607;5.70702049254,14.260467688;4.91522759222,-1.08360187272;-0.791792900318,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,140.0,0.1,0.2,spatial_median_of_F_sym_pN,12.5783444713;5.56803657852,12.4611452149;5.35875255129,-0.117199256372;-0.209284027239,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,145.0,0.1,0.2,spatial_median_of_F_sym_pN,10.3896702533;5.74531354181,10.326162899;4.50244838231,-0.0635073543581;-1.24286515951,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,150.0,0.1,0.2,spatial_median_of_F_sym_pN,8.65889803765;5.68502504732,8.74056353377;4.68243222705,0.0816654961129;-1.00259282027,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,155.0,0.1,0.2,spatial_median_of_F_sym_pN,8.04015005032;5.14470987572,7.60665978163;4.5430101284,-0.433490268698;-0.60169974732,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,160.0,0.1,0.2,spatial_median_of_F_sym_pN,6.24776429639;4.4544167524,6.01331407109;4.11712007635,-0.234450225297;-0.337296676059,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,165.0,0.1,0.2,spatial_median_of_F_sym_pN,5.8649021073;4.25750807274,5.99025381533;3.48846444515,0.125351708035;-0.769043627599,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,170.0,0.1,0.2,spatial_median_of_F_sym_pN,4.91558405378;3.72283294467,5.51717941262;3.76010198977,0.601595358838;0.0372690451023,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,175.0,0.1,0.2,spatial_median_of_F_sym_pN,5.01600806219;3.6142715337,4.9310499944;3.16807136415,-0.0849580677825;-0.446200169549,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,180.0,0.1,0.2,spatial_median_of_F_sym_pN,3.92411354264;3.13123024938,4.16786446706;2.86257798498,0.243750924415;-0.268652264396,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,185.0,0.1,0.2,spatial_median_of_F_sym_pN,4.02280436526;3.07740903832,4.07444626256;3.03353710749,0.051641897298;-0.0438719308316,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,190.0,0.1,0.2,spatial_median_of_F_sym_pN,3.21419283481;2.8639393308,3.61637001069;2.2929923245,0.402177175876;-0.570947006297,2,,,,,,,,,,,2,1.0,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,195.0,0.1,0.2,spatial_median_of_F_sym_pN,2.43764555918;2.46245752623,3.19155378467;2.59021257075,0.753908225496;0.127755044522,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4",linear_drift_corrected,palindrome_mean,200.0,0.1,0.2,spatial_median_of_F_sym_pN,1.90432325593;2.38233930166,2.232114289;2.45845315767,0.327791033073;0.0761138560048,2,,,,,,,,,,,2,0.5,insufficient_complete_blocks_for_t_test,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,,
map3_5_no_refresh,"3,4,5","3,4,5",linear_drift_corrected,palindrome_mean,20.0,0.05,0.2,spatial_median_of_F_sym_pN,2375.54174494;1804.52240793;779.697361246,2423.0032233;1717.34980285;777.656207016,47.461478355;-87.1726050769;-2.04115422948,3,-13.917426983814948,-2.041154229484164,68.09822682190118,-183.08280033333114,155.24794636570124,-0.3539841163506609,2.0,0.7571863103418519,-0.2043728248639059,0.3333333333333333,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.9338631160882841
map3_5_no_refresh,"3,4,5","3,4,5",linear_drift_corrected,palindrome_mean,25.0,0.05,0.2,spatial_median_of_F_sym_pN,1797.37849563;1241.93301515;421.876037477,1835.92393585;1184.31318714;425.325834892,38.5454402231;-57.6198280103;3.44979741531,3,-5.208196790655411,3.4497974153115933,48.663747814496254,-126.09564793025518,115.67925434894437,-0.18537128483443996,2.0,0.8700344383923824,-0.1070241611991907,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.9946337538064183
map3_5_no_refresh,"3,4,5","3,4,5",linear_drift_corrected,palindrome_mean,30.0,0.05,0.2,spatial_median_of_F_sym_pN,1383.42681752;864.245334682;235.698107048,1414.69964179;830.700685932;238.396929302,31.2728242693;-33.5446487497;2.69882225437,3,0.14233259133847773,2.6988222543662346,32.48427206649612,-80.55307268680235,80.8377378694793,0.0075891274173093305,2.0,0.9946337538064183,0.004381584757297912,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.9946337538064183
map3_5_no_refresh,"3,4,5","3,4,5",linear_drift_corrected,palindrome_mean,35.0,0.05,0.2,spatial_median_of_F_sym_pN,1083.85191614;608.141689847;134.169298138,1110.0117984;587.872755488;132.563850132,26.1598822578;-20.268934359;-1.60544800584,3,1.4284999643325402,-1.6054480058416516,23.36262791989113,-56.60748509634098,59.464485025006056,0.10590565947111222,2.0,0.9253224931607317,0.06114466100435148,0.3333333333333333,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.9946337538064183
map3_5_no_refresh,"3,4,5","3,4,5",linear_drift_corrected,palindrome_mean,40.0,0.05,0.2,spatial_median_of_F_sym_pN,850.83499115;427.25818471;82.9771688269,873.293267613;425.49356699;76.2369312065,22.458276463;-1.76461771992;-6.74023762043,3,4.651140374230782,-1.7646177199164867,15.620812082362887,-34.15310800725119,43.45538875571276,0.5157229597812332,2.0,0.6573984115968217,0.2977527896569655,0.3333333333333333,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.9338631160882841
map3_5_no_refresh,"3,4,5","3,4,5",linear_drift_corrected,palindrome_mean,45.0,0.05,0.2,spatial_median_of_F_sym_pN,673.774359836;300.07133998;52.5326337051,690.738979799;306.701523606;46.2974805337,16.9646199627;6.63018362662;-6.23515317137,3,5.78655013930076,6.630183626620465,11.622872126256373,-23.086264828026636,34.65936510662816,0.8623168811409675,2.0,0.47939629974277653,0.4978588834534961,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8062574132037604
map3_5_no_refresh,"3,4,5","3,4,5",linear_drift_corrected,palindrome_mean,50.0,0.05,0.2,spatial_median_of_F_sym_pN,531.744514394;211.642924421;32.8242989524,550.066612108;223.724501171;28.1513500985,18.3220977132;12.0815767498;-4.67294885387,3,8.57690853636244,12.081576749772012,11.891386215228229,-20.962932405507964,38.11674947823284,1.249277509616724,2.0,0.3379487999076667,0.7212707064697609,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8062574132037604
map3_5_no_refresh,"3,4,5","3,4,5",linear_drift_corrected,palindrome_mean,55.0,0.05,0.2,spatial_median_of_F_sym_pN,423.946871904;150.379608889;22.9896338783,436.991271615;164.578370049;19.792362466,13.0443997106;14.1987611602;-3.1972714123,3,8.015296486165264,13.044399710603557,9.72750722165149,-16.149171044163424,32.17976401649395,1.4271796910996852,2.0,0.28967387448609894,0.8239825788383702,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8062574132037604
map3_5_no_refresh,"3,4,5","3,4,5",linear_drift_corrected,palindrome_mean,60.0,0.05,0.2,spatial_median_of_F_sym_pN,337.558430949;107.321565656;15.9640814738,348.911049341;119.256806123;15.2215784868,11.3526183922;11.9352404673;-0.742502986978,3,7.515118624174691,11.352618392199702,7.157240957612512,-10.264453550494267,25.294690798843646,1.8186571276649746,2.0,0.210585198520077,1.0500021822210046,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8062574132037604
map3_5_no_refresh,"3,4,5","3,4,5",linear_drift_corrected,palindrome_mean,65.0,0.05,0.2,spatial_median_of_F_sym_pN,268.669018471;76.9615317573;12.4938013407,278.197300354;87.1573832922;12.4291331873,9.5282818834;10.195851535;-0.0646681533971,3,6.5531550883249565,9.528281883401803,5.74091461824085,-7.7080674146091575,20.81437759125907,1.9771061438177884,2.0,0.1866548604069553,1.1414827643496632,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8062574132037604
map3_5_no_refresh,"3,4,5","3,4,5",linear_drift_corrected,palindrome_mean,70.0,0.05,0.2,spatial_median_of_F_sym_pN,215.443442141;55.448398765;9.14810781751,221.597272546;65.2934840295;10.4281957395,6.153830405;9.84508526447;1.28008792201,3,5.759667863827215,6.153830404995517,4.296081697399913,-4.912390693312026,16.431726420966456,2.3221246888550016,2.0,0.1459233886633546,1.340679314202311,1.0,3,0.25,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.7929313358235902
map3_5_no_refresh,"3,4,5","3,4,5",linear_drift_corrected,palindrome_mean,75.0,0.05,0.2,spatial_median_of_F_sym_pN,172.773416612;39.8641106067;7.188418819,176.711908385;48.1265170964;9.24419935302,3.93849177366;8.26240648977;2.05578053401,3,4.752226265813275,3.9384917736562386,3.1823221562967077,-3.1531002134840396,12.65755274511059,2.5865066254104523,2.0,0.12258855696386732,1.4933202964414753,1.0,3,0.25,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.7929313358235902
map3_5_no_refresh,"3,4,5","3,4,5",linear_drift_corrected,palindrome_mean,80.0,0.05,0.2,spatial_median_of_F_sym_pN,137.657649668;31.8024930677;6.38939107559,142.415300674;38.1810958003;9.85665743189,4.75765100643;6.37860273255;3.4672663563,3,4.867840031759598,4.757651006426386,1.4587926822895192,1.2439981161036933,8.491681947415502,5.779674082881089,2.0,0.02865545906305677,3.3368963875797,1.0,3,0.25,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.6059326573721912
map3_5_no_refresh,"3,4,5","3,4,5",linear_drift_corrected,palindrome_mean,85.0,0.05,0.2,spatial_median_of_F_sym_pN,110.513804878;25.3005430602;7.33983031353,112.723175517;28.8859301227;8.56123314578,2.2093706388;3.58538706249;1.22140283225,3,2.338720177847192,2.2093706388008485,1.1872884391083038,-0.6106678084303816,5.288108164124766,3.411792820757304,2.0,0.07621648419164359,1.9697995034834623,1.0,3,0.25,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.7929313358235902
