test,blocks_planned,blocks_included,baseline_method,preprocessing,distance_nm,low_nominal_speed_um_per_s,high_nominal_speed_um_per_s,block_summary,low_block_values_pN,high_block_values_pN,block_differences_high_minus_low_pN,sample_count,mean_difference_pN,median_difference_pN,difference_sd_pN,mean_95CI_low_pN,mean_95CI_high_pN,paired_t_statistic,paired_t_df,paired_t_p_two_sided,cohen_dz,fraction_high_greater_than_low,exact_sign_nonzero_block_count,exact_sign_p_two_sided,fit_status,claim_status,paired_t_p_two_sided_holm_across_valid_contrasts_and_37_distances,paired_t_p_two_sided_bh_across_valid_contrasts_and_37_distances
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,65.0,0.05,0.1,spatial_median_of_F_sym_pN,66.4188646397;290.244160332;258.222992764,83.1200142285;265.851106126;287.966516234,16.7011495888;-24.3930542057;29.7435234698,3,7.350539617625198,16.701149588826908,28.253631460900987,-62.83537178742474,77.53645102267514,0.45061492708975653,2.0,0.6964061138821405,0.26016264945613454,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8814878976927991
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,70.0,0.05,0.1,spatial_median_of_F_sym_pN,47.1201592405;232.090971078;206.247334495,60.5601266404;212.254333405;229.985826363,13.4399673999;-19.8366376735;23.7384918675,3,5.780607197941947,13.439967399897512,22.774927610327254,-50.7954493605547,62.35666375643859,0.43961963509792895,2.0,0.7031538057413845,0.25381451466483435,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8814878976927991
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,75.0,0.05,0.1,spatial_median_of_F_sym_pN,34.7583474981;185.696803512;165.58481638,45.1238417973;169.894883811;182.677450447,10.3654942992;-15.8019197015;17.0926340668,3,3.8854028881808182,10.365494299172049,17.378337245691373,-39.2847800308215,47.05558580718314,0.38724735946026934,2.0,0.7358970678695023,0.2235773672273583,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8814878976927991
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,80.0,0.05,0.1,spatial_median_of_F_sym_pN,26.61443319;147.637829414;132.111755698,34.5037898103;136.386643858;145.423456589,7.88935662034;-11.251185556;13.3117008919,3,3.3166239854073916,7.889356620336308,12.904117965809364,-28.738982089937362,35.372230060752145,0.44517271676746284,2.0,0.6997403060682506,0.25702058786157167,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8814878976927991
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,85.0,0.05,0.1,spatial_median_of_F_sym_pN,20.0145358694;117.785873398;105.018411868,27.8483350501;110.655648404;116.807938175,7.83379918075;-7.13022499352;11.7895263074,3,4.164366831540643,7.833799180748429,9.979368599574117,-20.625759045811293,28.95449270889258,0.7227806911442108,2.0,0.5449086966784131,0.41729762659717395,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8628831807869242
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,90.0,0.05,0.1,spatial_median_of_F_sym_pN,16.7470618732;94.8978042519;85.2626931121,22.1955833583;89.1870729822;93.6242140545,5.44852148504;-5.71073126974;8.3615209424,3,2.699770385900026,5.448521485036913,7.427906504144883,-15.752172280173179,21.151713051973232,0.6295366634649108,2.0,0.5933236219241972,0.3634631621162051,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.86938030307862
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,95.0,0.05,0.1,spatial_median_of_F_sym_pN,13.6801972072;77.0121086103;67.2755900806,17.4093277194;72.167959593;75.6714497131,3.72913051229;-4.84414901732;8.39585963247,3,2.4269470424764443,3.729130512285927,6.715371814233594,-14.254961329479729,19.108855414432618,0.6259661715139102,2.0,0.5952513786844605,0.3614017376271555,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.86938030307862
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,100.0,0.05,0.1,spatial_median_of_F_sym_pN,11.5272438858;61.5440880863;55.1821260855,13.6691293208;59.2191337816;60.9437338958,2.14188543503;-2.32495430471;5.7616078103,3,1.8595129802081836,2.1418854350326164,4.050669372142479,-8.202907564838283,11.92193352525465,0.7951206734384407,2.0,0.5099140974972374,0.45906313484792033,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8628831807869242
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,105.0,0.05,0.1,spatial_median_of_F_sym_pN,11.1302277159;48.5578849324;44.9084897636,13.0384579504;49.6022025561;48.9764222312,1.90823023452;1.04431762366;4.06793246761,3,2.340160108597546,1.9082302345227884,1.5573966236047587,-1.5286275762037262,6.208947793398819,2.60259727323353,2.0,0.12134128854784382,1.5026102362935645,1.0,3,0.25,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.481031536743238
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,110.0,0.05,0.1,spatial_median_of_F_sym_pN,8.97302848468;39.9674672666;35.7813408421,11.1959087379;40.217230508;39.6139457212,2.2228802532;0.249763241399;3.83260487914,3,2.1017494579130385,2.2228802531957363,1.7944896356528337,-2.3560099193020334,6.55950883512811,2.0286195994447063,2.0,0.1796639012989569,1.171224071822752,1.0,3,0.25,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.6167821090478047
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,115.0,0.05,0.1,spatial_median_of_F_sym_pN,8.16213148096;32.0819953394;30.0149703109,9.30011651801;33.4331490369;33.2164151659,1.13798503705;1.35115369746;3.20144485498,3,1.896861196497704,1.3511536974638503,1.1348189771626938,-0.9221854206471456,4.715907813642554,2.8951401354375603,2.0,0.10147017035412899,1.671509936536565,1.0,3,0.25,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.4726731113135854
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,120.0,0.05,0.1,spatial_median_of_F_sym_pN,8.86345954016;26.4205756514;24.9086194326,8.18178012136;27.0341507697;26.3146806921,-0.681679418802;0.613575118385;1.40606125951,3,0.44598565303125487,0.6135751183854268,1.0539117404427145,-2.172076246226474,3.0640475522889834,0.7329549343215669,2.0,0.5398515551634387,0.42317172863442115,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8628831807869242
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,125.0,0.05,0.1,spatial_median_of_F_sym_pN,6.74302684965;21.4307493454;20.700859296,8.29892342076;23.112732093;22.0044659123,1.55589657111;1.68198274758;1.30360661632,3,1.5138286450050018,1.5558965711142374,0.19266397427274365,1.035224800824315,1.9924324891856886,13.60933270996452,2.0,0.005355825106328133,7.857351903589194,1.0,3,0.25,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,0.5944965868024228,0.4726731113135854
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,130.0,0.05,0.1,spatial_median_of_F_sym_pN,7.46097393899;18.2294775284;18.0333458537,7.02714520879;20.1470155147;18.1111579317,-0.433828730207;1.91753798628;0.07781207805,3,0.5205071113749943,0.07781207804995915,1.2366145431178595,-2.5514137100449163,3.592427932794905,0.7290426654124169,2.0,0.5417909062932444,0.42091297912658115,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8628831807869242
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,135.0,0.05,0.1,spatial_median_of_F_sym_pN,6.57325834932;15.1987207957;14.2369473573,6.82074811394;17.829289429;15.2278404571,0.247489764612;2.63056863332;0.990893099827,3,1.2896504992538462,0.9908930998271952,1.2193064468820434,-1.7392746275886029,4.318575626096296,1.8319760339381883,2.0,0.20842151375124493,1.057691856343156,1.0,3,0.25,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.6559755031436804
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,140.0,0.05,0.1,spatial_median_of_F_sym_pN,6.15886223306;13.1960109684;11.7168565335,8.15656349384;15.7005986916;12.5585201721,1.99770126077;2.50458772319;0.841663638639,3,1.7813175408682682,1.9977012607729936,0.8523177596572805,-0.33595714826469814,3.898592230001235,3.619932179329587,2.0,0.06855813502907669,2.0899688181841256,1.0,3,0.25,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.4726731113135854
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,145.0,0.05,0.1,spatial_median_of_F_sym_pN,6.76777492989;11.3694492033;10.1895241822,7.38703132511;12.5377532913;10.456623102,0.619256395219;1.16830408808;0.267098919745,3,0.6848864676824936,0.6192563952194732,0.45417306026280135,-0.443341958963405,1.8131148943283923,2.6119078017442203,2.0,0.1206277009934143,1.5079856724355094,1.0,3,0.25,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.481031536743238
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,150.0,0.05,0.1,spatial_median_of_F_sym_pN,7.72746346318;8.96077263775;8.22630386586,6.88644679381;10.670493358;8.84503451963,-0.841016669371;1.70972072027;0.618730653764,3,0.4958115682198206,0.618730653764306,1.279803552861316,-2.6833967010356337,3.675019837475275,0.6710176926897398,2.0,0.5713256818169826,0.38741224550542286,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8687280915299325
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,155.0,0.05,0.1,spatial_median_of_F_sym_pN,7.03427306739;6.81176795934;7.36470421533,5.01934412589;10.8433193581;8.15299986906,-2.0149289415;4.03155139877;0.78829565373,3,0.9349727036672725,0.7882956537298522,3.0259075901404544,-6.581798453179042,8.451743860513586,0.5351849579671356,2.0,0.6460632862435607,0.3089891795485643,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8814878976927991
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,160.0,0.05,0.1,spatial_median_of_F_sym_pN,6.81194680473;6.17281827592;6.1584943286,5.84660401182;9.140743734;6.03962874053,-0.965342792906;2.96792545808;-0.118865588077,3,0.6279056923646964,-0.11886558807715808,2.070241602451111,-4.514859544654811,5.770670929384204,0.5253321932327705,2.0,0.6517826742145749,0.30330068317691655,0.3333333333333333,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8814878976927991
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,165.0,0.05,0.1,spatial_median_of_F_sym_pN,6.47189820438;6.74061663202;5.24751660421,5.76385727121;7.12725613771;5.78355736358,-0.708040933175;0.386639505685;0.536040759363,3,0.07154644395771263,0.3866395056846237,0.679262499029808,-1.6158351460390945,1.75892803395452,0.18243621017299755,2.0,0.8720582961179495,0.10532959505331528,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.9302260638303051
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,170.0,0.05,0.1,spatial_median_of_F_sym_pN,6.72070634822;5.71833332112;4.60163729661,5.44105506807;7.35264175082;5.01749082304,-1.27965128016;1.6343084297;0.415853526437,3,0.256836891994307,0.41585352643657814,1.4634736127429617,-3.3786330995269305,3.8923068835155448,0.30397168921852796,2.0,0.7898589455910037,0.1754981365963424,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8959939568747872
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,175.0,0.05,0.1,spatial_median_of_F_sym_pN,5.66040085862;5.27549035508;4.31002629399,5.34624960052;7.28866236988;4.95770174673,-0.3141512581;2.01317201479;0.647675452737,3,0.7822320698096362,0.6476754527371957,1.1694817298852067,-2.122921598565217,3.6873857381844894,1.158518045727012,2.0,0.3662923928812494,0.6688707055615295,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.740515498286928
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,180.0,0.05,0.1,spatial_median_of_F_sym_pN,4.52923616218;4.94937350687;3.25601143791,5.15019942374;6.93611143438;4.07929640815,0.620963261557;1.98673792751;0.823284970237,3,1.1436620531003308,0.8232849702368585,0.7370998683737038,-0.6873955272303003,2.974719633430962,2.6873980957679633,2.0,0.11505375507021758,1.5515700140113213,1.0,3,0.25,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.481031536743238
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,185.0,0.05,0.1,spatial_median_of_F_sym_pN,3.51043429831;4.36083793376;3.36976775236,4.70641204021;4.76278483742;3.9998894039,1.1959777419;0.401946903657;0.630121651536,3,0.742682099031844,0.6301216515360797,0.40880757548851343,-0.27285221607580723,1.7582164141394951,3.1466225347166987,2.0,0.08788696389174906,1.8167033674568287,1.0,3,0.25,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.4726731113135854
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,190.0,0.05,0.1,spatial_median_of_F_sym_pN,3.22351302111;3.81908686102;3.10153362264,4.23084175282;4.70486950331;3.22548170544,1.00732873171;0.885782642282;0.123948082802,3,0.6723531522656457,0.8857826422824533,0.47880523506350015,-0.5170649887243367,1.8617712932556283,2.432199431150219,2.0,0.1355150733001501,1.4042309962974338,1.0,3,0.25,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.5186956253902297
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,195.0,0.05,0.1,spatial_median_of_F_sym_pN,3.21515868718;4.02595561385;3.01225452592,4.29157111013;5.30312128604;2.25487311723,1.07641242294;1.27716567219;-0.75738140869,3,0.5320655621485891,1.0764124229438985,1.121196050975881,-2.2531398303116266,3.317270954608805,0.8219477635485153,2.0,0.4975026490827573,0.4745517625445462,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8628831807869242
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,200.0,0.05,0.1,spatial_median_of_F_sym_pN,2.50389546708;3.25974407598;2.58246756994,3.9556628294;4.80918060101;1.97122325119,1.45176736232;1.54943652503;-0.611244318752,3,0.7966531895319418,1.451767362316514,1.2202525811117217,-2.2346222650308,3.8279286440946834,1.1307853977444595,2.0,0.37550212306107766,0.6528592537834618,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.740515498286928
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,20.0,0.1,0.2,spatial_median_of_F_sym_pN,1733.29898462;2293.44240323;2555.88788097,1747.2405545;2474.39381877;2434.40311778,13.9415698769;180.951415537;-121.484763182,3,24.46940741068738,13.941569876858466,151.49269643089298,-351.85931284337494,400.7981276647497,0.2797643573909626,2.0,0.8059375105397761,0.16152202704933494,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8959939568747872
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,25.0,0.1,0.2,spatial_median_of_F_sym_pN,1204.5777567;1748.78928729;1939.75992818,1220.65539018;1909.04908919;1847.48369203,16.0776334847;160.259801907;-92.2762361545,3,28.02039974577906,16.07763348467688,126.69090290718417,-286.69724989775654,342.73804938931465,0.3830800388535811,2.0,0.738543914283156,0.22117136355328734,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8814878976927991
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,30.0,0.1,0.2,spatial_median_of_F_sym_pN,843.699107048;1359.93097557;1498.4524587,866.009276175;1490.00507333;1426.78331053,22.3101691271;130.07409776;-71.6691481741,3,26.905039571126622,22.31016912712232,100.95008145532243,-223.8688647731998,277.67894391545303,0.4616231591399623,2.0,0.6896959328191271,0.2665182551936227,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8814878976927991
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,35.0,0.1,0.2,spatial_median_of_F_sym_pN,599.049897726;1067.52341053;1171.43234167,621.574472932;1175.19230037;1120.27365241,22.5245752063;107.668889845;-51.158689258,3,26.344925264435574,22.52457520628934,79.48267909960948,-171.1009953154073,223.79084584427844,0.5740967666983378,2.0,0.6238633737959767,0.3314549227941791,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8814878976927991
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,40.0,0.1,0.2,spatial_median_of_F_sym_pN,420.280496735;843.071148053;925.784170964,449.109561499;934.617584684;883.809062894,28.8290647637;91.5464366302;-41.9751080705,3,26.133464441134038,28.829064763709198,66.80157498619319,-139.81084718432953,192.0777760665976,0.6775961225344491,2.0,0.5679046489700814,0.3912103037471108,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8687280915299325
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,45.0,0.1,0.2,spatial_median_of_F_sym_pN,300.961762671;664.936255467;729.61749979,325.286515289;740.495340887;699.780388013,24.3247526177;75.5590854193;-29.8371117775,3,23.34890875316296,24.32475261770435,52.70487453091937,-107.57725766054085,154.27507516686677,0.7673198470104104,2.0,0.5230982892634397,0.44301232022600295,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8628831807869242
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,50.0,0.1,0.2,spatial_median_of_F_sym_pN,218.13360245;528.522940528;579.050443836,239.234268705;590.100400622;557.511513416,21.100666255;61.5774600944;-21.5389304197,3,20.379731976545127,21.100666255022304,41.562884917898295,-82.86819785586556,123.62766180895582,0.8492849160432437,2.0,0.48516696372054813,0.49033487489625555,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.8628831807869242
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,55.0,0.1,0.2,spatial_median_of_F_sym_pN,153.930326064;418.565059223;456.465682148,177.950039013;469.953837141;442.896542737,24.0197129485;51.3887779186;-13.5691394108,3,20.613117152134596,24.019712948508925,32.612672799589504,-60.40125322929596,101.62748753356514,1.0947574407429737,2.0,0.38786791266137266,0.6320585031103018,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.7422989363002133
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,60.0,0.1,0.2,spatial_median_of_F_sym_pN,112.070164927;332.639679147;363.144848504,129.818829918;374.139943161;355.31847653,17.7486649914;41.5002640141;-7.82637197354,3,17.14085234397419,17.748664991382157,24.668934545792624,-44.14017826917035,78.42188295711873,1.2034904502944135,2.0,0.3519112147482407,0.6948355354446235,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.740515498286928
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,65.0,0.1,0.2,spatial_median_of_F_sym_pN,83.1200142285;265.851106126;287.966516234,96.1387452719;300.088641453;283.768214192,13.0187310434;34.2375353263;-4.19830204153,3,14.352654776068647,13.018731043429824,19.252607951526898,-33.47347468527091,62.1787842374082,1.2912290822228802,2.0,0.3257333094498087,0.7454914582068534,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.7378856601822198
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,70.0,0.1,0.2,spatial_median_of_F_sym_pN,60.5601266404;212.254333405;229.985826363,73.1363226282;239.375285455;226.768949374,12.5761959878;27.1209520499;-3.21687698852,3,12.160090349723285,12.57619598780218,15.17319431159156,-25.53221384694981,49.852394546396376,1.388098898480361,2.0,0.29951314082083513,0.8014192726994596,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.7378856601822198
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,75.0,0.1,0.2,spatial_median_of_F_sym_pN,45.1238417973;169.894883811;182.677450447,54.4299459805;190.935687413;180.284883905,9.30610418325;21.0408036026;-2.39256654176,3,9.318113748022244,9.306104183253545,11.716689688325713,-19.787756963263192,38.423984459307675,1.3774749414385892,2.0,0.30225916082865445,0.7952855282415335,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.7378856601822198
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,80.0,0.1,0.2,spatial_median_of_F_sym_pN,34.5037898103;136.386643858;145.423456589,42.5390848885;151.28876153;145.57256492,8.03529507818;14.9021176718;0.149108330276,3,7.695507026745095,8.035295078179502,7.382371779959807,-10.643321113787213,26.0343351672774,1.805518545748231,2.0,0.2127488118303828,1.0424166184146029,1.0,3,0.25,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.6559755031436804
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,85.0,0.1,0.2,spatial_median_of_F_sym_pN,27.8483350501;110.655648404;116.807938175,32.2754060491;121.522637882;115.372886866,4.42707099899;10.8669894775;-1.43505130924,3,4.619669722401227,4.427070998990416,6.153281448187185,-10.66592877386482,19.905268218667274,1.3003635118533143,2.0,0.3231444841932105,0.7507652236128782,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.7378856601822198
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,90.0,0.1,0.2,spatial_median_of_F_sym_pN,22.1955833583;89.1870729822;93.6242140545,26.0798110895;97.668443342;92.4596563655,3.88422773128;8.48137035979;-1.16455768906,3,3.733680134003709,3.884227731279392,4.824725941980431,-8.251603527181489,15.718963795188907,1.3403711980893334,2.0,0.31209581060135383,0.7738636720308978,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.7378856601822198
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,95.0,0.1,0.2,spatial_median_of_F_sym_pN,17.4093277194;72.167959593;75.6714497131,20.5724941856;78.5778181363;73.9823472931,3.16316646614;6.40985854332;-1.68910241998,3,2.627974196493477,3.1631664661413588,4.075918944897358,-7.497169764438192,12.753118157425147,1.116750575966452,2.0,0.3802647153365306,0.6447562456519007,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.740515498286928
map1_3_refresh_affected,"1,2,3","1,2,3",linear_drift_corrected,linear_center_aligned,100.0,0.1,0.2,spatial_median_of_F_sym_pN,13.6691293208;59.2191337816;60.9437338958,16.3652780304;63.8072311862;59.7011884427,2.6961487096;4.58809740457;-1.24254545313,3,2.0139002203505805,2.6961487096044507,2.974591784484639,-5.37539540845885,9.403195849160012,1.172657546227206,2.0,0.3616979703888138,0.6770341499815234,0.6666666666666666,3,1.0,block_level_paired_t; n3_low_power,block is the experimental replicate; Test A includes the refresh boundary and Test B has only two blocks for contrasts involving 0.1 um/s,1.0,0.740515498286928
