source,location,location_order,relative_time_min,nominal_speed_um_per_s,point_index,row,column,distance_nm,normalization_valid,normalization_denominator_pN,normalization_threshold_pN,normalized_force
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,35,4,3,100.0,True,1069.0752141333535,50.0,0.10450241045525362
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,36,4,4,100.0,True,886.5896871999769,50.0,0.10316249366672844
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,37,4,5,100.0,True,853.5187476753466,50.0,0.10462925175843533
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,38,4,6,100.0,True,907.3499195399285,50.0,0.10701683640937301
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,39,4,7,100.0,True,1230.9272821531276,50.0,0.09015466345622872
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,40,5,7,100.0,True,1389.0279721918298,50.0,0.08445531078973441
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,41,5,6,100.0,True,1186.6411499148942,50.0,0.08861691556557166
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,42,5,5,100.0,True,1196.0383200775204,50.0,0.09794011354080955
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,43,5,4,100.0,True,1360.6201933111658,50.0,0.0872718920532533
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,44,5,3,100.0,True,1146.8158109583064,50.0,0.08368373088823668
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,45,5,2,100.0,True,1023.6571749016623,50.0,0.10339226548456883
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,46,5,1,100.0,True,1349.8153309753861,50.0,0.08139622773579047
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,47,5,0,100.0,True,1167.7573627152635,50.0,0.0936527851642494
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,48,6,0,100.0,True,847.646067474792,50.0,0.1276945116427603
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,49,6,1,100.0,True,1156.120416195733,50.0,0.09578092563294373
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,50,6,2,100.0,True,1212.1501885316209,50.0,0.0920364805444
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,51,6,3,100.0,True,1036.9918720458036,50.0,0.09298764467909228
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,52,6,4,100.0,True,1377.844383290443,50.0,0.08133965262133655
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,53,6,5,100.0,True,1366.392280681966,50.0,0.08154916386218689
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,54,6,6,100.0,True,739.0842754627004,50.0,0.08392944091952297
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,55,6,7,100.0,True,607.3788184049537,50.0,0.13451650962867734
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,56,7,7,100.0,True,663.0872893646092,50.0,0.11457586002679859
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,57,7,6,100.0,True,664.0662671383794,50.0,0.10332528809973758
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,58,7,5,100.0,True,800.0710749887384,50.0,0.11108025517693805
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,59,7,4,100.0,True,1246.3469582698217,50.0,0.07642120353554004
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,60,7,3,100.0,True,1059.9565905227744,50.0,0.0923576539291612
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,61,7,2,100.0,True,1143.1957992337964,50.0,0.09070959768007118
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,62,7,1,100.0,True,1175.5742993617355,50.0,0.09539599304628066
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,63,7,0,100.0,True,627.0027347412682,50.0,0.11746511493505027
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,0,0,0,200.0,True,528.4223783842534,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,1,0,1,200.0,True,538.0089212132194,54.48045131549324,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,2,0,2,200.0,True,724.7183686116446,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,3,0,3,200.0,True,728.697978062284,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,4,0,4,200.0,True,647.9340424391413,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,5,0,5,200.0,True,707.2521425419052,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,6,0,6,200.0,True,348.0023517150676,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,7,0,7,200.0,True,486.71375177741385,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,8,1,7,200.0,True,664.2780169395627,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,9,1,6,200.0,True,536.4967461888787,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,10,1,5,200.0,True,590.5977239749567,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,11,1,4,200.0,True,498.8715087853465,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,12,1,3,200.0,True,523.8861465632629,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,13,1,2,200.0,True,648.1507824547558,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,14,1,1,200.0,True,850.0047355378924,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,15,1,0,200.0,True,888.0524155006228,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,16,2,0,200.0,True,1017.5734609141125,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,17,2,1,200.0,True,907.796632729409,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,18,2,2,200.0,True,659.4883530133285,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,19,2,3,200.0,True,491.7730650378783,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,20,2,4,200.0,True,483.3110997494544,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,21,2,5,200.0,True,566.4233365149742,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,22,2,6,200.0,True,704.9532887672876,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,23,2,7,200.0,True,725.7070054043872,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,24,3,7,200.0,True,912.0060550044349,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,25,3,6,200.0,True,744.6268707395038,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,26,3,5,200.0,True,638.6969467037553,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,27,3,4,200.0,True,544.1640893729701,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,28,3,3,200.0,True,631.9777206384786,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,29,3,2,200.0,True,860.4862092930688,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,30,3,1,200.0,True,944.7394788687982,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,31,3,0,200.0,True,1259.3214831956113,101.6290424825243,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,32,4,0,200.0,True,1341.5521310591557,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,33,4,1,200.0,True,978.0570971210408,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,34,4,2,200.0,True,1007.4696642803383,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,35,4,3,200.0,True,1069.0752141333535,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,36,4,4,200.0,True,886.5896871999769,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,37,4,5,200.0,True,853.5187476753466,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,38,4,6,200.0,True,907.3499195399285,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,39,4,7,200.0,True,1230.9272821531276,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,40,5,7,200.0,True,1389.0279721918298,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,41,5,6,200.0,True,1186.6411499148942,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,42,5,5,200.0,True,1196.0383200775204,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,43,5,4,200.0,True,1360.6201933111658,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,44,5,3,200.0,True,1146.8158109583064,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,45,5,2,200.0,True,1023.6571749016623,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,46,5,1,200.0,True,1349.8153309753861,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,47,5,0,200.0,True,1167.7573627152635,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,48,6,0,200.0,True,847.646067474792,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,49,6,1,200.0,True,1156.120416195733,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,50,6,2,200.0,True,1212.1501885316209,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,51,6,3,200.0,True,1036.9918720458036,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,52,6,4,200.0,True,1377.844383290443,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,53,6,5,200.0,True,1366.392280681966,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,54,6,6,200.0,True,739.0842754627004,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,55,6,7,200.0,True,607.3788184049537,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,56,7,7,200.0,True,663.0872893646092,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,57,7,6,200.0,True,664.0662671383794,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,58,7,5,200.0,True,800.0710749887384,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,59,7,4,200.0,True,1246.3469582698217,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,60,7,3,200.0,True,1059.9565905227744,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,61,7,2,200.0,True,1143.1957992337964,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,62,7,1,200.0,True,1175.5742993617355,50.0,0.0
10-09-26/map-data-2026.09.10-13.23.02.584.jpk-force-map,A,2,3.7103249999999997,1.0,63,7,0,200.0,True,627.0027347412682,50.0,0.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,0,0,0,20.0,True,562.3846697273117,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,1,0,1,20.0,True,674.9506139524943,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,2,0,2,20.0,True,751.5437577789147,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,3,0,3,20.0,True,577.1856872436338,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,4,0,4,20.0,True,598.011534904526,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,5,0,5,20.0,True,751.9870743346166,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,6,0,6,20.0,True,347.38442321213074,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,7,0,7,20.0,True,462.6728205228445,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,8,1,7,20.0,True,616.3893583777025,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,9,1,6,20.0,True,686.4233598544146,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,10,1,5,20.0,True,577.7933061914915,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,11,1,4,20.0,True,513.9794711680452,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,12,1,3,20.0,True,489.927192283054,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,13,1,2,20.0,True,537.023140037078,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,14,1,1,20.0,True,678.9272657540724,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,15,1,0,20.0,True,897.535755042237,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,16,2,0,20.0,True,897.4654539322864,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,17,2,1,20.0,True,804.7642535782529,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,18,2,2,20.0,True,588.3127821986649,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,19,2,3,20.0,True,487.8127165382834,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,20,2,4,20.0,True,547.9504226317248,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,21,2,5,20.0,True,607.5118246383663,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,22,2,6,20.0,True,469.4868874169814,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,23,2,7,20.0,True,657.2076665952462,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,24,3,7,20.0,True,730.0918535962485,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,25,3,6,20.0,True,879.6655689527183,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,26,3,5,20.0,True,730.1357407042792,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,27,3,4,20.0,True,571.9689555277803,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,28,3,3,20.0,True,630.5489335052491,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,29,3,2,20.0,True,718.5717757297876,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,30,3,1,20.0,True,908.3956866280289,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,31,3,0,20.0,True,1193.6675299117976,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,32,4,0,20.0,True,1155.11543873604,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,33,4,1,20.0,True,903.0152585188232,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,34,4,2,20.0,True,981.4498082212476,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,35,4,3,20.0,True,1002.1480019861311,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,36,4,4,20.0,True,922.1206112292813,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,37,4,5,20.0,True,847.3335637670647,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,38,4,6,20.0,True,1450.3223214315867,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,39,4,7,20.0,True,1044.5614836185473,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,40,5,7,20.0,True,1175.5538765211115,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,41,5,6,20.0,True,1297.2086310792697,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,42,5,5,20.0,True,1250.1990793146908,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,43,5,4,20.0,True,1473.1036754256197,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,44,5,3,20.0,True,1289.4940732310313,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,45,5,2,20.0,True,1139.7561011603357,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,46,5,1,20.0,True,1139.382001745101,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,47,5,0,20.0,True,1073.7865393733014,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,48,6,0,20.0,True,929.7128829269991,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,49,6,1,20.0,True,1057.9388051820622,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,50,6,2,20.0,True,1162.2954060437978,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,51,6,3,20.0,True,1137.248714983954,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,52,6,4,20.0,True,1386.3828020080389,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,53,6,5,20.0,True,758.2641867786871,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,54,6,6,20.0,True,635.0022520188139,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,55,6,7,20.0,True,676.0176340865905,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,56,7,7,20.0,True,545.5700083853653,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,57,7,6,20.0,True,640.2398020194045,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,58,7,5,20.0,True,702.7282648190702,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,59,7,4,20.0,True,1138.8392500093714,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,60,7,3,20.0,True,966.267232286899,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,61,7,2,20.0,True,1101.659732416611,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,62,7,1,20.0,True,1116.6451247504149,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,63,7,0,20.0,True,834.2012094272216,50.0,1.0
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,0,0,0,50.0,True,562.3846697273117,50.0,0.4028986115861577
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,1,0,1,50.0,True,674.9506139524943,50.0,0.4095908896414434
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,2,0,2,50.0,True,751.5437577789147,50.0,0.40480687037280616
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,3,0,3,50.0,True,577.1856872436338,50.0,0.3911159576437101
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,4,0,4,50.0,True,598.011534904526,50.0,0.3890673377636792
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,5,0,5,50.0,True,751.9870743346166,50.0,0.37728170121624005
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,6,0,6,50.0,True,347.38442321213074,50.0,0.5093614496911418
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,7,0,7,50.0,True,462.6728205228445,50.0,0.42211382052914426
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,8,1,7,50.0,True,616.3893583777025,50.0,0.405675758727613
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,9,1,6,50.0,True,686.4233598544146,50.0,0.39327941844326125
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,10,1,5,50.0,True,577.7933061914915,50.0,0.42192277880723383
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,11,1,4,50.0,True,513.9794711680452,50.0,0.4333038824012974
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,12,1,3,50.0,True,489.927192283054,50.0,0.42187392821946784
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,13,1,2,50.0,True,537.023140037078,50.0,0.41564603127495164
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,14,1,1,50.0,True,678.9272657540724,50.0,0.3795029805093551
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,15,1,0,50.0,True,897.535755042237,50.0,0.342924286993588
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,16,2,0,50.0,True,897.4654539322864,50.0,0.3924162297728367
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,A,3,8.748166666666666,4.0,17,2,1,50.0,True,804.7642535782529,50.0,0.372785931873546
