source,location,location_order,block_in_location,instrument_scan_number,map_midpoint_time,relative_time_min,nominal_speed_um_per_s,baseline,distance_nm,force_median_pN,force_q25_pN,force_q75_pN,finite_pixels
10-09-26/map-data-2026.09.10-14.07.52.999.jpk-force-map,A,13,3,17,2026-09-10T14:08:09.402000+02:00,47.76365833333333,4.0,constant,20.0,667.9888702893146,534.3028319666096,874.1792378801546,64
10-09-26/map-data-2026.09.10-14.07.52.999.jpk-force-map,A,13,3,17,2026-09-10T14:08:09.402000+02:00,47.76365833333333,4.0,constant,50.0,257.7557866375621,216.22349017286132,321.1669260527186,64
10-09-26/map-data-2026.09.10-14.07.52.999.jpk-force-map,A,13,3,17,2026-09-10T14:08:09.402000+02:00,47.76365833333333,4.0,constant,100.0,75.5878227147735,57.93937235838678,89.56165724265676,64
10-09-26/map-data-2026.09.10-14.07.52.999.jpk-force-map,A,13,3,17,2026-09-10T14:08:09.402000+02:00,47.76365833333333,4.0,constant,200.0,1.1402266334133324,-5.819124417250236,7.4614982643242715,64
10-09-26/map-data-2026.09.10-14.11.58.250.jpk-force-map,A,14,3,18,2026-09-10T14:12:30.393000+02:00,52.113508333333336,2.0,linear,20.0,701.1973627103912,530.5831267718361,923.3381202845607,64
10-09-26/map-data-2026.09.10-14.11.58.250.jpk-force-map,A,14,3,18,2026-09-10T14:12:30.393000+02:00,52.113508333333336,2.0,linear,50.0,258.4187327785002,208.72188979888062,342.7692552133852,64
10-09-26/map-data-2026.09.10-14.11.58.250.jpk-force-map,A,14,3,18,2026-09-10T14:12:30.393000+02:00,52.113508333333336,2.0,linear,100.0,76.02368164464315,37.24887936536063,120.62421051595388,64
10-09-26/map-data-2026.09.10-14.11.58.250.jpk-force-map,A,14,3,18,2026-09-10T14:12:30.393000+02:00,52.113508333333336,2.0,linear,200.0,9.493620760626914,-26.855910455009266,40.95552911813175,64
10-09-26/map-data-2026.09.10-14.11.58.250.jpk-force-map,A,14,3,18,2026-09-10T14:12:30.393000+02:00,52.113508333333336,2.0,constant,20.0,694.7974102466821,545.3408102154485,940.8217448773319,64
10-09-26/map-data-2026.09.10-14.11.58.250.jpk-force-map,A,14,3,18,2026-09-10T14:12:30.393000+02:00,52.113508333333336,2.0,constant,50.0,260.2707382380851,217.13590345858458,324.6529778823314,64
10-09-26/map-data-2026.09.10-14.11.58.250.jpk-force-map,A,14,3,18,2026-09-10T14:12:30.393000+02:00,52.113508333333336,2.0,constant,100.0,74.66978456209489,59.09902411437886,90.08428969794603,64
10-09-26/map-data-2026.09.10-14.11.58.250.jpk-force-map,A,14,3,18,2026-09-10T14:12:30.393000+02:00,52.113508333333336,2.0,constant,200.0,1.703711088065975,-4.104693654799221,9.138662724197046,64
10-09-26/map-data-2026.09.10-14.16.20.761.jpk-force-map,A,15,3,19,2026-09-10T14:17:24.376500+02:00,57.01323333333333,1.0,linear,20.0,699.8354255226388,519.1591742852963,897.07371086203,64
10-09-26/map-data-2026.09.10-14.16.20.761.jpk-force-map,A,15,3,19,2026-09-10T14:17:24.376500+02:00,57.01323333333333,1.0,linear,50.0,270.6904485499098,208.9765392992106,335.4841602409754,64
10-09-26/map-data-2026.09.10-14.16.20.761.jpk-force-map,A,15,3,19,2026-09-10T14:17:24.376500+02:00,57.01323333333333,1.0,linear,100.0,75.10607028942319,47.7534113499509,100.67106422863748,64
10-09-26/map-data-2026.09.10-14.16.20.761.jpk-force-map,A,15,3,19,2026-09-10T14:17:24.376500+02:00,57.01323333333333,1.0,linear,200.0,-2.4300823106072063,-23.13860211244244,27.735426900538183,64
10-09-26/map-data-2026.09.10-14.16.20.761.jpk-force-map,A,15,3,19,2026-09-10T14:17:24.376500+02:00,57.01323333333333,1.0,constant,20.0,666.6634595659793,496.59285085795307,946.5574628693853,64
10-09-26/map-data-2026.09.10-14.16.20.761.jpk-force-map,A,15,3,19,2026-09-10T14:17:24.376500+02:00,57.01323333333333,1.0,constant,50.0,254.2940115341757,207.83043411998418,322.0858247726261,64
10-09-26/map-data-2026.09.10-14.16.20.761.jpk-force-map,A,15,3,19,2026-09-10T14:17:24.376500+02:00,57.01323333333333,1.0,constant,100.0,72.4136142574911,58.690834628455384,90.82217620818909,64
10-09-26/map-data-2026.09.10-14.16.20.761.jpk-force-map,A,15,3,19,2026-09-10T14:17:24.376500+02:00,57.01323333333333,1.0,constant,200.0,3.0983164053442733,-1.5888814870471992,7.572355536904694,64
10-09-26/map-data-2026.09.10-14.20.24.406.jpk-force-map,A,16,3,20,2026-09-10T14:21:28.022000+02:00,61.073991666666664,1.0,linear,20.0,651.8450635271504,520.1877837103557,866.9515172504913,64
10-09-26/map-data-2026.09.10-14.20.24.406.jpk-force-map,A,16,3,20,2026-09-10T14:21:28.022000+02:00,61.073991666666664,1.0,linear,50.0,259.87154334030606,216.04371727706632,315.352261820054,64
10-09-26/map-data-2026.09.10-14.20.24.406.jpk-force-map,A,16,3,20,2026-09-10T14:21:28.022000+02:00,61.073991666666664,1.0,linear,100.0,77.63037393692784,59.54143192691583,101.4775815791242,64
10-09-26/map-data-2026.09.10-14.20.24.406.jpk-force-map,A,16,3,20,2026-09-10T14:21:28.022000+02:00,61.073991666666664,1.0,linear,200.0,7.225614212107792,-13.261293538022151,28.56538660624108,64
10-09-26/map-data-2026.09.10-14.20.24.406.jpk-force-map,A,16,3,20,2026-09-10T14:21:28.022000+02:00,61.073991666666664,1.0,constant,20.0,637.0483230216446,507.1433551879713,873.6498518429229,64
10-09-26/map-data-2026.09.10-14.20.24.406.jpk-force-map,A,16,3,20,2026-09-10T14:21:28.022000+02:00,61.073991666666664,1.0,constant,50.0,247.88181286881212,207.8140771066521,301.0605335566809,64
10-09-26/map-data-2026.09.10-14.20.24.406.jpk-force-map,A,16,3,20,2026-09-10T14:21:28.022000+02:00,61.073991666666664,1.0,constant,100.0,72.11807801053499,56.23059140686851,89.87176700854299,64
10-09-26/map-data-2026.09.10-14.20.24.406.jpk-force-map,A,16,3,20,2026-09-10T14:21:28.022000+02:00,61.073991666666664,1.0,constant,200.0,4.447211883619074,-0.7177629562905696,9.02754353985215,64
10-09-26/map-data-2026.09.10-14.24.25.397.jpk-force-map,A,17,3,21,2026-09-10T14:24:57.538000+02:00,64.56592500000001,2.0,linear,20.0,644.5386340820971,472.4578080715637,832.4681221102716,64
