source,location,location_order,block_in_location,instrument_scan_number,map_midpoint_time,relative_time_min,nominal_speed_um_per_s,baseline,distance_nm,force_median_pN,force_q25_pN,force_q75_pN,finite_pixels
10-09-26/map-data-2026.09.10-14.24.25.397.jpk-force-map,A,17,3,21,2026-09-10T14:24:57.538000+02:00,64.56592500000001,2.0,linear,50.0,240.47082932469925,191.40105785762702,295.40520431376376,64
10-09-26/map-data-2026.09.10-14.24.25.397.jpk-force-map,A,17,3,21,2026-09-10T14:24:57.538000+02:00,64.56592500000001,2.0,linear,100.0,64.86076102116354,46.16422371235652,78.41232033175896,64
10-09-26/map-data-2026.09.10-14.24.25.397.jpk-force-map,A,17,3,21,2026-09-10T14:24:57.538000+02:00,64.56592500000001,2.0,linear,200.0,-2.88372358745852,-20.72694540095996,17.884595249898616,64
10-09-26/map-data-2026.09.10-14.24.25.397.jpk-force-map,A,17,3,21,2026-09-10T14:24:57.538000+02:00,64.56592500000001,2.0,constant,20.0,637.7320873364247,488.0974933168206,819.6270581320402,64
10-09-26/map-data-2026.09.10-14.24.25.397.jpk-force-map,A,17,3,21,2026-09-10T14:24:57.538000+02:00,64.56592500000001,2.0,constant,50.0,241.70993695591955,198.29714519769752,292.12059326626354,64
10-09-26/map-data-2026.09.10-14.24.25.397.jpk-force-map,A,17,3,21,2026-09-10T14:24:57.538000+02:00,64.56592500000001,2.0,constant,100.0,65.89895820401249,52.439281415018876,84.81866590830077,64
10-09-26/map-data-2026.09.10-14.24.25.397.jpk-force-map,A,17,3,21,2026-09-10T14:24:57.538000+02:00,64.56592500000001,2.0,constant,200.0,6.059715317481745,2.5815956727529654,11.815001859983884,64
10-09-26/map-data-2026.09.10-14.28.22.447.jpk-force-map,A,18,3,22,2026-09-10T14:28:38.847000+02:00,68.25440833333333,4.0,linear,20.0,635.7417517362453,496.50215032740437,770.4620429316204,64
10-09-26/map-data-2026.09.10-14.28.22.447.jpk-force-map,A,18,3,22,2026-09-10T14:28:38.847000+02:00,68.25440833333333,4.0,linear,50.0,249.44254606570928,195.33176009704326,293.97997914853516,64
10-09-26/map-data-2026.09.10-14.28.22.447.jpk-force-map,A,18,3,22,2026-09-10T14:28:38.847000+02:00,68.25440833333333,4.0,linear,100.0,69.83410715782489,45.148355306625064,94.99644053519292,64
10-09-26/map-data-2026.09.10-14.28.22.447.jpk-force-map,A,18,3,22,2026-09-10T14:28:38.847000+02:00,68.25440833333333,4.0,linear,200.0,6.752533915941447,-17.72563638488669,24.402754688838282,64
10-09-26/map-data-2026.09.10-14.28.22.447.jpk-force-map,A,18,3,22,2026-09-10T14:28:38.847000+02:00,68.25440833333333,4.0,constant,20.0,620.8504772123151,498.5957649576838,755.9888786325016,64
10-09-26/map-data-2026.09.10-14.28.22.447.jpk-force-map,A,18,3,22,2026-09-10T14:28:38.847000+02:00,68.25440833333333,4.0,constant,50.0,248.94771892087837,211.11597378542163,292.38140126036245,64
10-09-26/map-data-2026.09.10-14.28.22.447.jpk-force-map,A,18,3,22,2026-09-10T14:28:38.847000+02:00,68.25440833333333,4.0,constant,100.0,70.50276837919085,57.67270876553745,89.49014909478662,64
10-09-26/map-data-2026.09.10-14.28.22.447.jpk-force-map,A,18,3,22,2026-09-10T14:28:38.847000+02:00,68.25440833333333,4.0,constant,200.0,8.329941553480186,1.5110999288032694,14.60014662618998,64
10-09-26/map-data-2026.09.10-14.36.07.898.jpk-force-map,B,1,1,25,2026-09-10T14:36:40.039500+02:00,0.0,2.0,linear,20.0,781.1227019637674,609.3102885046533,1195.2452283870089,64
10-09-26/map-data-2026.09.10-14.36.07.898.jpk-force-map,B,1,1,25,2026-09-10T14:36:40.039500+02:00,0.0,2.0,linear,50.0,317.6087350789594,262.2445211167312,393.83771764439894,64
10-09-26/map-data-2026.09.10-14.36.07.898.jpk-force-map,B,1,1,25,2026-09-10T14:36:40.039500+02:00,0.0,2.0,linear,100.0,89.10464724860188,76.17194075324494,109.69871204498504,64
10-09-26/map-data-2026.09.10-14.36.07.898.jpk-force-map,B,1,1,25,2026-09-10T14:36:40.039500+02:00,0.0,2.0,linear,200.0,-0.1778520297391697,-17.32325481067491,16.838806506030913,64
10-09-26/map-data-2026.09.10-14.36.07.898.jpk-force-map,B,1,1,25,2026-09-10T14:36:40.039500+02:00,0.0,2.0,constant,20.0,771.7471367240643,598.689692482713,1196.6463001708748,64
10-09-26/map-data-2026.09.10-14.36.07.898.jpk-force-map,B,1,1,25,2026-09-10T14:36:40.039500+02:00,0.0,2.0,constant,50.0,312.15599520196724,259.2295953198107,414.658581802846,64
10-09-26/map-data-2026.09.10-14.36.07.898.jpk-force-map,B,1,1,25,2026-09-10T14:36:40.039500+02:00,0.0,2.0,constant,100.0,102.00298367293382,86.4137833897554,126.91980978284508,64
10-09-26/map-data-2026.09.10-14.36.07.898.jpk-force-map,B,1,1,25,2026-09-10T14:36:40.039500+02:00,0.0,2.0,constant,200.0,9.737854482825568,6.509779505852807,15.165165135465337,64
10-09-26/map-data-2026.09.10-14.37.27.040.jpk-force-map,B,2,1,26,2026-09-10T14:38:30.654000+02:00,1.8435750000000002,1.0,linear,20.0,856.4660581612349,608.0087111214931,1195.8626633872914,64
10-09-26/map-data-2026.09.10-14.37.27.040.jpk-force-map,B,2,1,26,2026-09-10T14:38:30.654000+02:00,1.8435750000000002,1.0,linear,50.0,315.79369341630206,260.7022602903245,402.0838882313997,64
10-09-26/map-data-2026.09.10-14.37.27.040.jpk-force-map,B,2,1,26,2026-09-10T14:38:30.654000+02:00,1.8435750000000002,1.0,linear,100.0,92.94696059206908,72.72847337875153,123.56595094758256,64
10-09-26/map-data-2026.09.10-14.37.27.040.jpk-force-map,B,2,1,26,2026-09-10T14:38:30.654000+02:00,1.8435750000000002,1.0,linear,200.0,5.907664095074095,-16.885589078325808,24.95787296687158,64
10-09-26/map-data-2026.09.10-14.37.27.040.jpk-force-map,B,2,1,26,2026-09-10T14:38:30.654000+02:00,1.8435750000000002,1.0,constant,20.0,877.9858322942971,606.9873253491687,1259.8655518021233,64
10-09-26/map-data-2026.09.10-14.37.27.040.jpk-force-map,B,2,1,26,2026-09-10T14:38:30.654000+02:00,1.8435750000000002,1.0,constant,50.0,342.5941208722229,262.53305099718216,440.02371355070005,64
10-09-26/map-data-2026.09.10-14.37.27.040.jpk-force-map,B,2,1,26,2026-09-10T14:38:30.654000+02:00,1.8435750000000002,1.0,constant,100.0,109.66117143686198,82.59274641256708,131.40882777297028,64
10-09-26/map-data-2026.09.10-14.37.27.040.jpk-force-map,B,2,1,26,2026-09-10T14:38:30.654000+02:00,1.8435750000000002,1.0,constant,200.0,12.04333903120465,6.730745731684102,16.487121117899235,64
10-09-26/map-data-2026.09.10-14.40.34.815.jpk-force-map,B,3,1,27,2026-09-10T14:40:51.219500+02:00,4.186333333333334,4.0,linear,20.0,731.1253822784311,578.5975001650636,1086.982565333081,64
10-09-26/map-data-2026.09.10-14.40.34.815.jpk-force-map,B,3,1,27,2026-09-10T14:40:51.219500+02:00,4.186333333333334,4.0,linear,50.0,295.07364949495695,252.1650487618319,380.80075230795256,64
10-09-26/map-data-2026.09.10-14.40.34.815.jpk-force-map,B,3,1,27,2026-09-10T14:40:51.219500+02:00,4.186333333333334,4.0,linear,100.0,89.15434936654003,58.838536167192,107.85425242424064,64
10-09-26/map-data-2026.09.10-14.40.34.815.jpk-force-map,B,3,1,27,2026-09-10T14:40:51.219500+02:00,4.186333333333334,4.0,linear,200.0,-2.75055323284176,-21.548494184570878,19.090188905165437,64
10-09-26/map-data-2026.09.10-14.40.34.815.jpk-force-map,B,3,1,27,2026-09-10T14:40:51.219500+02:00,4.186333333333334,4.0,constant,20.0,738.8686793623641,572.7092364586963,1111.4396431625366,64
10-09-26/map-data-2026.09.10-14.40.34.815.jpk-force-map,B,3,1,27,2026-09-10T14:40:51.219500+02:00,4.186333333333334,4.0,constant,50.0,320.999371118986,257.43344808664426,422.24988852675415,64
10-09-26/map-data-2026.09.10-14.40.34.815.jpk-force-map,B,3,1,27,2026-09-10T14:40:51.219500+02:00,4.186333333333334,4.0,constant,100.0,104.42952134474916,87.66434347222072,127.9410224629919,64
10-09-26/map-data-2026.09.10-14.40.34.815.jpk-force-map,B,3,1,27,2026-09-10T14:40:51.219500+02:00,4.186333333333334,4.0,constant,200.0,16.03361466061523,10.981274351693006,22.153120692475255,64
10-09-26/map-data-2026.09.10-14.41.13.754.jpk-force-map,B,4,1,28,2026-09-10T14:41:30.159000+02:00,4.835325,4.0,linear,20.0,749.3292171936185,575.0667233999204,1052.2170347973993,63
10-09-26/map-data-2026.09.10-14.41.13.754.jpk-force-map,B,4,1,28,2026-09-10T14:41:30.159000+02:00,4.835325,4.0,linear,50.0,304.9537448289071,245.8112803087473,378.6190125829729,64
10-09-26/map-data-2026.09.10-14.41.13.754.jpk-force-map,B,4,1,28,2026-09-10T14:41:30.159000+02:00,4.835325,4.0,linear,100.0,92.9933043061574,72.69909289213683,111.96914749410978,64
10-09-26/map-data-2026.09.10-14.41.13.754.jpk-force-map,B,4,1,28,2026-09-10T14:41:30.159000+02:00,4.835325,4.0,linear,200.0,-3.287410272229708,-16.145307688701035,21.294820871229554,64
10-09-26/map-data-2026.09.10-14.41.13.754.jpk-force-map,B,4,1,28,2026-09-10T14:41:30.159000+02:00,4.835325,4.0,constant,20.0,770.4904341871114,589.9970218425366,1090.6765318594607,63
10-09-26/map-data-2026.09.10-14.41.13.754.jpk-force-map,B,4,1,28,2026-09-10T14:41:30.159000+02:00,4.835325,4.0,constant,50.0,321.0433099355814,264.860249278086,399.46125764422015,64
10-09-26/map-data-2026.09.10-14.41.13.754.jpk-force-map,B,4,1,28,2026-09-10T14:41:30.159000+02:00,4.835325,4.0,constant,100.0,103.67242173573875,85.46974737639442,127.62991493800232,64
10-09-26/map-data-2026.09.10-14.41.13.754.jpk-force-map,B,4,1,28,2026-09-10T14:41:30.159000+02:00,4.835325,4.0,constant,200.0,14.000406100051874,9.272487164179768,22.500484288950524,64
10-09-26/map-data-2026.09.10-14.42.02.531.jpk-force-map,B,5,1,29,2026-09-10T14:43:20.934000+02:00,6.681575,1.0,linear,20.0,684.0458023345561,557.3274952284603,946.1079745860999,58
10-09-26/map-data-2026.09.10-14.42.02.531.jpk-force-map,B,5,1,29,2026-09-10T14:43:20.934000+02:00,6.681575,1.0,linear,50.0,286.8272317513372,249.51938821422186,390.9155408384974,64
10-09-26/map-data-2026.09.10-14.42.02.531.jpk-force-map,B,5,1,29,2026-09-10T14:43:20.934000+02:00,6.681575,1.0,linear,100.0,95.17263619233253,58.318827545299044,112.64761027837206,64
10-09-26/map-data-2026.09.10-14.42.02.531.jpk-force-map,B,5,1,29,2026-09-10T14:43:20.934000+02:00,6.681575,1.0,linear,200.0,2.8251919839469277,-23.939566624965913,21.595608585535153,64
10-09-26/map-data-2026.09.10-14.42.02.531.jpk-force-map,B,5,1,29,2026-09-10T14:43:20.934000+02:00,6.681575,1.0,constant,20.0,722.2733762134849,559.6321940505445,1009.0461178678474,58
10-09-26/map-data-2026.09.10-14.42.02.531.jpk-force-map,B,5,1,29,2026-09-10T14:43:20.934000+02:00,6.681575,1.0,constant,50.0,306.1005827206271,245.49153126848148,418.9503802338427,64
10-09-26/map-data-2026.09.10-14.42.02.531.jpk-force-map,B,5,1,29,2026-09-10T14:43:20.934000+02:00,6.681575,1.0,constant,100.0,97.89954968900736,78.78728694940493,119.48831912360913,64
10-09-26/map-data-2026.09.10-14.42.02.531.jpk-force-map,B,5,1,29,2026-09-10T14:43:20.934000+02:00,6.681575,1.0,constant,200.0,11.809115081262572,6.369712835466174,16.855188215807217,64
10-09-26/map-data-2026.09.10-14.45.27.242.jpk-force-map,B,6,1,30,2026-09-10T14:45:59.390000+02:00,9.322508333333333,2.0,linear,20.0,729.5298729718568,584.051439104698,1114.1468362521491,63
10-09-26/map-data-2026.09.10-14.45.27.242.jpk-force-map,B,6,1,30,2026-09-10T14:45:59.390000+02:00,9.322508333333333,2.0,linear,50.0,312.07983300085004,240.33006457110173,400.37997022508574,64
10-09-26/map-data-2026.09.10-14.45.27.242.jpk-force-map,B,6,1,30,2026-09-10T14:45:59.390000+02:00,9.322508333333333,2.0,linear,100.0,86.19816424956278,68.23279511264121,115.75031943289625,64
10-09-26/map-data-2026.09.10-14.45.27.242.jpk-force-map,B,6,1,30,2026-09-10T14:45:59.390000+02:00,9.322508333333333,2.0,linear,200.0,-1.3745867544645383,-19.718028309921444,19.86121567934323,64
10-09-26/map-data-2026.09.10-14.45.27.242.jpk-force-map,B,6,1,30,2026-09-10T14:45:59.390000+02:00,9.322508333333333,2.0,constant,20.0,739.9016094760037,576.1544238169563,1138.1796931933272,63
10-09-26/map-data-2026.09.10-14.45.27.242.jpk-force-map,B,6,1,30,2026-09-10T14:45:59.390000+02:00,9.322508333333333,2.0,constant,50.0,301.7979336593602,252.5819005616446,404.4055156980743,64
10-09-26/map-data-2026.09.10-14.45.27.242.jpk-force-map,B,6,1,30,2026-09-10T14:45:59.390000+02:00,9.322508333333333,2.0,constant,100.0,102.61498416407615,83.1473882271473,123.29811883887471,64
10-09-26/map-data-2026.09.10-14.45.27.242.jpk-force-map,B,6,1,30,2026-09-10T14:45:59.390000+02:00,9.322508333333333,2.0,constant,200.0,14.781526759522677,9.292928753847765,19.08647690272675,64
10-09-26/map-data-2026.09.10-14.46.50.440.jpk-force-map,B,7,2,31,2026-09-10T14:48:08.788500+02:00,11.47915,1.0,linear,20.0,705.3925673150804,584.4200037219972,980.8376233602816,59
10-09-26/map-data-2026.09.10-14.46.50.440.jpk-force-map,B,7,2,31,2026-09-10T14:48:08.788500+02:00,11.47915,1.0,linear,50.0,317.74447548423854,240.48343809243156,392.2559933486806,64
10-09-26/map-data-2026.09.10-14.46.50.440.jpk-force-map,B,7,2,31,2026-09-10T14:48:08.788500+02:00,11.47915,1.0,linear,100.0,89.76232023185958,55.41918622701204,112.03600885618741,64
10-09-26/map-data-2026.09.10-14.46.50.440.jpk-force-map,B,7,2,31,2026-09-10T14:48:08.788500+02:00,11.47915,1.0,linear,200.0,0.5331927360133599,-24.973705408681255,21.826033112182145,64
10-09-26/map-data-2026.09.10-14.46.50.440.jpk-force-map,B,7,2,31,2026-09-10T14:48:08.788500+02:00,11.47915,1.0,constant,20.0,725.2349996214195,590.3699343081,996.1123287232247,59
10-09-26/map-data-2026.09.10-14.46.50.440.jpk-force-map,B,7,2,31,2026-09-10T14:48:08.788500+02:00,11.47915,1.0,constant,50.0,304.1723883058846,257.29147320197137,423.4623653913714,64
10-09-26/map-data-2026.09.10-14.46.50.440.jpk-force-map,B,7,2,31,2026-09-10T14:48:08.788500+02:00,11.47915,1.0,constant,100.0,97.27477788131934,82.2414104876552,121.08969130745366,64
10-09-26/map-data-2026.09.10-14.46.50.440.jpk-force-map,B,7,2,31,2026-09-10T14:48:08.788500+02:00,11.47915,1.0,constant,200.0,12.724334564468771,7.454108610950875,17.704112842468998,64
10-09-26/map-data-2026.09.10-14.49.39.113.jpk-force-map,B,8,2,32,2026-09-10T14:49:59.198000+02:00,13.319308333333334,4.0,linear,20.0,689.0189918282424,555.6767905974594,964.1538440126524,62
10-09-26/map-data-2026.09.10-14.49.39.113.jpk-force-map,B,8,2,32,2026-09-10T14:49:59.198000+02:00,13.319308333333334,4.0,linear,50.0,264.979009015261,222.0017997863173,349.959383301881,64
10-09-26/map-data-2026.09.10-14.49.39.113.jpk-force-map,B,8,2,32,2026-09-10T14:49:59.198000+02:00,13.319308333333334,4.0,linear,100.0,68.34017498420596,47.70022147735705,97.09463998109614,64
10-09-26/map-data-2026.09.10-14.49.39.113.jpk-force-map,B,8,2,32,2026-09-10T14:49:59.198000+02:00,13.319308333333334,4.0,linear,200.0,-13.078589161908592,-29.035648777808646,7.7611776961882875,64
10-09-26/map-data-2026.09.10-14.49.39.113.jpk-force-map,B,8,2,32,2026-09-10T14:49:59.198000+02:00,13.319308333333334,4.0,constant,20.0,712.9796741963326,566.3542280980404,1027.677672742561,62
10-09-26/map-data-2026.09.10-14.49.39.113.jpk-force-map,B,8,2,32,2026-09-10T14:49:59.198000+02:00,13.319308333333334,4.0,constant,50.0,283.63457724475523,238.3439155466593,378.0309822434772,64
10-09-26/map-data-2026.09.10-14.49.39.113.jpk-force-map,B,8,2,32,2026-09-10T14:49:59.198000+02:00,13.319308333333334,4.0,constant,100.0,93.84056587321489,72.17787496090823,119.55023007608358,64
10-09-26/map-data-2026.09.10-14.49.39.113.jpk-force-map,B,8,2,32,2026-09-10T14:49:59.198000+02:00,13.319308333333334,4.0,constant,200.0,9.482453095877382,0.6880920948996712,16.199155368155793,64
10-09-26/map-data-2026.09.10-14.50.31.350.jpk-force-map,B,9,2,33,2026-09-10T14:51:03.500500+02:00,14.391016666666667,2.0,linear,20.0,679.7754948098105,536.7086001203984,924.4790968163783,61
10-09-26/map-data-2026.09.10-14.50.31.350.jpk-force-map,B,9,2,33,2026-09-10T14:51:03.500500+02:00,14.391016666666667,2.0,linear,50.0,276.150495458156,227.41241064819928,353.7497516586077,64
10-09-26/map-data-2026.09.10-14.50.31.350.jpk-force-map,B,9,2,33,2026-09-10T14:51:03.500500+02:00,14.391016666666667,2.0,linear,100.0,80.93428613748596,57.806339523973804,106.2196394847733,64
10-09-26/map-data-2026.09.10-14.50.31.350.jpk-force-map,B,9,2,33,2026-09-10T14:51:03.500500+02:00,14.391016666666667,2.0,linear,200.0,1.6135308500263843,-15.119853170090508,20.457312357510506,64
10-09-26/map-data-2026.09.10-14.50.31.350.jpk-force-map,B,9,2,33,2026-09-10T14:51:03.500500+02:00,14.391016666666667,2.0,constant,20.0,666.1232603144442,554.1790539090707,928.2253729181027,61
10-09-26/map-data-2026.09.10-14.50.31.350.jpk-force-map,B,9,2,33,2026-09-10T14:51:03.500500+02:00,14.391016666666667,2.0,constant,50.0,289.4297117915205,244.8174514530146,377.261628905454,64
10-09-26/map-data-2026.09.10-14.50.31.350.jpk-force-map,B,9,2,33,2026-09-10T14:51:03.500500+02:00,14.391016666666667,2.0,constant,100.0,91.75473799184175,80.18752336963729,115.51478090318665,64
10-09-26/map-data-2026.09.10-14.50.31.350.jpk-force-map,B,9,2,33,2026-09-10T14:51:03.500500+02:00,14.391016666666667,2.0,constant,200.0,13.64078877456711,8.182073654092019,17.136051167920133,64
10-09-26/map-data-2026.09.10-14.51.43.587.jpk-force-map,B,10,2,34,2026-09-10T14:52:23.078500+02:00,15.717316666666667,2.0,linear,20.0,616.5550694963973,546.7941327265971,830.9070178147483,59
10-09-26/map-data-2026.09.10-14.51.43.587.jpk-force-map,B,10,2,34,2026-09-10T14:52:23.078500+02:00,15.717316666666667,2.0,linear,50.0,283.66798383656095,219.22741653565464,356.802394216466,64
10-09-26/map-data-2026.09.10-14.51.43.587.jpk-force-map,B,10,2,34,2026-09-10T14:52:23.078500+02:00,15.717316666666667,2.0,linear,100.0,82.34687333348359,42.39040459227337,100.82928789146484,64
10-09-26/map-data-2026.09.10-14.51.43.587.jpk-force-map,B,10,2,34,2026-09-10T14:52:23.078500+02:00,15.717316666666667,2.0,linear,200.0,-10.381352894058,-29.583654393395143,14.672418448394444,64
10-09-26/map-data-2026.09.10-14.51.43.587.jpk-force-map,B,10,2,34,2026-09-10T14:52:23.078500+02:00,15.717316666666667,2.0,constant,20.0,642.5606801660108,528.4924067615589,838.8864591596845,59
10-09-26/map-data-2026.09.10-14.51.43.587.jpk-force-map,B,10,2,34,2026-09-10T14:52:23.078500+02:00,15.717316666666667,2.0,constant,50.0,297.46541418488243,242.97840057832767,393.3664960381701,64
10-09-26/map-data-2026.09.10-14.51.43.587.jpk-force-map,B,10,2,34,2026-09-10T14:52:23.078500+02:00,15.717316666666667,2.0,constant,100.0,89.19077147527614,74.1711856292537,116.74821694500642,64
10-09-26/map-data-2026.09.10-14.51.43.587.jpk-force-map,B,10,2,34,2026-09-10T14:52:23.078500+02:00,15.717316666666667,2.0,constant,200.0,9.430332654622134,4.5013714950475325,16.900542603132106,64
10-09-26/map-data-2026.09.10-14.53.46.414.jpk-force-map,B,11,2,35,2026-09-10T14:54:02.822000+02:00,17.379708333333333,4.0,linear,20.0,660.5620346921146,530.080682721655,823.0537110022558,64
10-09-26/map-data-2026.09.10-14.53.46.414.jpk-force-map,B,11,2,35,2026-09-10T14:54:02.822000+02:00,17.379708333333333,4.0,linear,50.0,273.1779232372944,231.34332033721464,317.3638781602235,64
10-09-26/map-data-2026.09.10-14.53.46.414.jpk-force-map,B,11,2,35,2026-09-10T14:54:02.822000+02:00,17.379708333333333,4.0,linear,100.0,73.0248218216887,51.84486909904542,90.30767314733032,64
10-09-26/map-data-2026.09.10-14.53.46.414.jpk-force-map,B,11,2,35,2026-09-10T14:54:02.822000+02:00,17.379708333333333,4.0,linear,200.0,0.0682055358849104,-31.07949593695592,18.97453443715125,64
10-09-26/map-data-2026.09.10-14.53.46.414.jpk-force-map,B,11,2,35,2026-09-10T14:54:02.822000+02:00,17.379708333333333,4.0,constant,20.0,679.6894541239121,536.7186374920507,823.5609042480615,64
10-09-26/map-data-2026.09.10-14.53.46.414.jpk-force-map,B,11,2,35,2026-09-10T14:54:02.822000+02:00,17.379708333333333,4.0,constant,50.0,288.67873592901447,240.06296094497267,328.8322914462095,64
10-09-26/map-data-2026.09.10-14.53.46.414.jpk-force-map,B,11,2,35,2026-09-10T14:54:02.822000+02:00,17.379708333333333,4.0,constant,100.0,92.63800423970528,78.80667465601782,107.84661554820579,64
10-09-26/map-data-2026.09.10-14.53.46.414.jpk-force-map,B,11,2,35,2026-09-10T14:54:02.822000+02:00,17.379708333333333,4.0,constant,200.0,14.476536745044786,10.538387792886668,19.3654004605803,64
10-09-26/map-data-2026.09.10-14.55.41.274.jpk-force-map,B,12,2,36,2026-09-10T14:56:24.694000+02:00,19.744241666666667,1.0,linear,20.0,711.9397301188603,552.4728320333852,813.3989643551266,44
10-09-26/map-data-2026.09.10-14.55.41.274.jpk-force-map,B,12,2,36,2026-09-10T14:56:24.694000+02:00,19.744241666666667,1.0,linear,50.0,274.38132094023047,226.5505261877403,324.2848067736086,44
10-09-26/map-data-2026.09.10-14.55.41.274.jpk-force-map,B,12,2,36,2026-09-10T14:56:24.694000+02:00,19.744241666666667,1.0,linear,100.0,76.87687631429503,49.67145030437206,97.63381648254762,44
10-09-26/map-data-2026.09.10-14.55.41.274.jpk-force-map,B,12,2,36,2026-09-10T14:56:24.694000+02:00,19.744241666666667,1.0,linear,200.0,-5.365173314543885,-21.975927840794636,20.63160805741864,44
10-09-26/map-data-2026.09.10-14.55.41.274.jpk-force-map,B,12,2,36,2026-09-10T14:56:24.694000+02:00,19.744241666666667,1.0,constant,20.0,700.3557266698326,543.0299627118795,832.1943079973861,44
10-09-26/map-data-2026.09.10-14.55.41.274.jpk-force-map,B,12,2,36,2026-09-10T14:56:24.694000+02:00,19.744241666666667,1.0,constant,50.0,281.4511934668748,223.57962507567674,314.4864050199915,44
10-09-26/map-data-2026.09.10-14.55.41.274.jpk-force-map,B,12,2,36,2026-09-10T14:56:24.694000+02:00,19.744241666666667,1.0,constant,100.0,84.90934973897163,76.03813010692534,99.95457799399857,44
10-09-26/map-data-2026.09.10-14.55.41.274.jpk-force-map,B,12,2,36,2026-09-10T14:56:24.694000+02:00,19.744241666666667,1.0,constant,200.0,10.741425534794331,4.726266397354362,13.718058981270548,44
10-09-26/map-data-2026.09.10-14.57.27.274.jpk-force-map,B,13,3,37,2026-09-10T14:57:43.678500+02:00,21.06065,4.0,linear,20.0,737.5317624755322,528.4007183719677,896.2161264626868,64
10-09-26/map-data-2026.09.10-14.57.27.274.jpk-force-map,B,13,3,37,2026-09-10T14:57:43.678500+02:00,21.06065,4.0,linear,50.0,273.5691493782006,225.72284382829133,338.6485490845582,64
10-09-26/map-data-2026.09.10-14.57.27.274.jpk-force-map,B,13,3,37,2026-09-10T14:57:43.678500+02:00,21.06065,4.0,linear,100.0,74.66023960595876,57.027305856717,95.68820961898618,64
10-09-26/map-data-2026.09.10-14.57.27.274.jpk-force-map,B,13,3,37,2026-09-10T14:57:43.678500+02:00,21.06065,4.0,linear,200.0,-2.0112587067915424,-16.97123691163543,18.171429062716914,64
10-09-26/map-data-2026.09.10-14.57.27.274.jpk-force-map,B,13,3,37,2026-09-10T14:57:43.678500+02:00,21.06065,4.0,constant,20.0,746.8124257821933,543.957941039643,913.0510283988701,64
10-09-26/map-data-2026.09.10-14.57.27.274.jpk-force-map,B,13,3,37,2026-09-10T14:57:43.678500+02:00,21.06065,4.0,constant,50.0,291.9737730139365,224.15805720892604,351.335326256871,64
10-09-26/map-data-2026.09.10-14.57.27.274.jpk-force-map,B,13,3,37,2026-09-10T14:57:43.678500+02:00,21.06065,4.0,constant,100.0,90.64570380245632,75.53312680782466,112.36766160560909,64
10-09-26/map-data-2026.09.10-14.57.27.274.jpk-force-map,B,13,3,37,2026-09-10T14:57:43.678500+02:00,21.06065,4.0,constant,200.0,15.898767517548787,10.465831997958151,22.448912615200875,64
10-09-26/map-data-2026.09.10-14.58.43.168.jpk-force-map,B,14,3,38,2026-09-10T14:59:22.631500+02:00,22.709866666666667,2.0,linear,20.0,665.284160432867,538.6099336217022,831.2066067582824,61
10-09-26/map-data-2026.09.10-14.58.43.168.jpk-force-map,B,14,3,38,2026-09-10T14:59:22.631500+02:00,22.709866666666667,2.0,linear,50.0,252.9921482393542,225.02651195773538,330.4802902672929,64
10-09-26/map-data-2026.09.10-14.58.43.168.jpk-force-map,B,14,3,38,2026-09-10T14:59:22.631500+02:00,22.709866666666667,2.0,linear,100.0,70.44972520596232,56.394060652651014,93.11845081215579,64
10-09-26/map-data-2026.09.10-14.58.43.168.jpk-force-map,B,14,3,38,2026-09-10T14:59:22.631500+02:00,22.709866666666667,2.0,linear,200.0,-4.898543982151363,-20.27900139341985,14.093919776961743,64
10-09-26/map-data-2026.09.10-14.58.43.168.jpk-force-map,B,14,3,38,2026-09-10T14:59:22.631500+02:00,22.709866666666667,2.0,constant,20.0,682.7188129030999,539.007777499088,848.7592231455158,61
10-09-26/map-data-2026.09.10-14.58.43.168.jpk-force-map,B,14,3,38,2026-09-10T14:59:22.631500+02:00,22.709866666666667,2.0,constant,50.0,283.6974235963938,229.28216757748262,341.55249778237754,64
10-09-26/map-data-2026.09.10-14.58.43.168.jpk-force-map,B,14,3,38,2026-09-10T14:59:22.631500+02:00,22.709866666666667,2.0,constant,100.0,88.09294960383504,74.39624266741241,102.17946231466082,64
10-09-26/map-data-2026.09.10-14.58.43.168.jpk-force-map,B,14,3,38,2026-09-10T14:59:22.631500+02:00,22.709866666666667,2.0,constant,200.0,11.728159401864396,7.326376737507643,16.374336923046403,64
10-09-26/map-data-2026.09.10-15.00.33.596.jpk-force-map,B,15,3,39,2026-09-10T15:01:51.862000+02:00,25.197041666666667,1.0,linear,20.0,616.9732581980278,511.4459843567482,816.7818484418543,60
10-09-26/map-data-2026.09.10-15.00.33.596.jpk-force-map,B,15,3,39,2026-09-10T15:01:51.862000+02:00,25.197041666666667,1.0,linear,50.0,254.38677140111866,226.01792252064814,316.7952786312143,64
10-09-26/map-data-2026.09.10-15.00.33.596.jpk-force-map,B,15,3,39,2026-09-10T15:01:51.862000+02:00,25.197041666666667,1.0,linear,100.0,77.15439627995767,49.719291111898286,99.87125820262763,64
10-09-26/map-data-2026.09.10-15.00.33.596.jpk-force-map,B,15,3,39,2026-09-10T15:01:51.862000+02:00,25.197041666666667,1.0,linear,200.0,0.5686875029520646,-28.289570916846927,16.327071062170866,64
10-09-26/map-data-2026.09.10-15.00.33.596.jpk-force-map,B,15,3,39,2026-09-10T15:01:51.862000+02:00,25.197041666666667,1.0,constant,20.0,632.6848730149031,506.0165359425334,835.288146958748,60
