source,location,location_order,block_in_location,instrument_scan_number,map_midpoint_time,relative_time_min,nominal_speed_um_per_s,baseline,distance_nm,point_index,row,column,force_pN
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,100.0,59,7,4,84.56895338355513
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,100.0,60,7,3,87.70226517964588
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,100.0,61,7,2,80.04767905232522
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,100.0,62,7,1,62.899236746027846
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,100.0,63,7,0,123.58994764961177
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,0,0,0,21.879606936104555
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,1,0,1,29.094960413342942
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,2,0,2,-13.410879676802688
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,3,0,3,-6.1656092038296935
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,4,0,4,-27.99216933141083
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,5,0,5,10.33557874037557
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,6,0,6,-7.235314256495745
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,7,0,7,0.7220697298479877
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,8,1,7,-6.436854030871322
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,9,1,6,61.02900175699121
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,10,1,5,33.03874088774434
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,11,1,4,3.7947139360626188
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,12,1,3,-12.7765224617545
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,13,1,2,51.787261471812876
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,14,1,1,-4.571621961728199
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,15,1,0,51.97058151651229
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,16,2,0,33.2522355549167
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,17,2,1,-18.165236817559915
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,18,2,2,6.543092662583036
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,19,2,3,1.6652493791455687
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,20,2,4,11.008098283724863
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,21,2,5,-10.429308654712349
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,22,2,6,-7.667584732855363
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,23,2,7,49.65994827373472
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,24,3,7,-0.9565074311663225
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,25,3,6,-26.258037010057166
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,26,3,5,2.7256695562699895
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,27,3,4,44.84315625737227
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,28,3,3,17.995546401886763
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,29,3,2,6.0381067716057775
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,30,3,1,20.757068707513646
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,31,3,0,-0.35464858954987377
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,32,4,0,30.32739092037191
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,33,4,1,13.13896905683257
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,34,4,2,-13.783866895860168
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,35,4,3,33.696901832802325
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,36,4,4,3.0446766494161657
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,37,4,5,-3.434210649734279
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,38,4,6,-16.289151291369254
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,39,4,7,-36.63775011536533
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,40,5,7,-12.031537053181287
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,41,5,6,17.116473432855464
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,42,5,5,25.704897086183884
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,43,5,4,19.39100804335765
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,44,5,3,-69.84257846265625
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,45,5,2,-35.722794062123775
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,46,5,1,-10.67095567791552
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,47,5,0,19.217228209056785
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,48,6,0,2.493771334946867
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,49,6,1,-8.242038678162851
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,50,6,2,-31.77571479385428
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,51,6,3,-10.797852328006059
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,52,6,4,27.564416831797384
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,53,6,5,11.616163822651597
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,54,6,6,5.555775254339088
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,55,6,7,24.086105326284763
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,56,7,7,28.739550834267195
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,57,7,6,11.434767835238734
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,58,7,5,41.92272599496519
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,59,7,4,1.3923438243442503
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,60,7,3,-29.46379474086595
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,61,7,2,-15.262109669155398
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,62,7,1,-33.3187664527734
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,linear,200.0,63,7,0,29.491761156637157
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,0,0,0,468.05136547073664
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,1,0,1,824.6265234443842
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,2,0,2,837.0382226652332
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,3,0,3,725.9236529558175
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,4,0,4,379.6125676170686
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,5,0,5,386.61736035897894
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,6,0,6,406.30970777034344
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,7,0,7,387.4919461026267
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,8,1,7,585.1408160297154
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,9,1,6,632.1576695757153
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,10,1,5,508.6151122280593
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,11,1,4,619.7235457189776
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,12,1,3,501.5019877913035
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,13,1,2,515.8671746202116
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,14,1,1,648.8176025706321
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,15,1,0,789.6188232082466
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,16,2,0,766.6876998535051
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,17,2,1,542.5459560059505
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,18,2,2,479.14093410130783
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,19,2,3,463.7438398618434
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,20,2,4,554.2035987830578
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,21,2,5,530.5838220939195
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,22,2,6,809.6360659282362
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,23,2,7,555.981356068716
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,24,3,7,587.7318966499631
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,25,3,6,594.3055327385464
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,26,3,5,707.7086625075191
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,27,3,4,588.684108051994
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,28,3,3,491.1848094280315
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,29,3,2,483.98794805837343
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,30,3,1,631.0767223051386
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,31,3,0,1054.2445679166433
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,32,4,0,1205.8880875345878
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,33,4,1,843.058077506463
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,34,4,2,626.9387908001487
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,35,4,3,658.0701719686745
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,36,4,4,657.2895751327353
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,37,4,5,779.6531054897746
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,38,4,6,1141.0077790170228
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,39,4,7,709.427202790285
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,40,5,7,649.0423976970296
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,41,5,6,1342.3429946780952
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,42,5,5,1298.3769891480115
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,43,5,4,1306.5138144266841
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,44,5,3,1326.6311822728787
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,45,5,2,1306.2992712750925
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,46,5,1,838.713784474543
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,47,5,0,903.7208083984664
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,48,6,0,1118.6692247948488
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,49,6,1,1260.9498478016953
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,50,6,2,1121.5300246452055
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,51,6,3,1243.1476801831661
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,52,6,4,1228.2859585355645
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,53,6,5,762.8113059539612
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,54,6,6,649.6738046027666
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,55,6,7,710.8719080866341
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,56,7,7,534.6910725064249
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,57,7,6,635.0858929976047
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,58,7,5,642.7915865669278
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,59,7,4,726.0809995667048
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,60,7,3,1288.505260337248
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,61,7,2,1195.6629025608129
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,62,7,1,1067.6799929233862
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,20.0,63,7,0,1060.669063962979
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,50.0,0,0,0,179.42781809222632
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,50.0,1,0,1,303.6855691664773
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,50.0,2,0,2,295.85318513477364
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,50.0,3,0,3,277.1784272908068
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,50.0,4,0,4,162.82301128787057
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,50.0,5,0,5,169.7829048700482
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,50.0,6,0,6,176.32383940395883
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,50.0,7,0,7,171.00076963383404
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,50.0,8,1,7,224.920220445396
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,50.0,9,1,6,254.65391571540485
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,50.0,10,1,5,219.18846854578769
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,50.0,11,1,4,226.55906471963544
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,50.0,12,1,3,212.19998916524708
10-09-26/map-data-2026.09.10-13.59.46.152.jpk-force-map,A,11,2,15,2026-09-10T14:00:02.557500+02:00,39.64958333333333,4.0,constant,50.0,13,1,2,203.69738539861487
