location,block_in_location,pair_depth,speed_um_per_s,early_location_order,late_location_order,early_scan_number,late_scan_number,pair_center_time,pair_center_relative_min,early_late_separation_min,baseline,distance_nm,paired_pixels,difference_median,difference_q25,difference_q75,negative_pixel_fraction,positive_pixel_fraction,naive_pixel_wilcoxon_p,exact_physical_row_signflip_p,row_cluster_bootstrap_median_95CI_low,row_cluster_bootstrap_median_95CI_high,history_half_difference_median_pN,exact_row_signflip_BH_q_across_primary_pair_tests
B,1,3,4.0,3,4,27,28,2026-09-10T14:41:10.689250+02:00,4.5108291666666664,0.6489916666666667,linear,200.0,64,0.8680771449364268,-21.22333366923945,22.86791491380829,0.484375,0.515625,0.794236962958387,0.984375,-13.740236292962106,15.49843552378114,0.4340385724682134,0.9921875
B,1,3,4.0,3,4,27,28,2026-09-10T14:41:10.689250+02:00,4.5108291666666664,0.6489916666666667,constant,20.0,63,0.5619628720139076,-36.40643378171444,43.691197728537645,0.47619047619047616,0.5238095238095238,0.7789479737104802,0.7734375,-10.388692747136474,28.00492795641162,0.2809814360069538,
B,1,3,4.0,3,4,27,28,2026-09-10T14:41:10.689250+02:00,4.5108291666666664,0.6489916666666667,constant,50.0,64,0.5874930331213051,-14.092898369103636,10.882190636553418,0.484375,0.515625,0.7330563505884228,0.9296875,-6.193589645420502,5.1616572908844205,0.29374651656065254,
B,1,3,4.0,3,4,27,28,2026-09-10T14:41:10.689250+02:00,4.5108291666666664,0.6489916666666667,constant,100.0,64,-3.6668894314341216,-10.580755138889321,7.570815246284532,0.609375,0.390625,0.31258478997119,0.3359375,-7.6402904599781465,0.8929694551593457,-1.8334447157170608,
B,1,3,4.0,3,4,27,28,2026-09-10T14:41:10.689250+02:00,4.5108291666666664,0.6489916666666667,constant,200.0,64,-1.9381969497740208,-10.937846886640282,6.005586886025911,0.59375,0.40625,0.13240416615080977,0.140625,-3.135595179911962,0.5905736143582097,-0.9690984748870104,
B,2,1,1.0,7,12,31,36,2026-09-10T14:52:16.741250+02:00,15.611695833333332,8.265091666666667,linear,20.0,44,-76.13715400739932,-187.4647083057883,6.930616180030398,0.7045454545454546,0.29545454545454547,0.00026013212880116043,0.03125,-178.72778132711937,-13.675889654586683,-38.06857700369966,0.225
B,2,1,1.0,7,12,31,36,2026-09-10T14:52:16.741250+02:00,15.611695833333332,8.265091666666667,linear,50.0,44,-24.74701752989155,-57.893153217525,15.846089648139326,0.6590909090909091,0.3409090909090909,0.012122378661729272,0.0625,-42.95087971429183,-15.4789834338211,-12.373508764945775,0.34615384615384615
B,2,1,1.0,7,12,31,36,2026-09-10T14:52:16.741250+02:00,15.611695833333332,8.265091666666667,linear,100.0,44,-7.529670097549918,-30.97062490940165,16.506178709071513,0.5681818181818182,0.4318181818181818,0.38190151335231803,0.1875,-18.981031252684208,8.145481198792936,-3.764835048774959,0.54
B,2,1,1.0,7,12,31,36,2026-09-10T14:52:16.741250+02:00,15.611695833333332,8.265091666666667,linear,200.0,44,-0.22370315531478369,-22.99834705518071,23.598809875584088,0.5,0.5,0.9034548557265225,0.90625,-7.1873317289037715,13.624106724358516,-0.11185157765739184,0.9619565217391305
B,2,1,1.0,7,12,31,36,2026-09-10T14:52:16.741250+02:00,15.611695833333332,8.265091666666667,constant,20.0,44,-60.71816888228739,-166.86172188584294,2.2187481021650513,0.7272727272727273,0.2727272727272727,2.7587220188252104e-05,0.03125,-148.6425470852993,-53.81680634361868,-30.359084441143693,
B,2,1,1.0,7,12,31,36,2026-09-10T14:52:16.741250+02:00,15.611695833333332,8.265091666666667,constant,50.0,44,-24.327050702832736,-44.85454742921669,-4.1497798943659205,0.7727272727272727,0.22727272727272727,2.6645304842531914e-06,0.03125,-30.61462925596453,-20.966672868514934,-12.163525351416368,
B,2,1,1.0,7,12,31,36,2026-09-10T14:52:16.741250+02:00,15.611695833333332,8.265091666666667,constant,100.0,44,-7.082231320460409,-16.312438442563156,-1.1085041298642544,0.7954545454545454,0.20454545454545456,3.328387469991867e-05,0.03125,-9.85076339756342,-5.181849440777434,-3.5411156602302043,
B,2,1,1.0,7,12,31,36,2026-09-10T14:52:16.741250+02:00,15.611695833333332,8.265091666666667,constant,200.0,44,-3.411463100508037,-9.412840690310766,0.07677132714816537,0.75,0.25,0.01823053138434716,0.0625,-3.70854587407607,-3.1453358031770984,-1.7057315502540185,
B,2,2,4.0,8,11,32,35,2026-09-10T14:52:01.010000+02:00,15.349508333333334,4.0604,linear,20.0,62,-16.99373301862363,-123.11738846763373,54.39009921696805,0.5645161290322581,0.43548387096774194,0.08649064756180794,0.328125,-93.6590507807698,27.85061367451692,-8.496866509311815,0.7159090909090909
B,2,2,4.0,8,11,32,35,2026-09-10T14:52:01.010000+02:00,15.349508333333334,4.0604,linear,50.0,64,-0.9636767710184557,-41.66641488162753,44.80276834534711,0.5,0.5,0.9466811781489963,0.84375,-34.098449947572476,26.504468603232766,-0.48183838550922786,0.9619565217391305
B,2,2,4.0,8,11,32,35,2026-09-10T14:52:01.010000+02:00,15.349508333333334,4.0604,linear,100.0,64,1.0975880068870936,-23.19595697282497,20.232192708862115,0.484375,0.515625,0.6637890509214112,0.78125,-11.529340497448871,10.261157827315024,0.5487940034435468,0.9619565217391305
B,2,2,4.0,8,11,32,35,2026-09-10T14:52:01.010000+02:00,15.349508333333334,4.0604,linear,200.0,64,4.638732189016355,-10.229555163231002,28.303365034673128,0.453125,0.546875,0.03515539166244162,0.1484375,-3.55503764886074,17.824444390409845,2.3193660945081773,0.46467391304347827
B,2,2,4.0,8,11,32,35,2026-09-10T14:52:01.010000+02:00,15.349508333333334,4.0604,constant,20.0,62,-14.862769294659785,-114.99343306274213,22.35844704433532,0.6129032258064516,0.3870967741935484,0.019016674129435352,0.1328125,-80.22324938159676,2.4142901788001154,-7.431384647329892,
B,2,2,4.0,8,11,32,35,2026-09-10T14:52:01.010000+02:00,15.349508333333334,4.0604,constant,50.0,64,-0.3576218072766153,-28.980674001340383,27.00622098008259,0.5,0.5,0.7993988519573043,0.6015625,-28.55055252308577,14.7360414163158,-0.17881090363830765,
B,2,2,4.0,8,11,32,35,2026-09-10T14:52:01.010000+02:00,15.349508333333334,4.0604,constant,100.0,64,3.2071095637773226,-7.680169644213855,13.345514439376451,0.453125,0.546875,0.3595682227166076,0.4140625,-4.150154054028938,12.019342924723155,1.6035547818886613,
B,2,2,4.0,8,11,32,35,2026-09-10T14:52:01.010000+02:00,15.349508333333334,4.0604,constant,200.0,64,4.155242625462912,-2.655392430569343,15.35368548239267,0.359375,0.640625,0.000632420821785155,0.1640625,-0.941984371202297,9.912611990101329,2.077621312731456,
B,2,3,2.0,9,10,33,34,2026-09-10T14:51:43.289500+02:00,15.054166666666667,1.3263,linear,20.0,57,4.757995768177466,-59.48166871989838,44.5999059168571,0.47368421052631576,0.5263157894736842,0.908282225636625,0.7109375,-17.235200913777703,20.28823859345738,2.378997884088733,0.9613636363636363
B,2,3,2.0,9,10,33,34,2026-09-10T14:51:43.289500+02:00,15.054166666666667,1.3263,linear,50.0,64,-8.278141461996071,-39.723079516512875,34.85198567464318,0.53125,0.46875,0.35607201203187666,0.2890625,-21.051955996907097,12.78069846040323,-4.139070730998036,0.6895161290322581
B,2,3,2.0,9,10,33,34,2026-09-10T14:51:43.289500+02:00,15.054166666666667,1.3263,linear,100.0,64,-4.512570169386088,-37.91101754109836,23.38473448810784,0.53125,0.46875,0.15822589351060523,0.125,-17.221341099418517,0.8294543395061389,-2.256285084693044,0.45
B,2,3,2.0,9,10,33,34,2026-09-10T14:51:43.289500+02:00,15.054166666666667,1.3263,linear,200.0,64,-3.77415673432303,-32.56096966968756,17.55003323659633,0.59375,0.40625,0.09065766413336586,0.0859375,-12.627054954370657,-0.10472979546565508,-1.887078367161515,0.4125
B,2,3,2.0,9,10,33,34,2026-09-10T14:51:43.289500+02:00,15.054166666666667,1.3263,constant,20.0,57,2.0117317958263357,-31.21105223307427,40.083525299998826,0.47368421052631576,0.5263157894736842,0.6999836092551853,0.4609375,-13.034413150381113,19.845603209922388,1.0058658979131678,
B,2,3,2.0,9,10,33,34,2026-09-10T14:51:43.289500+02:00,15.054166666666667,1.3263,constant,50.0,64,-1.2230156951660547,-14.11792341465707,16.316354647046275,0.515625,0.484375,0.98932860466587,0.5625,-6.368808616277988,2.5042132181529837,-0.6115078475830273,
B,2,3,2.0,9,10,33,34,2026-09-10T14:51:43.289500+02:00,15.054166666666667,1.3263,constant,100.0,64,-0.452608474088521,-7.380785788710629,6.971586071691391,0.53125,0.46875,0.7532835374985328,0.5546875,-2.9558114611474906,3.871725010531645,-0.2263042370442605,
B,2,3,2.0,9,10,33,34,2026-09-10T14:51:43.289500+02:00,15.054166666666667,1.3263,constant,200.0,64,-2.1282201713566717,-8.192780856492586,4.356571704906785,0.59375,0.40625,0.23919517593731865,0.515625,-3.852821840683892,3.323610411294027,-1.0641100856783359,
B,3,1,4.0,13,18,37,42,2026-09-10T15:02:56.787250+02:00,26.279129166666667,10.436958333333333,linear,20.0,64,-17.801870580299067,-103.70968465860764,121.92917091297385,0.578125,0.421875,0.9360383792330956,0.7890625,-74.55639474413795,110.17853030089066,-8.900935290149533,0.9619565217391305
B,3,1,4.0,13,18,37,42,2026-09-10T15:02:56.787250+02:00,26.279129166666667,10.436958333333333,linear,50.0,64,-1.9984112165571162,-44.48341683918128,60.680008194493965,0.515625,0.484375,0.8305469398411066,0.8671875,-26.124907306461125,48.48879202111577,-0.9992056082785581,0.9619565217391305
B,3,1,4.0,13,18,37,42,2026-09-10T15:02:56.787250+02:00,26.279129166666667,10.436958333333333,linear,100.0,64,-2.094602352216885,-29.04623624069751,41.08381130594894,0.515625,0.484375,0.5561964561941721,0.5859375,-14.920029594354316,35.93024905252566,-1.0473011761084425,0.890625
B,3,1,4.0,13,18,37,42,2026-09-10T15:02:56.787250+02:00,26.279129166666667,10.436958333333333,linear,200.0,64,4.394277372944384,-22.652073224998926,31.39527148885685,0.4375,0.5625,0.338914036901107,0.46875,-13.947537005899918,23.356498777539127,2.197138686472192,0.823170731707317
B,3,1,4.0,13,18,37,42,2026-09-10T15:02:56.787250+02:00,26.279129166666667,10.436958333333333,constant,20.0,64,-17.034903338633995,-81.5407653360108,93.85792064565081,0.5625,0.4375,0.6637890509214112,0.8046875,-68.6085227179997,65.16235007261889,-8.517451669316998,
B,3,1,4.0,13,18,37,42,2026-09-10T15:02:56.787250+02:00,26.279129166666667,10.436958333333333,constant,50.0,64,-8.072494760369025,-30.356883135116604,22.918376982172788,0.59375,0.40625,0.3158002135579322,0.7890625,-22.543930461982455,22.782008256469396,-4.036247380184513,
B,3,1,4.0,13,18,37,42,2026-09-10T15:02:56.787250+02:00,26.279129166666667,10.436958333333333,constant,100.0,64,-6.566489638993474,-17.70002826613183,4.9343428227466575,0.640625,0.359375,0.031818048332820835,0.2421875,-14.9598263116185,3.0324268884352747,-3.283244819496737,
B,3,1,4.0,13,18,37,42,2026-09-10T15:02:56.787250+02:00,26.279129166666667,10.436958333333333,constant,200.0,64,-2.5389477070021638,-12.005056261539659,4.876597514534077,0.578125,0.421875,0.07526005251399835,0.125,-9.761401597706842,0.8561521441793172,-1.2694738535010819,
B,3,2,2.0,14,17,38,41,2026-09-10T15:03:14.921500+02:00,26.581366666666668,7.742999999999999,linear,20.0,60,-9.074835981868233,-53.43159562917282,58.610866739286536,0.5666666666666667,0.43333333333333335,0.7740338249385742,0.578125,-31.774017865158044,19.578244832717303,-4.537417990934117,0.890625
B,3,2,2.0,14,17,38,41,2026-09-10T15:03:14.921500+02:00,26.581366666666668,7.742999999999999,linear,50.0,64,-13.213674223290354,-36.78150285201158,23.096457961107035,0.625,0.375,0.08445969520148623,0.3984375,-20.789411808256176,1.2418833384753043,-6.606837111645177,0.8196428571428571
B,3,2,2.0,14,17,38,41,2026-09-10T15:03:14.921500+02:00,26.581366666666668,7.742999999999999,linear,100.0,64,-8.221296828138016,-26.280848558027326,7.966661883747701,0.65625,0.34375,0.014380054812543511,0.0078125,-17.605813214412024,-4.8950920545890995,-4.110648414069008,0.1875
B,3,2,2.0,14,17,38,41,2026-09-10T15:03:14.921500+02:00,26.581366666666668,7.742999999999999,linear,200.0,64,-8.087490283415384,-22.195482714684875,6.99775323159459,0.640625,0.359375,0.02379788819194614,0.0078125,-12.176471642987053,-2.7882734947814,-4.043745141707692,0.1875
B,3,2,2.0,14,17,38,41,2026-09-10T15:03:14.921500+02:00,26.581366666666668,7.742999999999999,constant,20.0,60,1.099343454081037,-55.596372067655494,64.92070528933851,0.48333333333333334,0.5166666666666667,0.6322913891498105,0.6953125,-30.79826681927335,37.53846631847375,0.5496717270405185,
B,3,2,2.0,14,17,38,41,2026-09-10T15:03:14.921500+02:00,26.581366666666668,7.742999999999999,constant,50.0,64,-3.9785020719714055,-20.050730009957086,18.79881671671182,0.5625,0.4375,0.5880335398808919,0.5703125,-15.967238736140189,2.7964443880760825,-1.9892510359857027,
B,3,2,2.0,14,17,38,41,2026-09-10T15:03:14.921500+02:00,26.581366666666668,7.742999999999999,constant,100.0,64,-1.0677020184512074,-9.444363642033398,8.886055062741113,0.53125,0.46875,0.7330563505884228,0.4609375,-6.16239720139486,3.3797593049359165,-0.5338510092256037,
B,3,2,2.0,14,17,38,41,2026-09-10T15:03:14.921500+02:00,26.581366666666668,7.742999999999999,constant,200.0,64,-1.500392726407679,-6.194088524970068,6.125667194336008,0.578125,0.421875,0.5252243314060809,0.296875,-3.052818590152432,0.44240638723573156,-0.7501963632038395,
B,3,3,1.0,15,16,39,40,2026-09-10T15:03:07.823500+02:00,26.46306666666667,2.53205,linear,20.0,59,5.161135767804353,-44.97764972189964,86.68238851766688,0.4576271186440678,0.5423728813559322,0.6560808699294636,0.46875,-11.53350119426841,37.48564346496346,2.5805678839021766,0.823170731707317
B,3,3,1.0,15,16,39,40,2026-09-10T15:03:07.823500+02:00,26.46306666666667,2.53205,linear,50.0,64,8.158788760388575,-29.765188259577187,44.25437485411728,0.453125,0.546875,0.38464171836176364,0.1171875,-2.452260847435184,12.834757353619466,4.079394380194287,0.4440789473684211
B,3,3,1.0,15,16,39,40,2026-09-10T15:03:07.823500+02:00,26.46306666666667,2.53205,linear,100.0,64,1.5389758003616336,-20.704542596731024,26.531502978008092,0.4375,0.5625,0.4701404753991639,0.2109375,-4.01949858286547,2.766451272457658,0.7694879001808168,0.5424107142857143
B,3,3,1.0,15,16,39,40,2026-09-10T15:03:07.823500+02:00,26.46306666666667,2.53205,linear,200.0,64,-2.1077830092225804,-19.795896160931278,29.198002349284135,0.546875,0.453125,0.6833193501271634,0.921875,-8.141806438471173,2.2516812778735513,-1.0538915046112902,0.9619565217391305
B,3,3,1.0,15,16,39,40,2026-09-10T15:03:07.823500+02:00,26.46306666666667,2.53205,constant,20.0,59,7.112600613224458,-41.05927134492168,83.07255005826522,0.4745762711864407,0.5084745762711864,0.7538513745631978,0.5625,-15.258655163621597,34.23401288200023,3.556300306612229,
B,3,3,1.0,15,16,39,40,2026-09-10T15:03:07.823500+02:00,26.46306666666667,2.53205,constant,50.0,64,0.17803764033135394,-17.8602995583964,24.4491514733323,0.484375,0.5,0.5332874966176842,0.359375,-2.6129564886346657,17.52326900465519,0.08901882016567697,
B,3,3,1.0,15,16,39,40,2026-09-10T15:03:07.823500+02:00,26.46306666666667,2.53205,constant,100.0,64,1.2234771587557063,-11.639009625815504,11.885244100989262,0.4375,0.546875,0.6415483222069057,0.5078125,-2.2891337710439643,3.961153535530258,0.6117385793778531,
B,3,3,1.0,15,16,39,40,2026-09-10T15:03:07.823500+02:00,26.46306666666667,2.53205,constant,200.0,64,0.05365449588169646,-7.691612693951538,6.309697625291018,0.484375,0.5,0.6513821830489249,0.8046875,-3.578014039139134,2.232934989444292,0.02682724794084823,
