location,block_in_location,pair_depth,speed_um_per_s,early_location_order,late_location_order,early_scan_number,late_scan_number,pair_center_time,pair_center_relative_min,early_late_separation_min,baseline,distance_nm,paired_pixels,difference_median,difference_q25,difference_q75,negative_pixel_fraction,positive_pixel_fraction,naive_pixel_wilcoxon_p,exact_physical_row_signflip_p,row_cluster_bootstrap_median_95CI_low,row_cluster_bootstrap_median_95CI_high,history_half_difference_median_pN,exact_row_signflip_BH_q_across_primary_pair_tests
B,1,1,2.0,1,6,25,30,2026-09-10T14:41:19.714750+02:00,4.661254166666667,9.322508333333333,constant,100.0,64,-0.9496297003456959,-14.944990880924657,8.273505804093695,0.515625,0.484375,0.42614069990147585,0.7265625,-6.858683392945757,2.252840283587915,-0.47481485017284797,
B,1,1,2.0,1,6,25,30,2026-09-10T14:41:19.714750+02:00,4.661254166666667,9.322508333333333,constant,200.0,64,4.088380293429715,-1.3803435980702072,9.377226926246784,0.34375,0.65625,0.0002608374393493159,0.0390625,-0.2732986908981996,5.357330323400361,2.0441901467148575,
B,1,2,1.0,2,5,26,29,2026-09-10T14:40:55.794000+02:00,4.262575,4.837999999999999,linear,20.0,58,-41.57474476834659,-143.602612392985,40.24543427005179,0.6206896551724138,0.3793103448275862,0.03167393201491197,0.484375,-72.1330005335663,3.4839575277171093,-20.787372384173295,0.8303571428571429
B,1,2,1.0,2,5,26,29,2026-09-10T14:40:55.794000+02:00,4.262575,4.837999999999999,linear,50.0,64,-28.97634302311718,-58.53211649086037,30.336560475355313,0.609375,0.390625,0.05494462632587263,0.1953125,-46.16886680390604,6.802147828825582,-14.48817151155859,0.5408653846153846
B,1,2,1.0,2,5,26,29,2026-09-10T14:40:55.794000+02:00,4.262575,4.837999999999999,linear,100.0,64,-11.016248787010596,-33.21576673048882,27.312452422897035,0.609375,0.390625,0.30306834782413883,0.46875,-22.798767637569924,18.503991350808306,-5.508124393505298,0.823170731707317
B,1,2,1.0,2,5,26,29,2026-09-10T14:40:55.794000+02:00,4.262575,4.837999999999999,linear,200.0,64,-3.331596933103806,-24.30135909578682,27.025623765285314,0.53125,0.46875,0.8149363302292698,0.9140625,-12.488942576764817,11.3520892323543,-1.665798466551903,0.9619565217391305
B,1,2,1.0,2,5,26,29,2026-09-10T14:40:55.794000+02:00,4.262575,4.837999999999999,constant,20.0,58,-30.428958758476597,-101.30879901149919,37.58190001952241,0.6379310344827587,0.3620689655172414,0.040574597093783714,0.703125,-68.98404182922548,-1.0390413881590348,-15.214479379238298,
B,1,2,1.0,2,5,26,29,2026-09-10T14:40:55.794000+02:00,4.262575,4.837999999999999,constant,50.0,64,-13.410880132756503,-35.96238109195462,5.0279201548246135,0.65625,0.34375,0.002049667048516052,0.046875,-28.83661005854171,-2.6574440727324884,-6.705440066378252,
B,1,2,1.0,2,5,26,29,2026-09-10T14:40:55.794000+02:00,4.262575,4.837999999999999,constant,100.0,64,-5.856184932013782,-15.281665982983533,2.2990801821205586,0.671875,0.328125,0.0011004429309851296,0.0078125,-9.229072171116243,-2.6548873150255616,-2.928092466006891,
B,1,2,1.0,2,5,26,29,2026-09-10T14:40:55.794000+02:00,4.262575,4.837999999999999,constant,200.0,64,0.4569736701723599,-7.454863166274652,7.213530182708566,0.46875,0.53125,0.9786591181478094,0.8125,-2.3626810890828356,2.8119844861358967,0.22848683508617995,
B,1,3,4.0,3,4,27,28,2026-09-10T14:41:10.689250+02:00,4.5108291666666664,0.6489916666666667,linear,20.0,63,4.641798085476694,-36.916819385821555,57.02448473149502,0.4603174603174603,0.5396825396825397,0.5377959411351596,0.5546875,-5.2075657973310285,23.047292443109768,2.320899042738347,0.890625
B,1,3,4.0,3,4,27,28,2026-09-10T14:41:10.689250+02:00,4.5108291666666664,0.6489916666666667,linear,50.0,64,3.0864441405548746,-21.56067249833019,32.64840438001019,0.453125,0.546875,0.6301609391685733,0.2109375,0.12356344604569358,13.749836841447518,1.5432220702774373,0.5424107142857143
B,1,3,4.0,3,4,27,28,2026-09-10T14:41:10.689250+02:00,4.5108291666666664,0.6489916666666667,linear,100.0,64,4.025703873298831,-23.677688358716928,25.766763422927248,0.453125,0.546875,0.5880335398808919,0.7109375,-12.157941685139313,16.44977036654509,2.0128519366494153,0.9613636363636363
