source,timestamp,acquisition_order,block,nominal_speed_um_per_s,baseline_method,distance_nm,force_median_pN,force_q25_pN,force_q75_pN,pixel_count,location,location_order,block_in_location,global_primary_order,instrument_scan_number,map_start_time,map_end_time,map_midpoint_time,fixed_pixel_time,relative_time_min,idle_before_map_s,spring_constant_used_N_per_m,spring_constant_repeatability_sd_N_per_m,stored_spring_constant_N_per_m,stored_InvOLS_nm_per_V
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,165.0,15.528885745269944,7.521295214696034,20.06527858491005,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,170.0,10.160854455468218,6.047467824466225,17.34037352467872,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,175.0,10.463262768259531,5.9172041372892314,15.800163973980975,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,180.0,7.009931201301625,2.365244082784491,14.160827056182605,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,185.0,6.86075374308861,0.7269423400581699,12.737592288578437,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,190.0,3.823213339237496,-1.6214333778537542,8.109773534932996,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,195.0,3.2439144027683806,-2.4602868735476946,8.77847168722704,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,200.0,1.3752238466621178,-3.9407306538454385,7.469686124980778,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,205.0,0.4035561420792255,-5.259225659382345,4.510320147021295,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,210.0,0.0061112745184360995,-7.760370768288004,5.095767773975697,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,215.0,-3.3307568608861278,-8.264058272566396,2.143535773617996,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,220.0,-3.2613003551769086,-8.40914491844827,1.7338683570194628,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,225.0,-4.206340363638175,-8.71974732789181,2.2339514565312957,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,230.0,-4.012238801715076,-11.763941537775722,-0.9890224770177998,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,235.0,-4.2104685919369125,-8.686016834142645,1.8610452269642404,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,240.0,-7.007885795136181,-13.129393581201073,-1.5069966444851706,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,245.0,-5.241353299411103,-10.106701080034732,1.2188999388567539,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,250.0,-4.739680021325782,-12.203759987334386,-0.13742884474990605,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,255.0,-6.824996551156679,-12.365191174558143,-2.4147952943448527,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,260.0,-6.062808370708063,-11.794572742304714,-2.031649561960997,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,265.0,-7.48501419923466,-12.832105019817476,-1.7455920265050442,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,270.0,-7.599432224621562,-12.328392571560062,-2.28195614147912,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,275.0,-8.410672737078253,-12.584348962012058,-1.9008682872490383,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,280.0,-6.733053049613771,-12.073496300157892,-1.3139177856425546,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,285.0,-6.035195387471809,-14.826968450769467,-2.0883596951021612,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,290.0,-7.7404530021499465,-13.425752979417958,-2.7601571366162494,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,295.0,-8.998153298210145,-14.221646709638584,-3.227064745880484,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,300.0,-6.820893266836091,-12.32687722491953,-3.1366490629673094,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,305.0,-6.74221996139242,-12.098028702158022,-3.410471577396444,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,310.0,-7.152972441018801,-12.608868892021246,-3.1913137899427784,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,315.0,-6.776979394219531,-14.629299900043922,-3.7139213012534085,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,320.0,-10.026019784391222,-15.694407744826334,-4.132256750079424,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,325.0,-9.643853103128762,-14.052532777304833,-2.8781546227928043,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,330.0,-10.232381311320532,-13.233129348167296,-4.748385469517751,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,335.0,-10.064832613582372,-15.521234180132325,-2.5685499724542105,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,340.0,-11.28370760846272,-15.194305937330828,-3.6858032024706415,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,345.0,-9.541670098769677,-15.5656905842625,-3.8921834373833786,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,350.0,-9.202494362951413,-14.595575642288981,-3.042142567724239,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,355.0,-7.874277442132671,-14.46325407695884,-2.6671597520184913,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,360.0,-9.570305785087907,-15.488545097449556,-4.363213038950631,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,365.0,-7.376707448367191,-14.440280673560817,-3.1243828619678657,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,370.0,-8.548637877348416,-12.96491299271133,-3.9728896770042903,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,375.0,-8.602778780792702,-14.884214879429145,-2.056674607518442,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,380.0,-8.030613821925492,-12.511281815540809,-4.039327961420395,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,385.0,-10.933269666744309,-16.3993744405928,-2.917990155066179,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,390.0,-8.054098576864003,-13.501825875193369,-1.8319106610931017,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,395.0,-9.972889112040956,-16.46580648901368,-3.806363682349101,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,400.0,-8.567009116872068,-15.86556708332553,-2.2513311729438543,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,405.0,-8.443374291751713,-13.159058206596253,-2.0500395094685735,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,410.0,-9.65510283703971,-13.575903252759137,-0.6268359218369047,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,415.0,-7.840578128355384,-11.923813726397617,-3.700089865658626,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,420.0,-10.230360849132987,-15.832878000641767,-3.2505557368129727,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,425.0,-5.785892803052611,-13.835944219547422,-0.9369082717552848,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,430.0,-7.455405697788514,-10.656884158614764,-3.681712390139253,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,435.0,-8.718219509262575,-13.177429446121646,-3.6055833704149336,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,440.0,-8.00403601376166,-11.736316082551264,-2.514914184556313,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,445.0,-7.896764437966112,-12.245647161768927,-3.3700935136082113,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
10-09-26/map-data-2026.09.10-13.28.52.066.jpk-force-map,2026-09-10T13:28:52.066000,3,1,4.0,far_constant_referenced,450.0,-8.856159705553843,-13.168243826358825,-2.8567090380250137,64,A,3,1,3,7,2026-09-10T13:28:51.815000+02:00,2026-09-10T13:29:25.130000+02:00,2026-09-10T13:29:08.472500+02:00,2026-09-10T13:29:06.384000+02:00,8.748166666666666,220.995,0.16482877909505173,0.01728282630942144,0.17713312641473047,71.00506298341986
