source,timestamp,block,nominal_speed_um_per_s,point_index,sensitivity_nm_per_V,sensitivity_40nm_nm_per_V,sensitivity_60nm_nm_per_V,contact_fit_R2,contact_points,valid_for_consensus,retained_for_global_consensus
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.33.30.403.jpk-force-map,2026-09-08T15:33:30.403000,2,2.0,63,81.46885798189238,81.21014269510452,81.48343410766786,0.9997419138874845,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,0,81.43857579460554,81.51399895893398,81.1919461388809,0.9998681198436254,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,1,81.393253614454,81.55469170614457,80.96060473826648,0.999747189487825,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,2,81.16348187018245,81.19157165897987,80.91956113184324,0.9997725008061167,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,3,82.1022108170941,81.91418986598015,81.49756072567622,0.9997157734981589,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,4,81.21580931603684,81.51843308131565,80.18338103718003,0.999729476235695,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,5,81.35865196745428,81.67499996922972,81.04354000376854,0.9998135881987242,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,6,81.77642270684584,82.26359756024738,81.54697704246219,0.9993769270290223,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,7,81.55822912190315,80.87375830397116,81.14545053007878,0.9996278990808548,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,8,80.34804925635414,80.63232509404178,80.75877731707936,0.9995469058068857,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,9,80.05141091761031,79.85167009400334,80.470129042659,0.9997283629309099,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,10,81.11668870578512,81.620595629725,81.18072128791968,0.9997442791998167,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,11,80.89653676658735,80.78332512788464,80.33109444015257,0.9998380017277931,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,12,81.55752335947581,81.82595862554801,81.35176364525869,0.9997775979639298,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,13,81.84908473364071,81.65859446883941,81.64425728819054,0.9997830973582131,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,14,83.65791707182863,83.60534601091844,83.62353491008409,0.9999656456197418,51,True,False
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,15,81.2276610148371,81.52720361260538,80.75154782168075,0.9995383211849691,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,16,80.5271615874331,79.58526832433537,80.62454146248787,0.9995712026280175,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,17,80.94896162802914,81.58925807890994,80.89989341168398,0.9996425119551068,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,18,81.714444830448,81.42064716536856,81.18420363266847,0.9997308738847555,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,19,81.57037517324096,81.79476672162643,81.53548285372135,0.9995021256780587,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,20,81.18963227594836,80.84495151817482,80.91161862779832,0.9998913009005479,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,21,81.62439773353829,81.25698288692098,81.16089235486238,0.9997385835513921,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,22,81.72374418855632,81.71217487212469,81.53765831954472,0.9999022589464126,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,23,81.53304888655612,82.19170280977437,81.54524646251555,0.9998145087803428,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,24,81.24307316864906,81.61370647207643,81.79360274841785,0.9998917779169003,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,25,81.72701466044819,81.56977853313788,81.39477313233344,0.999923695673979,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,26,81.11197751155125,81.91656060621284,80.99604479097034,0.9998161654432611,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,27,80.26866197941872,80.62520808266758,80.25454428533347,0.9999139861727351,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,28,81.15792161756588,81.38924928410859,81.61908462894874,0.9997294886923601,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,29,81.58425681112132,81.8355883092216,81.10338103015744,0.999775814455166,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,30,80.0361006137903,81.14482475971737,80.24937657884188,0.9995665751582088,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,31,80.53704506374004,81.02132086889202,80.44688960131394,0.9996231327006246,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,32,80.66747215835481,80.66054107348953,80.81151879118322,0.9996837353161805,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,33,81.98659385343049,82.01640984961115,81.65471282314526,0.9999326696994912,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,34,80.7670045237025,80.8200942063617,81.00318809117731,0.9998877456821775,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,35,82.02082799712915,81.81222653483604,81.95252827098176,0.9997229843234123,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,36,83.04416411004964,83.21610370465098,82.69284689757292,0.9998853219918862,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,37,81.58476086061947,82.1999013145112,81.62617270045764,0.9996149332478469,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,38,82.3535991549781,82.53178095936033,81.92787536463884,0.9997422195086028,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,39,81.63217411840495,82.1196321064927,81.84328609094396,0.9998561819693085,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,40,80.90373960802975,81.48209346532619,80.80845611850869,0.9997678515231555,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,41,81.11756821984405,80.79501146583817,81.47931794550851,0.9999113645995522,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,42,80.95637385530642,80.91336024164093,81.2605885137362,0.9997287712021288,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,43,82.01689998179698,81.23354641552822,81.3951658012464,0.9994656165281351,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,44,81.30563735557458,81.10343726409141,81.35678179697027,0.9998794733964858,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,45,81.21909561438089,80.73272120022426,81.40817504691061,0.9998630681024319,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,46,81.82462113631915,82.46758366904598,81.35031883216463,0.9997680534245214,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,47,80.82103403663554,79.90316593266188,80.69043104564746,0.999642432115176,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,48,80.60587374921141,79.78537473821996,80.36241244584589,0.9995163475148712,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,49,81.31670148341172,81.5158114245642,80.99876976308126,0.9997306766942997,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,50,80.67931396797033,81.35751456401326,80.37110343352877,0.9994799903383044,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,51,81.25808115878804,80.20175481980021,81.1929159310782,0.9997082454623032,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,52,80.70834772003775,80.3375202989382,80.43508493617128,0.9997615742705511,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,53,81.0167953433379,81.6379187924075,80.77433547290359,0.999765340617129,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,54,80.61893280520935,80.77009515779937,81.1578328761912,0.9998532837732054,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,55,80.99010357192513,80.86671208119712,80.72360615320218,0.9998766732290223,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,56,82.16678655483614,82.58023891843168,82.11266985293534,0.9998713189934193,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,57,80.55783344608056,80.8316841441035,80.56261102382716,0.9999063736838145,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,58,80.34325786653845,80.57984268734279,80.22971786456964,0.9997718177692176,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,59,80.67879614899473,80.50223325000142,80.7365479980356,0.9997616395514105,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,60,81.99452829309863,81.55953590334387,80.90260725164757,0.9994264307173133,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,61,80.44879674745378,81.10519392930352,80.64109461885762,0.9997935059267793,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,62,80.60436382298462,80.04158449264924,80.94697090597634,0.9998261154387835,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.36.43.160.jpk-force-map,2026-09-08T15:36:43.160000,2,2.0,63,81.19796189115823,81.74299841745525,81.12500068117916,0.999872109054316,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,0,80.34858934368171,79.57080029095577,80.41026224349147,0.99980769099448,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,1,81.23155512053499,80.94440416637487,81.38536900838908,0.9998557703432435,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,2,81.61741761548365,81.65886452571786,81.27620469490789,0.9999225814081122,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,3,81.45981413717185,81.05208467151905,81.4661847615093,0.999803650145536,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,4,81.65224510141681,81.7024935719682,81.60020255554917,0.9998625262128364,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,5,81.86857334665926,82.02113254084915,82.09250317677858,0.9996153160203313,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,6,81.9185312168506,82.18240200548269,81.2715032804725,0.9998998757609199,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,7,81.32472473845216,81.88149650048695,81.3342264281548,0.9998781983494416,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,8,82.21522513428654,82.08930274646784,81.94318571081752,0.9999463902008505,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,9,82.22321860318512,81.74356537344192,82.26613949459566,0.9995733106150596,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,10,81.85771290382336,81.67687385901168,81.74075212539931,0.9998817546168464,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,11,81.3260342246938,81.43305631059211,81.6109819788702,0.9998319197485496,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,12,82.10747502495096,82.76016063709645,81.6735750603977,0.9997865537799274,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,13,81.70902914079855,81.97658257586781,81.51678663061898,0.9996479073422833,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,14,83.44347253480058,83.815289061442,83.25043455233127,0.9998853391907211,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,15,81.70556408200667,81.30140529442352,81.47232625020146,0.9998809895296868,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,16,81.9887316168763,82.0653544166804,81.45965006592955,0.9994242101807094,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,17,81.35065277348205,81.07783369048946,81.6571001667215,0.9997894588288316,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,18,81.55325846854065,81.1243406770853,81.62989015493359,0.9998764916064257,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,19,81.92640463392607,82.31235229987297,81.90656676271671,0.9999258443506862,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,20,81.8132668303195,81.98376816239175,81.44750865377246,0.9998462386026655,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,21,81.83193012905707,81.64617029462615,82.01213338303855,0.9999515138691533,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,22,82.26463446556053,82.04530951942537,82.20481060631177,0.9999103361062981,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,23,81.29581168203822,81.25736453923965,81.38289799560376,0.9998588376782045,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,24,82.19929856267862,82.92258343275213,81.81691449795575,0.9998365121626894,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,25,81.79777626416941,82.50820001717558,81.82167884142599,0.9996914508302387,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,26,81.17161533160112,81.67506048820422,81.04718106482703,0.9998902810979097,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,27,81.47313064366396,82.41772748259604,81.24141928175665,0.9994754227949323,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,28,82.32411100987726,82.27057627990133,81.92819492681893,0.9998339148156882,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,29,81.52798483172045,82.21210152303064,81.55166167839575,0.9998555953861862,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,30,81.50822183026668,81.0705660794205,81.69121449120982,0.9998057661670048,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,31,81.90670725805647,82.10442283140961,81.66580572035781,0.9998644344241137,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,32,81.05541893812314,81.0453036805511,80.9851387506926,0.9999255387928924,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,33,82.02866092140249,82.27055980626758,82.0594603674879,0.9998973991559064,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,34,82.50993334229146,82.42265947491276,82.5887478182406,0.9999376214984095,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,35,81.24717689433912,81.38078281611233,81.25089423861209,0.9999042686886486,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,36,81.61636108177025,81.86855826901298,81.75308375879253,0.9999073206165445,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,37,81.9940429883032,82.48417221031326,81.4815121958108,0.9998821161561566,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,38,82.28118222592899,82.63330898374514,81.81398053409372,0.9998303374181937,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,39,81.68214737252524,82.08094310598852,81.7514812947207,0.9998719577350216,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,40,81.73587743141474,81.9436818023554,81.65421512994895,0.9999134123875216,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,41,83.30172478856827,83.5028466588909,83.19478789313071,0.9999128035053279,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,42,82.41405876202347,82.70594634611565,82.16598623591925,0.9998692318105693,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,43,82.0933089283132,82.50030962159114,81.5253292842553,0.9998786442142735,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,44,80.81516456414869,80.40660069843175,81.46809305573781,0.9998662603587509,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,45,81.07561783274767,81.23606911721123,81.23562632472093,0.9999168170296935,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,46,81.60290675780053,81.81468599828708,81.72426875209439,0.9998879178561395,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,47,81.91948536154575,81.20685130032577,81.50794900392934,0.9996850478500212,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,48,80.03375220269803,81.08563064156421,80.22028340766038,0.999507621763118,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,49,82.31373920103049,83.19170944264035,81.82472251013566,0.999786478431061,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,50,81.5256361493807,82.32088492372307,81.2941194614703,0.9997664994326766,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,51,82.17022679980526,82.25565022747404,82.16963310413874,0.9999287632733515,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,52,82.20484888362589,81.49134085478603,82.04856042348278,0.9996997088356778,50,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,53,80.73713966571489,80.71711737509652,80.97617812690441,0.9998611085525252,51,True,True
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.40.44.079.jpk-force-map,2026-09-08T15:40:44.079000,2,4.0,54,81.25533705774025,81.12866790872116,81.33478222963578,0.9999058310807386,51,True,True
