acquisition_order,block,nominal_speed_um_per_s,point_index,row,column,distance_nm,force_linear_drift_corrected_pN,force_far_constant_referenced_pN
11,2,4.0,54,6,6,20.0,-2614.8750287360067,-2560.2484807519545
11,2,4.0,54,6,6,50.0,199.36181789426047,252.61235079280547
11,2,4.0,54,6,6,100.0,10.947297615281146,60.61677973467044
11,2,4.0,54,6,6,200.0,39.239192508800514,81.56650173723702
11,2,4.0,55,6,7,20.0,-2931.126495314991,-2929.5377014489486
11,2,4.0,55,6,7,50.0,296.1172644984184,297.6637254152862
11,2,4.0,55,6,7,100.0,94.54634213516971,95.96716730900224
11,2,4.0,55,6,7,200.0,62.23337676592441,63.40596862877571
11,2,4.0,56,7,7,20.0,-3564.8112232732565,-3806.937967792384
11,2,4.0,56,7,7,50.0,nan,nan
11,2,4.0,56,7,7,100.0,371.1338972197804,149.86122107544537
11,2,4.0,56,7,7,200.0,306.7869167513101,118.30125689896893
11,2,4.0,57,7,6,20.0,-1565.29857902969,-1408.2796689617628
11,2,4.0,57,7,6,50.0,109.24334126480517,261.1843299504195
11,2,4.0,57,7,6,100.0,-93.35246010692398,48.806004011546634
11,2,4.0,57,7,6,200.0,-72.4496747100888,48.346294198290394
11,2,4.0,58,7,5,20.0,nan,nan
11,2,4.0,58,7,5,50.0,207.4999247587027,299.41077236702375
11,2,4.0,58,7,5,100.0,27.098410996188008,112.63601316259118
11,2,4.0,58,7,5,200.0,53.09717608229104,126.32666029516201
11,2,4.0,59,7,4,20.0,-3315.838605008509,-2998.27685266983
11,2,4.0,59,7,4,50.0,49.081845936375075,360.07862404106953
11,2,4.0,59,7,4,100.0,-153.1510975625357,135.7261420601992
11,2,4.0,59,7,4,200.0,-135.27192372223428,112.77906447995683
11,2,4.0,60,7,3,20.0,-4049.228705526055,-3905.352098350465
11,2,4.0,60,7,3,50.0,204.38755471853557,345.4634438521581
11,2,4.0,60,7,3,100.0,-7.1990469777817,124.11466538254048
11,2,4.0,60,7,3,200.0,-29.18154713458434,82.0926237793517
11,2,4.0,61,7,2,20.0,-3129.3547141418494,-2684.1537449471743
11,2,4.0,61,7,2,50.0,-124.14780305605109,311.2522286691114
11,2,4.0,61,7,2,100.0,-268.927787815858,135.45026628512414
11,2,4.0,61,7,2,200.0,-238.0268836251987,108.77400174715198
11,2,4.0,62,7,1,20.0,-4007.6711979721904,-3888.7445512959057
11,2,4.0,62,7,1,50.0,160.01210980719173,276.32064346941706
11,2,4.0,62,7,1,100.0,-27.234269063034578,81.16796600520658
11,2,4.0,62,7,1,200.0,-0.07781208924045316,92.59049521485596
11,2,4.0,63,7,0,20.0,-3878.3974620596655,-3867.013222836561
11,2,4.0,63,7,0,50.0,280.7636620609235,291.9269560202256
11,2,4.0,63,7,0,100.0,85.29908096710228,95.76281719261002
11,2,4.0,63,7,0,200.0,55.80049181398545,64.89765588364932
12,2,1.0,0,0,0,20.0,-5314.2197557045165,-5434.705625637819
12,2,1.0,0,0,0,50.0,381.59013481854004,262.73351211140033
12,2,1.0,0,0,0,100.0,191.19624715840635,80.40045265990621
12,2,1.0,0,0,0,200.0,158.99799392275867,64.7967591829115
12,2,1.0,1,0,1,20.0,-4936.632449529172,-4958.655161419729
12,2,1.0,1,0,1,50.0,369.3545993041531,347.6907790542615
12,2,1.0,1,0,1,100.0,228.29599476157142,207.9825223365793
12,2,1.0,1,0,1,200.0,143.61284178446357,126.24746449173948
12,2,1.0,2,0,2,20.0,nan,nan
12,2,1.0,2,0,2,50.0,100.61638358492347,240.0673613771589
12,2,1.0,2,0,2,100.0,-66.7751533524228,62.464723387148396
12,2,1.0,2,0,2,200.0,-31.34143269101545,78.08637622743883
12,2,1.0,3,0,3,20.0,-3614.8730330878807,-3333.703444436645
12,2,1.0,3,0,3,50.0,-44.742453937517496,229.26299594651434
12,2,1.0,3,0,3,100.0,-166.79523864979745,89.17933864882654
12,2,1.0,3,0,3,200.0,-117.60032737793732,100.85467084042587
12,2,1.0,4,0,4,20.0,-4552.775902584968,-4348.820910169022
12,2,1.0,4,0,4,50.0,32.851265581669026,233.5120066974227
12,2,1.0,4,0,4,100.0,-103.79475392355657,83.23952867428001
12,2,1.0,4,0,4,200.0,-107.2165483212595,51.68729700144678
12,2,1.0,5,0,5,20.0,nan,nan
12,2,1.0,5,0,5,50.0,172.69744303728154,268.46392089862627
12,2,1.0,5,0,5,100.0,-7.8300481142549385,81.30852296655918
12,2,1.0,5,0,5,200.0,31.300605450176334,107.25556252403594
12,2,1.0,6,0,6,20.0,-5069.228335217474,-5068.328191432984
12,2,1.0,6,0,6,50.0,242.87261964726758,243.76711493393333
12,2,1.0,6,0,6,100.0,30.629086489474982,31.494799125627026
12,2,1.0,6,0,6,200.0,26.10226088964737,26.90742898150906
12,2,1.0,7,0,7,20.0,nan,nan
12,2,1.0,7,0,7,50.0,107.67326954298287,249.71596694902746
12,2,1.0,7,0,7,100.0,-30.179791481126692,102.44345090311735
12,2,1.0,7,0,7,200.0,-7.054705568199058,105.84438060949364
12,2,1.0,8,1,7,20.0,-3735.3052709843914,-3621.470874727941
12,2,1.0,8,1,7,50.0,188.33539945997893,299.8629367533411
12,2,1.0,8,1,7,100.0,33.40346555027189,137.62777672586253
12,2,1.0,8,1,7,200.0,-3.2795716877828034,86.18455246032002
12,2,1.0,9,1,6,20.0,-4060.1699699622272,-4052.4355422105664
12,2,1.0,9,1,6,50.0,154.0950341471679,161.68852190715785
12,2,1.0,9,1,6,100.0,38.2436760383614,45.323321786834384
12,2,1.0,9,1,6,200.0,10.810094673516492,16.882050933828864
12,2,1.0,10,1,5,20.0,-4438.592066844145,-4302.972651159182
12,2,1.0,10,1,5,50.0,86.73776510920706,220.112513270509
12,2,1.0,10,1,5,100.0,-54.23103356140804,69.93712805518484
12,2,1.0,10,1,5,200.0,-35.97422802089824,70.2486731212498
12,2,1.0,11,1,4,20.0,nan,nan
12,2,1.0,11,1,4,50.0,143.52160542964882,198.1640511202035
12,2,1.0,11,1,4,100.0,-50.7782351096263,0.012658856768298768
12,2,1.0,11,1,4,200.0,-24.927055492953,18.15535731973341
12,2,1.0,12,1,3,20.0,nan,nan
12,2,1.0,12,1,3,50.0,72.99558274861022,161.28244074818596
12,2,1.0,12,1,3,100.0,-87.87963063149378,-5.58735746986277
12,2,1.0,12,1,3,200.0,-76.12317025730219,-6.277046907549152
12,2,1.0,13,1,2,20.0,-4729.342973195758,-4604.642811203083
12,2,1.0,13,1,2,50.0,164.17500674738176,287.246296961211
12,2,1.0,13,1,2,100.0,-1.9155421661265173,112.98715613036926
12,2,1.0,13,1,2,200.0,-3.511672475225894,95.20595221263615
12,2,1.0,14,1,1,20.0,535.2203697810302,453.31921079190056
12,2,1.0,14,1,1,50.0,204.5304561182831,126.16059854357476
12,2,1.0,14,1,1,100.0,164.83601967901456,91.808888758079
12,2,1.0,14,1,1,200.0,140.79465189967794,78.78747734388574
12,2,1.0,15,1,0,20.0,-3396.800191476743,-3308.89426773355
12,2,1.0,15,1,0,50.0,116.7430182930812,202.8165863151678
12,2,1.0,15,1,0,100.0,-56.30544596953686,23.809127018449633
12,2,1.0,15,1,0,200.0,-36.00546328106243,33.00943445582123
12,2,1.0,16,2,0,20.0,-4933.823544412188,-5013.301388241987
12,2,1.0,16,2,0,50.0,222.76652209852722,144.67614087163386
12,2,1.0,16,2,0,100.0,57.87218194623397,-14.610191476885342
12,2,1.0,16,2,0,200.0,39.37976355065744,-22.719841747428067
12,2,1.0,17,2,1,20.0,nan,nan
12,2,1.0,17,2,1,50.0,12.823809318030737,140.86395421755847
12,2,1.0,17,2,1,100.0,-142.99020930689653,-23.78624130202757
12,2,1.0,17,2,1,200.0,-112.05411093647686,-10.335675935738616
12,2,1.0,18,2,2,20.0,-6475.070892092538,-6464.092242021157
12,2,1.0,18,2,2,50.0,111.47013924316023,122.33051488510588
12,2,1.0,18,2,2,100.0,-7.510706903961434,2.606539675032091
12,2,1.0,18,2,2,200.0,-9.963806336750963,-1.3549965453413728
12,2,1.0,19,2,3,20.0,-4146.680123029154,-3834.289766297668
12,2,1.0,19,2,3,50.0,-105.59000241926677,199.4960995902237
12,2,1.0,19,2,3,100.0,-280.38187725468947,2.701138126837527
12,2,1.0,19,2,3,200.0,-214.8106423010112,25.936812697821754
12,2,1.0,20,2,4,20.0,-5111.556795696062,-5290.286153999957
12,2,1.0,20,2,4,50.0,340.94965318487203,164.60037075821975
12,2,1.0,20,2,4,100.0,170.0379479249702,5.993438628832143
12,2,1.0,20,2,4,200.0,152.13325762526551,11.727713667879678
12,2,1.0,21,2,5,20.0,-4971.591253739454,-5007.412587847917
12,2,1.0,21,2,5,50.0,195.5891666309736,160.3168755354258
12,2,1.0,21,2,5,100.0,76.82750660570329,44.22505683416433
12,2,1.0,21,2,5,200.0,64.6703729449639,36.889280516757864
12,2,1.0,22,2,6,20.0,nan,nan
12,2,1.0,22,2,6,50.0,84.86264557596195,178.39185223262928
12,2,1.0,22,2,6,100.0,-90.84403970445953,-3.9092794618939
12,2,1.0,22,2,6,200.0,-27.440678094105937,46.56214370085455
12,2,1.0,23,2,7,20.0,nan,nan
12,2,1.0,23,2,7,50.0,275.3703967721359,216.0257603782673
12,2,1.0,23,2,7,100.0,134.84028180211894,79.35195010970266
12,2,1.0,23,2,7,200.0,125.72657500439762,78.31492159716066
12,2,1.0,24,3,7,20.0,-3463.4183880674573,-3378.891447409756
12,2,1.0,24,3,7,50.0,152.34754972290833,234.64606565888587
12,2,1.0,24,3,7,100.0,35.64144086653938,112.1022209757393
12,2,1.0,24,3,7,200.0,37.65555416109657,102.54933631588193
12,2,1.0,25,3,6,20.0,-5277.46827727061,-4961.316639285952
12,2,1.0,25,3,6,50.0,-109.6330958098888,201.50243484954734
12,2,1.0,25,3,6,100.0,-235.39971493101464,53.90808451901625
12,2,1.0,25,3,6,200.0,-219.41955375455547,25.372277573105066
12,2,1.0,26,3,5,20.0,-4389.166928920007,-4180.931980442823
12,2,1.0,26,3,5,50.0,-21.694360617546277,182.6139862974963
12,2,1.0,26,3,5,100.0,-149.20873545834667,41.074373394825805
12,2,1.0,26,3,5,200.0,-112.56619314954271,49.13812751472362
12,2,1.0,27,3,4,20.0,-5560.573718925674,-5274.272575471069
12,2,1.0,27,3,4,50.0,-35.64963144873192,246.7325924392827
12,2,1.0,27,3,4,100.0,-142.78947673088075,120.79667301360818
12,2,1.0,27,3,4,200.0,-124.5625112908195,102.2198318865225
12,2,1.0,28,3,3,20.0,-3463.286118705211,-3274.4685379333596
12,2,1.0,28,3,3,50.0,17.83665319117241,202.40027829654468
12,2,1.0,28,3,3,100.0,-162.05197171400704,10.514521261894943
12,2,1.0,28,3,3,200.0,-115.36280536236603,31.757953685032767
12,2,1.0,29,3,2,20.0,nan,nan
12,2,1.0,29,3,2,50.0,96.64169024087539,214.88141219825184
12,2,1.0,29,3,2,100.0,-35.580306398122914,74.54233284479776
12,2,1.0,29,3,2,200.0,-58.782242875381286,35.71818036849869
12,2,1.0,30,3,1,20.0,nan,nan
12,2,1.0,30,3,1,50.0,65.56882885215678,250.63033550461284
12,2,1.0,30,3,1,100.0,-71.15501107310627,100.83802101403519
12,2,1.0,30,3,1,200.0,-41.314306306027305,105.79842209994646
12,2,1.0,31,3,0,20.0,-2413.3401258478148,-2445.5218230967866
12,2,1.0,31,3,0,50.0,298.61066722348204,267.30298525112363
12,2,1.0,31,3,0,100.0,162.6658054677358,133.66362143167524
12,2,1.0,31,3,0,200.0,90.25796870591316,65.90269428032374
12,2,1.0,32,4,0,20.0,-3115.994756744544,-3112.6969539709557
12,2,1.0,32,4,0,50.0,187.77154907878318,190.98292487562443
12,2,1.0,32,4,0,100.0,82.31982893764933,85.22534785539449
12,2,1.0,32,4,0,200.0,83.87995254525055,86.2316957889727
12,2,1.0,33,4,1,20.0,-4692.594892262892,-4500.622116633834
12,2,1.0,33,4,1,50.0,52.60153593679993,241.24606931125803
12,2,1.0,33,4,1,100.0,-45.284559611569435,129.52199270714016
12,2,1.0,33,4,1,200.0,-27.046546899105273,121.15941473684546
12,2,1.0,34,4,2,20.0,-2848.379422518788,-2531.389592343413
12,2,1.0,34,4,2,50.0,-22.530828612126303,285.2566738871784
12,2,1.0,34,4,2,100.0,-105.24560446816021,180.909031603483
12,2,1.0,34,4,2,200.0,-97.89619377770839,147.88550403618763
12,2,1.0,35,4,3,20.0,-3202.897208911534,-3073.688842738676
12,2,1.0,35,4,3,50.0,116.01035965484908,241.6152340012322
12,2,1.0,35,4,3,100.0,-9.39424451487969,106.91327452010619
12,2,1.0,35,4,3,200.0,-6.277995770149634,92.0580125649116
12,2,1.0,36,4,4,20.0,nan,nan
12,2,1.0,36,4,4,50.0,-99.12987108823907,269.69120641608765
12,2,1.0,36,4,4,100.0,-238.92297220662513,104.97204195273159
12,2,1.0,36,4,4,200.0,-191.62760399513664,104.95420730723663
12,2,1.0,37,4,5,20.0,nan,nan
12,2,1.0,37,4,5,50.0,342.9489146459483,259.92761103200337
12,2,1.0,37,4,5,100.0,242.32133760211335,165.01287488392356
12,2,1.0,37,4,5,200.0,175.80427605455318,109.04725844840947
12,2,1.0,38,4,6,20.0,nan,nan
12,2,1.0,38,4,6,50.0,329.36580154062074,379.9096897305608
12,2,1.0,38,4,6,100.0,209.51888084443766,256.761774379886
12,2,1.0,38,4,6,200.0,169.67762604789914,210.24427965166984
12,2,1.0,39,4,7,20.0,nan,nan
12,2,1.0,39,4,7,50.0,197.08481074591015,246.49625220701978
12,2,1.0,39,4,7,100.0,69.44168237564209,115.43542891635519
12,2,1.0,39,4,7,200.0,48.82927291234253,88.24058776320977
12,2,1.0,40,5,7,20.0,-3092.0963101786,-3377.7343156551688
12,2,1.0,40,5,7,50.0,571.3759420630813,292.3305428231844
12,2,1.0,40,5,7,100.0,418.43284252082947,158.23521072450185
12,2,1.0,40,5,7,200.0,346.7113873935296,124.81707603589494
12,2,1.0,41,5,6,20.0,-4542.054122624596,-4339.639746914052
12,2,1.0,41,5,6,50.0,114.5068919899987,312.8779875596997
12,2,1.0,41,5,6,100.0,11.597939158487257,196.38251969658214
12,2,1.0,41,5,6,200.0,-3.0530151365173657,154.83808491104304
12,2,1.0,42,5,5,20.0,-2580.6367104213296,-2056.03249673813
12,2,1.0,42,5,5,50.0,-222.4099577902934,288.4685937666437
12,2,1.0,42,5,5,100.0,-342.59455299800277,132.26653262860833
12,2,1.0,42,5,5,200.0,-316.1891339035874,87.25986933766575
12,2,1.0,43,5,4,20.0,-3109.0590902791723,-2831.493920399944
12,2,1.0,43,5,4,50.0,-13.387294262336432,256.819206927091
12,2,1.0,43,5,4,100.0,-129.2180451030233,123.23347176193195
12,2,1.0,43,5,4,200.0,-116.83251043610933,97.10883405630788
12,2,1.0,44,5,3,20.0,-2327.1513569517583,-2147.6268708790617
12,2,1.0,44,5,3,50.0,49.09409784824328,223.50708236905126
12,2,1.0,44,5,3,100.0,-56.30178743104567,106.35004893229703
12,2,1.0,44,5,3,200.0,-19.15250798373483,119.50939823402781
12,2,1.0,45,5,2,20.0,-4136.93382713211,-3994.777817014509
12,2,1.0,45,5,2,50.0,83.21837852357619,222.54164187409307
12,2,1.0,45,5,2,100.0,-69.78991614145265,59.63599895023037
12,2,1.0,45,5,2,200.0,-59.3237303023352,51.22490575547694
12,2,1.0,46,5,1,20.0,-2844.475278021159,-2715.864368226856
12,2,1.0,46,5,1,50.0,106.5753493514604,231.76227831297018
12,2,1.0,46,5,1,100.0,-21.842232226027924,95.12681876811027
12,2,1.0,46,5,1,200.0,-42.771341668391116,56.60922264585004
12,2,1.0,47,5,0,20.0,-2900.9177195328075,-2680.319857395782
12,2,1.0,47,5,0,50.0,23.98916366984189,238.91927166312257
12,2,1.0,47,5,0,100.0,-97.80234201442683,103.05643889339365
12,2,1.0,47,5,0,200.0,-91.17720746908167,80.75677141641157
12,2,1.0,48,6,0,20.0,nan,nan
12,2,1.0,48,6,0,50.0,182.90152625071147,281.1800854956882
12,2,1.0,48,6,0,100.0,56.210749128770836,147.61991747966735
12,2,1.0,48,6,0,200.0,45.431169658796236,123.21688429444231
12,2,1.0,49,6,1,20.0,-4860.485896504196,-4833.663043950598
12,2,1.0,49,6,1,50.0,128.37457659207146,154.706632349141
12,2,1.0,49,6,1,100.0,-19.85390750256581,4.610380578340809
12,2,1.0,49,6,1,200.0,-14.815961602197408,6.053490249852186
12,2,1.0,50,6,2,20.0,-3190.149938759794,-3003.7046337137376
12,2,1.0,50,6,2,50.0,73.03718617330324,254.48074816459342
12,2,1.0,50,6,2,100.0,-47.994291149634435,120.56432375096576
12,2,1.0,50,6,2,200.0,-34.726746123271575,109.55560820392895
12,2,1.0,51,6,3,20.0,-2173.7284962806852,-2237.710413582722
12,2,1.0,51,6,3,50.0,297.8621881222499,235.7980216247413
12,2,1.0,51,6,3,100.0,150.04910292984795,92.3656913791562
12,2,1.0,51,6,3,200.0,96.59655547330281,47.83295573074728
12,2,1.0,52,6,4,20.0,-4048.9772441165433,-4016.9217119584596
12,2,1.0,52,6,4,50.0,238.85975436407972,270.3591949564549
12,2,1.0,52,6,4,100.0,77.85249940780257,107.27982013626405
12,2,1.0,52,6,4,200.0,24.581832200566712,49.92484740132624
12,2,1.0,53,6,5,20.0,nan,nan
12,2,1.0,53,6,5,50.0,-11.29368206760737,230.20929225907247
12,2,1.0,53,6,5,100.0,-190.78681158566596,33.87665968275764
12,2,1.0,53,6,5,200.0,-134.97655376369627,54.3691662280798
12,2,1.0,54,6,6,20.0,nan,nan
12,2,1.0,54,6,6,50.0,-128.74526582482721,156.12037097859857
12,2,1.0,54,6,6,100.0,-244.61230126680334,20.802804433384303
12,2,1.0,54,6,6,200.0,-189.9818289903135,37.29286731971668
12,2,1.0,55,6,7,20.0,-3105.453563402979,-3130.028612576188
12,2,1.0,55,6,7,50.0,165.1399383142545,141.17175774960384
12,2,1.0,55,6,7,100.0,17.75515261551392,-4.462215831147027
12,2,1.0,55,6,7,200.0,38.028192677964796,19.179664616608594
12,2,1.0,56,7,7,20.0,nan,nan
12,2,1.0,56,7,7,50.0,56.94286551020303,184.5054564624019
12,2,1.0,56,7,7,100.0,-76.63176705940519,41.72452728969695
12,2,1.0,56,7,7,200.0,-48.28191209072992,52.32192353013673
12,2,1.0,57,7,6,20.0,-4332.922039359382,-4363.569039533442
12,2,1.0,57,7,6,50.0,168.71526935515158,138.58180554206265
12,2,1.0,57,7,6,100.0,31.707986409068905,3.550341631574718
12,2,1.0,57,7,6,200.0,56.96998352326809,32.80639387633779
12,2,1.0,58,7,5,20.0,nan,nan
12,2,1.0,58,7,5,50.0,114.78860410119918,112.97568209270585
12,2,1.0,58,7,5,100.0,-17.21384807455954,-18.873108262569755
12,2,1.0,58,7,5,200.0,-14.820936538531885,-16.155445027144815
12,2,1.0,59,7,4,20.0,nan,nan
12,2,1.0,59,7,4,50.0,78.31473214226484,91.60709535660206
12,2,1.0,59,7,4,100.0,-68.91864452323199,-56.5530372766516
12,2,1.0,59,7,4,200.0,-21.62975823986854,-11.02667491033129
12,2,1.0,60,7,3,20.0,-3903.7467987690975,-4121.015117005494
12,2,1.0,60,7,3,50.0,317.4942049655424,104.12283844799315
12,2,1.0,60,7,3,100.0,155.799010923668,-43.19189457344268
12,2,1.0,60,7,3,200.0,126.77474464365193,-42.5277722848932
12,2,1.0,61,7,2,20.0,-3104.9781209938606,-3206.902981216749
12,2,1.0,61,7,2,50.0,181.97365338958053,82.3174276150527
12,2,1.0,61,7,2,100.0,-1.7945208026662862,-94.53684121206119
12,2,1.0,61,7,2,200.0,-18.99089122215279,-98.15615178740467
12,2,1.0,62,7,1,20.0,-3818.4015772015264,-4088.7131442739546
12,2,1.0,62,7,1,50.0,293.4122892992864,28.05302433952985
12,2,1.0,62,7,1,100.0,119.35635139292225,-127.04952466782898
12,2,1.0,62,7,1,200.0,88.63834095033029,-120.34207663018006
12,2,1.0,63,7,0,20.0,-4319.465195576274,-4351.068636731531
12,2,1.0,63,7,0,50.0,64.26367718480796,33.30451677219854
12,2,1.0,63,7,0,100.0,-100.34405971494269,-128.90376656923686
12,2,1.0,63,7,0,200.0,-57.92193189218145,-81.7171608404451
13,3,4.0,0,0,0,20.0,-3648.0181449926454,-3581.701673117093
13,3,4.0,0,0,0,50.0,177.95253709719083,242.61004553825035
13,3,4.0,0,0,0,100.0,25.573506582543047,86.08745965250277
13,3,4.0,0,0,0,200.0,16.195377576374874,67.76853493719268
13,3,4.0,1,0,1,20.0,-3154.260334200956,-2775.3445322851553
13,3,4.0,1,0,1,50.0,-129.4805747175136,241.22056452102336
13,3,4.0,1,0,1,100.0,-238.7819924651233,104.76388794342249
13,3,4.0,1,0,1,200.0,-211.84003984608475,79.87557779580055
13,3,4.0,2,0,2,20.0,-2877.6999269534253,-2592.0996609929853
13,3,4.0,2,0,2,50.0,-14.415247776342145,263.3247368454572
13,3,4.0,2,0,2,100.0,-149.753411599478,108.36025044343793
13,3,4.0,2,0,2,200.0,-135.28519806528936,83.68134148314279
13,3,4.0,3,0,3,20.0,-3296.4634958029383,-3086.5865340946207
13,3,4.0,3,0,3,50.0,54.86254689099984,259.51385972828683
13,3,4.0,3,0,3,100.0,-82.7761636483475,108.19163197693412
13,3,4.0,3,0,3,200.0,-56.709403302732426,105.45345266330312
13,3,4.0,4,0,4,20.0,-2179.746388378976,-2017.0270669385611
13,3,4.0,4,0,4,50.0,74.98979944488002,232.89889398934622
13,3,4.0,4,0,4,100.0,-36.13628461676607,111.27721272433045
13,3,4.0,4,0,4,200.0,-36.5864512768086,88.29945456512431
13,3,4.0,5,0,5,20.0,-2796.784863889847,-2712.4289540485925
13,3,4.0,5,0,5,50.0,211.04976402962947,293.4901689337845
13,3,4.0,5,0,5,100.0,53.93700594332417,130.89869014980184
13,3,4.0,5,0,5,200.0,23.53129440527407,88.66213392946555
13,3,4.0,6,0,6,20.0,nan,nan
13,3,4.0,6,0,6,50.0,137.38419194221473,264.3362605677695
13,3,4.0,6,0,6,100.0,-29.442610669374254,89.09633895248716
13,3,4.0,6,0,6,200.0,-41.67888774556138,59.04845339129334
13,3,4.0,7,0,7,20.0,-3102.00857814117,-2980.565864873881
13,3,4.0,7,0,7,50.0,181.26705312880054,299.91656540762426
13,3,4.0,7,0,7,100.0,39.73320149918864,150.412972625593
13,3,4.0,7,0,7,200.0,17.87360139773728,112.7535596897197
13,3,4.0,8,1,7,20.0,-4005.8890374412954,-3810.396392404872
13,3,4.0,8,1,7,50.0,122.34013874320578,313.41302692456304
13,3,4.0,8,1,7,100.0,-64.07395562468119,113.41755726046964
13,3,4.0,8,1,7,200.0,-52.913898730131564,98.60307802609307
13,3,4.0,9,1,6,20.0,-1906.6852651514873,-1833.000589189614
13,3,4.0,9,1,6,50.0,235.02105262052427,306.5881570775852
13,3,4.0,9,1,6,100.0,56.90009950146197,123.55281169054113
13,3,4.0,9,1,6,200.0,34.35452615205764,91.20612762745958
13,3,4.0,10,1,5,20.0,-3167.77200374294,-3095.710202443471
13,3,4.0,10,1,5,50.0,192.80747686459702,263.0284697099781
13,3,4.0,10,1,5,100.0,6.3590846032589825,71.85017439960995
13,3,4.0,10,1,5,200.0,17.004476953961163,72.44283338837513
13,3,4.0,11,1,4,20.0,-2007.4134437716605,-1950.6990849579684
13,3,4.0,11,1,4,50.0,192.96422214662405,247.9535173489044
13,3,4.0,11,1,4,100.0,75.30047818652686,126.53094805265323
13,3,4.0,11,1,4,200.0,34.3153643309647,78.09785026509913
13,3,4.0,12,1,3,20.0,-3837.0029410679153,-3779.270570892514
13,3,4.0,12,1,3,50.0,245.06599715847616,301.7914481050501
13,3,4.0,12,1,3,100.0,54.22971667439393,107.12916103306095
13,3,4.0,12,1,3,200.0,34.862860623412026,80.03396940265058
13,3,4.0,13,1,2,20.0,-3906.9879246225078,-3826.094559615877
13,3,4.0,13,1,2,50.0,211.38310054614573,290.68563975019487
13,3,4.0,13,1,2,100.0,52.14899702194629,126.28575285654198
13,3,4.0,13,1,2,200.0,30.484637746139178,93.68364673769788
13,3,4.0,14,1,1,20.0,-2216.9764632270017,-2260.1939774567923
13,3,4.0,14,1,1,50.0,176.76986443218487,134.68400011782654
13,3,4.0,14,1,1,100.0,121.44341283275982,82.47070579207087
13,3,4.0,14,1,1,200.0,104.19566734994422,71.20650583036553
13,3,4.0,15,1,0,20.0,-2485.0845303930214,-2361.995006968669
13,3,4.0,15,1,0,50.0,176.84453137023996,296.80042879907614
13,3,4.0,15,1,0,100.0,16.72860723537404,128.51308805865287
13,3,4.0,15,1,0,200.0,4.6359479979749345,99.79849814548263
13,3,4.0,16,2,0,20.0,-3253.909661404259,-3258.5365248461067
13,3,4.0,16,2,0,50.0,271.86317587338556,267.35536672740517
13,3,4.0,16,2,0,100.0,64.91115818783639,60.72409940214768
13,3,4.0,16,2,0,200.0,65.38149486523582,61.8683852232659
13,3,4.0,17,2,1,20.0,-3752.2609348616675,-3467.645498358313
13,3,4.0,17,2,1,50.0,-49.62338723651109,228.87350225503337
13,3,4.0,17,2,1,100.0,-172.7570463066911,85.62263640941592
13,3,4.0,17,2,1,200.0,-156.7833881304894,63.78916407132801
13,3,4.0,18,2,2,20.0,-3735.466292177032,-3551.0051302746383
13,3,4.0,18,2,2,50.0,112.11074736916359,291.9933058901818
13,3,4.0,18,2,2,100.0,-42.93012390296672,123.9869543546592
13,3,4.0,18,2,2,200.0,-44.90556211896488,96.64656752813758
13,3,4.0,19,2,3,20.0,nan,nan
13,3,4.0,19,2,3,50.0,106.01847699550174,260.1984357361538
13,3,4.0,19,2,3,100.0,-57.99705594377759,85.59195583045711
13,3,4.0,19,2,3,200.0,-44.066967770515035,77.60240880195695
13,3,4.0,20,2,4,20.0,-4399.607313518795,-4302.569126715125
13,3,4.0,20,2,4,50.0,199.6903423365815,294.741649704573
13,3,4.0,20,2,4,100.0,28.09157412169711,116.71253919518033
13,3,4.0,20,2,4,200.0,29.062199276585847,103.85974624748593
13,3,4.0,21,2,5,20.0,-3336.9035438406995,-3190.277599516694
13,3,4.0,21,2,5,50.0,131.03878798239373,274.410091481005
13,3,4.0,21,2,5,100.0,-10.381133109286516,122.56679275846592
13,3,4.0,21,2,5,200.0,-20.73779715636474,93.10133932638601
13,3,4.0,22,2,6,20.0,-5202.4852170099275,-5144.61894312533
13,3,4.0,22,2,6,50.0,216.1378497597012,273.12281670142704
13,3,4.0,22,2,6,100.0,54.78268717370631,107.98223078961976
13,3,4.0,22,2,6,200.0,32.93969015627788,78.05694282647907
13,3,4.0,23,2,7,20.0,-2222.2827876058445,-2138.618192342418
13,3,4.0,23,2,7,50.0,189.07679916467447,270.4919570552658
13,3,4.0,23,2,7,100.0,37.53610190486898,113.52999035777002
13,3,4.0,23,2,7,200.0,11.546216780136579,76.44783376228146
13,3,4.0,24,3,7,20.0,-2988.134739262426,-3046.3728382421937
13,3,4.0,24,3,7,50.0,299.66782930926774,242.83990044487726
13,3,4.0,24,3,7,100.0,169.74363579934527,117.00880633065941
13,3,4.0,24,3,7,200.0,123.67560926694549,79.42091905346894
13,3,4.0,25,3,6,20.0,-3543.810334019653,-3510.423641628042
13,3,4.0,25,3,6,50.0,207.5991552301538,240.14269092875983
13,3,4.0,25,3,6,100.0,64.92587026590098,95.23657043269706
13,3,4.0,25,3,6,200.0,43.41282417470607,69.1273977343544
13,3,4.0,26,3,5,20.0,-2620.3511612506645,-2549.214260414683
13,3,4.0,26,3,5,50.0,237.15166815038884,306.1386117650792
13,3,4.0,26,3,5,100.0,18.778626873999322,83.06324006303403
13,3,4.0,26,3,5,200.0,40.22343018964162,94.80242776857399
13,3,4.0,27,3,4,20.0,nan,nan
13,3,4.0,27,3,4,50.0,236.5807973368328,305.1323885493055
