acquisition_order,block,nominal_speed_um_per_s,point_index,row,column,distance_nm,force_linear_drift_corrected_pN,force_far_constant_referenced_pN
1,1,2.0,36,4,4,20.0,-778.8242811617364,-675.2949456454672
1,1,2.0,36,4,4,50.0,114.66833396053504,214.3910841649303
1,1,2.0,36,4,4,100.0,-13.715368476448507,79.07364233751558
1,1,2.0,36,4,4,200.0,26.587261186314795,105.13679416741253
1,1,2.0,37,4,5,20.0,nan,nan
1,1,2.0,37,4,5,50.0,76.67029804113398,146.2342403553597
1,1,2.0,37,4,5,100.0,0.5994771161076355,65.3114695462619
1,1,2.0,37,4,5,200.0,-64.5216624108979,-9.61923452980981
1,1,2.0,38,4,6,20.0,-918.6853434839607,-742.555317903846
1,1,2.0,38,4,6,50.0,33.632278416674446,203.45645099148913
1,1,2.0,38,4,6,100.0,-8.161855942654704,150.88546601341955
1,1,2.0,38,4,6,200.0,1.8113462000445923,137.8742814588801
1,1,2.0,39,4,7,20.0,134.8515756949096,317.0093894245835
1,1,2.0,39,4,7,50.0,76.1715548553192,251.67247744698548
1,1,2.0,39,4,7,100.0,-11.432668119155016,151.6950716164467
1,1,2.0,39,4,7,200.0,-5.541624811500312,133.76707484732964
1,1,2.0,40,5,7,20.0,nan,nan
1,1,2.0,40,5,7,50.0,187.29658720816047,140.37231664733068
1,1,2.0,40,5,7,100.0,120.67177012718282,77.08389454567974
1,1,2.0,40,5,7,200.0,73.778480047617,36.80378646440045
1,1,2.0,41,5,6,20.0,482.91796950481495,332.0460534208447
1,1,2.0,41,5,6,50.0,355.658745704163,210.5162891749208
1,1,2.0,41,5,6,100.0,218.8474728313457,84.0568044220469
1,1,2.0,41,5,6,200.0,182.09505401355693,66.50427059183637
1,1,2.0,42,5,5,20.0,-103.48119120806,132.76845941738713
1,1,2.0,42,5,5,50.0,-20.296929165578,207.2596579639111
1,1,2.0,42,5,5,100.0,-111.75270631993081,99.60948831856483
1,1,2.0,42,5,5,200.0,-116.41152811475789,64.86186187485492
1,1,2.0,43,5,4,20.0,-1113.3859711109187,-1020.3344113342625
1,1,2.0,43,5,4,50.0,39.52573401588253,129.83098105828856
1,1,2.0,43,5,4,100.0,-41.13167132273386,42.74740033186632
1,1,2.0,43,5,4,200.0,-52.57864539202799,19.376282229355127
1,1,2.0,44,5,3,20.0,nan,nan
1,1,2.0,44,5,3,50.0,126.49953094345214,233.53744912876252
1,1,2.0,44,5,3,100.0,8.153351711479662,107.90559170111129
1,1,2.0,44,5,3,200.0,-28.754071961026728,56.249099996430324
1,1,2.0,45,5,2,20.0,nan,nan
1,1,2.0,45,5,2,50.0,186.14167313644845,202.69523589511743
1,1,2.0,45,5,2,100.0,65.65109127118731,80.91516302325412
1,1,2.0,45,5,2,200.0,61.160283600735994,73.96251978949645
1,1,2.0,46,5,1,20.0,nan,nan
1,1,2.0,46,5,1,50.0,99.3569840393867,233.38672766665468
1,1,2.0,46,5,1,100.0,7.054823877316734,132.0353058261729
1,1,2.0,46,5,1,200.0,-37.507766181750576,68.30238948294931
1,1,2.0,47,5,0,20.0,-611.012357655095,-470.1962730136984
1,1,2.0,47,5,0,50.0,18.456068223006977,154.67333269636583
1,1,2.0,47,5,0,100.0,-73.03096329182716,53.46496217324968
1,1,2.0,47,5,0,200.0,-76.93095711650581,31.370954349566112
1,1,2.0,48,6,0,20.0,-256.7707546546786,-356.92681814152405
1,1,2.0,48,6,0,50.0,325.3731871102483,228.59768883885684
1,1,2.0,48,6,0,100.0,194.5401077741081,104.97852727836701
1,1,2.0,48,6,0,200.0,167.2548982462038,90.96598350227295
1,1,2.0,49,6,1,20.0,578.8950443081955,794.1556865982245
1,1,2.0,49,6,1,50.0,-48.48327558859574,158.28759220077723
1,1,2.0,49,6,1,100.0,-78.12817683048581,115.00889403807331
1,1,2.0,49,6,1,200.0,-102.3133671237803,61.71261269022347
1,1,2.0,50,6,2,20.0,-381.56363532768063,-54.1111874574032
1,1,2.0,50,6,2,50.0,-73.87986619914696,241.8106044359735
1,1,2.0,50,6,2,100.0,-154.87937444371968,138.56397089656522
1,1,2.0,50,6,2,200.0,-167.37126870869284,83.94954711347565
1,1,2.0,51,6,3,20.0,nan,nan
1,1,2.0,51,6,3,50.0,194.59677574853765,179.38042787961172
1,1,2.0,51,6,3,100.0,64.57395851553824,50.20577424732591
1,1,2.0,51,6,3,200.0,72.28360703393076,59.58748372577164
1,1,2.0,52,6,4,20.0,-721.306129273437,-736.417518420748
1,1,2.0,52,6,4,50.0,161.07026924053713,146.4488173314057
1,1,2.0,52,6,4,100.0,58.69030558762029,44.94923074373011
1,1,2.0,52,6,4,200.0,29.37116121269895,17.38921587023288
1,1,2.0,53,6,5,20.0,nan,nan
1,1,2.0,53,6,5,50.0,209.46475195385264,266.22386448085723
1,1,2.0,53,6,5,100.0,94.99527335565624,147.7489380444599
1,1,2.0,53,6,5,200.0,55.05440938494293,100.12806493374308
1,1,2.0,54,6,6,20.0,623.9214971097058,775.1190732989841
1,1,2.0,54,6,6,50.0,-0.285739472177708,144.75028560413176
1,1,2.0,54,6,6,100.0,-61.643402475296796,73.60495385498831
1,1,2.0,54,6,6,200.0,-41.768568248026185,73.9294072134231
1,1,2.0,55,6,7,20.0,nan,nan
1,1,2.0,55,6,7,50.0,182.66875225819692,275.98864468404327
1,1,2.0,55,6,7,100.0,28.358774659321757,115.72153155108401
