source,acquisition_order,block,map_start_time,fixed_pixel_time,nominal_speed_um_per_s,physical_row_zero_based,physical_column_zero_based,point_index_in_archive,distance_nm,force_linear_drift_corrected_pN,force_far_constant_referenced_pN,force_local_map_InvOLS_pN,force_contact_40nm_pN,force_contact_60nm_pN,force_k_only_uncertainty_pN,raw_samples_in_bin
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.27.52.284.jpk-force-map,21,4,2026-09-08T16:27:52.033000+02:00,2026-09-08T16:28:06.633000+02:00,4.0,3,3,28,50.0,230.5645298783587,272.76007497818796,229.9619098773154,230.39056769789954,230.74592261002974,5.309051674830628,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.27.52.284.jpk-force-map,21,4,2026-09-08T16:27:52.033000+02:00,2026-09-08T16:28:06.633000+02:00,4.0,3,3,28,100.0,104.74416345245217,143.92521499382008,104.47039659021063,104.66513341659117,106.63661558853141,2.4118721847604117,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.27.52.284.jpk-force-map,21,4,2026-09-08T16:27:52.033000+02:00,2026-09-08T16:28:06.633000+02:00,4.0,3,3,28,200.0,87.7883357316205,121.25388847085135,87.55888583749287,86.60017204885636,91.07514718949817,2.02144194118863,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.28.41.781.jpk-force-map,22,4,2026-09-08T16:28:41.530000+02:00,2026-09-08T16:28:56.128000+02:00,4.0,3,3,28,20.0,1267.5025380049926,1324.9558934131326,1265.270185660478,1205.7615964387192,1207.6213657445278,29.18591370406233,7
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.28.41.781.jpk-force-map,22,4,2026-09-08T16:28:41.530000+02:00,2026-09-08T16:28:56.128000+02:00,4.0,3,3,28,50.0,196.0683260467075,250.83468562100566,195.72300635368003,195.12108486847885,195.4220400536716,4.514731191864976,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.28.41.781.jpk-force-map,22,4,2026-09-08T16:28:41.530000+02:00,2026-09-08T16:28:56.128000+02:00,4.0,3,3,28,100.0,59.590576299039995,110.61309043578035,59.48562411257612,59.91746957652582,60.00988641176862,1.372151427938421,6
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.28.41.781.jpk-force-map,22,4,2026-09-08T16:28:41.530000+02:00,2026-09-08T16:28:56.128000+02:00,4.0,3,3,28,200.0,49.43060869020817,92.6774235219217,49.34355045411655,54.85365271753574,54.938259110654315,1.1382048053666354,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.29.38.863.jpk-force-map,23,4,2026-09-08T16:29:37.862000+02:00,2026-09-08T16:30:34.483000+02:00,1.0,3,3,28,20.0,1146.764786177476,1328.204792120496,1145.9997842360178,1145.899545965625,1147.6669839147366,26.40576810277083,7
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.29.38.863.jpk-force-map,23,4,2026-09-08T16:29:37.862000+02:00,2026-09-08T16:30:34.483000+02:00,1.0,3,3,28,50.0,79.46872844749835,252.58422692875635,79.41571519466711,79.40876886357475,79.53124912118183,1.8298720366200278,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.29.38.863.jpk-force-map,23,4,2026-09-08T16:29:37.862000+02:00,2026-09-08T16:30:34.483000+02:00,1.0,3,3,28,100.0,-40.96789221243035,119.92314953773875,-40.940562704707645,-40.9369817169528,-41.00012300648674,0.9433396233125408,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.29.38.863.jpk-force-map,23,4,2026-09-08T16:29:37.862000+02:00,2026-09-08T16:30:34.483000+02:00,1.0,3,3,28,200.0,-34.997163973390904,101.95418297110183,-34.97381751323805,-34.970758424549935,-35.02469739831633,0.8058557493872905,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.32.05.092.jpk-force-map,24,4,2026-09-08T16:32:04.592000+02:00,2026-09-08T16:32:33.198000+02:00,2.0,3,3,28,20.0,1250.865890219255,1298.7700192673801,1250.9511384322343,1385.0437935372931,1251.8499877337367,28.80283299846969,6
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.32.05.092.jpk-force-map,24,4,2026-09-08T16:32:04.592000+02:00,2026-09-08T16:32:33.198000+02:00,2.0,3,3,28,50.0,190.8823323808143,236.61274065759596,190.89534127157714,199.74919027496105,197.9131710597029,4.395316864031908,4
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.32.05.092.jpk-force-map,24,4,2026-09-08T16:32:04.592000+02:00,2026-09-08T16:32:33.198000+02:00,2.0,3,3,28,100.0,67.23878032584072,109.943854717404,67.24336274023902,58.1554864852455,67.29167929535681,1.5482613890818586,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.32.05.092.jpk-force-map,24,4,2026-09-08T16:32:04.592000+02:00,2026-09-08T16:32:33.198000+02:00,2.0,3,3,28,200.0,58.60749245140266,95.14982920233622,58.61148663178424,59.635379060934454,58.653600901638946,1.349514628815193,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.33.27.648.jpk-force-map,25,5,2026-09-08T16:33:26.647000+02:00,2026-09-08T16:34:23.270000+02:00,1.0,3,3,28,20.0,2173.7174460709534,1326.6532403213037,2174.149275689169,2121.118221534544,2124.389838887471,50.052704350318,8
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.33.27.648.jpk-force-map,25,5,2026-09-08T16:33:26.647000+02:00,2026-09-08T16:34:23.270000+02:00,1.0,3,3,28,50.0,1033.7337947381757,224.79959529625927,1033.9391557756578,1032.9538370185653,1034.5470672608274,23.8030807998922,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.33.27.648.jpk-force-map,25,5,2026-09-08T16:33:26.647000+02:00,2026-09-08T16:34:23.270000+02:00,1.0,3,3,28,100.0,815.0412075016045,61.194036075056125,815.2031231793304,811.79604448784,813.0481604704478,18.767396225365893,6
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.33.27.648.jpk-force-map,25,5,2026-09-08T16:33:26.647000+02:00,2026-09-08T16:34:23.270000+02:00,1.0,3,3,28,200.0,738.5881607405738,94.57001614703678,738.7348882943538,738.030891992551,739.1692324436985,17.006964227579,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.35.50.129.jpk-force-map,26,5,2026-09-08T16:35:49.878000+02:00,2026-09-08T16:36:04.477000+02:00,4.0,3,3,28,20.0,1215.5104552042762,1317.4771281372614,1217.7136578200584,1268.5328283236743,1162.4440587464296,27.98872758694057,6
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.35.50.129.jpk-force-map,26,5,2026-09-08T16:35:49.878000+02:00,2026-09-08T16:36:04.477000+02:00,4.0,3,3,28,50.0,145.45586746789394,243.26394096714358,145.7195169875785,145.34612023193083,146.90351924886255,3.3493127377475576,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.35.50.129.jpk-force-map,26,5,2026-09-08T16:35:49.878000+02:00,2026-09-08T16:36:04.477000+02:00,4.0,3,3,28,100.0,34.168809249490785,125.0137560075462,34.230742743846456,34.14302869875356,34.195690980392676,0.7867817919290641,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.35.50.129.jpk-force-map,26,5,2026-09-08T16:35:49.878000+02:00,2026-09-08T16:36:04.477000+02:00,4.0,3,3,28,200.0,51.48265879736828,129.3457040958985,51.57597492479782,52.622004675711345,51.52316190562117,1.1854559591499274,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.37.03.865.jpk-force-map,27,5,2026-09-08T16:37:03.364000+02:00,2026-09-08T16:37:31.969000+02:00,2.0,3,3,28,20.0,1226.484192515846,1294.3768347389,1268.4653542211277,1304.0136823781813,1227.449108143367,28.241412327667504,7
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.37.03.865.jpk-force-map,27,5,2026-09-08T16:37:03.364000+02:00,2026-09-08T16:37:31.969000+02:00,2.0,3,3,28,50.0,197.5573697977935,262.57387332654747,197.98254876140126,197.40831169751272,195.6624208121128,4.549018383501824,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.37.03.865.jpk-force-map,27,5,2026-09-08T16:37:03.364000+02:00,2026-09-08T16:37:31.969000+02:00,2.0,3,3,28,100.0,86.95155133066847,147.59815422345105,87.13868669553338,86.8859459165496,87.01995898828703,2.002173879324603,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.37.03.865.jpk-force-map,27,5,2026-09-08T16:37:03.364000+02:00,2026-09-08T16:37:31.969000+02:00,2.0,3,3,28,200.0,64.66020621906823,116.64107589539726,64.79936660318867,64.61141974497896,64.71107653915898,1.4888863274127553,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.38.22.628.jpk-force-map,28,5,2026-09-08T16:38:22.127000+02:00,2026-09-08T16:38:50.733000+02:00,2.0,3,3,28,20.0,1113.9886352473675,1284.5226318726338,1116.9665494676567,1078.4602222989079,1114.8650469040285,25.651054101090697,7
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.38.22.628.jpk-force-map,28,5,2026-09-08T16:38:22.127000+02:00,2026-09-08T16:38:50.733000+02:00,2.0,3,3,28,50.0,82.73647558960388,245.6445543462664,82.95764672133647,82.67405047284952,82.8015671079044,1.9051162142342999,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.38.22.628.jpk-force-map,28,5,2026-09-08T16:38:22.127000+02:00,2026-09-08T16:38:50.733000+02:00,2.0,3,3,28,100.0,-10.836560956114738,141.32497356772225,-10.865529248922392,-16.15978594692463,-10.845086436572577,0.24952607464737883,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.38.22.628.jpk-force-map,28,5,2026-09-08T16:38:22.127000+02:00,2026-09-08T16:38:50.733000+02:00,2.0,3,3,28,200.0,-14.510790877318597,114.55167858083013,-14.549581120893759,-16.354607512935523,-14.522206995822739,0.3341300530961519,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.39.43.669.jpk-force-map,29,5,2026-09-08T16:39:43.419000+02:00,2026-09-08T16:39:58.017000+02:00,4.0,3,3,28,20.0,1314.0397672258641,1438.8127691264488,1317.9295654252446,1313.0483171392557,1285.7436599072407,30.25749464006924,8
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.39.43.669.jpk-force-map,29,5,2026-09-08T16:39:43.419000+02:00,2026-09-08T16:39:58.017000+02:00,4.0,3,3,28,50.0,141.54056198099713,260.73478463791724,141.95954794844263,131.06571597405338,131.26787201910602,3.259157677194013,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.39.43.669.jpk-force-map,29,5,2026-09-08T16:39:43.419000+02:00,2026-09-08T16:39:58.017000+02:00,4.0,3,3,28,100.0,16.82407859029723,128.04814009776274,16.87388094197562,16.811384732324672,16.837314648657774,0.38739654648710725,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.39.43.669.jpk-force-map,29,5,2026-09-08T16:39:43.419000+02:00,2026-09-08T16:39:58.017000+02:00,4.0,3,3,28,200.0,9.558973218574376,104.56976468668093,9.587269528732506,10.096479819454876,10.112052651862543,0.22010793595401523,4
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.40.42.235.jpk-force-map,30,5,2026-09-08T16:40:41.235000+02:00,2026-09-08T16:41:37.850000+02:00,1.0,3,3,28,20.0,1117.0742980738787,1284.9440533210852,1121.3985090105602,1053.4123326911176,1117.953137323411,25.722105547753785,7
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.40.42.235.jpk-force-map,30,5,2026-09-08T16:40:41.235000+02:00,2026-09-08T16:41:37.850000+02:00,1.0,3,3,28,50.0,84.66363109490636,244.59218554424254,84.99136524844566,84.5997519289365,84.73023877010077,1.9494915054748174,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.40.42.235.jpk-force-map,30,5,2026-09-08T16:40:41.235000+02:00,2026-09-08T16:41:37.850000+02:00,1.0,3,3,28,100.0,-35.837395711967034,113.52238257192883,-35.97612279462131,-39.06787952933327,-35.86559017495575,0.8252031907360831,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.40.42.235.jpk-force-map,30,5,2026-09-08T16:40:41.235000+02:00,2026-09-08T16:41:37.850000+02:00,1.0,3,3,28,200.0,-11.89562431730937,115.57336680389149,-11.941672452926005,-11.88664900464851,-11.904982997896479,0.27391240204330786,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.43.14.548.jpk-force-map,31,6,2026-09-08T16:43:14.261000+02:00,2026-09-08T16:43:28.859000+02:00,4.0,3,3,28,20.0,1115.3392088612136,1329.5127076960869,1121.116620756932,1097.5062742355008,1116.216683058749,25.682152835620048,7
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.43.14.548.jpk-force-map,31,6,2026-09-08T16:43:14.261000+02:00,2026-09-08T16:43:28.859000+02:00,4.0,3,3,28,50.0,56.941366861084006,261.98133905558063,57.236320833515016,48.67593468981065,56.98616451528286,1.3111498948275921,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.43.14.548.jpk-force-map,31,6,2026-09-08T16:43:14.261000+02:00,2026-09-08T16:43:28.859000+02:00,4.0,3,3,28,100.0,-74.84653558194933,116.32946847043254,-75.23423760263412,-68.22879840020705,-74.90541982382507,1.7234399640580438,6
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.43.14.548.jpk-force-map,31,6,2026-09-08T16:43:14.261000+02:00,2026-09-08T16:43:28.859000+02:00,4.0,3,3,28,200.0,-63.71892589002586,98.82788186179408,-64.04898734352331,-63.670849617018064,-63.769055673789346,1.4672121093098058,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.44.14.124.jpk-force-map,32,6,2026-09-08T16:44:13.624000+02:00,2026-09-08T16:44:42.228000+02:00,2.0,3,3,28,20.0,1201.1439352858265,1350.9731490923841,1207.433231704614,1200.2376657128877,1202.0889148959448,27.657919562502585,7
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.44.14.124.jpk-force-map,32,6,2026-09-08T16:44:13.624000+02:00,2026-09-08T16:44:42.228000+02:00,2.0,3,3,28,50.0,107.30459664529138,250.4438823926178,107.86645305198427,107.9636842063863,107.38901671596145,2.4708295280165777,6
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.44.14.124.jpk-force-map,32,6,2026-09-08T16:44:13.624000+02:00,2026-09-08T16:44:42.228000+02:00,2.0,3,3,28,100.0,-15.201668673545491,118.12247393171486,-15.28126596204645,-15.190198932599376,-15.213628328433025,0.350038423404008,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.44.14.124.jpk-force-map,32,6,2026-09-08T16:44:13.624000+02:00,2026-09-08T16:44:42.228000+02:00,2.0,3,3,28,200.0,1.0458577630312973,114.9960481046057,1.0513339672482616,-4.011763866364432,1.0466805738802845,0.024082251122431186,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.45.32.335.jpk-force-map,33,6,2026-09-08T16:45:31.334000+02:00,2026-09-08T16:46:27.957000+02:00,1.0,3,3,28,20.0,1167.6536959139596,1285.2531040311371,1212.1776557742235,1242.4985734530771,1168.5723276465133,26.88676273486091,7
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.45.32.335.jpk-force-map,33,6,2026-09-08T16:45:31.334000+02:00,2026-09-08T16:46:27.957000+02:00,1.0,3,3,28,50.0,149.44856787605733,261.8024313705239,150.27077456551595,150.65430433662203,149.56614400099576,3.441249918198688,6
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.45.32.335.jpk-force-map,33,6,2026-09-08T16:45:31.334000+02:00,2026-09-08T16:46:27.957000+02:00,1.0,3,3,28,100.0,7.809187415293685,112.10222097573929,7.852150464209722,7.80329534129993,7.815331160986651,0.17981681548373615,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.45.32.335.jpk-force-map,33,6,2026-09-08T16:45:31.334000+02:00,2026-09-08T16:46:27.957000+02:00,1.0,3,3,28,200.0,4.571010952926481,93.64797744670923,4.596158840500763,4.567562100526271,4.574607118232943,0.10525354167922818,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.47.50.251.jpk-force-map,34,6,2026-09-08T16:47:49.250000+02:00,2026-09-08T16:48:45.876000+02:00,1.0,3,3,28,20.0,1089.847888836985,1321.9548089756931,1096.8651683775788,1089.0255927309408,1090.705308171027,25.09518165085163,7
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.47.50.251.jpk-force-map,34,6,2026-09-08T16:47:49.250000+02:00,2026-09-08T16:48:45.876000+02:00,1.0,3,3,28,50.0,34.19906786016104,255.89723058566318,34.419267781324876,34.173264479138965,34.22597339651144,0.787478536253708,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.47.50.251.jpk-force-map,34,6,2026-09-08T16:47:49.250000+02:00,2026-09-08T16:48:45.876000+02:00,1.0,3,3,28,100.0,-98.6787923906287,107.15217146728257,-99.31416240696392,-98.60433870992418,-87.7726817787178,2.2722090353105293,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.47.50.251.jpk-force-map,34,6,2026-09-08T16:47:49.250000+02:00,2026-09-08T16:48:45.876000+02:00,1.0,3,3,28,200.0,-74.91222373566306,100.7512797836725,-75.39456629038564,-74.85570205910258,-74.97115965657913,1.7249525202290836,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.50.17.571.jpk-force-map,35,6,2026-09-08T16:50:17.070000+02:00,2026-09-08T16:50:45.677000+02:00,2.0,3,3,28,20.0,989.9529353491553,1285.9990411969243,996.5475255440281,1074.8916078234035,1076.5495229744631,22.794968906066075,7
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.50.17.571.jpk-force-map,35,6,2026-09-08T16:50:17.070000+02:00,2026-09-08T16:50:45.677000+02:00,2.0,3,3,28,50.0,-33.67856191754975,249.11320581840556,-33.9029122944902,-24.947207429949483,-29.345372005783908,0.7754932020488429,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.50.17.571.jpk-force-map,35,6,2026-09-08T16:50:17.070000+02:00,2026-09-08T16:50:45.677000+02:00,2.0,3,3,28,100.0,-141.37530168511574,121.96914505767467,-142.3170759301318,-137.04265908001454,-141.4865263048654,3.255352341433586,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.50.17.571.jpk-force-map,35,6,2026-09-08T16:50:17.070000+02:00,2026-09-08T16:50:45.677000+02:00,2.0,3,3,28,200.0,-116.77783856760757,106.72563658900441,-117.55575634702686,-115.55447178772215,-116.8697115506184,2.6889633880699115,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.51.34.172.jpk-force-map,36,6,2026-09-08T16:51:33.921000+02:00,2026-09-08T16:51:48.519000+02:00,4.0,3,3,28,20.0,1350.5690082387353,1438.0057202383357,1357.8059593902803,1349.5499966429024,1267.0617220059141,31.0986284791814,7
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.51.34.172.jpk-force-map,36,6,2026-09-08T16:51:33.921000+02:00,2026-09-08T16:51:48.519000+02:00,4.0,3,3,28,50.0,194.46106353344416,278.0320211301635,195.50307264892382,194.31434161292788,191.16062364310173,4.477721857677991,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.51.34.172.jpk-force-map,36,6,2026-09-08T16:51:33.921000+02:00,2026-09-08T16:51:48.519000+02:00,4.0,3,3,28,100.0,40.74912173298584,118.60787561190878,40.96747370289708,40.718376301014125,40.78118041307961,0.938302145167437,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-16.51.34.172.jpk-force-map,36,6,2026-09-08T16:51:33.921000+02:00,2026-09-08T16:51:48.519000+02:00,4.0,3,3,28,200.0,26.679390351908083,93.15758705448795,26.8223504254415,26.659260608094545,26.70037990957249,0.614328067313673,5
