source,acquisition_order,block,map_start_time,fixed_pixel_time,nominal_speed_um_per_s,physical_row_zero_based,physical_column_zero_based,point_index_in_archive,distance_nm,force_linear_drift_corrected_pN,force_far_constant_referenced_pN,force_local_map_InvOLS_pN,force_contact_40nm_pN,force_contact_60nm_pN,force_k_only_uncertainty_pN,raw_samples_in_bin
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,225.0,58.741989331828144,54.70122737235578,57.07751924845152,58.69766818427755,58.788203595202965,1.352611596456569,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,230.0,41.3020897074509,37.31207386101644,40.1317838754395,41.27092705816214,41.334583425715834,0.9510349603689351,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,235.0,47.42276564109934,43.46777034851773,46.07902880858076,47.38698490883023,47.46007469729966,1.0919715772621557,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,240.0,70.72058065518424,66.80309444223452,68.71669396155131,70.66722159591956,70.7762188720304,1.6284344229812158,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,245.0,60.07731640337678,56.18773883850026,58.37500946790512,60.031987744353714,60.124581212667344,1.3833592592882809,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,250.0,71.71559662474039,67.8554632442584,69.68351588571254,71.66148682056385,71.77201765351718,1.6513459749117851,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,255.0,56.58518559153293,52.79067538394496,54.981829122834164,56.54249176402883,56.62970302616164,1.3029483524366134,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,260.0,71.11229980302588,67.33950570290023,69.09731364187262,71.05864518955289,71.16824619826491,1.6374542717802012,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,265.0,60.28333566873087,56.52996448352899,58.57519112190692,60.23785156706174,60.33076256018275,1.3881031239510397,5
raw/keeper_6f30d59535114f89b568/08-09-26/map-data-2026.09.08-15.16.47.619.jpk-force-map,1,1,2026-09-08T15:16:47.118000+02:00,2026-09-08T15:17:15.706000+02:00,2.0,3,3,28,270.0,59.658833491586634,55.942543642389,57.968384382092665,59.61382058017601,59.70576906654717,1.3737231396089027,5
