source,timestamp,acquisition_order,block,nominal_speed_um_per_s,baseline_method,distance_nm,force_median_pN,force_q25_pN,force_q75_pN,pixel_count
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,345.0,-8.880304351696637,-46.50876347255605,45.09673147390729,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,350.0,-4.042584304087782,-47.34390477431372,57.1683048992265,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,355.0,-1.8162972750373108,-43.28604369778482,53.306261257780534,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,360.0,2.805265922217993,-47.46437746738924,51.720414032723816,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,365.0,-7.949797299528873,-50.339347909008936,51.05005936183436,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,370.0,0.2139422325895879,-42.341402327882356,41.29641524768587,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,375.0,-2.724028120825369,-42.794486790963795,46.780477509311666,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,380.0,-0.16069315607686385,-48.21287522947782,46.671136380297945,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,385.0,-6.137319844214925,-52.7985546020323,46.92390469004534,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,390.0,-0.06547203621300124,-52.22859709055072,43.12882674197339,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,395.0,0.2189132482298528,-60.42996300370811,44.695998288320595,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,400.0,-4.86033574750786,-51.88968272654584,47.898887733668374,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,405.0,-3.141322020277844,-55.25138634107631,51.02621945475617,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,410.0,-7.53678772627981,-46.68797111179316,46.689035371907515,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,415.0,-4.979664245768685,-55.56220987766232,43.99825965087416,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,420.0,-10.0826784729187,-49.775308654579064,51.19184784541787,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,425.0,-8.841419259522237,-52.63036679654909,45.6041577532124,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,430.0,-8.352559928012784,-44.9878481281728,42.58210611345541,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,435.0,-14.95820259869009,-43.237438228777975,47.82159719864129,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,440.0,-8.804446659202213,-44.0484120156609,43.96429809218975,64
raw\keeper_6f30d59535114f89b568\08-09-26\map-data-2026.09.08-15.16.47.619.jpk-force-map,2026-09-08T15:16:47.619000,1,1,2.0,linear_drift_corrected,445.0,-13.678538881064437,-44.670527180447564,37.77935612481616,64
