speed_um_per_s,candidate_start_nm,candidate_stop_nm,candidate_start_time_s,candidate_stop_time_s,training_blocks,validation_blocks,training_map_median_score_V,validation_map_median_score_V,training_map_median_drift_V,validation_map_median_drift_V,training_map_median_pre_guard_mismatch_V,validation_map_median_pre_guard_mismatch_V,training_map_median_post_guard_mismatch_V,validation_map_median_post_guard_mismatch_V,training_map_median_roughness_V,validation_map_median_roughness_V,selected_from_training,within_1pct_contiguous_training_minimum,fixed_100_220nm_reference
0.9,60.0,180.0,0.06666666666666667,0.2,1+3,2+4,0.013799129022069475,0.012851485392166778,0.006886116111116841,0.0063458572381884515,0.006760352631408093,0.004951577735984487,0.005866961996703793,0.005835300728166105,0.003055161367839473,0.003056800104511599,False,False,False
0.9,65.0,185.0,0.07222222222222222,0.20555555555555555,1+3,2+4,0.013605090467737953,0.012146825668283482,0.006525270050339982,0.006287915347318117,0.0058399287513557566,0.004517123753762571,0.006351740560088831,0.005645256637926636,0.002957632549248671,0.002983932986598277,False,True,False
0.9,70.0,190.0,0.07777777777777778,0.2111111111111111,1+3,2+4,0.013694339390262572,0.012549210783590847,0.006620336244708086,0.006479452168841014,0.005326770911991631,0.0047257188715309,0.006425702023153693,0.0059639391235045275,0.002999978283551705,0.0029823394420702837,True,True,False
0.9,75.0,195.0,0.08333333333333333,0.21666666666666667,1+3,2+4,0.013567758975640894,0.013311052127427671,0.0071339147186443574,0.006668642127556627,0.005292918519727935,0.0046718713889177255,0.006268008207833908,0.006408689266684274,0.0030463732339677755,0.003011216526898404,False,True,False
0.9,80.0,200.0,0.08888888888888889,0.2222222222222222,1+3,2+4,0.01389697227369396,0.01325569992023145,0.00730385421449295,0.006962141464640269,0.00503031357525939,0.004661544636354736,0.006357877653260277,0.006202652371904878,0.003108819738711086,0.003045751668170206,False,False,False
0.9,85.0,205.0,0.09444444444444444,0.22777777777777777,1+3,2+4,0.014198232318634322,0.013815827171689658,0.007444795301988133,0.007343734195886499,0.00497966639171378,0.004851565782890199,0.0065908334224998675,0.006584019837694237,0.0030925554336746087,0.0031171253595363504,False,False,False
0.9,90.0,210.0,0.1,0.23333333333333334,1+3,2+4,0.014804567842190391,0.014155199837556686,0.007931849811277356,0.0073350541755287935,0.0053147463253372315,0.004685064713945475,0.006697371816468562,0.0068194298879913975,0.0029984563511905385,0.0030654540524784613,False,False,False
0.9,95.0,215.0,0.10555555555555556,0.2388888888888889,1+3,2+4,0.01492383147486323,0.014680798726564807,0.00821892491125851,0.007604446632411992,0.0054732306555473585,0.0045859962337677085,0.006851371347822675,0.006765969667290185,0.0030018228182955124,0.00307739034063588,False,False,False
0.9,100.0,220.0,0.1111111111111111,0.24444444444444444,1+3,2+4,0.015449593577038036,0.014785594615745804,0.008135819339279139,0.008141964775615407,0.005042142792798259,0.004909570595130468,0.007032096470312943,0.007092892418900321,0.003006088261436557,0.00306519263330636,False,False,True
0.9,105.0,225.0,0.11666666666666667,0.25,1+3,2+4,0.015687920954053997,0.015344049757871805,0.008278808673798385,0.008309271655253192,0.005202565865991111,0.005161984711100118,0.007830023567412789,0.0073102231781268096,0.0029642180875424137,0.0031121875963435602,False,False,False
