curve_row_index,acquisition_order,instrument_scan_number,block,position_in_block,source,map_start_time,speed_um_per_s,point_index,line_index,position_within_line,physical_row,physical_column,duration_s,sample_count,baseline_mode,baseline_start_nm,baseline_stop_nm,baseline_start_time_s,baseline_stop_time_s,baseline_sample_count,dynamic_baseline_raw_V,initial_0_10nm_raw_V,baseline_minus_initial_V,pre_guard_corrected_V,post_guard_corrected_V,near_320_360nm_corrected_V,near_380_420nm_corrected_V,terminal_last_25nm_corrected_V,detector_drift_V,detector_pre_guard_mismatch_V,detector_post_guard_mismatch_V,detector_roughness_V,detector_score_V
226,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,34,5,3,4,2,0.18218218218218218,364,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.27148370837658736,-0.5873656806400984,0.8588493890166857,-0.0249517980890116,0.030202174114793534,0.07610582056950296,0.15442081113105227,0.5974650023197825,0.036624134923678,0.02488502356738917,0.03083037272859457,0.0021275682755704795,0.06501372514056249
227,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,35,5,4,4,3,0.18418418418418417,368,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.27421030477982583,-0.5900494404528224,0.8642597452326481,-0.029207963630511036,0.028947178538923035,0.060909621430330074,0.13183591335075412,0.5991363997020906,0.032738015172970536,0.029044967386158527,0.028955689957819997,0.0014485319759547366,0.06210047683894848
228,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,36,5,5,4,4,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.27056558199561564,-0.5923747139299562,0.8629402959255719,-0.03193432642512761,0.02208730585352786,0.053949233073249725,0.12855478570021078,0.5669555661218616,0.027896081574151355,0.030542835278215774,0.02318623418363497,0.0024698855572587997,0.055378087694391426
229,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,37,5,6,4,5,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.26068768058904396,-0.5545096013382496,0.8151972819272935,-0.020937083744582335,0.034382416854173536,0.06385612697843296,0.12570881251012328,0.5405428687052094,0.03041846927865599,0.021207659540377677,0.03392341623742562,0.0023680878192080534,0.05857602912235965
230,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,38,5,7,4,6,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.2731989908071537,-0.4017998009372487,0.6749987917444025,-0.02550991133518568,0.01878067592842647,0.05112817535511047,0.09968987076885899,0.5043445174770883,0.016594320321258793,0.02556074206836295,0.018077354065825002,0.0019395967665867264,0.03889826757999945
231,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,39,5,8,4,7,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.2785931807502692,-0.20365515930776884,0.482248340058038,-0.02940273760008033,0.019959871068598478,0.046476087696360385,0.09296195914429062,0.490543159265602,0.02921836755735091,0.02923022180438517,0.01772156118202428,0.002983407367198987,0.05344011089235538
232,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,40,6,1,5,7,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.2748090269914413,-0.15593192973492204,0.4307409567263633,-0.013085514648645158,0.023975286238893445,0.04737395409149181,0.11670536101539192,0.7571975117398672,0.019210759135048328,0.013477640625789822,0.023110823095639554,0.0022317632830507472,0.0380629318165257
233,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,41,6,2,5,6,0.17217217217217218,344,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.2857951565761158,-0.529342115745898,0.8151372723220138,-0.026096444182636652,0.024996990233130345,0.06285657408745185,0.15120194574035706,0.5595534822629122,0.037813095738562175,0.0260506986085684,0.024957671677219573,0.002161174544464739,0.06385757451757235
234,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,42,6,3,5,5,0.18218218218218218,364,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.2711666736661104,-0.533587073635656,0.8047537473017665,-0.02336892168807564,0.027719081327232054,0.05732156542326228,0.13759911592272067,0.5729318308812268,0.02343581440453646,0.02181566630418641,0.02714298160769868,0.0020149466713715314,0.04841887502832189
235,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,43,6,4,5,4,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,88,0.2743499554577903,-0.5273143372866518,0.8016642927444421,-0.019579419960438993,0.029899859528551787,0.06046199115704254,0.13530815232140198,0.6168722749743168,0.025127279879888498,0.020625662593668714,0.02817323456507531,0.0016376965575432556,0.049936152598646324
236,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,44,6,5,5,3,0.18418418418418417,368,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.28174748116755766,-0.5529604285431335,0.8347079097106912,-0.022431544844236845,0.025737657493104027,0.05114042034037539,0.13769365510716208,0.6203000337509316,0.031435560893137815,0.022007196173071786,0.025255611663910604,0.0025921824518816416,0.05571501042459942
237,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,45,6,6,5,2,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,88,0.2714185732869009,-0.5389805182560254,0.8103990915429263,-0.029538094329089853,0.025581865571787765,0.05983635945702748,0.13278734286562258,0.6180569321065533,0.033723847728997225,0.031403004472514595,0.02569425217683735,0.002494959549343312,0.06289621594100903
238,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,46,6,7,5,1,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.27477986484847333,-0.416133656097095,0.6909135209455683,-0.018731918471768638,0.020546834979577933,0.05791081258041539,0.11967003241490304,0.6066254304652696,0.02968858834058785,0.019929005529429167,0.019706687990915073,0.001274735504421587,0.04982511897686537
239,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,47,6,8,5,0,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.272930635683794,-0.2930546954291358,0.5659853311129298,-0.024948115972161566,0.030082093721023717,0.06048577752065157,0.12335233837668991,0.6067516236179793,0.03942048853005059,0.02645265978680081,0.02758814508518115,0.0026815822466411676,0.06711128652770186
240,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,48,7,1,6,0,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.2805454035066589,-0.08887174926484465,0.36941715277150355,-0.020723554339939942,0.026202727762438927,0.061436617451855274,0.14361629000146964,0.7500007865459034,0.02651398761216117,0.02153621755234114,0.025690259972352303,0.001621883478684305,0.05053269724417897
241,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,49,7,2,6,1,0.17517517517517517,350,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.28839371876821956,-0.5837344459727483,0.8721281647409678,-0.040138722409683775,0.0240701202151673,0.06263948771343547,0.18355920388911567,0.5643542729337256,0.04420140717219945,0.040845099261227674,0.023543564990863186,0.0020972408705480783,0.0769200495158819
242,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,50,7,3,6,2,0.18168168168168167,363,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.2733206508401764,-0.5925096090038319,0.8658302598440083,-0.02139449776943972,0.026524868489937514,0.05916669253178314,0.13952688208124087,0.5655334958844479,0.02869220724286009,0.020570320989244606,0.027525237620567855,0.0016854138996226231,0.05316134002267198
243,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,51,7,4,6,3,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.27420281261759466,-0.5866445363863841,0.8608473490039787,-0.028087946560166888,0.02741001155834011,0.05469676119596442,0.13400165438756617,0.5958773480663175,0.030336033245673355,0.028401730217322313,0.025746723732477994,0.0023649341028124105,0.05800149374627661
244,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,52,7,5,6,4,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,88,0.2687640117708602,-0.5725668914826134,0.8413309032534736,-0.01944735321952143,0.029537015279741008,0.058828227011301304,0.13426345178318236,0.5693280591322257,0.02467858307199966,0.019574496102521405,0.029571145777507024,0.0014792626339554804,0.049621219670502745
245,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,53,7,6,6,5,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.2707731210077391,-0.5510405244271626,0.8218136454349017,-0.028007771524917707,0.0269324487898433,0.06512236079765019,0.12317386973271863,0.5189337374522833,0.029185868148355665,0.0268301824440213,0.026836958484584117,0.001650862072020698,0.05643215413066355
246,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,54,7,7,6,6,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.2686295894763383,-0.38199695935945155,0.6506265488357899,-0.015951619896041935,0.016494854497844658,0.05560436128367524,0.102686265663014,0.49516600691184354,0.03414102962136889,0.016357181150001288,0.01640366370365054,0.0020908472250508736,0.05104416385445752
247,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,55,7,8,6,7,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.27003585219700316,-0.20589865029985027,0.47593450249685343,-0.025319943028695585,0.030488127754336902,0.05032308217448106,0.10824992475604728,0.5118913552499689,0.023529677792607395,0.023984109135952947,0.03071190117515532,0.0029855209690162754,0.0516240631904156
248,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,56,8,1,7,7,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.27226947322480904,-0.17829720481902311,0.45056667804383216,-0.019741869727479655,0.021791868816357196,0.04684676617717004,0.10484388880021472,0.7503791991407311,0.023280980556675546,0.01953729532001036,0.021131599076034457,0.0011769397045486296,0.04390966268083511
249,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,57,8,2,7,6,0.17967967967967968,359,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.2762805388250485,-0.5377166566767425,0.8139971955017911,-0.02380066101296352,0.026645143557558926,0.06074540569335013,0.14600447650532672,0.576387102635181,0.031898670518681616,0.02395105351595317,0.028372447098460873,0.001902155422816243,0.0585359596815927
250,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,58,8,3,7,5,0.18318318318318316,366,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.27139918099022764,-0.532587036841101,0.8039862178313286,-0.02723913797563582,0.029176448714993863,0.06222245738856255,0.14825852716332932,0.6100029216723493,0.03071179410453695,0.027165609661890827,0.028407660817158176,0.0008830461529154565,0.058719190882290315
251,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,59,8,4,7,4,0.18118118118118118,362,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.27560094353337317,-0.5551874278789305,0.8307883714123037,-0.022694123716314435,0.02857055694352989,0.06356895523678968,0.15885963636644218,0.5990625682533482,0.03046204006769654,0.023120350990147365,0.027943694626667293,0.0014724351438747396,0.05636217166207255
252,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,60,8,5,7,3,0.18368368368368368,367,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.2783653567228102,-0.5505913145146222,0.8289566712374323,-0.02475797524026005,0.02123603047319167,0.059664061974151555,0.13819189780080765,0.6017561590955773,0.036367991412922906,0.025829567190021496,0.020917227011720274,0.002296250386916887,0.06031545111052301
253,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,61,8,6,7,2,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.27130577647623544,-0.5138667070256119,0.7851724835018473,-0.021075546912052157,0.01887585475552317,0.05368721319323172,0.12894461452590678,0.6125920505258161,0.027729585372052834,0.021328283630404454,0.019617912543008154,0.0020989150656716693,0.048727412225177055
254,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,62,8,7,7,1,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.27247018196579675,-0.41192740771219793,0.6843975896779947,-0.024880430655019214,0.0271850631417746,0.05002839046005647,0.13559903677150048,0.6071141118917472,0.029364567619893867,0.023639979996917415,0.027668973668360686,0.0017423754685974568,0.05545463831968228
255,4,12,1,4,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.15.21.190.jpk-force-map,2026-09-12T15:15:20.689000+02:00,2.7,63,8,8,7,0,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.2678533302741842,-0.31861479924537106,0.5864681295195553,-0.020248772626465822,0.03148307243714549,0.06514589408525223,0.12832415836928895,0.6020140407657217,0.034592825915080394,0.019410330424531802,0.03106461543104594,0.002338158105053889,0.06041483836913274
256,5,13,1,5,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.16.54.635.jpk-force-map,2026-09-12T15:16:54.134000+02:00,2.7,0,1,1,0,0,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.25809810120466353,0.22319507085024193,0.034903030354421605,-0.012995508583890703,0.021739295752208232,0.04494923842991161,0.10220712603631926,0.6285136517139431,0.01937079494632926,0.013696771075247832,0.022040287946786752,0.0034193488662261906,0.0380941616739031
257,5,13,1,5,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.16.54.635.jpk-force-map,2026-09-12T15:16:54.134000+02:00,2.7,1,1,2,0,1,0.17617617617617615,352,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.2611056008515241,-0.5964081086209728,0.8575137094724969,-0.03284557803808322,0.020130794710293165,0.05553031847475107,0.12035721442468028,0.49954453331223136,0.03369117450406306,0.03238444157107795,0.021576286993108096,0.0021764536607594143,0.061215652201345935
258,5,13,1,5,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.16.54.635.jpk-force-map,2026-09-12T15:16:54.134000+02:00,2.7,2,1,3,0,2,0.18418418418418417,368,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.25595848539873467,-0.5988295704481765,0.8547880558469112,-0.021115026769154277,0.018253871799697896,0.040233973544211016,0.10367685799471205,0.5350558026485561,0.0258754587694785,0.02206276721453518,0.016055271207265243,0.0018749956394645828,0.045403226890244855
259,5,13,1,5,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.16.54.635.jpk-force-map,2026-09-12T15:16:54.134000+02:00,2.7,3,1,4,0,3,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,88,0.2506987622470214,-0.5349703592797234,0.7856691215267448,-0.028430961886665856,0.020995827969826686,0.05190866732300914,0.11006025808517925,0.5308918151757838,0.027219480088207904,0.02871812945672661,0.020980610036742453,0.0024047977455076697,0.05267004927131935
260,5,13,1,5,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.16.54.635.jpk-force-map,2026-09-12T15:16:54.134000+02:00,2.7,4,1,5,0,4,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.25181788381764825,-0.3467415359609945,0.5985594197786428,-0.026266686465850814,0.028480790049507432,0.05431237489494789,0.12226910632113092,0.5500046074760753,0.026898442049025834,0.024972548931063432,0.027342422187596083,0.0019837376719069044,0.05355186202633232
261,5,13,1,5,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.16.54.635.jpk-force-map,2026-09-12T15:16:54.134000+02:00,2.7,5,1,6,0,5,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.25306641065953595,-0.38488509334368315,0.6379515040032191,-0.026456293235187944,0.036815467337656727,0.06545270841852074,0.12558115930352665,0.5255867218924304,0.028690407900260395,0.02630210181103726,0.0359152620752512,0.0016224146601935274,0.060204693508453005
262,5,13,1,5,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.16.54.635.jpk-force-map,2026-09-12T15:16:54.134000+02:00,2.7,6,1,7,0,6,0.1826826826826827,365,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.2444277807437365,-0.6117421062554651,0.8561698869992016,-0.017047386166588185,0.033196235703784494,0.05417957673655929,0.11620528838754146,0.5047343268353991,0.022425963266806292,0.017071604984253308,0.03382018625603836,0.0023132064793902896,0.0484501605067997
263,5,13,1,5,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.16.54.635.jpk-force-map,2026-09-12T15:16:54.134000+02:00,2.7,7,1,8,0,7,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.24940209256163587,-0.4393642230788467,0.6887663156404826,-0.01921533258003319,0.021318477630394406,0.04536033120231103,0.07513795501945036,0.51576658299868,0.02670747812483759,0.02055386548667537,0.01891942832561866,0.0009748348739394563,0.04668783374946947
264,5,13,1,5,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.16.54.635.jpk-force-map,2026-09-12T15:16:54.134000+02:00,2.7,8,2,1,1,7,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.2532825486937896,-0.2033520938366709,0.4566346425304605,-0.013835337141753501,0.025982712937483665,0.05552636381450882,0.11308894937131275,0.7591447953425368,0.02854202331899705,0.012679946442048257,0.026666559071761187,0.001600121723131731,0.048615306506684705
265,5,13,1,5,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.16.54.635.jpk-force-map,2026-09-12T15:16:54.134000+02:00,2.7,9,2,2,1,6,0.17817817817817816,356,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.25788443274727,-0.5563758005006774,0.8142602332479474,-0.015991494662957323,0.03521038699341961,0.06429165966237183,0.16131603658789595,0.5674743274394647,0.03143311495524531,0.016528565056302236,0.03523332513524674,0.002133948015792586,0.057847547054967946
266,5,13,1,5,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.16.54.635.jpk-force-map,2026-09-12T15:16:54.134000+02:00,2.7,10,2,3,1,5,0.18018018018018014,360,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.2621439355547967,-0.5579576034143745,0.8201015389691713,-0.029010302925828152,0.01958945678801599,0.0637283347190852,0.15512895117148057,0.5760224062037251,0.02734974470547083,0.02971905618888898,0.019333747121844436,0.0023813645758864466,0.05247148750480915
267,5,13,1,5,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.16.54.635.jpk-force-map,2026-09-12T15:16:54.134000+02:00,2.7,11,2,4,1,4,0.18118118118118118,362,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.25693805084726773,-0.557303713414274,0.8142417642615417,-0.029495802825359727,0.030325658519911203,0.07337760003013125,0.15141867892038552,0.5908281368745469,0.041571683258566444,0.029529126817169155,0.02958835494598744,0.0020137563798218183,0.0716338632351002
268,5,13,1,5,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.16.54.635.jpk-force-map,2026-09-12T15:16:54.134000+02:00,2.7,12,2,5,1,3,0.1826826826826827,365,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.25669974780448324,-0.5643666476132061,0.8210663954176893,-0.030262545257226187,0.031167239142438297,0.05974720439511,0.13752961735770364,0.5674563284513577,0.03638214281140589,0.03088588119632002,0.03136510147361027,0.002353409410798313,0.06809598649907062
269,5,13,1,5,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.16.54.635.jpk-force-map,2026-09-12T15:16:54.134000+02:00,2.7,13,2,6,1,2,0.18118118118118118,362,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.25431693986104004,-0.5684630220762666,0.8227799619373066,-0.02437945140323136,0.026604011753773305,0.05912967112732104,0.11382163500337128,0.5605269182661752,0.0257595026803073,0.02339224778707849,0.02569591385721337,0.0019236613213067244,0.05078449883277991
270,5,13,1,5,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.16.54.635.jpk-force-map,2026-09-12T15:16:54.134000+02:00,2.7,14,2,7,1,1,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.24580082654321028,-0.4037911698241379,0.6495919963673482,-0.01985321760847822,0.025851269152891043,0.05748836476035832,0.10719909755361273,0.5585613075109062,0.03283331219490562,0.01937570907055433,0.025716357392685213,0.0021542469364032035,0.055917907160626196
271,5,13,1,5,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.16.54.635.jpk-force-map,2026-09-12T15:16:54.134000+02:00,2.7,15,2,8,1,0,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.25009103219818746,-0.24593644544170554,0.49602747763989297,-0.025601725085704824,0.026095646019845153,0.05170181245042127,0.10875254761135361,0.5576434926080971,0.027395216345619366,0.024706207291540105,0.026196774914162807,0.0017967673427312647,0.05329589928415364
272,5,13,1,5,raw/keeper_6e87fc8bc37b4a89aeda/12-09-26_99.7wt_glycerol_D3/map-data-2026.09.12-15.16.54.635.jpk-force-map,2026-09-12T15:16:54.134000+02:00,2.7,16,3,1,2,0,0.18518518518518517,370,speed_conditioned_settled_window_median,155.0,275.0,0.05740740740740741,0.10185185185185185,89,0.2543672880811709,-0.3352305767966574,0.5895978648778283,-0.02211681840942875,0.030368258720748775,0.06131323594577345,0.13647764714165472,0.7586214174735959,0.04080630493418863,0.022228201053615115,0.02972083328304842,0.0031227131943407094,0.06756150040110558
