speed_um_per_s,scanner_travel_bin_center_nm,curve_count,endpoint_delta_V_q25,endpoint_delta_V_median,endpoint_delta_V_q75,dynamic_baseline_delta_V_q25,dynamic_baseline_delta_V_median,dynamic_baseline_delta_V_q75,dynamic_baseline_delta_nN_prior_D3_scale_median
0.3,147.5,512,0.004697847138093403,0.018092323094484636,0.03384878175904549,-0.0006062400986055483,0.0013987830731812534,0.0030967151967249695,0.030529246502257575
0.3,152.5,512,0.0050525004845986266,0.018598630847695752,0.03325492013634587,-0.000537133662346645,0.0012946673257692443,0.0031060616273922703,0.028256860327123944
0.3,157.5,512,0.0045572057092771595,0.01866047455876335,0.03299877314927191,-0.00032183481144615333,0.0012575249454137571,0.0031991616158594943,0.027446206475719825
0.3,162.5,512,0.004423491888522285,0.01885710766361548,0.03324960275914232,-0.00044147093167602736,0.0014955623974435284,0.003557040290927266,0.03264151101515682
0.3,167.5,512,0.005080440353884219,0.019043318764769723,0.033382272988999956,0.00016749599137926008,0.0018579825353631785,0.0038346757948975463,0.040551539339110855
0.3,172.5,512,0.005123842193831801,0.019400910991169973,0.034136089772384914,0.0001776238985081724,0.0020319277933400492,0.004277852903830148,0.04434799481565389
0.3,177.5,512,0.005869475027548671,0.019436678139816838,0.03373818059132039,0.0002821679283936812,0.0025018245836669895,0.004266196806966299,0.054603763002699944
0.3,182.5,512,0.005174960070940579,0.018856823996003053,0.03390463507759367,0.0002511000674714492,0.00213704611108792,0.004232057270771403,0.04664226266601381
0.3,187.5,512,0.0057379839650206765,0.019748228609789115,0.034823249533721734,0.0007577081746253239,0.002715228840833167,0.0045690217168048025,0.05926143387145029
0.3,192.5,512,0.006558742133329257,0.019081515164978913,0.035765556492852096,0.0007489464607765006,0.00298094613350397,0.005051548668517258,0.06506086688103768
0.3,197.5,512,0.006286320412262403,0.020343118527583304,0.034762853361794216,0.0008961477031274034,0.00298125065902885,0.004867855812685687,0.06506751332607519
0.3,202.5,512,0.0059777143842957015,0.020164648493084192,0.03490662278224707,0.0007712831994550196,0.0027178722336322902,0.004862712946684999,0.05931912744232199
0.3,207.5,512,0.006145300759963099,0.02004610185115968,0.03532132744985722,0.0013377521254445135,0.00312389097114274,0.005400122628742676,0.06818072032233945
0.3,212.5,512,0.006571995946303602,0.021708851542874663,0.03457742790868332,0.00169744543891448,0.003706257798169854,0.005609148114775767,0.08089121186168377
0.3,217.5,512,0.006737280303676069,0.02074674138619173,0.03572656540617017,0.0017472478769971211,0.0038631816088803284,0.005868727619011471,0.08431616444447278
0.3,222.5,512,0.007322165376026146,0.022442091995410363,0.03534940428610264,0.00219192188879562,0.004191355835250765,0.006173239238721373,0.09147875601756404
0.3,227.5,512,0.007209722454612377,0.02118818242152637,0.036037478319278476,0.0025925662374745306,0.004533497910472528,0.0066578255616778215,0.09894620393962339
0.3,232.5,512,0.007644447937330837,0.022066534153563355,0.03619053646350712,0.0027546655915825224,0.004723898671018495,0.006707939477922975,0.10310181024082427
0.3,237.5,512,0.007397331035915722,0.021909396201616138,0.03759221113864854,0.002781615405279908,0.004795100632237093,0.007053028776205034,0.10465583406850971
0.3,242.5,512,0.008392082435400211,0.022013727480792555,0.03761279928898148,0.003164198887377942,0.005447436022579966,0.007389822187354705,0.11889342981566914
0.3,247.5,512,0.008563465646437396,0.022926104030504713,0.038075566844757436,0.003743591376058286,0.005792071313629715,0.008094100732883747,0.1264152936096784
0.3,252.5,512,0.008705384970036756,0.0231341658809725,0.038471121862745275,0.0039138976235378875,0.006217373886667543,0.00844575749260193,0.1356977673107551
0.3,257.5,512,0.00969425652393939,0.023405156053966397,0.03873534364307751,0.004482233332711583,0.006458360647548761,0.008631755843047137,0.14095744221516396
0.3,262.5,512,0.009800928060917605,0.024337048657300353,0.03863067098939715,0.004828537952038567,0.006912778085619409,0.008897125503839975,0.1508753646205529
0.3,267.5,512,0.010074900220159111,0.02505379884407874,0.04026850868548271,0.005304140076744429,0.007274142813158191,0.009259090243999443,0.1587623580048538
0.3,272.5,512,0.010688654034172199,0.025839107599276934,0.039871818997045935,0.005745307873423172,0.007853910744266113,0.00996366636241651,0.17141612714336846
0.3,277.5,512,0.01095071076316917,0.023910074670193876,0.0400269525035854,0.005831089515598076,0.008006907705284672,0.010276002480432617,0.17475537396911742
0.3,282.5,512,0.011374081893493898,0.025212277264547,0.04013067890329443,0.0061650921380321105,0.008626020612326535,0.010946385527345392,0.1882678698765948
