speed_um_per_s,scanner_travel_bin_center_nm,curve_count,endpoint_delta_V_q25,endpoint_delta_V_median,endpoint_delta_V_q75,dynamic_baseline_delta_V_q25,dynamic_baseline_delta_V_median,dynamic_baseline_delta_V_q75,dynamic_baseline_delta_nN_prior_D3_scale_median
0.3,372.5,512,0.03646044758715235,0.053341558645516235,0.07999250974122618,0.030126004494040792,0.038186304979442476,0.04747522203856057,0.8334381077949473
0.3,377.5,512,0.03995003130271302,0.058566785590728254,0.08613376754245018,0.03285507325519438,0.04371966447800363,0.0536132997033662,0.9542068669800194
0.3,382.5,512,0.04476548369560607,0.064168522889132,0.09228541814629393,0.03768688520425878,0.04855292257567942,0.06047133967350131,1.059695509716731
0.3,387.5,512,0.05046709215619383,0.07200311225362813,0.10033884247315197,0.04184375665249164,0.056067209490046954,0.07048839881603466,1.2236991510931439
0.3,392.5,512,0.055293984418922595,0.07889192737864453,0.1102634975862376,0.04717691842892521,0.06376902989723227,0.07984595787522282,1.3917958190005701
0.3,397.5,512,0.06344765674092002,0.0875102472496132,0.12163750925809222,0.05353543155325821,0.07323829837457219,0.09369099186057686,1.5984680593811251
0.3,402.5,512,0.07215842583348064,0.09971948483326812,0.1372807052852713,0.06188255823421657,0.08418793495523888,0.10805599622720499,1.8374501865533162
0.3,407.5,512,0.08037314092269879,0.11170966427489556,0.15886270734645108,0.06973340286532033,0.09886855986586457,0.130903614018123,2.1578632836923597
0.3,412.5,512,0.09003095728267553,0.1309000327145175,0.1787167112982369,0.07742068808842954,0.11650105497973229,0.150766268441557,2.542702648781936
0.3,417.5,512,0.10691647492272288,0.15555083721842314,0.21872490002358427,0.09440076716135852,0.14090569022672175,0.19437744465838908,3.0753478741481146
0.3,422.5,512,0.1271984901951387,0.2011576922621657,0.28431083696875836,0.11507315147940848,0.18389593681231825,0.2625216490894431,4.01363477536117
0.3,427.5,512,0.16557623118285944,0.26163530738632573,0.3680226705999149,0.1497270882975579,0.23393896813654164,0.3493010434222577,5.105852767063622
0.3,432.5,512,0.24179240262513524,0.33668584689377534,0.4596135487601053,0.22694801528949826,0.3079823277096105,0.44185052830506644,6.721891750950153
0.3,437.5,512,0.32921532961388217,0.4210625598639547,0.5540309403731258,0.3139241115582767,0.3942651201712428,0.5329192668610652,8.605063409564423
0.3,442.5,512,0.41930867430388197,0.5146938744553271,0.6488577547350043,0.4063499284863362,0.4885045430349326,0.6308850767991785,10.661893111036845
0.3,447.5,512,0.5094725201292343,0.6106343921973847,0.7471358291789671,0.500220873379003,0.5852685659323973,0.7259088767646333,12.773823662832992
0.3,452.5,512,0.6051172031432528,0.7010085365367067,0.8402338966323875,0.592418876013296,0.6752743372855233,0.8233062168076682,14.738251480804848
0.3,457.5,511,0.7001740754150377,0.7970937762105628,0.938593506742769,0.6886261977452743,0.7692931487879552,0.9204166979777498,16.790266212209236
0.3,462.5,511,0.796915331205559,0.8963700874112173,1.032731339057007,0.7870100280638488,0.8684691612392161,1.0140871475754016,18.95483982572134
0.3,467.5,509,0.8941782878888423,0.9894216076514584,1.1299539245550534,0.8817134491001617,0.9650141454620382,1.1106219879000285,21.06198973224096
0.3,472.5,494,0.9890905300036446,1.0719890162828638,1.2144080426296795,0.9781054648677798,1.0444614537002972,1.1989862999281662,22.795973009312224
0.3,477.5,482,1.0870229380804077,1.164851395580485,1.3060602583489227,1.075631964058706,1.1387571539934263,1.2912893812501731,24.854030998107255
0.3,482.5,458,1.18196920223183,1.2486461463671428,1.38956492215301,1.1739321617953744,1.2248035567781295,1.3825160399298437,26.73204331582305
0.3,487.5,430,1.2777204392832517,1.333292642532436,1.4745558464207538,1.270095739617637,1.314204793514643,1.472180949883586,28.68327681747555
0.9,2.5,512,-0.052619496643644334,-0.044252115538955666,-0.01957446064406987,-0.25182823388907194,-0.2166466280340823,-0.08752019925501192,-4.7284374810835015
0.9,7.5,512,0.016044669130254874,0.04077514738424187,0.05161787464772637,-0.1502039398112322,-0.12368961082456699,-0.05489751930067876,-2.6995970218909
0.9,12.5,512,0.03559742363987271,0.09026724753688736,0.1074621700629571,-0.09399190757614223,-0.07482096341532629,-0.03630038048900247,-1.633010635772044
0.9,17.5,512,0.04555146338032816,0.12015425859123427,0.14113226695100303,-0.05994827745430571,-0.045655301022237915,-0.024267580683888484,-0.9964532498042769
0.9,22.5,512,0.05215025201072041,0.13704529384444658,0.1610508045893267,-0.040881068036363793,-0.030457024434963093,-0.017809592002448894,-0.6647421065695036
0.9,27.5,512,0.0541517154320782,0.14808235845186185,0.1745550529590461,-0.02701560163975812,-0.01997213134966601,-0.012702531389887556,-0.435903273952766
0.9,32.5,512,0.05787551821112237,0.1542366663537797,0.18192957795324805,-0.019724465189883855,-0.014536695579508973,-0.008445957033299666,-0.3172717565603547
0.9,37.5,512,0.06031834410301026,0.15908462371777807,0.18644446434824546,-0.014834016086193783,-0.010760444188528034,-0.006828427991517319,-0.23485289420769925
0.9,42.5,512,0.06155867656627376,0.15977926868870873,0.19198400404633034,-0.011889515678762314,-0.008545492383089454,-0.004623666666945719,-0.18651029487593523
0.9,47.5,512,0.063035088618831,0.16051460049462135,0.19270433345092292,-0.010025738815259172,-0.006592087678315081,-0.00342952196549922,-0.1438761117104953
0.9,52.5,512,0.06390406263333151,0.16329500753149395,0.19295335328923735,-0.008774784807600453,-0.005685866993895422,-0.003209483501576252,-0.12409732314024831
0.9,57.5,512,0.06075207188223947,0.16309573937700794,0.19578742773541047,-0.008239855826623121,-0.005270909945542038,-0.0024102646044185175,-0.11504064647614048
0.9,62.5,512,0.06504502452431538,0.16304234312057225,0.19416333053692814,-0.007643779788861604,-0.00494255216954019,-0.00245914790381635,-0.10787404882658878
0.9,67.5,512,0.06538049623906525,0.1643303345237595,0.1950053602998414,-0.007280213856272561,-0.004374785881382293,-0.0010771936898409159,-0.09548222246038697
0.9,72.5,512,0.0654928654625209,0.1643493638927523,0.19622886598969014,-0.006624762989040467,-0.0038184997883581318,-0.0013552713815599346,-0.08334095796746745
0.9,77.5,512,0.06689952170247154,0.16343908286799957,0.19692533255166045,-0.0064486631086848045,-0.003599527859036167,-0.0011874173293470042,-0.07856176944601831
0.9,82.5,512,0.06517628823559514,0.16621125798200492,0.1969445294792187,-0.005726096345326587,-0.0029874677075321238,-0.0005196992284093871,-0.0652032039917059
0.9,87.5,512,0.06604851886552734,0.16571632891541893,0.1969249223460445,-0.005500997056525753,-0.002742786315053092,-0.00013100715895398955,-0.059862891623956756
0.9,92.5,512,0.06586057933867634,0.16608285110949716,0.19911773973455743,-0.00508439918570891,-0.0023834781777036934,0.0001915069251813839,-0.05202078450547478
0.9,97.5,512,0.066949654390838,0.16572803159495442,0.19775904974111091,-0.004924966863367991,-0.0023853679045915677,0.00041171086187823114,-0.052062028883597435
0.9,102.5,512,0.06513041542825954,0.16643537208206366,0.19814428843549192,-0.004701437480127767,-0.0021605696649972805,0.0004499712263530478,-0.04715567778353786
0.9,107.5,512,0.06382537546251954,0.16604826590923497,0.198292707779943,-0.004316451166489876,-0.0019086172041614669,0.0006858290265085998,-0.04165667015956568
0.9,112.5,512,0.0668185888297286,0.1670806352494839,0.19719518457788618,-0.003944414140301954,-0.0015188022837406279,0.0007910996070187339,-0.03314873492360388
0.9,117.5,512,0.06932337523699461,0.1679961390955692,0.19918403730524353,-0.003928861090087516,-0.0010563044903017516,0.001398037750435191,-0.023054454106684077
0.9,122.5,512,0.06600323772764792,0.16707514544686908,0.19948582210050364,-0.0034640779646836553,-0.0007967917313866091,0.0016759854278318997,-0.01739043862115017
0.9,127.5,512,0.06640866062411986,0.16763791417915114,0.19966775107218693,-0.0031749573987332885,-0.0006032219586421667,0.0019730514679821565,-0.013165666802843137
0.9,132.5,512,0.0664821812899635,0.16650653093692933,0.20192259919771724,-0.0026725723236313975,-0.0003757761546661631,0.002261009552933126,-0.008201531084718243
0.9,137.5,512,0.06576202987289223,0.16799754074730064,0.20055472059847562,-0.001953637618132692,4.802464865938383e-05,0.0027434718451161758,0.001048165627120553
0.9,142.5,512,0.06914761255956031,0.16972896998332876,0.20147554321229205,-0.001431610646669093,0.0007660763691885036,0.0031377698262335454,0.016720058144054865
0.9,147.5,512,0.06894873722909632,0.17064528311642566,0.2015844041348362,-0.0010357142541774673,0.0013881330229717492,0.003916195470250586,0.030296803020247235
0.9,152.5,512,0.06969110440895268,0.16981674286089998,0.20173520128133185,-0.0008584852654825587,0.0015889961125133828,0.0044962463737071925,0.03468075567980802
0.9,157.5,512,0.06955483132231323,0.1701204563178182,0.20382324242186467,-0.0006851462775006294,0.0019070222691059124,0.005118207081092285,0.041621859783032185
0.9,162.5,512,0.0708382423278781,0.17089120624997234,0.2035053226406268,-0.00028191832870531897,0.002601141620637279,0.005044393013943757,0.05677141455759326
0.9,167.5,512,0.07128795839243268,0.1705871576759239,0.2039863735473859,0.000335311108822324,0.0026366890659373643,0.005761582607415841,0.05754725803246722
0.9,172.5,512,0.07072509093269731,0.1722101744345299,0.2041755263094906,0.0008042241009348083,0.003234816131777951,0.005979238402448128,0.07060172586441614
0.9,177.5,512,0.07112990408285551,0.17274077053178194,0.20400617257335615,0.000893718451565044,0.003601534390235306,0.00639039235805805,0.0786055631455329
0.9,182.5,512,0.07358801326262063,0.17351934496224242,0.203092213603336,0.0015938247192965396,0.003973670143876826,0.006919562469347329,0.08672764038041605
0.9,187.5,512,0.07205247319922597,0.17325521982357223,0.20416205348843317,0.002089222393653868,0.004847280177100344,0.007769067012897646,0.10579468269918613
0.9,192.5,512,0.07174702436397351,0.17348534656459003,0.20679810847382535,0.0024210272873563463,0.0053861040256369674,0.008620578087647178,0.11755482364502821
0.9,197.5,512,0.07379652703452955,0.17312667806989587,0.20658713068716622,0.0029556635622926958,0.005750223388175657,0.008962713905495134,0.12550193852532682
0.9,202.5,512,0.07426496307570571,0.17553885951648876,0.20781476693898737,0.003412446982923638,0.006396058062403037,0.009024952526375514,0.13959765239777944
0.9,207.5,512,0.07515413102598988,0.1764680503248683,0.20826160808791216,0.0042920682665786546,0.007222292823314963,0.009833879391353693,0.15763070210236754
0.9,212.5,512,0.07675823800096893,0.17588115315920927,0.2087345716866652,0.00428926496311588,0.007199572994307048,0.010425902736683243,0.1571348287438958
0.9,217.5,512,0.07482508354834241,0.1768140705813192,0.20924422504906892,0.004588814485401285,0.007779616249862464,0.010652482242019479,0.16979460699710938
0.9,222.5,512,0.07567385111231192,0.17600419815763335,0.21120217191195895,0.005681570959149203,0.008704627132543042,0.011911408839164674,0.18998350247065857
0.9,227.5,512,0.07648224331946202,0.1770700514003555,0.21064243870123414,0.0062919360576171104,0.009011918416747922,0.012290963752342988,0.1966903117989628
0.9,232.5,512,0.07702024675676684,0.1801947294100697,0.21006489283308916,0.0071214927887536875,0.009926169397545509,0.012824969423052973,0.21664436621443509
0.9,237.5,512,0.07721633894641719,0.18045575784397216,0.21258453841734143,0.007854260461935379,0.010630436818854713,0.013714383496706575,0.23201540845886173
0.9,242.5,512,0.07978422749214809,0.18055560606245188,0.2131697447015466,0.008530563679727647,0.011246077578700706,0.0146008983204991,0.24545212275325898
0.9,247.5,512,0.08036160788751931,0.18165004020764228,0.21421845899742756,0.008967918649970102,0.01201354864698314,0.015052552780404516,0.2622026210086159
0.9,252.5,512,0.08128227545751802,0.18276934254684551,0.21439427521017101,0.010069726762553244,0.01303969815767378,0.016373074879455933,0.28459892531103875
0.9,257.5,512,0.08176074832627099,0.1837624155796238,0.2146289392424583,0.010396677324713527,0.013460242345567808,0.016894512962518093,0.2937775445147363
0.9,262.5,512,0.08047989102448064,0.18499932734520924,0.21686522452097617,0.011028771501337551,0.014744370863328582,0.017855320890187022,0.32180438928498134
0.9,267.5,512,0.08211811320142327,0.18303404336390544,0.21752310394450644,0.012301387146568074,0.015870132202822046,0.018645442261101777,0.34637477914389136
0.9,272.5,512,0.08185132589783259,0.18540653081215944,0.21794185574243838,0.013005249924371437,0.01632806350391361,0.02017822004159517,0.3563693936342772
0.9,277.5,512,0.08557371798671656,0.18549808592456152,0.2185832768823448,0.014427202662210516,0.017375335127501668,0.020927174845536314,0.37922670022051186
0.9,282.5,512,0.08648548687590639,0.18683851551072933,0.2196986551529111,0.015158488033065182,0.0181837614025758,0.021633531534431413,0.39687106946106093
0.9,287.5,512,0.0836913928767396,0.1884402752752692,0.22027725782196494,0.01644256996815413,0.02000513412962028,0.02333945780063771,0.4366235786403201
0.9,292.5,512,0.08612977186164636,0.1903160231901174,0.22281972682952478,0.017898304876617747,0.021449957568702327,0.024848230209439055,0.46815768265521734
0.9,297.5,512,0.09038893259940524,0.18994818694754106,0.22450718897617156,0.018485610162101318,0.02239244738220028,0.02655744994005585,0.4887280658646068
0.9,302.5,512,0.09065424872488892,0.19167356738889474,0.22524544575670433,0.0198230153509317,0.024262011621205587,0.028002949870772127,0.5295323825586813
0.9,307.5,512,0.09181276672096719,0.1933613410137041,0.22645013899985186,0.021083518806274723,0.02559874935683054,0.0289421093708805,0.5587074538204106
0.9,312.5,512,0.09191964961812685,0.19552085248726525,0.2285133383663946,0.02285528098803319,0.026523689322607874,0.031009081238561532,0.5788948014916866
0.9,317.5,512,0.09246041255727817,0.1970255061535779,0.23097670930226277,0.02487261241408668,0.028824821851617055,0.032558833883649656,0.6291183447697096
0.9,322.5,512,0.09484373916748305,0.1991094396758424,0.23296135359810702,0.02625062726362227,0.03087273653975528,0.03543925322124829,0.6738152627754255
0.9,327.5,512,0.09722753438545934,0.19979281164023854,0.23633902835481804,0.02800693720841089,0.03339638128113018,0.03811718811422732,0.7288952632921153
0.9,332.5,512,0.0983256861059513,0.2031410600537546,0.23813419241932887,0.030409908496032416,0.03542681564792305,0.040160124018610965,0.7732106632129166
0.9,337.5,512,0.10187988346338156,0.2060867952496162,0.24005431762917417,0.03201061910756516,0.037889220167170806,0.04313850880043893,0.826954060597199
0.9,342.5,512,0.10126705991227353,0.20691608638999803,0.24331201211009643,0.033724556898028016,0.04027364390358229,0.04576557402547038,0.8789954824662694
0.9,347.5,512,0.1055841236061324,0.20843812165020265,0.2471870187649331,0.03724118011631038,0.04336723388972519,0.04984224958054127,0.9465148663326153
0.9,352.5,512,0.10729691421139838,0.2126398355248852,0.25261403975785524,0.03990101520793782,0.04732673316773403,0.05425187582398424,1.0329332194007033
0.9,357.5,512,0.11195478855038693,0.21659440677339364,0.2573528448837954,0.04300242830185981,0.05067939511557102,0.05836424065816156,1.1061069980992617
0.9,362.5,512,0.11472376127953371,0.22022059938798763,0.2616429650213307,0.04619662642976756,0.054527018112127124,0.06363722596601429,1.190083586865428
0.9,367.5,512,0.11824893346095605,0.2241350330598813,0.26814516204867517,0.04882017222966767,0.05967169457966126,0.06928563006296286,1.3023691149527137
0.9,372.5,512,0.12248122990245934,0.2277111472166815,0.2754060712115073,0.053863721888675706,0.06482685562463145,0.07570635330236236,1.4148834749833894
0.9,377.5,512,0.12695351818241007,0.23323018150082067,0.28313476842969576,0.05823738283330142,0.07085807542177247,0.08282109160372947,1.546518322034727
0.9,382.5,512,0.13066598329539025,0.24000003699724132,0.29182466292325593,0.06282862865605642,0.07759911501657543,0.09187653561737374,1.6936453951434753
0.9,387.5,512,0.13863836559309578,0.24659554815428936,0.30183875746113525,0.06927296722418078,0.08505995144393436,0.10202259816871731,1.8564824488446168
0.9,392.5,512,0.1460568493335141,0.24964075612620262,0.31257772912383297,0.07492928620372394,0.0944477725533519,0.11194502218041105,2.06137705349313
0.9,397.5,512,0.15256265617027767,0.2600330720613768,0.3262533857340849,0.08255023561664059,0.10401884989296259,0.12492381592835168,2.2702713309514646
0.9,402.5,512,0.1626470481312292,0.2711228320993619,0.3443859659905504,0.0919931327397277,0.1165589412495022,0.1418610479818097,2.5439660499717163
0.9,407.5,512,0.17350837926228796,0.28264431199484974,0.362758234950466,0.1013384850531576,0.13161466929947896,0.1593407547137856,2.872565989248458
0.9,412.5,512,0.19177764767785524,0.2952970152218959,0.3828531561367577,0.11479983356336071,0.14844808248314856,0.18359000963560201,3.23996493080829
0.9,417.5,512,0.21548211269284753,0.31257095030221527,0.4097303703927949,0.1285842892176828,0.16908119135164065,0.21087458031661607,3.690294419941655
0.9,422.5,512,0.23422599248226883,0.33305064227038017,0.44030087925427785,0.14436151054377921,0.19165354518325878,0.2437640760803541,4.182949047720635
0.9,427.5,512,0.25760359940518035,0.37188075314441127,0.4729606417962836,0.16742631343616707,0.22359980511548877,0.27520088288614186,4.880194577063601
0.9,432.5,512,0.2840184138999686,0.4112210735918501,0.52494816941078,0.20240424872656987,0.2641287081543289,0.3263994828975919,5.764761237228293
0.9,437.5,512,0.33002373642157135,0.4537599299177684,0.5935338253061248,0.23201315497391162,0.31719825876071306,0.39698638459673924,6.923034756038879
0.9,442.5,512,0.3919939632437957,0.5130366576725794,0.6776112717263671,0.2861844970065483,0.3725084442156704,0.4845829217263327,8.130211421395316
0.9,447.5,512,0.46486915455985744,0.5902581596476462,0.7655147671088269,0.36080717954192165,0.4397252801246486,0.5820357208733665,9.597257593107953
0.9,452.5,512,0.5481920618176729,0.6724134896226468,0.8555702442583736,0.4435579368735998,0.5224594477678526,0.6738178514922037,11.402978470466026
0.9,457.5,511,0.6367301522404856,0.7630740923629988,0.9522908048279435,0.5351353157927101,0.6152904080963546,0.7664328656792483,13.42906766560093
0.9,462.5,510,0.7308923994367678,0.8536686297507595,1.0457760890011294,0.6288838296048487,0.7127345977923014,0.8679942064050667,15.555843249662365
0.9,467.5,507,0.8267439915539472,0.9457764198269627,1.141161776532467,0.7246379985835282,0.8091450554310387,0.9662124102965011,17.660057035974802
0.9,472.5,493,0.9218385304349592,1.0350384800553927,1.223664794006405,0.822438339919374,0.8914798441055986,1.0472716374932978,19.45706123723397
0.9,477.5,477,1.0181323408923522,1.1286310100534187,1.3087947626821181,0.9159962124097072,0.9755360835907656,1.1348269753785214,21.291637094274627
0.9,482.5,457,1.1124120751485955,1.2239355908960747,1.3790324765031436,1.0118433464956853,1.0707017145813225,1.2227440534337122,23.368681821764778
0.9,487.5,425,1.2032110186899962,1.314947821890331,1.4416619635427175,1.1104987259793129,1.1570155144159304,1.298817939148389,25.252530234159607
2.7,2.5,512,-0.04969119588171994,-0.0471665485700094,-0.043947234038927974,-0.8006670439575472,-0.7492636693026662,-0.6006382236449179,-16.3531112821545
2.7,7.5,512,0.04506928197470239,0.07384725904025363,0.08064011872855817,-0.6741558205943639,-0.626243411144126,-0.5105488238814679,-13.668123267857322
2.7,12.5,512,0.1271124624295943,0.1696638766094674,0.18188699165768568,-0.5736914343448499,-0.5310368346804697,-0.42651979562917086,-11.59018488182542
2.7,17.5,512,0.1871110484739967,0.24383797496968074,0.2637394515307039,-0.49027410123058546,-0.45220856982287705,-0.3682059365638003,-9.869712583208425
2.7,22.5,512,0.23962450905173582,0.3103342131022564,0.33049897214227786,-0.4246460438165651,-0.3891074297567297,-0.3176921956859197,-8.492493844586138
2.7,27.5,512,0.28699255826815057,0.36990461470535374,0.39052769439416996,-0.3630532165898764,-0.33167563582711546,-0.2691860198641167,-7.239011851873422
2.7,32.5,512,0.32680981713723395,0.42198971354953,0.44381030649268904,-0.3097543241952545,-0.28227105964761673,-0.2338327054146522,-6.1607285115601975
2.7,37.5,512,0.3576653215648049,0.4602045396387576,0.48487547133312636,-0.26993328448186804,-0.24408256736839892,-0.20345963268765915,-5.327242664687407
2.7,42.5,512,0.38908394861390944,0.4930862435815857,0.520637055784142,-0.23430980166116894,-0.21098710041230662,-0.174847845908154,-4.604915029915595
2.7,47.5,512,0.4126656050201548,0.522958228595645,0.5540951924778422,-0.20281533315580416,-0.1809635228700154,-0.15144883529052405,-3.9496331515156546
2.7,52.5,512,0.43239287351350136,0.5453728479390136,0.5790778484581219,-0.17697032485303305,-0.1577830788429377,-0.13415220332490085,-3.4437066048603833
2.7,57.5,512,0.4473516414706393,0.5656498899897853,0.6004409279537065,-0.1555442885291083,-0.13818095017771087,-0.11672428261850254,-3.015878852678159
2.7,62.5,512,0.46174326887699957,0.5835956459224638,0.6216883058266547,-0.13409632428159357,-0.11957505938587806,-0.1012831566587449,-2.6097945660803155
2.7,67.5,512,0.4707081874638639,0.5989092500804748,0.6375465093892206,-0.11898213984556738,-0.10546817168854376,-0.08939204256860848,-2.3019036141887517
2.7,72.5,512,0.47891849040928836,0.6111386238930214,0.6501418922911939,-0.10551906499545909,-0.09369785967595531,-0.07842414071381627,-2.0450097728702747
2.7,77.5,512,0.48990435996531834,0.6220962754742638,0.6629243505071697,-0.09181287031526675,-0.08213658983573036,-0.06960831309619087,-1.7926783974064484
2.7,82.5,512,0.4947423006643886,0.631237401707366,0.6752996893831101,-0.08193151136203809,-0.07224258612057732,-0.06169988463505098,-1.5767360657429748
2.7,87.5,512,0.5008364174971867,0.6383284690589076,0.6845666298501751,-0.07461041252061315,-0.06482227800806406,-0.05476234751182833,-1.4147835658643428
2.7,92.5,512,0.5071130361990026,0.6442091030697348,0.6909996231043347,-0.06602749687061099,-0.05765469409915561,-0.048843723594127406,-1.258346917340268
2.7,97.5,512,0.5121656423636922,0.6504716996921264,0.6987859834126271,-0.05973566301676585,-0.051415530646385245,-0.04388155803403955,-1.12217358019493
2.7,102.5,512,0.514172754107801,0.655354256161662,0.7050926305560508,-0.05368552926441546,-0.046894158135811756,-0.03982074700734539,-1.023492020094336
2.7,107.5,512,0.5167892874774614,0.6585285523645639,0.7098232155786075,-0.048877266594019725,-0.042804883706224206,-0.03558855137908656,-0.9342412495711214
2.7,112.5,512,0.5213342203909234,0.6635580792488835,0.7136148872244256,-0.0443838082279729,-0.03859243356862639,-0.032131620030547425,-0.842302098251031
2.7,117.5,512,0.5241168599197155,0.6661019102781406,0.7168174660616442,-0.04044017208781355,-0.03464904077078158,-0.029582877658120246,-0.7562352783925157
2.7,122.5,512,0.526522901492082,0.6687336852198529,0.7191931976105821,-0.03657802364087426,-0.031767998476857906,-0.02673919744789896,-0.6933548703714298
2.7,127.5,512,0.5294266601386948,0.6698273851665174,0.7240780839089633,-0.033509032781670625,-0.028951473878405576,-0.023987976192962,-0.6318825982268547
2.7,132.5,512,0.5303395073819697,0.6721938224295694,0.7267188666878939,-0.030419034528089403,-0.02646489781942829,-0.021967938800371428,-0.5776116430611762
2.7,137.5,512,0.5335442331936658,0.674794089408402,0.7284667257017323,-0.028238287613638655,-0.024040279494773817,-0.019842321434899297,-0.5246929511449812
2.7,142.5,512,0.536611131308965,0.6782909740886609,0.7298372108447939,-0.02580682789362848,-0.02195452020988689,-0.018149884676080766,-0.47917005301048665
2.7,147.5,512,0.5376629812443839,0.6799902863107596,0.7331467129044701,-0.023562903752227263,-0.019951943671256245,-0.015916766323970058,-0.43546266624003593
2.7,152.5,512,0.5373591433352534,0.6817496095286653,0.7359339710703909,-0.02204250166658489,-0.018100293598179773,-0.014102278098634222,-0.3950493365388766
2.7,157.5,512,0.5385343122030164,0.6838223646002659,0.7375386057505606,-0.020107066053575803,-0.01673547415946302,-0.012844698922647627,-0.3652613659274697
2.7,162.5,512,0.5391970056327913,0.6865812309754603,0.7392799146845569,-0.01827807949314303,-0.01483055019637175,-0.011174829730074325,-0.3236853028821779
2.7,167.5,512,0.5434257451049207,0.6866695308629582,0.7412094927004244,-0.017009246778006942,-0.013352160813693448,-0.00946036075810211,-0.29141860280876497
2.7,172.5,512,0.5461005172430752,0.6892861879895672,0.7436666563214818,-0.015681564157535917,-0.012193146399293621,-0.008242832250761091,-0.2661224454307603
2.7,177.5,512,0.5443918001881536,0.6913271472590934,0.744138433105004,-0.013457861067204663,-0.010375192979399449,-0.00726708797182922,-0.22644456460014234
2.7,182.5,512,0.5458682470038986,0.6931958563236793,0.7453046817387818,-0.011815898371256628,-0.008828028106009932,-0.005805716560098539,-0.19267679981591537
2.7,187.5,512,0.5511060060783064,0.6935116061867357,0.7464902913823634,-0.01024292322146507,-0.007257776304349463,-0.004251480159049935,-0.1584051495202911
2.7,192.5,512,0.5533460888874575,0.6939925215170624,0.7476259644019578,-0.009057457497480798,-0.005712232786038163,-0.00290103599374561,-0.12467277174481455
2.7,197.5,512,0.5501347497269173,0.6960262806351349,0.7484004492910075,-0.007250659584546418,-0.004221444069541155,-0.001512521966235636,-0.0921354490667442
2.7,202.5,512,0.5499196309493295,0.6987943272729592,0.7497602343248693,-0.005753474441497139,-0.003037041403839126,-0.0008349137383739554,-0.06628517847624302
2.7,207.5,512,0.5530624136272415,0.6989954490006177,0.7519593410693158,-0.0038927817680143584,-0.0018999291882705327,-0.00024513609497524985,-0.041467049207013953
2.7,212.5,512,0.5527235545874739,0.701153073528346,0.7515715041742802,-0.0021031839851315404,-0.0007371186337646607,0.00046533307903454807,-0.016088038883991154
2.7,217.5,512,0.5546243632843953,0.7036546255686207,0.7546212202363851,-0.0007393511256842192,0.0007022692332753766,0.0021560003915950254,0.015327430639302033
2.7,222.5,512,0.5552269407335362,0.7042967169427874,0.7565305938875126,0.00016466140104731686,0.0017263621537766949,0.004245582931874312,0.0376788486759073
2.7,227.5,512,0.5578301827459792,0.7054265942437146,0.7584581132274002,0.000984029041844331,0.0032593992676510086,0.006197778572977625,0.0711382669687921
2.7,232.5,512,0.5589230233466415,0.7055631468263839,0.759818079725102,0.0022118154706367854,0.004889114197279179,0.0080351305469189,0.10670773429289424
2.7,237.5,512,0.5647810647617282,0.7064968193049324,0.7618204873146399,0.0033046845771129707,0.006703929196580111,0.009337991556048558,0.14631711728581612
2.7,242.5,512,0.5693201574596427,0.709654448645083,0.7638025799925007,0.005314754668502238,0.008534352867196199,0.01175792449825351,0.18626716852336395
2.7,247.5,512,0.5706587063573512,0.7113576195810255,0.7658227849436563,0.006865025285088505,0.009999451587920996,0.013811363056930315,0.21824379224202523
2.7,252.5,512,0.5708426947002787,0.7130093799338186,0.7670773119117554,0.008264194229654229,0.011696541747056359,0.015188471977792335,0.2552837627693819
2.7,257.5,512,0.5694877417495188,0.7150124681865734,0.7692800882583047,0.010236949515276372,0.013451945067907617,0.016550915004991965,0.2935964516492003
2.7,262.5,512,0.5707012676234183,0.7167136089523491,0.7702331363471968,0.011739652966754402,0.015163055915939944,0.01847040682955596,0.3309424317899657
2.7,267.5,512,0.5730374838568026,0.7189045352234468,0.7719888553177927,0.01340009229700942,0.017121711252597094,0.020795013548748104,0.3736912130214784
2.7,272.5,512,0.5733727727171849,0.7198515998724572,0.7741376972737594,0.015120279813372151,0.01871005103612522,0.022767773701216673,0.4083576439430293
2.7,277.5,512,0.5751897993504929,0.7206280982453432,0.7750564883268815,0.016995326902354682,0.020991118253145757,0.024441435557577135,0.4581432502259664
2.7,282.5,512,0.5758377288544158,0.7240228083545959,0.7765831067657634,0.018967114380829035,0.022911128049207648,0.02642287190645276,0.5000485702677734
2.7,287.5,512,0.5786097982883304,0.726319135220526,0.7784214390616,0.021043672545173336,0.025352225515398952,0.028821399763411748,0.553326928942717
2.7,292.5,512,0.5792351567496894,0.729216817957178,0.7818322062872904,0.02324406274651314,0.027649089124948456,0.031547487233581056,0.6034573005939299
2.7,297.5,512,0.580442436374008,0.7307244835060801,0.784227771625386,0.025280497239517453,0.03030918911206676,0.03368775380638506,0.6615155154697283
2.7,302.5,512,0.5848839724427815,0.7322586525093489,0.7872490958967644,0.0275589474837616,0.03219806082556709,0.03648225940169532,0.7027412289189507
2.7,307.5,512,0.5867602661396778,0.7340911299890989,0.789037493654405,0.030057703173210937,0.03484351855799099,0.03900536322786828,0.7604798681496868
2.7,312.5,512,0.5855521243883022,0.7381134602527076,0.7916452847776015,0.03245316630753492,0.03750577108169689,0.04206676389265117,0.8185850633767262
2.7,317.5,512,0.5897789456277296,0.7406115610036992,0.7929534715070997,0.035178939518486704,0.03980548249158955,0.045135120671309634,0.8687775899112318
