acquisition_order,block,position_in_block,speed_um_per_s,elapsed_midpoint_min,scanner_travel_bin_center_nm,finite_pixel_count,map_median_corrected_V,map_median_corrected_nN_prior_D3_scale
7,1,7,0.3,12.374530566666666,107.5,64,0.00027935975808451863,0.006097187677555043
7,1,7,0.3,12.374530566666666,112.5,64,-0.0003101710666810198,-0.006769662240076307
7,1,7,0.3,12.374530566666666,117.5,64,0.0008770974762219441,0.01914315777155388
7,1,7,0.3,12.374530566666666,122.5,64,0.000905410006880436,0.0197610950658693
7,1,7,0.3,12.374530566666666,127.5,64,0.0007943026871413683,0.01733611379639721
7,1,7,0.3,12.374530566666666,132.5,64,1.6689111191126038e-05,0.0003642494674307879
7,1,7,0.3,12.374530566666666,137.5,64,0.0006718917692625781,0.014664424984786215
7,1,7,0.3,12.374530566666666,142.5,64,0.001019906042164731,0.022260037004575815
7,1,7,0.3,12.374530566666666,147.5,64,0.0013696793323688117,0.02989404059046448
7,1,7,0.3,12.374530566666666,152.5,64,0.002110406385025465,0.046060835295818635
7,1,7,0.3,12.374530566666666,157.5,64,0.0012111605866028663,0.0264342776311438
7,1,7,0.3,12.374530566666666,162.5,64,0.000916290884656723,0.019998576492519474
7,1,7,0.3,12.374530566666666,167.5,64,0.0015679157154414591,0.034220663867922885
7,1,7,0.3,12.374530566666666,172.5,64,0.0019922490908038104,0.04348198427131439
7,1,7,0.3,12.374530566666666,177.5,64,0.002288345238014966,0.049944453284482646
7,1,7,0.3,12.374530566666666,182.5,64,0.0021372421754670134,0.04664654188405298
7,1,7,0.3,12.374530566666666,187.5,64,0.0024647141854440835,0.053793807179766395
7,1,7,0.3,12.374530566666666,192.5,64,0.0027547823958934403,0.06012471300002123
7,1,7,0.3,12.374530566666666,197.5,64,0.0033050419426834954,0.0721344446490954
7,1,7,0.3,12.374530566666666,202.5,64,0.0029778438666260287,0.06499315811900852
7,1,7,0.3,12.374530566666666,207.5,64,0.003448452607038688,0.07526446502687621
7,1,7,0.3,12.374530566666666,212.5,64,0.0036165979747656563,0.07893433455702042
7,1,7,0.3,12.374530566666666,217.5,64,0.003920864861633511,0.08557513467089167
7,1,7,0.3,12.374530566666666,222.5,64,0.0040526882602365255,0.08845225629745236
7,1,7,0.3,12.374530566666666,227.5,64,0.005300565725776529,0.1156879009663857
7,1,7,0.3,12.374530566666666,232.5,64,0.004686604723164289,0.1022878483414327
7,1,7,0.3,12.374530566666666,237.5,64,0.004795100632237093,0.10465583406850971
7,1,7,0.3,12.374530566666666,242.5,64,0.005512817235636014,0.12032041246099463
7,1,7,0.3,12.374530566666666,247.5,64,0.00628040649875683,0.137073490386799
7,1,7,0.3,12.374530566666666,252.5,64,0.0063416216913888546,0.13840954723605434
7,1,7,0.3,12.374530566666666,257.5,64,0.007625933758781012,0.16644039808275923
7,1,7,0.3,12.374530566666666,262.5,64,0.0071644427072603545,0.1563680899882542
7,1,7,0.3,12.374530566666666,267.5,64,0.007146605020344754,0.1559787721938674
7,1,7,0.3,12.374530566666666,272.5,64,0.008323302773106389,0.1816608786201421
7,1,7,0.3,12.374530566666666,277.5,64,0.00810687133754795,0.1769371378388259
7,1,7,0.3,12.374530566666666,282.5,64,0.009427868301744469,0.2057686576948455
7,1,7,0.3,12.374530566666666,287.5,64,0.009704470643774,0.21180566317827337
7,1,7,0.3,12.374530566666666,292.5,64,0.010148043357783465,0.22148689323267484
7,1,7,0.3,12.374530566666666,297.5,64,0.010975825775815518,0.23955372144561582
7,1,7,0.3,12.374530566666666,302.5,64,0.012373421338502055,0.27005704984712403
7,1,7,0.3,12.374530566666666,307.5,64,0.012233802642670266,0.2670097913671667
7,1,7,0.3,12.374530566666666,312.5,64,0.012879485749398956,0.28110219719163243
7,1,7,0.3,12.374530566666666,317.5,64,0.014300339275240326,0.31211314403942303
7,1,7,0.3,12.374530566666666,322.5,64,0.016213229570444188,0.3538630768729952
7,1,7,0.3,12.374530566666666,327.5,64,0.017093501620974505,0.3730755215579084
7,1,7,0.3,12.374530566666666,332.5,64,0.018496446542997314,0.40369560280904526
7,1,7,0.3,12.374530566666666,337.5,64,0.019365150795160713,0.42265557362963807
7,1,7,0.3,12.374530566666666,342.5,64,0.021315671545876547,0.46522681283611655
7,1,7,0.3,12.374530566666666,347.5,64,0.024566907026508544,0.536186900449529
7,1,7,0.3,12.374530566666666,352.5,64,0.02584352113359789,0.5640497388773286
7,1,7,0.3,12.374530566666666,357.5,64,0.03025505031393999,0.6603339050077222
7,1,7,0.3,12.374530566666666,362.5,64,0.03276173896284168,0.7150438290366743
7,1,7,0.3,12.374530566666666,367.5,64,0.03647211133191752,0.7960248437790537
7,1,7,0.3,12.374530566666666,372.5,64,0.04056221451590192,0.8852937023444789
7,1,7,0.3,12.374530566666666,377.5,64,0.04557752047536334,0.9947556445542979
7,1,7,0.3,12.374530566666666,382.5,64,0.04985199787365968,1.0880485765770804
7,1,7,0.3,12.374530566666666,387.5,64,0.05729036337643517,1.2503951894022245
7,1,7,0.3,12.374530566666666,392.5,64,0.06666371187551479,1.4549739209914985
7,1,7,0.3,12.374530566666666,397.5,64,0.07516950886973794,1.6406178411343266
7,1,7,0.3,12.374530566666666,402.5,64,0.08625687998145853,1.8826061038046074
7,1,7,0.3,12.374530566666666,407.5,64,0.09700875295840666,2.1172719263811417
7,1,7,0.3,12.374530566666666,412.5,64,0.1134431487105855,2.4759620825987447
7,1,7,0.3,12.374530566666666,417.5,64,0.13562066642693954,2.9599991846712714
7,1,7,0.3,12.374530566666666,422.5,64,0.17152822637030538,3.7437023691203417
7,1,7,0.3,12.374530566666666,427.5,64,0.21984146789043654,4.798166701703858
7,1,7,0.3,12.374530566666666,432.5,64,0.27601964425694403,6.024287768811002
7,1,7,0.3,12.374530566666666,437.5,64,0.3647394279570268,7.960648165313904
7,1,7,0.3,12.374530566666666,442.5,64,0.4573592019197428,9.9821280963373
7,1,7,0.3,12.374530566666666,447.5,64,0.5567978182725766,12.152433191304452
7,1,7,0.3,12.374530566666666,452.5,64,0.6566942435600811,14.332730230044351
7,1,7,0.3,12.374530566666666,457.5,64,0.7467428793142721,16.298093588266426
7,1,7,0.3,12.374530566666666,462.5,64,0.8504828547432516,18.562278323363707
7,1,7,0.3,12.374530566666666,467.5,63,0.9429825163300649,20.58113673257846
7,1,7,0.3,12.374530566666666,472.5,62,1.0300138227984177,22.4806451406571
7,1,7,0.3,12.374530566666666,477.5,61,1.124188903173102,24.536070530235076
7,1,7,0.3,12.374530566666666,482.5,58,1.2193959412918922,26.614018992156264
7,1,7,0.3,12.374530566666666,487.5,56,1.306057765133095,28.50546322901433
8,1,8,0.1,16.8032,2.5,64,-0.004173153830127008,-0.09108148676837678
8,1,8,0.1,16.8032,7.5,64,-5.5245658025837585e-05,-0.0012057683170374415
8,1,8,0.1,16.8032,12.5,64,-0.0007041659128008693,-0.015368826762746576
8,1,8,0.1,16.8032,17.5,64,-0.00021369765847123467,-0.004664074521280825
8,1,8,0.1,16.8032,22.5,64,0.0003593276047345606,0.007842532005379573
8,1,8,0.1,16.8032,27.5,64,-0.00040054562122587845,-0.008742138963687756
8,1,8,0.1,16.8032,32.5,64,5.7823696031855665e-05,0.0012620354818944728
8,1,8,0.1,16.8032,37.5,64,0.0003790995154183685,0.008274065347939813
8,1,8,0.1,16.8032,42.5,64,0.0003664318097900132,0.007997585373910286
8,1,8,0.1,16.8032,47.5,64,7.23157737550495e-05,0.001578333428033495
8,1,8,0.1,16.8032,52.5,64,-6.137510329579099e-05,-0.0013395469916270047
8,1,8,0.1,16.8032,57.5,64,4.9778103851150224e-05,0.00108643579696065
8,1,8,0.1,16.8032,62.5,64,-0.0002940075748890658,-0.006416884718876035
8,1,8,0.1,16.8032,67.5,64,-0.00010499873238184465,-0.0022916578308454687
8,1,8,0.1,16.8032,72.5,64,-0.00018114123784812586,-0.003953511883306095
8,1,8,0.1,16.8032,77.5,64,-0.0006723158801534845,-0.014673681449338168
8,1,8,0.1,16.8032,82.5,64,-0.0003089932898788228,-0.0067439565827743944
8,1,8,0.1,16.8032,87.5,64,0.00017670128350433245,0.0038566073216057873
8,1,8,0.1,16.8032,92.5,64,0.00014340927382761048,0.0031299900287151635
8,1,8,0.1,16.8032,97.5,64,-0.00043952766947891186,-0.009592944626908378
8,1,8,0.1,16.8032,102.5,64,0.0001671650458315299,0.003648473439948943
8,1,8,0.1,16.8032,107.5,64,-0.00017844083342111183,-0.0038945740008075576
8,1,8,0.1,16.8032,112.5,64,0.0004173223356502831,0.00910830042215878
8,1,8,0.1,16.8032,117.5,64,0.00014449249475906312,0.0031536319496582813
8,1,8,0.1,16.8032,122.5,64,0.0003894033242773931,0.008498951912983731
8,1,8,0.1,16.8032,127.5,64,-0.00031663145749871724,-0.00691066399192468
8,1,8,0.1,16.8032,132.5,64,0.00021722959835002165,0.004741161144116064
8,1,8,0.1,16.8032,137.5,64,0.00011482559030445705,0.0025061346668996767
8,1,8,0.1,16.8032,142.5,64,0.0004021850531616966,0.008777920510270555
8,1,8,0.1,16.8032,147.5,64,-0.0001761714925225255,-0.0038450443281807436
8,1,8,0.1,16.8032,152.5,64,-0.00044548607986510946,-0.00972299036661563
8,1,8,0.1,16.8032,157.5,64,0.00027580696029300134,0.0060196458187568615
8,1,8,0.1,16.8032,162.5,64,0.0005894293162570508,0.01286463443594794
8,1,8,0.1,16.8032,167.5,64,0.0003903933798655168,0.00852056044663007
8,1,8,0.1,16.8032,172.5,64,2.3880919479801754e-05,0.000521214827000527
8,1,8,0.1,16.8032,177.5,64,0.00043517253731339967,0.009497891358120642
8,1,8,0.1,16.8032,182.5,64,0.0003094007144396338,0.006752848858557933
8,1,8,0.1,16.8032,187.5,64,0.00023944049428881176,0.0052259267451246275
8,1,8,0.1,16.8032,192.5,64,0.0005968380468375778,0.013026334249520403
8,1,8,0.1,16.8032,197.5,64,0.0010683297722198226,0.023316912813094486
8,1,8,0.1,16.8032,202.5,64,0.0007110893492798809,0.01551993475294391
8,1,8,0.1,16.8032,207.5,64,0.0004394233799155933,0.009590668447100938
8,1,8,0.1,16.8032,212.5,64,0.0010646740753925132,0.023237125123553304
8,1,8,0.1,16.8032,217.5,64,0.0005673046330240128,0.012381750476915176
8,1,8,0.1,16.8032,222.5,64,0.00150828016206217,0.03291908355549159
8,1,8,0.1,16.8032,227.5,64,0.0011475008466058645,0.025044867127184792
8,1,8,0.1,16.8032,232.5,64,0.0010706450005262824,0.023367444004836865
8,1,8,0.1,16.8032,237.5,64,0.0008619754895359821,0.018813111699370846
8,1,8,0.1,16.8032,242.5,64,0.0011751612198615535,0.02564857071043366
8,1,8,0.1,16.8032,247.5,64,0.0013062796210164818,0.028510305361494882
8,1,8,0.1,16.8032,252.5,64,0.0017346371829967677,0.037859455956418944
8,1,8,0.1,16.8032,257.5,64,0.0014742622970246866,0.03217662405113978
8,1,8,0.1,16.8032,262.5,64,0.0022437830028588235,0.04897185682699237
8,1,8,0.1,16.8032,267.5,64,0.001609688552409727,0.03513238010280873
8,1,8,0.1,16.8032,272.5,64,0.002552813836980472,0.055716632834498125
8,1,8,0.1,16.8032,277.5,64,0.0023731048424691648,0.05179438048722681
8,1,8,0.1,16.8032,282.5,64,0.002879986883542629,0.06285737308142875
8,1,8,0.1,16.8032,287.5,64,0.003571903639495999,0.07795885493844121
8,1,8,0.1,16.8032,292.5,64,0.0033486294180541942,0.07308576641264573
8,1,8,0.1,16.8032,297.5,64,0.003195916124648035,0.0697527107959768
8,1,8,0.1,16.8032,302.5,64,0.003203412458461785,0.06991632260058828
8,1,8,0.1,16.8032,307.5,64,0.003954882726670994,0.08631759417524348
8,1,8,0.1,16.8032,312.5,64,0.005087454869915131,0.11103663375015979
8,1,8,0.1,16.8032,317.5,64,0.004973665222606616,0.1085531091360208
8,1,8,0.1,16.8032,322.5,64,0.005784082733076956,0.1262409382363726
8,1,8,0.1,16.8032,327.5,64,0.00697736669799387,0.15228504829933387
8,1,8,0.1,16.8032,332.5,64,0.007828654593077744,0.17086489709196787
8,1,8,0.1,16.8032,337.5,64,0.00841015373093762,0.18355645081530492
8,1,8,0.1,16.8032,342.5,64,0.010181477201266276,0.22221660613010305
8,1,8,0.1,16.8032,347.5,64,0.010808831764867854,0.2359089809405516
8,1,8,0.1,16.8032,352.5,64,0.013384390460351392,0.29212203341667425
8,1,8,0.1,16.8032,357.5,64,0.015425516593179034,0.3366707872914076
8,1,8,0.1,16.8032,362.5,64,0.016970535882618598,0.3703917234697161
8,1,8,0.1,16.8032,367.5,64,0.02004381860498594,0.43746788960382266
8,1,8,0.1,16.8032,372.5,64,0.02406744901181801,0.5252859415085999
8,1,8,0.1,16.8032,377.5,64,0.027838519297291586,0.6075917232483847
8,1,8,0.1,16.8032,382.5,64,0.03198915214384501,0.698181676574462
8,1,8,0.1,16.8032,387.5,64,0.03710640601832821,0.809868690768468
8,1,8,0.1,16.8032,392.5,64,0.043155004628306015,0.9418828404230349
8,1,8,0.1,16.8032,397.5,64,0.05064837522784793,1.1054299711771267
8,1,8,0.1,16.8032,402.5,64,0.05913216017156636,1.2905934656351126
8,1,8,0.1,16.8032,407.5,64,0.06710951082406985,1.4647037398975364
8,1,8,0.1,16.8032,412.5,64,0.08744227409327615,1.9084780132778179
8,1,8,0.1,16.8032,417.5,64,0.10259021080358516,2.239090459693729
8,1,8,0.1,16.8032,422.5,64,0.13833058067162435,3.0191446244196984
8,1,8,0.1,16.8032,427.5,64,0.22868786208381625,4.991244351958518
8,1,8,0.1,16.8032,432.5,64,0.3163716276994605,6.904993056851022
8,1,8,0.1,16.8032,437.5,64,0.4068049125643677,8.878751603535894
8,1,8,0.1,16.8032,442.5,64,0.4941543411357112,10.785203209803178
8,1,8,0.1,16.8032,447.5,64,0.5919049989235765,12.91866763654697
8,1,8,0.1,16.8032,452.5,64,0.6875374272186376,15.005900484160273
8,1,8,0.1,16.8032,457.5,64,0.7868080831439035,17.172539746022807
8,1,8,0.1,16.8032,462.5,64,0.8847552377649247,19.310292829364858
8,1,8,0.1,16.8032,467.5,64,0.98556292857066,21.51047876307959
8,1,8,0.1,16.8032,472.5,62,1.0732530600212509,23.424366405987577
8,1,8,0.1,16.8032,477.5,61,1.1708526981782192,25.554534742274793
8,1,8,0.1,16.8032,482.5,58,1.2611365360988445,27.52503152329459
8,1,8,0.1,16.8032,487.5,55,1.3563507785406705,29.603137223716917
9,2,1,0.3,20.990547233333334,2.5,64,-0.04966358695798212,-1.0839363997866118
9,2,1,0.3,20.990547233333334,7.5,64,-0.00965511526028634,-0.21072845349680266
9,2,1,0.3,20.990547233333334,12.5,64,-0.004292900497294194,-0.09369502677315858
9,2,1,0.3,20.990547233333334,17.5,64,-0.0013944043020480135,-0.030433677299379232
9,2,1,0.3,20.990547233333334,22.5,64,-0.0014333891313561553,-0.03128454366072994
9,2,1,0.3,20.990547233333334,27.5,64,-0.00115916598189858,-0.02529946542599288
9,2,1,0.3,20.990547233333334,32.5,64,-0.0014669522938975943,-0.03201707902112185
9,2,1,0.3,20.990547233333334,37.5,64,-0.0008469397155558278,-0.018484947269164817
9,2,1,0.3,20.990547233333334,42.5,64,-0.0010435936783205202,-0.02277703331166665
9,2,1,0.3,20.990547233333334,47.5,64,-0.0010662314662052697,-0.023271116075356042
9,2,1,0.3,20.990547233333334,52.5,64,-0.00041727922929746253,-0.009107359601172094
9,2,1,0.3,20.990547233333334,57.5,64,-0.0011436310085418122,-0.024960405681770974
9,2,1,0.3,20.990547233333334,62.5,64,-0.0010311248181261723,-0.022504893253802147
9,2,1,0.3,20.990547233333334,67.5,64,-0.0009106703724559018,-0.019875905575393222
9,2,1,0.3,20.990547233333334,72.5,64,-0.00037944853782367893,-0.008281682963030263
9,2,1,0.3,20.990547233333334,77.5,64,-7.332390620073959e-05,-0.0016003364995114757
9,2,1,0.3,20.990547233333334,82.5,64,-0.00033682747907337607,-0.007351453799035661
9,2,1,0.3,20.990547233333334,87.5,64,8.771447541633393e-06,0.00019144189639864735
9,2,1,0.3,20.990547233333334,92.5,64,-0.00015864250271446778,-0.0034624640260266216
9,2,1,0.3,20.990547233333334,97.5,64,0.00035267393059273955,0.007697311733619085
9,2,1,0.3,20.990547233333334,102.5,64,-4.7215361647645615e-05,-0.0010305024718063837
9,2,1,0.3,20.990547233333334,107.5,64,0.00011569745105399765,0.0025251635300941907
9,2,1,0.3,20.990547233333334,112.5,64,8.340384013050262e-05,0.0018203368652353249
9,2,1,0.3,20.990547233333334,117.5,64,0.0005620526106136503,0.012267122061776669
9,2,1,0.3,20.990547233333334,122.5,64,0.00016426023386034716,0.003585074245026418
9,2,1,0.3,20.990547233333334,127.5,64,0.0016361391667305547,0.035709680000283295
9,2,1,0.3,20.990547233333334,132.5,64,0.0009161518319055206,0.01999554158610713
9,2,1,0.3,20.990547233333334,137.5,64,0.0009116993628143222,0.019898363882834145
9,2,1,0.3,20.990547233333334,142.5,64,0.0008290380643747319,0.018094233417829637
9,2,1,0.3,20.990547233333334,147.5,64,0.0012278705557066116,0.026798982334535107
9,2,1,0.3,20.990547233333334,152.5,64,0.0008210161111617542,0.017919149666986423
9,2,1,0.3,20.990547233333334,157.5,64,5.475341128680089e-05,0.0011950247483425431
9,2,1,0.3,20.990547233333334,162.5,64,0.0012477759570316826,0.027233429187253574
9,2,1,0.3,20.990547233333334,167.5,64,0.0012531712037755494,0.02735118355599168
9,2,1,0.3,20.990547233333334,172.5,64,0.0028476724147065147,0.06215209118060937
9,2,1,0.3,20.990547233333334,177.5,64,0.002577351085445656,0.056252172419758516
9,2,1,0.3,20.990547233333334,182.5,64,0.0029242112205134507,0.06382259471633923
9,2,1,0.3,20.990547233333334,187.5,64,0.0022972265372299128,0.050138292756944064
9,2,1,0.3,20.990547233333334,192.5,64,0.0030840148136998535,0.06731040021089572
9,2,1,0.3,20.990547233333334,197.5,64,0.0023118395908466316,0.05045723107166136
9,2,1,0.3,20.990547233333334,202.5,64,0.0028738310182498394,0.06272301777461849
9,2,1,0.3,20.990547233333334,207.5,64,0.002666941382474197,0.058207532271214474
9,2,1,0.3,20.990547233333334,212.5,64,0.003993038801582416,0.08715037249438637
9,2,1,0.3,20.990547233333334,217.5,64,0.0036260424376227673,0.07914046540044735
9,2,1,0.3,20.990547233333334,222.5,64,0.004269687031019709,0.09318837949692738
9,2,1,0.3,20.990547233333334,227.5,64,0.004007567033020909,0.08746745951619231
9,2,1,0.3,20.990547233333334,232.5,64,0.00469405099798742,0.10245036757973168
9,2,1,0.3,20.990547233333334,237.5,64,0.003946528437382857,0.08613525699807945
9,2,1,0.3,20.990547233333334,242.5,64,0.005527433070307786,0.12063941147384082
9,2,1,0.3,20.990547233333334,247.5,64,0.006271605850137418,0.1368814111600532
9,2,1,0.3,20.990547233333334,252.5,64,0.004887537339081316,0.10667331845419512
9,2,1,0.3,20.990547233333334,257.5,64,0.005984250558862758,0.13060971636387564
9,2,1,0.3,20.990547233333334,262.5,64,0.0065337620018516285,0.1426031202164576
9,2,1,0.3,20.990547233333334,267.5,64,0.008103784366472744,0.17686976291650433
9,2,1,0.3,20.990547233333334,272.5,64,0.007430037633510078,0.16216485228019825
9,2,1,0.3,20.990547233333334,277.5,64,0.007963459282665286,0.17380708711198187
9,2,1,0.3,20.990547233333334,282.5,64,0.008203478236398665,0.17904563906777232
9,2,1,0.3,20.990547233333334,287.5,64,0.009324755124668072,0.20351815319493272
9,2,1,0.3,20.990547233333334,292.5,64,0.009704901707302427,0.2118150713881451
9,2,1,0.3,20.990547233333334,297.5,64,0.01036156859084314,0.22614720447000286
9,2,1,0.3,20.990547233333334,302.5,64,0.010632832697756778,0.23206769989632126
9,2,1,0.3,20.990547233333334,307.5,64,0.012310192662033703,0.2686770475530416
9,2,1,0.3,20.990547233333334,312.5,64,0.013502984380211636,0.2947104140473092
9,2,1,0.3,20.990547233333334,317.5,64,0.01395370023404685,0.30454754724403593
9,2,1,0.3,20.990547233333334,322.5,64,0.014805184193509902,0.3231316752547109
9,2,1,0.3,20.990547233333334,327.5,64,0.016184385858276307,0.3532335462361891
9,2,1,0.3,20.990547233333334,332.5,64,0.01744949613126434,0.380845306856619
9,2,1,0.3,20.990547233333334,337.5,64,0.019277345935456824,0.42073918197649945
9,2,1,0.3,20.990547233333334,342.5,64,0.020674457594569318,0.4512319489036958
9,2,1,0.3,20.990547233333334,347.5,64,0.02262369488839211,0.49377517592400044
9,2,1,0.3,20.990547233333334,352.5,64,0.025598240423761354,0.558696346062946
9,2,1,0.3,20.990547233333334,357.5,64,0.027894241906253836,0.6088079012944119
9,2,1,0.3,20.990547233333334,362.5,64,0.0300014389537831,0.6547986909502674
9,2,1,0.3,20.990547233333334,367.5,64,0.03534578265719934,0.7714420715019855
9,2,1,0.3,20.990547233333334,372.5,64,0.03883675481447996,0.8476345502111753
9,2,1,0.3,20.990547233333334,377.5,64,0.045805045539407174,0.99972151016907
9,2,1,0.3,20.990547233333334,382.5,64,0.050626726105023834,1.1049574665980204
9,2,1,0.3,20.990547233333334,387.5,64,0.05895136378454108,1.2866474803197059
9,2,1,0.3,20.990547233333334,392.5,64,0.06625465205433695,1.446045954708274
9,2,1,0.3,20.990547233333334,397.5,64,0.0748107764107781,1.6327882985283826
9,2,1,0.3,20.990547233333334,402.5,64,0.08789769410168224,1.918417817358424
9,2,1,0.3,20.990547233333334,407.5,64,0.10223733385597567,2.2313887169967477
9,2,1,0.3,20.990547233333334,412.5,64,0.11836078679870476,2.583292367243696
9,2,1,0.3,20.990547233333334,417.5,64,0.13566338621314306,2.9609315686188156
9,2,1,0.3,20.990547233333334,422.5,64,0.17689119758026345,3.860752305734856
9,2,1,0.3,20.990547233333334,427.5,64,0.21404896134169582,4.671741908837115
9,2,1,0.3,20.990547233333334,432.5,64,0.29795767559160125,6.503097942619285
9,2,1,0.3,20.990547233333334,437.5,64,0.38293083447985987,8.357686093929432
9,2,1,0.3,20.990547233333334,442.5,64,0.475787831045484,10.384343544940698
9,2,1,0.3,20.990547233333334,447.5,64,0.5658596315974866,12.35021248822176
9,2,1,0.3,20.990547233333334,452.5,64,0.6499757027004116,14.186094204792878
9,2,1,0.3,20.990547233333334,457.5,64,0.7479553525588455,16.324556515414084
9,2,1,0.3,20.990547233333334,462.5,64,0.8422001984798293,18.381504578236523
9,2,1,0.3,20.990547233333334,467.5,64,0.9380779144373643,20.474090970409524
9,2,1,0.3,20.990547233333334,472.5,62,1.0336165544328404,22.559276834346832
9,2,1,0.3,20.990547233333334,477.5,61,1.1279361857044392,24.617857130535157
9,2,1,0.3,20.990547233333334,482.5,59,1.2228280802301676,26.688927401963014
9,2,1,0.3,20.990547233333334,487.5,56,1.3105950716984207,28.604492559040544
10,2,2,0.9,22.926225,2.5,64,-0.23706387697382275,-5.1740557029008905
10,2,2,0.9,22.926225,7.5,64,-0.14222573885115541,-3.1041586959424095
10,2,2,0.9,22.926225,12.5,64,-0.08828144910320845,-1.9267934913729965
10,2,2,0.9,22.926225,17.5,64,-0.054988525849977654,-1.2001562591486965
10,2,2,0.9,22.926225,22.5,64,-0.03464435330254084,-0.7561329716974056
10,2,2,0.9,22.926225,27.5,64,-0.023355161027823257,-0.5097398458623924
10,2,2,0.9,22.926225,32.5,64,-0.01667801756269416,-0.3640073425984999
10,2,2,0.9,22.926225,37.5,64,-0.013607738379751377,-0.2969967304428692
10,2,2,0.9,22.926225,42.5,64,-0.00930079494512015,-0.20299520847127858
10,2,2,0.9,22.926225,47.5,64,-0.0060753718266812196,-0.13259849053491363
10,2,2,0.9,22.926225,52.5,64,-0.005529999984093648,-0.12069543584618354
10,2,2,0.9,22.926225,57.5,64,-0.005283499781629841,-0.11531542690258176
10,2,2,0.9,22.926225,62.5,64,-0.00484912818816291,-0.10583501660538623
10,2,2,0.9,22.926225,67.5,64,-0.0038896183179260024,-0.08489316085130537
10,2,2,0.9,22.926225,72.5,64,-0.0035712945884459613,-0.07794556204836015
10,2,2,0.9,22.926225,77.5,64,-0.0028389788367054747,-0.061962348831799886
10,2,2,0.9,22.926225,82.5,64,-0.0032739219369795625,-0.07145523259434391
10,2,2,0.9,22.926225,87.5,64,-0.003679953189237639,-0.0803170986159389
10,2,2,0.9,22.926225,92.5,64,-0.002203186552165115,-0.048085815900341576
10,2,2,0.9,22.926225,97.5,64,-0.0025070362807794178,-0.054717511294977005
10,2,2,0.9,22.926225,102.5,64,-0.0020296695766617856,-0.044298707935545016
10,2,2,0.9,22.926225,107.5,64,-0.0012136412876830316,-0.026488420361511947
10,2,2,0.9,22.926225,112.5,64,-0.002441927611115613,-0.05329647706621723
10,2,2,0.9,22.926225,117.5,64,-0.000871186343771202,-0.019014143900027845
10,2,2,0.9,22.926225,122.5,64,-0.0002816944537761268,-0.006148143756194714
10,2,2,0.9,22.926225,127.5,64,-0.0007767736973333106,-0.016953533494243084
10,2,2,0.9,22.926225,132.5,64,-0.00018079638702528378,-0.003945985315406536
10,2,2,0.9,22.926225,137.5,64,-0.00010809265609451613,-0.0023591844984855825
10,2,2,0.9,22.926225,142.5,64,0.00027545376630522256,0.0060119371564755185
10,2,2,0.9,22.926225,147.5,64,0.001250931063954852,0.027302291213714438
10,2,2,0.9,22.926225,152.5,64,0.0020342138205687865,0.044397888677050336
10,2,2,0.9,22.926225,157.5,64,0.0019710115641230486,0.04301846301518375
10,2,2,0.9,22.926225,162.5,64,0.002758839955171566,0.06021327156909062
10,2,2,0.9,22.926225,167.5,64,0.003174019487926838,0.0692748040834574
10,2,2,0.9,22.926225,172.5,64,0.0033904509234853886,0.07399854486477603
10,2,2,0.9,22.926225,177.5,64,0.0034020367987099287,0.0742514132669293
10,2,2,0.9,22.926225,182.5,64,0.003578514207284944,0.0781031343892138
10,2,2,0.9,22.926225,187.5,64,0.004759586559597184,0.10388071897117229
10,2,2,0.9,22.926225,192.5,64,0.005476676035088501,0.11953160993574448
10,2,2,0.9,22.926225,197.5,64,0.006610264653943487,0.14427283467652538
10,2,2,0.9,22.926225,202.5,64,0.006271979902038094,0.13688957505830113
10,2,2,0.9,22.926225,207.5,64,0.007377534095736715,0.16101893231758524
10,2,2,0.9,22.926225,212.5,64,0.00813126814273446,0.1774696121686107
10,2,2,0.9,22.926225,217.5,64,0.008716973626316238,0.19025297181087816
10,2,2,0.9,22.926225,222.5,64,0.008812598812744044,0.1923400466005661
10,2,2,0.9,22.926225,227.5,64,0.009243220153512755,0.201738605471858
10,2,2,0.9,22.926225,232.5,64,0.01034390332933921,0.22576164995957132
10,2,2,0.9,22.926225,237.5,64,0.010920776182168745,0.23835223234661695
10,2,2,0.9,22.926225,242.5,64,0.01178069508151558,0.257120457780174
10,2,2,0.9,22.926225,247.5,64,0.012866342483361826,0.2808153378376801
10,2,2,0.9,22.926225,252.5,64,0.013256737253754758,0.28933592863337215
10,2,2,0.9,22.926225,257.5,64,0.013479976712008845,0.29420825843256637
10,2,2,0.9,22.926225,262.5,64,0.015909256084881307,0.34722868041165256
10,2,2,0.9,22.926225,267.5,64,0.016315406922505438,0.3560931564527626
10,2,2,0.9,22.926225,272.5,64,0.016594715231071977,0.36218922121494435
10,2,2,0.9,22.926225,277.5,64,0.018827360108564895,0.410917982038426
10,2,2,0.9,22.926225,282.5,64,0.01858241451585868,0.40557190334849563
10,2,2,0.9,22.926225,287.5,64,0.02086591098444157,0.45541052944643123
10,2,2,0.9,22.926225,292.5,64,0.022639293826014484,0.4941156317251732
10,2,2,0.9,22.926225,297.5,64,0.02276736001928209,0.4969107501805178
10,2,2,0.9,22.926225,302.5,64,0.02548152927815156,0.5561490580651162
10,2,2,0.9,22.926225,307.5,64,0.026549142928703084,0.5794503411101957
10,2,2,0.9,22.926225,312.5,64,0.027133752676605838,0.5922097856899436
10,2,2,0.9,22.926225,317.5,64,0.028753720008379446,0.6275665060746437
