acquisition_order,block,position_in_block,speed_um_per_s,elapsed_midpoint_min,scanner_travel_bin_center_nm,finite_pixel_count,map_median_corrected_V,map_median_corrected_nN_prior_D3_scale
4,1,4,2.7,7.334133333333333,97.5,64,-0.06351906867179265,-1.3863402712364004
4,1,4,2.7,7.334133333333333,102.5,64,-0.05845419457813432,-1.2757964759383018
4,1,4,2.7,7.334133333333333,107.5,64,-0.051542834830576534,-1.1249520673631408
4,1,4,2.7,7.334133333333333,112.5,64,-0.04697853673572776,-1.0253336316535127
4,1,4,2.7,7.334133333333333,117.5,64,-0.04189523398096154,-0.914387620208782
4,1,4,2.7,7.334133333333333,122.5,64,-0.03754307337271631,-0.8193992073705056
4,1,4,2.7,7.334133333333333,127.5,64,-0.03279844610808613,-0.7158449836310128
4,1,4,2.7,7.334133333333333,132.5,64,-0.0302134290444704,-0.6594254968208229
4,1,4,2.7,7.334133333333333,137.5,64,-0.026154082938509474,-0.5708279292044166
4,1,4,2.7,7.334133333333333,142.5,64,-0.023309408501117512,-0.5087412706060275
4,1,4,2.7,7.334133333333333,147.5,64,-0.0224634685748423,-0.49027814431395583
4,1,4,2.7,7.334133333333333,152.5,64,-0.019840723718788755,-0.43303522669637096
4,1,4,2.7,7.334133333333333,157.5,64,-0.018131794608421792,-0.39573686423719334
