metric,metric_label,unit,block,speed_um_per_s,early_order,late_order,early_elapsed_midpoint_min,late_elapsed_midpoint_min,pair_time_gap_min,pair_centre_elapsed_min,pair_centre_offset_from_block_median_min,early_value,late_value,later_minus_earlier,palindrome_pair_mean
baseline_window_drift_V,Within-baseline-window drift magnitude,V,1,0.9,3,6,6.086941666666666,10.3387,4.251758333333333,8.212820833333332,0.09997499999999881,0.006713861039329971,0.007606727792794338,0.0008928667534643664,0.0071602944160621546
baseline_window_drift_V,Within-baseline-window drift magnitude,V,1,2.7,4,5,7.334133333333333,8.891558333333334,1.5574250000000012,8.112845833333333,0.0,0.029670703375736907,0.030034937456795224,0.0003642340810583178,0.029852820416266065
baseline_window_drift_V,Within-baseline-window drift magnitude,V,2,0.1,12,13,27.711108333333335,33.786766666666665,6.07565833333333,30.7489375,0.0,0.001093657535575221,0.0009178197696553259,-0.00017583776591989508,0.0010057386526152734
baseline_window_drift_V,Within-baseline-window drift magnitude,V,2,0.3,9,16,20.990547233333334,40.7520889,19.761541666666663,30.871318066666667,0.12238056666666708,0.002117471655310621,0.0021351981000250486,1.7726444714427636e-05,0.002126334877667835
baseline_window_drift_V,Within-baseline-window drift magnitude,V,2,0.9,10,15,22.926225,38.64136666666666,15.715141666666664,30.78379583333333,0.03485833333332877,0.00633453695371855,0.006832270019031195,0.0004977330653126444,0.0065834034863748725
baseline_window_drift_V,Within-baseline-window drift magnitude,V,2,2.7,11,14,24.039575,37.299324999999996,13.259749999999997,30.669449999999998,-0.0794875000000026,0.02782794850715037,0.026678790847014744,-0.0011491576601356246,0.027253369677082556
baseline_window_drift_V,Within-baseline-window drift magnitude,V,3,0.1,19,22,48.06350833333333,59.69199166666667,11.628483333333335,53.87775,0.22477776666666927,0.001238586655972762,0.0008811578165550671,-0.000357428839417695,0.0010598722362639146
baseline_window_drift_V,Within-baseline-window drift magnitude,V,3,0.3,20,21,52.387655566666666,54.9182889,2.530633333333334,53.65297223333333,0.0,0.00224510400399458,0.002385168363893797,0.00014006435989921684,0.0023151361839441886
baseline_window_drift_V,Within-baseline-window drift magnitude,V,3,0.9,17,24,42.610533333333336,64.25286666666666,21.642333333333326,53.4317,-0.22127223333333035,0.006323016433287032,0.006526811450086201,0.00020379501679916937,0.006424913941686617
baseline_window_drift_V,Within-baseline-window drift magnitude,V,3,2.7,18,23,44.09054166666667,63.11739166666667,19.026850000000003,53.603966666666665,-0.04900556666666489,0.026331777058656858,0.025052907515944134,-0.001278869542712724,0.025692342287300496
baseline_window_drift_V,Within-baseline-window drift magnitude,V,4,0.1,26,31,69.52426666666666,83.832825,14.308558333333337,76.67854583333333,0.3084374999999966,0.0012272190935675997,0.0012915198667473038,6.430077317970406e-05,0.0012593694801574518
baseline_window_drift_V,Within-baseline-window drift magnitude,V,4,0.3,27,30,73.78829723333334,79.42069723333334,5.632400000000004,76.60449723333335,0.23438890000001322,0.0022148968796018853,0.002292517515812692,7.762063621080673e-05,0.0022537071977072887
baseline_window_drift_V,Within-baseline-window drift magnitude,V,4,0.9,28,29,75.67360833333333,77.06660833333333,1.3930000000000007,76.37010833333333,0.0,0.006624367383963478,0.006224838238348421,-0.00039952914561505737,0.0064246028111559494
baseline_window_drift_V,Within-baseline-window drift magnitude,V,4,2.7,25,32,65.53098333333334,87.16833333333334,21.637349999999998,76.34965833333334,-0.02044999999999675,0.027012246296873155,0.025018656042284627,-0.0019935902545885273,0.02601545116957889
retract_minimum_delta_V,"Retract minimum, endpoint referenced",V,1,0.1,1,8,0.0,16.8032,16.8032,8.4016,0.2887541666666671,-0.928009314697359,-0.8879402535444113,0.04006906115294773,-0.9079747841208852
retract_minimum_delta_V,"Retract minimum, endpoint referenced",V,1,0.3,2,7,4.264597233333333,12.374530566666666,8.109933333333332,8.319563899999999,0.20671806666666548,-0.956808438210039,-0.9177304087954827,0.03907802941455629,-0.9372694235027609
retract_minimum_delta_V,"Retract minimum, endpoint referenced",V,1,0.9,3,6,6.086941666666666,10.3387,4.251758333333333,8.212820833333332,0.09997499999999881,-0.9603324187093839,-0.8731976472604945,0.08713477144888937,-0.9167650329849393
retract_minimum_delta_V,"Retract minimum, endpoint referenced",V,1,2.7,4,5,7.334133333333333,8.891558333333334,1.5574250000000012,8.112845833333333,0.0,-0.8832650219457623,-0.8642473528514669,0.019017669094295364,-0.8737561873986146
retract_minimum_delta_V,"Retract minimum, endpoint referenced",V,2,0.1,12,13,27.711108333333335,33.786766666666665,6.07565833333333,30.7489375,0.0,-0.8569651880850965,-0.7442321636976976,0.11273302438739885,-0.800598675891397
retract_minimum_delta_V,"Retract minimum, endpoint referenced",V,2,0.3,9,16,20.990547233333334,40.7520889,19.761541666666663,30.871318066666667,0.12238056666666708,-0.9776862896542208,-0.7815311132794669,0.19615517637475388,-0.8796087014668439
retract_minimum_delta_V,"Retract minimum, endpoint referenced",V,2,0.9,10,15,22.926225,38.64136666666666,15.715141666666664,30.78379583333333,0.03485833333332877,-0.8763796080510391,-0.675150336994699,0.20122927105634014,-0.775764972522869
retract_minimum_delta_V,"Retract minimum, endpoint referenced",V,2,2.7,11,14,24.039575,37.299324999999996,13.259749999999997,30.669449999999998,-0.0794875000000026,-0.7807694421014344,-0.6196575905733046,0.1611118515281298,-0.7002135163373695
retract_minimum_delta_V,"Retract minimum, endpoint referenced",V,3,0.1,19,22,48.06350833333333,59.69199166666667,11.628483333333335,53.87775,0.22477776666666927,-1.2138140412589649,-1.1278574039777562,0.08595663728120861,-1.1708357226183606
retract_minimum_delta_V,"Retract minimum, endpoint referenced",V,3,0.3,20,21,52.387655566666666,54.9182889,2.530633333333334,53.65297223333333,0.0,-1.1680115028406604,-1.169478916789692,-0.001467413949031604,-1.1687452098151763
retract_minimum_delta_V,"Retract minimum, endpoint referenced",V,3,0.9,17,24,42.610533333333336,64.25286666666666,21.642333333333326,53.4317,-0.22127223333333035,-0.7738462128110395,-0.8081559426206125,-0.03430972980957303,-0.7910010777158261
retract_minimum_delta_V,"Retract minimum, endpoint referenced",V,3,2.7,18,23,44.09054166666667,63.11739166666667,19.026850000000003,53.603966666666665,-0.04900556666666489,-0.8449684870694405,-0.9137530023041829,-0.06878451523474238,-0.8793607446868117
retract_minimum_delta_V,"Retract minimum, endpoint referenced",V,4,0.1,26,31,69.52426666666666,83.832825,14.308558333333337,76.67854583333333,0.3084374999999966,-0.828516629072774,-0.6369164565069833,0.19160017256579076,-0.7327165427898786
retract_minimum_delta_V,"Retract minimum, endpoint referenced",V,4,0.3,27,30,73.78829723333334,79.42069723333334,5.632400000000004,76.60449723333335,0.23438890000001322,-0.7114623026636621,-0.5989362527342176,0.11252604992944448,-0.6551992776989398
retract_minimum_delta_V,"Retract minimum, endpoint referenced",V,4,0.9,28,29,75.67360833333333,77.06660833333333,1.3930000000000007,76.37010833333333,0.0,-0.6346423168980242,-0.6221418986819107,0.012500418216113474,-0.6283921077899675
retract_minimum_delta_V,"Retract minimum, endpoint referenced",V,4,2.7,25,32,65.53098333333334,87.16833333333334,21.637349999999998,76.34965833333334,-0.02044999999999675,-0.5630203079099583,-0.5066396165072258,0.0563806914027325,-0.534829962208592
retract_minimum_travel_nm,Travel position of retract minimum,nm,1,0.1,1,8,0.0,16.8032,16.8032,8.4016,0.2887541666666671,344.70117845232505,346.5148964995214,1.813718047196346,345.6080374759232
retract_minimum_travel_nm,Travel position of retract minimum,nm,1,0.3,2,7,4.264597233333333,12.374530566666666,8.109933333333332,8.319563899999999,0.20671806666666548,342.4766285542662,337.62066332383176,-4.855965230434435,340.048645939049
retract_minimum_travel_nm,Travel position of retract minimum,nm,1,0.9,3,6,6.086941666666666,10.3387,4.251758333333333,8.212820833333332,0.09997499999999881,339.09312137806023,346.33048662489455,7.237365246834315,342.7118040014774
retract_minimum_travel_nm,Travel position of retract minimum,nm,1,2.7,4,5,7.334133333333333,8.891558333333334,1.5574250000000012,8.112845833333333,0.0,343.54128655878276,342.5114087843368,-1.0298777744459358,343.0263476715598
retract_minimum_travel_nm,Travel position of retract minimum,nm,2,0.1,12,13,27.711108333333335,33.786766666666665,6.07565833333333,30.7489375,0.0,346.7933719939351,349.55480144540536,2.761429451470235,348.17408671967024
