scanner_travel_bin_center_nm,block,speed_um_per_s,early_order,late_order,early_position_in_block,late_position_in_block,early_map_median_corrected_V,late_map_median_corrected_V,later_minus_earlier_V,palindrome_pair_mean_corrected_V
212.5,4,2.7,25,32,1,8,-0.0003740797111024263,-0.0003268476631245118,4.7232047977914526e-05,-0.00035046368711346906
217.5,1,0.1,1,8,1,8,0.0023526835554374403,0.0005673046330240128,-0.0017853789224134275,0.0014599940942307266
217.5,1,0.3,2,7,2,7,0.00477713084520795,0.003920864861633511,-0.0008562659835744391,0.00434899785342073
217.5,1,0.9,3,6,3,6,0.00809647853492812,0.008666055289905744,0.0005695767549776243,0.008381266912416932
217.5,1,2.7,4,5,4,5,0.0009648258569127932,0.0011537846404296448,0.00018895878351685158,0.001059305248671219
217.5,2,0.1,12,13,4,5,0.0005780075232789672,0.0004416120702185333,-0.00013639545306043388,0.0005098097967487503
217.5,2,0.3,9,16,1,8,0.0036260424376227673,0.003916582036898264,0.00029053959927549666,0.0037713122372605157
217.5,2,0.9,10,15,2,7,0.008716973626316238,0.008161678979407783,-0.0005552946469084552,0.00843932630286201
217.5,2,2.7,11,14,3,6,0.00033254743539348763,0.0007242201005694948,0.0003916726651760072,0.0005283837679814912
217.5,3,0.1,19,22,3,6,0.0010917782376438367,0.0016149377937650644,0.0005231595561212277,0.0013533580157044506
217.5,3,0.3,20,21,4,5,0.0034390025820716374,0.003590675760899442,0.00015167317882780473,0.00351483917148554
217.5,3,0.9,17,24,1,8,0.00721012570759072,0.006115220173573948,-0.001094905534016772,0.006662672940582334
217.5,3,2.7,18,23,2,7,0.0002806529486700793,0.00100096983851522,0.0007203168898451406,0.0006408113935926496
217.5,4,0.1,26,31,2,7,0.001062371361833736,0.0012505319825590888,0.00018816062072535278,0.0011564516721964124
217.5,4,0.3,27,30,3,6,0.0037433987879978703,0.004147292799471042,0.0004038940114731715,0.003945345793734456
217.5,4,0.9,28,29,4,5,0.007774621475041807,0.007450396346803709,-0.0003242251282380981,0.007612508910922758
217.5,4,2.7,25,32,1,8,0.0001193211657486426,0.0007359867443704968,0.0006166655786218542,0.0004276539550595697
222.5,1,0.1,1,8,1,8,0.0021520846661229887,0.00150828016206217,-0.0006438045040608187,0.0018301824140925793
222.5,1,0.3,2,7,2,7,0.00526307710407059,0.0040526882602365255,-0.0012103888438340649,0.004657882682153558
222.5,1,0.9,3,6,3,6,0.008866510954886386,0.009604351272429534,0.000737840317543148,0.00923543111365796
222.5,1,2.7,4,5,4,5,0.0014754539791018983,0.002706282186825254,0.0012308282077233557,0.002090868082963576
222.5,2,0.1,12,13,4,5,0.000654977392614442,0.001025459809045115,0.00037048241643067303,0.0008402186008297785
222.5,2,0.3,9,16,1,8,0.004269687031019709,0.004221754157176072,-4.793287384363687e-05,0.00424572059409789
222.5,2,0.9,10,15,2,7,0.008812598812744044,0.008644536876667774,-0.00016806193607626918,0.008728567844705909
222.5,2,2.7,11,14,3,6,0.001989504189496477,0.0015031338197427635,-0.0004863703697537136,0.0017463190046196203
222.5,3,0.1,19,22,3,6,0.001041363272192397,0.0016283146684242175,0.0005869513962318204,0.0013348389703083073
222.5,3,0.3,20,21,4,5,0.0038013003535701806,0.00382815283034188,2.685247677169933e-05,0.0038147265919560303
222.5,3,0.9,17,24,1,8,0.007686279871718549,0.007895602930639012,0.0002093230589204631,0.00779094140117878
222.5,3,2.7,18,23,2,7,0.0015773184624731096,0.0016361224804004038,5.880401792729417e-05,0.0016067204714367567
222.5,4,0.1,26,31,2,7,0.002038128155513158,0.0018473130177686925,-0.00019081513774446557,0.0019427205866409253
222.5,4,0.3,27,30,3,6,0.0047774687433931595,0.003658316581161114,-0.0011191521622320455,0.004217892662277137
222.5,4,0.9,28,29,4,5,0.008695818140758607,0.008872946316208927,0.00017712817545031956,0.008784382228483767
222.5,4,2.7,25,32,1,8,0.0021778692177659154,0.0014423163179790033,-0.0007355528997869121,0.0018100927678724593
227.5,1,0.1,1,8,1,8,0.0016915934038831404,0.0011475008466058645,-0.0005440925572772759,0.0014195471252445024
227.5,1,0.3,2,7,2,7,0.005375394182744658,0.005300565725776529,-7.482845696812901e-05,0.005337979954260594
227.5,1,0.9,3,6,3,6,0.009355594243814741,0.010425614897488361,0.00107002065367362,0.009890604570651551
227.5,1,2.7,4,5,4,5,0.0035359529412176405,0.003998168457571741,0.0004622155163541003,0.0037670606993946906
227.5,2,0.1,12,13,4,5,0.0005389907118379389,0.0004746148501726388,-6.437586166530007e-05,0.0005068027810052889
227.5,2,0.3,9,16,1,8,0.004007567033020909,0.004615584921049853,0.0006080178880289444,0.004311575977035381
227.5,2,0.9,10,15,2,7,0.009243220153512755,0.009194793642402499,-4.842651111025553e-05,0.009219006897957627
227.5,2,2.7,11,14,3,6,0.003754315819489429,0.0031687479981313826,-0.0005855678213580462,0.0034615319088104057
227.5,3,0.1,19,22,3,6,0.0015369083424656704,0.0018168743705453234,0.00027996602807965295,0.0016768913565054968
227.5,3,0.3,20,21,4,5,0.00443215070333558,0.005137477706607996,0.0007053270032724157,0.004784814204971788
227.5,3,0.9,17,24,1,8,0.008243384985446633,0.008857683886244395,0.000614298900797762,0.008550534435845514
227.5,3,2.7,18,23,2,7,0.0024213046975948282,0.0025517069770814027,0.00013040227948657446,0.0024865058373381155
227.5,4,0.1,26,31,2,7,0.0018402547001210856,0.0012424919524884892,-0.0005977627476325964,0.0015413733263047874
227.5,4,0.3,27,30,3,6,0.003917688896797528,0.0037870780381842883,-0.0001306108586132393,0.003852383467490908
227.5,4,0.9,28,29,4,5,0.008680281776874327,0.00884023832808703,0.00015995655121270325,0.008760260052480678
227.5,4,2.7,25,32,1,8,0.002458278824121529,0.003064327725194285,0.000606048901072756,0.002761303274657907
232.5,1,0.1,1,8,1,8,0.0022472565405821654,0.0010706450005262824,-0.001176611540055883,0.001658950770554224
232.5,1,0.3,2,7,2,7,0.0054120749079664965,0.004686604723164289,-0.0007254701848022072,0.005049339815565393
232.5,1,0.9,3,6,3,6,0.0101565659009005,0.010560922958034985,0.00040435705713448566,0.010358744429467742
232.5,1,2.7,4,5,4,5,0.005754588254033743,0.005225360435852894,-0.0005292278181808496,0.005489974344943319
232.5,2,0.1,12,13,4,5,0.0008099197016213644,0.0008430323332490053,3.311263162764089e-05,0.0008264760174351848
232.5,2,0.3,9,16,1,8,0.00469405099798742,0.00434809470580233,-0.00034595629218509005,0.004521072851894875
232.5,2,0.9,10,15,2,7,0.01034390332933921,0.009168327732279269,-0.0011755755970599413,0.00975611553080924
232.5,2,2.7,11,14,3,6,0.005002739762341363,0.005152279871966536,0.0001495401096251736,0.0050775098171539496
232.5,3,0.1,19,22,3,6,0.0012304764042629923,0.0017094032802483818,0.00047892687598538944,0.001469939842255687
232.5,3,0.3,20,21,4,5,0.0042183598795211275,0.0050537915893931196,0.0008354317098719921,0.0046360757344571235
232.5,3,0.9,17,24,1,8,0.010461890979204469,0.009380003563748917,-0.001081887415455552,0.009920947271476693
232.5,3,2.7,18,23,2,7,0.0042313335012017506,0.004238522528435484,7.1890272337338246e-06,0.0042349280148186175
232.5,4,0.1,26,31,2,7,0.0017117185085547548,0.0021132597474787795,0.0004015412389240247,0.0019124891280167672
232.5,4,0.3,27,30,3,6,0.004772336306348796,0.004770917968287242,-1.418338061554003e-06,0.004771627137318019
232.5,4,0.9,28,29,4,5,0.009600474481727905,0.009263438423527781,-0.00033703605820012417,0.009431956452627843
232.5,4,2.7,25,32,1,8,0.0041822450989962845,0.004832782537267016,0.0006505374382707318,0.00450751381813165
237.5,1,0.1,1,8,1,8,0.0023342284743068653,0.0008619754895359821,-0.0014722529847708832,0.0015981019819214237
237.5,1,0.3,2,7,2,7,0.006204272336455652,0.004795100632237093,-0.0014091717042185592,0.005499686484346372
237.5,1,0.9,3,6,3,6,0.012153103378549357,0.011510451621795426,-0.0006426517567539314,0.011831777500172391
237.5,1,2.7,4,5,4,5,0.007585379023912681,0.006971002253574471,-0.0006143767703382097,0.007278190638743576
237.5,2,0.1,12,13,4,5,0.0009698679096689089,0.0014200039135319198,0.0004501360038630109,0.0011949359116004143
237.5,2,0.3,9,16,1,8,0.003946528437382857,0.004718197508222,0.0007716690708391427,0.004332362972802428
237.5,2,0.9,10,15,2,7,0.010920776182168745,0.009540628958694675,-0.0013801472234740708,0.01023070257043171
237.5,2,2.7,11,14,3,6,0.00687736274043288,0.007590416905086439,0.0007130541646535593,0.007233889822759659
237.5,3,0.1,19,22,3,6,0.001879943136350093,0.0019395411454862631,5.9598009136170235e-05,0.001909742140918178
237.5,3,0.3,20,21,4,5,0.004973711110014545,0.004451064658544723,-0.0005226464514698215,0.004712387884279634
237.5,3,0.9,17,24,1,8,0.011047019393868984,0.009687002837176467,-0.001360016556692517,0.010367011115522726
237.5,3,2.7,18,23,2,7,0.0063774792243239675,0.006155043490971401,-0.00022243573335256617,0.0062662613576476844
237.5,4,0.1,26,31,2,7,0.0016213230960971659,0.0019423833837193816,0.0003210602876222157,0.0017818532399082737
237.5,4,0.3,27,30,3,6,0.005010924407273132,0.00460059920605993,-0.00041032520121320193,0.004805761806666531
237.5,4,0.9,28,29,4,5,0.009427876644909558,0.01031955519261546,0.0008916785477059014,0.009873715918762509
237.5,4,2.7,25,32,1,8,0.006518537116129985,0.005281729640107841,-0.0012368074760221448,0.005900133378118913
242.5,1,0.1,1,8,1,8,0.0028141968553981878,0.0011751612198615535,-0.0016390356355366342,0.0019946790376298706
242.5,1,0.3,2,7,2,7,0.006197087480804497,0.005512817235636014,-0.0006842702451684834,0.005854952358220256
242.5,1,0.9,3,6,3,6,0.012913352046937804,0.01261239322501953,-0.0003009588219182735,0.012762872635978667
242.5,1,2.7,4,5,4,5,0.010151284677412387,0.00947889509930086,-0.0006723895781115263,0.009815089888356623
242.5,2,0.1,12,13,4,5,0.0013839475351626884,0.0011366449983247762,-0.00024730253683791226,0.0012602962667437323
242.5,2,0.3,9,16,1,8,0.005527433070307786,0.004697018383696516,-0.0008304146866112694,0.005112225727002151
242.5,2,0.9,10,15,2,7,0.01178069508151558,0.010186428869734088,-0.001594266211781492,0.010983561975624834
242.5,2,2.7,11,14,3,6,0.008678593676475554,0.009121163820149492,0.0004425701436739371,0.008899878748312523
242.5,3,0.1,19,22,3,6,0.002086864754258455,0.0019277383479699515,-0.0001591264062885036,0.0020073015511142033
242.5,3,0.3,20,21,4,5,0.004412111811369135,0.0059269900264729,0.0015148782151037654,0.005169550918921018
242.5,3,0.9,17,24,1,8,0.01036852122839993,0.010839994876924646,0.0004714736485247166,0.010604258052662288
242.5,3,2.7,18,23,2,7,0.007583084653518979,0.0073053768421179055,-0.00027770781140107337,0.007444230747818442
242.5,4,0.1,26,31,2,7,0.0015002971436196555,0.001940679987518068,0.00044038284389841253,0.0017204885655688618
242.5,4,0.3,27,30,3,6,0.005274668541405236,0.005625516709375611,0.00035084816797037455,0.005450092625390424
242.5,4,0.9,28,29,4,5,0.011504445933473939,0.009626396695594425,-0.0018780492378795144,0.010565421314534182
242.5,4,2.7,25,32,1,8,0.008122673292186855,0.007746352050736163,-0.0003763212414506917,0.007934512671461509
247.5,1,0.1,1,8,1,8,0.003327027573165331,0.0013062796210164818,-0.002020747952148849,0.0023166535970909063
247.5,1,0.3,2,7,2,7,0.006488255598515319,0.00628040649875683,-0.0002078490997584892,0.006384331048636074
247.5,1,0.9,3,6,3,6,0.012296231765819732,0.014022033537009426,0.0017258017711896945,0.013159132651414579
247.5,1,2.7,4,5,4,5,0.011949170004262821,0.010697431043823868,-0.0012517389604389528,0.011323300524043345
247.5,2,0.1,12,13,4,5,0.0011043472158187573,0.0012691872996515308,0.0001648400838327735,0.001186767257735144
247.5,2,0.3,9,16,1,8,0.006271605850137418,0.004677328514135937,-0.0015942773360014817,0.0054744671821366775
247.5,2,0.9,10,15,2,7,0.012866342483361826,0.011184666321689685,-0.001681676161672141,0.012025504402525755
247.5,2,2.7,11,14,3,6,0.009645613785801227,0.010507895191389838,0.0008622814055886108,0.010076754488595532
247.5,3,0.1,19,22,3,6,0.0014827834496144998,0.0023082117045695365,0.0008254282549550367,0.0018954975770920182
247.5,3,0.3,20,21,4,5,0.00620095314728597,0.005847282208467863,-0.00035367093881810696,0.006024117677876917
247.5,3,0.9,17,24,1,8,0.012296819958956817,0.009307768440589486,-0.002989051518367331,0.010802294199773152
247.5,3,2.7,18,23,2,7,0.009633791520899715,0.009257886047174979,-0.0003759054737247358,0.009445838784037347
247.5,4,0.1,26,31,2,7,0.0018303458010752172,0.00239359843693121,0.0005632526358559931,0.0021119721190032137
247.5,4,0.3,27,30,3,6,0.005376929325117158,0.005028499284489035,-0.00034843004062812266,0.005202714304803097
247.5,4,0.9,28,29,4,5,0.011654984441852284,0.010661314872771666,-0.0009936695690806185,0.011158149657311975
247.5,4,2.7,25,32,1,8,0.009664207919682977,0.009892973334267148,0.00022876541458417138,0.009778590626975062
252.5,1,0.1,1,8,1,8,0.0033626820890838016,0.0017346371829967677,-0.001628044906087034,0.0025486596360402847
252.5,1,0.3,2,7,2,7,0.007003936897680696,0.0063416216913888546,-0.0006623152062918414,0.006672779294534775
252.5,1,0.9,3,6,3,6,0.013694557355449805,0.015638304846657874,0.0019437474912080699,0.01466643110105384
252.5,1,2.7,4,5,4,5,0.01369507185062896,0.01259813892750078,-0.00109693292312818,0.01314660538906487
252.5,2,0.1,12,13,4,5,0.0017453080911188357,0.0016196363862259755,-0.00012567170489286017,0.0016824722386724056
252.5,2,0.3,9,16,1,8,0.004887537339081316,0.005638650241720278,0.0007511129026389618,0.005263093790400797
252.5,2,0.9,10,15,2,7,0.013256737253754758,0.012474685113988415,-0.0007820521397663427,0.012865711183871587
252.5,2,2.7,11,14,3,6,0.011028603247508623,0.012004065249355711,0.0009754620018470883,0.011516334248432167
252.5,3,0.1,19,22,3,6,0.0016246561905417511,0.0022200341834925225,0.0005953779929507713,0.0019223451870171368
252.5,3,0.3,20,21,4,5,0.006445877882079731,0.0055606986599616715,-0.0008851792221180599,0.006003288271020701
252.5,3,0.9,17,24,1,8,0.012524948511941192,0.01181737997831991,-0.0007075685336212813,0.012171164245130551
252.5,3,2.7,18,23,2,7,0.01087666864950887,0.009928737701858925,-0.0009479309476499442,0.010402703175683897
252.5,4,0.1,26,31,2,7,0.0020743625214038885,0.0022147557410595042,0.00014039321965561569,0.0021445591312316964
252.5,4,0.3,27,30,3,6,0.0063066221139282674,0.006408519969959725,0.00010189785603145762,0.006357571041943996
252.5,4,0.9,28,29,4,5,0.013469991333949896,0.011569519839949916,-0.0019004714939999806,0.012519755586949906
252.5,4,2.7,25,32,1,8,0.011290675967572106,0.011003206653041421,-0.00028746931453068475,0.011146941310306763
257.5,1,0.1,1,8,1,8,0.003721905404254988,0.0014742622970246866,-0.0022476431072303016,0.0025980838506398374
257.5,1,0.3,2,7,2,7,0.006871398767936743,0.007625933758781012,0.0007545349908442689,0.007248666263358877
257.5,1,0.9,3,6,3,6,0.01486293558211102,0.01489277352144952,2.9837939338500652e-05,0.01487785455178027
257.5,1,2.7,4,5,4,5,0.015335796977091976,0.014477051682964787,-0.0008587452941271889,0.014906424330028381
257.5,2,0.1,12,13,4,5,0.001117817255821274,0.0014975299938719822,0.00037971273805070815,0.001307673624846628
257.5,2,0.3,9,16,1,8,0.005984250558862758,0.0057996761085892246,-0.00018457445027353359,0.005891963333725991
257.5,2,0.9,10,15,2,7,0.013479976712008845,0.013390168102161093,-8.980860984775241e-05,0.01343507240708497
257.5,2,2.7,11,14,3,6,0.013544036923929054,0.01294252114254335,-0.000601515781385703,0.013243279033236202
257.5,3,0.1,19,22,3,6,0.0020683860341603744,0.0031625684938709157,0.0010941824597105413,0.002615477264015645
257.5,3,0.3,20,21,4,5,0.007108893914237191,0.006253542897765252,-0.0008553510164719391,0.006681218406001221
257.5,3,0.9,17,24,1,8,0.013029016125331694,0.012418585672070635,-0.0006104304532610592,0.012723800898701164
257.5,3,2.7,18,23,2,7,0.012991222978100736,0.012877874128013278,-0.00011334885008745799,0.012934548553057007
257.5,4,0.1,26,31,2,7,0.0023424951603617794,0.002402666066832815,6.01709064710354e-05,0.002372580613597297
257.5,4,0.3,27,30,3,6,0.006258181697542969,0.006843200260534116,0.0005850185629911464,0.006550690979038543
257.5,4,0.9,28,29,4,5,0.013345105277100852,0.012227769143798597,-0.0011173361333022547,0.012786437210449725
257.5,4,2.7,25,32,1,8,0.012758856097262183,0.012757097079960304,-1.7590173018791622e-06,0.012757976588611244
262.5,1,0.1,1,8,1,8,0.003605543281050505,0.0022437830028588235,-0.0013617602781916816,0.0029246631419546643
262.5,1,0.3,2,7,2,7,0.007209545857618432,0.0071644427072603545,-4.510315035807788e-05,0.007186994282439393
262.5,1,0.9,3,6,3,6,0.015954573376476072,0.015157742710319111,-0.0007968306661569613,0.015556158043397592
262.5,1,2.7,4,5,4,5,0.01670123798160622,0.01671473305110381,1.3495069497590495e-05,0.016707985516355016
262.5,2,0.1,12,13,4,5,0.001625505802851368,0.0019012891241766416,0.0002757833213252736,0.0017633974635140048
262.5,2,0.3,9,16,1,8,0.0065337620018516285,0.0063657097994680445,-0.00016805220238358398,0.0064497359006598365
262.5,2,0.9,10,15,2,7,0.015909256084881307,0.014946744065747475,-0.0009625120191338321,0.015428000075314391
262.5,2,2.7,11,14,3,6,0.01588862482819542,0.01392127313248226,-0.00196735169571316,0.014904948980338839
262.5,3,0.1,19,22,3,6,0.0025454968812159695,0.002768048028351706,0.0002225511471357364,0.0026567724547838377
262.5,3,0.3,20,21,4,5,0.006899812807103611,0.007536432455513387,0.0006366196484097753,0.007218122631308499
262.5,3,0.9,17,24,1,8,0.014488021554501795,0.01296464721630388,-0.001523374338197915,0.013726334385402838
262.5,3,2.7,18,23,2,7,0.015089225857725097,0.01455886058803979,-0.0005303652696853067,0.014824043222882444
262.5,4,0.1,26,31,2,7,0.0022025260515971534,0.0026073308585902732,0.0004048048069931198,0.0024049284550937133
262.5,4,0.3,27,30,3,6,0.006477149455282216,0.007080297715966272,0.0006031482606840555,0.006778723585624244
262.5,4,0.9,28,29,4,5,0.014277915628592375,0.012099374786038411,-0.0021785408425539637,0.013188645207315393
262.5,4,2.7,25,32,1,8,0.014631198610235097,0.0140707451062594,-0.0005604535039756969,0.014350971858247248
267.5,1,0.1,1,8,1,8,0.003951895873576694,0.001609688552409727,-0.002342207321166967,0.0027807922129932106
267.5,1,0.3,2,7,2,7,0.008102368809466215,0.007146605020344754,-0.000955763789121461,0.0076244869149054845
267.5,1,0.9,3,6,3,6,0.017407007172627637,0.017438106320418867,3.109914779123035e-05,0.01742255674652325
267.5,1,2.7,4,5,4,5,0.018791611036775707,0.018331655127627577,-0.0004599559091481298,0.018561633082201642
267.5,2,0.1,12,13,4,5,0.0017523817045690393,0.0015959974185330017,-0.0001563842860360376,0.0016741895615510205
267.5,2,0.3,9,16,1,8,0.008103784366472744,0.006966622091913566,-0.001137162274559178,0.007535203229193155
267.5,2,0.9,10,15,2,7,0.016315406922505438,0.01620825843459106,-0.00010714848791437692,0.01626183267854825
267.5,2,2.7,11,14,3,6,0.0184386005985252,0.01669270570479664,-0.0017458948937285612,0.01756565315166092
267.5,3,0.1,19,22,3,6,0.002526947244214428,0.0020443493755989833,-0.00048259786861544474,0.0022856483099067057
267.5,3,0.3,20,21,4,5,0.007170035408910813,0.007909882257652878,0.0007398468487420651,0.007539958833281846
267.5,3,0.9,17,24,1,8,0.015924252924091054,0.014307294693852113,-0.0016169582302389407,0.015115773808971583
267.5,3,2.7,18,23,2,7,0.016032092504178697,0.016616584057242922,0.0005844915530642258,0.01632433828071081
267.5,4,0.1,26,31,2,7,0.003016357307107864,0.0030053429386904806,-1.1014368417383569e-05,0.0030108501228991724
267.5,4,0.3,27,30,3,6,0.006053237409755691,0.006176625868475005,0.0001233884587193146,0.006114931639115348
267.5,4,0.9,28,29,4,5,0.013930137745367097,0.013713869001527393,-0.00021626874383970374,0.013822003373447245
267.5,4,2.7,25,32,1,8,0.01582297107174724,0.015523053754934936,-0.0002999173168123023,0.015673012413341087
272.5,1,0.1,1,8,1,8,0.004515129042047539,0.002552813836980472,-0.0019623152050670667,0.0035339714395140054
272.5,1,0.3,2,7,2,7,0.008493825942877925,0.008323302773106389,-0.00017052316977153592,0.008408564357992157
272.5,1,0.9,3,6,3,6,0.0197733012113461,0.018490107128073002,-0.0012831940832730981,0.01913170416970955
272.5,1,2.7,4,5,4,5,0.021147925259545258,0.020022450368719108,-0.0011254748908261503,0.020585187814132183
272.5,2,0.1,12,13,4,5,0.002179615720320216,0.0017631110148466078,-0.0004165047054736082,0.001971363367583412
272.5,2,0.3,9,16,1,8,0.007430037633510078,0.007807657627656228,0.00037761999414615,0.007618847630583153
272.5,2,0.9,10,15,2,7,0.016594715231071977,0.016200905325111092,-0.0003938099059608846,0.016397810278091535
272.5,2,2.7,11,14,3,6,0.020767433826088033,0.01814387968302289,-0.0026235541430651432,0.01945565675455546
272.5,3,0.1,19,22,3,6,0.0024302847242632097,0.002397003838806554,-3.3280885456655595e-05,0.0024136442815348817
272.5,3,0.3,20,21,4,5,0.007119858223664233,0.00829489151499474,0.0011750332913305073,0.007707374869329486
272.5,3,0.9,17,24,1,8,0.017192058039396274,0.014517461802972028,-0.002674596236424246,0.015854759921184153
272.5,3,2.7,18,23,2,7,0.01719489471551927,0.01742382421234978,0.00022892949683051,0.017309359463934526
272.5,4,0.1,26,31,2,7,0.0035263610824443903,0.00320129190400692,-0.0003250691784374704,0.003363826493225655
272.5,4,0.3,27,30,3,6,0.00737028249476504,0.007975421990845333,0.0006051394960802925,0.0076728522428051865
272.5,4,0.9,28,29,4,5,0.015412047943704169,0.013324515736240314,-0.0020875322074638547,0.014368281839972241
272.5,4,2.7,25,32,1,8,0.01786789056362581,0.017284426610392395,-0.0005834639532334152,0.017576158587009102
277.5,1,0.1,1,8,1,8,0.004671018300289598,0.0023731048424691648,-0.002297913457820433,0.0035220615713793813
277.5,1,0.3,2,7,2,7,0.010001072942999234,0.00810687133754795,-0.0018942016054512845,0.009053972140273592
277.5,1,0.9,3,6,3,6,0.019336562940054924,0.01886258773253735,-0.00047397520751757405,0.019099575336296137
277.5,1,2.7,4,5,4,5,0.023838961702736083,0.02221029384032397,-0.0016286678624121143,0.023024627771530026
277.5,2,0.1,12,13,4,5,0.0026815919803337973,0.0020048417079466807,-0.0006767502723871166,0.002343216844140239
277.5,2,0.3,9,16,1,8,0.007963459282665286,0.006398922549076369,-0.001564536733588917,0.007181190915870828
277.5,2,0.9,10,15,2,7,0.018827360108564895,0.01755597299439071,-0.0012713871141741828,0.018191666551477803
277.5,2,2.7,11,14,3,6,0.022021958013132198,0.019772305593647843,-0.002249652419484355,0.02089713180339002
277.5,3,0.1,19,22,3,6,0.0028131789892600345,0.002410281986012404,-0.0004028970032476306,0.002611730487636219
277.5,3,0.3,20,21,4,5,0.008700406881545941,0.008530038060328593,-0.0001703688212173482,0.008615222470937267
277.5,3,0.9,17,24,1,8,0.01643326108172971,0.016883487469880817,0.0004502263881511065,0.016658374275805264
277.5,3,2.7,18,23,2,7,0.019998334450089805,0.0195561494825367,-0.0004421849675531053,0.019777241966313253
277.5,4,0.1,26,31,2,7,0.003624689454354235,0.0037837310384644662,0.00015904158411023106,0.0037042102464093507
277.5,4,0.3,27,30,3,6,0.007257993226641252,0.007764705623358431,0.0005067123967171794,0.007511349424999841
277.5,4,0.9,28,29,4,5,0.0170187955304274,0.015920602789373864,-0.0010981927410535358,0.016469699159900632
277.5,4,2.7,25,32,1,8,0.01911248221265649,0.018794913539615155,-0.0003175686730413352,0.018953697876135822
282.5,1,0.1,1,8,1,8,0.005099840298458613,0.002879986883542629,-0.0022198534149159843,0.003989913591000621
282.5,1,0.3,2,7,2,7,0.009325465684226403,0.009427868301744469,0.0001024026175180659,0.009376666992985436
282.5,1,0.9,3,6,3,6,0.020894594785945658,0.019430107897325716,-0.0014644868886199425,0.020162351341635687
282.5,1,2.7,4,5,4,5,0.025651279314626685,0.024226268111526422,-0.0014250112031002626,0.024938773713076554
282.5,2,0.1,12,13,4,5,0.0022798922212734496,0.002252323622833452,-2.7568598439997594e-05,0.002266107922053451
282.5,2,0.3,9,16,1,8,0.008203478236398665,0.008405064400246243,0.000201586163847578,0.008304271318322454
282.5,2,0.9,10,15,2,7,0.01858241451585868,0.018337591289573574,-0.0002448232262851069,0.018460002902716127
282.5,2,2.7,11,14,3,6,0.023655986359100517,0.021409380585393545,-0.0022466057737069722,0.02253268347224703
282.5,3,0.1,19,22,3,6,0.003394498749071051,0.00350460349847434,0.00011010474940328918,0.0034495511237726956
282.5,3,0.3,20,21,4,5,0.008829685614803129,0.008306545526067355,-0.000523140088735774,0.008568115570435242
282.5,3,0.9,17,24,1,8,0.016525988408823578,0.017277462848615574,0.0007514744397919965,0.016901725628719576
282.5,3,2.7,18,23,2,7,0.02186973557593752,0.021271260878219123,-0.0005984746977183986,0.021570498227078322
282.5,4,0.1,26,31,2,7,0.0036167259032967303,0.0034903770115057298,-0.0001263488917910005,0.00355355145740123
282.5,4,0.3,27,30,3,6,0.008499414472945999,0.007826119661424547,-0.0006732948115214521,0.008162767067185273
282.5,4,0.9,28,29,4,5,0.016944685976182677,0.016694374337810194,-0.00025031163837248294,0.016819530156996436
282.5,4,2.7,25,32,1,8,0.021001783599157775,0.020728925947716303,-0.00027285765144147156,0.02086535477343704
287.5,1,0.1,1,8,1,8,0.005371805231237814,0.003571903639495999,-0.0017999015917418149,0.0044718544353669065
287.5,1,0.3,2,7,2,7,0.009796712676766656,0.009704470643774,-9.224203299265654e-05,0.009750591660270327
287.5,1,0.9,3,6,3,6,0.02147498011126897,0.02034980557438526,-0.0011251745368837107,0.020912392842827116
287.5,1,2.7,4,5,4,5,0.028366730639861726,0.02771253055212612,-0.0006542000877356041,0.028039630595993924
287.5,2,0.1,12,13,4,5,0.002155102110822704,0.0032031357434868513,0.001048033632664147,0.0026791189271547777
287.5,2,0.3,9,16,1,8,0.009324755124668072,0.008393894292747506,-0.0009308608319205658,0.008859324708707789
287.5,2,0.9,10,15,2,7,0.02086591098444157,0.019116652404663093,-0.0017492585797784788,0.019991281694552332
287.5,2,2.7,11,14,3,6,0.026142149431407108,0.024987479024952686,-0.0011546704064544222,0.025564814228179897
287.5,3,0.1,19,22,3,6,0.0033553289796037777,0.003845309158776941,0.0004899801791731634,0.0036003190691903594
287.5,3,0.3,20,21,4,5,0.009878164216271301,0.009345690906878978,-0.0005324733093923228,0.00961192756157514
287.5,3,0.9,17,24,1,8,0.019040063539865537,0.019204348803221076,0.0001642852633555389,0.019122206171543307
287.5,3,2.7,18,23,2,7,0.02457343416264668,0.023077571411260767,-0.0014958627513859124,0.023825502786953723
287.5,4,0.1,26,31,2,7,0.003119784743401799,0.004859007886130973,0.0017392231427291738,0.003989396314766386
287.5,4,0.3,27,30,3,6,0.008533613106560034,0.008037714842298621,-0.0004958982642614129,0.008285663974429328
287.5,4,0.9,28,29,4,5,0.01985287831976544,0.018608648207887754,-0.0012442301118776866,0.019230763263826597
287.5,4,2.7,25,32,1,8,0.023992742921270904,0.021961858023564304,-0.0020308848977066,0.022977300472417604
292.5,1,0.1,1,8,1,8,0.005313992659426114,0.0033486294180541942,-0.00196536324137192,0.004331311038740154
292.5,1,0.3,2,7,2,7,0.010999058709475096,0.010148043357783465,-0.0008510153516916308,0.01057355103362928
292.5,1,0.9,3,6,3,6,0.023446282295641857,0.022974387317281325,-0.00047189497836053196,0.02321033480646159
292.5,1,2.7,4,5,4,5,0.029812979369642806,0.030918991046892663,0.0011060116772498574,0.030365985208267735
292.5,2,0.1,12,13,4,5,0.0024248839154091817,0.0028260594455977728,0.0004011755301885911,0.0026254716805034772
