scanner_travel_bin_center_nm,block,speed_um_per_s,early_order,late_order,early_position_in_block,late_position_in_block,early_map_median_corrected_V,late_map_median_corrected_V,later_minus_earlier_V,palindrome_pair_mean_corrected_V
67.5,3,0.3,20,21,4,5,-0.0007008995636765825,-0.0013374983541738494,-0.000636598790497267,-0.001019198958925216
67.5,3,0.9,17,24,1,8,-0.004527558967471812,-0.003972040445633537,0.0005555185218382754,-0.004249799706552674
67.5,3,2.7,18,23,2,7,-0.10504958953496835,-0.1004197544879821,0.004629835046986247,-0.10273467201147522
67.5,4,0.1,26,31,2,7,0.00018092014397377842,-0.00042183876900714345,-0.0006027589129809219,-0.00012045931251668252
67.5,4,0.3,27,30,3,6,-0.0008849664714086769,-0.00048055240264618937,0.00040441406876248753,-0.0006827594370274331
67.5,4,0.9,28,29,4,5,-0.004014655942273779,-0.003961765837852196,5.2890104421582373e-05,-0.003988210890062988
67.5,4,2.7,25,32,1,8,-0.1001521293915659,-0.09447462781117869,0.005677501580387212,-0.09731337860137229
72.5,1,0.1,1,8,1,8,-0.0006200793236622038,-0.00018114123784812586,0.0004389380858140779,-0.0004006102807551648
72.5,1,0.3,2,7,2,7,-0.0007216879499713225,-0.0004475245931966354,0.00027416335677468706,-0.0005846062715839789
72.5,1,0.9,3,6,3,6,-0.004066088773863469,-0.004643777866342236,-0.000577689092478767,-0.004354933320102852
72.5,1,2.7,4,5,4,5,-0.12001406560754029,-0.12028317300628366,-0.0002691073987433762,-0.12014861930691198
72.5,2,0.1,12,13,4,5,-0.00041735014620047917,0.00010365270175072272,0.0005210028479512019,-0.00015684872222487822
72.5,2,0.3,9,16,1,8,-0.00037944853782367893,-0.00038125622358853306,-1.8076857648541278e-06,-0.000380352380706106
72.5,2,0.9,10,15,2,7,-0.0035712945884459613,-0.0033810161943209627,0.00019027839412499858,-0.003476155391383462
72.5,2,2.7,11,14,3,6,-0.1014611441801973,-0.09484995065387636,0.0066111935263209465,-0.09815554741703683
72.5,3,0.1,19,22,3,6,-0.00013041201317909312,-0.0003775894025410529,-0.0002471773893619598,-0.000254000707860073
72.5,3,0.3,20,21,4,5,-0.0013927203732317928,-0.0007573160458669292,0.0006354043273648635,-0.001075018209549361
72.5,3,0.9,17,24,1,8,-0.003237188371712385,-0.0047313588511169215,-0.0014941704794045364,-0.003984273611414653
72.5,3,2.7,18,23,2,7,-0.09272893593446674,-0.0877382742940889,0.0049906616403778414,-0.09023360511427782
72.5,4,0.1,26,31,2,7,8.976967507751121e-05,-0.0007310392474852434,-0.0008208089225627546,-0.0003206347862038661
72.5,4,0.3,27,30,3,6,-0.0010527906272805587,-0.0008108388403062772,0.00024195178697428155,-0.000931814733793418
72.5,4,0.9,28,29,4,5,-0.003296102241313034,-0.004556059219344016,-0.0012599569780309822,-0.003926080730328525
72.5,4,2.7,25,32,1,8,-0.08790038338188916,-0.08352823255014084,0.004372150831748314,-0.08571430796601501
77.5,1,0.1,1,8,1,8,-8.389608686959482e-05,-0.0006723158801534845,-0.0005884197932838897,-0.0003781059835115397
77.5,1,0.3,2,7,2,7,-0.0006807953169176706,-0.0007431882863517814,-6.239296943411077e-05,-0.000711991801634726
77.5,1,0.9,3,6,3,6,-0.0038338206204781844,-0.004665970685423376,-0.0008321500649451918,-0.00424989565295078
77.5,1,2.7,4,5,4,5,-0.10536587753217157,-0.10655654591483966,-0.0011906683826680975,-0.10596121172350562
77.5,2,0.1,12,13,4,5,-0.00028072386557320694,0.0003760236685632634,0.0006567475341364704,4.7649901495028235e-05
77.5,2,0.3,9,16,1,8,-7.332390620073959e-05,-8.737379617573815e-05,-1.4049889974998564e-05,-8.034885118823887e-05
77.5,2,0.9,10,15,2,7,-0.0028389788367054747,-0.003939180890012883,-0.0011002020533074086,-0.003389079863359179
77.5,2,2.7,11,14,3,6,-0.08894486143570704,-0.08256417426441431,0.006380687171292726,-0.08575451785006068
77.5,3,0.1,19,22,3,6,-0.0003987462786263496,-0.00039996299019862125,-1.216711572271656e-06,-0.0003993546344124854
77.5,3,0.3,20,21,4,5,-0.00024202965651487496,-0.0009892657684522632,-0.0007472361119373883,-0.0006156477124835691
77.5,3,0.9,17,24,1,8,-0.0036739725304111293,-0.004393449541639649,-0.0007194770112285195,-0.004033711036025389
77.5,3,2.7,18,23,2,7,-0.0813246163249749,-0.07691280625807528,0.004411810066899613,-0.07911871129152509
77.5,4,0.1,26,31,2,7,-0.00038206272954502407,-0.0003542911140884675,2.7771615456556598e-05,-0.00036817692181674577
77.5,4,0.3,27,30,3,6,-1.0597210163998394e-05,-0.0013813889645418465,-0.001370791754377848,-0.0006959930873529224
77.5,4,0.9,28,29,4,5,-0.0024121661507902903,-0.003097373611501447,-0.0006852074607111569,-0.0027547698811458687
77.5,4,2.7,25,32,1,8,-0.07551572658109534,-0.07255241094590786,0.00296331563518748,-0.0740340687635016
82.5,1,0.1,1,8,1,8,-0.00010354563113240678,-0.0003089932898788228,-0.00020544765874641602,-0.0002062694605056148
82.5,1,0.3,2,7,2,7,-0.0009480324561582654,-0.0003070674092756631,0.0006409650468826023,-0.0006275499327169642
82.5,1,0.9,3,6,3,6,-0.0021577204741265454,-0.0037221515276245065,-0.001564431053497961,-0.002939936000875526
82.5,1,2.7,4,5,4,5,-0.09128370368029642,-0.09273003027961813,-0.0014463265993217012,-0.09200686697995727
82.5,2,0.1,12,13,4,5,-0.00010605831434551405,0.0002898179154973146,0.00039587622984282866,9.187980057590028e-05
82.5,2,0.3,9,16,1,8,-0.00033682747907337607,0.00012203547545053262,0.0004588629545239087,-0.00010739600181142173
82.5,2,0.9,10,15,2,7,-0.0032739219369795625,-0.0036312652589552963,-0.0003573433219757338,-0.0034525935979674294
82.5,2,2.7,11,14,3,6,-0.07756002589770397,-0.07214522972739779,0.005414796170306185,-0.07485262781255088
82.5,3,0.1,19,22,3,6,-0.0001758544522498795,6.0010995807179e-05,0.0002358654480570585,-5.792172822135025e-05
82.5,3,0.3,20,21,4,5,-0.0004070880531668042,-0.0004700205472754071,-6.293249410860291e-05,-0.00043855430022110564
82.5,3,0.9,17,24,1,8,-0.002740551737342445,-0.003155004024209193,-0.0004144522868667483,-0.002947777880775819
82.5,3,2.7,18,23,2,7,-0.07115157684464735,-0.06738439308356792,0.003767183761079429,-0.06926798496410763
82.5,4,0.1,26,31,2,7,-0.00014853336770700998,-0.00014188386514774054,6.649502559269438e-06,-0.00014520861642737526
82.5,4,0.3,27,30,3,6,-0.0010121538512889716,-0.0005572038411816582,0.0004549500101073134,-0.0007846788462353149
82.5,4,0.9,28,29,4,5,-0.002319768378716336,-0.003483838751147411,-0.0011640703724310753,-0.0029018035649318735
82.5,4,2.7,25,32,1,8,-0.06639948800939122,-0.0625211218400871,0.0038783661693041205,-0.06446030492473916
87.5,1,0.1,1,8,1,8,9.65971651581965e-05,0.00017670128350433245,8.010411834613596e-05,0.00013664922433126447
87.5,1,0.3,2,7,2,7,-0.0006648487474175124,0.00012198958804293669,0.0007868383354604491,-0.00027142957968728787
87.5,1,0.9,3,6,3,6,-0.002135793245800127,-0.0033556182093262,-0.0012198249635260727,-0.0027457057275631636
87.5,1,2.7,4,5,4,5,-0.08008483033902337,-0.08291806490657948,-0.0028332345675561033,-0.08150144762280143
87.5,2,0.1,12,13,4,5,-0.0003421684952443771,2.5994521297034723e-05,0.0003681630165414118,-0.00015808698697367118
87.5,2,0.3,9,16,1,8,8.771447541633393e-06,6.161149297301272e-05,5.284004543137932e-05,3.5191470257323054e-05
87.5,2,0.9,10,15,2,7,-0.003679953189237639,-0.002587859301848794,0.0010920938873888453,-0.0031339062455432165
87.5,2,2.7,11,14,3,6,-0.06975351267418947,-0.06457637851348508,0.005177134160704394,-0.06716494559383727
87.5,3,0.1,19,22,3,6,-0.0003336654195125188,-7.36812717712235e-05,0.0002599841477412953,-0.00020367334564187116
87.5,3,0.3,20,21,4,5,-0.00017215008695981027,-0.0005102429460683844,-0.0003380928591085741,-0.0003411965165140973
87.5,3,0.9,17,24,1,8,-0.003604530977022513,-0.0025055331205396415,0.0010989978564828716,-0.0030550320487810773
87.5,3,2.7,18,23,2,7,-0.0633221922246262,-0.05919632606357739,0.004125866161048819,-0.061259259144101796
87.5,4,0.1,26,31,2,7,-0.00012965000410292138,-1.4296013344128333e-05,0.00011535399075879305,-7.197300872352486e-05
87.5,4,0.3,27,30,3,6,-0.0002690406534228418,-0.00042160794144022185,-0.00015256728801738006,-0.0003453242974315318
87.5,4,0.9,28,29,4,5,-0.0024764863913551427,-0.002429418425623553,4.706796573158978e-05,-0.002452952408489348
87.5,4,2.7,25,32,1,8,-0.05982858918929401,-0.055268420961154044,0.004560168228139969,-0.05754850507522403
92.5,1,0.1,1,8,1,8,0.00024080738283244196,0.00014340927382761048,-9.739810900483148e-05,0.00019210832833002622
92.5,1,0.3,2,7,2,7,0.00019809037768386828,4.7549088250498084e-05,-0.0001505412894333702,0.00012281973296718318
92.5,1,0.9,3,6,3,6,-0.002365726703493831,-0.003540561149390248,-0.0011748344458964166,-0.0029531439264420395
92.5,1,2.7,4,5,4,5,-0.07121091760619407,-0.07261490820490535,-0.0014039905987112827,-0.07191291290554971
92.5,2,0.1,12,13,4,5,0.00015250471427930012,0.0008460845411363271,0.000693579826857027,0.0004992946277078136
92.5,2,0.3,9,16,1,8,-0.00015864250271446778,-0.00032385524792033493,-0.00016521274520586715,-0.00024124887531740136
92.5,2,0.9,10,15,2,7,-0.002203186552165115,-0.0014522530275751233,0.0007509335245899917,-0.0018277197898701192
92.5,2,2.7,11,14,3,6,-0.062058675496166144,-0.0575326878247826,0.004525987671383541,-0.05979568166047437
92.5,3,0.1,19,22,3,6,-0.00024525985192380695,9.415261779325613e-05,0.0003394124697170631,-7.555361706527541e-05
92.5,3,0.3,20,21,4,5,5.1811055070682954e-06,-0.00044357271400952136,-0.00044875381951658966,-0.00021919580425122653
92.5,3,0.9,17,24,1,8,-0.0026194117616089585,-0.0036449619549421414,-0.0010255501933331829,-0.00313218685827555
92.5,3,2.7,18,23,2,7,-0.056582164933851375,-0.05311447159763827,0.003467693336213107,-0.05484831826574482
92.5,4,0.1,26,31,2,7,-0.00013447513456728288,-9.31681243152016e-05,4.130701025208128e-05,-0.00011382162944124224
92.5,4,0.3,27,30,3,6,-0.0004619318487417423,0.00038960634129406313,0.0008515381900358054,-3.616275372383959e-05
92.5,4,0.9,28,29,4,5,-0.00215908875319773,-0.001815821741219234,0.00034326701197849585,-0.001987455247208482
92.5,4,2.7,25,32,1,8,-0.05271004779518318,-0.04997212832641987,0.0027379194687633113,-0.051341088060801524
97.5,1,0.1,1,8,1,8,-0.0002900209325140124,-0.00043952766947891186,-0.00014950673696489947,-0.00036477430099646213
97.5,1,0.3,2,7,2,7,-0.0008770070919336959,0.0002046453243723656,0.0010816524163060615,-0.00033618088378066513
97.5,1,0.9,3,6,3,6,-0.0027068314451921816,-0.002454389518672301,0.00025244192651988073,-0.002580610481932241
97.5,1,2.7,4,5,4,5,-0.06351906867179265,-0.06370574281860836,-0.00018667414681571015,-0.0636124057452005
97.5,2,0.1,12,13,4,5,0.00019974232436736905,0.00022642098520020415,2.66786608328351e-05,0.0002130816547837866
97.5,2,0.3,9,16,1,8,0.00035267393059273955,-0.00038708253386121605,-0.0007397564644539556,-1.720430163423825e-05
97.5,2,0.9,10,15,2,7,-0.0025070362807794178,-0.001351003157363917,0.0011560331234155008,-0.0019290197190716674
97.5,2,2.7,11,14,3,6,-0.05529800165290294,-0.0504926625665999,0.00480533908630304,-0.05289533210975142
97.5,3,0.1,19,22,3,6,-0.00014797159459245535,-0.00014104676758591034,6.924827006545009e-06,-0.00014450918108918284
97.5,3,0.3,20,21,4,5,5.122425246306683e-05,-0.0004289346308978814,-0.00048015888336094825,-0.0001888551892174073
97.5,3,0.9,17,24,1,8,-0.001776987088882187,-0.0020798078271383087,-0.0003028207382561217,-0.0019283974580102479
97.5,3,2.7,18,23,2,7,-0.048663405548566074,-0.04786009502420607,0.0008033105243600014,-0.048261750286386074
97.5,4,0.1,26,31,2,7,5.391770425244857e-05,0.00023674565197179254,0.00018282794771934396,0.00014533167811212055
97.5,4,0.3,27,30,3,6,-0.00012228716093032332,-0.000658145014285294,-0.0005358578533549707,-0.0003902160876078087
97.5,4,0.9,28,29,4,5,-0.0024707518558983316,-0.0030303807770597907,-0.0005596289211614591,-0.002750566316479061
97.5,4,2.7,25,32,1,8,-0.04762529889180517,-0.04498245535110266,0.0026428435407025094,-0.04630387712145391
102.5,1,0.1,1,8,1,8,-0.0001482566527322704,0.0001671650458315299,0.0003154216985638003,9.454196549629756e-06
102.5,1,0.3,2,7,2,7,-0.00020344668965757706,-0.0002102533218256153,-6.806632168038229e-06,-0.00020685000574159618
102.5,1,0.9,3,6,3,6,-0.0021854044863499344,-0.0034794001873311997,-0.0012939957009812653,-0.002832402336840567
102.5,1,2.7,4,5,4,5,-0.05845419457813432,-0.05557175341353418,0.0028824411646001386,-0.05701297399583425
102.5,2,0.1,12,13,4,5,0.0002488891287283357,1.2149038866593465e-05,-0.00023674008986174222,0.00013051908379746457
102.5,2,0.3,9,16,1,8,-4.7215361647645615e-05,-0.0007534781899354304,-0.0007062628282877847,-0.000400346775791538
102.5,2,0.9,10,15,2,7,-0.0020296695766617856,-0.0022925780037593713,-0.00026290842709758566,-0.0021611237902105784
102.5,2,2.7,11,14,3,6,-0.04985981402880099,-0.0465008112755122,0.0033590027532887923,-0.048180312652156596
102.5,3,0.1,19,22,3,6,-0.000470957762817914,-0.0003605359731418999,0.00011042178967601412,-0.00041574686797990696
102.5,3,0.3,20,21,4,5,-0.0001164024485023063,-0.00020961089811533107,-9.320844961302477e-05,-0.00016300667330881868
102.5,3,0.9,17,24,1,8,-0.0019596634691025905,-0.0016458005518793957,0.0003138629172231948,-0.001802732010490993
102.5,3,2.7,18,23,2,7,-0.04396047047030849,-0.043290023459130356,0.0006704470111781324,-0.04362524696471942
102.5,4,0.1,26,31,2,7,-0.00011088066375475325,-2.0111199396599666e-05,9.076946435815358e-05,-6.549593157567646e-05
102.5,4,0.3,27,30,3,6,0.0002413844517496211,0.0008890031727740721,0.0006476187210244511,0.0005651938122618466
102.5,4,0.9,28,29,4,5,-0.0019159230357060492,-0.002435367102317093,-0.0005194440666110439,-0.002175645069011571
102.5,4,2.7,25,32,1,8,-0.04351985401778807,-0.04091426409964204,0.00260558991814603,-0.04221705905871506
107.5,1,0.1,1,8,1,8,-0.00030682128590603375,-0.00017844083342111183,0.00012838045248492191,-0.0002426310596635728
107.5,1,0.3,2,7,2,7,9.471578143532833e-05,0.00027935975808451863,0.0001846439766491903,0.00018703776975992348
107.5,1,0.9,3,6,3,6,-0.0024307116162091136,-0.0029107509142036747,-0.00048003929799456113,-0.002670731265206394
107.5,1,2.7,4,5,4,5,-0.051542834830576534,-0.05006587212912479,0.0014769627014517422,-0.05080435347985066
107.5,2,0.1,12,13,4,5,-0.00012130822956235576,-0.00032230759079998617,-0.0002009993612376304,-0.00022180791018117096
107.5,2,0.3,9,16,1,8,0.00011569745105399765,-0.0003859979224019039,-0.0005016953734559015,-0.00013515023567395312
107.5,2,0.9,10,15,2,7,-0.0012136412876830316,-0.0017050926449633241,-0.0004914513572802925,-0.0014593669663231779
107.5,2,2.7,11,14,3,6,-0.04474167577882052,-0.042098095258536916,0.0026435805202836005,-0.043419885518678716
107.5,3,0.1,19,22,3,6,0.00019703079572042093,-1.270942145370664e-05,-0.00020974021717412757,9.216068713335714e-05
107.5,3,0.3,20,21,4,5,-0.00022705784680043806,0.0006027408361233277,0.0008297986829237658,0.00018784149466144484
107.5,3,0.9,17,24,1,8,-0.002048986784849216,-0.0019221220073516211,0.00012686477749759492,-0.0019855543961004186
107.5,3,2.7,18,23,2,7,-0.038901818987263526,-0.03989616991482464,-0.0009943509275611162,-0.039398994451044084
107.5,4,0.1,26,31,2,7,-5.177629188496402e-05,-2.3996333263331948e-05,2.7779958621632073e-05,-3.7886312574147984e-05
107.5,4,0.3,27,30,3,6,0.0001946627273684276,-0.00032813668212755553,-0.0005227994094959831,-6.673697737956397e-05
107.5,4,0.9,28,29,4,5,-0.0002523793527818702,-0.0012632149839900547,-0.0010108356312081845,-0.0007577971683859624
107.5,4,2.7,25,32,1,8,-0.040119968365138176,-0.03721456124816073,0.0029054071169774473,-0.03866726480664945
112.5,1,0.1,1,8,1,8,-0.00012558966376985392,0.0004173223356502831,0.000542911999420137,0.0001458663359402146
112.5,1,0.3,2,7,2,7,0.0006351707187428612,-0.0003101710666810198,-0.000945341785423881,0.00016249982603092072
112.5,1,0.9,3,6,3,6,-0.0016970832064978902,-0.0015205696442075478,0.00017651356229034243,-0.001608826425352719
112.5,1,2.7,4,5,4,5,-0.04697853673572776,-0.04445768417359562,0.0025208525621321365,-0.04571811045466169
112.5,2,0.1,12,13,4,5,0.0001426764658293278,-0.00021742844378402904,-0.00036010490961335684,-3.7375988977350616e-05
112.5,2,0.3,9,16,1,8,8.340384013050262e-05,0.0003017055351919318,0.00021830169506142916,0.0001925546876612172
112.5,2,0.9,10,15,2,7,-0.002441927611115613,-0.0019478523284215399,0.0004940752826940731,-0.0021948899697685764
112.5,2,2.7,11,14,3,6,-0.039112428284132084,-0.03791485176078746,0.0011975765233446234,-0.03851364002245977
112.5,3,0.1,19,22,3,6,-0.00028531399688813686,-0.00033579848871504586,-5.0484491826909006e-05,-0.00031055624280159136
112.5,3,0.3,20,21,4,5,0.0002738949849649952,0.00035532427602946726,8.142929106447205e-05,0.00031460963049723123
112.5,3,0.9,17,24,1,8,-0.0012866926504917497,-0.0015896566130812716,-0.0003029639625895218,-0.0014381746317865107
112.5,3,2.7,18,23,2,7,-0.036465560556811605,-0.03530699945438043,0.001158561102431177,-0.035886280005596016
112.5,4,0.1,26,31,2,7,-0.0001978470353693751,-0.0003326489439018365,-0.00013480190853246143,-0.0002652479896356058
112.5,4,0.3,27,30,3,6,-0.000364364095380626,0.00112262291890039,0.001486987014281016,0.000379129411759882
112.5,4,0.9,28,29,4,5,-0.0008266547002203084,-0.001186792982493981,-0.0003601382822736726,-0.0010067238413571447
112.5,4,2.7,25,32,1,8,-0.03547082862471218,-0.03402498036685439,0.0014458482578577903,-0.034747904495783286
117.5,1,0.1,1,8,1,8,0.0007486280299761616,0.00014449249475906312,-0.0006041355352170985,0.00044656026236761237
117.5,1,0.3,2,7,2,7,0.0007575705124016341,0.0008770974762219441,0.00011952696382031003,0.0008173339943117891
117.5,1,0.9,3,6,3,6,-0.0009628958047270542,-0.0013270624452010882,-0.000364166640474034,-0.0011449791249640712
117.5,1,2.7,4,5,4,5,-0.04189523398096154,-0.041844846826060406,5.038715490113255e-05,-0.04187004040351097
117.5,2,0.1,12,13,4,5,-9.724654150600198e-05,3.632614070647744e-05,0.00013357268221247942,-3.046020039976227e-05
117.5,2,0.3,9,16,1,8,0.0005620526106136503,0.0009078184005300027,0.00034576578991635243,0.0007349355055718265
117.5,2,0.9,10,15,2,7,-0.000871186343771202,-0.0016101265685758426,-0.0007389402248046406,-0.0012406564561735223
117.5,2,2.7,11,14,3,6,-0.03616507034266464,-0.034108260450036454,0.0020568098926281864,-0.03513666539635055
117.5,3,0.1,19,22,3,6,-0.0001534572256247646,0.00034038027686493673,0.0004938375024897013,9.346152562008606e-05
117.5,3,0.3,20,21,4,5,-0.00020549632720912037,0.00031316348188537013,0.0005186598090944905,5.383357733812488e-05
117.5,3,0.9,17,24,1,8,-0.0008394864880949537,-0.0011773137564491422,-0.00033782726835418844,-0.001008400122272048
117.5,3,2.7,18,23,2,7,-0.03354274681644709,-0.0315212757899922,0.0020214710264548907,-0.03253201130321964
117.5,4,0.1,26,31,2,7,0.00038719794764444093,-0.00014829975908514648,-0.0005354977067295874,0.00011944909427964723
117.5,4,0.3,27,30,3,6,0.0002487862296925436,0.0007653185316948696,0.000516532302002326,0.0005070523806937066
117.5,4,0.9,28,29,4,5,-0.0009318119527383928,-0.0011277456222521798,-0.000195933669513787,-0.0010297787874952863
117.5,4,2.7,25,32,1,8,-0.03278364950483781,-0.03176156172500786,0.0010220877798299485,-0.03227260561492283
122.5,1,0.1,1,8,1,8,-5.3422676458414475e-05,0.0003894033242773931,0.0004428260007358076,0.00016799032390948931
122.5,1,0.3,2,7,2,7,0.0004321815126364925,0.000905410006880436,0.00047322849424394353,0.0006687957597584643
122.5,1,0.9,3,6,3,6,-0.0008306455141778857,-0.0005478400289202767,0.00028280548525760896,-0.0006892427715490812
122.5,1,2.7,4,5,4,5,-0.03754307337271631,-0.037841931107564925,-0.0002988577348486121,-0.03769250224014062
122.5,2,0.1,12,13,4,5,-5.043443283647697e-05,-8.552439458509031e-05,-3.508996174861334e-05,-6.797941371078364e-05
122.5,2,0.3,9,16,1,8,0.00016426023386034716,0.0009401759757190487,0.0007759157418587015,0.0005522181047896979
122.5,2,0.9,10,15,2,7,-0.0002816944537761268,-0.0003278516239877405,-4.6157170211613696e-05,-0.00030477303888193363
122.5,2,2.7,11,14,3,6,-0.03250627124845701,-0.0311415950340741,0.0013646762143829094,-0.031823933141265554
122.5,3,0.1,19,22,3,6,-1.7769551067470246e-05,0.0007905190617829745,0.0008082886128504448,0.00038637475535775213
122.5,3,0.3,20,21,4,5,0.0009396211552421541,0.000504069003918195,-0.0004355521513239591,0.0007218450795801745
122.5,3,0.9,17,24,1,8,-0.0007826542381785817,-0.0015409645112164569,-0.0007583102730378752,-0.0011618093746975193
122.5,3,2.7,18,23,2,7,-0.030534414243607033,-0.028875302171861572,0.001659112071745461,-0.029704858207734303
122.5,4,0.1,26,31,2,7,0.00028306134231971536,0.0004964600373759676,0.0002133986950562522,0.00038976068984784146
122.5,4,0.3,27,30,3,6,0.00041898540655385674,0.0005194579718861836,0.00010047256533232685,0.00046922168922002017
122.5,4,0.9,28,29,4,5,-0.0016064500138358029,-0.00027390889024003773,0.0013325411235957652,-0.0009401794520379203
122.5,4,2.7,25,32,1,8,-0.03007122396746753,-0.02855967745628113,0.0015115465111864013,-0.02931545071187433
127.5,1,0.1,1,8,1,8,0.0004019389297922338,-0.00031663145749871724,-0.000718570387290951,4.265373614675827e-05
127.5,1,0.3,2,7,2,7,0.0011359775451193765,0.0007943026871413683,-0.00034167485797800823,0.0009651401161303724
127.5,1,0.9,3,6,3,6,3.018557121631238e-05,-1.0362211014525169e-05,-4.054778223083755e-05,9.911680100893605e-06
127.5,1,2.7,4,5,4,5,-0.03279844610808613,-0.03437499560884548,-0.0015765495007593472,-0.033586720858465806
127.5,2,0.1,12,13,4,5,0.00025582925153744274,0.0002633547864289154,7.525534891472674e-06,0.0002595920189831791
127.5,2,0.3,9,16,1,8,0.0016361391667305547,0.0007884735958136879,-0.0008476655709168668,0.0012123063812721213
127.5,2,0.9,10,15,2,7,-0.0007767736973333106,-0.0007890868184462496,-1.231312111293903e-05,-0.0007829302578897801
127.5,2,2.7,11,14,3,6,-0.02960532355320844,-0.027313051465501337,0.0022922720877071034,-0.02845918750935489
127.5,3,0.1,19,22,3,6,-1.1708241645536077e-05,0.0005062771616061203,0.0005179854032516563,0.0002472844599802921
127.5,3,0.3,20,21,4,5,0.0007781892543399227,0.0008066366661669822,2.8447411827059454e-05,0.0007924129602534524
127.5,3,0.9,17,24,1,8,-0.0016418153000317126,-0.0008161798564773615,0.0008256354435543511,-0.001228997578254537
127.5,3,2.7,18,23,2,7,-0.02688457014657264,-0.026384621275670594,0.000499948870902045,-0.026634595711121617
127.5,4,0.1,26,31,2,7,0.00018224670721961322,1.9577236832268863e-05,-0.00016266947038734436,0.00010091197202594104
127.5,4,0.3,27,30,3,6,0.0011865885749498262,0.0013470262486814377,0.00016043767373161155,0.001266807411815632
127.5,4,0.9,28,29,4,5,-0.000872539327039748,-0.0002675402742380595,0.0006049990528016885,-0.0005700398006389037
127.5,4,2.7,25,32,1,8,-0.027140331262262035,-0.02607665836667771,0.0010636728955843236,-0.026608494814469873
132.5,1,0.1,1,8,1,8,0.0007498280552185044,0.00021722959835002165,-0.0005325984568684827,0.000483528826784263
132.5,1,0.3,2,7,2,7,8.372505198561697e-05,1.6689111191126038e-05,-6.703594079449093e-05,5.0207081588371505e-05
132.5,1,0.9,3,6,3,6,-0.0007961882424467326,-0.0002341870813508673,0.0005620011610958653,-0.0005151876618987999
132.5,1,2.7,4,5,4,5,-0.0302134290444704,-0.030359744520796803,-0.00014631547632640296,-0.0302865867826336
132.5,2,0.1,12,13,4,5,-0.00021004057111639884,-0.00047543108982206483,-0.000265390518705666,-0.00034273583046923184
132.5,2,0.3,9,16,1,8,0.0009161518319055206,0.00031985609079776545,-0.0005962957411077552,0.000618003961351643
132.5,2,0.9,10,15,2,7,-0.00018079638702528378,-0.0008655616599878568,-0.0006847652729625731,-0.0005231790235065703
132.5,2,2.7,11,14,3,6,-0.027157876938400244,-0.025810298650296715,0.0013475782881035292,-0.02648408779434848
132.5,3,0.1,19,22,3,6,0.00015502852171267456,0.00031418412907867344,0.00015915560736599887,0.000234606325395674
132.5,3,0.3,20,21,4,5,0.0008225735019742331,0.001163514161426349,0.0003409406594521158,0.000993043831700291
132.5,3,0.9,17,24,1,8,-0.0005385429619790827,0.00016109956482704066,0.0006996425268061233,-0.00018872169857602102
132.5,3,2.7,18,23,2,7,-0.025161589755703373,-0.02445546319911157,0.0007061265565918018,-0.024808526477407472
132.5,4,0.1,26,31,2,7,0.00031364182334928103,0.0005184275910002922,0.0002047857676510112,0.00041603470717478663
132.5,4,0.3,27,30,3,6,0.0005170134245212343,0.0010727266202107122,0.0005557131956894779,0.0007948700223659733
132.5,4,0.9,28,29,4,5,0.0001253769130605542,-0.0011923940273096956,-0.0013177709403702498,-0.0005335085571245707
132.5,4,2.7,25,32,1,8,-0.026252209683930106,-0.02328335974924746,0.0029688499346826464,-0.024767784716588782
137.5,1,0.1,1,8,1,8,0.0006529444413928553,0.00011482559030445705,-0.0005381188510883983,0.0003838850158486562
137.5,1,0.3,2,7,2,7,0.000498251036810643,0.0006718917692625781,0.00017364073245193512,0.0005850714030366105
137.5,1,0.9,3,6,3,6,-1.3041757528919895e-05,0.0010630402055666899,0.0010760819630956098,0.000524999224018885
137.5,1,2.7,4,5,4,5,-0.026154082938509474,-0.028701810225853414,-0.00254772728734394,-0.027427946582181444
137.5,2,0.1,12,13,4,5,0.00016280296102832992,-0.00034629697142574134,-0.0005090999324540713,-9.174700519870571e-05
137.5,2,0.3,9,16,1,8,0.0009116993628143222,0.001259036448818529,0.0003473370860042069,0.0010853679058164256
137.5,2,0.9,10,15,2,7,-0.00010809265609451613,-0.00046142152514505597,-0.00035332886905053984,-0.00028475709061978605
137.5,2,2.7,11,14,3,6,-0.02344366532286557,-0.022886511540674337,0.0005571537821912331,-0.023165088431769953
137.5,3,0.1,19,22,3,6,0.0002214776598972179,0.0007573980869902141,0.0005359204270929962,0.000489437873443716
137.5,3,0.3,20,21,4,5,0.0007077020242622911,0.0008118191622017434,0.00010411713793945232,0.0007597605932320173
137.5,3,0.9,17,24,1,8,-4.236937326984602e-06,-1.950214834663469e-05,-1.5265211019650088e-05,-1.1869542836809646e-05
137.5,3,2.7,18,23,2,7,-0.02369846697457223,-0.0230360975377073,0.0006623694368649291,-0.023367282256139765
137.5,4,0.1,26,31,2,7,-1.0102182369908785e-05,-1.7280085383486465e-05,-7.17790301357768e-06,-1.3691133876697625e-05
137.5,4,0.3,27,30,3,6,0.0011142519432821019,0.0008020409727419742,-0.0003122109705401277,0.000958146458012038
137.5,4,0.9,28,29,4,5,2.870048783419621e-05,0.0006200250930892687,0.0005913246052550725,0.00032436279046173244
137.5,4,2.7,25,32,1,8,-0.02324313039781667,-0.022389318695299774,0.0008538117025168948,-0.022816224546558222
