distance_nm,blocks,v0_all4_median_pN,v0_all4_min_pN,v0_all4_max_pN,v0_low3_median_pN,v0_low3_min_pN,v0_low3_max_pN,all4_minus_low3_median_pN,all4_fit_r2_median,all4_fit_r2_min,all4_fit_r2_max
20.0,4,739.8536445587738,641.5906771070106,831.0099722259299,555.9760156014709,491.1399732631717,645.4650472268763,177.8492058321286,0.9777495785010165,0.9683502415578612,0.9879750190049348
50.0,4,264.3590657732196,248.7901806205801,290.2560554261599,176.7031911129156,157.63550424233333,195.94130082112858,87.7010469703941,0.9834324728323826,0.9803875975472895,0.9844625114268586
100.0,4,83.72791183538146,81.41283343329651,96.48625371015022,35.605303282363494,30.291325695237546,40.192991553087296,49.69299194817406,0.9769185319804206,0.9742375851771724,0.9772501451985178
200.0,4,36.600118042537005,31.712391331486565,37.79808379303364,9.245990850324766,-0.8343412722832255,12.12306082026414,27.468062626029443,0.7050818672060759,0.6279926302146538,0.8460930726524316
