source,map_order,point_index,row,column,distance_nm,force_linear_drift_corrected_pN,force_far_constant_referenced_pN
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,52,6,4,20.0,92.25646782577346,121.49787562505205
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,53,6,5,20.0,105.44841726968563,101.0435552174478
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,54,6,6,20.0,140.05460047722414,90.02992234956203
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,55,6,7,20.0,158.13485937447302,166.79021017531005
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,56,7,7,20.0,-42.58864036078468,129.43083694407142
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,57,7,6,20.0,90.03154470098994,146.4618341910206
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,58,7,5,20.0,103.48305477824236,111.03520526253641
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,59,7,4,20.0,210.83155786349735,89.63517823217008
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,60,7,3,20.0,100.81429938298402,96.03144020024584
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,61,7,2,20.0,122.35429065378588,130.8840463768366
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,62,7,1,20.0,27.730477672163687,84.29123218039507
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,63,7,0,20.0,154.37043699922364,63.99667789100548
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,0,0,0,50.0,-20.29968281443139,-2.857874090159718
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,1,0,1,50.0,-0.07047286541345558,46.24643746790896
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,2,0,2,50.0,-77.68355943811052,17.558899505798717
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,3,0,3,50.0,60.71598881266346,66.5349014870634
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,4,0,4,50.0,-44.56595225081656,68.85866479046413
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,5,0,5,50.0,-2.579918544238007,100.37752799481432
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,6,0,6,50.0,202.3767458675023,156.63146203619092
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,7,0,7,50.0,13.445082303933642,31.853059392412415
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,8,1,7,50.0,103.94490853250042,105.84262903408722
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,9,1,6,50.0,161.43448947786075,171.118145416847
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,10,1,5,50.0,47.92921313464594,91.8305728299298
