source,map_order,point_index,row,column,distance_nm,force_linear_drift_corrected_pN,force_far_constant_referenced_pN
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,31,3,0,200.0,-8.013105129931178,15.643125179331184
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,32,4,0,200.0,25.44423737619948,5.396038557380639
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,33,4,1,200.0,5.6101506747686,-4.26378045313584
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,34,4,2,200.0,-71.29698711548926,-4.412666865296966
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,35,4,3,200.0,-52.34301471126834,-27.127955751156417
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,36,4,4,200.0,-107.99850088561726,-28.660989114190464
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,37,4,5,200.0,-100.2649764895589,-8.485106401135297
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,38,4,6,200.0,10.842238825304035,-18.5905794579036
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,39,4,7,200.0,-58.06006017657659,12.142343241896764
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,40,5,7,200.0,14.347177147066695,-4.125714618187994
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,41,5,6,200.0,-55.02203529898939,13.613586970019488
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,42,5,5,200.0,-18.256645428497624,-25.643230648143586
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,43,5,4,200.0,-75.09840897300786,-34.09818134228801
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,44,5,3,200.0,-42.58769472139375,5.676959663091437
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,45,5,2,200.0,15.526981776390361,20.006182950186872
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,46,5,1,200.0,-11.30413282805902,-12.350595006644788
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,47,5,0,200.0,5.979220679046906,-0.9348269167112361
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,48,6,0,200.0,40.8269971175271,-10.13941300934273
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,49,6,1,200.0,-13.36834997753037,-9.593299068624686
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,50,6,2,200.0,-37.039464566937454,5.394796851798159
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,51,6,3,200.0,-35.50093049787647,16.253571294962505
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,52,6,4,200.0,-2.9401167154560417,23.226221168421176
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,53,6,5,200.0,2.2161053157007653,-1.749799680344909
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,54,6,6,200.0,59.63676843879696,14.887576897120516
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,55,6,7,200.0,7.969679648963653,15.732705367744474
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,56,7,7,200.0,-153.33552928581628,0.544872235136154
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,57,7,6,200.0,8.036908883562825,57.91900209796061
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,58,7,5,200.0,21.710629733039596,28.51807471459052
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,59,7,4,200.0,135.25348774162137,26.660483163963217
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,60,7,3,200.0,-9.16262389776647,-13.509461087645477
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,61,7,2,200.0,-4.835735978525156,2.9268774432147024
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,62,7,1,200.0,-51.79921912022177,-1.1395309512248644
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,1,63,7,0,200.0,79.36722170667757,-1.772919055703695
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0,0,0,20.0,619.8830493677269,627.9959092961417
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,1,0,1,20.0,565.5985573190962,620.3740839186617
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,2,0,2,20.0,477.8403597552168,467.192671277556
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,3,0,3,20.0,342.40521089465216,364.290164546225
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,4,0,4,20.0,313.5727479352046,406.165207077227
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,5,0,5,20.0,279.0887296900765,373.2029498270922
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,6,0,6,20.0,288.5575694921706,355.2782793341469
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,7,0,7,20.0,394.59127392987176,372.41813277045236
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,8,1,7,20.0,543.2026132089267,497.46415253156255
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,9,1,6,20.0,515.1595701994136,516.3842569993878
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,10,1,5,20.0,273.2296054169018,338.351585356085
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,11,1,4,20.0,143.26218819981472,323.5632857766826
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,12,1,3,20.0,176.6390359946708,287.9489819188102
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,13,1,2,20.0,114.97342901572634,298.1888548226185
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,14,1,1,20.0,263.65885124892714,402.980350517149
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,15,1,0,20.0,505.20087073714035,615.186297126032
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,16,2,0,20.0,349.3904744593084,380.9046582636796
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,17,2,1,20.0,223.95814888630494,263.19705936317143
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,18,2,2,20.0,147.09313289056894,227.74737018816546
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,19,2,3,20.0,130.7081394738427,206.54595692207698
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,20,2,4,20.0,144.51061876759292,227.05473498877606
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,21,2,5,20.0,422.04249770048114,386.74138404498626
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,22,2,6,20.0,689.1473541888128,658.8244433257547
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,23,2,7,20.0,1139.8282054124309,989.202978011173
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,24,3,7,20.0,801.6771704252744,777.7139094249496
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,25,3,6,20.0,669.9722535443871,616.01948157153
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,26,3,5,20.0,297.386612992178,253.7151590239002
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,27,3,4,20.0,177.28629062736047,267.3554130995129
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,28,3,3,20.0,110.94132190983744,196.21644470101802
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,29,3,2,20.0,123.4795113198973,182.13301999031614
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,30,3,1,20.0,152.54743149334348,224.81203732122432
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,31,3,0,20.0,308.2901778756784,342.3404167160704
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,32,4,0,20.0,355.70128081849134,336.86207081725473
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,33,4,1,20.0,289.56782381992025,226.89006117707055
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,34,4,2,20.0,281.18799561483735,190.31905273270942
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,35,4,3,20.0,293.27385624200895,207.60187969744945
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,36,4,4,20.0,265.18029465633407,204.5744832309324
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,37,4,5,20.0,390.1100337670016,297.5930726586196
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,38,4,6,20.0,725.7691274569415,651.105824041721
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,39,4,7,20.0,705.4798025829799,776.7427182733386
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,40,5,7,20.0,570.8623001549211,641.7620486662325
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,41,5,6,20.0,620.942850319511,656.4025852813788
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,42,5,5,20.0,426.9208445955801,503.414819582222
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,43,5,4,20.0,143.19744798622506,245.89004870400086
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,44,5,3,20.0,320.1002132598669,282.5796104670221
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,45,5,2,20.0,247.50268632509602,187.35220419552212
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,46,5,1,20.0,258.08053824167393,232.79472599235808
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,47,5,0,20.0,506.13201356249135,517.0429522462016
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,48,6,0,20.0,703.4371907907408,793.645287685809
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,49,6,1,20.0,537.7201168403019,663.1305600263536
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,50,6,2,20.0,266.099504314331,402.4208143303799
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,51,6,3,20.0,268.90585768406504,387.61329787887684
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,52,6,4,20.0,456.6597116530281,646.7535868480772
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,53,6,5,20.0,511.55275669910156,611.8537367305333
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,54,6,6,20.0,580.7649468504867,653.9345476151208
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,55,6,7,20.0,695.485375981337,657.4342652334851
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,56,7,7,20.0,1339.1681709241375,1191.4984584684917
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,57,7,6,20.0,878.722279713267,724.986300978692
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,58,7,5,20.0,747.2489113678489,744.0226527405239
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,59,7,4,20.0,1075.3441806693302,1108.450883121696
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,60,7,3,20.0,782.7800211690055,906.3297736053864
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,61,7,2,20.0,433.73482896658857,612.359938706119
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,62,7,1,20.0,396.79286219872654,463.7875006699342
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,63,7,0,20.0,451.4118778915206,484.678901442391
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0,0,0,50.0,182.16420776305543,190.1544971786785
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,1,0,1,50.0,153.29574406045467,207.09816113302932
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,2,0,2,50.0,185.7141775560979,175.2451017406178
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,3,0,3,50.0,117.59833462810238,139.06641313132093
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,4,0,4,50.0,12.154426350178715,103.07675941466906
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,5,0,5,50.0,42.65412544695207,135.19140478301617
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,6,0,6,50.0,79.46089387164444,145.1212060643526
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,7,0,7,50.0,171.70917022733795,149.9456461521684
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,8,1,7,50.0,243.05263057624072,198.19276695681796
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,9,1,6,50.0,198.37316759056498,199.58779361374292
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,10,1,5,50.0,80.83088592588066,144.82100895770446
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,11,1,4,50.0,-61.35947090608507,115.70472779678965
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,12,1,3,50.0,-4.07879825503553,105.22745261147809
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,13,1,2,50.0,-63.19642215124101,116.7776205484517
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,14,1,1,50.0,19.657995200353316,156.54058101335903
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,15,1,0,50.0,116.89942724812758,224.87506866172134
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,16,2,0,50.0,120.307616139387,151.24151374904693
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,17,2,1,50.0,57.88395004537025,96.39957634088131
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,18,2,2,50.0,11.852504728216573,91.16093874822552
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,19,2,3,50.0,5.7050209690009055,80.29388626784662
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,20,2,4,50.0,-7.130422341840384,73.95562968910245
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,21,2,5,50.0,181.26759409876945,146.61799345016297
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,22,2,6,50.0,262.3603677528003,232.62035505135012
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,23,2,7,50.0,436.82094078097765,289.1018168584127
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,24,3,7,50.0,224.76885508792807,201.2419228354361
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,25,3,6,50.0,246.43912941502316,193.48936359882373
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,26,3,5,50.0,138.0945097745614,95.24910655476683
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,27,3,4,50.0,7.38418678408031,95.76258137732961
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,28,3,3,50.0,-4.208414774318164,79.58173855216954
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,29,3,2,50.0,10.732555449957266,68.44825153120325
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,30,3,1,50.0,15.279502457713278,86.37522804880045
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,31,3,0,50.0,108.9795742464785,142.39175980867265
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,32,4,0,50.0,148.45050855024758,129.96246431966395
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,33,4,1,50.0,157.20990269414366,95.74318711871533
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,34,4,2,50.0,152.71980901534843,63.5607801028975
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,35,4,3,50.0,162.0736247907707,77.9421550244341
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,36,4,4,50.0,133.26214409410593,73.85883578254462
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,37,4,5,50.0,195.90179227129025,104.82785992943138
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,38,4,6,50.0,244.1671643180993,170.91474221675404
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,39,4,7,50.0,152.5653249587212,222.57176393600318
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,40,5,7,50.0,138.95079087205096,208.54161430764978
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,41,5,6,50.0,160.33035234150356,195.126641101909
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,42,5,5,50.0,84.55276278777401,159.5753094556946
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,43,5,4,50.0,-31.292114302186793,69.51629571821111
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,44,5,3,50.0,148.77443314790324,111.92166479038856
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,45,5,2,50.0,129.74298077392365,70.70307061038689
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,46,5,1,50.0,118.48040206385542,93.67970895683156
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,47,5,0,50.0,151.34657045512375,162.05535027590756
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,48,6,0,50.0,145.88968984805837,234.381034437745
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,49,6,1,50.0,56.40832337803263,179.59000695844165
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,50,6,2,50.0,-11.581520732292091,122.38912458872076
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,51,6,3,50.0,17.15110037671279,133.74304391490483
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,52,6,4,50.0,32.545623620056965,219.35787511684046
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,53,6,5,50.0,97.77671865721334,196.33020858386072
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,54,6,6,50.0,154.92007793416676,226.71811451838735
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,55,6,7,50.0,262.93478045503156,225.55800673180477
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,56,7,7,50.0,484.1222864711891,339.21604895648426
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,57,7,6,50.0,401.8248835263611,250.97353222774697
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,58,7,5,50.0,252.34788728738607,249.2323062288043
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,59,7,4,50.0,300.0027806404958,332.54371444734943
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,60,7,3,50.0,156.44203145762532,277.80844546155834
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,61,7,2,50.0,36.61463588746737,212.25679740890436
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,62,7,1,50.0,97.4305686110297,163.27115742717044
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,63,7,0,50.0,146.52006295460373,179.23162707594827
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0,0,0,100.0,-1.7524246237570205,6.054852061870759
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,1,0,1,100.0,-10.705956146171744,41.50684726152924
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,2,0,2,100.0,64.43186600374838,54.30900919815122
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,3,0,3,100.0,7.602744150526205,28.49134848015828
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,4,0,4,100.0,-77.12628409724002,11.201426054948294
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,5,0,5,100.0,-51.435980636305715,38.474602230359224
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,6,0,6,100.0,-21.175026238491384,42.69835246068458
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,7,0,7,100.0,101.3935795560225,80.36886163346543
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,8,1,7,100.0,123.3657807239417,79.90623761092402
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,9,1,6,100.0,71.90922650079902,73.11038296080392
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,10,1,5,100.0,-20.200153961528887,41.937896484986595
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,11,1,4,100.0,-141.39500656576746,30.68573788768558
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,12,1,3,100.0,-90.66685074500704,15.517239884854263
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,13,1,2,100.0,-134.7192310468883,39.50876559363055
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,14,1,1,100.0,-88.7299841301927,44.17332130555357
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,15,1,0,100.0,-37.91805712385707,66.87394623978068
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,16,2,0,100.0,35.16556369294389,65.12059882920019
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,17,2,1,100.0,-13.588400325179087,23.85830843848024
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,18,2,2,100.0,-49.22014367209723,27.638947162554256
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,19,2,3,100.0,-75.6721971281945,-3.4366862778697085
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,20,2,4,100.0,-79.86031110456949,-1.0341633632689626
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,21,2,5,100.0,85.11536883970602,51.60623004806562
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,22,2,6,100.0,127.79418383950208,98.95465165555098
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,23,2,7,100.0,238.07430455730739,94.68478093218026
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,24,3,7,100.0,70.43489208290175,47.602793865279914
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,25,3,6,100.0,110.82851173368981,59.41685380283804
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,26,3,5,100.0,68.83458675545467,27.285238458206102
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,27,3,4,100.0,-52.13252405057096,33.50476433178001
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,28,3,3,100.0,-54.67929865272401,26.599935234633488
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,29,3,2,100.0,-55.75174061323724,0.2858287992016611
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,30,3,1,100.0,-36.832323010780186,32.143677627429476
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,31,3,0,100.0,30.057145075252514,62.52413332846476
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,32,4,0,100.0,78.78376444256853,60.855517541643394
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,33,4,1,100.0,86.46931333772746,26.718547682127983
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,34,4,2,100.0,105.75790072812178,19.254241527049064
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,35,4,3,100.0,103.06812414834143,21.419480417818225
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,36,4,4,100.0,92.45912126367062,34.74972199979866
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,37,4,5,100.0,137.5634782771974,49.230315110220175
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,38,4,6,100.0,93.51499526520274,22.44152236945414
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,39,4,7,100.0,-43.126055252969635,24.74464970866105
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,40,5,7,100.0,-36.64943672281439,30.860049699857992
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,41,5,6,100.0,-6.612686334062179,27.22244363306057
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,42,5,5,100.0,-33.88952676622569,39.00735305386292
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,43,5,4,100.0,-53.22022992906638,44.55600314015095
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,44,5,3,100.0,111.64004115762187,75.8447960388138
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,45,5,2,100.0,98.31870637641863,40.88924655659302
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,46,5,1,100.0,54.97939316182376,30.88429252312645
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,47,5,0,100.0,63.20164802090099,73.6068878070795
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,48,6,0,100.0,-26.902690739559823,58.95677232030184
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,49,6,1,100.0,-90.4188943944854,29.038763255297862
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,50,6,2,100.0,-97.84181259419175,31.770633793304906
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,51,6,3,100.0,-78.5235641537992,34.691480095121435
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,52,6,4,100.0,-161.03512388197913,20.101971666510202
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,53,6,5,100.0,-61.490724349777025,34.144124448820904
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,54,6,6,100.0,-13.707674388808302,56.08920110083498
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,55,6,7,100.0,107.63308097411638,71.36176585720538
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,56,7,7,100.0,227.0825288361958,86.36316576600528
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,57,7,6,100.0,215.7046997709985,69.13603816594083
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,58,7,5,100.0,54.56031412257746,51.62077574202339
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,59,7,4,100.0,45.168317737878624,76.86435457928593
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,60,7,3,100.0,-48.157335494304846,69.34913849534183
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,61,7,2,100.0,-114.71230988220641,55.75731093742584
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,62,7,1,100.0,-18.447807193681598,45.386704174486994
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,63,7,0,100.0,53.32617847954364,85.19820941476854
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0,0,0,200.0,-55.06357076185806,-47.648796100650685
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,1,0,1,200.0,-39.14676626852279,9.871677634333825
