source,timestamp,point_index,row,column,contact_invOLS_40nm_nm_per_V,contact_invOLS_30nm_nm_per_V,contact_invOLS_50nm_nm_per_V,contact_fit_R2,contact_points,valid_before_map_outlier_filter,retained_for_global_consensus
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,51,6,3,73.0766985050225,71.0988343607845,75.23261238340592,0.9991514110097147,41,True,True
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,52,6,4,63.18949889375702,59.72967988411202,70.31943900815077,0.9970314257450503,41,True,True
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,53,6,5,70.684493116479,65.7839599926771,73.29030703776498,0.9983896452381409,41,True,True
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,54,6,6,71.2201404884831,68.67717661425439,74.24642151382557,0.9985611429773035,40,True,True
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,55,6,7,74.07900635218638,70.52396496380914,78.23734076385144,0.9974670625427743,40,True,True
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,56,7,7,58.825070151253954,57.45846310630215,69.41307161867043,0.9988946176900899,40,True,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,57,7,6,65.87774354771189,64.56146737478196,67.33397124187016,0.9990458965213853,40,True,True
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,58,7,5,64.78549346061921,62.44929485897591,66.27306945554758,0.9990238787043482,41,True,True
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,59,7,4,59.44586471622419,57.83070919180513,60.27166364140926,0.9991268451881384,41,True,True
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,60,7,3,58.63205074801672,58.596682855045515,67.12349555984804,0.9999279904692355,40,True,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,61,7,2,60.17185926987193,59.62487315366278,60.84063462535656,0.9997981399893658,41,True,True
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,62,7,1,60.470543319775395,59.89469919097406,60.728219085314876,0.9998720278248943,41,True,True
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,63,7,0,60.66378116294597,59.13547384919585,62.90871453734535,0.9992177467279717,40,True,True
31-08-26/map-data-2026.08.31-15.29.09.174.jpk-force-map,2026-08-31T15:29:09.174000,0,0,0,70.64103269278421,69.55878387274616,72.39489899427456,0.998560992421922,40,True,True
31-08-26/map-data-2026.08.31-15.29.09.174.jpk-force-map,2026-08-31T15:29:09.174000,1,0,1,75.26468442905889,73.4178733435099,77.3954963064976,0.9993271788427652,40,True,True
31-08-26/map-data-2026.08.31-15.29.09.174.jpk-force-map,2026-08-31T15:29:09.174000,2,0,2,76.0773049375657,74.64379075766709,78.44629226944166,0.9994867656649598,41,True,True
31-08-26/map-data-2026.08.31-15.29.09.174.jpk-force-map,2026-08-31T15:29:09.174000,3,0,3,65.80941628715364,64.59209195512568,67.88352755224496,0.9994869548375818,40,True,True
