source,timestamp,map_order,point_index,row,column,pixel_acquisition_order,global_InvOLS_used_nm_per_V,local_contact_InvOLS_nm_per_V,contact_fit_R2,terminal_load_nN,far_slope_pN_per_100nm,far_noise_pN,scanner_speed_um_per_s,gap_speed_20_200nm_um_per_s,approach_snap_detected,approach_snap_distance_nm,retract_free_baseline_valid,retract_snapoff_detected,retract_pull_off_censored,retract_pull_off_force_nN,retract_detachment_piezo_travel_nm
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,10,1,5,11,68.28960406065333,67.9317541837237,0.9985583319705514,14.180688041344823,-2.7006500502517117,10.92155631884109,1.000151834758963,0.9977223211521417,False,232.77396169475549,True,True,False,-6.947071020422168,23.388994257701466
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,11,1,4,12,68.28960406065333,64.13597242306382,0.9996510560379135,13.996750597489115,2.3824360320431763,12.983308052299202,1.0001500998999289,0.9985881906207449,False,346.34840117721126,True,True,False,-6.270894690556494,27.891890445913923
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,12,1,3,13,68.28960406065333,65.89627789310023,0.9983636566686266,14.161704761361491,4.3545620998397085,8.822122614772043,1.000148262249542,0.9984280626659511,False,244.32738451236742,True,True,False,-1.3706960696890915,12.643661075506612
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,13,1,2,14,68.28960406065333,61.84053446603052,0.9992142462199409,14.048856543724868,-1.7807092745883233,10.853977598181343,1.0001452190013302,0.998498320219809,True,7.991097103649691,True,True,False,-14.390748125156618,48.480609775872765
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,14,1,1,15,68.28960406065333,58.790930457289576,0.9996084423408447,13.870141584585197,3.066306909176077,9.06671708969203,1.000140714730169,0.998651409327375,True,8.832591167571898,True,True,False,-21.72871730631672,67.93736024764853
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,15,1,0,16,68.28960406065333,59.20788320748356,0.9995744336663448,14.196928287864756,1.5856123855204327,12.952641336596857,1.0001358865553789,0.9982667888870472,True,12.118301673535674,True,True,False,-13.89958733743497,42.88288900536777
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,16,2,0,17,68.28960406065333,58.01113571140561,0.9994659764528654,14.013233814349663,-0.2816870557476933,12.40797745557744,1.0001491706121082,0.998987510766523,True,9.349613563401782,True,True,False,-28.23742810866034,81.79827091822911
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,17,2,1,18,68.28960406065333,60.44768996641774,0.9995861039040433,14.104280066795356,4.019484835208622,10.061333517143154,1.00015027781332,0.9980948141994682,True,7.821769614863584,True,True,False,-4.656228916275322,18.259752252307404
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,18,2,2,19,68.28960406065333,58.90216763095966,0.999806475761464,14.31111216110233,3.3871645319375885,10.73065487681666,1.000148996593359,0.9979748364784434,True,6.418883771781321,True,True,False,-8.568217837332964,27.70252261512571
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,19,2,3,20,68.28960406065333,59.28169530603862,0.9994394243112812,13.860457729042757,-5.583086511670339,11.439597066539534,1.0001465351745087,0.9975498576650654,True,6.248884890864277,True,True,False,-13.412402895954093,47.750511106393624
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,20,2,4,21,68.28960406065333,65.31284556783189,0.9995373693339136,14.292942114206584,-1.2700480956887499,11.507165209195279,1.0001411722742268,0.9976165513407933,True,5.9505967847044134,True,True,False,-12.783505179395027,42.47955809436347
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,21,2,5,22,68.28960406065333,65.32869312363742,0.9995304920505899,14.265321510951349,0.5534509794609088,15.615267514460383,1.0001389148344797,0.9982496441960819,False,158.88140148727015,True,True,False,-4.281090873444995,17.444725029976883
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,22,2,6,23,68.28960406065333,76.90225223108371,0.9995794915990718,14.529006713287327,1.750474408071283,12.2052644389179,1.0001331394183268,0.999094375443204,False,309.0794173876255,True,True,False,-1.1789751877889714,6.674971919107218
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,23,2,7,24,68.28960406065333,75.47078504472609,0.9991596079444703,14.130859842717943,-5.2406827667194555,10.34148923257661,1.0001267547409098,0.9979771960398606,False,113.75622849532847,True,True,False,-0.7086176307265989,4.627836793217233
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,24,3,7,25,68.28960406065333,67.95337760554555,0.9995866136028716,13.897750695405703,-5.185692087547851,11.80245227546198,1.0001460471411225,0.9984273194007162,False,266.05027181235164,True,True,False,-11.858536865258896,44.843898276474704
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,25,3,6,26,68.28960406065333,71.50748873095166,0.999243483171323,14.025573987994724,-4.475500037173647,14.216145241643016,1.0001513000216022,0.9991966793361641,False,237.51971481974323,True,True,False,-3.0977807812949134,21.36081585227541
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,26,3,5,27,68.28960406065333,63.13701349363639,0.9997860530723229,14.184794807982737,1.85273681374385,10.475934066171767,1.000149375318836,0.9976699740558203,True,9.88376299785126,True,True,False,-6.162700569024797,26.146195304339383
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,27,3,4,28,68.28960406065333,58.665139685644164,0.9997840060439934,14.056150735910265,-7.941141011231018,11.731539098645278,1.0001484328184398,0.997582588265087,True,7.470036973913902,True,True,False,-11.341465595926874,38.383876932373084
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,28,3,3,29,68.28960406065333,65.4013855541023,0.9998687288303189,14.189670546813568,-4.533151467903051,9.337879826394776,1.000145562238287,0.9974560065289677,False,314.87977627340916,True,True,False,-10.697688902213056,32.608898364516605
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,29,3,2,30,68.28960406065333,60.19775285610894,0.999907343946292,14.268467237432407,-2.3719647673225746,15.524928474016864,1.0001448501141144,0.9983256049074628,True,6.283328859618933,True,True,False,-7.547149663033169,26.890597254470077
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,30,3,1,31,68.28960406065333,58.33713417307951,0.9997817278632222,14.175815867931101,-0.6659778335198966,8.182207849061465,1.000140335268188,0.9982733120356577,True,6.512822088442088,True,True,False,-8.565644022984484,27.12060474541177
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,31,3,0,32,68.28960406065333,58.98548827956666,0.9996098294910692,14.02982252059842,-1.5819478108660578,13.000058251172062,1.0001340407319548,0.9986654603078959,True,8.525543604186923,True,True,False,-17.982140965303042,53.08367923218121
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,32,4,0,33,68.28960406065333,58.506250750073626,0.9998357567107568,14.130027641530575,1.332375049840362,11.941655323894222,1.0001443972098916,0.9988745259934245,True,6.845497198149656,True,True,False,-20.025031994234272,58.317497052376474
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,33,4,1,34,68.28960406065333,58.62071992178722,0.9994209197760063,13.891065473866407,0.7145239820710987,11.983751897646044,1.0001494717387267,0.9980282235287423,True,6.623239846518996,True,True,False,-10.390269381890127,32.90606647672361
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,34,4,2,35,68.28960406065333,65.08494853864919,0.9999389260628105,14.125730902645202,-4.443060941098108,11.13918576730185,1.000147820319169,0.9975968414634455,False,347.1100558125267,True,True,False,-6.514817491371913,23.82892735818577
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,35,4,3,36,68.28960406065333,61.30380338702401,0.9998685709262821,14.237374900602463,-1.6975297109374587,12.455403829847516,1.0001464061454894,0.997840433812235,True,7.347288254237289,True,True,False,-3.567761640815363,12.230991753208741
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,36,4,4,37,68.28960406065333,61.327935154439984,0.9990029859342968,13.907600572237268,-5.031368371601184,9.865050370321944,1.000144161550956,0.9981475563075625,True,11.41438369433894,True,True,False,-6.998449874078644,25.430724111355044
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,37,4,5,38,68.28960406065333,67.2660531869624,0.9996405723465968,14.185289462845574,-5.830519383153916,14.062535080199746,1.0001397096156182,0.9985313441367963,True,7.484373005270549,True,True,False,-5.886859354679787,21.51460469764403
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,38,4,6,39,68.28960406065333,68.99611746261014,0.9997656775969851,14.118141708495495,1.8923848665751395,13.635098687367273,1.0001345946515525,0.9988755643480369,False,349.5603076168349,True,True,False,-2.486016695655889,15.164958481237134
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,39,4,7,40,68.28960406065333,68.28960406065333,0.9996985117817953,13.94958719871145,-4.491726414591877,10.806281785346467,1.0001261665156556,0.9998636015029194,True,7.130685603286229,True,True,False,-5.435755617003057,21.04284749727397
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,40,5,7,41,68.28960406065333,72.87887691846859,0.9989265248615362,14.423402106932798,1.0914059067100608,12.064270028863547,1.0001412231138107,0.9990680103494364,True,6.776214174305817,True,True,False,-6.367017687699203,28.388683949303008
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,41,5,6,42,68.28960406065333,63.291516608232996,0.9974573780087449,14.588933819721785,-4.612844499971161,10.156630741589916,1.0001496225401416,0.9989933479798665,True,6.370551318551367,True,True,False,-8.298986938440498,33.25045135847377
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,42,5,5,43,68.28960406065333,71.80257660948133,0.9981662148530626,14.188944937868854,0.4924484807404351,11.733576505108351,1.0001491591839027,0.9983051990458518,False,248.91609466477053,True,True,False,-2.26221250741255,6.500960641209818
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,43,5,4,44,68.28960406065333,60.82654636168852,0.9995428517531337,13.97426861863531,-2.65921931381642,12.323810659656843,1.000147047346794,0.9985522670691243,True,6.380236084266587,True,True,False,-6.534934781901383,21.369206288389112
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,44,5,3,45,68.28960406065333,60.32202793393978,0.9999077201511867,14.010590333572313,-3.1422263241786204,10.941184923838422,1.000145594079182,0.9985235638114192,True,5.5479847910065745,True,True,False,-3.7849072175664835,13.400937164282105
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,45,5,2,46,68.28960406065333,59.5453033721401,0.999897820883383,14.012648543992553,-0.3022255290359513,10.005217515288825,1.0001410422286476,0.9983107492751876,True,8.127275228993579,True,True,False,-8.627986322390814,27.94155479735695
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,46,5,1,47,68.28960406065333,61.32609314521712,0.9997017225687913,14.134385798417018,0.0791403432309319,8.284239751375068,1.0001363636182057,0.9981952293293929,True,6.927645574621332,True,True,False,-3.98390014042655,16.353091990659824
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,47,5,0,48,68.28960406065333,62.84480372260001,0.9989575470575681,14.025756664993263,0.4039446098345301,9.393847442127754,1.0001327194936536,0.9982233953545153,True,9.402911365491688,True,True,False,-4.344551825828523,19.6978309586007
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,48,6,0,49,68.28960406065333,60.02944375701572,0.9997983867373698,14.023193797415551,3.288849710046041,10.187843406441766,1.0001438986272588,0.9992325165750535,True,6.382719151197232,True,True,False,-1.2750058055299147,16.383738619330636
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,49,6,1,50,68.28960406065333,62.76381630322103,0.9998233762230702,14.337307381970023,-0.2354243101572711,9.117999240668986,1.0001435187218244,0.9986469432596601,False,7.413940478202916,True,True,False,-4.146995018097392,14.944908008845898
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,50,6,2,51,68.28960406065333,59.35348268680525,0.9992239120081514,14.144457017652945,-2.835871596695285,10.132258129574375,1.0001472929704245,0.998837980013942,True,7.313481038111406,True,True,False,-5.746603582317877,18.777493286454813
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,51,6,3,52,68.28960406065333,61.16391805948429,0.9999249185735204,14.232822062337393,-3.401359199542651,9.506058307707656,1.0001465800271658,0.9986554319542649,True,5.1974754652953346,True,True,False,-8.45302972130903,26.287702013946962
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,52,6,4,53,68.28960406065333,75.88270199903327,0.9994315132103481,14.268037649317776,-1.7081743974055368,8.300747428618285,1.0001423980457345,0.998946772467266,True,3.3038548640975254,True,True,False,-4.754551013453774,13.213957606882012
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,53,6,5,54,68.28960406065333,65.65772775386166,0.9990649025649557,14.001244511653491,0.23970785999795452,10.77919615809659,1.0001386038888593,0.9985816609498479,True,7.072461613125914,True,True,False,-5.635700621102383,21.91190406527547
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,54,6,6,55,68.28960406065333,66.48665060721058,0.9999081387777272,14.136889271565247,2.9154332009369797,13.623594754606252,1.0001345136593787,0.999220467468378,True,6.93115453235007,True,True,False,-3.352633463070339,15.853506082522012
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,55,6,7,56,68.28960406065333,65.05763496740802,0.9997425703139748,14.207763285046028,-0.49573146336726315,8.385920344863147,1.0001247334258176,0.9989117201701911,True,6.380747195783399,True,True,False,-16.065496871608723,55.81762018675671
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,56,7,7,57,68.28960406065333,73.83251110207262,0.9994419933921718,14.149573997809286,-10.075392155458388,13.343128032210322,1.0001274860285705,0.9990146891727978,False,168.2517368248949,True,True,False,-9.769376192126419,36.290763204841824
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,57,7,6,58,68.28960406065333,67.65840993771421,0.9996536114908581,14.076795648488815,-3.577622828931698,12.565745612213966,1.0001465641675904,0.9997391577987493,True,5.541579107471903,True,True,False,-7.857423729445787,35.32587320171967
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,58,7,5,59,68.28960406065333,59.73391209730166,0.9997432706791289,14.03037032201936,-0.41010443563364185,10.746598154088518,1.0001468301208762,0.9991800141260084,True,8.792952110745828,True,True,False,-9.072354749336707,35.78784438387373
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,59,7,4,60,68.28960406065333,64.99667794919536,0.9998009846524426,14.38695144761412,7.080275415920162,11.077262968605874,1.000145795932121,0.9990385408965311,True,6.457039527137798,True,True,False,-3.1602948509312863,12.035915361255316
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,60,7,3,61,68.28960406065333,59.135116704029215,0.9998317841803451,14.055312598163477,0.2449345515817684,15.306654392429266,1.0001431477468634,0.9987586715675497,True,8.911514037386425,True,True,False,-9.546708489052573,32.99756225563517
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,61,7,2,62,68.28960406065333,61.041813327621604,0.9996498728494202,14.213148004516464,-0.4284541851041224,12.788502250595883,1.0001388148471926,0.9992852309488354,True,7.348749473917089,True,True,False,-8.884679411237878,31.208711574361775
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,62,7,1,63,68.28960406065333,62.378642694368764,0.9992897813378258,13.825893500001435,-3.3149131496258444,10.183558811325192,1.0001427535105594,0.9993780933431184,True,7.371426611919925,True,True,False,-1.7208412023207356,14.659686250751953
31-08-26/map-data-2026.08.31-14.40.37.339.jpk-force-map,2026-08-31T14:40:37.339000,1,63,7,0,64,68.28960406065333,64.67951750524642,0.999810831508316,13.960098986594184,5.186961128473616,9.1150730445868,1.0001406957297032,0.9996042628949873,True,6.764256029243411,True,True,False,-5.616074241117911,19.452599320141275
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,2,0,0,0,1,68.28960406065333,69.34506985899186,0.9992861909886622,14.062179866881657,-0.3813928032012759,18.919491558670824,1.9999863999941188,1.9873765779279413,True,7.7734490265475875,True,True,False,-11.424024662197164,40.52456360554145
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,2,1,0,1,2,68.28960406065333,77.98439449572841,0.9985005945461378,14.354909475714761,-3.1438083154879948,23.040956758863135,2.0005940956292587,1.9894308547195738,False,332.4818673759744,True,True,False,-28.680566209839224,70.49829673558392
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,2,2,0,2,3,68.28960406065333,74.3593755665586,0.9997055207707792,14.382003248925535,0.6408107111232729,18.6519980072504,2.00055192589532,1.991541284424673,False,235.65434422150813,True,True,False,-6.499485607218,24.402058356876772
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,2,3,0,3,4,68.28960406065333,75.82784006611436,0.9990589342263377,14.429467493111547,-1.260409073982295,22.76261257644716,2.0005386115720127,1.9919697346896363,False,127.35299080215013,True,True,False,-0.284308488833369,14.356380512122872
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,2,4,0,4,5,68.28960406065333,60.74216467310061,0.9998907318967903,14.021509281544807,-5.295570836378028,21.68989987927271,2.000530768350893,1.993007923358745,False,222.3196876463517,True,True,False,-4.024940751989744,17.46778171758022
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,2,5,0,5,6,68.28960406065333,63.324459763926804,0.9994678523318098,13.959638708804347,-5.2600900038180765,23.17303073264944,2.0005220905778383,1.992123700767377,False,343.9607489464881,True,True,False,-4.815458037751093,18.161444511364373
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,2,6,0,6,7,68.28960406065333,68.18466361347734,0.9992568219176174,14.073914858021421,-3.652557990455886,30.468818308000696,2.0005070557207683,1.991731056787462,False,6.424651881310052,True,True,False,-6.9997663663031835,20.634659130706403
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,2,7,0,7,8,68.28960406065333,73.53504504775799,0.9991152927061473,14.213950846088245,1.4200211423193945,28.410150787756923,2.000491148509776,1.9925349621691322,False,341.75327004316136,True,True,False,0.013639022957720121,6.3966967210396914
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,2,8,1,7,9,68.28960406065333,68.70348457684801,0.9997459613002921,14.04543413029764,2.7479501551856513,19.660657691764275,2.0005243393393104,1.9907447016252722,False,180.43323814733003,True,False,False,0.016967819441427317,79.11614294469004
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,2,9,1,6,10,68.28960406065333,58.21109376864208,0.9995703733831994,13.905887315305543,-0.02876474656044431,25.54499000688261,2.0005340594712138,1.9901389769409559,False,285.4578552569332,True,True,False,-3.4295384215694997,14.255142314150255
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,2,10,1,5,11,68.28960406065333,60.286631207599264,0.9992995852298544,14.07873159679585,-3.71039416939143,34.150819236153794,2.0005379244065677,1.99063871693295,False,330.71628014902683,True,True,False,-0.617339607398864,28.653453231064514
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,2,11,1,4,12,68.28960406065333,72.31350733714596,0.9993834645976659,14.000812176540578,-10.174422389170468,26.109690916261652,2.0005312590363418,1.9933888047738213,False,253.65075091996678,True,False,False,nan,nan
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,2,12,1,3,13,68.28960406065333,73.33126340866745,0.999195715809535,14.13047952957008,-6.32235380937551,18.058441437391128,2.000528254468752,1.9938405289783514,False,244.54810176382367,True,True,False,-4.543277032536312,20.708535987217545
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,2,13,1,2,14,68.28960406065333,73.8004252593662,0.9995826322433513,13.981667366805752,-10.658767472480738,19.72074698631124,2.0005270469343537,1.9949529481565371,False,304.8158048312563,True,True,False,-3.5927426912285507,15.952397284389983
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,2,14,1,1,15,68.28960406065333,72.51772750423709,0.9994309121611338,14.1456809758228,-8.020897880296943,19.708023925800386,2.0005070000691276,1.9910723095748644,False,274.1373076105121,True,True,False,-4.046952052928485,19.220419350139935
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,2,15,1,0,16,68.28960406065333,73.88058183633765,0.9995847762875866,13.995039203066145,-6.24851170199781,22.420910437339753,2.000488576682052,1.9899477447710678,False,140.7995797998971,True,True,False,-16.889789808545057,45.0262037934783
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,2,16,2,0,17,68.28960406065333,73.33936057451824,0.9992376761484638,14.074836545374033,-1.9006500664309847,16.54886317948173,2.0005305363023513,1.9904120241886922,False,271.02973385035057,True,True,False,-3.495897432413202,16.916561650826274
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,2,17,2,1,18,68.28960406065333,71.91209314998078,0.999592417702739,14.070993571619661,-2.1834067835577136,24.45170239130537,2.000534907857523,1.9930475752093832,False,262.05365953605343,True,True,False,-4.4997398546502,19.92691232933045
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,2,18,2,2,19,68.28960406065333,71.5890518191759,0.9997468783771272,14.220601493623938,-4.809342566551506,17.041632100791627,2.0005336642318783,1.9945564677798964,False,180.51008778015978,True,True,False,-4.117734710570835,18.77894265724059
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2026-08-31T15:01:59.514000,2,19,2,3,20,68.28960406065333,72.675642192345,0.999587491448506,14.247568302713546,-4.36400286031343,18.45051759421518,2.00053096063342,1.9947189817563216,False,265.7359687431146,True,True,False,-4.050966706589352,15.892450951485303
