concentration_wt_percent,slow_speed_um_per_s,fast_speed_um_per_s,comparison,slow_map_timestamp,fast_map_timestamp,distance_nm,paired_pixel_count,spatial_block_size_pixels,spatial_block_count,slow_force_q25_pN,slow_force_median_pN,slow_force_q75_pN,fast_force_q25_pN,fast_force_median_pN,fast_force_q75_pN,median_difference_fast_minus_slow_pN,difference_mad_pN,robust_effect_median_over_mad,difference_pointwise_ci95_low_pN,difference_pointwise_ci95_high_pN,difference_simultaneous_ci95_low_pN,difference_simultaneous_ci95_high_pN,paired_dominance_fast_gt_slow,dominance_pointwise_ci95_low,dominance_pointwise_ci95_high,dominance_simultaneous_ci95_low,dominance_simultaneous_ci95_high,bootstrap_median_positive_fraction,bootstrap_median_negative_fraction,simultaneous_force_difference_excludes_zero,inference_scope
0,1,2,F_2_minus_F_1,2026-08-20T15:06:26.277000,2026-08-20T15:01:47.915000,25.0,255,4,16,1838.645870018551,1902.4839356571,1957.6647163069574,1861.892483452561,1931.3414511056449,1977.2680785027533,21.955377712517475,112.54187933668831,0.19508629002750347,3.922759752510501,42.53128213599666,-13.960066639303164,57.870822064338114,0.596078431372549,0.546875,0.64453125,0.5140475780295084,0.6781092847155896,1.0,0.0,False,conditional_within_area_spatial_blocks; one_sequential_map_per_speed; speed_time_order_confounded
0,1,2,F_2_minus_F_1,2026-08-20T15:06:26.277000,2026-08-20T15:01:47.915000,85.0,255,4,16,65.26723522022832,85.02515433354839,107.60080441712674,89.70549654806683,116.03757261028011,139.26908320476613,26.915904914312534,42.417306165953484,0.634550077485042,22.77956449280328,31.327615523915398,16.10122053305418,37.73058929557089,0.7450980392156863,0.69140625,0.7992125984251969,0.6548335068760596,0.835362571555313,1.0,0.0,True,conditional_within_area_spatial_blocks; one_sequential_map_per_speed; speed_time_order_confounded
0,1,2,F_2_minus_F_1,2026-08-20T15:06:26.277000,2026-08-20T15:01:47.915000,90.0,255,4,16,43.03228935849991,62.45046173268293,85.89822321819683,64.4676279881284,91.66013673979963,114.35185405376615,20.194003215656778,44.04900482009649,0.4584440283754983,16.426838945374755,26.994852118677343,9.131091054638196,31.25691537667536,0.7176470588235294,0.66796875,0.7668213718838501,0.6354290152978579,0.7998651023492009,1.0,0.0,True,conditional_within_area_spatial_blocks; one_sequential_map_per_speed; speed_time_order_confounded
0,1,2,F_2_minus_F_1,2026-08-20T15:06:26.277000,2026-08-20T15:01:47.915000,95.0,255,4,16,26.976285040063082,47.773818178501664,70.61538430325957,44.81873975781725,72.48978430799772,95.10397827239927,19.254975001412895,43.73241475485701,0.4402906884823779,15.496373884967252,25.961409623472647,9.722265250040811,28.787684752784976,0.6862745098039216,0.6328125,0.73828125,0.5981213668060918,0.7744276528017513,1.0,0.0,True,conditional_within_area_spatial_blocks; one_sequential_map_per_speed; speed_time_order_confounded
0,1,2,F_2_minus_F_1,2026-08-20T15:06:26.277000,2026-08-20T15:01:47.915000,100.0,255,4,16,14.82935902791331,35.88408132121935,57.44939925864958,27.575030710803116,57.60297987302009,79.72877037936132,16.89540323994322,40.474430084129914,0.41743399980739776,11.578621141150503,21.33153301333172,8.035547216817436,25.755259263069007,0.6588235294117647,0.6078431372549019,0.7098039215686275,0.5747479725766362,0.7428990862468932,1.0,0.0,True,conditional_within_area_spatial_blocks; one_sequential_map_per_speed; speed_time_order_confounded
0,1,2,F_2_minus_F_1,2026-08-20T15:06:26.277000,2026-08-20T15:01:47.915000,105.0,255,4,16,5.018431739537174,25.12562719904725,46.05734663388715,16.148435441178847,44.29869876027058,64.15177854070855,14.592085500693678,41.18903759260357,0.3542710962325087,7.126766924974994,18.265753984389526,5.423381504282384,23.760789497104973,0.6392156862745098,0.578125,0.7019607843137254,0.537153476015526,0.7412778965334935,1.0,0.0,True,conditional_within_area_spatial_blocks; one_sequential_map_per_speed; speed_time_order_confounded
0,1,2,F_2_minus_F_1,2026-08-20T15:06:26.277000,2026-08-20T15:01:47.915000,110.0,255,4,16,-4.899044046053763,16.51315316630817,36.951786060148166,7.556616420440284,33.45376357802131,56.74656999096186,13.857036055129983,41.79028029554901,0.3315851426965869,6.692170151366932,20.041296978014383,-2.029538530405814,29.74361064066578,0.6352941176470588,0.5803921568627451,0.69140625,0.5419693628288205,0.7286188724652971,1.0,0.0,False,conditional_within_area_spatial_blocks; one_sequential_map_per_speed; speed_time_order_confounded
0,1,2,F_2_minus_F_1,2026-08-20T15:06:26.277000,2026-08-20T15:01:47.915000,115.0,255,4,16,-9.929939347415933,9.881501761300992,30.72487626546242,-1.7932628684957237,25.19724619698792,47.79190773365697,9.98943830865463,40.95105169999838,0.24393606254207692,6.077069066056636,15.187365241986848,1.1690326967870508,18.809843920522212,0.5882352941176471,0.5390625,0.63671875,0.5077260575658984,0.6687445306693958,1.0,0.0,True,conditional_within_area_spatial_blocks; one_sequential_map_per_speed; speed_time_order_confounded
0,1,2,F_2_minus_F_1,2026-08-20T15:06:26.277000,2026-08-20T15:01:47.915000,120.0,255,4,16,-16.119096439168715,3.175614857824593,27.676282918602666,-9.101612614603113,17.194124097985284,38.792994978992965,7.100045398027628,37.58975491006195,0.1888824605272194,2.4204382407412552,11.258790968794125,-0.9702022437728477,15.170293039828104,0.5725490196078431,0.5236220472440944,0.62109375,0.49128001989768205,0.6538180193180041,0.9985,0.0015,False,conditional_within_area_spatial_blocks; one_sequential_map_per_speed; speed_time_order_confounded
0,1,2,F_2_minus_F_1,2026-08-20T15:06:26.277000,2026-08-20T15:01:47.915000,125.0,255,4,16,-19.48677550336345,0.9147234934341636,22.807162417035656,-13.767167033195065,12.024619629644524,31.949825142492173,6.154819446272883,37.562711919127096,0.16385450176026356,0.6287493608005317,9.684885092878465,-3.5954383982900655,15.905077290835832,0.5529411764705883,0.5,0.6062992125984252,0.46423113419961964,0.641651218741557,0.9779,0.0221,False,conditional_within_area_spatial_blocks; one_sequential_map_per_speed; speed_time_order_confounded
0,1,2,F_2_minus_F_1,2026-08-20T15:06:26.277000,2026-08-20T15:01:47.915000,130.0,255,4,16,-22.698846835979083,-3.469985992037522,17.547417950925833,-17.425915178661423,6.732644356254917,26.285265988376825,6.0593205981028975,41.514748355610784,0.14595585516258996,-0.08754547684349623,9.483604217950226,-4.461769908882496,16.58041110508829,0.5568627450980392,0.5,0.6141732283464567,0.46246630136180755,0.6512591888342709,0.9746,0.0254,False,conditional_within_area_spatial_blocks; one_sequential_map_per_speed; speed_time_order_confounded
