pair_id,concentration_wt_percent,primary_included,load_regime,source_first,source_second,timestamp_first,timestamp_second,speed_first_um_per_s,speed_second_um_per_s,delta_speed_um_per_s,same_speed_control,distance_nm,paired_pixel_count,spatial_block_count,median_raw_force_difference_pN,raw_force_difference_mad_pN,raw_force_difference_block_se_pN,raw_force_difference_block_ci95_low_pN,raw_force_difference_block_ci95_high_pN,median_linear_corrected_force_difference_pN,median_gap_speed_difference_um_per_s,theoretical_no_slip_hydrodynamic_difference_pN,viscosity_mPa_s,inference_scope
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,70.0,256,16,-35.912817924309465,18.50874091629013,1.9080994887104599,-39.900893664356616,-32.437973127059905,-36.15892626994645,-0.960160513871896,-4.7072690415074,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,75.0,256,16,-31.9519135213868,19.511059646362593,2.3816641957031157,-35.276559161117156,-28.73742488770496,-31.493936310064697,-0.9674492460337087,-4.426802496044914,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,80.0,256,16,-28.030317504231363,16.512545494521767,0.9118522971070183,-31.166048389838707,-26.708005000502567,-28.420989090715764,-0.9733159004367282,-4.175293893153153,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,85.0,256,16,-26.776272718548704,15.762468345826065,1.0760795110126302,-30.17255369642842,-23.227151164155362,-27.44615101021364,-0.9781487768169725,-3.94920073810422,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,90.0,256,16,-22.82263032671299,15.431883017023054,0.7253831668805873,-25.42172128681494,-19.90524184470086,-20.616103966780532,-0.9822494310823091,-3.7454369924145494,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,95.0,256,16,-19.313511037744476,13.998490153540015,0.7511731862862114,-20.635664684980824,-17.472129787040714,-19.606519919922036,-0.9849770644166189,-3.558162118077574,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,100.0,256,16,-14.314276587547688,13.630221523008874,0.9265493965231072,-17.537388171704478,-12.9684938966633,-17.164899015965986,-0.9876850060019782,-3.389547152835873,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,105.0,256,16,-13.3954396317877,14.071899182881413,0.9047611887867569,-15.75805722974491,-11.829265907475836,-14.774295981100167,-0.9901915085532436,-3.236332374316651,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,110.0,256,16,-13.75152574358306,12.83422294818141,0.8858736572787304,-15.01343770794361,-11.68009209640823,-14.306226618621384,-0.9918431545095834,-3.094379207207737,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,115.0,256,16,-10.012525293063852,12.425701699894821,1.0533380054645596,-12.436634107433495,-7.633713272846925,-10.451720083710267,-0.9934330669225564,-2.964585569600918,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,120.0,256,16,-8.667265246916793,11.320691894332372,0.5833010101596386,-10.34801988990115,-7.007653646625771,-7.1499865887284555,-0.9946440992997565,-2.8445245315891556,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,125.0,256,16,-7.653141903263721,10.994918935232775,0.9106033240382554,-9.738191821226035,-5.649321980522295,-6.223878643541315,-0.9955051502204613,-2.733107520764735,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,130.0,256,16,-5.706180226415464,11.954660428286266,0.6889641317683254,-6.641879351857305,-3.4158244526018433,-6.264543727246463,-0.9964174886798925,-2.6303964408357725,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,135.0,256,16,-4.478130139508181,12.175172995869767,0.7804144496406433,-5.382305535006751,-2.197406845740288,-3.872909294430345,-0.9971421778778577,-2.5348165693550677,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,140.0,256,16,-3.1626333357678944,12.805715775121476,0.9120562110771466,-4.635281159723508,-1.5232618406180691,-5.31329786306058,-0.9975671979818426,-2.4453292548696295,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,145.0,256,16,-2.4776661461323517,10.986640028034584,0.9006829093785585,-4.228395354844692,-0.021978586584021187,-2.4574351547920994,-0.9980237875592277,-2.3620881968524525,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,150.0,256,16,-2.0387821049039623,13.264399860122804,1.1453134018103432,-4.11718411934596,-0.13212940341825968,-1.8156204060925893,-0.9982983616785164,-2.2839801144059315,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,155.0,256,16,-2.0185089906209583,12.774068326915929,0.6874959511815074,-3.4781732189973784,0.592288523906352,-2.034753917876487,-0.9987039356251635,-2.211201305988605,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,160.0,256,16,-1.6021536883312928,12.740585652976735,0.5794572318178826,-2.9588163297267602,0.7054885601687336,-1.5679008107572776,-0.9992433708171975,-2.1432582895618855,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,165.0,256,16,-1.492838415385087,11.41412527556675,1.0897672362752235,-2.7730126871704286,0.9023179436100225,0.142084982119002,-0.9995446652581803,-2.0789377263852105,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,170.0,256,16,0.7222400116889376,12.146747388396951,0.6421862669603039,-0.8151057292185531,1.971801055678183,0.32289248659784575,-0.9998109729593629,-2.018330097607756,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,175.0,256,16,-0.014056392670993123,11.213800191052647,1.0397573350361702,-1.9661344864218666,1.0996720348598785,0.31161241205125556,-0.9998569038545878,-1.96075359544731,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,180.0,256,16,-1.3965617532545274,12.606981219574338,1.1799838746265352,-2.4281524341790224,1.3783317672800626,0.7207353601226067,-1.0000317107791683,-1.9066214978678064,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,185.0,256,16,-0.4574516832110618,13.306079875672253,1.3596320825430828,-2.0742944394210614,0.7411934480103998,-0.24692224215183245,-1.0001351600833197,-1.855283088921711,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,190.0,256,16,0.2134866213710226,12.946130935133422,1.2668257367677684,-2.5599606861597297,2.833801083949178,2.226105772352783,-1.000173881527924,-1.806529789021563,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,195.0,256,16,-0.3081403340547135,12.80665377938418,0.9482815279177209,-1.7398980842224288,2.092726606386162,2.9596148324094536,-1.0001566904953512,-1.760178257838819,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,200.0,256,16,1.0044131545862092,11.22888982486166,0.6611043855633859,-0.7305920121286763,1.8681523519895327,1.558024412095328,-1.0001005862432948,-1.7160775318298476,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,205.0,256,16,0.5262207275902266,11.830925431051512,0.5274387779703072,-0.6885163600160231,1.5786924411504508,1.0179056509466884,-1.0000824338544443,-1.6741915942012,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,210.0,256,16,0.93404866837699,12.388915619636101,0.8035943702251657,-1.9547862187181306,2.1191641778073267,1.7055523838782647,-1.0001574269621427,-1.634452442952239,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,215.0,256,16,0.0039060817206371112,11.375789449133498,0.9198763118418067,-1.4466256175626255,2.171176269143107,0.16383565865457683,-1.0000352227694607,-1.5962468598348853,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,220.0,256,16,-0.06191964755909307,12.513303141576179,1.1932535762498748,-2.7316714884518136,1.9277943687987036,0.3575186217888011,-1.0001867415341474,-1.5602048782896665,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,225.0,256,16,0.16342275706299247,12.126519122534202,0.6168091733445495,-1.5238395005914702,1.7878576157724164,-0.9183353994345804,-1.0004172347071758,-1.5258852182149405,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,230.0,256,16,0.3791925107073748,12.280351821798337,1.0007129075550532,-2.153708931870727,2.666768639747351,0.4712019887986578,-1.0003757520863328,-1.492651904572148,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,235.0,256,16,2.0736892718310846,11.915345814795367,0.4299628022730663,0.21747522594512514,3.196429882627667,2.0868663883734064,-1.000470985888543,-1.4610324275822975,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,240.0,256,16,1.6377210380837375,13.580915124968493,1.1925092902579022,-1.4253347214230034,3.502271955219034,0.5748569031815955,-1.0005750487078255,-1.4307430535953312,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,245.0,256,16,0.7650143572926824,12.420848547399736,0.9318868446980403,-1.1729523285507515,2.265197306617674,-0.9070134853929623,-1.0008981621353767,-1.4019968132566747,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,250.0,256,16,0.5610728792815252,11.602908829357597,0.5402853581050994,-0.9735819289198512,2.1069184740744165,0.5772704256278498,-1.0009600708416655,-1.3740418605552729,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,255.0,256,16,-0.13519994124956192,10.75270992119941,0.7814951936836192,-2.1694432892243123,1.8240775837566419,1.4102754298104472,-1.0011020302929174,-1.3472909134251934,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,260.0,256,16,-0.32216921910789686,11.347445407248705,0.7763514637803611,-1.6985128733155905,1.4545753190929172,0.12384832104024479,-1.0011539205730577,-1.321449964157625,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,265.0,256,16,-0.1289832196377212,10.431137589888252,0.9255349245203509,-1.3717835788741974,2.1087222861086556,0.8229698974494619,-1.0011900299090728,-1.296563708371921,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,270.0,256,16,1.7846942397310386,12.981204138041356,1.3676815865243648,-0.22088617054634252,4.23422009290349,2.302446660922486,-1.0010628311173528,-1.2723915944876343,0.8806453437937073,within_area_paired_not_independent_map_replication
c0_main_150147_2_to_150626_1,0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,2026-08-20T15:01:47.915000,2026-08-20T15:06:26.277000,2.00068807156822,1.000167902191217,-1.000520169377003,False,275.0,256,16,0.41577764231722725,11.131989906131022,0.7362619772011962,-1.5614039033936264,1.871508281355748,0.6124927990966054,-1.0009865707462877,-1.2491620341899787,0.8806453437937073,within_area_paired_not_independent_map_replication
