concentration_wt_percent,primary_included,load_regime,source,timestamp,speed_um_per_s,distance_nm,approach_valid_pixel_count,paired_free_branch_pixel_count,paired_free_branch_support_fraction,spatial_block_count,even_conservative_candidate_pN,even_spatial_mad_pN,odd_dissipative_candidate_pN,odd_spatial_mad_pN,theoretical_no_slip_odd_pN,qualified_50pct_support,branch_processing
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,305.0,256,45,0.17578125,13,1.6046179353546264,19.597412296042467,1.6033741664896546,22.932203164412492,2.251397239213459,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,310.0,256,48,0.1875,13,5.1171586460964384,17.03537257499826,-4.954298463496338,16.601723735687468,2.2151489107817475,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,315.0,256,51,0.19921875,13,5.782046205001048,14.702063413130595,-1.514278499593451,18.613307452314594,2.180114248437578,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,320.0,256,56,0.21875,14,3.2042712773152653,18.458809236203766,-0.2552533411328013,16.546531038921778,2.1458709621284724,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,325.0,256,57,0.22265625,14,1.6599766206142892,18.519157173922473,-1.642082181088857,15.809436534876584,2.112827051506372,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,330.0,256,58,0.2265625,14,3.0041543123064725,15.921678833856227,0.4908261331539596,15.586762300917048,2.080735164251718,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,335.0,256,60,0.234375,14,3.148405439055737,18.701399724130574,0.29685277107680874,16.59235187062453,2.0497052972570184,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,340.0,256,64,0.25,14,3.0815817238105154,20.417854074093157,-2.1495108749638323,15.524354767956396,2.0195833480032723,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,345.0,256,67,0.26171875,14,3.015823067572615,18.454251446014197,2.0350070794567694,15.284244213273857,1.9903423016337123,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,350.0,256,71,0.27734375,15,6.553064819151732,17.07519352523924,1.3156713265867133,18.165530830172372,1.9619596512170339,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,355.0,256,75,0.29296875,15,6.033969171926905,16.171532277951435,-0.7086841584838117,14.328402703301851,1.9342908953227902,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,360.0,256,79,0.30859375,15,4.640470129227541,18.073711003441815,-1.1739956638417528,16.46969158192592,1.9072889680691651,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,365.0,256,84,0.328125,15,4.298222560630624,15.929240347574897,0.5008726149218985,14.452933960292757,1.8811371632486735,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,370.0,256,88,0.34375,15,2.6175776035527774,18.904557147524393,-0.5040339999073717,17.360866087457584,1.855729680683495,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,375.0,256,94,0.3671875,16,2.0096937577361595,17.757394449753075,0.48203791052849365,14.515272550959581,1.8309309212306373,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,380.0,256,99,0.38671875,16,2.6193976179660474,17.40191738867528,0.2579095841174386,12.750180798459656,1.806745971659403,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,385.0,256,101,0.39453125,16,4.437044278863478,11.913827718142645,-2.247423518984712,14.419683494197512,1.783172904565586,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,390.0,256,103,0.40234375,16,2.276895918358321,14.19232452184228,-0.5558463317362428,15.770298279128006,1.760267801473474,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,395.0,256,105,0.41015625,16,2.09944613480576,14.272667488440497,0.786982980761983,14.866380574834785,1.7380160869178722,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,400.0,256,107,0.41796875,16,2.067182339141599,11.880726842088414,0.7695882446374428,14.479217723649558,1.7163694423898799,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,405.0,256,107,0.41796875,16,-0.12917544485548837,14.62990760894559,-0.025719989597096315,15.447881388272698,1.6951273123017434,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,410.0,256,110,0.4296875,16,-1.5905846272944633,14.151686154421672,0.28811491417543367,13.740612073495349,1.6744345455504654,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,415.0,256,113,0.44140625,16,-0.3342700698727379,13.075108498520562,-0.4025376751666673,14.426285215355135,1.65421566750799,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,420.0,256,115,0.44921875,16,-0.9807797487928189,12.241652097640527,-0.42215384434227454,15.6864177509448,1.6345653781082625,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,425.0,256,117,0.45703125,16,-0.9536584474782099,12.62438770500672,0.254401651941049,13.29318894690779,1.6153437064468648,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,430.0,256,123,0.48046875,16,-2.5220744488936813,13.55664541625474,-0.3907541278514879,14.45569740696949,1.5966264353949522,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,435.0,256,127,0.49609375,16,-2.6998725690424723,11.990865690707915,-0.4291631097146713,14.02086233206177,1.5782868880222214,False,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,440.0,256,129,0.50390625,16,-3.9618528021315953,10.817291828463476,-0.4616520930385506,12.44145249884481,1.5603501703491363,True,per_branch_far_linear_corrected_free_retract_only
0,True,main,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,2026-08-20T15:01:47.915000,2.00068807156822,445.0,256,134,0.5234375,16,-4.072868089176657,10.602746861878012,0.034448987955418175,13.891290808638008,1.5428475038977183,True,per_branch_far_linear_corrected_free_retract_only
