concentration_wt_percent,load_regime,variant,velocity_model,scale_mode,contact_shift_nm,excluded_speed_label_um_per_s,source,map_intercept_pN_at_window_center,map_linear_slope_pN_per_nm,fitted_map_force_scale,contact_response_constraint_center,contact_response_constraint_sigma
0,main,M2_contact_minus2p5nm,M2_fitted_chi,contact_constrained,-2.5,nan,20-08-26/0/map-data-2026.08.20-15.15.57.076.jpk-force-map,71.5908175448067,-0.21821639303109897,0.9715484721320787,0.9924312817944358,0.02
0,main,M2_contact_plus2p5nm,M2_fitted_chi,contact_constrained,2.5,nan,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,62.16057019082468,-0.44153508611643727,0.9887789862938814,1.0017534610498218,0.02
0,main,M2_contact_plus2p5nm,M2_fitted_chi,contact_constrained,2.5,nan,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,31.630603000803696,-0.12395055689942673,0.9668512942573297,0.9993799353526734,0.02
0,main,M2_contact_plus2p5nm,M2_fitted_chi,contact_constrained,2.5,nan,20-08-26/0/map-data-2026.08.20-15.15.57.076.jpk-force-map,88.70161975591336,-0.30493868044269323,0.9715362161737806,0.9924312817944358,0.02
0,main,M2_leave_out_1um_s,M2_fitted_chi,contact_constrained,0.0,1.0,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,85.13424250276805,-0.48337477288761443,0.948270258098525,1.0017534610498218,0.02
0,main,M2_leave_out_1um_s,M2_fitted_chi,contact_constrained,0.0,1.0,20-08-26/0/map-data-2026.08.20-15.15.57.076.jpk-force-map,148.11540988642636,-0.5715943236665074,0.9705339443782462,0.9924312817944358,0.02
0,main,M2_leave_out_2um_s,M2_fitted_chi,contact_constrained,0.0,2.0,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,30.518270681124047,-0.2019996061385179,0.9878347336897113,0.9993799353526734,0.02
0,main,M2_leave_out_2um_s,M2_fitted_chi,contact_constrained,0.0,2.0,20-08-26/0/map-data-2026.08.20-15.15.57.076.jpk-force-map,59.50219519025254,-0.22272655516173953,0.9685066730277739,0.9924312817944358,0.02
0,main,M2_leave_out_4um_s,M2_fitted_chi,contact_constrained,0.0,4.0,20-08-26/0/map-data-2026.08.20-15.01.47.915.jpk-force-map,-70.08535385922721,0.2365146290555569,0.9639762425622432,1.0017534610498218,0.02
0,main,M2_leave_out_4um_s,M2_fitted_chi,contact_constrained,0.0,4.0,20-08-26/0/map-data-2026.08.20-15.06.26.277.jpk-force-map,-32.60852057727806,0.15139696193853358,1.023628508983057,0.9993799353526734,0.02
20,main,primary,M0_no_hydrodynamic,contact_constrained,0.0,nan,20-08-26/20/map-data-2026.08.20-15.54.06.570.jpk-force-map,-79.63011795760701,-0.17313020129981804,1.0462554499601044,0.9671909214958809,0.048622618140923536
