block,speed_low_um_per_s,speed_high_um_per_s,delta_speed_um_per_s,distance_nm,reference_distance_nm,speed_contrast_pN,reference_speed_contrast_pN,distance_double_difference_pN,double_difference_per_delta_speed_pN_per_um_s,classical_pair_coefficient_pN_nm_per_um_s
1,0.9,2.7,1.8000000000000003,175.0,200.0,112.67171285384478,42.307094599252565,70.36461825459222,39.091454585884556,54728.036420238386
1,0.9,2.7,1.8000000000000003,180.0,200.0,89.12814534109708,42.307094599252565,46.821050741844516,26.011694856580284,46821.050741844505
1,0.9,2.7,1.8000000000000003,185.0,200.0,76.75825388421487,42.307094599252565,34.4511592849623,19.139532936090166,47210.847909022385
1,0.9,2.7,1.8000000000000003,190.0,200.0,58.079826385080224,42.307094599252565,15.77273178582766,8.762628769904254,33297.98932563619
1,0.9,2.7,1.8000000000000003,195.0,200.0,58.0707887476016,42.307094599252565,15.763694148349032,8.757607860193906,68309.34130951251
1,0.9,2.7,1.8000000000000003,200.0,200.0,42.307094599252565,42.307094599252565,0.0,0.0,nan
1,0.1,2.7,2.6,20.0,200.0,2843.7155043539533,136.37558867135212,2707.3399156826013,1041.2845829548467,23139.65739899659
1,0.1,2.7,2.6,25.0,200.0,2578.071977420763,136.37558867135212,2441.6963887494107,939.1139956728503,26831.82844779572
1,0.1,2.7,2.6,30.0,200.0,2317.1597738230607,136.37558867135212,2180.7841851517087,838.7631481352726,29603.405228303738
1,0.1,2.7,2.6,35.0,200.0,2101.761766990411,136.37558867135212,1965.3861783190591,755.9177608919458,32069.23834087043
1,0.1,2.7,2.6,40.0,200.0,1902.2990700124828,136.37558867135212,1765.9234813411308,679.201338977358,33960.0669488679
